BOR;AN;FI;FI_EJ;PERSO;SMUR_EFFPL;SMUR_EFFPA;SMUR_ETP;SMUR_COMSU;SAMU_EFFPL;SAMU_EFFPA;SAMU_ETP
SMURSAMU_P;2013;400012506;400011177;M9999;1;;0.16;;;;
SMURSAMU_P;2013;400012514;400011177;M9999;3;0;3;1;0;0;0
SMURSAMU_P;2013;400012514;400011177;MREG;3;0;3;1;0;0;0
SMURSAMU_P;2013;400012514;400011177;N2223;3;0;3;1;0;0;0
SMURSAMU_P;2013;400012514;400011177;N9999;6;0;6;;0;0;0
SMURSAMU_P;2013;400012522;400011177;M9999;5;0;5;1;0;0;0
SMURSAMU_P;2013;400012522;400011177;MREG;5;0;5;1;0;0;0
SMURSAMU_P;2013;400012522;400011177;N2223;3;0;3;;0;0;0
SMURSAMU_P;2013;400012522;400011177;N9999;6;0;6;;0;0;0
SMURSAMU_P;2013;410000020;410000087;M9999;3;4;5.29;1;3;3;5.28
SMURSAMU_P;2013;410000020;410000087;MREG;3;2;3.89;1;2;3;3.89
SMURSAMU_P;2013;410000020;410000087;N1220;0;0;0;1;0;1;0.37
SMURSAMU_P;2013;410000020;410000087;N2120;1;0;0.5;1;0;0;0.5
SMURSAMU_P;2013;410000020;410000087;N2223;12;0;12.67;0;0;0;0
SMURSAMU_P;2013;410000020;410000087;N9999;13;0;19.17;0;0;0;0.87
SMURSAMU_P;2013;410000038;410000095;M9999;8;;7.6;1;;;
SMURSAMU_P;2013;410000038;410000095;N2223;1;0;1;0;;;
SMURSAMU_P;2013;410000038;410000095;N2500;3;2;1.77;;;;
SMURSAMU_P;2013;410000038;410000095;N9999;4;2;3.28;0;;;
SMURSAMU_P;2013;410000046;410000103;M9999;3;2;5.79;1;0;0;0
SMURSAMU_P;2013;410000046;410000103;N2223;15;2;16.66;1;;;
SMURSAMU_P;2013;410000046;410000103;N2620;5;0;5;1;;;
SMURSAMU_P;2013;420000010;420780033;M9999;11;4;3;1;9;3;1.63
SMURSAMU_P;2013;420000010;420780033;MREG;11;4;3;1;9;3;1.63
SMURSAMU_P;2013;420000010;420780033;N2223;10;4;11.89;1;0;0;0
SMURSAMU_P;2013;420000010;420780033;N9999;22;4;23.78;1;9;1;10.11
SMURSAMU_P;2013;420000226;420013831;M9999;4;;3.87;1;;;
SMURSAMU_P;2013;420000226;420013831;N1220;;1;0.3;1;;;
SMURSAMU_P;2013;420000226;420013831;N2120;1;;1;1;;;
SMURSAMU_P;2013;420000226;420013831;N2223;6;;5.96;1;;;
SMURSAMU_P;2013;420000226;420013831;N9999;7;1;7.3;1;;;
SMURSAMU_P;2013;420000267;420013831;M9999;9;0;3.84;1;0;0;0
SMURSAMU_P;2013;420000267;420013831;N1220;2;;1;1;;;
SMURSAMU_P;2013;420000267;420013831;N2223;1;2;2.2;1;;;
SMURSAMU_P;2013;420785354;420784878;M9999;10;0;7.67;0;13;0;6.5
SMURSAMU_P;2013;420785354;420784878;N1220;0;0;0.52;0;1;1;1.85
SMURSAMU_P;2013;420785354;420784878;N2120;1;0;0.21;0;1;0;0.21
SMURSAMU_P;2013;420785354;420784878;N2223;19;0;18.38;0;0;0;0
SMURSAMU_P;2013;420785354;420784878;N2500;0;0;0;;1;0;0.09
SMURSAMU_P;2013;420785354;420784878;N9999;35;0;34.28;0;21;2;22.45
SMURSAMU_P;2013;430000117;430000018;M1140;0;0;0;1;0;0;0
SMURSAMU_P;2013;430000117;430000018;M9999;15;1;5.1;1;0;16;3.63
SMURSAMU_P;2013;430000117;430000018;MREG;15;1;5.1;1;0;16;3.63
SMURSAMU_P;2013;430000117;430000018;N1220;0;0;0;0;9;3;10.14
SMURSAMU_P;2013;430000117;430000018;N2120;1;0;0.21;1;0;0;0
SMURSAMU_P;2013;430000117;430000018;N2223;13;20;6.03;1;0;0;0
SMURSAMU_P;2013;430000117;430000018;N9999;0;34;6.24;1;9;3;10.23
SMURSAMU_P;2013;430000190;430000034;M9999;4;5;5.25;1;;;
SMURSAMU_P;2013;430000190;430000034;N2120;1;;1;1;;;
SMURSAMU_P;2013;430000190;430000034;N2223;6;5;9.1;1;;;
SMURSAMU_P;2013;440000271;440000289;M1140;5;;3;;;;
SMURSAMU_P;2013;440000271;440000289;M9999;48;;23.91;1;;;
SMURSAMU_P;2013;440000271;440000289;MREG;43;;20.91;1;;;
SMURSAMU_P;2013;440000271;440000289;N1220;0;0;0;;2;0;2
SMURSAMU_P;2013;440000271;440000289;N2120;0;0;0;;0;3;1.64
SMURSAMU_P;2013;440000271;440000289;N2223;15;6;20.18;;3;0;3.34
SMURSAMU_P;2013;440000271;440000289;N2500;0;0;0;;9;1;9.17
SMURSAMU_P;2013;440000271;440000289;N9999;40;7;40.05;;35;11;36.71
SMURSAMU_P;2013;440000503;440000313;M9999;8;2;3.95;1;;;
SMURSAMU_P;2013;440000503;440000313;N2223;6;;5.75;;;;
SMURSAMU_P;2013;450000021;450000088;M9999;7;0;1.05;;;;
SMURSAMU_P;2013;450000021;450000088;N2223;7;1;7.05;;;;
SMURSAMU_P;2013;450000047;450000096;M9999;4;;3.7;1;;;
SMURSAMU_P;2013;450000047;450000096;N2120;1;;1;1;;;
SMURSAMU_P;2013;450000047;450000096;N2223;6;;6;1;;;
SMURSAMU_P;2013;450000062;450000104;M9999;9;3;4.54;;;;
SMURSAMU_P;2013;450000062;450000104;N1220;;2;0.63;;;;
SMURSAMU_P;2013;450000062;450000104;N2223;;5;4.24;;;;
SMURSAMU_P;2013;450000062;450000104;N2500;1;8;5.91;;;;
SMURSAMU_P;2013;450000062;450000104;N2620;;1;0.51;;;;
SMURSAMU_P;2013;450000062;450000104;N9999;1;16;11.29;;;;
SMURSAMU_P;2013;450000070;450000112;M9999;8;4;6.8;1;;;
SMURSAMU_P;2013;450000070;450000112;N1220;1;;0.3;1;;;
SMURSAMU_P;2013;450000070;450000112;N2120;1;;0.5;1;;;
SMURSAMU_P;2013;450000070;450000112;N2223;3;4;6;1;;;
SMURSAMU_P;2013;450000070;450000112;N2500;6;;6;;;;
SMURSAMU_P;2013;450002613;450000088;M9999;17;2;7.05;1;16;3;6.65
SMURSAMU_P;2013;450002613;450000088;N1220;;;;;19;;19
SMURSAMU_P;2013;450002613;450000088;N2120;1;;0.5;;1;;0.5
SMURSAMU_P;2013;450002613;450000088;N2223;15;2;7.82;;;;
SMURSAMU_P;2013;450002613;450000088;N9999;;;28.32;;;;
SMURSAMU_P;2013;460000045;460780083;M9999;1;0;1;;0;0;0
SMURSAMU_P;2013;460000045;460780083;N2223;3;1;3.27;;0;0;0
SMURSAMU_P;2013;460000045;460780083;N9999;3;1;3.27;;0;0;0
SMURSAMU_P;2013;460000052;460780091;M9999;3;;1.1;1;;;
SMURSAMU_P;2013;460000052;460780091;N2120;1;;0.33;1;;;
SMURSAMU_P;2013;460000052;460780091;N2223;4;;2.89;1;;;
SMURSAMU_P;2013;460000052;460780091;N2500;2;;0.6;;;;
SMURSAMU_P;2013;460000052;460780091;N2620;4;;0.12;1;;;
SMURSAMU_P;2013;460000052;460780091;N9999;11;;3.94;;;;
SMURSAMU_P;2013;460000102;460780208;M9999;6;1;1.82;1;;;
SMURSAMU_P;2013;460000102;460780208;N2223;1;;1;1;;;
SMURSAMU_P;2013;460000102;460780208;N2500;1;;1;;;;
SMURSAMU_P;2013;460000102;460780208;N9999;1;;0.1;1;;;
SMURSAMU_P;2013;460000110;460780216;M9999;3;0;2.54;1;2;0;1.5
SMURSAMU_P;2013;460000110;460780216;MREG;3;0;2.54;1;2;0;1.5
SMURSAMU_P;2013;460000110;460780216;N1220;0;0;0;0;6;0;6.63
SMURSAMU_P;2013;460000110;460780216;N2120;0;0;0;1;0;0;0
SMURSAMU_P;2013;460000110;460780216;N2223;4;3;5.96;1;0;0;0
SMURSAMU_P;2013;460000110;460780216;N2620;0;0;0;1;0;0;0
SMURSAMU_P;2013;460000110;460780216;N9999;8;4;10.76;1;6;0;6.63
SMURSAMU_P;2013;470000423;470000316;M9999;6;;5.2;1;4;;3.9
SMURSAMU_P;2013;470000423;470000316;N1220;;;;;12;1;12.9
SMURSAMU_P;2013;470000423;470000316;N2120;;;0.3;1;;;
SMURSAMU_P;2013;470000423;470000316;N2223;6;;6.12;0;;;
SMURSAMU_P;2013;470000423;470000316;N2500;8;;8;;2;;2
SMURSAMU_P;2013;470000423;470000316;N9999;16;;15.62;;14;1;14.9
SMURSAMU_P;2013;470000431;470000324;M9999;7;10;9.34;1;;;
SMURSAMU_P;2013;470000431;470000324;N1220;2;;1.27;1;;;
SMURSAMU_P;2013;470000431;470000324;N2120;2;;1.23;1;;;
SMURSAMU_P;2013;470000431;470000324;N2223;19;3;20.41;1;;;
SMURSAMU_P;2013;470000431;470000324;N2500;11;1;10.48;;;;
SMURSAMU_P;2013;470000431;470000324;N2620;4;;4;1;;;
SMURSAMU_P;2013;470000431;470000324;N9999;38;4;38.8;1;;;
SMURSAMU_P;2013;470000480;470001660;M9999;4;0;3;1;0;0;0
SMURSAMU_P;2013;470000480;470001660;N1220;0;0;0.17;1;0;0;0
SMURSAMU_P;2013;470000480;470001660;N2223;7;1;1.97;1;0;0;0
SMURSAMU_P;2013;470000480;470001660;N9999;14;1;5.8;1;0;0;0
SMURSAMU_P;2013;480000017;480780097;M9999;11;6;13.8;1;;;
SMURSAMU_P;2013;480000017;480780097;N1220;;;;;8;1;7.88
SMURSAMU_P;2013;480000017;480780097;N2223;18;2;19.3;1;;;
SMURSAMU_P;2013;480000017;480780097;N2500;8;1;8.8;;;;
SMURSAMU_P;2013;490000049;490000031;M9999;6;12;9.6;1;3;6;4.8
SMURSAMU_P;2013;490000049;490000031;MREG;6;12;9.6;1;3;6;4.8
SMURSAMU_P;2013;490000049;490000031;N1220;1;0;0.5;;1;0;1
SMURSAMU_P;2013;490000049;490000031;N2120;1;0;1;;0;0;0
SMURSAMU_P;2013;490000049;490000031;N2223;14;0;13;;0;0;0
SMURSAMU_P;2013;490000049;490000031;N9999;30;0;28.5;;18;8;20.77
SMURSAMU_P;2013;490000635;490000676;M9999;10;3;3.44;1;;;
SMURSAMU_P;2013;490000635;490000676;N1220;1;;1;1;;;
SMURSAMU_P;2013;490000635;490000676;N2223;3;;3;1;;;
SMURSAMU_P;2013;490000635;490000676;N9999;4;;4;1;;;
SMURSAMU_P;2013;490001765;490528452;M9999;7;;1.76;1;;;
SMURSAMU_P;2013;490001765;490528452;N2223;3;;2.78;;;;
SMURSAMU_P;2013;490001765;490528452;N9999;8;;7.77;1;;;
SMURSAMU_P;2013;500000021;500000054;M9999;;;4.6;1;;;
SMURSAMU_P;2013;500000021;500000054;N2223;11;1;5.64;0;;;
SMURSAMU_P;2013;500000021;500000054;N9999;11;1;5.64;0;;;
SMURSAMU_P;2013;500000187;500000013;M9999;5;;4.5;1;;;
SMURSAMU_P;2013;500000187;500000013;N2223;4;3;6;;;;
SMURSAMU_P;2013;500000187;500000013;N2500;6;1;6.02;;;;
SMURSAMU_P;2013;500000260;500000054;M9999;;;7.3;1;;;
SMURSAMU_P;2013;500000260;500000054;N2120;;;;1;;;
SMURSAMU_P;2013;500000260;500000054;N2223;7;1;5.08;0;;;
SMURSAMU_P;2013;500000260;500000054;N9999;15;1;12.7;1;;;
SMURSAMU_P;2013;500000427;500000096;M9999;4;;2.01;1;;;
SMURSAMU_P;2013;500000427;500000096;N1220;1;;0.5;1;;;
SMURSAMU_P;2013;500000427;500000096;N2120;2;;0.37;1;;;
SMURSAMU_P;2013;500000427;500000096;N2223;6;;5.74;1;;;
SMURSAMU_P;2013;500000427;500000096;N2500;5;;3.91;;;;
SMURSAMU_P;2013;500000450;500000112;M9999;24;;5.66;1;;;6.05
SMURSAMU_P;2013;500000450;500000112;N1220;0;0;0;0;19;;18.16
SMURSAMU_P;2013;500000450;500000112;N2223;7;0;7;0;;;
SMURSAMU_P;2013;500000450;500000112;N9999;26;0;25.16;;;;
SMURSAMU_P;2013;500000468;500000013;M9999;5;;4.5;0;;;
SMURSAMU_P;2013;500000468;500000013;N2223;6;;5.75;1;;;
SMURSAMU_P;2013;500000468;500000013;N9999;6;;5.75;1;;;
SMURSAMU_P;2013;510000169;510000037;M9999;14;2;4.66;;;;
SMURSAMU_P;2013;510000169;510000037;N2120;1;;0.05;0;;;
SMURSAMU_P;2013;510000169;510000037;N9999;12;1;9.86;0;;;
SMURSAMU_P;2013;510000235;510000060;M9999;11;;4;1;;;
SMURSAMU_P;2013;510000235;510000060;N2120;1;0;0.2;1;;;
SMURSAMU_P;2013;510000235;510000060;N2223;17;4;5.12;1;;;
SMURSAMU_P;2013;510000235;510000060;N9999;27;4;7.47;1;;;
SMURSAMU_P;2013;510000250;510000078;M9999;1;2;2.2;1;;;
SMURSAMU_P;2013;510000250;510000078;N1220;0;0;0;1;;;
SMURSAMU_P;2013;510000250;510000078;N2120;0;0;0;1;;;
SMURSAMU_P;2013;510000250;510000078;N2223;5;0;5;1;;;
SMURSAMU_P;2013;510000250;510000078;N9999;5;0;5;1;;;
SMURSAMU_P;2013;510004302;510000029;M1140;5;0;0.68;0;0;0;0
SMURSAMU_P;2013;510004302;510000029;M9999;15;1;8.3;0;17;1;5.65
SMURSAMU_P;2013;510004302;510000029;MREG;0;0;0;0;14;1;4
SMURSAMU_P;2013;510004302;510000029;N1220;0;2;1;0;0;3;1
SMURSAMU_P;2013;510004302;510000029;N2120;0;2;0.45;1;0;2;0.45
SMURSAMU_P;2013;510004302;510000029;N2223;10;12;18;0;0;0;0
SMURSAMU_P;2013;510004302;510000029;N9999;24;23;36.4;0;15;14;18.48
SMURSAMU_P;2013;510023914;510000037;M9999;14;2;4.01;;0;0;0
SMURSAMU_P;2013;510023922;100006279;M9999;4;1;4.5;;;;
SMURSAMU_P;2013;510023922;100006279;N2223;6;;6;;;;
SMURSAMU_P;2013;510023922;100006279;N9999;10;;10;;;;
SMURSAMU_P;2013;520000027;520780032;M9999;2;2;2.8;1;;;
SMURSAMU_P;2013;520000027;520780032;MREG;2;2;2.8;0;;;
SMURSAMU_P;2013;520000027;520780032;N1220;;;;1;7;1;5.05
SMURSAMU_P;2013;520000027;520780032;N2120;;1;0.5;1;;;
SMURSAMU_P;2013;520000027;520780032;N2223;;;;1;;;
SMURSAMU_P;2013;520000027;520780032;N2620;;;;1;;;
SMURSAMU_P;2013;520000027;520780032;N9999;7;1;7.5;;7;1;5.05
SMURSAMU_P;2013;520000043;520780057;M9999;7;0;0.3;1;;;
SMURSAMU_P;2013;520000043;520780057;N2120;1;0;0.4;1;;;
SMURSAMU_P;2013;520000043;520780057;N2223;11;2;12.25;1;;;
SMURSAMU_P;2013;520000043;520780057;N2500;5;0;5;;;;
SMURSAMU_P;2013;520000068;520780073;M9999;7;1;4.44;1;;;
SMURSAMU_P;2013;520000068;520780073;N2223;2;;2;1;;;
SMURSAMU_P;2013;520000068;520780073;N2500;3;;3;;;;
SMURSAMU_P;2013;520000068;520780073;N9999;5;;5;1;;;
SMURSAMU_P;2013;530000017;530000025;M9999;5;5;7.51;1;;;
SMURSAMU_P;2013;530000173;530000074;M9999;6;3;7.6;1;;;
SMURSAMU_P;2013;530000173;530000074;N1220;1;0;0.08;0;;;
SMURSAMU_P;2013;530000173;530000074;N2223;13;3;5.52;0;;;
SMURSAMU_P;2013;530000173;530000074;N9999;14;3;5.59;;;;
SMURSAMU_P;2013;530000264;530000371;M9999;6;4;4.05;1;6;4;4.05
SMURSAMU_P;2013;530000264;530000371;N1220;;;;;6;3;8.81
SMURSAMU_P;2013;530000264;530000371;N2223;1;18;6.1;0;;;
SMURSAMU_P;2013;530000264;530000371;N2500;;;;;2;;1.87
SMURSAMU_P;2013;530000264;530000371;N9999;3;18;8.82;0;12;4;15.67
SMURSAMU_P;2013;540000015;540023264;N2223;5;;2.08;;;;
SMURSAMU_P;2013;540000023;540000049;M9999;4;1;4.41;1;;;
SMURSAMU_P;2013;540000023;540000049;MREG;4;1;4.41;;;;
SMURSAMU_P;2013;540000023;540000049;N1220;0;0;0;1;;;
SMURSAMU_P;2013;540000023;540000049;N2120;1;0;0.1;1;;;
SMURSAMU_P;2013;540000023;540000049;N2223;0;0;0;1;;;
SMURSAMU_P;2013;540000023;540000049;N2500;8;0;7.14;;;;
SMURSAMU_P;2013;540000023;540000049;N2620;0;0;0;1;;;
SMURSAMU_P;2013;540000023;540000049;N3120;;;;1;;;
SMURSAMU_P;2013;540000023;540000049;N9999;9;0;7.24;;;;
SMURSAMU_P;2013;540000155;540000080;M9999;;10;5.6;1;;;
SMURSAMU_P;2013;540000155;540000080;N1220;1;;0.1;1;;;
SMURSAMU_P;2013;540000155;540000080;N2120;;1;0.1;1;;;
SMURSAMU_P;2013;540000155;540000080;N2223;6;1;6;1;;;
SMURSAMU_P;2013;540000155;540000080;N2500;6;;6;;;;
SMURSAMU_P;2013;540000296;540000106;M9999;5;1;5.2;;;;
SMURSAMU_P;2013;540000296;540000106;N2120;1;;0.02;;;;
SMURSAMU_P;2013;540000296;540000106;N2223;8;;5.62;;;;
SMURSAMU_P;2013;540000296;540000106;N9999;8;;5.64;;;;
SMURSAMU_P;2013;540001070;540000767;M9999;;8;3.96;1;;;
SMURSAMU_P;2013;540001070;540000767;N1220;;1;0.02;;;;
SMURSAMU_P;2013;540001070;540000767;N2120;;2;0.31;;;;
SMURSAMU_P;2013;540001070;540000767;N2223;;19;5.63;;;;
SMURSAMU_P;2013;540001070;540000767;N2500;;13;6.32;;;;
SMURSAMU_P;2013;540001096;570010181;M9999;0;9;1.05;1;;;
SMURSAMU_P;2013;540001096;570010181;N2120;;1;0.16;1;;;
SMURSAMU_P;2013;540001096;570010181;N2223;;17;3.32;1;;;
SMURSAMU_P;2013;540001096;570010181;N2500;;11;1.92;;;;
SMURSAMU_P;2013;540001138;540002078;M1140;;;;1;;;
SMURSAMU_P;2013;540001138;540002078;M9999;36;2;8.68;1;33;2;7.9
SMURSAMU_P;2013;540001138;540002078;MREG;;;;1;33;2;7.9
SMURSAMU_P;2013;540001138;540002078;N1220;1;0;1;;18;5;19.48
SMURSAMU_P;2013;540001138;540002078;N2120;1;0;0.43;;1;0;0.25
SMURSAMU_P;2013;540001138;540002078;N2223;21;1;17.17;;;;
SMURSAMU_P;2013;540001138;540002078;N2500;;;;;1;0;1
SMURSAMU_P;2013;540001138;540002078;N9999;45;1;37.88;;22;5;21.89
SMURSAMU_P;2013;540002698;540002078;M9999;3;0;0.6;0;;;
SMURSAMU_P;2013;550000012;550000020;M9999;11;2;3.8;;14;2;3.8
SMURSAMU_P;2013;550000012;550000020;N1220;1;;0.5;0;1;;0.21
SMURSAMU_P;2013;550000012;550000020;N2120;1;;0.1;0;1;;0.1
SMURSAMU_P;2013;550000012;550000020;N2223;6;;6;0;;;
SMURSAMU_P;2013;550000012;550000020;N2500;;;;;2;;2
SMURSAMU_P;2013;550000012;550000020;N9999;14;;12.68;0;13;;12.09
SMURSAMU_P;2013;550000434;550003354;M9999;2;5;3.31;1;;;
SMURSAMU_P;2013;550000434;550003354;N1220;;2;0.3;1;;;
SMURSAMU_P;2013;550000434;550003354;N2120;;1;0.3;1;;;
SMURSAMU_P;2013;550000434;550003354;N2223;;23;6.15;1;;;
SMURSAMU_P;2013;550000434;550003354;N2500;;1;0.67;;;;
SMURSAMU_P;2013;560000127;560023210;M9999;0;3;2.77;;4;4;6.93
SMURSAMU_P;2013;560000127;560023210;N1220;0;0;0;;20;5;22.31
SMURSAMU_P;2013;560000127;560023210;N2120;0;0;0;;1;0;1
SMURSAMU_P;2013;560000127;560023210;N2223;0;0;0.07;;0;0;0.38
SMURSAMU_P;2013;560000127;560023210;N2500;2;0;1.81;;0;0;0
SMURSAMU_P;2013;560000127;560023210;N9999;18;0;13.57;;21;5;23.69
SMURSAMU_P;2013;560000135;560005746;M9999;13;5;5;1;;;
SMURSAMU_P;2013;560000135;560005746;N2223;6;;2;1;;;
SMURSAMU_P;2013;560000135;560005746;N2500;6;;2;;;;
SMURSAMU_P;2013;560000135;560005746;N9999;12;;4;1;;;
SMURSAMU_P;2013;560000143;560014748;M9999;9;5;5;1;;;
SMURSAMU_P;2013;560000143;560014748;N1220;4;3;0.5;1;;;
SMURSAMU_P;2013;560000143;560014748;N2120;1;1;0.25;1;;;
SMURSAMU_P;2013;560000143;560014748;N2223;36;7;8.5;1;;;
SMURSAMU_P;2013;560000143;560014748;N2500;12;0;8.5;;;;
SMURSAMU_P;2013;560000192;560000044;M9999;6;3;8.58;1;;;
SMURSAMU_P;2013;560000192;560000044;N1220;3;1;2.8;1;;;
SMURSAMU_P;2013;560000192;560000044;N2120;1;;1;1;;;
SMURSAMU_P;2013;560000192;560000044;N2223;14;9;19.68;1;;;
SMURSAMU_P;2013;560000192;560000044;N2500;11;3;13.55;;;;
SMURSAMU_P;2013;560000192;560000044;N9999;26;12;33.79;1;;;
SMURSAMU_P;2013;560000200;560023210;M9999;5;0;3.52;1;;;
SMURSAMU_P;2013;560000200;560023210;N2223;51;5;14.15;;0;0;0
SMURSAMU_P;2013;560000200;560023210;N2500;0;0;0.1;;0;0;0
SMURSAMU_P;2013;560000200;560023210;N9999;67;5;18.26;;0;0;0
SMURSAMU_P;2013;570000059;570025254;M9999;;14;4.07;1;;;
SMURSAMU_P;2013;570000117;570015099;M9999;;9;0.57;1;;;
SMURSAMU_P;2013;570000117;570015099;N1220;;4;0.1;1;;;
SMURSAMU_P;2013;570000117;570015099;N2120;;1;0.2;1;;;
SMURSAMU_P;2013;570000117;570015099;N2223;;20;0.55;1;;;
SMURSAMU_P;2013;570000117;570015099;N2500;;6;0.55;;;;
SMURSAMU_P;2013;570000349;570005165;M9999;;;;1;;;
SMURSAMU_P;2013;570000349;570005165;N2120;1;;1;0;;;
SMURSAMU_P;2013;570000349;570005165;N2223;11;;11.71;0;;;
SMURSAMU_P;2013;570000349;570005165;N9999;12;;12.71;0;;;
SMURSAMU_P;2013;570000661;570000158;N2223;7;;6.8;1;;;
SMURSAMU_P;2013;570000661;570000158;N9999;13;;12.8;1;;;
SMURSAMU_P;2013;570000901;570000158;M9999;11;1;2;1;;;
SMURSAMU_P;2013;570000901;570000158;N2223;12;;8.9;1;;;
SMURSAMU_P;2013;570000901;570000158;N2500;7;;7;;;;
SMURSAMU_P;2013;570000901;570000158;N9999;19;;15.9;1;;;
SMURSAMU_P;2013;570026682;570005165;M9999;;;;1;;;
SMURSAMU_P;2013;570026682;570005165;N1220;;;;;30;2;32.71
SMURSAMU_P;2013;570026682;570005165;N2223;12;;12;1;;;
SMURSAMU_P;2013;570026682;570005165;N2500;;;;;1;;0.31
SMURSAMU_P;2013;570026682;570005165;N9999;12;;12;;31;2;33.48
SMURSAMU_P;2013;580972669;580780070;M9999;;;;1;;;
SMURSAMU_P;2013;580972669;580780070;N1220;;;;1;;;
SMURSAMU_P;2013;580972669;580780070;N2120;;;;1;;;
SMURSAMU_P;2013;580972669;580780070;N2223;;;;1;;;
SMURSAMU_P;2013;580972677;580780088;M9999;3;1;0.33;1;;;
SMURSAMU_P;2013;580972685;580780096;M9999;6;3;4.09;1;;;
SMURSAMU_P;2013;580972685;580780096;N1220;2;;1.1;;;;
SMURSAMU_P;2013;580972685;580780096;N2120;1;;0.15;1;;;
SMURSAMU_P;2013;580972685;580780096;N2223;11;2;11.45;1;;;
SMURSAMU_P;2013;580972685;580780096;N2500;2;;1.83;;;;
SMURSAMU_P;2013;580972685;580780096;N2620;1;;0.5;;;;
SMURSAMU_P;2013;580972693;580780039;M9999;12;2;9.4;1;12;2;4.7
SMURSAMU_P;2013;580972693;580780039;MREG;;;;1;12;2;4.7
SMURSAMU_P;2013;580972693;580780039;N1220;;;;1;9;0;9
SMURSAMU_P;2013;580972693;580780039;N2120;;;0.03;1;;;
SMURSAMU_P;2013;580972693;580780039;N2223;3;1;5.14;1;;;
SMURSAMU_P;2013;580972693;580780039;N9999;14;1;16.19;1;9;0;9
SMURSAMU_P;2013;590000337;590781415;M9999;8;2;9;1;;;
SMURSAMU_P;2013;590000337;590781415;N1220;1;;0.25;1;;;
SMURSAMU_P;2013;590000337;590781415;N2120;1;;0.75;1;;;
SMURSAMU_P;2013;590000337;590781415;N2223;24;;12;1;;;
SMURSAMU_P;2013;590000337;590781415;N2500;9;;7;;;;
SMURSAMU_P;2013;590000337;590781415;N9999;40;;25.75;1;;;
SMURSAMU_P;2013;590000428;590781605;M9999;6;;5;1;;;
SMURSAMU_P;2013;590000428;590781605;N2223;9;;5;0;;;
SMURSAMU_P;2013;590000428;590781605;N2500;6;;6;;;;
SMURSAMU_P;2013;590000428;590781605;N9999;15;;11;0;;;
SMURSAMU_P;2013;590000469;590781662;M9999;6;5;9;1;;;
SMURSAMU_P;2013;590000469;590781662;N2120;1;;0.25;;;;
SMURSAMU_P;2013;590000469;590781662;N2223;6;1;6.5;1;;;
SMURSAMU_P;2013;590000469;590781662;N2500;3;;3;;;;
SMURSAMU_P;2013;590000469;590781662;N9999;15;2;14.25;1;;;
SMURSAMU_P;2013;590000535;590781803;M9999;6;;5.2;1;;;
SMURSAMU_P;2013;590000535;590781803;N2120;2;;1.45;;;;
SMURSAMU_P;2013;590000535;590781803;N2223;12;;10.52;;;;
SMURSAMU_P;2013;590000535;590781803;N2500;1;;1.5;;;;
SMURSAMU_P;2013;590000535;590781803;N9999;27;;25.36;;;;
SMURSAMU_P;2013;590000618;590782215;M9999;25;1;8.82;1;;;
SMURSAMU_P;2013;590000618;590782215;N2223;9;2;10.98;1;;;
SMURSAMU_P;2013;590000618;590782215;N2500;11;0;11;;;;
SMURSAMU_P;2013;590000618;590782215;N9999;20;2;21.98;1;;;
SMURSAMU_P;2013;590000758;590782637;M9999;5;;5;1;;;
SMURSAMU_P;2013;590000758;590782637;N1220;1;;1;;;;
SMURSAMU_P;2013;590000758;590782637;N2223;4;;4;;;;
SMURSAMU_P;2013;590000758;590782637;N9999;5;;5;0;;;
SMURSAMU_P;2013;590001004;590783239;M9999;;;7;1;;;
SMURSAMU_P;2013;590796975;590780193;M1140;5;;3.17;0;;;
SMURSAMU_P;2013;590796975;590780193;M9999;12;2;16.96;1;26;;13.01
SMURSAMU_P;2013;590796975;590780193;N1220;1;;1;0;58;18;70.27
SMURSAMU_P;2013;590796975;590780193;N2120;2;;1.5;0;1;2;2.41
SMURSAMU_P;2013;590796975;590780193;N2223;19;8;24.41;0;1;;1
SMURSAMU_P;2013;590796975;590780193;N2500;2;1;2.75;;1;1;1.5
SMURSAMU_P;2013;590796975;590780193;N9999;53;10;58.46;0;61;23;76.18
SMURSAMU_P;2013;590801106;590782421;M9999;4;;4;1;;;
SMURSAMU_P;2013;590801106;590782421;N2223;1;7;6.24;1;;;
SMURSAMU_P;2013;590801106;590782421;N2500;2;1;2.5;;;;
SMURSAMU_P;2013;590804696;590781902;M9999;16;1;4.8;1;;;
SMURSAMU_P;2013;590804696;590781902;N2120;3;;0.58;1;;;
SMURSAMU_P;2013;590804696;590781902;N2223;4;2;5.3;1;;;
SMURSAMU_P;2013;590804696;590781902;N9999;13;2;12;1;;;
SMURSAMU_P;2013;600000053;600101984;M9999;3;3;4.7;0;0;0;0
SMURSAMU_P;2013;600000053;600101984;N2120;1;0;0.1;0;0;0;0
SMURSAMU_P;2013;600000053;600101984;N2223;5;1;5.8;1;0;0;0
SMURSAMU_P;2013;600000053;600101984;N2500;2;0;2;;0;0;0
SMURSAMU_P;2013;600000053;600101984;N9999;13;1;12.1;;0;0;0
SMURSAMU_P;2013;600000186;600100648;M9999;4;10;8.7;1;;;
SMURSAMU_P;2013;600000186;600100648;N1220;1;;1;1;;;
SMURSAMU_P;2013;600000186;600100648;N2120;1;0;1;1;;;
SMURSAMU_P;2013;600000186;600100648;N2223;15;3;16.24;1;;;
