BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;MOD;COMSMUR
URGENCES_P;2013;570026682;570005165;N9999;85;16;94.71;;
URGENCES_P;2013;570026682;570005165;NINF;53;12;59.46;3;1
URGENCES_P;2013;580972669;580780070;M9999;4;6;6;3;1
URGENCES_P;2013;580972669;580780070;N1220;;1;0.8;3;1
URGENCES_P;2013;580972669;580780070;N2120;1;;1;3;1
URGENCES_P;2013;580972669;580780070;N2500;6;;6;;
URGENCES_P;2013;580972669;580780070;NINF;9;1;9.5;3;1
URGENCES_P;2013;580972677;580780088;M9999;3;1;0.3;;1
URGENCES_P;2013;580972677;580780088;N1220;;;;;1
URGENCES_P;2013;580972677;580780088;N2120;;;;;1
URGENCES_P;2013;580972677;580780088;NINF;;;;;1
URGENCES_P;2013;580972685;580780096;M9999;6;3;4.08;1;1
URGENCES_P;2013;580972685;580780096;N1220;2;;1.1;2;1
URGENCES_P;2013;580972685;580780096;N2120;1;;0.35;2;1
URGENCES_P;2013;580972685;580780096;N2500;2;;1.83;;
URGENCES_P;2013;580972685;580780096;N2620;1;;0.5;2;1
URGENCES_P;2013;580972685;580780096;N3120;1;;0.05;;
URGENCES_P;2013;580972685;580780096;NINF;11;2;11.45;2;
URGENCES_P;2013;580972693;580780039;M1140;8;1;1.9;;
URGENCES_P;2013;580972693;580780039;M9999;19;2;15.37;3;1
URGENCES_P;2013;580972693;580780039;N1220;6;1;7.24;2;1
URGENCES_P;2013;580972693;580780039;N2120;2;0;2.25;2;1
URGENCES_P;2013;580972693;580780039;N2500;20;1;19.71;;
URGENCES_P;2013;580972693;580780039;N9999;57;4;58.64;;
URGENCES_P;2013;580972693;580780039;NINF;33;1;34.74;1;1
URGENCES_P;2013;590000121;590780227;M1140;1;;1;;
URGENCES_P;2013;590000121;590780227;M9999;6;2;6.58;;
URGENCES_P;2013;590000121;590780227;N1220;2;1;2.86;;
URGENCES_P;2013;590000121;590780227;N2120;1;1;1.53;;
URGENCES_P;2013;590000121;590780227;N2500;9;1;10.35;;
URGENCES_P;2013;590000121;590780227;NINF;23;2;22.97;;
URGENCES_P;2013;590000337;590781415;M1140;1;;1;3;1
URGENCES_P;2013;590000337;590781415;M9999;17;4;18.3;3;1
URGENCES_P;2013;590000337;590781415;N1220;;4;2.75;3;1
URGENCES_P;2013;590000337;590781415;N2120;2;1;2.55;3;1
URGENCES_P;2013;590000337;590781415;N2500;;39;27.4;;
URGENCES_P;2013;590000337;590781415;N9999;8;112;104.2;;
URGENCES_P;2013;590000337;590781415;NINF;;72;43.1;3;1
URGENCES_P;2013;590000428;590781605;M9999;2;;2;3;1
URGENCES_P;2013;590000428;590781605;N1220;2;;2;;0
URGENCES_P;2013;590000428;590781605;N2120;1;;1.07;;0
URGENCES_P;2013;590000428;590781605;N2500;11;3;12.5;;
URGENCES_P;2013;590000428;590781605;N9999;35;5;36.04;;
URGENCES_P;2013;590000428;590781605;NINF;21;2;20.47;;0
URGENCES_P;2013;590000436;590781621;M9999;6;3;6.48;;
URGENCES_P;2013;590000436;590781621;N1220;1;0;0.45;;
URGENCES_P;2013;590000436;590781621;N2500;7;1;8.02;;
URGENCES_P;2013;590000436;590781621;NINF;8;2;10.37;;
URGENCES_P;2013;590000469;590781662;N1220;1;0;0.99;;
URGENCES_P;2013;590000469;590781662;N2120;1;0;0.59;;
URGENCES_P;2013;590000469;590781662;N2500;9;0;6.27;;
URGENCES_P;2013;590000469;590781662;N9999;34;2;50.33;;
URGENCES_P;2013;590000469;590781662;NINF;16;2;28.56;;
URGENCES_P;2013;590000535;590781803;M1140;8;;1.07;;
URGENCES_P;2013;590000535;590781803;M9999;18;;10.05;3;1
URGENCES_P;2013;590000535;590781803;N1220;1;;1.5;;
URGENCES_P;2013;590000535;590781803;N2500;19;3;18.74;;
URGENCES_P;2013;590000535;590781803;NINF;26;1;29.63;;
URGENCES_P;2013;590000592;590782165;M9999;6;6;9.1;;0
URGENCES_P;2013;590000592;590782165;N1220;3;0;3;;
URGENCES_P;2013;590000592;590782165;N2120;1;0;1;;
URGENCES_P;2013;590000592;590782165;N2500;9;4;12.2;;
URGENCES_P;2013;590000592;590782165;NINF;21;6;25.2;;
URGENCES_P;2013;590000618;590782215;M1140;2;3;2.48;;0
URGENCES_P;2013;590000618;590782215;M9999;27;4;16.8;1;1
URGENCES_P;2013;590000618;590782215;N1220;16;1;14.79;;
URGENCES_P;2013;590000618;590782215;N2120;2;0;1.83;;
URGENCES_P;2013;590000618;590782215;N2500;25;15;31.93;;
URGENCES_P;2013;590000618;590782215;N3120;0;1;0.8;;
URGENCES_P;2013;590000618;590782215;N9999;104;27;114.06;;
URGENCES_P;2013;590000618;590782215;NINF;61;8;62.12;;
URGENCES_P;2013;590000758;590782637;M9999;5;1;4.58;2;1
URGENCES_P;2013;590000758;590782637;N1220;1;1;1.8;;
URGENCES_P;2013;590000758;590782637;N2120;2;;2;;
URGENCES_P;2013;590000758;590782637;N2500;12;3;14.4;;
URGENCES_P;2013;590000758;590782637;N2620;2;;2;;
URGENCES_P;2013;590000758;590782637;N9999;38;6;44;;
URGENCES_P;2013;590000758;590782637;NINF;21;2;22.6;;
URGENCES_P;2013;590000774;590782652;M9999;6;;5.1;;
URGENCES_P;2013;590000774;590782652;N1220;1;;0.98;;
URGENCES_P;2013;590000774;590782652;N2120;1;;0.5;;
URGENCES_P;2013;590000774;590782652;N2500;7;;7.67;;
URGENCES_P;2013;590000774;590782652;NINF;8;;8.87;;
URGENCES_P;2013;590001004;590783239;M1140;1;;1;;0
URGENCES_P;2013;590001004;590783239;M9999;15;2;15.9;1;1
URGENCES_P;2013;590001749;590788956;M9999;2;4;5;;
URGENCES_P;2013;590001749;590788956;N1220;;3;1.89;;
URGENCES_P;2013;590001749;590788956;N2120;1;;0.18;;
URGENCES_P;2013;590001749;590788956;N2500;4;4;6.01;;
URGENCES_P;2013;590001749;590788956;N3120;1;;0.05;;
URGENCES_P;2013;590001749;590788956;N9999;14;7;17.13;;
URGENCES_P;2013;590001749;590788956;NINF;9;;9;;
URGENCES_P;2013;590008041;590008033;N1220;2;1;2.47;;
URGENCES_P;2013;590008041;590008033;N2120;1;;1;;
URGENCES_P;2013;590008041;590008033;N2500;2;1;2.83;;
URGENCES_P;2013;590008041;590008033;NINF;15;3;17.09;;
URGENCES_P;2013;590780284;590051801;M9999;7;;7.54;;
URGENCES_P;2013;590780284;590051801;N2120;1;;0.94;;
URGENCES_P;2013;590780284;590051801;N2500;8;;8.25;;
URGENCES_P;2013;590780284;590051801;NINF;11;3;12.19;;
URGENCES_P;2013;590796975;590780193;M1140;2;;2.95;;
URGENCES_P;2013;590796975;590780193;M9999;23;;22.36;;
URGENCES_P;2013;590796975;590780193;N1220;;3;2.44;;
URGENCES_P;2013;590796975;590780193;N2120;3;2;5.16;;
URGENCES_P;2013;590796975;590780193;N2500;38;35;64;;
URGENCES_P;2013;590796975;590780193;N9999;95;73;155.14;;
URGENCES_P;2013;590796975;590780193;NINF;51;25;73.92;;
URGENCES_P;2013;590797353;590051801;M1140;4;;4;;
URGENCES_P;2013;590797353;590051801;M9999;12;1;12.28;;
URGENCES_P;2013;590797353;590051801;N2120;2;;2;;
URGENCES_P;2013;590797353;590051801;N2500;9;12;12.45;;
URGENCES_P;2013;590797353;590051801;NINF;30;8;35.93;;
URGENCES_P;2013;590801106;590782421;M1140;5;2;2.31;;
URGENCES_P;2013;590801106;590782421;M3020;1;19;0.28;;
URGENCES_P;2013;590801106;590782421;M9999;26;31;22.12;;
URGENCES_P;2013;590801106;590782421;N1220;7;1;7;;0
URGENCES_P;2013;590801106;590782421;N2120;2;4;4.12;;0
URGENCES_P;2013;590801106;590782421;N2500;32;7;37.78;;
URGENCES_P;2013;590801106;590782421;NINF;46;17;45.75;1;1
URGENCES_P;2013;590804696;590781902;M9999;16;1;11.8;1;1
URGENCES_P;2013;590804696;590781902;N1220;1;;1;;0
URGENCES_P;2013;590804696;590781902;N2120;3;;1.46;2;1
URGENCES_P;2013;590804696;590781902;N2500;30;2;29.29;;
URGENCES_P;2013;590804696;590781902;N3120;1;;1;;
URGENCES_P;2013;590804696;590781902;NINF;33;11;38.2;;0
URGENCES_P;2013;590816310;590000048;M9999;2;2;4;;
URGENCES_P;2013;590816310;590000048;N1220;2;0;2;;
URGENCES_P;2013;590816310;590000048;N2120;;1;0.5;;
URGENCES_P;2013;590816310;590000048;N2500;2;1;2.5;;
URGENCES_P;2013;590816310;590000048;N9999;10;3;12;;
URGENCES_P;2013;590816310;590000048;NINF;6;2;7;;
URGENCES_P;2013;600000053;600101984;M1140;4;1;0.84;;0
URGENCES_P;2013;600000053;600101984;M9999;12;4;14.22;;0
URGENCES_P;2013;600000053;600101984;N1220;2;0;1.2;;0
URGENCES_P;2013;600000053;600101984;N2120;1;0;0.4;1;0
URGENCES_P;2013;600000053;600101984;N2500;11;4;13.56;;
URGENCES_P;2013;600000053;600101984;N2620;5;0;5;;0
URGENCES_P;2013;600000053;600101984;N9999;37;10;42.17;;
URGENCES_P;2013;600000053;600101984;NINF;16;5;20.57;;1
URGENCES_P;2013;600000186;600100648;M9999;4;10;8.7;1;1
URGENCES_P;2013;600000186;600100648;N1220;1;;1;;0
URGENCES_P;2013;600000186;600100648;N2120;1;;1;3;1
URGENCES_P;2013;600000186;600100648;N2500;5;1;5.12;;
URGENCES_P;2013;600000186;600100648;N9999;22;4;23.36;;
URGENCES_P;2013;600000186;600100648;NINF;15;3;16.24;1;1
URGENCES_P;2013;600000194;600100713;M1140;7;2;7.7;;0
URGENCES_P;2013;600000194;600100713;M9999;7;2;7.7;;0
URGENCES_P;2013;600000194;600100713;N1220;11;4;13.23;;0
URGENCES_P;2013;600000194;600100713;N2120;2;;2;;0
URGENCES_P;2013;600000194;600100713;N2500;12;3;14.66;;
URGENCES_P;2013;600000194;600100713;N2620;3;;2.5;;0
URGENCES_P;2013;600000194;600100713;N9999;68;22;81.81;;
URGENCES_P;2013;600000194;600100713;NINF;40;15;49.42;;0
URGENCES_P;2013;600000285;600100721;M9999;0;0;3.04;;
URGENCES_P;2013;600000285;600100721;N3120;0;1;0.24;;
URGENCES_P;2013;600000285;600100721;N9999;0;2;0.64;;
URGENCES_P;2013;600000467;600101984;M1140;11;3;2.39;;0
URGENCES_P;2013;600000467;600101984;M9999;19;4;20.53;;0
URGENCES_P;2013;600000467;600101984;N1220;1;3;3.04;;0
URGENCES_P;2013;600000467;600101984;N2120;1;0;1.5;;0
URGENCES_P;2013;600000467;600101984;N2500;26;4;28.89;;
URGENCES_P;2013;600000467;600101984;N2620;13;0;13;;0
URGENCES_P;2013;600000467;600101984;N9999;69;19;84.78;;
URGENCES_P;2013;600000467;600101984;NINF;28;11;37.63;1;1
URGENCES_P;2013;600100754;600000228;M9999;5;0;5;;0
URGENCES_P;2013;600100754;600000228;N1220;3;0;3;;
URGENCES_P;2013;600100754;600000228;N2120;1;;0.92;;
URGENCES_P;2013;600100754;600000228;N2500;6;;5.95;;
URGENCES_P;2013;600100754;600000228;N9999;16;1;16.45;;
URGENCES_P;2013;600100754;600000228;NINF;9;1;9.58;;
URGENCES_P;2013;600113476;600100721;M1140;1;1;1.08;1;1
URGENCES_P;2013;600113476;600100721;M9999;2;1;13.43;1;1
URGENCES_P;2013;600113476;600100721;N1220;1;0;2;;0
URGENCES_P;2013;600113476;600100721;N2120;0;0;0.87;;0
URGENCES_P;2013;600113476;600100721;N2500;0;0;23.34;;
URGENCES_P;2013;600113476;600100721;N2620;0;0;8.18;;0
URGENCES_P;2013;600113476;600100721;N9999;1;0;0.19;;
URGENCES_P;2013;600113476;600100721;NINF;0;0;36.52;;0
URGENCES_P;2013;610000044;610780074;M9999;3;5;4.25;;
URGENCES_P;2013;610000044;610780074;N1220;1;1;1.97;;
URGENCES_P;2013;610000044;610780074;N2120;1;0;0.44;;
URGENCES_P;2013;610000044;610780074;N2500;7;0;6.99;;
URGENCES_P;2013;610000044;610780074;N2620;0;8;4;;1
URGENCES_P;2013;610000044;610780074;N9999;23;2;16.54;;
URGENCES_P;2013;610000044;610780074;NINF;14;1;7.13;2;1
URGENCES_P;2013;610000051;610780082;M9999;18;6;21.6;1;1
URGENCES_P;2013;610000051;610780082;N1220;3;;3.14;;0
URGENCES_P;2013;610000051;610780082;N2120;1;;0.9;;0
URGENCES_P;2013;610000051;610780082;N2500;18;2;23.02;;
URGENCES_P;2013;610000051;610780082;N9999;57;5;63.18;;
URGENCES_P;2013;610000051;610780082;NINF;33;2;33.03;;0
URGENCES_P;2013;610000069;610780090;M9999;1;8;4.96;1;1
URGENCES_P;2013;610000069;610780090;N1220;1;2;2.3;;
URGENCES_P;2013;610000069;610780090;N2120;1;;1;2;1
URGENCES_P;2013;610000069;610780090;N2500;7;1;7.8;;
URGENCES_P;2013;610000069;610780090;N9999;34;9;39.39;;
URGENCES_P;2013;610000069;610780090;NINF;18;6;21.29;2;1
URGENCES_P;2013;610000077;610780124;M9999;3;;3;3;1
URGENCES_P;2013;610000077;610780124;N1220;2;;0.85;3;1
URGENCES_P;2013;610000077;610780124;N2120;1;;1;3;1
URGENCES_P;2013;610000077;610780124;N2500;7;2;6.85;;
URGENCES_P;2013;610000077;610780124;N9999;25;3;23.13;;
URGENCES_P;2013;610000077;610780124;NINF;12;1;11.06;3;1
URGENCES_P;2013;610000119;610780165;M9999;9;2;5.88;3;1
URGENCES_P;2013;610000119;610780165;N1220;3;1;3.95;3;1
URGENCES_P;2013;610000119;610780165;N2120;1;0;1;3;1
URGENCES_P;2013;610000119;610780165;N2500;13;1;13.37;;
URGENCES_P;2013;610000119;610780165;N3120;2;0;1;;
URGENCES_P;2013;610000119;610780165;N9999;45;4;44.98;;
URGENCES_P;2013;610000119;610780165;NINF;24;2;23.52;3;1
URGENCES_P;2013;610780116;610790594;M9999;4;3;6.08;3;1
URGENCES_P;2013;610780116;610790594;N2120;1;;1;;0
URGENCES_P;2013;610780116;610790594;N2500;13;;10.29;;
URGENCES_P;2013;610780116;610790594;N9999;26;2;20.39;;
URGENCES_P;2013;610780116;610790594;NINF;11;2;8.91;;1
URGENCES_P;2013;620000034;620100057;M1140;1;;1;;0
URGENCES_P;2013;620000034;620100057;M9999;26;4;6.68;1;1
URGENCES_P;2013;620000034;620100057;N1220;3;1;3.57;;0
URGENCES_P;2013;620000034;620100057;N2120;1;1;1.25;;0
URGENCES_P;2013;620000034;620100057;N2500;21;4;23.6;;
URGENCES_P;2013;620000034;620100057;N3120;;1;0.17;;
URGENCES_P;2013;620000034;620100057;NINF;26;11;33.4;1;1
URGENCES_P;2013;620000224;620100651;M9999;;8;6.8;3;1
URGENCES_P;2013;620000224;620100651;N1220;1;1;1.5;2;1
URGENCES_P;2013;620000224;620100651;N2120;3;;3;2;1
URGENCES_P;2013;620000224;620100651;N2500;14;4;15.5;;
URGENCES_P;2013;620000224;620100651;N2620;13;;13;;0
URGENCES_P;2013;620000224;620100651;N3120;1;;1;;
URGENCES_P;2013;620000224;620100651;NINF;32;11;28.7;;0
URGENCES_P;2013;620000257;620100685;M9999;10;2;11.05;1;1
URGENCES_P;2013;620000257;620100685;N1220;3;;3;2;1
URGENCES_P;2013;620000257;620100685;N2120;3;0;3.53;2;1
URGENCES_P;2013;620000257;620100685;N2500;43;;43.03;;
URGENCES_P;2013;620000257;620100685;N2620;0;2;1.5;2;1
URGENCES_P;2013;620000257;620100685;N3120;3;0;2.5;;
URGENCES_P;2013;620000257;620100685;N9999;115;12;121.81;;
URGENCES_P;2013;620000257;620100685;NINF;48;8;53.44;;0
URGENCES_P;2013;620000323;620101337;M1140;1;;1;;
URGENCES_P;2013;620000323;620101337;M3020;2;;0.2;;
URGENCES_P;2013;620000323;620101337;M9999;10;6;13.62;;1
URGENCES_P;2013;620000323;620101337;N1220;2;0;2;3;1
URGENCES_P;2013;620000323;620101337;N2120;1;0;1;3;1
URGENCES_P;2013;620000323;620101337;N2500;21;0;20.17;;
URGENCES_P;2013;620000323;620101337;NINF;22;5;26.62;3;1
URGENCES_P;2013;620000349;620101360;M9999;8;10;13.25;;1
URGENCES_P;2013;620000349;620101360;N1220;2;1;2.86;1;1
URGENCES_P;2013;620000349;620101360;N2120;3;;3;2;1
URGENCES_P;2013;620000349;620101360;N2500;13;2;14.67;;
URGENCES_P;2013;620000349;620101360;N2620;2;;2;1;1
URGENCES_P;2013;620000349;620101360;N9999;38;9;46.32;;
URGENCES_P;2013;620000349;620101360;NINF;18;6;23.79;1;1
URGENCES_P;2013;620000653;620103440;M1140;5;5;3.56;;0
URGENCES_P;2013;620000653;620103440;M9999;17;9;17.06;1;1
URGENCES_P;2013;620000653;620103440;N1220;1;;1;;
URGENCES_P;2013;620000653;620103440;N2120;3;0;2.24;;
URGENCES_P;2013;620000653;620103440;N2500;18;1;17.08;;
URGENCES_P;2013;620000653;620103440;NINF;34;11;34.49;;
URGENCES_P;2013;620003202;620103432;M9999;4;2;4.67;;
URGENCES_P;2013;620003202;620103432;N1220;5;2;6.44;;
URGENCES_P;2013;620003202;620103432;N2120;;1;0.25;;
URGENCES_P;2013;620003202;620103432;N2500;13;4;14.33;;
URGENCES_P;2013;620003202;620103432;N2620;1;0;1;;
URGENCES_P;2013;620003202;620103432;N3120;;1;0.1;;
URGENCES_P;2013;620003202;620103432;N9999;39;12;44.79;;
URGENCES_P;2013;620003202;620103432;NINF;20;4;22.67;;
URGENCES_P;2013;620003350;620001834;M9999;8;17;12.9;;
URGENCES_P;2013;620003350;620001834;N1220;2;;2;;
URGENCES_P;2013;620003350;620001834;N2120;1;;1;;
URGENCES_P;2013;620003350;620001834;N2500;16;2;17.55;;
URGENCES_P;2013;620003350;620001834;N2620;3;2;4;;
URGENCES_P;2013;620003350;620001834;N9999;26;5;27;;
URGENCES_P;2013;620003350;620001834;NINF;20;3;20;;
URGENCES_P;2013;620003376;620001834;M9999;70;10;70;;
URGENCES_P;2013;620025346;620001834;M9999;;23;11.41;;0
URGENCES_P;2013;620025346;620001834;N1220;3;1;3.8;;0
URGENCES_P;2013;620025346;620001834;N2120;;1;0.75;;0
URGENCES_P;2013;620025346;620001834;N2500;11;4;13.6;;
URGENCES_P;2013;620025346;620001834;N2620;2;3;3.3;;0
URGENCES_P;2013;620025346;620001834;N9999;37;17;48.75;;
URGENCES_P;2013;620025346;620001834;NINF;20;6;24.5;;0
URGENCES_P;2013;620100735;620000265;N1220;2;;2;;
URGENCES_P;2013;620100735;620000265;N2500;5;;2.92;;
URGENCES_P;2013;620100735;620000265;NINF;8;;6.86;;
URGENCES_P;2013;620106088;620000976;N2500;1;;1;;
URGENCES_P;2013;620106088;620000976;NINF;5;;5;;
URGENCES_P;2013;630000404;630780989;M3020;1;1;1;;
URGENCES_P;2013;630000404;630780989;M9999;24;5;22.31;;0
URGENCES_P;2013;630000404;630780989;N1220;3;3;4.56;;0
URGENCES_P;2013;630000404;630780989;N2120;3;3;2.26;;0
URGENCES_P;2013;630000404;630780989;N2500;29;7;32.16;;
URGENCES_P;2013;630000404;630780989;N9999;83;21;92.58;;
URGENCES_P;2013;630000404;630780989;NINF;48;8;53.6;;0
URGENCES_P;2013;630000412;630780997;M9999;;5;1.45;;1
URGENCES_P;2013;630000412;630780997;NINF;4;8;9.5;;0
URGENCES_P;2013;630000420;630781003;M9999;7;;7;1;1
URGENCES_P;2013;630000420;630781003;N1220;1;;1;;
URGENCES_P;2013;630000420;630781003;N2120;1;;1;;
URGENCES_P;2013;630000420;630781003;N2620;6;;6;;1
URGENCES_P;2013;630000420;630781003;NINF;10;;10;;
URGENCES_P;2013;630000438;630781011;M9999;3;1;3.5;;
URGENCES_P;2013;630000438;630781011;N1220;3;1;3.8;;
URGENCES_P;2013;630000438;630781011;N2120;1;;1;;
URGENCES_P;2013;630000438;630781011;N2500;5;3;7.5;;
URGENCES_P;2013;630000438;630781011;N9999;18;8;25.1;;
URGENCES_P;2013;630000438;630781011;NINF;8;3;10;;
URGENCES_P;2013;630000446;630781029;M9999;7;2;4.3;2;1
URGENCES_P;2013;630000446;630781029;N1220;2;0;2;2;1
URGENCES_P;2013;630000446;630781029;N2120;0;1;0.5;;0
URGENCES_P;2013;630000446;630781029;N2500;3;2;4.6;;
URGENCES_P;2013;630000446;630781029;NINF;2;7;5.3;;0
URGENCES_P;2013;630780211;630000107;M9999;6;;6;;
URGENCES_P;2013;630780211;630000107;N1220;;6;2.31;;
URGENCES_P;2013;630780211;630000107;N2120;;1;0.5;;
URGENCES_P;2013;630780211;630000107;NINF;10;1;10.63;;
URGENCES_P;2013;630781268;630780989;M1140;6;;4.93;;0
URGENCES_P;2013;630781268;630780989;M9999;7;;5.88;;0
URGENCES_P;2013;630781268;630780989;N1220;0;2;1;;0
URGENCES_P;2013;630781268;630780989;N2120;1;;1;;0
URGENCES_P;2013;630781268;630780989;N2500;10;2;11.37;;
URGENCES_P;2013;630781268;630780989;N9999;29;8;31.82;;
URGENCES_P;2013;630781268;630780989;NINF;18;4;18.45;;0
URGENCES_P;2013;640000162;640780417;M1140;;1;1.62;;
URGENCES_P;2013;640000162;640780417;M9999;15;3;20.82;;
URGENCES_P;2013;640000162;640780417;N1220;2;3;2.73;;
URGENCES_P;2013;640000162;640780417;N2120;3;1;3.01;;
URGENCES_P;2013;640000162;640780417;N2500;17;2;18.43;;
URGENCES_P;2013;640000162;640780417;N9999;95;17;103.61;;
URGENCES_P;2013;640000162;640780417;NINF;44;9;50.72;;
URGENCES_P;2013;640000402;640780813;M9999;5;1;5.1;2;1
URGENCES_P;2013;640000402;640780813;N2120;1;;0.5;;1
URGENCES_P;2013;640000402;640780813;N2500;4;1;4.8;;
URGENCES_P;2013;640000402;640780813;NINF;5;6;9.5;;1
URGENCES_P;2013;640000410;640780821;M9999;3;3;4.5;2;1
URGENCES_P;2013;640000410;640780821;N1220;1;;1;2;1
URGENCES_P;2013;640000410;640780821;N2120;1;;0.5;2;1
URGENCES_P;2013;640000410;640780821;N2500;4;2;5.6;;
URGENCES_P;2013;640000410;640780821;N9999;16;3;17.9;;
URGENCES_P;2013;640000410;640780821;NINF;10;1;10.8;2;1
URGENCES_P;2013;640000600;640781290;M9999;21;6;16.1;3;1
URGENCES_P;2013;640000600;640781290;N1220;3;2;4.47;1;1
URGENCES_P;2013;640000600;640781290;N2120;1;0;1.3;1;1
URGENCES_P;2013;640000600;640781290;N2500;18;5;21.95;;
URGENCES_P;2013;640000600;640781290;N3120;;1;0.85;;
URGENCES_P;2013;640000600;640781290;NINF;42;18;52.44;3;1
URGENCES_P;2013;640017646;640017638;M9999;3;4;3.38;;
URGENCES_P;2013;640017646;640017638;N2120;1;0;0.13;;
URGENCES_P;2013;640017646;640017638;N2500;2;0;0.99;;
URGENCES_P;2013;640017646;640017638;N9999;8;1;5.54;;
URGENCES_P;2013;640017646;640017638;NINF;5;1;4.42;;
URGENCES_P;2013;640780433;640012209;M9999;4;2;5.39;;0
URGENCES_P;2013;640780433;640012209;NINF;5;;5;;0
URGENCES_P;2013;640780490;640000212;M9999;5;1;5.8;;
URGENCES_P;2013;640780490;640000212;N1220;2;;1.58;;
URGENCES_P;2013;640780490;640000212;N2120;;1;0.5;;
URGENCES_P;2013;640780490;640000212;N2500;4;1;3.57;;
URGENCES_P;2013;640780490;640000212;NINF;7;;7;;
URGENCES_P;2013;640780748;640000360;M9999;5;3;8.31;;
URGENCES_P;2013;640780748;640000360;N1220;;2;2.43;;
URGENCES_P;2013;640780748;640000360;N2500;;2;1.34;;
URGENCES_P;2013;640780748;640000360;N9999;12;4;16.02;;
URGENCES_P;2013;640780748;640000360;NINF;12;;12.25;;
URGENCES_P;2013;640780938;640000451;M9999;1;6;4.4;;
URGENCES_P;2013;640780938;640000451;N1220;1;1;1.5;;
URGENCES_P;2013;640780938;640000451;N2120;;1;0.25;;
URGENCES_P;2013;640780938;640000451;N2500;3;1;3.12;;
URGENCES_P;2013;640780938;640000451;N3120;;1;0.1;;
URGENCES_P;2013;640780938;640000451;NINF;4;2;5.26;;
URGENCES_P;2013;650000045;650780158;M9999;9;2;8.57;;
URGENCES_P;2013;650000045;650780158;N1220;2;0;1.65;;
URGENCES_P;2013;650000045;650780158;N2120;1;0;1;;
URGENCES_P;2013;650000045;650780158;N2500;6;5;8.74;;
URGENCES_P;2013;650000045;650780158;N9999;27;8;31.67;;
URGENCES_P;2013;650000045;650780158;NINF;18;1;17.62;;
URGENCES_P;2013;650000052;650780166;M9999;;15;4.11;;
URGENCES_P;2013;650000052;650780166;N1220;1;1;1.4;;
URGENCES_P;2013;650000052;650780166;N2120;1;;0.2;;
URGENCES_P;2013;650000052;650780166;N2500;2;;2;;
URGENCES_P;2013;650000052;650780166;N9999;13;3;12.94;;
URGENCES_P;2013;650000052;650780166;NINF;10;2;9.34;;
URGENCES_P;2013;650000417;650783160;M9999;32;8;35.1;3;1
URGENCES_P;2013;650000417;650783160;N1220;8;0;8;;0
URGENCES_P;2013;650000417;650783160;N2120;2;0;2;;0
URGENCES_P;2013;650000417;650783160;N2500;21;7;24.24;;
URGENCES_P;2013;650000417;650783160;N9999;58;16;67.55;;
URGENCES_P;2013;650000417;650783160;NINF;26;4;28.31;;0
URGENCES_P;2013;650780679;650000243;M9999;3;3;4.91;;0
URGENCES_P;2013;650780679;650000243;N1220;4;1;4.8;;0
URGENCES_P;2013;650780679;650000243;N2120;1;;1;;0
URGENCES_P;2013;650780679;650000243;N2500;2;;2;;
URGENCES_P;2013;650780679;650000243;NINF;7;;7;;0
URGENCES_P;2013;650784218;650780174;M9999;4;7;2.1;2;1
URGENCES_P;2013;650784218;650780174;N1220;4;;1.17;2;1
URGENCES_P;2013;650784218;650780174;N2120;1;;0.13;2;1
URGENCES_P;2013;650784218;650780174;N2500;6;1;3.35;;
URGENCES_P;2013;650784218;650780174;N3120;;1;0.25;;
URGENCES_P;2013;650784218;650780174;N9999;18;3;8.65;;
URGENCES_P;2013;650784218;650780174;NINF;7;1;3.75;2;1
URGENCES_P;2013;660000084;660780180;M1140;5;5;7.4;;0
URGENCES_P;2013;660000084;660780180;M9999;35;18;28.34;;0
URGENCES_P;2013;660000084;660780180;N1220;29;17;21.3;;0
URGENCES_P;2013;660000084;660780180;N2120;4;;4;;0
URGENCES_P;2013;660000084;660780180;N2500;29;4;31.22;;
URGENCES_P;2013;660000084;660780180;N2620;51;;53.16;3;1
URGENCES_P;2013;660000084;660780180;N9999;166;31;175.12;;
URGENCES_P;2013;660000084;660780180;NINF;51;11;62.62;;0
URGENCES_P;2013;660780628;660000282;M9999;3;2;5;;
URGENCES_P;2013;660780628;660000282;N1220;2;1;2.5;;
URGENCES_P;2013;660780628;660000282;N2120;0;1;0.2;;
URGENCES_P;2013;660780628;660000282;N2500;2;1;2.5;;
URGENCES_P;2013;660780628;660000282;N2620;0;1;0.2;;
URGENCES_P;2013;660780628;660000282;N3120;0;1;0.1;;
URGENCES_P;2013;660780628;660000282;NINF;4;2;5;;
URGENCES_P;2013;660780776;660000399;M9999;3;2;5;;
URGENCES_P;2013;660780776;660000399;N2120;1;;1;;
URGENCES_P;2013;660780776;660000399;N2500;4;;4;;
URGENCES_P;2013;660780776;660000399;NINF;4;2;2;;
URGENCES_P;2013;660780784;660000407;M9999;8;2;9;;
URGENCES_P;2013;660780784;660000407;N1220;5;;5;;
URGENCES_P;2013;660780784;660000407;N2120;1;;1;;
URGENCES_P;2013;660780784;660000407;N2500;1;;1;;
URGENCES_P;2013;660780784;660000407;N2620;1;;1;;
URGENCES_P;2013;660780784;660000407;N3120;1;;1;;
URGENCES_P;2013;660780784;660000407;N9999;20;1;20.7;;
URGENCES_P;2013;660780784;660000407;NINF;11;1;11.7;;
URGENCES_P;2013;660790387;660790379;M9999;8;;8;;
