BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST
CHIRCAR_P;2013;540002698;540002078;NAUT;20;4;16.93;;
CHIRCAR_P;2013;540002698;540002078;MEDCH;31;5;11.93;;
CHIRCAR_P;2013;550000012;550000020;M1040;8;3;6.36;1;0
CHIRCAR_P;2013;550000012;550000020;N2510;2;;2;;
CHIRCAR_P;2013;550000012;550000020;MEDCH;8;3;6.36;;
CHIRCAR_P;2013;560000127;560023210;M1040;6;;4.3;1;
CHIRCAR_P;2013;560000127;560023210;N2120;1;0;0.1;;
CHIRCAR_P;2013;560000127;560023210;N2200;6;2;5.42;;
CHIRCAR_P;2013;560000127;560023210;N2510;14;2;0.47;;
CHIRCAR_P;2013;560000127;560023210;N4130;31;14;2.88;;
CHIRCAR_P;2013;560000127;560023210;NAUT;0;0;0.12;;
CHIRCAR_P;2013;560000127;560023210;MEDCH;6;;4.3;;
CHIRCAR_P;2013;560000135;560005746;M1040;7;1;1.8;0;1
CHIRCAR_P;2013;560000135;560005746;N2200;10;2;5.8;;
CHIRCAR_P;2013;560000135;560005746;N4130;13;2;6.5;;
CHIRCAR_P;2013;560000135;560005746;MEDCH;7;1;1.8;;
CHIRCAR_P;2013;570000646;570001115;M103X;10;2;11;1;
CHIRCAR_P;2013;570000646;570001115;M1040;4;17;7;1;
CHIRCAR_P;2013;570000646;570001115;M2140;3;;3;0;1
CHIRCAR_P;2013;570000646;570001115;N2120;1;1;1.92;;
CHIRCAR_P;2013;570000646;570001115;N2200;17;2;17.54;;
CHIRCAR_P;2013;570000646;570001115;N2310;1;1;1.5;;
CHIRCAR_P;2013;570000646;570001115;N2320;1;;1;;
CHIRCAR_P;2013;570000646;570001115;N2510;1;;1;;
CHIRCAR_P;2013;570000646;570001115;N4130;4;;4;;
CHIRCAR_P;2013;570000646;570001115;MEDCH;17;19;21;;
CHIRCAR_P;2013;570026682;570005165;M103X;5;3;6.1;0;1
CHIRCAR_P;2013;570026682;570005165;M1040;5;;5;0;1
CHIRCAR_P;2013;570026682;570005165;M104H;1;;1;;
CHIRCAR_P;2013;570026682;570005165;M2140;3;2;3.5;0;1
CHIRCAR_P;2013;570026682;570005165;N2120;3;1;3.13;;
CHIRCAR_P;2013;570026682;570005165;N2200;49;31;73.54;;
CHIRCAR_P;2013;570026682;570005165;N2310;9;;9;;
CHIRCAR_P;2013;570026682;570005165;N2320;6;4;8.7;;
CHIRCAR_P;2013;570026682;570005165;N2510;28;12;37.84;;
CHIRCAR_P;2013;570026682;570005165;N4130;2;1;2.89;;
CHIRCAR_P;2013;570026682;570005165;NAUT;15;7;19.45;;
CHIRCAR_P;2013;570026682;570005165;MEDCH;14;5;15.6;;
CHIRCAR_P;2013;580972693;580780039;M1040;4;2;1.3;;
CHIRCAR_P;2013;580972693;580780039;N2120;;1;0.3;;
CHIRCAR_P;2013;580972693;580780039;N2200;;5;2;;
CHIRCAR_P;2013;580972693;580780039;MEDCH;4;2;1.3;;
CHIRCAR_P;2013;590000337;590781415;M1040;2;;2;;1
CHIRCAR_P;2013;590000337;590781415;N2200;;2;1.2;;
CHIRCAR_P;2013;590000337;590781415;N2510;;2;1.2;;
CHIRCAR_P;2013;590000337;590781415;N4130;;2;1.4;;
CHIRCAR_P;2013;590000337;590781415;MEDCH;2;;2;;
CHIRCAR_P;2013;590000618;590782215;M1040;;14;4.7;1;0
CHIRCAR_P;2013;590000618;590782215;MEDCH;;14;4.7;;
CHIRCAR_P;2013;590008041;590008033;N2120;1;;0.2;;
CHIRCAR_P;2013;590008041;590008033;N2200;8;;8;;
CHIRCAR_P;2013;590008041;590008033;N2310;1;;1;;
CHIRCAR_P;2013;590008041;590008033;N9999;10;;9.2;;
CHIRCAR_P;2013;590780268;590053955;M103X;6;;;1;0
CHIRCAR_P;2013;590780268;590053955;M1040;;15;;1;0
CHIRCAR_P;2013;590780268;590053955;M104H;;15;;1;0
CHIRCAR_P;2013;590780268;590053955;M1160;;15;;0;1
CHIRCAR_P;2013;590780268;590053955;M2140;2;2;;1;0
CHIRCAR_P;2013;590780268;590053955;N2120;1;;1;;
CHIRCAR_P;2013;590780268;590053955;N2200;11;;11;;
CHIRCAR_P;2013;590780268;590053955;N2310;1;;1;;
CHIRCAR_P;2013;590780268;590053955;N2320;2;;2;;
CHIRCAR_P;2013;590780268;590053955;MEDCH;8;47;;;
CHIRCAR_P;2013;590780284;590051801;M1040;;12;3.27;;1
CHIRCAR_P;2013;590780284;590051801;N2200;;2;1.8;;
CHIRCAR_P;2013;590780284;590051801;MEDCH;;12;3.27;;
CHIRCAR_P;2013;590780383;590000204;N2120;1;;1;;
CHIRCAR_P;2013;590780383;590000204;N2200;2;1;2.99;;
CHIRCAR_P;2013;590780383;590000204;N9999;3;1;3.99;;
CHIRCAR_P;2013;590782553;590000741;M103X;12;;12;0;1
CHIRCAR_P;2013;590782553;590000741;M1040;7;;7;1;1
CHIRCAR_P;2013;590782553;590000741;N2120;1;;0.96;;
CHIRCAR_P;2013;590782553;590000741;N2200;6;2;8;;
CHIRCAR_P;2013;590782553;590000741;N2510;8;;8;;
CHIRCAR_P;2013;590782553;590000741;MEDCH;19;;19;;
CHIRCAR_P;2013;590787586;590780193;M1040;22;6;10.4;;
CHIRCAR_P;2013;590787586;590780193;M1140;3;2;1.93;;
CHIRCAR_P;2013;590787586;590780193;M2140;7;;3.06;;
CHIRCAR_P;2013;590787586;590780193;MAUT;11;3;4.58;;
CHIRCAR_P;2013;590787586;590780193;N2120;4;4;6.74;;
CHIRCAR_P;2013;590787586;590780193;N2200;42;78;117.22;;
CHIRCAR_P;2013;590787586;590780193;N2510;43;57;96.43;;
CHIRCAR_P;2013;590787586;590780193;NAUT;42;45;84.42;;
CHIRCAR_P;2013;590787586;590780193;MEDCH;43;11;19.97;;
CHIRCAR_P;2013;590801106;590782421;M103X;;;;1;
CHIRCAR_P;2013;590801106;590782421;M1040;1;2;1.8;0;1
CHIRCAR_P;2013;590801106;590782421;N2200;2;3;4.4;;
CHIRCAR_P;2013;590801106;590782421;N4130;;3;1.6;;
CHIRCAR_P;2013;590801106;590782421;MEDCH;1;2;1.8;;
CHIRCAR_P;2013;590804696;590781902;M1040;1;1;0.47;0;1
CHIRCAR_P;2013;590804696;590781902;N2200;2;1;0.5;;
CHIRCAR_P;2013;590804696;590781902;MEDCH;1;1;0.47;;
CHIRCAR_P;2013;600000467;600101984;M1040;1;0;0.5;0;1
CHIRCAR_P;2013;600000467;600101984;N2120;0;0;0.1;;
CHIRCAR_P;2013;600000467;600101984;N2200;3;0;2.57;;
CHIRCAR_P;2013;600000467;600101984;N2510;2;0;2.32;;
CHIRCAR_P;2013;600000467;600101984;NAUT;1;0;0.83;;
CHIRCAR_P;2013;600000467;600101984;MEDCH;1;0;0.5;;
CHIRCAR_P;2013;610000051;610780082;M103X;9;;9;;
CHIRCAR_P;2013;610000051;610780082;M1040;4;2;4.8;;1
CHIRCAR_P;2013;610000051;610780082;MEDCH;13;2;13.8;;
CHIRCAR_P;2013;620000034;620100057;M1040;;2;0.6;0;0
CHIRCAR_P;2013;620000034;620100057;N2320;;1;0.3;;
CHIRCAR_P;2013;620000034;620100057;N4130;;1;0.3;;
CHIRCAR_P;2013;620000034;620100057;NAUT;;3;0.8;;
CHIRCAR_P;2013;620000034;620100057;MEDCH;;2;0.6;;
CHIRCAR_P;2013;620000257;620100685;M103X;;2;2.04;1;1
CHIRCAR_P;2013;620000257;620100685;M1040;;1;0.6;1;0
CHIRCAR_P;2013;620000257;620100685;M104H;;1;0.6;1;0
CHIRCAR_P;2013;620000257;620100685;M2140;1;2;2.2;0;1
CHIRCAR_P;2013;620000257;620100685;N2120;2;;1.23;;
CHIRCAR_P;2013;620000257;620100685;N2200;20;1;20.27;;
CHIRCAR_P;2013;620000257;620100685;N2310;4;0;4.67;;
CHIRCAR_P;2013;620000257;620100685;N2320;5;0;5;;
CHIRCAR_P;2013;620000257;620100685;N2510;14;0;12.92;;
CHIRCAR_P;2013;620000257;620100685;NAUT;5;2;4.43;;
CHIRCAR_P;2013;620000257;620100685;MEDCH;1;6;5.44;;
CHIRCAR_P;2013;620000323;620101337;M2140;;1;0.6;;
CHIRCAR_P;2013;620000323;620101337;MEDCH;;1;0.6;;
CHIRCAR_P;2013;620000653;620103440;M1040;8;2;1.8;1;
CHIRCAR_P;2013;620000653;620103440;M104H;8;2;1.8;0;1
CHIRCAR_P;2013;620000653;620103440;N4130;4;1;3;;
CHIRCAR_P;2013;620000653;620103440;MEDCH;16;4;3.6;;
CHIRCAR_P;2013;620101501;620000364;M103X;;3;3;1;
CHIRCAR_P;2013;620101501;620000364;M1040;;1;1;1;1
CHIRCAR_P;2013;620101501;620000364;M104H;;1;1;1;1
CHIRCAR_P;2013;620101501;620000364;M2140;;2;2;1;1
CHIRCAR_P;2013;620101501;620000364;N2120;1;;0.6;;
CHIRCAR_P;2013;620101501;620000364;N2200;11;;10.2;;
CHIRCAR_P;2013;620101501;620000364;N2310;3;;2.45;;
CHIRCAR_P;2013;620101501;620000364;N2320;3;;2.5;;
CHIRCAR_P;2013;620101501;620000364;N2510;6;;6;;
CHIRCAR_P;2013;620101501;620000364;NAUT;3;;3;;
CHIRCAR_P;2013;620101501;620000364;MEDCH;;7;7;;
CHIRCAR_P;2013;620118513;620002915;M103X;8;;8;;1
CHIRCAR_P;2013;620118513;620002915;M104H;7;6;9;1;1
CHIRCAR_P;2013;620118513;620002915;N2120;1;1;1;;
CHIRCAR_P;2013;620118513;620002915;N2200;3;1;3.5;;
CHIRCAR_P;2013;620118513;620002915;MEDCH;15;6;17;;
CHIRCAR_P;2013;630000404;630780989;M103X;6;;3.5;;
CHIRCAR_P;2013;630000404;630780989;M1040;3;;2.1;;
CHIRCAR_P;2013;630000404;630780989;M2140;6;1;4.92;0;1
CHIRCAR_P;2013;630000404;630780989;N2120;1;;1;;
CHIRCAR_P;2013;630000404;630780989;N2200;14;5;17.25;;
CHIRCAR_P;2013;630000404;630780989;N2510;11;4;13.04;;
CHIRCAR_P;2013;630000404;630780989;NAUT;4;1;5.37;;
CHIRCAR_P;2013;630000404;630780989;MEDCH;15;1;10.52;;
CHIRCAR_P;2013;630780211;630000107;M103X;;12;2.4;;
CHIRCAR_P;2013;630780211;630000107;M1040;6;;6;;
CHIRCAR_P;2013;630780211;630000107;N2120;;1;0.5;;
CHIRCAR_P;2013;630780211;630000107;N2200;5;;5;;
CHIRCAR_P;2013;630780211;630000107;MEDCH;6;12;8.4;;
CHIRCAR_P;2013;640000600;640781290;M1040;5;2;2.8;1;1
CHIRCAR_P;2013;640000600;640781290;N2120;;;0.12;;
CHIRCAR_P;2013;640000600;640781290;N2200;7;3;8.3;;
CHIRCAR_P;2013;640000600;640781290;N2510;1;;1.4;;
CHIRCAR_P;2013;640000600;640781290;NAUT;;;0.2;;
CHIRCAR_P;2013;640000600;640781290;MEDCH;5;2;2.8;;
CHIRCAR_P;2013;640016580;640010658;M1040;18;;1.44;;
CHIRCAR_P;2013;640016580;640010658;N2200;6;;5.56;;
CHIRCAR_P;2013;640016580;640010658;N2510;6;;5.3;;
CHIRCAR_P;2013;640016580;640010658;MEDCH;18;;1.44;;
CHIRCAR_P;2013;640016598;640010658;M1040;8;;2.88;;
CHIRCAR_P;2013;640016598;640010658;N2200;11;;10.18;;
CHIRCAR_P;2013;640016598;640010658;N2510;1;;0.6;;
CHIRCAR_P;2013;640016598;640010658;MEDCH;8;;2.88;;
CHIRCAR_P;2013;640781225;640000568;M103X;;2;2;0;0
CHIRCAR_P;2013;640781225;640000568;M1040;;8;8;1;
CHIRCAR_P;2013;640781225;640000568;M1160;;3;3;0;0
CHIRCAR_P;2013;640781225;640000568;N2120;1;;0.5;;
CHIRCAR_P;2013;640781225;640000568;N2200;9;;6;;
CHIRCAR_P;2013;640781225;640000568;MEDCH;;13;13;;
CHIRCAR_P;2013;650000417;650783160;M1040;;4;0.6;0;0
CHIRCAR_P;2013;650000417;650783160;M104H;;4;0.6;0;0
CHIRCAR_P;2013;650000417;650783160;N2120;2;0;1.8;;
CHIRCAR_P;2013;650000417;650783160;N2200;23;4;26.06;;
CHIRCAR_P;2013;650000417;650783160;N2510;18;6;20.08;;
CHIRCAR_P;2013;650000417;650783160;NAUT;2;7;8.21;;
CHIRCAR_P;2013;650000417;650783160;MEDCH;;8;1.2;;
CHIRCAR_P;2013;650780679;650000243;M1040;;5;2.5;1;1
CHIRCAR_P;2013;650780679;650000243;N2200;2;2;3;;
CHIRCAR_P;2013;650780679;650000243;MEDCH;;5;2.5;;
CHIRCAR_P;2013;660000084;660780180;M1040;7;7;7.9;1;0
CHIRCAR_P;2013;660000084;660780180;N2120;1;;1;;
CHIRCAR_P;2013;660000084;660780180;N2200;12;5;14.04;;
CHIRCAR_P;2013;660000084;660780180;N2510;11;3;12.25;;
CHIRCAR_P;2013;660000084;660780180;MEDCH;7;7;7.9;;
CHIRCAR_P;2013;660780784;660000407;M103X;11;2;12;1;1
CHIRCAR_P;2013;660780784;660000407;M1040;7;;7;1;1
CHIRCAR_P;2013;660780784;660000407;M1160;;;;0;1
CHIRCAR_P;2013;660780784;660000407;M2140;3;;3;0;1
CHIRCAR_P;2013;660780784;660000407;MAUT;1;;1;0;1
CHIRCAR_P;2013;660780784;660000407;N2120;3;;3;;
CHIRCAR_P;2013;660780784;660000407;N2200;56;;56;;
CHIRCAR_P;2013;660780784;660000407;N2310;7;;7;;
CHIRCAR_P;2013;660780784;660000407;N2320;5;;5;;
CHIRCAR_P;2013;660780784;660000407;N2510;37;3;38.5;;
CHIRCAR_P;2013;660780784;660000407;NAUT;2;;2;;
CHIRCAR_P;2013;660780784;660000407;MEDCH;22;2;23;;
CHIRCAR_P;2013;670000025;670780055;M103X;14;2;11.3;0;1
CHIRCAR_P;2013;670000025;670780055;M1040;2;;1.5;;
CHIRCAR_P;2013;670000025;670780055;M2140;6;;6;;1
CHIRCAR_P;2013;670000025;670780055;N2120;1;0;0.9;;
CHIRCAR_P;2013;670000025;670780055;N2200;9;5;13.2;;
CHIRCAR_P;2013;670000025;670780055;N2510;3;0;2.99;;
CHIRCAR_P;2013;670000025;670780055;N4130;3;1;3.8;;
CHIRCAR_P;2013;670000025;670780055;NAUT;1;1;2.13;;
CHIRCAR_P;2013;670000025;670780055;MEDCH;22;2;18.8;;
CHIRCAR_P;2013;670000157;670780337;M1040;5;;5;1;1
CHIRCAR_P;2013;670000157;670780337;N2120;;1;0.33;;
CHIRCAR_P;2013;670000157;670780337;N2200;6;4;6.6;;
CHIRCAR_P;2013;670000157;670780337;N4130;3;2;3.77;;
CHIRCAR_P;2013;670000157;670780337;MEDCH;5;;5;;
CHIRCAR_P;2013;670014430;670001734;M1040;7;0;7;1;1
CHIRCAR_P;2013;670014430;670001734;M1160;3;0;3;0;1
CHIRCAR_P;2013;670014430;670001734;N2120;1;0;1;;
CHIRCAR_P;2013;670014430;670001734;N2200;3;0;3;;
CHIRCAR_P;2013;670014430;670001734;N4130;;3;2.4;;
CHIRCAR_P;2013;670014430;670001734;NAUT;2;0;2;;
CHIRCAR_P;2013;670014430;670001734;MEDCH;10;0;10;;
CHIRCAR_P;2013;670780170;670000116;M103X;8;;1;0;1
CHIRCAR_P;2013;670780170;670000116;M1040;7;;7;0;1
CHIRCAR_P;2013;670780170;670000116;M1160;7;;7;0;1
CHIRCAR_P;2013;670780170;670000116;N2120;1;;1;;
CHIRCAR_P;2013;670780170;670000116;N2200;4;;4;;
CHIRCAR_P;2013;670780170;670000116;N4130;;3;2.4;;
CHIRCAR_P;2013;670780170;670000116;NAUT;2;;2;;
CHIRCAR_P;2013;670780170;670000116;MEDCH;22;;15;;
CHIRCAR_P;2013;670783273;670780055;M103X;5;1;0.6;0;1
CHIRCAR_P;2013;670783273;670780055;M1140;3;1;0.4;0;1
CHIRCAR_P;2013;670783273;670780055;M2140;2;;0.3;;
CHIRCAR_P;2013;670783273;670780055;MEDCH;10;2;1.3;;
CHIRCAR_P;2013;680000320;680000643;M103X;6;;1;;1
CHIRCAR_P;2013;680000320;680000643;M1040;5;;5;;1
CHIRCAR_P;2013;680000320;680000643;N2200;1;;1;;
CHIRCAR_P;2013;680000320;680000643;N2310;6;;1;;
CHIRCAR_P;2013;680000320;680000643;N4130;6;;6;;
CHIRCAR_P;2013;680000320;680000643;MEDCH;11;;6;;
CHIRCAR_P;2013;680000684;680000973;M1040;2;;2;0;1
CHIRCAR_P;2013;680000684;680000973;N2200;2;;1.86;;
CHIRCAR_P;2013;680000684;680000973;N4130;1;;1;;
CHIRCAR_P;2013;680000684;680000973;NAUT;;1;0.5;;
CHIRCAR_P;2013;680000684;680000973;MEDCH;2;;2;;
CHIRCAR_P;2013;680001195;680016011;M1040;2;3;2.66;1;
CHIRCAR_P;2013;680001195;680016011;N2120;1;;1;;
CHIRCAR_P;2013;680001195;680016011;N2200;5;4;7.59;;
CHIRCAR_P;2013;680001195;680016011;N4130;3;2;4.3;;
CHIRCAR_P;2013;680001195;680016011;NAUT;1;1;1.5;;
CHIRCAR_P;2013;680001195;680016011;MEDCH;2;3;2.66;;
CHIRCAR_P;2013;680004546;680000486;M103X;4;0;3.15;0;1
CHIRCAR_P;2013;680004546;680000486;M1040;7;1;2.4;1;1
CHIRCAR_P;2013;680004546;680000486;M104H;1;0;0.6;1;1
CHIRCAR_P;2013;680004546;680000486;M1160;2;0;1.1;0;1
CHIRCAR_P;2013;680004546;680000486;M2140;2;0;1.4;1;1
CHIRCAR_P;2013;680004546;680000486;MAUT;1;0;1;1;1
CHIRCAR_P;2013;680004546;680000486;N2120;1;0;1;;
CHIRCAR_P;2013;680004546;680000486;N2200;10;2;10.2;;
CHIRCAR_P;2013;680004546;680000486;N2310;4;1;4.8;;
CHIRCAR_P;2013;680004546;680000486;N2320;4;1;4.8;;
CHIRCAR_P;2013;680004546;680000486;N2510;1;3;2.82;;
CHIRCAR_P;2013;680004546;680000486;N4130;6;3;8.59;;
CHIRCAR_P;2013;680004546;680000486;NAUT;2;4;2.52;;
CHIRCAR_P;2013;680004546;680000486;MEDCH;17;1;9.65;;
CHIRCAR_P;2013;690780390;690000229;M103X;6;;0.5;1;
CHIRCAR_P;2013;690780390;690000229;MAUT;4;;4;1;
CHIRCAR_P;2013;690780390;690000229;N2200;1;;1;;
CHIRCAR_P;2013;690780390;690000229;N2310;;1;0.5;;
CHIRCAR_P;2013;690780390;690000229;MEDCH;10;;4.5;;
CHIRCAR_P;2013;690780648;690036900;M103X;17;;17;1;1
CHIRCAR_P;2013;690780648;690036900;M1040;12;16;30;1;1
CHIRCAR_P;2013;690780648;690036900;M104H;;;;1;1
CHIRCAR_P;2013;690780648;690036900;M1160;8;;8;0;1
CHIRCAR_P;2013;690780648;690036900;M2140;;6;6;;1
CHIRCAR_P;2013;690780648;690036900;N2120;;1;0.3;;
CHIRCAR_P;2013;690780648;690036900;N2200;2;6;6.43;;
CHIRCAR_P;2013;690780648;690036900;N2320;;1;0.5;;
CHIRCAR_P;2013;690780648;690036900;MEDCH;37;22;61;;
CHIRCAR_P;2013;690782834;690000724;M103X;9;;9;1;1
CHIRCAR_P;2013;690782834;690000724;M1040;7;11;10.25;0;1
CHIRCAR_P;2013;690782834;690000724;M2140;3;2;3.5;0;1
CHIRCAR_P;2013;690782834;690000724;MEDCH;19;13;22.75;;
CHIRCAR_P;2013;690784152;690781810;M103X;1;;0.17;;
CHIRCAR_P;2013;690784152;690781810;M1040;;4;3.91;;
CHIRCAR_P;2013;690784152;690781810;M104H;;;1.24;;
CHIRCAR_P;2013;690784152;690781810;N2120;2;;1.62;;
CHIRCAR_P;2013;690784152;690781810;N2200;11;5;14.61;;
CHIRCAR_P;2013;690784152;690781810;N2510;12;2;13.84;;
CHIRCAR_P;2013;690784152;690781810;NAUT;5;1;6.95;;
CHIRCAR_P;2013;690784152;690781810;MEDCH;1;4;5.32;;
CHIRCAR_P;2013;690784186;690781810;M103X;;;0.24;0;1
CHIRCAR_P;2013;690784186;690781810;M1040;7;14;17.03;0;1
CHIRCAR_P;2013;690784186;690781810;M104H;7;4;9.91;;
CHIRCAR_P;2013;690784186;690781810;M1140;1;;0.49;1;1
CHIRCAR_P;2013;690784186;690781810;M2140;1;4;3.68;1;0
CHIRCAR_P;2013;690784186;690781810;MAUT;2;2;2.83;0;0
CHIRCAR_P;2013;690784186;690781810;N2120;7;1;6.42;;
CHIRCAR_P;2013;690784186;690781810;N2200;98;21;102.82;;
CHIRCAR_P;2013;690784186;690781810;N2510;87;8;86.48;;
CHIRCAR_P;2013;690784186;690781810;NAUT;48;19;55.44;;
CHIRCAR_P;2013;690784186;690781810;MEDCH;18;24;34.18;;
CHIRCAR_P;2013;690793468;690002068;M103X;10;2;;1;1
CHIRCAR_P;2013;690793468;690002068;M1040;6;11;;0;1
CHIRCAR_P;2013;690793468;690002068;M104H;6;11;;0;1
CHIRCAR_P;2013;690793468;690002068;M1160;6;4;;0;1
CHIRCAR_P;2013;690793468;690002068;M2140;4;3;;0;1
CHIRCAR_P;2013;690793468;690002068;MAUT;3;;;0;1
CHIRCAR_P;2013;690793468;690002068;N2120;2;;0.7;;
CHIRCAR_P;2013;690793468;690002068;N2200;11;12;8.37;;
CHIRCAR_P;2013;690793468;690002068;N2320;4;4;4.5;;
CHIRCAR_P;2013;690793468;690002068;N2510;1;2;1.43;;
CHIRCAR_P;2013;690793468;690002068;NAUT;8;9;2.24;;
CHIRCAR_P;2013;690793468;690002068;MEDCH;35;31;;;
CHIRCAR_P;2013;690805361;690805353;M1040;;7;2.67;0;1
CHIRCAR_P;2013;690805361;690805353;N2120;1;;0.2;;
CHIRCAR_P;2013;690805361;690805353;N2200;7;;6.66;;
CHIRCAR_P;2013;690805361;690805353;N2510;2;;0.66;;
CHIRCAR_P;2013;690805361;690805353;N4130;2;2;2.1;;
CHIRCAR_P;2013;690805361;690805353;NAUT;3;;2.42;;
CHIRCAR_P;2013;690805361;690805353;MEDCH;;7;2.67;;
CHIRCAR_P;2013;710978289;710780263;M1040;9;2;9.7;;
CHIRCAR_P;2013;710978289;710780263;M2140;;1;0.1;;
CHIRCAR_P;2013;710978289;710780263;N2120;1;;1;;
CHIRCAR_P;2013;710978289;710780263;N2200;13;8;19.4;;
CHIRCAR_P;2013;710978289;710780263;N2510;10;6;14.8;;
CHIRCAR_P;2013;710978289;710780263;NAUT;3;1;3.8;;
CHIRCAR_P;2013;710978289;710780263;MEDCH;9;3;9.8;;
CHIRCAR_P;2013;720000033;720000025;M1040;;11;3.82;1;1
CHIRCAR_P;2013;720000033;720000025;N2120;;1;0.26;;
CHIRCAR_P;2013;720000033;720000025;N2200;4;3;6.36;;
CHIRCAR_P;2013;720000033;720000025;NAUT;1;4;4.59;;
CHIRCAR_P;2013;720000033;720000025;MEDCH;;11;3.82;;
CHIRCAR_P;2013;720017748;720000561;M103X;;;;1;
CHIRCAR_P;2013;720017748;720000561;M1040;6;;6;1;
CHIRCAR_P;2013;720017748;720000561;N2120;1;;0.2;;
CHIRCAR_P;2013;720017748;720000561;N2200;4;1;4.3;;
CHIRCAR_P;2013;720017748;720000561;NAUT;1;;1;;
CHIRCAR_P;2013;720017748;720000561;MEDCH;6;;6;;
CHIRCAR_P;2013;730000031;730000015;M1040;3;;3;;
CHIRCAR_P;2013;730000031;730000015;N2200;3;3;4.81;;
CHIRCAR_P;2013;730000031;730000015;N2510;14;4;3.62;;
CHIRCAR_P;2013;730000031;730000015;N4130;5;1;1.65;;
CHIRCAR_P;2013;730000031;730000015;MEDCH;3;;3;;
CHIRCAR_P;2013;740000237;740781133;M1040;1;0;0.37;0;1
CHIRCAR_P;2013;740000237;740781133;M104H;1;0;0.37;0;1
CHIRCAR_P;2013;740000237;740781133;M2140;1;1;1.1;0;1
CHIRCAR_P;2013;740000237;740781133;N2120;1;0;0.97;;
CHIRCAR_P;2013;740000237;740781133;N2200;19;1;18.55;;
CHIRCAR_P;2013;740000237;740781133;N2510;5;1;5.9;;
CHIRCAR_P;2013;740000237;740781133;NAUT;1;1;1.7;;
CHIRCAR_P;2013;740000237;740781133;MEDCH;3;1;1.84;;
CHIRCAR_P;2013;740014345;740000617;M1040;1;4;2.7;1;
CHIRCAR_P;2013;740014345;740000617;M2140;;2;1.65;1;
CHIRCAR_P;2013;740014345;740000617;N2120;;1;0.13;;
CHIRCAR_P;2013;740014345;740000617;N2200;;10;7.99;;
CHIRCAR_P;2013;740014345;740000617;N2510;;4;2.63;;
CHIRCAR_P;2013;740014345;740000617;NAUT;;3;2.1;;
CHIRCAR_P;2013;740014345;740000617;MEDCH;1;6;4.35;;
CHIRCAR_P;2013;740780416;740000112;M1040;1;4;2.7;1;
CHIRCAR_P;2013;740780416;740000112;M2140;;2;1.65;1;
CHIRCAR_P;2013;740780416;740000112;N2120;;1;0.13;;
CHIRCAR_P;2013;740780416;740000112;N2200;;10;7.99;;
CHIRCAR_P;2013;740780416;740000112;N2510;;4;2.63;;
CHIRCAR_P;2013;740780416;740000112;NAUT;;3;2.1;;
CHIRCAR_P;2013;740780416;740000112;MEDCH;1;6;4.35;;
CHIRCAR_P;2013;750000523;750150120;M103X;;2;1.7;1;1
CHIRCAR_P;2013;750000523;750150120;M1040;14;47;23.03;1;1
CHIRCAR_P;2013;750000523;750150120;M1160;;6;2.28;0;1
CHIRCAR_P;2013;750000523;750150120;N2200;1;;2.4;;
CHIRCAR_P;2013;750000523;750150120;N2320;4;;4.76;;
CHIRCAR_P;2013;750000523;750150120;N2510;1;;1;;
CHIRCAR_P;2013;750000523;750150120;N4130;1;;1.03;;
CHIRCAR_P;2013;750000523;750150120;NAUT;3;;4.79;;
CHIRCAR_P;2013;750000523;750150120;MEDCH;14;55;27.01;;
CHIRCAR_P;2013;750100042;750712184;M1040;;12;5.2;;
CHIRCAR_P;2013;750100042;750712184;N2200;5;;5;;
CHIRCAR_P;2013;750100042;750712184;N2510;;3;2.5;;
CHIRCAR_P;2013;750100042;750712184;MEDCH;;12;5.2;;
CHIRCAR_P;2013;750100091;750712184;M1040;1;4;0.7;0;0
CHIRCAR_P;2013;750100091;750712184;N2120;1;0;0.1;;
CHIRCAR_P;2013;750100091;750712184;N2200;1;0;0.2;;
CHIRCAR_P;2013;750100091;750712184;N4130;4;0;1.4;;
CHIRCAR_P;2013;750100091;750712184;NAUT;1;0;0.7;;
CHIRCAR_P;2013;750100091;750712184;MEDCH;1;4;0.7;;
CHIRCAR_P;2013;750100125;750712184;M103X;20;;19.5;;
CHIRCAR_P;2013;750100125;750712184;M1040;15;;8.5;;
CHIRCAR_P;2013;750100125;750712184;M2140;6;;6;1;
CHIRCAR_P;2013;750100125;750712184;N2120;8;;7.2;;
CHIRCAR_P;2013;750100125;750712184;N2200;85;;83.5;;
CHIRCAR_P;2013;750100125;750712184;N2310;9;;8.5;;
CHIRCAR_P;2013;750100125;750712184;N2510;61;;58.2;;
CHIRCAR_P;2013;750100125;750712184;NAUT;30;;28.3;;
CHIRCAR_P;2013;750100125;750712184;MEDCH;41;;34;;
CHIRCAR_P;2013;750100166;750712184;M1040;;9;5;;1
CHIRCAR_P;2013;750100166;750712184;N2120;1;;1;;
CHIRCAR_P;2013;750100166;750712184;N2200;4;;4;;
CHIRCAR_P;2013;750100166;750712184;MEDCH;;9;5;;
CHIRCAR_P;2013;750100208;750712184;M104H;1;1;1.5;1;1
CHIRCAR_P;2013;750100208;750712184;M2140;4;;3;1;1
CHIRCAR_P;2013;750100208;750712184;N2120;5;1;5.8;;
CHIRCAR_P;2013;750100208;750712184;N2200;76;12;85.1;;
CHIRCAR_P;2013;750100208;750712184;N2310;3;0;3;;
CHIRCAR_P;2013;750100208;750712184;N2320;5;1;5.8;;
