BOR;AN;FI;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;EFFPL_MED;pct80;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFNS;EFFPL_INFNS;EFFPA_INFNS;ETP_INFSP;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPA_APNM;EFFPL_APNM;ETP_APNM
REA;2013;010000024;010780054;REAADU;12;4380;668;711;41;3071;4;;5;13;3;4.8;1;;27.01;21;9;1.13;12;8;17.69;;;;;1;1
REA;2013;010000024;010780054;SITOT;10;3650;897;;;2082;;;;;;;;;;;;;;;;;;;;;
REA;2013;010000024;010780054;SIUNV;4;1460;414;;;900;;;4;;;1.3;;;5.24;;19;;;18;3.5;;;;;;
REA;2013;010000024;010780054;SURVADU;6;2190;469;;;1558;;;5;;3;1.65;;;7.51;6;2;;6;1;7;;;;;1;0.75
REA;2013;010000024;010780054;SURVENF;4;1460;374;;;949;;;;;;;;;;;;;;;;;;;;;
REA;2013;010000024;010780054;USIC;6;2190;483;;;1182;;;4;;1;1;;;10.39;10;1;;5;;4.92;;;;;;
REA;2013;010000032;010780062;SURVADU;4;1460;442;;;1081;;;;;;;;;;;;;;;;;;;;;
REA;2013;010005239;010008407;SURVADU;6;2190;820;;;1582;;;2;;27;3.93;;;;;;;;;;;;;;;
REA;2013;010780195;010000156;REAADU;10;3650;831;889;15;4447;10;;6;33;;6;1;;20.2;15;7;1;10;10;13.02;;;;;;
REA;2013;010780195;010000156;SITOT;6;2190;768;;;1785;;;;;;;;;;;;;;;;;;;;;
REA;2013;010780195;010000156;SURVADU;5;1825;13;;;29;;;3;;;3;;;;;;;;;;;;;;;
REA;2013;010780195;010000156;USIC;6;2190;768;;;1785;;;7;;;7;1;;5.32;2;3;0.5;3;2;5.04;;;;;;
REA;2013;010780203;010006450;SURVADU;6;2190;348;;;1620;;;;;;;;;4.9;4;1;;;;;;;;;;
REA;2013;020000162;020000063;REAADU;12;4380;401;418;16;3894;22;46;4;15;0;4;2;0;27.78;28;0;1.2;25;0;25.09;0;0;0;3;7;8.74
REA;2013;020000162;020000063;SITOT;18;6570;1585;;;5279;;;;;;;;;;;;;;;;;;;;;
REA;2013;020000162;020000063;SIUNV;6;2190;611;;;1409;;;3;;3;0.8;1;0;8.3;7;2;0.3;8;0;8;0;0;0;0;2;1.5
REA;2013;020000162;020000063;SURVADU;11;4015;510;;;2523;;;;;;;;;;;;;;;;;;;;;
REA;2013;020000162;020000063;USIC;12;4380;974;;;3870;;;3;;1;3.8;3;0;15.21;11;5;1.06;10;2;12.16;0;0;0;1;5;5.8
REA;2013;020000394;020000253;REAADU;8;2920;229;236;10;2363;3;;3;20;0;3.82;1;0;18.74;22;0;1;14;0;11.54;0;0;0;0;6;3.51
REA;2013;020000394;020000253;SITOT;6;2190;494;;;1491;;;;;;;;;;;;;;;;;;;;;
REA;2013;020000394;020000253;SURVADU;4;368;40;;;222;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2013;020000394;020000253;USIC;6;2190;494;;;1491;;;0;;0;5.03;0;0;9.49;10;0;0;4;0;4;0;0;0;2;1;1.65
REA;2013;020000519;020000261;REAADU;8;2920;315;324;14;2377;9;39;3;20;;3;1;;16.5;12;5;1;12;;12;;;;6;6;6.2
REA;2013;020000519;020000261;SITOT;10;3650;875;;;2488;;;;;;;;;;;;;;;;;;;;;
REA;2013;020000519;020000261;SIUNV;4;1460;442;;;1113;;;2;;;2;;;6;6;;;5;1;5.8;;;;;;
REA;2013;020000519;020000261;SURVADU;8;736;93;;;397;;;2;;;2;;;6;6;;;5;;5;;;;;1;1
REA;2013;020000519;020000261;USIC;6;2190;433;;;1375;;;4;;;4;;;6.8;6;1;;5;1;5.9;;;;;1;1
REA;2013;020000535;020000287;AUTSI;6;2190;310;;;1660;;;;;;1.25;;;8.39;35;10;0.26;35;3;5.39;;;;4;17;2.44
REA;2013;020000535;020000287;SITOT;12;4380;801;;;3401;;;;;;;;;;;;;;;;;;;;;
REA;2013;020000535;020000287;SURVADU;6;2190;317;;;1698;;;;;;1.25;;;6.79;35;10;0.25;35;3;6.72;;;;4;17;2.44
REA;2013;020000535;020000287;USIC;6;2190;491;;;1741;;;;;;1.25;;;8.39;35;10;0.25;35;3;5.39;;;;4;17;2.44
REA;2013;020001061;020004404;REAADU;8;2920;443;451;5;3275;6;42;;30;;4.5;;;17.29;;;0.6;;;10.13;;;0.3;;;2.2
REA;2013;020001061;020004404;SITOT;4;1460;322;;;1172;;;;;;;;;;;;;;;;;;;;;
REA;2013;020001061;020004404;SURVADU;4;1460;282;;;1312;;;;;;1.5;;;6;;;0.3;;;5.7;;;0.1;;;1.15
REA;2013;020001061;020004404;USIC;4;1460;322;;;1172;;;;;;1.5;;;6;;;0.3;;;5.7;;;0.1;;;1.15
REA;2013;020010047;020001632;AUTSI;4;1460;166;;;709;;;3;;;3;;;3.5;3;1;;4;1;4.5;;;;2;;0.5
REA;2013;020010047;020001632;SITOT;4;1460;166;;;709;;;;;;;;;;;;;;;;;;;;;
REA;2013;020010047;020001632;SURVADU;12;4380;491;;;2578;;;4;;;4;1;;8;8;;1;9;;9;;;;4;;0.9
REA;2013;030000061;030780092;REAADU;8;2920;239;245;8;2299;5;48;5;17;;4.85;;1;23.22;17;9;0.8;11;2;12.1;;;;;2;1.96
REA;2013;030000061;030780092;SITOT;8;2920;517;;;1867;;;;;;;;;;;;;;;;;;;;;
REA;2013;030000061;030780092;SURVADU;2;730;122;;;434;;;;;;0.15;;;;;;;;;;;;;;;
REA;2013;030000061;030780092;USIC;8;2920;517;;;1867;;;1;;;2;;1;10.99;8;5;1;9;;8.89;;;;1;;0.5
REA;2013;030000079;030780100;REAADU;10;3650;259;269;5;3184;17;49;3;21;0;3.25;1;0;23.64;15;10;1;14;;15.22;1;;0.46;;4;4.47
REA;2013;030000079;030780100;SURVENF;2;730;297;;;712;;;;;;;;;;;;;;;;;;;;;
REA;2013;030000087;030780118;REAADU;8;2888;459;477;60;2365;10;;5;24;1;4.55;0;1;9.67;0;31;0.5;0;18;6.37;0;0;0;4;0;1.88
REA;2013;030000087;030780118;SITOT;8;2920;945;;;1977;;;;;;;;;;;;;;;;;;;;;
REA;2013;030000087;030780118;SURVADU;2;996;165;;;462;;;;;;;0;0;7.96;0;31;0;0;18;5.4;0;0;0;3;0;0.9
REA;2013;030000087;030780118;SURVENF;4;1460;328;;;1044;;;0;;;;0;7;2.06;0;17;0.79;0;16;2.47;0;0;0;7;0;1.14
REA;2013;030000087;030780118;USIC;8;2920;945;;;1977;;;7;;3;7.7;0;2;9.72;0;32;0.37;0;18;6.3;0;0;0;4;0;1.66
REA;2013;030781116;030000426;SITOT;8;2920;717;;;2955;;;;;;;;;;;;;;;;;;;;;
REA;2013;030781116;030000426;SURVADU;10;3650;710;;;2536;;;12;;12;12;10;;;;;9.6;3;;2.8;3;3;3;;;
REA;2013;030781116;030000426;USIC;8;2920;717;;;2955;;;4;;4;4;7;;;;;6.8;8;;7.2;3;3;3;;;
REA;2013;040000093;040780215;SURVADU;8;2920;569;;;2069;;;1;;;1;1;;14.2;13;4;0.5;7;7;11.54;;1;0.3;1;2;3.19
REA;2013;040000911;040788879;REAADU;6;2190;105;106;3;2098;20;;3;35;2;4.03;;;15.81;15;3;;10;1;10.83;;;;1;1;1.3
REA;2013;040000911;040788879;SURVADU;2;730;99;;;475;;;1;;1;0.6;;;;;;;;;;;;;;;
REA;2013;050000231;050000116;REAADU;6;2190;182;184;16;1299;21;39;2;26;2;2.48;;2;17.03;14;5;0.6;5;1;5.54;;;;1;;0.86
REA;2013;050000231;050000116;SURVADU;2;730;153;;;528;;;1;;;1;;;;;;;;;;;;;;;
REA;2013;050000348;050002948;REAADU;8;2920;242;246;12;2016;5;44;5;18;2;3.98;3;0;22.89;15;11;1.07;9;7;14.08;0;0;0;2;3;3.9
REA;2013;050000348;050002948;SITOT;6;2190;546;;;1631;;;;;;;;;;;;;;;;;;;;;
REA;2013;050000348;050002948;SURVADU;4;1460;270;;;1079;;;3;;2;1.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2013;050000348;050002948;USIC;6;2190;546;;;1631;;;0;;0;0;0;0;0;0;0;0;3;0;3;0;0;0;1;2;2.12
REA;2013;060000478;060780897;REAADU;8;2920;226;231;9;2468;8;;15;30;1;11.5;2;0;24.33;23;2;1.2;9;0;8.88;2;1;0.49;0;4;4
REA;2013;060000478;060780897;SURVADU;4;1460;338;;;1175;;;6;;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2013;060000510;060780954;REAADU;10;3650;482;505;32;2877;3;28;6;12;;4;3;1;27.3;27;7;3.15;17;3;17.75;;;;1;4;4.4
REA;2013;060000510;060780954;SITOT;6;2190;645;;;1790;;;;;;;;;;;;;;;;;;;;;
REA;2013;060000510;060780954;SURVADU;11;3993;834;;;3256;;;10;;;3;;;10.13;9;2;;6;2;6.84;;;;0;3;2.75
REA;2013;060000510;060780954;USIC;6;2190;645;;;1790;;;5;;;1.1;;;6;6;0;;8;1;8.8;;;;0;1;1
REA;2013;060000528;060780962;AUTSI;;;158;;;2703;;;;;;;;;;;;;;;;;;;;;
REA;2013;060000528;060780962;SITOT;;;158;;;2703;;;;;;;;;;;;;;;;;;;;;
REA;2013;060000528;060780962;SURVADU;8;2920;348;;;2355;;;9;;2;5.83;;1;13.79;17;;0.81;10;;8.77;;;;1;;0.66
REA;2013;060000544;060780988;REAADU;9;3279;391;401;29;2595;0;;3;24;;2.8;2;1;19.76;17;4;1.65;12;;17.77;1;;0.4;2;10;4.94
REA;2013;060000544;060780988;SITOT;6;2190;942;;;1751;;;;;;;;;;;;;;;;;;;;;
REA;2013;060000544;060780988;SURVADU;5;1825;409;;;1471;;;1;;3;1.5;2;;5.86;5;1;0.33;5;;5;;;;;;
REA;2013;060000544;060780988;USIC;6;2190;942;;;1751;;;4;;;2.5;1;;6.2;7;;0.25;6;;6;;;;;;
REA;2013;060001450;060785011;AUTSI;6;2190;434;;;1723;;;2;;;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2013;060001450;060785011;REAADU;15;5475;709;727;150;4433;5;38;8;9;;4.5;4;0;31.46;27;6;2.96;21;8;27.43;0;0;0;4;10;7.73
REA;2013;060001450;060785011;SITOT;6;2190;609;;;2160;;;;;;;;;;;;;;;;;;;;;
REA;2013;060001450;060785011;SIUNV;;;175;;;437;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2013;060001450;060785011;SURVADU;4;932;295;;;974;;;0;;;1.25;0;0;8.04;8;0;0;6;0;6.76;0;0;0;0;3;0.57
REA;2013;060019288;060017019;REAENF;0;905;83;85;0;795;31;;0;;0;1.02;0;0;4.01;0;0;2.64;0;0;3.02;0;0;0.07;;;
REA;2013;060019288;060017019;SURVENF;0;1086;195;;;538;;;0;;0;0.63;0;0;3.88;0;0;2.39;0;0;1.52;;;;;;
REA;2013;060021417;060000221;SURVADU;10;3650;84;;;466;;;8;;;1;;;;;;;;;;;;;;;
REA;2013;060021631;060017019;AUTSI;;;9;;;403;;;0;;0;;0;0;;0;0;;0;0;;;;;;;
REA;2013;060021631;060017019;SITOT;;;9;;;403;;;;;;;;;;;;;;;;;;;;;
REA;2013;060021631;060017019;SURVENF;;;235;;;1073;;;;;;;;;;;;;;;;;;;;;
REA;2013;060780491;060790797;REAADU;8;2920;327;347;12;2404;8;30;;27;10;5;1;;12.32;12;2;1;7;;7;;5;2.5;;;
REA;2013;060780491;060790797;SURVADU;32;11680;1344;;;6043;;;;;;;3;;9.33;34;;1.03;27;;8.12;;;;;;
REA;2013;060780517;060000239;SURVADU;15;5475;188;;;802;;;9;;;9;;;;;;;;;;;;;;;
REA;2013;060780715;060000361;SITOT;6;2190;692;;;1766;;;;;;;;;;;;;;;;;;;;;
REA;2013;060780715;060000361;SURVADU;43;15595;1294;;;5972;;;;;;;;1;24;22;4;0.5;12;4;13;;8;2;;8;8
REA;2013;060780715;060000361;USIC;6;2190;692;;;1766;;;4;;18;7.6;;1;4.4;4;1;0.3;4;1;4.4;;2;0.2;;2;2
REA;2013;060780723;060004959;SURVADU;8;2920;487;;;1963;;;2;;21;4.32;1;;4.8;3;3;1;4;1;4.34;;;;;;
REA;2013;060780756;060000403;SURVADU;2;730;151;;;513;;;5;;;5;;;;;;;;;;;;;;;
REA;2013;060780947;060800174;REAENF;5;920;67;67;3;516;37;;2;;;0.58;6;1;3.34;7;2;2.86;9;4;3.36;;;;1;1;1.32
REA;2013;060780947;060800174;SURVENF;6;1104;197;;;608;;;1;;;0.58;6;1;3.34;7;1;2.86;8;3;3.36;;;;1;1;1.25
REA;2013;060781200;060000635;SURVADU;9;3285;357;;;2517;;;;;7;0.1;;;4.5;4;1;;4;1;4.5;;4;0.1;;;
REA;2013;060785003;060785011;AUTSI;6;2190;0;;;0;;;3;;;0.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2013;060785003;060785011;REAADU;8;2920;413;422;18;2592;11;20;0;7;0;0;0;0;16.49;15;3;0;11;2;12.34;0;0;0;0;0;0.1
REA;2013;060785003;060785011;SITOT;16;5840;1557;;;5023;;;;;;;;;;;;;;;;;;;;;
REA;2013;060785003;060785011;SURVADU;16;5829;1221;;;4519;;;15;;2;3.03;3;0;34.16;32;4;0.93;26;2;27.78;0;0;0;2;10;3.29
REA;2013;060785003;060785011;USIC;10;3650;1557;;;5023;;;4;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2013;060785219;060001468;SITOT;12;4380;1810;;;5160;;;;;;;;;;;;;;;;;;;;;
REA;2013;060785219;060001468;SURVADU;6;2190;341;;;596;;;2;;;0.5;2;;4.8;6;;0.2;3;1;2.5;1;;0.1;;;
REA;2013;060785219;060001468;USIC;12;4380;1810;;;5160;;;2;;;1.5;2;;6.5;10;1;0.8;6;1;5.8;1;;0.1;;;
REA;2013;060789195;060785011;AUTSI;3;444;122;;;3385;;;4;;;2.17;2;;18.59;17;3;1.2;15;2;16.33;;;;2;8;4.78
REA;2013;060789195;060785011;REAADU;14;5110;737;786;56;5106;19;46;7;13;0;4.88;2;;33.34;30;6;1.2;22;4;23.17;;;;1;12;7.07
REA;2013;060789195;060785011;SITOT;3;444;122;;;3385;;;;;;;;;;;;;;;;;;;;;
REA;2013;060789195;060785011;SURVADU;19;6230;1358;;;3892;;;3;;;1.23;;1;8.34;7;3;0.4;10;;10.17;;;;1;1;0.97
REA;2013;060789195;060785011;SURVENF;10;1840;223;;;955;;;;;;;7;2;1.92;2;1;7.76;11;;11.07;;;;0;8;6.47
REA;2013;060791811;750826638;REAADU;8;2920;258;265;7;2507;69;;3;62;3;3.58;14;6;;;;14.8;9;3;7.18;1;;0.35;;5;2.68
REA;2013;060791811;750826638;SURVADU;10;3650;410;;;3193;;;1;;;1;9;4;;;;7.59;9;2;7.65;1;;0.15;;5;2.67
REA;2013;060794013;060790797;REAADU;8;2920;905;930;41;3234;17;26;;23;;;1;;16;16;1;1;9;;9;;;;;;
REA;2013;060794013;060790797;SITOT;8;2920;776;;;3244;;;;;;;;;;;;;;;;;;;;;
REA;2013;060794013;060790797;SURVADU;28;10220;2873;;;10278;;;;;;;;1;9.5;;19;0.58;;12;6.96;;;;;;
REA;2013;060794013;060790797;USIC;8;2920;776;;;3244;;;;;;;;;8.3;7;2;;4;1;4.5;;;;;;
REA;2013;060800166;060780608;SURVADU;15;5475;897;;;4640;;;10;;;1;7;;;;;6.5;7;;6;;5;0.1;;1;0.5
REA;2013;070000013;070002878;SURVADU;4;1460;375;;;1017;;;2;;;1.04;1;;11.42;10;5;0.2;8;1;6.59;;;;;1;0.48
REA;2013;070000179;070780358;REAADU;8;2920;378;409;21;3131;8;38;4;33;0;3.4;1;0;22.57;13;13;1;7;12;16.12;1;0;0.5;3;2;3.09
REA;2013;070000179;070780358;SURVADU;4;1460;414;;;2412;;;1;;0;0.6;1;0;6.35;4;3;0.01;3;0;3.16;0;0;0;1;1;0.32
REA;2013;070000609;070005566;SURVADU;8;2920;530;;;2008;;;0;;0;0;0;0;13.22;11;4;0;11;0;9.62;0;0;0;1;0;0.62
REA;2013;070780168;070000088;SURVADU;5;1285;54;;;420;;;2;;3;3.5;;;;;;;;;;;;;;;
REA;2013;070780408;070000229;SURVADU;4;1372;150;;;737;;;2;;;0.3;;;2;2;;;;;;;;;;;
REA;2013;070780424;070000245;SURVADU;18;6570;1253;;;5870;;;;;;;;2;16.35;14;5;1;12;4;14.87;;;;2;2;3.13
REA;2013;080000110;080000037;AUTSI;4;1460;230;;;957;;;5;;0;5;;;10.6;9;2;;3;;3;;;;;;
REA;2013;080000110;080000037;SITOT;12;4380;711;;;3474;;;;;;;;;;;;;;;;;;;;;
REA;2013;080000110;080000037;USIC;8;2920;481;;;2517;;;2;;2;3.2;;;5.5;5;1;;3;0;3;;;;;;
REA;2013;080000219;080001969;SURVADU;6;2190;571;;;1577;;;;;4;0.1;0;0;0;0;0;0;;1;0.25;0;0;0;1;0;0.25
REA;2013;080000425;080000615;AUTSI;1;365;52;;;299;;;4;;;0.2;;;;;;;;;;;;;;;
REA;2013;080000425;080000615;REAADU;12;4380;422;433;15;3239;5;45;6;20;1;4.09;1;;25.93;22;5;1;12;3;14.57;;;;2;1;1.53
REA;2013;080000425;080000615;SITOT;9;3285;582;;;3081;;;;;;;;;;;;;;;;;;;;;
REA;2013;080000425;080000615;SURVADU;4;1460;194;;;1178;;;9;;1;1.32;;;;;;;5;3;6.29;;;;2;;0.88
REA;2013;080000425;080000615;USIC;8;2920;530;;;2782;;;3;;;0.72;;1;16.38;10;8;0.5;8;7;13.06;;;;;;
REA;2013;080010473;080010242;SURVADU;6;2190;282;;;1096;;;;;;;1;;6;6;;0.5;3;1;3.8;;;;;;
REA;2013;090000175;090781774;REAADU;8;2920;335;344;15;3449;6;;6;36;2;3.01;1;;17.93;21;8;0.67;20;4;14.48;;;;3;5;1.02
REA;2013;090000175;090781774;SURVADU;4;1460;76;;;328;;;6;;2;1.5;1;;8.96;21;8;0.33;20;4;7.24;;;;3;5;0.5
REA;2013;090000183;090781816;AUTSI;6;2190;139;;;1775;;;1;;;1;1;;5.61;6;;0.1;6;;6;2;;1.3;1;3;2.3
REA;2013;090000183;090781816;SITOT;6;2190;139;;;1775;;;;;;;;;;;;;;;;;;;;;
REA;2013;090000183;090781816;SURVADU;4;1460;310;;;1328;;;1;;;1;;;6.53;7;;;6;;6;;;;;2;2
REA;2013;100000090;100000017;REAADU;12;4380;475;493;30;3429;8;44;5;17;;3.98;1;;27.75;33;2;1.58;26;1;20.12;;;;;4;3.11
REA;2013;100000090;100000017;SITOT;14;5110;1188;;;3685;;;;;;;;;;;;;;;;;;;;;
REA;2013;100000090;100000017;SURVADU;6;2190;386;;;1617;;;5;;;1.75;;;7.46;33;2;;26;1;5.18;;;;0;4;0.95
REA;2013;100000090;100000017;USIC;14;5110;1188;;;3685;;;7;;;1.67;1;;19.15;16;5;1;10;2;11.05;;;;;2;1.92
REA;2013;100000124;100009075;SURVADU;12;4380;610;;;2877;;;12;;;0.3;1;;14;18;;1;18;;14;5;;3;;3;2
REA;2013;100000199;100006279;SURVADU;6;2190;390;;;2191;;;3;;;1.2;;;;;;;;;;;;;;;
REA;2013;100002351;100000561;SURVADU;8;2920;403;;;2683;;;;;;;;;;;;;;;;;;;;;
REA;2013;110000023;110780061;REAADU;8;2920;288;297;12;2766;2;52;6;17;;6.05;1;;29.87;25;2;0.9;24;2;24.26;10;;1.3;;;
REA;2013;110000023;110780061;SITOT;10;3650;1196;;;3274;;;;;;;;;;;;;;;;;;;;;
REA;2013;110000023;110780061;SIUNV;4;1460;498;;;1480;;;4;;1;0.7;1;;5.34;5;1;0.27;6;1;5.34;10;;0.3;1;;0.09
REA;2013;110000023;110780061;SURVADU;6;2190;278;;;1501;;;;;;;;;;;;;;;;10;;0.6;;;
REA;2013;110000023;110780061;USIC;6;2190;698;;;1794;;;6;;;1.17;;1;8.85;9;;0.36;6;;6;;;;;;
REA;2013;110000056;110780137;AUTSI;2;368;50;;;279;;;4;;2;0.23;;;0.55;7;1;;7;1;0.5;;;;;1;0.16
REA;2013;110000056;110780137;REAADU;8;2920;294;304;10;2477;5;;4;14;2;3.73;1;;15.06;18;7;0.67;15;2;11.33;;;;;1;0.67
REA;2013;110000056;110780137;SITOT;8;2558;617;;;1937;;;;;;;;;;;;;;;;;;;;;
REA;2013;110000056;110780137;SURVADU;4;1431;717;;;2280;;;4;;2;1.87;1;;7.53;18;7;0.33;15;2;7.67;;;;;1;0.33
REA;2013;110000056;110780137;USIC;6;2190;567;;;1658;;;4;;1;0.84;;;8.08;7;1;;5;2;6.5;;;;;;
REA;2013;110780228;110000114;SURVADU;7;2555;594;;;2335;;;7;;;7;;1;6.5;6;1;0.5;5;;5;;;;;;
REA;2013;110780483;110000155;SURVADU;8;2920;471;;;2320;;;;;;;8;1;;;;8.18;7;1;7.3;;;;;;
REA;2013;120000039;120780044;REAADU;11;3485;674;699;64;2655;9;;6;30;1;6.4;;;22.67;20;7;;16;;12.44;1;;0.7;2;1;2.67
REA;2013;120000039;120780044;SITOT;12;4380;878;;;3727;;;;;;;;;;;;;;;;;;;;;
REA;2013;120000039;120780044;SIUNV;4;1460;224;;;1602;;;2;;;2;;;;;;;;;;;;;;;
REA;2013;120000039;120780044;SURVADU;4;1460;104;;;575;;;;;;;;;10.1;10;;;;;0.6;;;;;;
REA;2013;120000039;120780044;USIC;8;2920;654;;;2125;;;6;;;5;;;12.39;16;3;;8;2;8.03;;;0.3;;1;2.31
REA;2013;120000054;120780069;SURVADU;6;2190;502;;;2074;;;0;;2;1.63;1;0;12.59;12;4;0.5;2;6;6.07;0;0;0;0;0;0
REA;2013;120000070;120780085;SURVADU;4;1460;235;;;1041;;;1;;;1;;1;6;6;;0.5;6;;6;;;;;;
REA;2013;120004569;120004528;SURVADU;5;1825;291;;;1236;;;1;;2;1.2;1;;7.97;9;;0.5;5;;5;;;;;1;1
REA;2013;120004668;120004619;SURVADU;4;1460;175;;;1341;;;2;;;0.59;1;1;6.26;8;4;0.75;5;2;6.35;;;;;1;0.3
REA;2013;130000409;130041916;AUTSI;;;37;;;729;;;;;;;;;;;;;;;;;;;;;
REA;2013;130000409;130041916;REAADU;12;4380;307;314;12;4376;2;42;10;15;;4.62;1;;28.62;26;6;1;18;3;19.63;2;1;0.73;;2;1
REA;2013;130000409;130041916;SITOT;14;5110;1685;;;4607;;;;;;;;;;;;;;;;;;;;;
REA;2013;130000409;130041916;SIUNV;2;730;310;;;357;;;8;;1;3.71;;;0.63;5;;;5;;0.63;;;;;5;0.33
REA;2013;130000409;130041916;SURVADU;12;4380;1310;;;3897;;;10;;;;;;16.49;13;2;;10;2;12.33;;;;;2;1
REA;2013;130000409;130041916;SURVENF;4;1460;514;;;1318;;;6;;3;1.04;3;1;1.61;1;;1.58;3;1;1.61;3;1;1.61;;4;1.14
REA;2013;130000409;130041916;USIC;12;4380;1338;;;3521;;;7;;1;1.48;1;;17.52;13;4;0.19;7;3;9.4;;;;;5;1.79
REA;2013;130000565;130781446;REAADU;8;2920;338;349;12;2539;10;;11;28;3;5.39;1;;22.44;19;4;1;13;2;14.1;;;;3;4;6.12
REA;2013;130000565;130781446;SURVADU;4;1460;206;;;980;;;;;;;;;4;4;;;5;;5;;;;;;
REA;2013;130001225;130782634;REAADU;8;2920;339;344;13;2969;8;48;0;31;4;3.3;0;1;17.3;9;9;0.5;6;6;10.5;0;0;0;1;2;2.5
REA;2013;130001225;130782634;SURVADU;4;1460;281;;;1108;;;0;;2;1.7;0;1;8.6;4;5;0.3;3;3;5.3;0;0;0;1;1;1.3
REA;2013;130001647;130784127;AUTSI;24;8760;521;;;8674;;;;;;;;;;;;;;;;;;;;;
REA;2013;130001647;130784127;REAADU;8;2920;352;387;49;2396;12;;2;4;;2;2;;37.79;39;2;2;14;;13.08;3;;3;2;7;8.21
REA;2013;130001647;130784127;SITOT;24;8760;521;;;8674;;;;;;;;;;;;;;;;;;;;;
REA;2013;130001647;130784127;SURVADU;7;2555;551;;;2180;;;2;;;2;;;;;;;;;;;;;;;
REA;2013;130002215;130785512;SURVADU;6;2190;250;;;1746;;;4;;1;4.5;;;7.16;7;1;;5;;5;;;;1;;0.5
REA;2013;130002827;130789274;REAADU;8;2920;321;328;10;2267;5;48;2;24;5;4.7;;;19.74;15;5;;10;1;10.28;;;;;3;2.85
REA;2013;130002827;130789274;SITOT;6;2190;599;;;1632;;;;;;;;;;;;;;;;;;;;;
REA;2013;130002827;130789274;USIC;6;2190;599;;;1632;;;4;;2;1.83;;;9.68;8;2;;7;;5.71;;;;;1;1
REA;2013;130002835;130789316;REAADU;8;2920;375;388;12;3723;7;;6;23;0;4.5;1;1;19.64;20;12;0.74;13;9;13.1;0;0;0;5;3;4
REA;2013;130002835;130789316;SITOT;6;1618;408;;;1207;;;;;;;;;;;;;;;;;;;;;
REA;2013;130002835;130789316;SURVADU;4;1460;75;;;288;;;6;;0;1.5;0;1;6.3;20;12;0.18;13;9;6.3;0;0;0;5;3;2.63
REA;2013;130002835;130789316;USIC;6;1618;408;;;1207;;;5;;5;5.8;;;6.24;9;15;;6;9;3.14;0;0;0;4;6;2.42
REA;2013;130037922;130037823;REAADU;10;3650;215;238;4;3377;33;;;30;2;2;;1;22;22;;0.5;9;3;10.78;;;;1;;0.5
REA;2013;130037922;130037823;SURVADU;6;2190;280;;;1615;;;;;3;1;;1;4;4;;0.5;3;;3;;;;1;;0.5
REA;2013;130042096;130042062;SITOT;16;4380;1345;;;4707;;;;;;;;;;;;;;;;;;;;;
REA;2013;130042096;130042062;USIC;16;4380;1345;;;4707;;;1;;;1;;1;8.77;9;1;1;7;1;7.73;;;;;;
REA;2013;130043664;130002157;REAADU;15;1830;93;94;2;1110;32;;1;18;;1;1;;42.75;55;1;0.55;26;;21.57;;;;;15;13.17
REA;2013;130043664;130002157;SURVADU;11;1342;217;;;989;;;;;;;;;;;;;;;;;;;;;
REA;2013;130780521;130786049;REAADU;15;5441;1123;1224;86;9989;11;;23;9;1;13.25;11;;83.85;82;7;10.39;45;7;48.06;;;;3;21;21.71
REA;2013;130780521;130786049;REAENF;3;1095;303;333;16;2012;26;;5;;1;2.7;12;6;4.8;12;2;7.38;4;1;2.59;;;;;4;4.15
REA;2013;130780521;130786049;SITOT;12;3740;2222;;;2472;;;;;;;;;;;;;;;;;;;;;
REA;2013;130780521;130786049;SURVADU;15;5332;910;;;4351;;;5;;0;0.84;1;;29.34;29;4;1.94;22;6;21.69;;;;;5;2.94
REA;2013;130780521;130786049;USIC;12;3740;2222;;;2472;;;5;;0;2.33;;;;;;;;;;;;;;;
REA;2013;130781370;130000532;SURVADU;5;1825;66;;;452;;;4;;;4;1;;5.86;9;1;1;7;2;5.86;;;;;4;4
REA;2013;130781479;130000599;REAADU;10;3650;394;424;19;2888;12;;6;32;;6;8;;;;;8;;;;;1;0.35;1;;0.5
REA;2013;130781479;130000599;SITOT;8;2920;973;;;2479;;;;;;;;;;;;;;;;;;;;;
REA;2013;130781479;130000599;SURVADU;32;11680;1599;;;9923;;;11;;;11;8;;;;;8;8;;8;;3;1;;2;1
REA;2013;130781479;130000599;USIC;8;2920;973;;;2479;;;5;;;5;8;;;;;8;;;;;1;0.35;1;;0.5
REA;2013;130782071;130002454;SURVADU;6;2190;301;;;1576;;;;;;;;1;5;4;2;0.3;;;;;;;;;
REA;2013;130782147;130000979;SITOT;6;2190;618;;;1752;;;;;;;;;;;;;;;;;;;;;
