BOR;AN;FI;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;EFFPL_MED;pct80;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFNS;EFFPL_INFNS;EFFPA_INFNS;ETP_INFSP;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPA_APNM;EFFPL_APNM;ETP_APNM
REA;2013;590000691;590782439;SURVADU;6;2190;558;;;1756;;;2;;3;1.6;0;1;9.24;8;2;0.3;5;0;5;0;0;;1;;0.05
REA;2013;590000758;590782637;REAADU;8;2920;261;266;21;2243;30;56;2;23;1;2.94;;1;24.9;18;9;0.5;10;3;12.4;;;;2;2;3.55
REA;2013;590000758;590782637;SURVADU;6;2190;303;;;1626;;;2;;;2;;1;4.8;4;1;0.5;6;1;6.5;;;;;;
REA;2013;590001004;590783239;REAADU;10;3650;396;415;30;2918;31;46;5;13;;4.17;;;;;;;;;;;;;;;
REA;2013;590001004;590783239;SITOT;8;2920;719;;;2126;;;;;;;;;;;;;;;;;;;;;
REA;2013;590001004;590783239;SURVADU;10;3650;734;;;2285;;;;;;2;;;;;;;;;;;;;;;
REA;2013;590001004;590783239;SURVENF;4;1460;331;;;750;;;;;;1;;;;;;;;;;;;;;;
REA;2013;590001004;590783239;USIC;8;2920;719;;;2126;;;;;;1;;;;;;;;;;;;;;;
REA;2013;590006607;590780193;AUTSI;4;1460;45;;;1234;;;;;;;2;1;2.92;2;1;3.59;2;0;2.59;;;;1;0;1.05
REA;2013;590006607;590780193;REAADU;;;639;673;43;2851;21;;;0;;;;;;;;;;;;;;;;;
REA;2013;590006607;590780193;REAENF;14;5110;0;0;0;0;0;;;;;;14;7;14.78;14;2;20.77;16;4;19.64;;;;6;5;9.56
REA;2013;590006607;590780193;SITOT;4;1460;45;;;1234;;;;;;;;;;;;;;;;;;;;;
REA;2013;590006607;590780193;SURVENF;32;11646;1024;;;7320;;;;;;;7;10;9.73;6;3;14.91;11;4;14.47;;;;3;1;3.63
REA;2013;590006896;590000519;SURVADU;6;2190;96;;;573;;;3;;;3;3;;;;;2.95;2;;1.8;;;;;3;3
REA;2013;590008041;590008033;AUTSI;13;4745;586;;;3535;;;;;;;;;12;12;;;8;;7.2;;;;;;
REA;2013;590008041;590008033;SITOT;21;7665;1119;;;5735;;;;;;;;;;;;;;;;;;;;;
REA;2013;590008041;590008033;SURVADU;12;4380;427;;;3622;;;;;;;;;5.8;6;;;5;;4.8;;;;;;
REA;2013;590008041;590008033;USIC;8;2920;533;;;2200;;;;;;;;;8.15;9;;;9;;8.15;;;;;;
REA;2013;590052056;590051801;SURVADU;6;2190;130;;;571;;;;;;;;;;;;;;;;;;;;;
REA;2013;590780268;590053955;AUTSI;12;4380;1037;;;3455;;;85;;;;1;1;23.9;22;3;1.5;;;;;;;;;
REA;2013;590780268;590053955;REAADU;10;3650;743;766;8;2714;11;;18;16;3;;1;;21.6;21;1;1;11;;11;;;;;;
REA;2013;590780268;590053955;SITOT;20;7300;2638;;;8798;;;;;;;;;;;;;;;;;;;;;
REA;2013;590780268;590053955;SURVADU;16;5840;1478;;;7875;;;81;;;;1;;24.7;21;5;1;11;;11;;;;;;
REA;2013;590780268;590053955;USIC;8;2920;1601;;;5343;;;23;;;;1;;11.3;9;3;1;8;;8;;;;;;
REA;2013;590780284;590051801;REAADU;12;4380;296;308;11;4092;28;;6;23;;6.78;1;;22.92;20;4;1;14;11;16.22;;;;1;3;2.37
REA;2013;590780284;590051801;SITOT;14;5110;1138;;;4608;;;;;;;;;;;;;;;;;;;;;
REA;2013;590780284;590051801;SIUNV;6;2190;684;;;1966;;;;;;;;;;;;;;;;;;;;;
REA;2013;590780284;590051801;USIC;8;2920;454;;;2642;;;;;2;1.24;1;;15.44;11;5;0.96;5;5;6.02;;;;1;3;3.3
REA;2013;590780383;590000204;AUTSI;;;289;;;1362;;;;;;;;;;;;;;;;;;;;;
REA;2013;590780383;590000204;SITOT;10;6570;923;;;4659;;;;;;;;;;;;;;;;;;;;;
REA;2013;590780383;590000204;SURVADU;12;8395;611;;;3670;;;4;;;4;;;;;;;;;;;;;;;
REA;2013;590780383;590000204;USIC;10;6570;634;;;3297;;;24;;;24;;;;;;;;;;;;;;;
REA;2013;590781951;590053955;SURVADU;6;2190;179;;;1028;;;7;;;;1;;7;7;;1;4;;4;;;;5;;
REA;2013;590782298;590000675;SURVADU;10;3650;583;;;3375;;;;;4;0.1;;1;7;7;;0.5;7;;7;;;;;;
REA;2013;590782553;590000741;SITOT;8;2920;797;;;2424;;;;;;;;;;;;;;;;;;;;;
REA;2013;590782553;590000741;SURVADU;8;2920;506;;;3111;;;29;;;;1;;12.11;9;3;1;6;2;6.79;;;;;;
REA;2013;590782553;590000741;USIC;8;2920;797;;;2424;;;16;;;;1;;10;10;;1;7;2;7.46;;;;;;
REA;2013;590784864;590780193;AUTSI;6;2114;458;;;2057;;;;;;1.27;0;0;13.58;10;4;0.6;5;4;9.09;;;;;;
REA;2013;590784864;590780193;REAADU;;;1;1;0;2;0;;;0;;;;;;;;;;;;;;;;;
REA;2013;590784864;590780193;SITOT;6;2114;458;;;2057;;;;;;;;;;;;;;;;;;;;;
REA;2013;590785374;620001834;SURVADU;6;2190;270;;;1567;;;7;;;0.3;;;;;;;;;;;;;;;
REA;2013;590787586;590780193;AUTSI;5;1160;536;;;634;;;;;;0.63;;;9.88;8;2;;6;;3.78;;;;;;0.45
REA;2013;590787586;590780193;REAADU;14;4580;1256;1370;33;4688;7;;;14;;1.96;1;0;37.13;37;2;1.2;15;4;20.44;2;;2;2;3;5.13
REA;2013;590787586;590780193;SITOT;25;8116;2475;;;7167;;;;;;;;;;;;;;;;;;;;;
REA;2013;590787586;590780193;SURVADU;6;1646;477;;;848;;;;;;0.32;;;7.26;4;3;;5;2;6.41;;;;;;
REA;2013;590787586;590780193;USIC;20;6956;1939;;;6533;;;8;;;3.09;1;;39.8;15;38;1.62;10;38;35.21;1;;1;4;;4.1
REA;2013;590788964;590001756;SURVADU;6;2190;160;;;1375;;;2;;;2;1;;6;6;;1;5;;5;;;;;;
REA;2013;590796975;590780193;AUTSI;30;8789;6830;;;7284;;;1;;;6.37;2;;68.63;58;16;2.12;38;9;41.68;;1;0.5;4;6;7.56
REA;2013;590796975;590780193;REAADU;68;24267;1714;1812;66;24439;6;;21;5;;15.14;4;3;175.31;141;47;5.68;95;33;120.38;6;1;7.46;7;15;22.28
REA;2013;590796975;590780193;SITOT;38;11709;7768;;;9878;;;;;;;;;;;;;;;;;;;;;
REA;2013;590796975;590780193;SIUNV;8;2920;938;;;2594;;;1;;;1.26;;;4;4;0;;4;;4;;;;1;;0.8
REA;2013;590796975;590780193;SURVADU;36;12204;2725;;;10323;;;;;;3.9;;1;43.21;42;2;1.23;33;4;31.26;2;1;1.23;2;4;4.8
REA;2013;590797353;590051801;AUTSI;3;1095;18;;;337;;;;;;;;;;;;;;;;;;;;;
REA;2013;590797353;590051801;SITOT;3;1095;18;;;337;;;;;;;;;;;;;;;;;;;;;
REA;2013;590801106;590782421;AUTSI;4;1307;65;;;1212;;;3;;1;3.5;;;4;4;;;;;;;;;;;
REA;2013;590801106;590782421;REAADU;25;9125;859;903;77;6372;10;40;;20;;;1;1;46.27;39;10;1.81;26;6;30.21;;;;2;4;5.4
REA;2013;590801106;590782421;SITOT;22;7628;1510;;;6450;;;;;;;;;;;;;;;;;;;;;
REA;2013;590801106;590782421;SIUNV;6;2190;633;;;1885;;;;;;;;;4;4;;;;11;10.6;;;;;2;2
REA;2013;590801106;590782421;SURVENF;4;1460;409;;;802;;;;;;;8;11;8.68;6;5;14.45;;;;;;;13;15;24.08
REA;2013;590801106;590782421;USIC;12;4131;812;;;3353;;;1;;1;1.5;;;;;;;;;;;;;;;
REA;2013;590804696;590781902;REAADU;16;5399;472;498;35;4811;20;44;7;14;;7;1;;34.2;33;5;0.15;19;5;22.03;1;;0.7;4;3;4.38
REA;2013;590804696;590781902;SITOT;10;3650;772;;;3187;;;;;;;;;;;;;;;;;;;;;
REA;2013;590804696;590781902;SIUNV;4;1460;263;;;1131;;;1;;;1;1;;6;12;;0.25;7;2;4.84;;;;5;;1.26
REA;2013;590804696;590781902;SURVADU;6;1460;100;;;1105;;;1;;;0.6;;;5.82;4;1;;2;;2.25;;;;;2;1.6
REA;2013;590804696;590781902;USIC;6;2190;509;;;2056;;;1;;1;2;;;6.66;6;2;;3;3;5.2;;;;;2;1.31
REA;2013;590811279;590780193;AUTSI;49;17356;2058;;;13924;;;1;;2;2.92;2;2;71.51;54;19;3.12;51;15;58.96;;;;4;6;8.71
REA;2013;590811279;590780193;REAADU;16;5840;346;371;10;5579;29;;6;10;;4.84;4;;39.24;39;3;4.04;21;4;24.54;;;;1;2;3
REA;2013;590811279;590780193;SITOT;49;17356;2058;;;13924;;;;;;;;;;;;;;;;;;;;;
REA;2013;590811279;590780193;SURVADU;22;7094;814;;;6235;;;;;;1.8;;;23.68;22;5;0.82;17;7;20.8;;;;;3;2.8
REA;2013;590813382;590000386;SURVADU;6;2190;165;;;588;;;;;;;;;2.9;2;2;;2;2;2.9;;;;;;
REA;2013;590815056;590005492;SURVADU;6;2190;81;;;351;;;;;3;0.1;;;1;1;;;1;;1;;;;;;
REA;2013;590816310;590000048;SURVADU;6;2190;377;;;2872;;;39;;;39;;;8.2;9;;;5;;4.36;;11;1;;;
REA;2013;590817458;590053955;SURVADU;6;2190;196;;;1237;;;1;;5;;;;4;4;;;4;;4;;;;;;
REA;2013;600000053;600101984;REAADU;6;2278;211;213;8;2037;9;45;8;25;5;6.55;1;0;12.62;10;4;0.3;10;0;8.93;0;0;0;0;3;2.1
REA;2013;600000053;600101984;SURVADU;2;642;4;;;23;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2013;600000194;600100713;REAADU;11;4015;2149;2291;1391;4047;2;;6;25;1;6.5;;;24.66;3;29;;2;22;16.98;;;;2;3;4.2
REA;2013;600000194;600100713;SITOT;12;4380;985;;;3297;;;;;;;;;;;;;;;;;;;;;
REA;2013;600000194;600100713;SIUNV;4;1460;344;;;735;;;;;;;;1;4.6;3;2;0.1;;;;;;;;;
REA;2013;600000194;600100713;SURVADU;6;2190;403;;;1473;;;;;;;;;6.32;1;30;;;21;5.48;;;;2;;0.83
REA;2013;600000194;600100713;USIC;8;2920;641;;;2562;;;4;;0;4;1;;11.46;;15;1;;14;9.57;;;;5;;1.33
REA;2013;600000467;600101984;REAADU;9;4182;355;361;27;3476;6;49;5;17;2;5.6;1;0;26.41;22;4;1.33;12;2;19.27;0;0;0;0;1;3
REA;2013;600000467;600101984;SITOT;12;4360;1018;;;2941;;;;;;;;;;;;;;;;;;;;;
REA;2013;600000467;600101984;SIUNV;4;1440;188;;;799;;;3;;1;0.72;0;0;1.43;4;0;0;4;0;2.75;0;0;0;0;0;0
REA;2013;600000467;600101984;SURVADU;6;1230;156;;;886;;;1;;0;0.2;0;0;3;3;0;0;5;0;5;0;0;0;0;0;0
REA;2013;600000467;600101984;SURVENF;6;2190;332;;;1577;;;2;;0;2;0;0;2.75;3;0;0;3;0;3;0;0;0;0;0;0
REA;2013;600000467;600101984;USIC;8;2920;830;;;2142;;;10;;1;3.28;0;0;15.08;11;5;0;9;1;10.45;0;0;0;0;3;0.5
REA;2013;600100168;600106629;SURVADU;4;1460;85;;;596;;;;;;;;;;;;;;;;;;;;;
REA;2013;600100754;600000228;AUTSI;8;2920;85;;;144;;;21;;;2;2;2;;;;3.26;2;1;2.22;;;;1;;0.26
REA;2013;600100754;600000228;SITOT;8;2920;85;;;144;;;;;;;;;;;;;;;;;;;;;
REA;2013;600100754;600000228;SURVADU;12;4380;365;;;1445;;;22;;;6;2;2;;;;2.57;1;1;1.78;;;;1;;0.33
REA;2013;600110175;600001234;SURVADU;6;2190;222;;;1599;;;3;;;3;1;;5.5;6;;0.2;2;;1.67;1;;0.1;;1;0.2
REA;2013;600113476;600100721;AUTSI;2;508;64;;;527;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2013;600113476;600100721;REAADU;10;4022;426;464;23;3912;7;44;5;20;1;4.99;1;0;32.37;34;5;1.07;20;8;20.35;0;0;0;0;5;3.88
REA;2013;600113476;600100721;SITOT;13;4294;1230;;;3878;;;;;;;;;;;;;;;;;;;;;
REA;2013;600113476;600100721;SIUNV;4;1292;466;;;1219;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2013;600113476;600100721;SURVADU;5;771;265;;;969;;;0;;0;0;0;0;0.68;2;0;0;1;0;0.17;0;0;0;0;0;0
REA;2013;600113476;600100721;USIC;7;2494;700;;;2132;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2013;610000044;610780074;SURVADU;4;1460;170;;;769;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2013;610000051;610780082;REAADU;8;2920;275;281;9;2814;7;48;5;29;1;5.4;1;0;25.9;25;3;1.11;14;2;16.55;0;0;0;0;2;3.29
REA;2013;610000051;610780082;SITOT;8;744;151;;;494;;;;;;;;;;;;;;;;;;;;;
REA;2013;610000051;610780082;SURVADU;4;2548;1598;;;2254;;;;;;;1;;5.71;33;3;;18;3;2.69;;;;;;
REA;2013;610000051;610780082;USIC;8;744;151;;;494;;;4;;1;4.4;0;1;9.53;15;4;0.25;14;4;9.53;;;0.16;2;2;0.47
REA;2013;610000069;610780090;SURVADU;4;1460;463;;;857;;;1;;;1;;;2;2;;;1;;1;;;;;;
REA;2013;610000119;610780165;REAADU;8;2920;293;300;12;2856;25;;6;28;1;5.78;1;0;22.46;19;4;1;14;2;15.28;0;1;0.29;1;1;0.94
REA;2013;610000119;610780165;SURVADU;4;1460;126;;;415;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2013;610006421;610006413;SURVADU;4;1460;46;;;237;;;0;;1;0.1;;;;;;;;;;;;;;;
REA;2013;610780199;610000135;SURVADU;4;1460;250;;;1413;;;2;;;2;1;;7.44;8;2;1;4;;3.07;;;;;;
REA;2013;620000026;620003814;AUTSI;12;4380;140;;;3958;;;4;;2;4.95;;;19.57;19;1;;11;8;14.75;2;;2;1;2;2.29
REA;2013;620000026;620003814;SITOT;12;4380;140;;;3958;;;;;;;;;;;;;;;;;;;;;
REA;2013;620000026;620003814;SURVADU;0;1904;552;;;1062;;;;;;1.3;;;9.53;;;0.51;;;8.84;;;;;;2.34
REA;2013;620000034;620100057;REAADU;10;3650;400;407;26;2948;16;;3;12;;3.2;1;;22;21;2;1;10;4;13.1;;1;0.8;;1;1
REA;2013;620000034;620100057;SITOT;11;4015;955;;;3025;;;;;;;;;;;;;;;;;;;;;
REA;2013;620000034;620100057;SIUNV;5;1825;513;;;1314;;;;;4;0.6;1;;15.68;13;3;1;13;2;13.8;;;;2;;0.75
REA;2013;620000034;620100057;SURVADU;10;3650;843;;;3915;;;1;;5;3.9;;1;16.8;16;1;0.8;8;2;9.6;;;;;1;1
REA;2013;620000034;620100057;SURVENF;4;1460;309;;;747;;;;;6;0.5;1;5;2;2;;4.14;2;1;2.8;;;;;;
REA;2013;620000034;620100057;USIC;6;2190;442;;;1711;;;;;3;1;;1;6.4;4;3;0.5;4;;4;;;;1;;0.2
REA;2013;620000224;620100651;AUTSI;6;2190;295;;;1798;;;5;;;5;;1;6.2;;14;0.5;;12;5.7;;;;;;
REA;2013;620000224;620100651;REAADU;11;4015;278;292;6;3715;11;;5;12;1;5.01;26;;;;;23.16;10;5;12.85;;;;;3;3.18
REA;2013;620000224;620100651;SITOT;22;8030;1492;;;7074;;;;;;;;;;;;;;;;;;;;;
REA;2013;620000224;620100651;SIUNV;8;2920;537;;;2846;;;5;;;5;;1;10.4;;13;0.5;;17;7;;;;;;
REA;2013;620000224;620100651;SURVADU;6;1800;584;;;1486;;;0;;;;4;;;;;4.27;6;;4.98;;;;;;
REA;2013;620000224;620100651;USIC;8;2920;660;;;2430;;;8;;;7.6;;1;11.35;4;9;0.5;5;1;4.5;;;;;;
REA;2013;620000257;620100685;AUTSI;4;1460;47;;;1114;;;;;;;;;6.1;6;1;;6;1;6.4;;;;;;
REA;2013;620000257;620100685;REAADU;15;5475;902;941;33;4872;3;;7;11;1;7.61;2;0;37.11;33;5;2;25;;25.25;1;;0.93;;4;3.53
REA;2013;620000257;620100685;SITOT;19;6935;1656;;;5408;;;;;;;;;;;;;;;;;;;;;
REA;2013;620000257;620100685;SIUNV;7;2555;838;;;1918;;;1;;;1;;;9.9;9;1;;9;1;9.9;;;;;;
REA;2013;620000257;620100685;SURVADU;12;4380;785;;;3059;;;;;;;1;;19.3;18;4;1.67;12;1;12.79;1;;0.5;;1;1.03
REA;2013;620000257;620100685;SURVENF;4;1460;429;;;1238;;;;;;;;;3.02;3;;0.26;;;;;;;;;
REA;2013;620000257;620100685;USIC;8;2920;771;;;2376;;;;;;;1;0;12.14;13;0;0.5;7;;7;1;;0.04;;;
REA;2013;620000323;620101337;REAADU;12;4380;313;319;8;3311;8;46;6;18;;6;2;;34.17;36;;1.25;23;1;23.11;;;;;2;2
REA;2013;620000323;620101337;SITOT;12;4380;772;;;4278;;;;;;;;;;;;;;;;;;;;;
REA;2013;620000323;620101337;SIUNV;6;2190;353;;;1691;;;2;;;1.5;;;;;;;;;;;;;;;
REA;2013;620000323;620101337;SURVADU;15;5112;801;;;3836;;;1;;;1;;;4.75;4;;0.25;5;;5.33;;;;;;
REA;2013;620000323;620101337;SURVENF;4;1460;386;;;1320;;;2;;;1.25;;;;;;;;;;;;;;;
REA;2013;620000323;620101337;USIC;6;2190;419;;;2587;;;2;;;1.5;1;;13.64;7;9;1;7;5;12.17;;;;;;
REA;2013;620000349;620101360;REAADU;8;2920;287;293;13;2000;0;;4;23;1;4.6;1;;19.34;15;5;0.5;8;4;11.43;1;;0.45;;2;1.6
REA;2013;620000349;620101360;SITOT;6;2190;474;;;1678;;;;;;;;;;;;;;;;;;;;;
REA;2013;620000349;620101360;SURVADU;6;2190;349;;;1684;;;;;1;0.6;1;;9.71;8;2;0.5;7;;7;1;;0.4;2;;1.66
REA;2013;620000349;620101360;USIC;6;2190;474;;;1678;;;;;5;1.5;1;;8.71;6;3;0.3;5;2;6.71;;;;;1;0.4
REA;2013;620000653;620103440;AUTSI;;;61;;;1317;;;;;;;;;;;;;;;;;;;;;
REA;2013;620000653;620103440;REAADU;10;3650;290;297;16;2670;9;46;4;10;;4.69;2;0;18.25;18;0;1.5;10;1;11.74;;;;1;4;3.93
REA;2013;620000653;620103440;SITOT;15;5475;1542;;;6064;;;;;;;;;;;;;;;;;;;;;
REA;2013;620000653;620103440;SIUNV;6;2190;651;;;1658;;;3;;1;0.79;;;;;;;;;;;;;;;
REA;2013;620000653;620103440;SURVADU;5;1825;76;;;217;;;6;;1;1;;;1.74;6;;;7;;1.9;;;;;;
REA;2013;620000653;620103440;SURVENF;4;1460;328;;;597;;;1;;;0.2;;;;;;;;;;;;;;;
REA;2013;620000653;620103440;USIC;9;3285;830;;;3089;;;7;;1;1.2;;;;;;;;;;;;;;;
REA;2013;620003202;620103432;REAADU;8;2920;332;344;6;2388;13;;4;22;1;5.08;1;1;18.66;17;3;1.25;12;3;13.89;0;1;0.5;0;1;1
REA;2013;620003202;620103432;SURVADU;6;2190;517;;;1416;;;0;;0;0;0;0;5.57;5;1;0;4;0;4.59;0;1;0.5;;;
REA;2013;620003350;620001834;SURVADU;10;3650;846;;;2777;;;;;4;1.3;;1;11.5;11;1;0.35;3;1;3.8;;;;;;
REA;2013;620003376;620001834;SURVADU;10;3073;566;;;3073;;;4;;;4;1;;13;11;5;0.5;9;2;9.3;;1;0.3;4;1;2.4
REA;2013;620006049;620000331;SURVADU;6;2190;89;;;749;;;;;;;;1;3;;4;0.5;2;;2;;;;;;
REA;2013;620025346;620001834;SURVADU;9;3285;572;;;2653;;;;;1;0.5;;;11.45;8;5;;8;;8;;;;;;
REA;2013;620100099;620014779;AUTSI;6;2190;481;;;1104;;;2;;;2;1;;7;7;;0.5;3;;3;;7;3.5;;;
REA;2013;620100099;620014779;SITOT;6;2190;481;;;1104;;;;;;;;;;;;;;;;;;;;;
REA;2013;620100099;620014779;SURVADU;6;2190;579;;;3252;;;5;;;5;1;;7;7;;0.5;2;;2;;7;3.5;;;
REA;2013;620100487;620000125;SURVADU;6;2190;355;;;1967;;;;;3;0.5;0;0;4.8;4;1;0;4;1;4.8;;2;0.5;1;;0.5
REA;2013;620100735;620000265;SURVADU;6;2190;159;;;717;;;1;;;1;;;;;;;;;;;;;;;
REA;2013;620100750;620000273;SURVADU;6;2190;247;;;1458;;;0;;6;0.5;;;7.5;8;;;6;;5.6;;;;;;
REA;2013;620101311;620027763;SURVADU;6;2190;136;;;1098;;;5;;;2;1;;5.89;4;2;0.3;7;1;7.31;;;;1;2;2.25
REA;2013;620101501;620000364;AUTSI;6;2190;608;;;1987;;;4;;;4;;;8;8;;;4;;4;;;;;;
REA;2013;620101501;620000364;REAADU;3;1095;281;288;2;768;2;;3;21;;3;1;;5.7;6;;1;3;;3;;;;;;
REA;2013;620101501;620000364;SITOT;18;6570;1551;;;5708;;;;;;;;;;;;;;;;;;;;;
REA;2013;620101501;620000364;SURVADU;6;2190;386;;;1624;;;3;;;3;1;;8;8;;1;4;;4;;;;;;
REA;2013;620101501;620000364;USIC;12;4380;943;;;3721;;;14;;;14;1;;;;;1;;;;;;;;;
REA;2013;620106088;620000976;SURVADU;6;2160;75;;;248;;;1;;;1;;;;;;;;;;;;;;;
REA;2013;620118513;620002915;AUTSI;6;2190;580;;;2305;;;8;;;8;;;9.92;9;1;;4;1;4.6;;;;;;
REA;2013;620118513;620002915;SITOT;18;6570;1548;;;5525;;;;;;;;;;;;;;;;;;;;;
REA;2013;620118513;620002915;USIC;12;4380;968;;;3220;;;7;;1;7.5;;;12.99;12;1;;9;;9;;;;;;
REA;2013;630000404;630780989;AUTSI;5;1825;582;;;1348;;;;;;;;;;;;;;;;;;;;;
REA;2013;630000404;630780989;REAADU;40;14600;1987;2089;84;16874;8;;20;14;;18.04;;;;;;;;;;;;;;;
REA;2013;630000404;630780989;SITOT;29;10585;3422;;;8438;;;;;;;;;;;;;;;;;;;;;
REA;2013;630000404;630780989;SIUNV;4;1460;427;;;1137;;;0;;0;;;;;;;;;;;;;;;;
REA;2013;630000404;630780989;SURVADU;21;7665;1051;;;8017;;;0;;0;0.38;;;;;;;;;;;;;;;
REA;2013;630000404;630780989;USIC;20;7300;2413;;;5953;;;2;;;1.16;;;;;;;;;;;;;;;
REA;2013;630000420;630781003;SURVADU;4;1440;256;;;1305;;;5;;;5;1;;10;7;3;1;6;1;7;;;;;3;3
REA;2013;630000438;630781011;SITOT;6;2190;577;;;1363;;;;;;;;;;;;;;;;;;;;;
REA;2013;630000438;630781011;USIC;6;2190;577;;;1363;;;2;;;2;;;2.5;5;2;;7;1;7.5;;;;1;;0.5
REA;2013;630000446;630781029;SURVADU;6;2190;290;;;1921;;;4;;1;4.8;0;1;9;6;4;0.5;3;6;8;0;0;0;0;2;2
REA;2013;630000479;630781110;REAADU;10;3650;335;343;8;3232;19;39;5;9;7;4.2;1;0;22.71;30;0;0.31;18;1;14;1;;0.8;2;1;0.97
REA;2013;630000479;630781110;SURVADU;5;1825;353;;;1436;;;2;;3;1.9;1;0;6.04;29;0;0.31;18;1;2.48;1;;0.2;1;3;1.82
REA;2013;630780211;630000107;SITOT;6;2190;863;;;1727;;;;;;;;;;;;;;;;;;;;;
REA;2013;630780211;630000107;SURVADU;10;3650;522;;;1856;;;;;13;4.1;;1;4;4;;0.3;1;1;1.8;;2;0.3;;;
REA;2013;630780211;630000107;USIC;6;2190;863;;;1727;;;;;19;5.9;;1;4.8;3;2;0.3;2;2;3;;2;0.3;;;
REA;2013;630780369;630000164;SURVADU;4;1460;211;;;1254;;;3;;2;4.5;;;;;;;;;;;;;;;
REA;2013;630781268;630780989;AUTSI;14;5110;222;;;5102;;;2;;;1.96;;;13.32;9;6;;7;0;7.32;;;;1;4;4.41
REA;2013;630781268;630780989;REAADU;15;5460;495;519;22;4792;26;;9;8;;7.08;1;0;50.06;44;9;2.47;28;3;29.91;;;;2;7;6.28
REA;2013;630781268;630780989;REAENF;4;1456;178;189;13;946;19;;5;;;5.25;3;2;3.74;2;0;4.58;4;0;3.97;;;;2;1;1.57
REA;2013;630781268;630780989;SITOT;14;5110;222;;;5102;;;;;;;;;;;;;;;;;;;;;
REA;2013;630781268;630780989;SURVADU;8;2912;382;;;2674;;;;;;;;;4.79;4;1;;6;0;6;;;;;;
REA;2013;630781268;630780989;SURVENF;11;4004;200;;;1793;;;;;;;;;1;1;0;;1;0;1;;;;1;1;1.8
REA;2013;630781839;630000826;SURVADU;7;2555;700;;;1848;;;;;;;;;6;6;;;4;;4;;;;1;;0.43
REA;2013;640000162;640780417;AUTSI;5;1915;82;;;1889;;;1;;;0.3;11;13;13.87;12;2;19.69;16;5;18.53;;;;1;3;3.92
REA;2013;640000162;640780417;REAADU;13;4745;393;415;22;4497;9;;8;12;;4.9;1;;32.99;32;3;1.5;17;3;18.86;;;;;1;1
REA;2013;640000162;640780417;SITOT;11;4105;1531;;;5196;;;;;;;;;;;;;;;;;;;;;
REA;2013;640000162;640780417;SIUNV;6;2190;891;;;2043;;;0;;;;;;;;;;;;;;;;;;
REA;2013;640000162;640780417;SURVADU;4;1460;966;;;1994;;;0;;;2.93;;;5.7;6;;;6;;6;;;;;;
REA;2013;640000162;640780417;SURVENF;3;1095;219;;;593;;;;;;;;;;;;;;;;;;;;;
REA;2013;640000162;640780417;USIC;;;558;;;1264;;;0;;;;;;;;;;;;;;;;;;
REA;2013;640000410;640780821;REAADU;6;2058;182;186;4;1723;10;39;3;27;;1.9;1;;10.1;7;8;0.5;7;1;7.36;;;;;;
REA;2013;640000410;640780821;SURVADU;2;730;57;;;246;;;2;;;0.8;;;;;;;;;;;;;;;
REA;2013;640000600;640781290;REAADU;15;5475;560;596;17;5062;23;;13;14;;6.9;;1;41.78;45;11;0.2;31;10;29.54;1;;0.98;2;3;3.39
REA;2013;640000600;640781290;REAENF;2;730;106;109;11;310;14;;;;;;;1;0.55;;11;3.07;;1;0.83;;1;0.02;2;;1.08
REA;2013;640000600;640781290;SITOT;12;4380;1631;;;2716;;;;;;;;;;;;;;;;;;;;;
REA;2013;640000600;640781290;SIUNV;4;1460;624;;;1296;;;;;;;;;;;;;;;;;1;0.05;;;
REA;2013;640000600;640781290;SURVADU;10;3650;554;;;2380;;;;;6;1.56;;1;11.6;9;12;0.7;9;12;11.92;;1;0.59;1;1;1.7
REA;2013;640000600;640781290;USIC;8;2920;1007;;;1420;;;;;;;;;10.57;;11;0.23;;8;6.94;;1;0.01;3;;2.12
REA;2013;640016580;640010658;SITOT;7;2555;775;;;1956;;;;;;;;;;;;;;;;;;;;;
REA;2013;640016580;640010658;USIC;7;2555;775;;;1956;;;;;18;1.44;;;9.96;10;0;;10;0;9.03;;;;;;
REA;2013;640016598;640010658;SITOT;12;4380;1698;;;4915;;;;;;;;;;;;;;;;;;;;;
REA;2013;640016598;640010658;USIC;12;4380;1698;;;4915;;;;;8;2.88;1;;12.98;12;;0.5;7;;6.62;;;;;;
REA;2013;640017646;640017638;SURVADU;4;1460;291;;;660;;;;;;;1;;2.35;4;1;0.13;2;1;1.33;;;;;;
REA;2013;640780433;640012209;SURVADU;12;4380;863;;;3856;;;17;;;8.5;;;7.59;8;;;9;;9;;;;;;
