BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;DISU;DISHU
IMAGES_P;2013;440000560;850009010;N4130;;16;1.2;;;;
IMAGES_P;2013;440000560;850009010;N4160;;1;0.05;;;;
IMAGES_P;2013;440000560;850009010;NAUT;;2;0.75;;;;
IMAGES_P;2013;440001113;490017258;M1160;5;3;6.42;;0;0;0
IMAGES_P;2013;440001113;490017258;M1210;5;1;3.47;;0;;
IMAGES_P;2013;440001113;490017258;N4130;19;8;19.9;;0;;
IMAGES_P;2013;440001113;490017258;N4160;2;;1.74;;;;
IMAGES_P;2013;440001113;490017258;NAUT;5;12;12.01;;;;
IMAGES_P;2013;440001188;440018661;N4130;;1;0.4;0;0;;
IMAGES_P;2013;440003291;440000289;N4130;2;2;2.5;;;;
IMAGES_P;2013;440017598;440000289;M1160;16;1;7.87;1;0;1;1
IMAGES_P;2013;440017598;440000289;M1210;7;5;4.3;0;0;;
IMAGES_P;2013;440017598;440000289;N4130;21;15;33.01;;;;
IMAGES_P;2013;440017598;440000289;NAUT;24;0;22.42;;;;
IMAGES_P;2013;440023364;440006377;M1210;4;0;4;0;0;;
IMAGES_P;2013;440023364;440006377;N4130;2;8;9.8;0;0;;
IMAGES_P;2013;440023364;440006377;N4160;1;;0.3;;;;
IMAGES_P;2013;440023364;440006377;NAUT;;1;0.3;;;;
IMAGES_P;2013;440041580;440041572;M1160;10;2;10.23;0;1;0;0
IMAGES_P;2013;440041580;440041572;N4160;1;0;1;;;;
IMAGES_P;2013;440041580;440041572;NAUT;10;6;14.23;;;;
IMAGES_P;2013;450000021;450000088;M1160;6;5;4.4;0;1;;
IMAGES_P;2013;450000021;450000088;N4130;10;7;14.26;;;;
IMAGES_P;2013;450000021;450000088;NAUT;15;1;16.36;;;;
IMAGES_P;2013;450000047;450000096;N4130;4;1;4.8;1;0;;
IMAGES_P;2013;450000047;450000096;N4160;1;;1;;;;
IMAGES_P;2013;450000047;450000096;NAUT;1;;1;;;;
IMAGES_P;2013;450000062;450000104;M1160;5;0;4.1;1;0;0;0
IMAGES_P;2013;450000062;450000104;N4130;15;4;17.88;1;0;;
IMAGES_P;2013;450000062;450000104;N4160;1;;0.99;;;;
IMAGES_P;2013;450000062;450000104;NAUT;10;2;10.65;;;;
IMAGES_P;2013;450000070;450000112;M1160;1;1;1.2;0;1;0;0
IMAGES_P;2013;450000070;450000112;N4130;7;;6.66;0;1;;
IMAGES_P;2013;450000070;450000112;N4160;1;;1;;;;
IMAGES_P;2013;450000070;450000112;NAUT;5;;4.32;;;;
IMAGES_P;2013;450000294;450000591;M1160;1;;1;0;1;0;0
IMAGES_P;2013;450000294;450000591;N4130;5;2;3.73;0;1;;
IMAGES_P;2013;450000294;450000591;N4160;1;;0.4;;;;
IMAGES_P;2013;450000294;450000591;NAUT;3;1;1.69;;;;
IMAGES_P;2013;450002613;450000088;M1160;10;2;12;1;0;0;0
IMAGES_P;2013;450002613;450000088;M1210;3;1;4;0;0;;
IMAGES_P;2013;450002613;450000088;N4130;38;24;53.75;0;0;;
IMAGES_P;2013;450002613;450000088;N4160;3;;2.7;;;;
IMAGES_P;2013;450002613;450000088;NAUT;28;4;28.42;;;;
IMAGES_P;2013;460000045;460780083;M1160;2;1;2.55;1;1;;
IMAGES_P;2013;460000045;460780083;N4130;8;5;11.75;;;;
IMAGES_P;2013;460000045;460780083;NAUT;1;3;2.57;;;;
IMAGES_P;2013;460000052;460780091;M1160;;1;0.94;0;1;0;0
IMAGES_P;2013;460000052;460780091;N4130;3;;3.46;0;1;;
IMAGES_P;2013;460000052;460780091;NAUT;1;;1.32;;;;
IMAGES_P;2013;460000060;460780117;N4130;1;;1;0;0;;
IMAGES_P;2013;460000102;460780208;M1160;;1;0.7;0;1;0;0
IMAGES_P;2013;460000102;460780208;N4130;4;;2.85;0;0;;
IMAGES_P;2013;460000102;460780208;NAUT;1;;1;;;;
IMAGES_P;2013;460000110;460780216;M1160;5;0;5;0;1;0;0
IMAGES_P;2013;460000110;460780216;N4130;15;4;18.17;0;0;;
IMAGES_P;2013;460000110;460780216;N4160;1;0;1;;;;
IMAGES_P;2013;460000110;460780216;NAUT;10;0;9.9;;;;
IMAGES_P;2013;470000027;470014069;M1160;11;;11;0;1;0;0
IMAGES_P;2013;470000027;470014069;N4130;13;;13;0;1;;
IMAGES_P;2013;470000423;470000316;M1160;3;1;3.32;0;1;0;0
IMAGES_P;2013;470000423;470000316;M1210;5;;3.27;0;0;;
IMAGES_P;2013;470000423;470000316;N4130;21;6;26.14;1;0;;
IMAGES_P;2013;470000423;470000316;NAUT;14;4;16.7;;;;
IMAGES_P;2013;470000431;470000324;M1160;2;1;1.79;0;1;;
IMAGES_P;2013;470000431;470000324;N4130;11;6;15.08;1;0;;
IMAGES_P;2013;470000431;470000324;N4160;1;;1;;;;
IMAGES_P;2013;470000431;470000324;NAUT;7;4;9.34;;;;
IMAGES_P;2013;470000480;470001660;M1160;2;0;2.71;0;0;0;0
IMAGES_P;2013;470000480;470001660;N4130;19;1;19.68;0;0;;
IMAGES_P;2013;470000480;470001660;NAUT;11;6;14.71;;;;
IMAGES_P;2013;470000522;470000340;M1160;;1;0.6;0;0;0;0
IMAGES_P;2013;470000522;470000340;N4130;3;;3;0;1;;
IMAGES_P;2013;470000555;470001660;M1160;0;1;0.2;0;0;0;0
IMAGES_P;2013;480000017;480780097;M1160;2;;1.41;0;1;0;0
IMAGES_P;2013;480000017;480780097;N4130;11;3;12.14;0;1;;
IMAGES_P;2013;480000017;480780097;N4160;;1;0.8;;;;
IMAGES_P;2013;480000017;480780097;NAUT;5;;5;;;;
IMAGES_P;2013;480000074;480780162;N4130;;1;0.2;0;0;;
IMAGES_P;2013;480783034;480782101;N4130;;1;0.22;;;;
IMAGES_P;2013;490000049;490000031;M1160;15;2;15.1;1;1;;
IMAGES_P;2013;490000049;490000031;M1210;6;1;6.6;0;0;;
IMAGES_P;2013;490000049;490000031;N4130;63;25;80.9;0;1;;
IMAGES_P;2013;490000049;490000031;N4160;5;0;5;;;;
IMAGES_P;2013;490000049;490000031;NAUT;40;12;49.57;;;;
IMAGES_P;2013;490000106;490000163;N4130;;2;0.2;0;0;;
IMAGES_P;2013;490000155;490017258;M1160;1;3;2.57;0;0;0;0
IMAGES_P;2013;490000155;490017258;M1210;3;1;2.33;0;0;;
IMAGES_P;2013;490000155;490017258;N4130;4;5;5.15;0;0;;
IMAGES_P;2013;490000155;490017258;N4160;1;0;0.85;;;;
IMAGES_P;2013;490000155;490017258;NAUT;4;0;3.14;;;;
IMAGES_P;2013;490000635;490000676;M1160;4;1;4.47;0;1;0;0
IMAGES_P;2013;490000635;490000676;N4130;21;10;26.3;0;1;;
IMAGES_P;2013;490000635;490000676;N4160;1;;1;;;;
IMAGES_P;2013;490000635;490000676;NAUT;3;3;7.42;;;;
IMAGES_P;2013;490001765;490528452;M1160;3;3;2.75;0;1;;
IMAGES_P;2013;490001765;490528452;N4130;7;7;13.04;0;0;;
IMAGES_P;2013;490001765;490528452;N4160;1;;0.1;;;;
IMAGES_P;2013;490001765;490528452;NAUT;3;7;8.13;;;;
IMAGES_P;2013;490014909;490008109;M1160;;1;0.1;0;0;;
IMAGES_P;2013;490540440;490004330;NAUT;2;;2;;;;
IMAGES_P;2013;500000021;500000054;M1160;2;;2;;1;;
IMAGES_P;2013;500000021;500000054;N4130;11;4;14.15;1;;;
IMAGES_P;2013;500000021;500000054;N4160;1;0;0.5;;;;
IMAGES_P;2013;500000021;500000054;NAUT;7;3;9.35;;;;
IMAGES_P;2013;500000146;500000500;M1160;4;;4;1;1;;
IMAGES_P;2013;500000146;500000500;N4130;4;3;6.4;1;1;;
IMAGES_P;2013;500000187;500000013;M1160;5;4;8.2;;1;0;0
IMAGES_P;2013;500000187;500000013;N4130;21;9;27.18;1;0;;
IMAGES_P;2013;500000187;500000013;N4160;1;;0.6;;;;
IMAGES_P;2013;500000187;500000013;NAUT;9;12;17.8;;;;
IMAGES_P;2013;500000260;500000054;M1160;;2;1.2;;1;;
IMAGES_P;2013;500000260;500000054;N4130;10;0;10;1;;;
IMAGES_P;2013;500000260;500000054;N4160;1;0;0.5;;;;
IMAGES_P;2013;500000260;500000054;NAUT;5;1;5.78;;;;
IMAGES_P;2013;500000427;500000096;M1160;1;1;1.25;0;0;0;0
IMAGES_P;2013;500000427;500000096;N4130;2;2;3.46;0;1;;
IMAGES_P;2013;500000427;500000096;N4160;0;1;0.08;;;;
IMAGES_P;2013;500000427;500000096;NAUT;2;0;1.25;;;;
IMAGES_P;2013;500000450;500000112;M1160;5;2;6.1;0;1;0;
IMAGES_P;2013;500000450;500000112;N4130;13;7;19.63;0;0;;
IMAGES_P;2013;500000450;500000112;N4160;1;0;1;;;;
IMAGES_P;2013;500000450;500000112;NAUT;9;2;9.52;;;;
IMAGES_P;2013;500000468;500000013;N4130;5;2;6.6;;;;
IMAGES_P;2013;500000468;500000013;N4160;1;;0.5;;;;
IMAGES_P;2013;500000468;500000013;NAUT;1;;1;;;;
IMAGES_P;2013;500000591;500000393;N4130;4;0;4;0;1;;
IMAGES_P;2013;500000591;500000393;NAUT;2;0;2;;;;
IMAGES_P;2013;500002357;500002233;M1160;1;;1;0;1;0;0
IMAGES_P;2013;500002357;500002233;M1210;;2;0.8;0;0;;
IMAGES_P;2013;500002357;500002233;N4130;;7;0.3;0;1;;
IMAGES_P;2013;500002357;500002233;NAUT;;6;0.3;;;;
IMAGES_P;2013;510000169;510000037;M1160;4;0;4;0;1;0;0
IMAGES_P;2013;510000169;510000037;N4130;15;2;15.9;0;0;;
IMAGES_P;2013;510000169;510000037;NAUT;6;1;6.81;;;;
IMAGES_P;2013;510000177;100006279;M1160;;1;0.2;0;0;0;0
IMAGES_P;2013;510000177;100006279;N4130;2;0;1.85;0;0;;
IMAGES_P;2013;510000227;510000565;M1160;;4;0.8;0;0;;
IMAGES_P;2013;510000227;510000565;N4130;2;1;2.2;;;;
IMAGES_P;2013;510000227;510000565;NAUT;;1;0.5;;;;
IMAGES_P;2013;510000235;510000060;M1160;6;;5.57;0;1;0;0
IMAGES_P;2013;510000235;510000060;N4130;11;4;14.22;1;0;;
IMAGES_P;2013;510000235;510000060;NAUT;4;3;6.19;;;;
IMAGES_P;2013;510000250;510000078;M1160;2;2;3.1;0;1;0;0
IMAGES_P;2013;510000250;510000078;N4130;4;2;5.6;1;1;;
IMAGES_P;2013;510000250;510000078;N4160;0;1;0.1;;;;
IMAGES_P;2013;510000250;510000078;NAUT;2;1;2.5;;;;
IMAGES_P;2013;510000466;510000102;M1160;;2;0.4;0;0;;
IMAGES_P;2013;510000466;510000102;N4130;1;3;3.14;1;1;;
IMAGES_P;2013;510000516;510000136;M1160;2;2;2.9;0;0;;
IMAGES_P;2013;510000516;510000136;M1210;6;1;6.8;0;0;;
IMAGES_P;2013;510000516;510000136;N4130;17;7;22.3;0;1;;
IMAGES_P;2013;510000516;510000136;NAUT;18;4;20.62;;;;
IMAGES_P;2013;510002447;510000029;M1160;17;2;9.03;1;1;0;0
IMAGES_P;2013;510002447;510000029;N4130;29;9;36.23;1;1;;
IMAGES_P;2013;510002447;510000029;N4160;4;0;4;;;;
IMAGES_P;2013;510002447;510000029;NAUT;19;3;21.4;;;;
IMAGES_P;2013;510002470;510000029;N4130;12;2;13.7;1;1;;
IMAGES_P;2013;510002470;510000029;N4160;1;0;1;;;;
IMAGES_P;2013;510002470;510000029;NAUT;4;0;3.9;;;;
IMAGES_P;2013;510004302;510000029;M1160;15;0;5.88;1;1;0;0
IMAGES_P;2013;510004302;510000029;N4130;26;1;26.47;1;1;;
IMAGES_P;2013;510004302;510000029;N4160;3;0;3;;;;
IMAGES_P;2013;510004302;510000029;NAUT;16;4;17.9;;;;
IMAGES_P;2013;510012040;510000557;M1160;;18;3.6;0;1;;
IMAGES_P;2013;510012040;510000557;N4130;;12;2.4;0;1;;
IMAGES_P;2013;520000019;520780024;M1160;;1;0.01;0;0;0;0
IMAGES_P;2013;520000019;520780024;N4130;;1;0.02;0;0;;
IMAGES_P;2013;520000027;520780032;M1160;1;2;2.05;0;1;0;0
IMAGES_P;2013;520000027;520780032;N4130;11;2;12.51;;;;
IMAGES_P;2013;520000027;520780032;N4160;0;1;0.5;;;;
IMAGES_P;2013;520000027;520780032;NAUT;3;1;3.3;;;;
IMAGES_P;2013;520000068;520780073;M1160;1;6;3.77;0;1;0;0
IMAGES_P;2013;520000068;520780073;N4130;13;4;14.97;;1;;
IMAGES_P;2013;520000068;520780073;NAUT;5;4;7.48;;;;
IMAGES_P;2013;520780214;520000118;M1160;3;;3;0;1;0;0
IMAGES_P;2013;520780214;520000118;N4130;6;;6;0;1;;
IMAGES_P;2013;520780214;520000118;NAUT;5;;5;;;;
IMAGES_P;2013;530000017;530000025;M1160;5;;4.14;;1;;
IMAGES_P;2013;530000165;530000066;N4130;;1;0.3;0;0;;
IMAGES_P;2013;530000173;530000074;M1160;2;;2;1;0;;
IMAGES_P;2013;530000173;530000074;N4130;8;2;9.2;;;;
IMAGES_P;2013;530000173;530000074;N4160;1;;1;;;;
IMAGES_P;2013;530000173;530000074;NAUT;9;0;3.73;;;;
IMAGES_P;2013;530000264;530000371;M1160;5;1;5.45;0;1;0;0
IMAGES_P;2013;530000264;530000371;N4130;19;9;26.64;0;1;;
IMAGES_P;2013;530000264;530000371;N4160;1;;1;;;;
IMAGES_P;2013;530000264;530000371;NAUT;12;1;12.69;;;;
IMAGES_P;2013;530031962;530000975;M1160;;7;2.5;;1;;
IMAGES_P;2013;530031962;530000975;M1210;;3;1;;0;;
IMAGES_P;2013;530031962;530000975;N4130;12;;10;;1;;
IMAGES_P;2013;530031962;530000975;N4160;1;;1;;;;
IMAGES_P;2013;530031962;530000975;NAUT;7;;6;;;;
IMAGES_P;2013;540000015;540023264;M1160;2;3;2.23;0;0;;
IMAGES_P;2013;540000015;540023264;N4130;5;2;6.8;0;0;;
IMAGES_P;2013;540000015;540023264;N4160;1;;1;;;;
IMAGES_P;2013;540000015;540023264;NAUT;10;4;12.41;;;;
IMAGES_P;2013;540000023;540000049;M1160;2;0;3.15;0;1;0;0
IMAGES_P;2013;540000023;540000049;N4130;7;2;8.1;0;1;;
IMAGES_P;2013;540000023;540000049;N4160;1;0;1;;;;
IMAGES_P;2013;540000023;540000049;NAUT;4;1;4.55;;;;
IMAGES_P;2013;540000155;540000080;M1160;1;;1;0;1;1;0
IMAGES_P;2013;540000155;540000080;N4130;;10;6.75;1;1;;
IMAGES_P;2013;540000155;540000080;N4160;;1;0.34;;;;
IMAGES_P;2013;540000155;540000080;NAUT;;3;1.97;;;;
IMAGES_P;2013;540000163;540020112;M1160;0;5;1;0;0;0;0
IMAGES_P;2013;540000163;540020112;N4130;7;3;9.5;0;1;;
IMAGES_P;2013;540000163;540020112;N4160;;2;0.4;;;;
IMAGES_P;2013;540000296;540000106;M1160;;;;0;1;1;1
IMAGES_P;2013;540000296;540000106;M1210;;;;0;1;;
IMAGES_P;2013;540000296;540000106;N4130;3;2;4.6;1;1;;
IMAGES_P;2013;540000296;540000106;NAUT;5;;5;;;;
IMAGES_P;2013;540000478;540003449;M1160;;22;18;0;1;;
IMAGES_P;2013;540000478;540003449;N4130;;;;0;1;;
IMAGES_P;2013;540000668;540006707;N4130;1;;1;0;0;;
IMAGES_P;2013;540000668;540006707;NAUT;1;;1;;;;
IMAGES_P;2013;540001070;540000767;M1160;1;;1.08;0;1;0;0
IMAGES_P;2013;540001070;540000767;N4130;14;;14.92;1;0;;
IMAGES_P;2013;540001070;540000767;N4160;1;1;1.06;;;;
IMAGES_P;2013;540001070;540000767;NAUT;3;3;4.59;;;;
IMAGES_P;2013;540001138;540002078;M1160;19;10;14.48;0;1;1;1
IMAGES_P;2013;540001138;540002078;M1210;4;2;1.53;0;0;;
IMAGES_P;2013;540001138;540002078;N4130;50;16;59.03;1;1;;
IMAGES_P;2013;540001138;540002078;N4160;3;0;2.85;;;;
IMAGES_P;2013;540001138;540002078;NAUT;51;9;45.25;;;;
IMAGES_P;2013;540001286;540003019;M1160;4;6;5.27;0;1;;
IMAGES_P;2013;540001286;540003019;M1210;;;;0;1;;
IMAGES_P;2013;540001286;540003019;N4130;9;8;12.83;0;0;;
IMAGES_P;2013;540001286;540003019;N4160;1;;1;;;;
IMAGES_P;2013;540001286;540003019;NAUT;3;2;4.33;;;;
IMAGES_P;2013;540002698;540002078;M1160;15;16;11.82;0;1;0;0
IMAGES_P;2013;540002698;540002078;M1210;9;3;4.43;0;0;;
IMAGES_P;2013;540002698;540002078;N4130;61;18;63.84;1;1;;
IMAGES_P;2013;540002698;540002078;N4160;5;;4.63;;;;
IMAGES_P;2013;540002698;540002078;NAUT;42;10;37.14;;;;
IMAGES_P;2013;540009412;540019726;M1160;;1;0.17;0;0;;
IMAGES_P;2013;540009412;540019726;N4130;1;1;1.5;0;0;;
IMAGES_P;2013;540013737;540019726;M1160;;1;0.17;0;0;;
IMAGES_P;2013;540013737;540019726;N4130;1;;1;0;0;;
IMAGES_P;2013;550000012;550000020;M1160;2;2;3.5;0;1;0;0
IMAGES_P;2013;550000012;550000020;N4130;18;;17.75;0;1;;
IMAGES_P;2013;550000012;550000020;NAUT;7;3;7.13;;;;
IMAGES_P;2013;550000038;550000046;M1160;;2;0.4;0;0;0;0
IMAGES_P;2013;550000038;550000046;N4130;2;1;2.5;0;0;;
IMAGES_P;2013;550000038;550000046;NAUT;;1;0.6;;;;
IMAGES_P;2013;550000202;550000053;M1160;1;;1;0;0;0;0
IMAGES_P;2013;550000202;550000053;N4130;1;;1;0;0;;
IMAGES_P;2013;550000434;550003354;M1160;2;2;3.27;0;1;0;0
IMAGES_P;2013;550000434;550003354;N4130;7;5;10.75;0;1;;
IMAGES_P;2013;550000434;550003354;N4160;1;;1;;;;
IMAGES_P;2013;550000434;550003354;NAUT;6;1;6.55;;;;
IMAGES_P;2013;560000127;560023210;M1160;12;2;9.6;0;1;0;0
IMAGES_P;2013;560000127;560023210;N4130;29;14;39.81;0;1;;
IMAGES_P;2013;560000127;560023210;N4160;2;0;1.66;;;;
IMAGES_P;2013;560000127;560023210;NAUT;34;4;37.27;;;;
IMAGES_P;2013;560000135;560005746;M1160;8;6;10.57;0;1;0;0
IMAGES_P;2013;560000135;560005746;N4130;38;8;43.73;0;0;;
IMAGES_P;2013;560000135;560005746;NAUT;16;2;17.21;;;;
IMAGES_P;2013;560000143;560014748;M1160;5;;5;;;;
IMAGES_P;2013;560000184;560006017;N4130;2;1;2.82;0;1;;
IMAGES_P;2013;560000192;560000044;M1160;1;;1.89;0;1;;
IMAGES_P;2013;560000192;560000044;N4130;9;9;13.76;1;0;;
IMAGES_P;2013;560000192;560000044;N4160;1;1;0.63;;;;
IMAGES_P;2013;560000192;560000044;NAUT;6;;4.13;;;;
IMAGES_P;2013;560000200;560023210;M1160;10;1;1.2;;;0;0
IMAGES_P;2013;560000200;560023210;N4130;1;1;1.8;0;0;;
IMAGES_P;2013;560000200;560023210;N4160;2;0;0.2;;;;
IMAGES_P;2013;560000200;560023210;NAUT;16;2;3.11;;;;
IMAGES_P;2013;560000382;560002032;N4130;1;;1;0;0;;
IMAGES_P;2013;560000382;560002032;N4160;1;;0.8;;;;
IMAGES_P;2013;560000382;560002032;NAUT;;3;2;;;;
IMAGES_P;2013;560000697;560002677;M1160;;1;0.1;0;0;0;0
IMAGES_P;2013;560000697;560002677;N4130;;1;0.86;0;0;;
IMAGES_P;2013;560002024;560006074;M1160;;;;1;1;0;0
IMAGES_P;2013;560002024;560006074;M1210;;;;1;1;;
IMAGES_P;2013;560002024;560006074;N4130;;2;1;0;0;;
IMAGES_P;2013;560002511;560000689;M1160;3;;3;0;1;;
IMAGES_P;2013;560002933;560006074;N4130;3;4;5.69;;;;
IMAGES_P;2013;560002933;560006074;NAUT;;2;1.23;;;;
IMAGES_P;2013;570000059;570025254;M1160;4;0;4;0;0;;
IMAGES_P;2013;570000059;570025254;N4130;13;3;15.25;0;0;;
IMAGES_P;2013;570000059;570025254;NAUT;5;3;7.25;;;;
IMAGES_P;2013;570000091;750050759;M1160;;1;0.4;0;0;0;0
IMAGES_P;2013;570000091;750050759;N4130;14;;14;1;0;;
IMAGES_P;2013;570000091;750050759;N4160;1;;1;;;;
IMAGES_P;2013;570000091;750050759;NAUT;3;4;5.64;;;;
IMAGES_P;2013;570000117;570015099;M1160;2;1;2.6;0;1;0;0
IMAGES_P;2013;570000117;570015099;N4130;14;;14;1;0;;
IMAGES_P;2013;570000117;570015099;N4160;1;;1;;;;
IMAGES_P;2013;570000117;570015099;NAUT;1;;1;;;;
IMAGES_P;2013;570000125;570015099;N4130;1;1;1.8;0;0;;
IMAGES_P;2013;570000216;570010173;M1160;3;;2.19;1;;;0
IMAGES_P;2013;570000216;570010173;N4130;12;6;15.61;1;;;
IMAGES_P;2013;570000216;570010173;N4160;1;1;1.75;;;;
IMAGES_P;2013;570000216;570010173;NAUT;5;;5;;;;
IMAGES_P;2013;570000281;570005165;M1160;1;;1;0;0;0;0
IMAGES_P;2013;570000281;570005165;N4130;5;1;5.79;;;;
IMAGES_P;2013;570000281;570005165;NAUT;1;2;2.56;;;;
IMAGES_P;2013;570000349;570005165;M1160;4;;4;0;1;0;0
IMAGES_P;2013;570000349;570005165;M1210;2;;2;0;0;;
IMAGES_P;2013;570000349;570005165;N4130;33;9;40.78;0;1;;
IMAGES_P;2013;570000349;570005165;N4160;2;;2;;;;
IMAGES_P;2013;570000349;570005165;NAUT;9;10;16.94;;;;
IMAGES_P;2013;570000356;570000919;M1160;1;2;1.5;0;1;;
IMAGES_P;2013;570000356;570000919;N4130;1;1;1.5;;1;;
IMAGES_P;2013;570000380;570000034;N4130;1;1;1.9;0;0;;
IMAGES_P;2013;570000380;570000034;N4160;;1;0.2;;;;
IMAGES_P;2013;570000562;570011353;N4130;2;;1.4;0;0;;
IMAGES_P;2013;570000596;750821092;M1160;4;;4.67;1;1;0;0
IMAGES_P;2013;570000596;750821092;N4130;15;2;17.5;1;0;;
IMAGES_P;2013;570000596;750821092;N4160;;1;0.8;;;;
IMAGES_P;2013;570000596;750821092;NAUT;3;;3.13;;;;
IMAGES_P;2013;570000661;570000158;N4130;1;;1;0;0;;
IMAGES_P;2013;570000661;570000158;NAUT;2;;1.41;;;;
IMAGES_P;2013;570000687;570025254;M1160;;1;0.13;;0;;
IMAGES_P;2013;570000687;570025254;N4130;;1;0.47;;0;;
IMAGES_P;2013;570000687;570025254;NAUT;;1;0.9;;;;
IMAGES_P;2013;570000901;570000158;M1160;8;1;7.3;1;0;;
IMAGES_P;2013;570000901;570000158;N4130;14;12;22.28;1;0;;
IMAGES_P;2013;570000950;570000398;M1160;;2;0.14;0;0;0;0
IMAGES_P;2013;570000950;570000398;N4130;;1;0.28;0;0;;
IMAGES_P;2013;570000968;570000430;M1160;0;3;0.86;0;0;;
IMAGES_P;2013;570000968;570000430;N4130;0;3;1.8;0;0;;
IMAGES_P;2013;570000968;570000430;NAUT;1;2;1.68;;;;
IMAGES_P;2013;570001057;570023630;M1160;;2;1.05;0;1;0;0
IMAGES_P;2013;570001057;570023630;N4130;3;1;3.8;0;1;;
IMAGES_P;2013;570001057;570023630;N4160;1;;1;;;;
IMAGES_P;2013;570001057;570023630;NAUT;2;;2;;;;
IMAGES_P;2013;570001099;570023630;M1160;;1;0.5;0;1;0;0
IMAGES_P;2013;570003103;540019726;N4130;;1;0.11;0;0;;
IMAGES_P;2013;570009670;570000307;N4130;1;;1;0;0;;
IMAGES_P;2013;570026252;570023630;M1160;2;7;6.77;0;1;0;0
IMAGES_P;2013;570026252;570023630;N4130;10;2;10.8;;;;
IMAGES_P;2013;570026252;570023630;N4160;1;;1;;;;
IMAGES_P;2013;570026252;570023630;NAUT;3;1;3.8;;;;
IMAGES_P;2013;570026682;570005165;M1160;8;3;9.1;1;1;1;1
IMAGES_P;2013;570026682;570005165;M1210;4;1;4.2;0;0;;
IMAGES_P;2013;570026682;570005165;N4130;44;16;58.51;0;1;;
IMAGES_P;2013;570026682;570005165;N4160;2;;2.08;;;;
IMAGES_P;2013;570026682;570005165;NAUT;16;13;25.99;;;;
IMAGES_P;2013;580780195;580005148;M1160;3;;;0;0;;
IMAGES_P;2013;580780195;580005148;N4130;6;6;5.92;0;0;;
IMAGES_P;2013;580780195;580005148;NAUT;5;5;4.8;;;;
IMAGES_P;2013;580972644;580781136;M1160;;2;0.6;0;0;0;0
IMAGES_P;2013;580972644;580781136;NAUT;1;;1;;;;
IMAGES_P;2013;580972651;580780047;N4130;2;;1.5;0;0;;
IMAGES_P;2013;580972669;580780070;M1160;;1;0.5;0;0;;
IMAGES_P;2013;580972669;580780070;N4130;4;;4;1;1;;
IMAGES_P;2013;580972669;580780070;N4160;;1;0.25;;;;
IMAGES_P;2013;580972669;580780070;NAUT;2;;2;;;;
IMAGES_P;2013;580972685;580780096;M1160;1;1;2.44;;1;0;0
IMAGES_P;2013;580972685;580780096;N4130;7;;7.1;0;1;;
IMAGES_P;2013;580972685;580780096;NAUT;1;;1;;;;
IMAGES_P;2013;580972693;580780039;M1160;3;;4.11;0;1;0;0
IMAGES_P;2013;580972693;580780039;M1210;2;;2.32;0;0;;
IMAGES_P;2013;580972693;580780039;N4130;20;9;26.17;1;1;;
IMAGES_P;2013;580972693;580780039;NAUT;19;7;22.63;;;;
IMAGES_P;2013;590000014;590780052;M1160;;1;0.5;0;0;;
IMAGES_P;2013;590000014;590780052;N4130;1;;1;0;1;;
IMAGES_P;2013;590000014;590780052;N4160;1;;1;;;;
IMAGES_P;2013;590000014;590780052;NAUT;1;;1;;;;
IMAGES_P;2013;590000121;590780227;M1160;2;5;3.93;0;1;0;0
IMAGES_P;2013;590000121;590780227;N4130;14;3;14.96;1;;;
IMAGES_P;2013;590000121;590780227;N4160;1;;1;;;;
IMAGES_P;2013;590000121;590780227;NAUT;5;2;6.7;;;;
IMAGES_P;2013;590000188;590780334;M1160;5;7;7.4;;;;
IMAGES_P;2013;590000188;590780334;M1210;3;0;3;;;;
IMAGES_P;2013;590000188;590780334;N4130;21;6;25.58;;;;
IMAGES_P;2013;590000188;590780334;N4160;4;0;4;;;;
IMAGES_P;2013;590000337;590781415;M1160;1;4;3.3;1;1;;
IMAGES_P;2013;590000337;590781415;N4130;31;9;37.69;;1;;
IMAGES_P;2013;590000337;590781415;N4160;3;;3;;;;
IMAGES_P;2013;590000337;590781415;NAUT;13;8;21.35;;;;
IMAGES_P;2013;590000428;590781605;M1160;2;4;4.1;0;1;0;0
IMAGES_P;2013;590000428;590781605;N4130;16;1;16.5;0;0;;
IMAGES_P;2013;590000428;590781605;N4160;1;;1;;;;
IMAGES_P;2013;590000428;590781605;NAUT;4;3;5.53;;;;
IMAGES_P;2013;590000436;590781621;N4130;1;;1;;;;
IMAGES_P;2013;590000469;590781662;N4130;6;0;11.83;;;;
IMAGES_P;2013;590000469;590781662;N4160;1;0;2;;;;
IMAGES_P;2013;590000469;590781662;NAUT;3;0;7.44;;;;
IMAGES_P;2013;590000477;590781670;M1160;;2;1.1;0;0;;
IMAGES_P;2013;590000477;590781670;N4130;3;2;4.6;0;1;;
IMAGES_P;2013;590000477;590781670;NAUT;1;;1;;;;
IMAGES_P;2013;590000527;590781795;M1160;;3;1.05;0;0;;
IMAGES_P;2013;590000527;590781795;N4130;3;;3;0;0;;
IMAGES_P;2013;590000527;590781795;NAUT;1;;1.28;;;;
IMAGES_P;2013;590000535;590781803;M1160;4;2;5.12;;1;;
IMAGES_P;2013;590000535;590781803;N4130;14;5;15.89;0;0;;
IMAGES_P;2013;590000535;590781803;N4160;;;0.31;;;;
IMAGES_P;2013;590000535;590781803;NAUT;3;7;8.7;;;;
