BOR;AN;FI;FI_EJ;PN_A1;PN_A2;PN_A3;PN_A4;PN_A5;PN_A6;PN_A7;PN_A8;PN_A9;PN_A10;PN_A11;PN_A12;PN_A13;PN_A14;PN_A15;PN_A16;PN_A17;PN_A18;PN_A19;PN_A20;PN_A21;PN_A22;PN_A23;PN_A24;PN_A25;PN_A26;PN_A27;PN_A28;PN_A29;PN_B25;PN_A30;PN_A31;PN_A32;PN_A33;PN_A34;PN_B30;PN_B31;PN_B32;PN_B33;PN_B34;PN_C30;PN_C31;PN_C32;PN_C33;PN_C34;PN_A35;PN_A36;PN_A37;PN_A38;PN_A39;PN_A40;PN_A41;PN_A42;PN_A43;PN_A44;PN_A45;PN_A46;PN_A47;PN_A48;PN_A49;PN_A50;PN_A51;PN_A53;PN_A54;PN_A55;PN_A56;PN_A57;PN_A58;PN_A59;PN_A60;PN_A61;PN_A62;PN_A63;PN_A64;PN_A65;PN_A66
PN;2013;540002698;540002078;13.83;3.87;7;0;;;;0;0;;;;;;;;1;572;2961;1;266;227;1;1;1;1132;667;1;50;;6;;;7;3;1;;;1;;1.13;;;4.06;2;0;;;;0;;;;0;;;;1;37;1662;1;;1;1.96;3160;594;1;924;378;15;5.96;1;775;0;4.33;
PN;2013;540003043;540002078;;;3;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;11;92;3815;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;540005196;540008398;0.5;0.2;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;540005410;540019007;0.05;;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;540006665;540019007;0.05;;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;540008364;540000049;;;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;4;677;677;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;540009412;540019726;0.22;0.07;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;540009701;540019726;0.55;0.04;;0;;;;;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;540010568;540010519;0.1;;;0;;;;;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;540012747;540014081;0.46;0.23;0;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;540013224;540000536;0.3;0.2;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;;0;;;;1;43;40;5;0.2;0;;;;
PN;2013;540013232;540002078;;;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;16;12;5755;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;540013737;540019726;0.22;0;;0;;;;;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;540014073;540000056;1;;;1;1.5;217;0;1;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;540020146;540006707;0.55;;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;540023256;540020963;0;0;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.1;0;;;;0;;;;;0;;;;
PN;2013;550000012;550000020;2.2;0.4;8;1;1.74;44;1;0;1;2;5292;979;545;1370;;2;0;;;0;;;1;1;1;373;97;0;;;;;;;;1;1;;3;1;0.74;0.74;;1.6;0.75;0;;;;0;;;;0;;;;1;14;122;1;0.72;1;3.48;205;;1;2254;379;3;1.52;0;;;;
PN;2013;550000038;550000046;0.5;0;6;0;;;;0;0;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;62;26;3;0.2;0;;;;
PN;2013;550000178;550000293;0.95;1.35;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1;0;;;;0;;;;;0;;;;
PN;2013;550000202;550000053;0.2;0.1;;0;;;;;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;8;3;1;0;;;0;;0;;;;1;6869;912;2;9.85;0;;;;
PN;2013;550000251;550000095;0.7;0.5;;1;1.01;;0;1;1;;0;0;241;0;554;4;0;;;1;;;1;1;0;1;1;0;;;;;;;;2;;;3;1;0.01;;;0.02;0.02;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;550000434;550003354;1.2;0.5;10;1;1.6;128;1;0;1;73;626;414;145;376;273;1;0;;;0;;;1;1;1;363;108;0;;;;;;1;1;1;1;1;2;1;0.6;0.5;0.1;2;1.5;0;;;;0;;;;0;;;;1;11;197;1;0.9;1;3.54;712;142;1;719;615;3;0.67;0;;;;
PN;2013;550004626;550000046;0.5;;6;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;60;26;7;0.2;0;;;;
PN;2013;560000127;560023210;;;;1;1.5;339;0;0;1;80;1053;427;975;441;213;1;0;;;0;;;1;3;1;660;288;0;65;;5;;;;;0;;;;;1.2;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;2217;671;;2.3;1;971;0;0.65;0.65
PN;2013;560000135;560005746;4.93;1.2;;1;1.2;344;1;0;1;227;1895;202;0;688;650;1;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;0.7;1635;1330;1;3093;1196;20;0.7;1;176;;;0.07
PN;2013;560000143;560014748;2;0.5;;1;0.2;105;0;0;0;;;;;;;;0;;;0;;;1;3;1;346;212;0;;;2;1;1;;;;;;;;0.4;0.3;0.1;;;0;;;;0;;;;0;;;;1;6;387;0;;1;;;;1;693;;;;0;;;;
PN;2013;560000184;560006017;0.36;0.1;1;0;;;;0;0;;;;;;;;0;;;0;;;1;1275;1;894;370;1;30;;;;;;;2;2;;2;1;0.2;0.2;;0.2;0.2;0;;;;0;;;;1;4;0;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560000192;560000044;1;0.1;321;1;0.5;250;0;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;1;350;14;0;;;;;0;;;;
PN;2013;560000200;560023210;;;;0;;;;;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;1394;572;;0.6;0;;;;
PN;2013;560000242;560022246;0.1;0.1;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560000275;560005746;;;;0;;;;0;0;;;;;;;;0;;;0;;;1;577;0;413;211;0;;;6;5;1;3;0;3;3;;1;0;0.67;0.62;0.05;0.95;0;1;12;92;2882;1;14;15;5125;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560000366;560000259;0.2;0.2;;0;;;;;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;2;0;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560000382;560002032;1;0.2;637;1;1.6;81;0;1;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;2.9;771;428;1;2942;760;;;0;;;;
PN;2013;560000390;560002040;0.1;0;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560000408;560002065;0.25;0.2;;0;;;;;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560000424;560006074;0;0.05;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;4;4;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560000465;560002198;0.4;;;0;;;;;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560000473;560002206;;;2;0;;;;;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560000499;560002222;0.2;0.1;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560000697;560002677;0.5;;;1;1.5;15;0;1;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560002024;560006074;0.75;0.3;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560002081;560000416;8.28;0.05;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560002123;750043994;0.3;0.1;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560002511;560000689;0.5;0;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560002685;750043713;0.2;0.1;;0;;;;;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560002933;560006074;0.25;0.3;265;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560002974;830013678;0.25;0.1;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560003006;560000770;0.1;0.05;0;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560006694;560002065;0.25;0.2;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560006991;220017974;;;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;1.6;271;75;1;4852;475;6;6.49;0;;;;
PN;2013;560007510;560001307;0.5;;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560008799;560013989;1;0.5;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560009615;560014748;0.5;2;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560010092;560002032;;;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;12;7;4377;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560014219;560014748;0.5;2;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;560018509;560018459;0.86;;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570000026;570024794;1;0.1;0;0;;;;0;0;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570000059;570025254;0.2;0.8;12;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1.9;0;;;;0;;;;;0;;;;
PN;2013;570000083;570000729;0.5;0.35;0;0;;;;0;0;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570000091;750050759;1.8;0;107;0;;;;0;0;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1;0;;;;0;;;;;0;;;;
PN;2013;570000109;570000034;0.15;0.05;;0;;;;0;0;;;;;;;;0;;;0;;;1;1;1;261;154;0;20;;;;;1;1;1;1;;;;1;0.5;;1;1;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570000117;570015099;0.8;0;0;1;0.5;85;0;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;10;805;0;;0;;;;1;412;103;22;0.15;0;;;;
PN;2013;570000125;570015099;0.2;0;0;1;0.5;85;0;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570000216;570010173;1;0.2;3;0;;;;0;0;;;;;;;;0;;;0;;;1;1;0;;;0;;;;;;;;1;;;1;;0.2;;;0.2;;0;;;;0;;;;0;;;;0;;;1;7.11;0;;;;1;356;112;;0.85;0;;;;
PN;2013;570000281;570005165;;;1;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;;0;;;;0;;;;;0;;;;
PN;2013;570000349;570005165;;;2;1;1.4;877;0;0;0;;;;;;;;0;;;0;;;1;1;1;264;158;0;;;;;;;;2;2;;3;1;0.2;0.2;;0.6;0.2;1;10;123;3225;0;;;;0;;;;1;48;569;1;;0;;;;1;1760;799;12;1.4;0;;;;
PN;2013;570000356;570000919;0.5;0.25;;0;;;;;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570000364;570011569;0.55;0.3;;0;;;;;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570000380;570000034;0.2;0.1;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570000448;750050759;0.3;0.15;0;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;3;0;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570000455;570010173;0.02;0.07;1;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570000547;540019726;0.25;0.1;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570000562;570011353;0.5;0.1;1;0;;;;0;0;;;;;;;;0;;;0;;;1;1;1;168;85;1;175;;0;0;0;0;0;1;1;0;15;2;0.5;0.5;0;1.95;0.35;1;12;106;3175;0;;;;1;6;4;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570000596;750821092;3.4;0.3;1;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570000646;570001115;1.3;0.5;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;1134;1030;;1;0;;;;
PN;2013;570000661;570000158;0.2;0.05;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570000687;570025254;;;2;0;;;;0;0;;;;;;;;0;;;0;;;1;1;1;979;487;0;40;;1;1;;;;;;;6;3;1;1;;3.7;1.5;1;12;24;607;0;;;;0;;;;0;;;0;;0;;;;1;132;95;5;0.1;0;;;;
PN;2013;570000794;930019484;0.5;0.15;0;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570000828;570011452;0.5;0.1;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570000885;570000133;0.8;0.2;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;1235;224;7;2;0;;;;
PN;2013;570000893;570000141;0.92;0.18;13;0;;;;1;1;75;0;0;6990;;336;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;5753;258;3;7.93;0;;;;
PN;2013;570000901;570000158;0.7;0.63;;1;0.5;;0;0;1;243;4821;18;1614;738;446;2;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;19;1407;1;;0;;;;0;;;;;0;;;;
PN;2013;570000950;570000398;0.09;0.04;9;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570000968;570000430;0.05;1;20;0;;;;0;0;;;;;;;;0;;;0;;;1;1;0;105;105;1;;;;;;;;1;1;2;;;0.8;0.8;1.6;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570000992;570000497;0.4;0.05;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570001016;570000513;1;0;;0;;;;1;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;1;314;17;1;8741;1269;15;14.6;0;;;;
PN;2013;570001057;570023630;;;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;8.8;0;;;;1;645;245;;2.42;0;;;;
PN;2013;570001867;570011387;0.25;;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570002287;570001230;0.19;0.21;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570003079;570010181;0.2;0.1;;0;;;;0;0;;;;;;;;0;;;0;;;1;1;1;1339;243;1;165;;;;;;;4;4;;1;1;1.1;1.1;;0.3;0.3;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570003103;540019726;0.6;0.1;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570003947;570023630;0;0;;0;;;;0;0;;;;;;;;0;;;0;;;1;1;0;63;43;0;;;;;;;;1;1;;;;0.05;0.05;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570004002;570013797;0.04;0.01;;0;;;;;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570004275;750050759;0.2;0;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570005215;570005165;;;1;0;;;;0;0;;;;;;;;0;;;0;;;1;1;1;285;178;0;;;;;;;;1;1;;;;0.3;0.3;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570005256;570005165;;;2;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;49;566;1;;0;;;;0;;;;;0;;;;
PN;2013;570009670;570000307;0.4;0.05;1;0;;;;0;0;;;;;;;;0;;;0;;;1;1;0;173;86;0;;;;;;;;2;2;;;;0.2;0.2;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570010082;570013797;0.45;0.08;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570012369;570011387;0.25;;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570012633;540019726;0.5;0;0;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570013367;570000141;0.08;0.02;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570013888;750050759;0;0;0;0;;;;;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;12;14;2800;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570015248;570002204;;;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.5;0;;;;0;;;;;0;;;;
PN;2013;570015636;570013797;0.01;0.01;;0;;;;;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570015750;570005165;;;1;0;;;;;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570015784;570000158;0.1;0.02;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570023192;570010181;0.05;;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;16;16;979;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570023309;570023283;0.07;0.02;21;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570026252;570023630;0.75;1.75;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;570026682;570005165;6.05;1.8;2;1;2.86;1174;1;0;1;511;8661;1035;0;1955;2508;2;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;41;185;1;0.5;0;;;;1;837;311;3;0.8;1;1430;9;2.19;1.13
PN;2013;580001899;750721334;0.1;0.05;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;580004836;580780039;;;;0;;;;;0;;;;;;;;0;;;0;;;1;1;1;358;129;0;66;;2;2;;2;1;2;1;1;2;2;0.5;0.4;0.1;1.5;1;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;580780138;580000024;1;0.25;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1;0;;;;0;;;;;0;;;;
PN;2013;580780187;580000057;0.2;0.25;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;580780195;580005148;;1;;0;;;;;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;580780203;580000073;0.12;0.01;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2013;580780237;580000099;0.2;0;;0;;;;0;0;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
