BOR;AN;FI;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;NB_CONS;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_PA;NB_CMP_PL;NB_CATTP;ACT_CMP;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;ACT_UCSA;FIL_TOT;FIL_AMB;FIL_TPL;FIL_PLA;EFFPL_PKT;EFFPA_PKT;ETP_PKT;EFFPL_MED;EFFPA_MED;ETP_MED;GAR_SEN;AST_SEN;EFFPL_PNM;EFFPA_PNM;ETP_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_ASS;ETP_REE;ETP_EDU;HPLEFFPL_PKT;HPLEFFPA_PKT;HPLETP_PKT;HPLEFFPL_MED;HPLEFFPA_MED;HPLETP_MED;HPLEFFPL_PNM;HPLEFFPA_PNM;HPLETP_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_ASS;HPLETP_REE;HPLETP_EDU
PSY;2013;110002953;110780137;INF;;1;;;;;3;;;;;18;;;;;215;;;;;;3959;;;2;1;;7269;;48;58;98;130;;1005;998;;;3;1;3.1;1;;1;0;1;24;11;31.8;7;0.3;5.4;1;2.3;9.3;;;;;;;;;;;;;;;
PSY;2013;110002953;110780137;TOT;1;;2;0;0;47;6;3;;;;38;2;0;516;13354;1099;796;;;;;7336;65;;3;2;;23742;;230;201;1326;134;;3144;3054;349;46;7;1;7.1;1;;1;;;86;25;104.4;49.6;5.9;8.7;2.8;7.8;10.3;;;;;;;;;;;;;;;
PSY;2013;110780152;110000064;GEN;;;;;;68;;;;;;;;;564;21826;;;;;;;;;;;;;;;;;;;;619;;564;;3;;2.06;;;;1;0;25;15;33.88;11.63;8.81;1.09;0.2;2.2;0.2;;;;;;;;;;;;;;;
PSY;2013;110780152;110000064;TOT;0;;;0;;68;;;;;;;;;564;21826;;;;;;;;;;;;;;;;;;;;619;;;;3;;2.06;;;;;;25;15;33.88;11.63;8.81;1.09;0.2;2.2;0.2;;;;;;;;;;;;;;;
PSY;2013;110786324;;GEN;;4;;;;195;;;40;;;42;5;;1894;64880;;;6559;;;;12946;17;;1;6;9;38160;4866;3561;2427;5160;3;;7352;5727;;22;19;3;20.65;3;6;4.12;0;1;231;76;292.63;220.14;34.49;11.08;7.89;3.06;15.97;11;1;11.52;3;6;4.12;176;50;221.33;155.79;34.49;7.14;7.11;2.17;14.63
PSY;2013;110786324;;INF;;1;;;;8;;;;;;20;2;;141;2899;;;;;;;5503;18;;1;3;1;7127;240;40;6;7;159;;1429;1270;;0;4;1;4.08;;1;0.14;0;1;49;15;56.68;33.63;3.33;5.72;1.89;4.5;7.61;;1;0.9;;1;0.14;19;2;18.66;11.31;3.33;1.2;;;2.82
PSY;2013;110786324;;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1042;;;;;250;227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;110786324;;TOT;1;;1;1;;203;;;40;;;62;7;;2035;67779;;;6559;;;;18449;35;;2;9;10;45287;5106;4643;2433;5167;162;;8916;7158;1459;;23;4;24.73;3;7;4.26;;;280;91;349.31;253.77;37.82;16.8;9.78;7.56;23.58;11;2;12.42;3;7;4.26;195;52;239.99;167.1;37.82;8.34;7.11;2.17;17.45
PSY;2013;120000039;120780044;INF;;1;;;;5;;;;;;28;;3;122;1472;;;;;;;4525;;;2;2;3;10425;4270;389;75;81;166;;1729;1423;73;;2;2;2.8;1;1;1.67;0;1;;;;;;;;;;;;;;;;38;20;30.73;10.74;6;5.6;;0.91;5.78
PSY;2013;120000039;120780044;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.1;;;;;;;;;;;;;;;;;;;;
PSY;2013;120000039;120780044;TOT;1;;;0;;5;;;;;;28;;3;122;1472;;;;;;;4525;;;2;2;3;10425;4270;389;75;81;166;;1729;;;;2;2;2.8;1;1;1.67;;;;;;3.1;;;;;;;;;;;;38;20;30.73;10.74;6;5.6;;0.91;5.78
PSY;2013;120004569;120004528;GEN;;1;;;;20;0;;0;;0;21;2;1;453;6939;;;;;;185;6285;2;908;;2;1;16893;37;7208;;1528;;;2053;1535;304;;4;1;3.09;;1;0.2;0;1;59;20;74.47;44.76;12.36;4.8;1.99;1;9.56;4;;2.21;;;;;;;;;;;;
PSY;2013;120004569;120004528;INF;;1;;;;;;;;;;6;;;52;;;;;;;173;622;;;;1;;1834;;;;9;;;665;664;34;;2;;2;;;;0;1;13;3;17.09;1.8;1.24;3.01;2.47;2.77;5.8;;;;;;;;;;;;;;;
PSY;2013;120004569;120004528;TOT;1;;0;0;;20;0;;0;;0;27;2;1;505;6939;;;;;;358;6907;2;908;;3;1;18727;37;7208;;1537;;;2718;2199;325;;6;1;5.09;;1;0.2;;;72;23;91.56;46.56;13.6;7.81;4.46;3.77;15.36;4;;2.21;;;;;;;;;;;;
PSY;2013;120780283;630786754;GEN;;4;;;;250;40;5;;;;115;5;;3219;75308;12902;1182;;;;;17425;150;;3;9;3;38320;39848;18379;3605;3448;14;;8473;6182;1899;17;16;9;21.69;2;8;6.74;1;;480;85;446.69;320.81;94.24;11.62;;4.37;15.65;3;15;11.6;2;6;5.84;281;67;328.63;218.83;93.9;4.05;;3.5;8.35
PSY;2013;120780283;630786754;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;817;;;;;;;;;;2;0.2;;;;;;;3;0.3;0.2;;0.1;;;;;;;;;;;;;;;;;;
PSY;2013;120780283;630786754;TOT;1;;3;1;;250;40;5;;;;115;5;;3219;75308;12902;1182;;;;;17425;150;;3;9;3;38320;39848;19196;3605;3448;14;;8473;;;;16;11;21.89;2;8;6.74;;;480;88;446.99;321.01;94.24;11.72;;4.37;15.65;3;15;11.6;2;6;5.84;281;67;328.63;218.83;93.9;4.05;;3.5;8.35
PSY;2013;130000235;130780554;GEN;;6;;;;223;19;18;;8;;148;14;2;1808;79284;5715;3028;;;;293;21726;261;2791;;13;7;81884;52208;2488;1572;7717;1;;7910;6827;855;105;15;13;20.72;12;1;11.73;;;446;55;483.45;305.38;69.16;26.06;20.29;4.5;10.56;15;13;20.72;12;1;11.73;501;55;483.45;305.38;69.16;26.06;20.29;4.5;10.56
PSY;2013;130000235;130780554;INF;;2;;;;;;;;;;52;;;;;;;;;;37;3724;;;2;10;4;37431;1074;272;260;486;302;;2843;2706;;;6;7;10.93;0;0;0;;;72;12;0;34.56;0;24.02;10.86;10.3;18.23;6;7;10.93;0;0;0;72;12;76.83;34.56;0;24.02;10.86;10.3;18.23
PSY;2013;130000235;130780554;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2013;130000235;130780554;TOT;1;;5;0;;223;19;18;;8;;200;14;2;1808;79284;5715;3028;;;;330;25450;261;2791;2;23;11;119315;53282;2764;1832;8203;303;;10665;9533;855;105;21;20;31.65;12;1;11.73;;;518;67;483.45;339.94;69.16;50.08;31.15;14.8;28.79;21;20;31.65;12;1;11.73;573;67;560.28;339.94;69.16;50.08;31.15;14.8;28.79
PSY;2013;130000433;130781131;GEN;;6;;;;320;18;19;;11;;134;12;;2932;102135;4756;4745;;1691;;173;22903;942;;2;27;4;72647;21015;5554;1815;15639;197;;13450;10614;1726;59;52;6;53.46;4;2;4.24;1;1;541;98;600.89;408.47;73.46;24.35;17.59;2.15;9.1;33;4;21.41;1;;1;300;50;320.16;203.16;54.33;3.25;7.26;0.54;2
PSY;2013;130000433;130781131;INF;;3;;;;10;2;;;;;48;;;117;2417;106;;;;;39;3539;;;4;15;9;40353;3435;264;351;585;818;;3991;3829;83;;16;6;18.25;;1;0.2;1;1;109;35;126.24;41.7;3;33.29;7.8;11.69;23.57;2;1;2.43;;;;16;3;17.19;14.07;;;0.5;;2.62
PSY;2013;130000433;130781131;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;17799;;;;;1484;1416;;;4;1;4.4;;1;0.84;;;14;2;11.93;6.19;;5;0.74;;;;;;;;;;;;;;;;;
PSY;2013;130000433;130781131;TOT;1;;5;1;0;330;20;19;;11;;182;12;;3049;104552;4862;4745;;1691;;212;26442;942;;7;44;13;113000;24450;23617;2166;16224;1015;;18506;15519;1806;59;70;12;76.11;4;3;5.28;;;654;134;739.06;456.36;76.46;62.64;26.13;13.84;32.67;35;5;23.84;1;;1;316;53;337.35;217.23;54.33;3.25;7.76;0.54;4.62
PSY;2013;130002496;130786494;GEN;;4;;;;140;6;4;;8;;126;;;1416;43138;1654;809;;581;;141;22777;498;;1;12;5;39686;12140;1322;1636;9679;;;5567;4369;845;21;24;11;27.31;;;;;;313;32;319.35;225.47;8.17;15.78;14.18;1.53;2;13;4;11.9;;;;171;18;175.77;126.63;5.17;3.93;4.73;;
PSY;2013;130002496;130786494;INF;;2;;;;;;;;;;29;;;;;;;;;;;7268;;;2;7;3;29242;2832;185;105;243;154;;2371;2258;;;8;4;10.85;;;;;;51;18;57.53;23.23;;12.6;4.33;5.96;5.18;;;;;;;;;;;;;;;
PSY;2013;130002496;130786494;TOT;1;;4;0;;140;6;4;;8;;155;;;1416;43138;1654;809;;581;;141;30045;498;;3;19;8;68928;14972;1507;1741;9922;154;;7867;6561;845;21;32;15;38.16;;;;;;364;50;376.88;248.7;8.17;28.38;18.51;7.49;7.18;13;4;11.9;;;;171;18;175.77;126.63;5.17;3.93;4.73;;
PSY;2013;130002827;130789274;GEN;;1;;;;33;4;;;;;10;;;718;9613;796;;;;;73;1304;;;3;0;3;17462;10116;2750;181;244;0;;2410;1719;947;;6;;6;;;;;1;65;13;72.07;50.45;3.9;4.62;2.8;;1.5;;3;1.75;;;;;;;;;;;;
PSY;2013;130002827;130789274;INF;;1;;;;;;;;;;10;;;;;;;;;;;617;;;1;4;3;7154;1008;75;45;137;104;;1002;962;454;;3;1;3.6;;;;;1;23;9;29.34;6.78;;6.59;1.82;6.5;6.66;;;;;;;;;;;;;;;
PSY;2013;130002827;130789274;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2943;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;130002827;130789274;TOT;1;;;1;;33;4;;;;;20;;;718;9613;796;;;;;73;1921;;;4;4;6;24616;11124;2825;226;381;104;2943;3132;;;;9;1;9.6;;;;;;87;22;101.41;57.23;3.9;11.21;4.62;6.5;8.16;;3;1.75;;;;;;;;;;;;
PSY;2013;130780273;130000151;GEN;;;;;;50;;;;;;;;;311;18250;;;;;;;;;;;;;;;;;;;;361;;;;0;4;0.8;;17;3.83;0;0;35;;29.1;12.1;9.9;0.1;1;;1;;;;;;;;;;;;;;;
PSY;2013;130780273;130000151;TOT;0;;;0;;50;;;;;;;;;311;18250;;;;;;;;;;;;;;;;;;;;361;;;;0;4;0.8;;17;3.83;;;35;;29.1;12.1;9.9;0.1;1;;1;;;;;;;;;;;;;;;
PSY;2013;130781065;130000417;GEN;;;;;;75;;;;;;;;;598;27209;;;;;;;;;;;;;;;;;;;;598;;;;;5;3;;4;1.66;0;0;;16;9.59;5.9;0.8;1;0.22;1.17;0.5;;;;;;;18;;18;7;11;;;;
PSY;2013;130781065;130000417;TOT;0;;;0;;75;;;;;;;;;598;27209;;;;;;;;;;;;;;;;;;;;598;;;;;5;3;;4;1.66;;;;16;9.59;5.9;0.8;1;0.22;1.17;0.5;;;;;;;18;;18;7;11;;;;
PSY;2013;130781594;130010648;GEN;;;;;;104;;;;;;;;;;34474;;;;;;;;;;;;;;;;;;;;159;;;36;;3;1.25;;2;0.5;0;1;13;5;23.9;12;3.5;0.9;0.5;;1;;;;;;;;;;;;;;;
PSY;2013;130781594;130010648;TOT;0;;;0;;104;;;;;;;;;;34474;;;;;;;;;;;;;;;;;;;;159;;;36;;3;1.25;;2;0.5;;;13;5;23.9;12;3.5;0.9;0.5;;1;;;;;;;;;;;;;;;
PSY;2013;130783236;130786049;GEN;;3;;;;117;;;;7;;50;0;1;3143;35185;;;;2512;;;9235;0;4337;;;1;27119;4337;;;1974;;;7664;5375;2280;0;16;14;18.33;1;1;1.6;;;241;32;258.66;217;1;12.2;7.9;1.8;1;12;5;6.68;1;1;1.6;241;32;258.66;217;1;3;7.9;1.8;1
PSY;2013;130783236;130786049;TOT;1;;1;0;;117;;;;7;;50;0;1;3143;35185;;;;2512;;;9235;0;4337;;;1;27119;4337;;;1974;;;7664;5375;2280;0;16;14;18.33;1;1;1.6;;;241;32;258.66;217;1;12.2;7.9;1.8;1;12;5;6.68;1;1;1.6;241;32;258.66;217;1;3;7.9;1.8;1
PSY;2013;130783764;750043994;GEN;;;;;;258;;;;;;15;;;1022;93642;;;;;;;2674;;;;;;;;;;;;;2272;;;;4;1;4.8;;1;0.2;1;;28;8;31.2;;15;3.6;1;2.89;;;;;;;;;;;;;;;;
PSY;2013;130783764;750043994;TOT;0;;;0;;258;;;;;;15;;;1022;93642;;;;;;;2674;;;;;;;;;;;;;1387;;;;4;1;4.8;;1;0.2;;;28;8;31.2;;15;3.6;1;2.89;;;;;;;;;;;;;;;;
PSY;2013;130784234;130786049;GEN;;4;;;;115;;;;;;43;;;2123;35894;;;;;;;7374;;;;;;30041;;;;109;;;4959;4071;867;;21;6;17.42;4;2;4.36;1;1;172;26;189.94;114.09;52.29;10.54;1.8;1.85;0.05;16;4;6.99;1;1;2;127;23;134.14;86.64;45.33;2.17;0;0;0
PSY;2013;130784234;130786049;INF;;2;;;;10;;;;;;26;;;112;3171;;;;;;;9132;;;;;;13695;;;;700;;;3770;3630;111;;17;1;9.42;0;2;0.4;1;1;58;10;62.67;24.72;3.06;11.06;2.13;5.1;9.88;6;0;2.5;0;0;0;23;4;26.98;22.34;1.27;0.91;0;0.9;1.56
PSY;2013;130784234;130786049;PEN;;;;;;32;;;;;;;;;245;8616;;;;;;;;;0;0;2;1;;12578;0;;;;0;2983;2723;128;0;9;4;8.33;2;1;0.76;;;28;2;27.76;18.15;0;5.6;2;2.01;0;4;1;0.73;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2013;130784234;130786049;TOT;1;;2;1;;157;;;;;;69;;;2480;47681;;;;;;;16506;;0;0;2;1;43736;12578;0;;809;;0;11712;10424;1106;;47;11;35.17;6;5;5.52;;;257;37;280.37;156.96;55.35;27.2;5.93;8.96;9.93;26;5;10.22;1;1;2;150;27;161.12;108.98;46.6;3.08;0;0.9;1.56
PSY;2013;130784291;130001696;GEN;;;;;;82;;;;;;;;;565;26834;;;;;;;;;;;;;;;;;;;;565;;;;1;;1;;1;0.41;1;;19;9;29.77;16.97;8.49;2.03;0.5;0.9;0.88;;;;;;;;;;;;;;;
PSY;2013;130784291;130001696;INF;;;;;;18;;;;;;;;;127;3466;;;;;;;;;;;;;;;;;;;;127;;;;;2;0.39;;;;1;;16;8;21.94;8.57;8.5;0.83;0.5;0.5;3.04;;;;;;;;;;;;;;;
PSY;2013;130784291;130001696;TOT;0;;;0;;100;;;;;;;;;692;30300;;;;;;;;;;;;;;;;;;;;692;;;;1;2;1.39;;1;0.41;;;35;17;51.71;25.54;16.99;2.86;1;1.4;3.92;;;;;;;;;;;;;;;
PSY;2013;130784549;130001811;GEN;;1;;;;;;;84;;;;;;;;;;30799;;;;;;;;;;;;;;;;;84;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;130784549;130001811;TOT;1;;0;0;;;;;84;;;;;;;;;;30799;;;;;;;;;;;;;;;;;84;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;130784606;130001860;GEN;;;;;;209;;;;;;12;6;;;70552;;;;;;;3662;237;;;;;;;;;;;;1324;;;;;14;;;5;;;;127;15;78.79;49.14;26.12;2.49;1.04;0.53;;;;;;;;124;13;74.41;46.45;26.12;1;0.84;;
PSY;2013;130784606;130001860;TOT;0;;;0;;209;;;;;;12;6;;;70552;;;;;;;3662;237;;;;;;;;;;;;1324;;;;;14;;;5;;;;127;15;78.79;49.14;26.12;2.49;1.04;0.53;;;;;;;;124;13;74.41;46.45;26.12;1;0.84;;
PSY;2013;130784697;130001902;GEN;;;;;;101;;;;;;12;;;208;35970;;;;;;;4112;;;;;;;;;;;;;214;;;27;;4;1.95;;1;0.5;0;1;18;9;21.76;14;4;1.5;0.5;;1.76;;;;;;;;;;;;;;;
PSY;2013;130784697;130001902;TOT;0;;;0;;101;;;;;;12;;;208;35970;;;;;;;4112;;;;;;;;;;;;;214;;;;0;4;1.95;;1;0.5;;;18;9;21.76;14;4;1.5;0.5;;1.76;;;;;;;;;;;;;;;
PSY;2013;130786015;130002322;GEN;;;;;;80;;;;;;;;;;27754;;;;;;;;;;;;;;;;;;;;289;;248;9;;7;2.51;;5;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;130786015;130002322;TOT;0;;;0;;80;;;;;;;;;;27754;;;;;;;;;;;;;;;;;;;;289;;;;;7;2.51;;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;130786742;750821092;GEN;;0;;;;22;0;0;0;0;0;0;0;0;255;4883;0;0;0;0;0;0;0;0;0;0;1;0;4326;0;0;0;0;0;;1538;1350;188;0;4;0;3.07;0;0;0;0;1;25;2;23.04;9.17;6.25;2;0;0.35;0;4;0;3.07;0;0;0;25;2;23.04;9.17;6.25;2;0;0.35;0
PSY;2013;130786742;750821092;TOT;0;;0;0;0;22;0;0;0;0;0;0;0;0;255;4883;0;0;0;0;0;0;0;0;0;0;1;0;4326;0;0;0;0;0;0;1538;1350;188;0;4;0;3.07;0;0;0;;;25;2;23.04;9.17;6.25;2;0;0.35;0;4;0;3.07;0;0;0;25;2;23.04;9.17;6.25;2;0;0.35;0
PSY;2013;130786890;130001688;INF;;;;;;5;;;;;;25;;;519;1338;;;;;;;4189;;;;;;;;;;;;;111;;;;1;3;2.5;;1;0.05;0;0;26;20;36;16;;1;0.75;2;5.5;;;;;;;;;;;;;;;
PSY;2013;130786890;130001688;TOT;0;;;0;;5;;;;;;25;;;519;1338;;;;;;;4189;;;;;;;;;;;;;111;;;;1;3;2.5;;1;0.05;;;26;20;36;16;;1;0.75;2;5.5;;;;;;;;;;;;;;;
PSY;2013;130786973;130002702;GEN;;;;;;78;;;;;;;;;27413;27413;;;;;;;;;;;;;;;;;;;;255;;255;;;3;1.16;;1;0.51;0;0;18;8;22.84;11.84;7;2;1;1;;;;;;;;;;;;;;;;
PSY;2013;130786973;130002702;TOT;0;;;0;;78;;;;;;;;;27413;27413;;;;;;;;;;;;;;;;;;;;255;;;;;3;1.16;;1;0.51;;;18;8;22.84;11.84;7;2;1;1;;;;;;;;;;;;;;;;
PSY;2013;130790157;130789316;GEN;;3;;;;75;6;;;;;45;3;;1109;23739;2179;;;;;43;13747;10;;2;5;4;41214;6715;4010;2;3009;;;4453;3732;560;14;19;3;17.81;;;;1;0;167;63;180.96;105.71;11.34;11.84;6.94;2.42;6.27;13;2;7.17;;;;88;42;95.71;55.24;11.15;3.84;3.97;0;0
PSY;2013;130790157;130789316;INF;;1;;;;;;;;;;8;;;;;;;;;;6;1284;;;;4;;10471;;71;182;275;125;;929;910;;;9;4;5.54;;;;0;0;42;20;31.48;4.1;0.6;7.42;2.73;6.38;5.82;;;;;;;;;;;;;;;
PSY;2013;130790157;130789316;TOT;1;;0;0;0;75;6;;;;;53;3;;1109;23739;2179;;;;;49;15031;10;;2;9;4;51685;6715;4081;184;3284;125;;5346;4608;560;14;26;4;23.35;;;;;;186;79;212.44;109.81;11.94;19.26;9.67;8.8;12.09;13;2;7.17;;;;88;42;95.71;55.24;11.15;3.84;3.97;0;0
PSY;2013;130798002;130004807;GEN;;1;;;;200;;;;;;;;;1168;70203;;;;;;;;;;;;;;;;;;;;921;;921;14;3;12;9;1;3;3.38;1;0;89;32;67.9;32.16;31.06;1;1;0.69;2;;;;;;;;;;;;;;;
PSY;2013;130798002;130004807;TOT;0;;;0;;200;;;;;;;;;1168;70203;;;;;;;;;;;;;;;;;;;;921;;921;14;3;12;9;1;3;3.38;;;89;32;67.9;32.16;31.06;1;1;0.69;2;;;;;;;;;;;;;;;
PSY;2013;130804032;;INF;;;;;;;;;;;;27;;;;;;;;;;;4690;;;;;;;;;;;;;51;;;;;3;1.3;;;;0;0;9;9;4.4;4.5;0;1.35;0.7;0.85;6;;;;;;;;;;;;;;;
PSY;2013;130804032;;TOT;0;;;0;;;;;;;;27;;;;;;;;;;;4690;;;;;;;;;;;;;51;;;;;3;1.3;;;;;;9;9;4.4;4.5;0;1.35;0.7;0.85;6;;;;;;;;;;;;;;;
PSY;2013;130806011;130001183;GEN;;;;;;67;;;;;;;;;425;24061;;;;;;;;;;;;;;;;;;;;364;;;;0;2;2;;;;;;;;;;;;;;;0;2;;;;;;;;;;;;;
PSY;2013;130806011;130001183;TOT;0;;;0;;67;;;;;;;;;425;24061;;;;;;;;;;;;;;;;;;;;364;;;;0;2;2;;;;;;;;;;;;;;;0;2;;;;;;;;;;;;;
PSY;2013;140000209;140000100;GEN;;1;;;;45;;;;10;;20;;;760;15574;;;;2178;;;3722;;;2;1;;31122;;;;2019;;;5311;4549;760;2;11;4;9.6;;;;0;1;100;34;120.05;53.2;30.05;6.25;2.33;1.9;;11;4;9.6;;;;85;22;95.46;43.04;25.95;2;1.33;1;
PSY;2013;140000209;140000100;INF;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2.1;;1;0.6;0;1;11;4;10.23;0.05;;3.22;1.86;1.8;1;;;;;;;;;;;;;;;
PSY;2013;140000209;140000100;TOT;1;;0;0;;45;;;;10;;20;;;760;15574;;;;2178;;;3722;;;2;1;;31122;;;;2019;;;5311;4549;760;2;16;4;11.7;;1;0.6;;;111;38;130.28;53.25;30.05;9.47;4.19;3.7;1;11;4;9.6;;;;85;22;95.46;43.04;25.95;2;1.33;1;
PSY;2013;140000233;140000118;GEN;;1;;;;;;;;;;15;0;0;;;;;;;;;2069;0;0;;;;345;0;34;0;0;0;;33;33;;;;1;0.1;;;;0;0;7;1;4.35;4;;0.15;0.1;;;;;;;;;;;;;;;;;
PSY;2013;140000233;140000118;TOT;1;;0;0;;;;;;;;15;0;0;;;;;;;;;2069;0;0;;;;345;0;34;0;0;0;;33;33;;;;1;0.1;;;;;;7;1;4.35;4;;0.15;0.1;;;;;;;;;;;;;;;;;
PSY;2013;140000324;140026279;GEN;;1;;;;;;;;;;10;;;;;;;;;;;2853;;;;;;;;;;;;;36;;;;;;;;;;0;0;2;;2;1;1;;;;;;;;;;;;;;;;;;;
PSY;2013;140000324;140026279;TOT;1;;0;0;;;;;;;;10;;;;;;;;;;;2853;;;;;;;;;;;;;36;;;;;;;;;;;;2;;2;1;1;;;;;;;;;;;;;;;;;;;
PSY;2013;140000373;140000159;GEN;;1;;;;25;0;0;4;0;0;33;15;0;508;7996;0;0;1772;0;0;87;2518;1823;0;;3;2;6439;1676;207;189;1936;0;;1603;1237;321;3;4;;2.51;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;140000373;140000159;INF;;1;;;;0;0;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;;3;2;5074;1893;5;4;0;26;;555;555;0;0;3;;2.15;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;140000373;140000159;TOT;1;;;0;;25;0;0;4;0;0;33;15;0;508;7996;0;0;1772;0;0;87;2518;1823;0;0;6;4;11513;3569;212;193;1936;26;0;2142;1776;321;3;7;;4.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;140000456;140000316;GEN;;6;;;;349;0;;7;0;0;125;12;10;;104732;;;1749;;;642;16811;1758;2964;4;10;15;51231;13904;5823;864;842;3;;8639;6430;2014;116;25;4;26.11;9;2;9.28;0;1;593;82;641.69;388.33;192.32;13.26;11.26;7.12;3.74;25;4;26.11;9;2;9.28;593;82;641.69;388.33;192.32;13.26;11.26;7.12;3.74
PSY;2013;140000456;140000316;INF;;2;;;;0;0;;;0;0;50;0;2;;;;;;;;143;7299;;31;2;5;5;15645;1713;31;4;10;57;;2270;2187;0;0;6;6;9.45;0;0;0;0;1;72;16;82.65;40.01;13.33;9.2;3.8;9.5;2.8;6;6;9.45;0;0;0;72;16;82.65;40.01;13.33;9.2;3.8;9.5;2.8
PSY;2013;140000456;140000316;PEN;;;;;;0;;;;;;6;;;;;;;;;;;1146;;;;2;0;;15617;14718;;;;;1581;1562;0;0;5;3;4.06;0;0;0.29;;;17;2;17.32;9.72;0;6.9;0.71;0;0;5;3;4.06;0;0;0.29;17;2;17.32;9.72;0;6.9;0.71;0;0
PSY;2013;140000456;140000316;TOT;1;;3;1;;349;0;;7;0;0;181;12;12;;104732;;;1749;;;785;25256;1758;2995;6;17;20;66876;31234;20572;868;852;60;;12297;10009;2014;116;35;13;39.62;9;2;9.57;;;677;100;741.66;438.06;205.65;29.36;15.77;16.62;6.54;35;13;39.62;9;2;9.57;677;100;741.66;438.06;205.65;29.36;15.77;16.62;6.54
PSY;2013;140004136;140000092;GEN;;1;;;;30;0;13;0;0;0;15;1;1;535;8164;;3750;;;;12;2360;215;100;0;2;2;14648;2864;1333;469;1262;;;2122;1784;293;7;5;;5;;1;0.5;;1;63;28;84.22;46.89;20.08;2.63;2;0.86;0.97;;;;;;;49;11;47.64;25.4;15.4;0.05;1;0.2;0
PSY;2013;140004136;140000092;INF;;1;;;;12;;;;;;40;;4;112;3231;;;;;;76;3906;;8699;2;2;;14473;;28;58;33;202;;1093;978;47;2;4;2;5.6;;1;0.6;;;78;19;91.4;18.56;24.74;9.51;2.7;9.13;12.59;;;;;;;31;4;34.96;10.56;20.14;0.25;0.5;0.5;0.5
PSY;2013;140004136;140000092;TOT;1;;;0;1;42;0;13;0;0;0;55;1;5;647;11395;;3750;;;;88;6266;215;8799;2;4;2;29121;2864;1361;527;1295;202;;3215;;;;9;2;10.6;;2;1.1;;;141;47;175.62;65.45;44.82;12.14;4.7;9.99;13.56;;;;;;;80;15;82.6;35.96;35.54;0.3;1.5;0.7;0.5
PSY;2013;140004383;140000100;INF;;;;;;8;;;;;;;;;115;2536;;;;;;;;;;;;;;;;;;;;;;;;7;;3.55;1;;0.2;0;1;35;13;39.5;14.29;7.6;5.37;2.3;2.31;0.5;2;;1.08;;;;33;12;37.31;14.29;7.6;4.37;2.3;2.21;0.5
PSY;2013;140004383;140000100;TOT;0;;;0;;8;;;;;;;;;115;2536;;;;;;;;;;;;;;;;;;;;;;;;7;;3.55;1;;0.2;;;35;13;39.5;14.29;7.6;5.37;2.3;2.31;0.5;2;;1.08;;;;33;12;37.31;14.29;7.6;4.37;2.3;2.21;0.5
PSY;2013;140016106;140000035;GEN;;;;;;;;;;;;12;;;;;;;;;;;3858;;;;;;;;;;;;;;;;;1;3;2.2;;;;0;0;4;;3.38;;2;;;;;;;;;;;4;;3.38;;2;;;;
PSY;2013;140016106;140000035;TOT;0;;;0;;;;;;;;12;;;;;;;;;;;3858;;;;;;;;;;;;;;;;;1;3;2.2;;;;;;4;;3.38;;2;;;;;;;;;;;4;;3.38;;2;;;;
