BOR;AN;FI;FI_EJ;DISCI;ETP_SAL;ETP_HU;ETP_MAD;ETP_INT
Q21;2013;010000024;010780054;1000;0.1;;;
Q21;2013;010000024;010780054;2000;153.69;;1.56;54.67
Q21;2013;010000024;010780054;2100;149.92;;1.56;54.67
Q21;2013;010000024;010780054;2300;2;;;
Q21;2013;010000024;010780054;2400;1.77;;;
Q21;2013;010000024;010780054;9999;153.79;;1.56;54.67
Q21;2013;010000065;010780096;1000;1;0;0.6;0
Q21;2013;010000065;010780096;2000;12.52;0;0.25;1.32
Q21;2013;010000065;010780096;2100;7.2;0;;0.74
Q21;2013;010000065;010780096;2400;4.62;0;0.25;0.58
Q21;2013;010000065;010780096;2500;0.7;0;;0
Q21;2013;010000065;010780096;9999;13.52;0;0.85;1.32
Q21;2013;010000081;010780112;1000;0.68;;;
Q21;2013;010000081;010780112;2000;1.58;;;
Q21;2013;010000081;010780112;2400;0.81;;;
Q21;2013;010000081;010780112;2500;0.77;;;
Q21;2013;010000081;010780112;9999;2.26;;;
Q21;2013;010000099;010780120;1000;1;;;
Q21;2013;010000099;010780120;2000;1.16;;;
Q21;2013;010000099;010780120;2100;0.59;;;
Q21;2013;010000099;010780120;2400;0.57;;;
Q21;2013;010000099;010780120;9999;2.16;;;
Q21;2013;010000107;010780138;2000;2.35;;;
Q21;2013;010000107;010780138;2100;1.32;;;
Q21;2013;010000107;010780138;2400;1.03;;;
Q21;2013;010000107;010780138;9999;2.35;;;
Q21;2013;010000115;010009132;2000;1.61;;;
Q21;2013;010000115;010009132;2100;0.52;;;
Q21;2013;010000115;010009132;2400;0.86;;;
Q21;2013;010000115;010009132;2500;0.23;;;
Q21;2013;010000115;010009132;9999;1.61;;;
Q21;2013;010000131;010009132;2000;1.64;;;
Q21;2013;010000131;010009132;2100;0.42;;;
Q21;2013;010000131;010009132;2400;1.22;;;
Q21;2013;010000131;010009132;9999;1.64;;;
Q21;2013;010000180;010007987;2000;1.78;0;;0
Q21;2013;010000180;010007987;2400;1.78;0;;0
Q21;2013;010000180;010007987;9999;1.78;0;;0
Q21;2013;010000198;010007987;1000;0.1;0;;0
Q21;2013;010000198;010007987;2000;3.65;0;;0
Q21;2013;010000198;010007987;2400;3.65;0;;0
Q21;2013;010000198;010007987;9999;3.75;0;;0
Q21;2013;010000214;010007987;1000;0.2;0;;0
Q21;2013;010000214;010007987;2000;10.68;0;;0
Q21;2013;010000214;010007987;2100;2.83;0;;0
Q21;2013;010000214;010007987;2400;7.85;0;;0
Q21;2013;010000214;010007987;9999;10.88;0;;0
Q21;2013;010000495;010783009;1000;5.2;;;
Q21;2013;010000495;010783009;2000;62.45;25.34;;9.74
Q21;2013;010000495;010783009;2200;62.45;25.34;;9.74
Q21;2013;010000495;010783009;9999;67.65;25.34;;9.74
Q21;2013;010002129;920000395;2000;6;;;
Q21;2013;010002129;920000395;2400;6;;;
Q21;2013;010002129;920000395;9999;6;;;
Q21;2013;010005239;010008407;1000;4.16;0;;0
Q21;2013;010005239;010008407;2000;42.06;0;;4.97
Q21;2013;010005239;010008407;2100;40.82;0;;4
Q21;2013;010005239;010008407;2400;1.24;0;;0.97
Q21;2013;010005239;010008407;9999;46.22;0;;4.97
Q21;2013;010005379;690006598;2000;1;0;0;
Q21;2013;010005379;690006598;2300;1;0;0;
Q21;2013;010005379;690006598;9999;1;0;0;
Q21;2013;010006526;690796552;2000;0.25;;;
Q21;2013;010006526;690796552;2100;0.25;;;
Q21;2013;010006526;690796552;9999;0.25;;;
Q21;2013;010007300;010007292;2000;0;;;0
Q21;2013;010007300;010007292;2100;0;;;0
Q21;2013;010007300;010007292;9999;0;;;0
Q21;2013;010009314;010780054;2000;5.83;;;
Q21;2013;010009314;010780054;2400;3.98;;;
Q21;2013;010009314;010780054;2500;1.85;;;
Q21;2013;010009314;010780054;9999;5.83;;;
Q21;2013;010009702;010780054;2000;0.2;;;
Q21;2013;010009702;010780054;2500;0.2;;;
Q21;2013;010009702;010780054;9999;0.2;;;
Q21;2013;010780195;010000156;1000;2.2;;;
Q21;2013;010780195;010000156;9999;2.2;;;
Q21;2013;010780203;010006450;2000;2.32;2.32;;
Q21;2013;010780203;010006450;2100;2.32;2.32;;
Q21;2013;010780203;010006450;9999;2.32;2.32;;
Q21;2013;010780252;010783009;2000;3.5;;0.35;
Q21;2013;010780252;010783009;2400;3.5;;0.35;
Q21;2013;010780252;010783009;9999;3.5;;0.35;
Q21;2013;010780278;010783009;2000;4.6;;;
Q21;2013;010780278;010783009;2400;4.6;;;
Q21;2013;010780278;010783009;9999;4.6;;;
Q21;2013;010780294;690000278;2000;2;;;
Q21;2013;010780294;690000278;2100;2;;;
Q21;2013;010780294;690000278;9999;2;;;
Q21;2013;010780310;010000222;2000;1.7;;;
Q21;2013;010780310;010000222;2400;1.7;;;
Q21;2013;010780310;010000222;9999;1.7;;;
Q21;2013;010780328;010000222;2000;2.3;;;
Q21;2013;010780328;010000222;2400;2.3;;;
Q21;2013;010780328;010000222;9999;2.3;;;
Q21;2013;010780476;750005068;1000;0.1;;;
Q21;2013;010780476;750005068;2000;5.01;;;
Q21;2013;010780476;750005068;2400;5.01;;;
Q21;2013;010780476;750005068;9999;5.11;;;
Q21;2013;010780492;360000707;2000;6.16;;;
Q21;2013;010780492;360000707;2400;6.16;;;
Q21;2013;010780492;360000707;9999;6.16;;;
Q21;2013;010780708;310021381;2000;3.3;;;
Q21;2013;010780708;310021381;2400;3.3;;;
Q21;2013;010780708;310021381;9999;3.3;;;
Q21;2013;010780799;750721334;2000;3.8;;;
Q21;2013;010780799;750721334;2400;3.8;;;
Q21;2013;010780799;750721334;9999;3.8;;;
Q21;2013;010786259;010008407;2000;0.83;0;;0
Q21;2013;010786259;010008407;2500;0.83;0;;0
Q21;2013;010786259;010008407;9999;0.83;0;;0
Q21;2013;010789006;670005834;2000;1.3;;0.3;
Q21;2013;010789006;670005834;2100;1.3;;0.3;
Q21;2013;010789006;670005834;9999;1.3;;0.3;
Q21;2013;010789717;010008407;2000;0.8;0;;0
Q21;2013;010789717;010008407;2500;0.8;0;;0
Q21;2013;010789717;010008407;9999;0.8;0;;0
Q21;2013;020000089;020000022;1000;0.04;;;
Q21;2013;020000089;020000022;2000;5.71;;;
Q21;2013;020000089;020000022;2100;3.21;;;
Q21;2013;020000089;020000022;2300;0.1;;;
Q21;2013;020000089;020000022;2400;2.13;;;
Q21;2013;020000089;020000022;2500;0.27;;;
Q21;2013;020000089;020000022;9999;5.75;;;
Q21;2013;020000097;020000048;2000;9;;;
Q21;2013;020000097;020000048;2100;7;;;
Q21;2013;020000097;020000048;2400;2;;;
Q21;2013;020000097;020000048;9999;9;;;
Q21;2013;020000105;020000055;1000;0.42;;;
Q21;2013;020000105;020000055;2000;3.16;;;
Q21;2013;020000105;020000055;2100;2.18;;;
Q21;2013;020000105;020000055;2300;0.25;;;
Q21;2013;020000105;020000055;2400;0.73;;;
Q21;2013;020000105;020000055;9999;3.58;;;
Q21;2013;020000162;020000063;1000;1.1;0;0;0
Q21;2013;020000162;020000063;2000;148.22;0;9;72.16
Q21;2013;020000162;020000063;2100;145.22;0;9;72.16
Q21;2013;020000162;020000063;2400;2.5;0;0;0
Q21;2013;020000162;020000063;2500;0.5;0;0;0
Q21;2013;020000162;020000063;9999;149.32;0;9;72.16
Q21;2013;020000246;020000071;1000;0.42;;;
Q21;2013;020000246;020000071;2000;4.2;;;
Q21;2013;020000246;020000071;2100;3.2;;;
Q21;2013;020000246;020000071;2400;1;;;
Q21;2013;020000246;020000071;9999;4.62;;;
Q21;2013;020000303;750814030;1000;2.88;;;
Q21;2013;020000303;750814030;2000;17.36;;;
Q21;2013;020000303;750814030;2400;17.36;;;
Q21;2013;020000303;750814030;9999;20.24;;;
Q21;2013;020000311;020000550;2000;0.33;;;
Q21;2013;020000311;020000550;2100;0.33;;;
Q21;2013;020000311;020000550;9999;0.33;;;
Q21;2013;020000360;020014742;2000;0.77;;;
Q21;2013;020000360;020014742;2100;0.77;;;
Q21;2013;020000360;020014742;9999;0.77;;;
Q21;2013;020000386;020000600;2000;1.19;;;
Q21;2013;020000386;020000600;2200;1.19;;;
Q21;2013;020000386;020000600;9999;1.19;;;
Q21;2013;020000394;020000253;1000;3.17;0;0;0
Q21;2013;020000394;020000253;2000;94.34;0;0;15.1
Q21;2013;020000394;020000253;2100;94.34;0;0;15.1
Q21;2013;020000394;020000253;9999;97.51;0;0;15.1
Q21;2013;020000519;020000261;2000;124.48;;;26.54
Q21;2013;020000519;020000261;2100;113.74;;;26.54
Q21;2013;020000519;020000261;2200;0.7;;;
Q21;2013;020000519;020000261;2400;8.04;;;
Q21;2013;020000519;020000261;2500;2;;;
Q21;2013;020000519;020000261;9999;124.48;;;26.54
Q21;2013;020000535;020000287;1000;;;2.1;
Q21;2013;020000535;020000287;2000;54.87;;;11.87
Q21;2013;020000535;020000287;2100;52.12;;;11.87
Q21;2013;020000535;020000287;2400;2;;;
Q21;2013;020000535;020000287;2500;0.75;;;
Q21;2013;020000535;020000287;9999;54.87;;2.1;11.87
Q21;2013;020000543;020000295;2000;60.4;;;3.75
Q21;2013;020000543;020000295;2200;60.4;;;3.75
Q21;2013;020000543;020000295;9999;60.4;;;3.75
Q21;2013;020000683;020002085;1000;0.5;;;
Q21;2013;020000683;020002085;2000;1.06;;;
Q21;2013;020000683;020002085;2500;1.06;;;
Q21;2013;020000683;020002085;9999;1.56;;;
Q21;2013;020000915;020003620;2000;11.31;;0.45;
Q21;2013;020000915;020003620;2400;11.31;;0.45;
Q21;2013;020000915;020003620;9999;11.31;;0.45;
Q21;2013;020001061;020004404;1000;2.62;;;
Q21;2013;020001061;020004404;2000;64.33;;;5.46
Q21;2013;020001061;020004404;2100;64.33;;;5.46
Q21;2013;020001061;020004404;9999;66.95;;;5.46
Q21;2013;020001087;020004495;2000;24.5;0.1;0.2;0
Q21;2013;020001087;020004495;2100;20.98;0.1;0.2;0
Q21;2013;020001087;020004495;2200;2;0;0;0
Q21;2013;020001087;020004495;2400;1.52;0;0;0
Q21;2013;020001087;020004495;9999;24.5;0.1;0.2;0
Q21;2013;020001772;590799995;2000;;;;
Q21;2013;020001772;590799995;2100;;;;
Q21;2013;020001772;590799995;9999;;;;
Q21;2013;020001913;590799995;2000;;;;
Q21;2013;020001913;590799995;2100;;;;
Q21;2013;020001913;590799995;9999;;;;
Q21;2013;020003877;020000253;2000;2.49;0;0;0.89
Q21;2013;020003877;020000253;2400;2.49;0;0;0.89
Q21;2013;020003877;020000253;9999;2.49;0;0;0.89
Q21;2013;020004156;590805065;2000;;;;
Q21;2013;020004156;590805065;2200;;;;
Q21;2013;020004156;590805065;9999;;;;
Q21;2013;020004297;020005179;2000;0.4;;;
Q21;2013;020004297;020005179;2300;0.4;;;
Q21;2013;020004297;020005179;9999;0.4;;;
Q21;2013;020004677;020000261;2000;0.6;;;
Q21;2013;020004677;020000261;2500;0.6;;;
Q21;2013;020004677;020000261;9999;0.6;;;
Q21;2013;020005476;020000253;2000;0.67;0;0;0
Q21;2013;020005476;020000253;2500;0.67;0;0;0
Q21;2013;020005476;020000253;9999;0.67;0;0;0
Q21;2013;020006441;590799995;2000;;;;
Q21;2013;020006441;590799995;2100;;;;
Q21;2013;020006441;590799995;9999;;;;
Q21;2013;020006664;020000063;2000;10.3;;;2
Q21;2013;020006664;020000063;2200;10.3;;;2
Q21;2013;020006664;020000063;9999;10.3;;;2
Q21;2013;020010047;020001632;2000;;;;
Q21;2013;020010047;020001632;2100;;;;
Q21;2013;020010047;020001632;9999;;;;
Q21;2013;020010310;750719361;2000;0.27;;;
Q21;2013;020010310;750719361;2400;0.27;;;
Q21;2013;020010310;750719361;9999;0.27;;;
Q21;2013;020010898;750721334;2000;0.3;0;0;0
Q21;2013;020010898;750721334;2300;0.3;0;0;0
Q21;2013;020010898;750721334;9999;0.3;0;0;0
Q21;2013;020011698;020006318;2000;0.4;;;
Q21;2013;020011698;020006318;2100;0.4;;;
Q21;2013;020011698;020006318;9999;0.4;;;
Q21;2013;020012613;590799995;2000;;;;
Q21;2013;020012613;590799995;2100;;;;
Q21;2013;020012613;590799995;9999;;;;
Q21;2013;020012860;590799995;2000;;;;
Q21;2013;020012860;590799995;2100;;;;
Q21;2013;020012860;590799995;9999;;;;
Q21;2013;020014767;590805065;2000;0.2;;;
Q21;2013;020014767;590805065;2300;0.2;;;
Q21;2013;020014767;590805065;9999;0.2;;;
Q21;2013;030000012;030180020;2000;4.11;;0.23;
Q21;2013;030000012;030180020;2400;4.11;;0.23;
Q21;2013;030000012;030180020;9999;4.11;;0.23;
Q21;2013;030000061;030780092;1000;1.73;;;
Q21;2013;030000061;030780092;2000;132.55;;1.68;24.41
Q21;2013;030000061;030780092;2100;113.29;;0.98;20.76
Q21;2013;030000061;030780092;2200;15.93;;0.5;3.16
Q21;2013;030000061;030780092;2300;0.18;;;
Q21;2013;030000061;030780092;2400;2.09;;0.2;0.49
Q21;2013;030000061;030780092;2500;1.06;;;
Q21;2013;030000061;030780092;9999;134.28;;1.68;24.41
Q21;2013;030000079;030780100;1000;1;;;
Q21;2013;030000079;030780100;2000;84.7;;;27.53
Q21;2013;030000079;030780100;2100;80.35;;;26.56
Q21;2013;030000079;030780100;2300;1;;;
Q21;2013;030000079;030780100;2400;2.35;;;0.97
Q21;2013;030000079;030780100;2500;1;;;
Q21;2013;030000079;030780100;9999;85.7;;;27.53
Q21;2013;030000087;030780118;2000;135.75;;;46.71
Q21;2013;030000087;030780118;2100;113.25;;;41.96
Q21;2013;030000087;030780118;2200;14;;;3
Q21;2013;030000087;030780118;2300;1;;;0
Q21;2013;030000087;030780118;2400;5.7;;;1.75
Q21;2013;030000087;030780118;2500;1.8;;;
Q21;2013;030000087;030780118;9999;135.75;;;46.71
Q21;2013;030000095;030780126;1000;0.6;;;
Q21;2013;030000095;030780126;2000;0.2;;;
Q21;2013;030000095;030780126;2100;;;;
Q21;2013;030000095;030780126;2400;0.2;;;
Q21;2013;030000095;030780126;9999;0.8;;;
Q21;2013;030000160;030780282;2000;7.57;;;
Q21;2013;030000160;030780282;2200;6.17;;;
Q21;2013;030000160;030780282;2500;1.4;;;
Q21;2013;030000160;030780282;9999;7.57;;;
Q21;2013;030001689;030005821;2000;0;;;
Q21;2013;030001689;030005821;2100;0;;;
Q21;2013;030001689;030005821;9999;0;;;
Q21;2013;030002208;030002158;2000;6.2;0;;0
Q21;2013;030002208;030002158;2100;1.16;0;;0
Q21;2013;030002208;030002158;2400;5.04;0;;0
Q21;2013;030002208;030002158;9999;6.2;0;;0
Q21;2013;030003669;630000990;2000;0.57;;;
Q21;2013;030003669;630000990;2100;0.57;;;
Q21;2013;030003669;630000990;9999;0.57;;;
Q21;2013;030003719;630000990;2000;0.15;;;
Q21;2013;030003719;630000990;2100;0.15;;;
Q21;2013;030003719;630000990;9999;0.15;;;
Q21;2013;030003768;630000990;2000;0.54;;;
Q21;2013;030003768;630000990;2100;0.54;;;
Q21;2013;030003768;630000990;9999;0.54;;;
Q21;2013;030780548;030000194;1000;1.09;;;
Q21;2013;030780548;030000194;2000;1.9;;;
Q21;2013;030780548;030000194;2100;;;;
Q21;2013;030780548;030000194;2400;1.9;;;
Q21;2013;030780548;030000194;9999;2.99;;;
Q21;2013;030781116;030000426;1000;0.77;;;
Q21;2013;030781116;030000426;2000;3.71;;;
Q21;2013;030781116;030000426;2100;2.71;;;
Q21;2013;030781116;030000426;2400;1;;;
Q21;2013;030781116;030000426;9999;4.48;;;
Q21;2013;030781637;030780100;2000;8.28;;;1
Q21;2013;030781637;030780100;2100;0.5;;;
Q21;2013;030781637;030780100;2200;7.78;;;1
Q21;2013;030781637;030780100;9999;8.28;;;1
Q21;2013;030785430;030785422;2000;1.5;;;
Q21;2013;030785430;030785422;2100;1.5;;;
Q21;2013;030785430;030785422;9999;1.5;;;
Q21;2013;040000028;040780124;2000;;;;
Q21;2013;040000028;040780124;2400;;;;
Q21;2013;040000028;040780124;9999;;;;
Q21;2013;040000036;040780132;2000;0.25;;;
Q21;2013;040000036;040780132;2100;0.15;;;
Q21;2013;040000036;040780132;2400;0.1;;;
Q21;2013;040000036;040780132;9999;0.25;;;
Q21;2013;040000044;040780140;2000;;;;
Q21;2013;040000044;040780140;2100;;;;
Q21;2013;040000044;040780140;2400;;;;
Q21;2013;040000044;040780140;9999;;;;
Q21;2013;040000051;040780173;2000;0;0;0.69;0
Q21;2013;040000051;040780173;2100;0;0;0.69;0
Q21;2013;040000051;040780173;9999;0;0;0.69;0
Q21;2013;040000069;040780181;2000;2.2;;;
Q21;2013;040000069;040780181;2400;2.2;;;
Q21;2013;040000069;040780181;9999;2.2;;;
Q21;2013;040000077;040780199;2000;;;;
Q21;2013;040000077;040780199;2400;;;;
Q21;2013;040000077;040780199;9999;;;;
Q21;2013;040000085;040780207;2000;0.1;0.1;;
Q21;2013;040000085;040780207;2400;0.1;0.1;;
Q21;2013;040000085;040780207;9999;0.1;0.1;;
Q21;2013;040000093;040780215;2000;73.92;;;6
Q21;2013;040000093;040780215;2100;73.92;;;6
Q21;2013;040000093;040780215;9999;73.92;;;6
Q21;2013;040000119;040780231;2000;0.46;;;
Q21;2013;040000119;040780231;2100;0.18;;;
Q21;2013;040000119;040780231;2400;0.28;;;
Q21;2013;040000119;040780231;9999;0.46;;;
Q21;2013;040000127;040780249;2000;0.1;;;
Q21;2013;040000127;040780249;2100;0.1;;;
Q21;2013;040000127;040780249;9999;0.1;;;
Q21;2013;040000135;050002948;1000;1.55;0;0;0
Q21;2013;040000135;050002948;2000;22.09;0;0;0.66
Q21;2013;040000135;050002948;2100;20.24;0;0;0.66
Q21;2013;040000135;050002948;2400;1.85;0;0;0
Q21;2013;040000135;050002948;9999;23.64;0;0;0.66
Q21;2013;040000911;040788879;1000;1;;;
Q21;2013;040000911;040788879;2000;65.11;;;
Q21;2013;040000911;040788879;2100;50.16;;;
Q21;2013;040000911;040788879;2200;14.95;;;
Q21;2013;040000911;040788879;9999;66.11;;;
Q21;2013;040002248;040000168;2000;1.1;;;
Q21;2013;040002248;040000168;2500;1.1;;;
Q21;2013;040002248;040000168;9999;1.1;;;
Q21;2013;040003113;330029208;2000;;;;
Q21;2013;040003113;330029208;2100;;;;
Q21;2013;040003113;330029208;9999;;;;
Q21;2013;040780389;040000150;2000;0;0;0;0
Q21;2013;040780389;040000150;2400;0;0;0;0
Q21;2013;040780389;040000150;9999;0;0;0;0
Q21;2013;040780405;040000168;2000;3.1;;;
Q21;2013;040780405;040000168;2400;3.1;;;
Q21;2013;040780405;040000168;9999;3.1;;;
Q21;2013;040780470;040000192;2000;1.3;;0.5;
Q21;2013;040780470;040000192;2100;1.3;;0.5;
Q21;2013;040780470;040000192;9999;1.3;;0.5;
Q21;2013;040780488;040000200;2000;3.8;;;0.16
Q21;2013;040780488;040000200;2400;3.8;;;0.16
Q21;2013;040780488;040000200;9999;3.8;;;0.16
Q21;2013;040780520;920000395;2000;;;;
Q21;2013;040780520;920000395;2400;;;;
Q21;2013;040780520;920000395;9999;;;;
Q21;2013;040782021;130037815;2000;2.96;;;
Q21;2013;040782021;130037815;2400;2.96;;;
Q21;2013;040782021;130037815;9999;2.96;;;
Q21;2013;040784860;330029208;2000;0.6;;;
Q21;2013;040784860;330029208;2100;0.6;;;
Q21;2013;040784860;330029208;9999;0.6;;;
Q21;2013;040787541;330029208;2000;;;;
Q21;2013;040787541;330029208;2100;;;;
Q21;2013;040787541;330029208;9999;;;;
Q21;2013;050000041;130037815;2000;7;;;
Q21;2013;050000041;130037815;2400;7;;;
Q21;2013;050000041;130037815;9999;7;;;
Q21;2013;050000058;050000033;2000;1.99;;;
Q21;2013;050000058;050000033;2400;1.99;;;
Q21;2013;050000058;050000033;9999;1.99;;;
Q21;2013;050000066;050000082;2000;3.34;;;
Q21;2013;050000066;050000082;2400;3.34;;;
Q21;2013;050000066;050000082;9999;3.34;;;
Q21;2013;050000090;050006931;2000;18;;11.75;
Q21;2013;050000090;050006931;2300;18;;11.75;
Q21;2013;050000090;050006931;9999;18;;11.75;
Q21;2013;050000132;050007145;1000;1.5;;;
Q21;2013;050000132;050007145;2000;16.87;;;
Q21;2013;050000132;050007145;2200;16.07;;;
Q21;2013;050000132;050007145;2500;0.8;;;
Q21;2013;050000132;050007145;9999;18.37;;;
Q21;2013;050000223;050000108;2000;0.5;0;0;0
Q21;2013;050000223;050000108;2100;0.5;0;0;0
Q21;2013;050000223;050000108;9999;0.5;0;0;0
Q21;2013;050000231;050000116;2000;56.37;;1.7;4.83
Q21;2013;050000231;050000116;2100;52.07;;0.9;4.83
Q21;2013;050000231;050000116;2200;3.3;;;
Q21;2013;050000231;050000116;2500;1;;0.8;
Q21;2013;050000231;050000116;9999;56.37;;1.7;4.83
Q21;2013;050000256;050000124;2000;14.6;;0.5;3
Q21;2013;050000256;050000124;2100;11.85;;0.5;3
Q21;2013;050000256;050000124;2400;1.12;;;
Q21;2013;050000256;050000124;2500;1.63;;;
Q21;2013;050000256;050000124;9999;14.6;;0.5;3
Q21;2013;050000298;050000496;2000;0.85;;;
Q21;2013;050000298;050000496;2400;0.85;;;
Q21;2013;050000298;050000496;9999;0.85;;;
Q21;2013;050000306;050000538;2000;0.75;;;
Q21;2013;050000306;050000538;2400;0.75;;;
Q21;2013;050000306;050000538;9999;0.75;;;
Q21;2013;050000330;050007145;2000;0.15;;;
Q21;2013;050000330;050007145;2100;0.05;;;
Q21;2013;050000330;050007145;2400;0.1;;;
Q21;2013;050000330;050007145;9999;0.15;;;
Q21;2013;050000348;050002948;1000;4.97;0;0;0
Q21;2013;050000348;050002948;2000;109.7;0;0;9.32
Q21;2013;050000348;050002948;2100;109.7;0;0;9.32
Q21;2013;050000348;050002948;9999;114.67;0;0;9.32
Q21;2013;050000371;050003508;2000;0.47;;;
Q21;2013;050000371;050003508;2400;0.47;;;
Q21;2013;050000371;050003508;9999;0.47;;;
Q21;2013;050000454;050000645;2000;1.35;;;
Q21;2013;050000454;050000645;2200;1.35;;;
Q21;2013;050000454;050000645;9999;1.35;;;
Q21;2013;050000462;050000660;2000;0.79;;;
Q21;2013;050000462;050000660;2400;0.79;;;
Q21;2013;050000462;050000660;9999;0.79;;;
Q21;2013;050000488;050000678;2000;5;;;
Q21;2013;050000488;050000678;2400;5;;;
Q21;2013;050000488;050000678;9999;5;;;
Q21;2013;050000637;050001163;2000;2.57;;;
Q21;2013;050000637;050001163;2400;2.57;;;
Q21;2013;050000637;050001163;9999;2.57;;;
Q21;2013;050000991;050000546;2000;10.24;;;
Q21;2013;050000991;050000546;2200;2.06;;;
Q21;2013;050000991;050000546;2400;8.18;;;
Q21;2013;050000991;050000546;9999;10.24;;;
Q21;2013;050001064;050000561;2000;6.06;;;
Q21;2013;050001064;050000561;2400;6.06;;;
Q21;2013;050001064;050000561;9999;6.06;;;
Q21;2013;050002351;130037815;2000;1.94;;;
Q21;2013;050002351;130037815;2400;1.94;;;
Q21;2013;050002351;130037815;9999;1.94;;;
Q21;2013;050006436;050002948;2000;5.2;0;0;1
Q21;2013;050006436;050002948;2100;4.15;0;0;1
Q21;2013;050006436;050002948;2400;0.8;0;0;0
Q21;2013;050006436;050002948;2500;0.25;0;0;0
Q21;2013;050006436;050002948;9999;5.2;0;0;1
Q21;2013;050007368;050007343;2000;1.6;0.6;1.6;
Q21;2013;050007368;050007343;2300;1.6;0.6;1.6;
Q21;2013;050007368;050007343;9999;1.6;0.6;1.6;
Q21;2013;060000163;060780327;2000;0.1;;;
Q21;2013;060000163;060780327;2100;0.04;;;
Q21;2013;060000163;060780327;2400;0.06;;;
Q21;2013;060000163;060780327;9999;0.1;;;
Q21;2013;060000296;060780640;2000;4.49;;;
Q21;2013;060000296;060780640;2400;4.49;;;
Q21;2013;060000296;060780640;9999;4.49;;;
Q21;2013;060000304;060780657;2000;0.87;0.87;;
Q21;2013;060000304;060780657;2100;0.3;0.3;;
Q21;2013;060000304;060780657;2400;0.57;0.57;;
Q21;2013;060000304;060780657;9999;0.87;0.87;;
Q21;2013;060000411;060780780;2000;0.25;;;
Q21;2013;060000411;060780780;2100;0.25;;;
Q21;2013;060000411;060780780;9999;0.25;;;
Q21;2013;060000445;060780814;1000;0.49;;;
Q21;2013;060000445;060780814;2000;4.15;;0.16;
Q21;2013;060000445;060780814;2400;4.15;;0.16;
Q21;2013;060000445;060780814;9999;4.64;;0.16;
Q21;2013;060000478;060780897;1000;8.4;0;;0
Q21;2013;060000478;060780897;2000;111.71;0;;15.96
Q21;2013;060000478;060780897;2100;104.97;0;;15.96
Q21;2013;060000478;060780897;2200;3.8;0;;0
Q21;2013;060000478;060780897;2300;0.1;0;;0
Q21;2013;060000478;060780897;2400;2.84;0;;0
Q21;2013;060000478;060780897;9999;120.11;0;;15.96
Q21;2013;060000486;060780905;2000;0.78;;;
Q21;2013;060000486;060780905;2100;0.78;;;
Q21;2013;060000486;060780905;2400;;;;
Q21;2013;060000486;060780905;9999;0.78;;;
Q21;2013;060000494;060780921;2000;0.36;;;
Q21;2013;060000494;060780921;2100;0.36;;;
Q21;2013;060000494;060780921;9999;0.36;;;
Q21;2013;060000510;060780954;1000;1.9;;;
Q21;2013;060000510;060780954;2000;115.48;;;26
Q21;2013;060000510;060780954;2100;95.36;;;25
Q21;2013;060000510;060780954;2200;18.6;;;1
Q21;2013;060000510;060780954;2400;1.4;;;
Q21;2013;060000510;060780954;2500;0.12;;;
Q21;2013;060000510;060780954;9999;117.38;;;26
Q21;2013;060000528;060780962;1000;32.57;5.66;;
Q21;2013;060000528;060780962;2000;33.63;5.16;;
Q21;2013;060000528;060780962;2100;33.63;5.16;;
Q21;2013;060000528;060780962;9999;66.2;10.82;;
Q21;2013;060000536;060006889;2000;1.09;;;
Q21;2013;060000536;060006889;2100;0.15;;;
Q21;2013;060000536;060006889;2400;0.94;;;
Q21;2013;060000536;060006889;9999;1.09;;;
Q21;2013;060000544;060780988;2000;142.4;;4;42
Q21;2013;060000544;060780988;2100;125.2;;4;41
Q21;2013;060000544;060780988;2200;16.7;;;1
Q21;2013;060000544;060780988;2300;0.5;;;
Q21;2013;060000544;060780988;9999;142.4;;4;42
Q21;2013;060000551;060781010;2000;0.7;;;
Q21;2013;060000551;060781010;2500;0.7;;;
Q21;2013;060000551;060781010;9999;0.7;;;
Q21;2013;060001450;060785011;2000;137.58;26.91;;53.73
Q21;2013;060001450;060785011;2100;137.58;26.91;;53.73
Q21;2013;060001450;060785011;9999;137.58;26.91;;53.73
Q21;2013;060002102;060791761;2000;25.9;;;7
Q21;2013;060002102;060791761;2100;24.1;;;7
Q21;2013;060002102;060791761;2400;1.8;;;
Q21;2013;060002102;060791761;9999;25.9;;;7
Q21;2013;060005469;750043994;2000;4.55;;;
Q21;2013;060005469;750043994;2400;4.55;;;
Q21;2013;060005469;750043994;9999;4.55;;;
Q21;2013;060006558;060798865;2000;0.58;;;
Q21;2013;060006558;060798865;2300;0.58;;;
Q21;2013;060006558;060798865;9999;0.58;;;
Q21;2013;060010188;060000221;2000;1.08;;;
Q21;2013;060010188;060000221;2400;1.08;;;
Q21;2013;060010188;060000221;9999;1.08;;;
Q21;2013;060010949;060790540;2000;;;;
Q21;2013;060010949;060790540;2100;;;;
Q21;2013;060010949;060790540;9999;;;;
Q21;2013;060015328;060015278;2000;0.9;;;
Q21;2013;060015328;060015278;2400;0.9;;;
Q21;2013;060015328;060015278;9999;0.9;;;
Q21;2013;060019213;060005188;2000;0.6;;;
Q21;2013;060019213;060005188;2500;0.6;;;
Q21;2013;060019213;060005188;9999;0.6;;;
Q21;2013;060019288;060017019;2000;34.68;;;
Q21;2013;060019288;060017019;2100;29.83;;;
Q21;2013;060019288;060017019;2200;4.85;;;
