BOR;AN;FI;FI_EJ;DISCI;ETP_SAL;ETP_HU;ETP_MAD;ETP_INT
Q21;2013;130780273;130000151;2200;0.63;;;
Q21;2013;130780273;130000151;9999;0.63;;;
Q21;2013;130780521;130786049;1000;20.53;13.14;0;0
Q21;2013;130780521;130786049;2000;237.19;53.99;0;194.09
Q21;2013;130780521;130786049;2100;235.75;53.89;0;194.09
Q21;2013;130780521;130786049;2400;1.44;0.1;0;0
Q21;2013;130780521;130786049;9999;257.72;67.13;0;194.09
Q21;2013;130781065;130000417;2000;2.25;;;
Q21;2013;130781065;130000417;2200;2.25;;;
Q21;2013;130781065;130000417;9999;2.25;;;
Q21;2013;130781255;220020739;2000;5.59;;;
Q21;2013;130781255;220020739;2100;5.59;;;
Q21;2013;130781255;220020739;9999;5.59;;;
Q21;2013;130781289;130002447;1000;1.04;;;
Q21;2013;130781289;130002447;2000;2;;;
Q21;2013;130781289;130002447;2100;2;;;
Q21;2013;130781289;130002447;9999;3.04;;;
Q21;2013;130781370;130000532;1000;1.4;;;
Q21;2013;130781370;130000532;2000;;;;
Q21;2013;130781370;130000532;2100;;;;
Q21;2013;130781370;130000532;9999;1.4;;;
Q21;2013;130781438;130000557;2000;13.15;;;0.08
Q21;2013;130781438;130000557;2400;13.15;;;0.08
Q21;2013;130781438;130000557;9999;13.15;;;0.08
Q21;2013;130781479;130000599;1000;0.85;;;
Q21;2013;130781479;130000599;2000;3.33;;;
Q21;2013;130781479;130000599;2100;2.3;;;
Q21;2013;130781479;130000599;2400;1.03;;;
Q21;2013;130781479;130000599;9999;4.18;;;
Q21;2013;130781594;130010648;2000;1.75;;;
Q21;2013;130781594;130010648;2200;1.75;;;
Q21;2013;130781594;130010648;9999;1.75;;;
Q21;2013;130781768;130000763;2000;2.8;;;
Q21;2013;130781768;130000763;2400;2.8;;;
Q21;2013;130781768;130000763;9999;2.8;;;
Q21;2013;130781834;130000805;2000;4.8;;;
Q21;2013;130781834;130000805;2400;4.8;;;
Q21;2013;130781834;130000805;9999;4.8;;;
Q21;2013;130781867;130000813;2000;0.62;;;
Q21;2013;130781867;130000813;2100;0.62;;;
Q21;2013;130781867;130000813;9999;0.62;;;
Q21;2013;130781917;130000847;2000;4.84;;;
Q21;2013;130781917;130000847;2400;4.84;;;
Q21;2013;130781917;130000847;9999;4.84;;;
Q21;2013;130781925;750043994;2000;5.14;;;
Q21;2013;130781925;750043994;2400;5.14;;;
Q21;2013;130781925;750043994;9999;5.14;;;
Q21;2013;130782071;130002454;2000;4.3;;;
Q21;2013;130782071;130002454;2100;1.95;;;
Q21;2013;130782071;130002454;2300;1.25;;;
Q21;2013;130782071;130002454;2400;1.1;;;
Q21;2013;130782071;130002454;9999;4.3;;;
Q21;2013;130782097;130000938;2000;3.41;;;
Q21;2013;130782097;130000938;2400;3.41;;;
Q21;2013;130782097;130000938;9999;3.41;;;
Q21;2013;130782147;130000979;2000;1;;;1
Q21;2013;130782147;130000979;2100;1;;;1
Q21;2013;130782147;130000979;9999;1;;;1
Q21;2013;130782162;130000987;2000;0.8;;;
Q21;2013;130782162;130000987;2100;0.8;;;
Q21;2013;130782162;130000987;9999;0.8;;;
Q21;2013;130782303;920000395;2000;3.16;;;
Q21;2013;130782303;920000395;2400;3.16;;;
Q21;2013;130782303;920000395;9999;3.16;;;
Q21;2013;130782444;130001100;2000;4.27;;;
Q21;2013;130782444;130001100;2400;4.27;;;
Q21;2013;130782444;130001100;9999;4.27;;;
Q21;2013;130782451;130001118;2000;4.69;;;
Q21;2013;130782451;130001118;2400;4.69;;;
Q21;2013;130782451;130001118;9999;4.69;;;
Q21;2013;130782493;130001134;2000;1.3;;;
Q21;2013;130782493;130001134;2400;1.3;;;
Q21;2013;130782493;130001134;9999;1.3;;;
Q21;2013;130782675;130001233;2000;0.7;;;
Q21;2013;130782675;130001233;2100;0.7;;;
Q21;2013;130782675;130001233;9999;0.7;;;
Q21;2013;130783152;130001365;2000;4.86;;;
Q21;2013;130783152;130001365;2100;3.35;;;
Q21;2013;130783152;130001365;2400;1.51;;;
Q21;2013;130783152;130001365;9999;4.86;;;
Q21;2013;130783236;130786049;1000;12.95;5.27;0;0.08
Q21;2013;130783236;130786049;2000;202.72;36.5;0;167.2
Q21;2013;130783236;130786049;2100;189.87;36.46;0;150.88
Q21;2013;130783236;130786049;2200;12.85;0.04;0;16.32
Q21;2013;130783236;130786049;9999;215.67;41.77;0;167.28
Q21;2013;130783293;130786049;1000;36.19;17.77;0;0.04
Q21;2013;130783293;130786049;2000;356.22;105.99;0;246.58
Q21;2013;130783293;130786049;2100;355.01;105.65;0;245.16
Q21;2013;130783293;130786049;2400;1.21;0.34;0;1.42
Q21;2013;130783293;130786049;9999;392.41;123.76;0;246.62
Q21;2013;130783327;130001415;2000;;;;
Q21;2013;130783327;130001415;2100;;;;
Q21;2013;130783327;130001415;9999;;;;
Q21;2013;130783475;130001431;2000;3.19;;;
Q21;2013;130783475;130001431;2400;3.19;;;
Q21;2013;130783475;130001431;9999;3.19;;;
Q21;2013;130783665;130043722;2000;11.12;;;
Q21;2013;130783665;130043722;2100;10.82;;;
Q21;2013;130783665;130043722;2400;0.3;;;
Q21;2013;130783665;130043722;9999;11.12;;;
Q21;2013;130783723;130001456;2000;1;;;
Q21;2013;130783723;130001456;2100;1;;;
Q21;2013;130783723;130001456;9999;1;;;
Q21;2013;130783764;750043994;2000;6.59;;;
Q21;2013;130783764;750043994;2200;6.59;;;
Q21;2013;130783764;750043994;9999;6.59;;;
Q21;2013;130783772;130810336;2000;0.9;;;
Q21;2013;130783772;130810336;2100;0.9;;;
Q21;2013;130783772;130810336;9999;0.9;;;
Q21;2013;130783830;130001514;2000;;;;
Q21;2013;130783830;130001514;2400;;;;
Q21;2013;130783830;130001514;9999;;;;
Q21;2013;130783871;130001548;2000;9.5;;;
Q21;2013;130783871;130001548;2400;9.5;;;
Q21;2013;130783871;130001548;9999;9.5;;;
Q21;2013;130783962;130001415;1000;;;1.5;
Q21;2013;130783962;130001415;2000;;;;
Q21;2013;130783962;130001415;2100;;;;
Q21;2013;130783962;130001415;9999;;;1.5;
Q21;2013;130784051;130037823;1000;4.5;;;
Q21;2013;130784051;130037823;2000;1;;;
Q21;2013;130784051;130037823;2100;;;;
Q21;2013;130784051;130037823;2400;1;;;
Q21;2013;130784051;130037823;9999;5.5;;;
Q21;2013;130784226;130804032;2000;5;0.1;1.5;1
Q21;2013;130784226;130804032;2100;4.8;0.1;1.4;1
Q21;2013;130784226;130804032;2200;0.2;;0.1;
Q21;2013;130784226;130804032;9999;5;0.1;1.5;1
Q21;2013;130784234;130786049;1000;14.97;5.51;0;0.5
Q21;2013;130784234;130786049;2000;117.86;15.62;0;76.75
Q21;2013;130784234;130786049;2100;74.63;9.66;0;39.97
Q21;2013;130784234;130786049;2200;39.93;5.86;0;33.75
Q21;2013;130784234;130786049;2400;3.3;0.1;0;3.03
Q21;2013;130784234;130786049;9999;132.83;21.13;0;77.25
Q21;2013;130784291;130001696;2000;2.36;;;
Q21;2013;130784291;130001696;2200;2.36;;;
Q21;2013;130784291;130001696;9999;2.36;;;
Q21;2013;130784481;130001787;2000;;;;
Q21;2013;130784481;130001787;2100;;;;
Q21;2013;130784481;130001787;9999;;;;
Q21;2013;130784549;130001811;2000;2.32;;;
Q21;2013;130784549;130001811;2200;2.32;;;
Q21;2013;130784549;130001811;9999;2.32;;;
Q21;2013;130784580;750043994;1000;0.7;;;
Q21;2013;130784580;750043994;2000;4;;;1
Q21;2013;130784580;750043994;2400;4;;;1
Q21;2013;130784580;750043994;9999;4.7;;;1
Q21;2013;130784598;130001852;2000;14.25;;;
Q21;2013;130784598;130001852;2400;14.25;;;
Q21;2013;130784598;130001852;9999;14.25;;;
Q21;2013;130784606;130001860;2000;1.8;;;
Q21;2013;130784606;130001860;2200;1.8;;;
Q21;2013;130784606;130001860;9999;1.8;;;
Q21;2013;130784697;130001902;2000;1.95;;;
Q21;2013;130784697;130001902;2200;1.95;;;
Q21;2013;130784697;130001902;9999;1.95;;;
Q21;2013;130784713;130038847;2000;2.22;;;
Q21;2013;130784713;130038847;2100;2.22;;;
Q21;2013;130784713;130038847;9999;2.22;;;
Q21;2013;130784812;130001985;2000;2.79;;;
Q21;2013;130784812;130001985;2400;2.79;;;
Q21;2013;130784812;130001985;9999;2.79;;;
Q21;2013;130784903;130002041;2000;2.84;;;
Q21;2013;130784903;130002041;2100;0.72;;;
Q21;2013;130784903;130002041;2400;2.12;;;
Q21;2013;130784903;130002041;9999;2.84;;;
Q21;2013;130784911;750052375;2000;2.8;;;
Q21;2013;130784911;750052375;2400;2.8;;;
Q21;2013;130784911;750052375;9999;2.8;;;
Q21;2013;130784952;130014228;2000;1.47;;;
Q21;2013;130784952;130014228;2400;1.47;;;
Q21;2013;130784952;130014228;9999;1.47;;;
Q21;2013;130785355;130002157;2000;8.17;;;
Q21;2013;130785355;130002157;2100;8.17;;;
Q21;2013;130785355;130002157;9999;8.17;;;
Q21;2013;130785363;130042930;1000;1.14;;;
Q21;2013;130785363;130042930;2000;1.35;;;
Q21;2013;130785363;130042930;2100;1.35;;;
Q21;2013;130785363;130042930;9999;2.49;;;
Q21;2013;130785389;130002173;2000;2.5;;;
Q21;2013;130785389;130002173;2100;;;;
Q21;2013;130785389;130002173;2400;2.5;;;
Q21;2013;130785389;130002173;9999;2.5;;;
Q21;2013;130785462;130002207;2000;0.69;;;
Q21;2013;130785462;130002207;2400;0.69;;;
Q21;2013;130785462;130002207;9999;0.69;;;
Q21;2013;130785652;130014228;1000;8.37;;;
Q21;2013;130785652;130014228;2000;62.75;;;
Q21;2013;130785652;130014228;2100;61.79;;;
Q21;2013;130785652;130014228;2300;0.96;;;
Q21;2013;130785652;130014228;9999;71.12;;;
Q21;2013;130785678;130002249;2000;1.12;;;
Q21;2013;130785678;130002249;2100;1.12;;;
Q21;2013;130785678;130002249;9999;1.12;;;
Q21;2013;130785975;310021340;2000;3.14;;;
Q21;2013;130785975;310021340;2400;3.14;;;
Q21;2013;130785975;310021340;9999;3.14;;;
Q21;2013;130785983;130002306;2000;5.46;;;
Q21;2013;130785983;130002306;2400;5.46;;;
Q21;2013;130785983;130002306;9999;5.46;;;
Q21;2013;130786015;130002322;2000;4.57;;;
Q21;2013;130786015;130002322;2200;4.57;;;
Q21;2013;130786015;130002322;9999;4.57;;;
Q21;2013;130786023;130002330;2000;3.6;;;
Q21;2013;130786023;130002330;2400;3.6;;;
Q21;2013;130786023;130002330;9999;3.6;;;
Q21;2013;130786296;130002421;2000;3.15;;;
Q21;2013;130786296;130002421;2400;3.15;;;
Q21;2013;130786296;130002421;9999;3.15;;;
Q21;2013;130786361;130002447;1000;2.85;;;
Q21;2013;130786361;130002447;2000;2;;;
Q21;2013;130786361;130002447;2100;2;;;
Q21;2013;130786361;130002447;9999;4.85;;;
Q21;2013;130786445;130002488;2000;5.5;;;
Q21;2013;130786445;130002488;2100;5.5;;;
Q21;2013;130786445;130002488;9999;5.5;;;
Q21;2013;130786742;750821092;1000;1.8;0;0;0
Q21;2013;130786742;750821092;2000;75.2;5;0;64
Q21;2013;130786742;750821092;2100;69.38;4.48;0;59.92
Q21;2013;130786742;750821092;2200;3.57;0.5;0;2.02
Q21;2013;130786742;750821092;2400;2.25;0.02;;2.06
Q21;2013;130786742;750821092;9999;77;5;0;64
Q21;2013;130786890;130001688;2000;3.05;;;
Q21;2013;130786890;130001688;2200;3.05;;;
Q21;2013;130786890;130001688;9999;3.05;;;
Q21;2013;130786924;130037815;2000;9.9;;;1
Q21;2013;130786924;130037815;2400;9.9;;;1
Q21;2013;130786924;130037815;9999;9.9;;;1
Q21;2013;130786932;130002660;2000;4.34;;;
Q21;2013;130786932;130002660;2400;4.34;;;
Q21;2013;130786932;130002660;9999;4.34;;;
Q21;2013;130786973;130002702;2000;2.17;;;
Q21;2013;130786973;130002702;2200;2.17;;;
Q21;2013;130786973;130002702;9999;2.17;;;
Q21;2013;130787369;130002777;2000;2.13;;;
Q21;2013;130787369;130002777;2400;2.13;;;
Q21;2013;130787369;130002777;9999;2.13;;;
Q21;2013;130789159;750043994;2000;5.86;;;
Q21;2013;130789159;750043994;2100;1.55;;;
Q21;2013;130789159;750043994;2400;4.31;;;
Q21;2013;130789159;750043994;9999;5.86;;;
Q21;2013;130789357;130002843;2000;8;0;0;0
Q21;2013;130789357;130002843;2500;8;0;0;0
Q21;2013;130789357;130002843;9999;8;0;0;0
Q21;2013;130790157;130789316;2000;25.32;;0.35;
Q21;2013;130790157;130789316;2200;23.7;;0.35;
Q21;2013;130790157;130789316;2400;1.62;;;
Q21;2013;130790157;130789316;9999;25.32;;0.35;
Q21;2013;130798002;130004807;2000;6.5;;;
Q21;2013;130798002;130004807;2200;6.5;;;
Q21;2013;130798002;130004807;9999;6.5;;;
Q21;2013;130798358;130041916;2000;2.2;;;2
Q21;2013;130798358;130041916;2400;1;;;2
Q21;2013;130798358;130041916;2500;1.2;;;
Q21;2013;130798358;130041916;9999;2.2;;;2
Q21;2013;130802143;130804396;2000;0.73;;;
Q21;2013;130802143;130804396;2300;0.73;;;
Q21;2013;130802143;130804396;9999;0.73;;;
Q21;2013;130802549;130006562;2000;;;;
Q21;2013;130802549;130006562;2100;;;;
Q21;2013;130802549;130006562;9999;;;;
Q21;2013;130804032;;2000;1.3;;;
Q21;2013;130804032;;2200;1.3;;;
Q21;2013;130804032;;9999;1.3;;;
Q21;2013;130804297;130786049;1000;7.08;3.3;0;0
Q21;2013;130804297;130786049;2000;93.49;19.52;0;63.88
Q21;2013;130804297;130786049;2100;93.49;19.52;0;63.88
Q21;2013;130804297;130786049;9999;100.57;22.82;0;63.88
Q21;2013;130806011;130001183;2000;0.5;;;
Q21;2013;130806011;130001183;2200;0.5;;;
Q21;2013;130806011;130001183;9999;0.5;;;
Q21;2013;130806029;130006794;2000;1.57;;;
Q21;2013;130806029;130006794;2100;1.57;;;
Q21;2013;130806029;130006794;9999;1.57;;;
Q21;2013;130806078;130016058;2000;0.06;;;
Q21;2013;130806078;130016058;2100;0.06;;;
Q21;2013;130806078;130016058;9999;0.06;;;
Q21;2013;130806318;130006794;2000;0.2;;;
Q21;2013;130806318;130006794;2100;0.2;;;
Q21;2013;130806318;130006794;9999;0.2;;;
Q21;2013;130806417;130006810;2000;0.39;;;
Q21;2013;130806417;130006810;2100;0.39;;;
Q21;2013;130806417;130006810;9999;0.39;;;
Q21;2013;130808843;130002157;2000;0.06;;;
Q21;2013;130808843;130002157;2500;0.06;;;
Q21;2013;130808843;130002157;9999;0.06;;;
Q21;2013;130809015;130001928;1000;8.5;;;
Q21;2013;130809015;130001928;2000;13.5;;;4
Q21;2013;130809015;130001928;2100;6.8;;;4
Q21;2013;130809015;130001928;2300;0.7;;;
Q21;2013;130809015;130001928;2400;2.6;;;
Q21;2013;130809015;130001928;2500;3.4;;;
Q21;2013;130809015;130001928;9999;22;;;4
Q21;2013;130809809;130007156;2000;0.9;;;
Q21;2013;130809809;130007156;2100;0.9;;;
Q21;2013;130809809;130007156;9999;0.9;;;
Q21;2013;130809981;920000395;2000;2.94;;;
Q21;2013;130809981;920000395;2400;2.94;;;
Q21;2013;130809981;920000395;9999;2.94;;;
Q21;2013;130810740;130007362;2000;2.64;2.89;;
Q21;2013;130810740;130007362;2100;2.64;2.89;;
Q21;2013;130810740;130007362;9999;2.64;2.89;;
Q21;2013;130811102;130007487;2000;3.62;;;
Q21;2013;130811102;130007487;2100;3.62;;;
Q21;2013;130811102;130007487;9999;3.62;;;
Q21;2013;130811680;130029218;2000;0.1;;;
Q21;2013;130811680;130029218;2100;0.1;;;
Q21;2013;130811680;130029218;9999;0.1;;;
Q21;2013;130811797;130006562;2000;;;;
Q21;2013;130811797;130006562;2100;;;;
Q21;2013;130811797;130006562;9999;;;;
Q21;2013;140000027;140000035;1000;3.6;;0.73;
Q21;2013;140000027;140000035;2000;91.61;;4.54;26.64
Q21;2013;140000027;140000035;2100;87.28;;4.34;26.64
Q21;2013;140000027;140000035;2200;1.83;;;
Q21;2013;140000027;140000035;2300;0.7;;0.2;
Q21;2013;140000027;140000035;2400;1.2;;;
Q21;2013;140000027;140000035;2500;0.6;;;
Q21;2013;140000027;140000035;9999;95.21;;5.27;26.64
Q21;2013;140000076;140000084;2000;13.86;;1.6;1.9
Q21;2013;140000076;140000084;2100;9.04;;1.6;0.74
Q21;2013;140000076;140000084;2300;0.5;;;
Q21;2013;140000076;140000084;2400;4.32;;;1.16
Q21;2013;140000076;140000084;9999;13.86;;1.6;1.9
Q21;2013;140000209;140000100;1000;101.41;28.13;;71.45
Q21;2013;140000209;140000100;2000;302.93;43.82;;250.42
Q21;2013;140000209;140000100;2100;286.28;40.62;;235.11
Q21;2013;140000209;140000100;2200;12.3;2.6;;12.28
Q21;2013;140000209;140000100;2300;0.35;0.05;;
Q21;2013;140000209;140000100;2400;4;0.55;;3.03
Q21;2013;140000209;140000100;9999;404.34;71.95;;321.87
Q21;2013;140000233;140000118;1000;1.3;;;
Q21;2013;140000233;140000118;2000;50.15;;1.35;10.46
Q21;2013;140000233;140000118;2100;47.09;;0.85;10.46
Q21;2013;140000233;140000118;2200;0.6;;;
Q21;2013;140000233;140000118;2300;0.17;;;
Q21;2013;140000233;140000118;2400;2.29;;0.5;
Q21;2013;140000233;140000118;9999;51.45;;1.35;10.46
Q21;2013;140000241;140026279;2000;3.42;;;
Q21;2013;140000241;140026279;2400;3.12;;;
Q21;2013;140000241;140026279;2500;0.3;;;
Q21;2013;140000241;140026279;9999;3.42;;;
Q21;2013;140000258;140000415;2000;1.3;;;
Q21;2013;140000258;140000415;2300;1.3;;;
Q21;2013;140000258;140000415;9999;1.3;;;
Q21;2013;140000290;140000449;2000;0.52;;;
Q21;2013;140000290;140000449;2100;0.52;;;
Q21;2013;140000290;140000449;9999;0.52;;;
Q21;2013;140000308;140000134;2000;3.48;;;
Q21;2013;140000308;140000134;2400;3.48;;;
Q21;2013;140000308;140000134;9999;3.48;;;
Q21;2013;140000340;140025800;2000;5.82;;;1
Q21;2013;140000340;140025800;2100;2.57;;;
Q21;2013;140000340;140025800;2400;3.25;;;1
Q21;2013;140000340;140025800;9999;5.82;;;1
Q21;2013;140000373;140000159;2000;30.42;;0.2;5.69
Q21;2013;140000373;140000159;2100;23.3;;0.2;5.69
Q21;2013;140000373;140000159;2200;4.66;;;
Q21;2013;140000373;140000159;2300;0.4;;;
Q21;2013;140000373;140000159;2400;1.36;;;
Q21;2013;140000373;140000159;2500;0.7;;;
Q21;2013;140000373;140000159;9999;30.42;;0.2;5.69
Q21;2013;140000456;140000316;1000;1.62;;;
Q21;2013;140000456;140000316;2000;61.48;0;0;24.19
Q21;2013;140000456;140000316;2100;9.4;0;0;5.89
Q21;2013;140000456;140000316;2200;52.08;0;0;18.3
Q21;2013;140000456;140000316;9999;63.1;0;0;24.19
Q21;2013;140000555;140000639;2000;86.65;2.5;5.44;31.67
Q21;2013;140000555;140000639;2100;53.1;0.5;5.34;19.84
Q21;2013;140000555;140000639;2500;33.55;2;0.1;11.83
Q21;2013;140000555;140000639;9999;86.65;2.5;5.44;31.67
Q21;2013;140002239;140000415;2000;3.8;;;
Q21;2013;140002239;140000415;2400;3.8;;;
Q21;2013;140002239;140000415;9999;3.8;;;
Q21;2013;140002452;140025800;2000;25.6;;;3
Q21;2013;140002452;140025800;2100;24.1;;;2
Q21;2013;140002452;140025800;2400;1.5;;;1
Q21;2013;140002452;140025800;9999;25.6;;;3
Q21;2013;140002619;750721334;2000;0.63;0.3;;
Q21;2013;140002619;750721334;2300;0.63;0.3;;
Q21;2013;140002619;750721334;9999;0.63;0.3;;
Q21;2013;140004136;140000092;2000;11.7;;;4.5
Q21;2013;140004136;140000092;2200;11.7;;;4.5
Q21;2013;140004136;140000092;9999;11.7;;;4.5
Q21;2013;140004383;140000100;1000;15.43;3.31;;7.64
Q21;2013;140004383;140000100;2000;20.47;3.02;;23.59
Q21;2013;140004383;140000100;2100;16.72;2.4;;16.6
Q21;2013;140004383;140000100;2200;3.75;0.62;;6.99
Q21;2013;140004383;140000100;9999;35.9;6.33;;31.23
Q21;2013;140012196;140000100;2000;1.66;;;0.47
Q21;2013;140012196;140000100;2500;1.66;;;0.47
Q21;2013;140012196;140000100;9999;1.66;;;0.47
Q21;2013;140013830;140000118;2000;1.39;;;
Q21;2013;140013830;140000118;2500;1.39;;;
Q21;2013;140013830;140000118;9999;1.39;;;
Q21;2013;140015975;310021092;2000;1.98;;;
Q21;2013;140015975;310021092;2400;1.98;;;
Q21;2013;140015975;310021092;9999;1.98;;;
Q21;2013;140016106;140000035;2000;3.2;;;
Q21;2013;140016106;140000035;2200;3.2;;;
Q21;2013;140016106;140000035;9999;3.2;;;
Q21;2013;140016155;140027426;2000;0.77;0.52;;
Q21;2013;140016155;140027426;2300;0.77;0.52;;
Q21;2013;140016155;140027426;9999;0.77;0.52;;
Q21;2013;140016759;140003146;2000;1;;;
Q21;2013;140016759;140003146;2100;1;;;
Q21;2013;140016759;140003146;9999;1;;;
Q21;2013;140017237;140003278;1000;2.7;;;
Q21;2013;140017237;140003278;2000;;;;
Q21;2013;140017237;140003278;2100;;;;
Q21;2013;140017237;140003278;9999;2.7;;;
Q21;2013;140017278;610787285;2000;3.28;;0.15;1
Q21;2013;140017278;610787285;2400;3.28;;0.15;1
Q21;2013;140017278;610787285;9999;3.28;;0.15;1
Q21;2013;140017401;140000092;2000;0.6;;;
Q21;2013;140017401;140000092;2500;0.6;;;
Q21;2013;140017401;140000092;9999;0.6;;;
Q21;2013;140018730;140000423;2000;0.5;;;
Q21;2013;140018730;140000423;2100;0.5;;;
Q21;2013;140018730;140000423;9999;0.5;;;
Q21;2013;140019175;930019484;2000;0.52;;;
Q21;2013;140019175;930019484;2400;0.52;;;
Q21;2013;140019175;930019484;9999;0.52;;;
Q21;2013;140024886;140000092;2000;76.9;0;0.37;16.75
Q21;2013;140024886;140000092;2100;76.9;0;0.37;16.75
Q21;2013;140024886;140000092;9999;76.9;0;0.37;16.75
Q21;2013;140025123;310021126;2000;3.98;0;0;
Q21;2013;140025123;310021126;2400;3.98;0;0;
Q21;2013;140025123;310021126;9999;3.98;0;0;
Q21;2013;140025255;310020383;2000;7.56;;;
Q21;2013;140025255;310020383;2400;7.56;;;
Q21;2013;140025255;310020383;9999;7.56;;;
Q21;2013;140025362;140000092;2000;1.53;;;
Q21;2013;140025362;140000092;2400;1.53;;;
Q21;2013;140025362;140000092;9999;1.53;;;
Q21;2013;140025487;140000092;2000;1.5;;;
Q21;2013;140025487;140000092;2400;1.5;;;
Q21;2013;140025487;140000092;9999;1.5;;;
Q21;2013;140026410;140026279;2000;31.87;;;2.37
Q21;2013;140026410;140026279;2100;28.07;;;0.37
Q21;2013;140026410;140026279;2400;3.8;;;2
Q21;2013;140026410;140026279;9999;31.87;;;2.37
Q21;2013;140026709;140000415;2000;0.9;;;
Q21;2013;140026709;140000415;2100;0.9;;;
Q21;2013;140026709;140000415;9999;0.9;;;
Q21;2013;140027681;610004939;2000;0.42;;;
Q21;2013;140027681;610004939;2400;0.42;;;
Q21;2013;140027681;610004939;9999;0.42;;;
Q21;2013;150000024;150780047;2000;0.2;;;
Q21;2013;150000024;150780047;2100;0.2;;;
Q21;2013;150000024;150780047;9999;0.2;;;
Q21;2013;150000032;150780088;2000;30.42;0.2;;8.5
Q21;2013;150000032;150780088;2100;29.92;0.2;;8.5
Q21;2013;150000032;150780088;2500;0.5;;;
Q21;2013;150000032;150780088;9999;30.42;0.2;;8.5
Q21;2013;150000040;150780096;1000;26;;;
Q21;2013;150000040;150780096;2000;95.93;;1.8;
Q21;2013;150000040;150780096;2100;80.33;;1.7;
Q21;2013;150000040;150780096;2200;10.5;;;
Q21;2013;150000040;150780096;2300;0.3;;;
Q21;2013;150000040;150780096;2400;4.1;;0.1;
Q21;2013;150000040;150780096;2500;0.7;;;
Q21;2013;150000040;150780096;9999;121.93;;1.8;
Q21;2013;150000149;150780393;2000;2;;;
Q21;2013;150000149;150780393;2400;2;;;
Q21;2013;150000149;150780393;9999;2;;;
Q21;2013;150000164;150780468;2000;14.45;;;0.5
Q21;2013;150000164;150780468;2100;12.32;;;0.5
Q21;2013;150000164;150780468;2400;1.88;;;
Q21;2013;150000164;150780468;2500;0.25;;;
Q21;2013;150000164;150780468;9999;14.45;;;0.5
Q21;2013;150000180;150780500;2000;2.68;;;0.16
Q21;2013;150000180;150780500;2100;1.34;;;0.16
Q21;2013;150000180;150780500;2400;1.34;;;
Q21;2013;150000180;150780500;9999;2.68;;;0.16
Q21;2013;150001758;630000990;2000;0.3;;;
Q21;2013;150001758;630000990;2100;0.3;;;
Q21;2013;150001758;630000990;9999;0.3;;;
Q21;2013;150002608;660006370;2000;3.6;;;
Q21;2013;150002608;660006370;2400;3.6;;;
Q21;2013;150002608;660006370;9999;3.6;;;
Q21;2013;150002921;150780468;2000;0.35;;;
Q21;2013;150002921;150780468;2500;0.35;;;
Q21;2013;150002921;150780468;9999;0.35;;;
Q21;2013;150780120;150000065;2000;1.75;;;
Q21;2013;150780120;150000065;2100;0.7;;;
Q21;2013;150780120;150000065;2400;1.05;;;
Q21;2013;150780120;150000065;9999;1.75;;;
Q21;2013;150780708;870015336;2000;2.67;0;0.77;0.12
Q21;2013;150780708;870015336;2400;2.67;0;0.77;0.12
Q21;2013;150780708;870015336;9999;2.67;0;0.77;0.12
Q21;2013;150780732;150000271;2000;2.19;;;
Q21;2013;150780732;150000271;2100;2.19;;;
Q21;2013;150780732;150000271;9999;2.19;;;
Q21;2013;150780773;150780088;2000;2;;;
Q21;2013;150780773;150780088;2200;2;;;
Q21;2013;150780773;150780088;9999;2;;;
Q21;2013;150780823;150780096;2000;0.84;;;
Q21;2013;150780823;150780096;2200;0.84;;;
Q21;2013;150780823;150780096;9999;0.84;;;
Q21;2013;150782944;150002566;2000;0.4;0.27;;
Q21;2013;150782944;150002566;2200;0.4;0.27;;
Q21;2013;150782944;150002566;9999;0.4;0.27;;
Q21;2013;160000154;160006037;2000;3.5;;;
Q21;2013;160000154;160006037;2400;3.5;;;
Q21;2013;160000154;160006037;9999;3.5;;;
Q21;2013;160000170;160000204;2000;1.64;;;
Q21;2013;160000170;160000204;2100;1.64;;;
Q21;2013;160000170;160000204;9999;1.64;;;
Q21;2013;160000188;160000121;2000;5.31;;;
Q21;2013;160000188;160000121;2100;1.15;;;
Q21;2013;160000188;160000121;2400;3.02;;;
Q21;2013;160000188;160000121;2500;1.14;;;
Q21;2013;160000188;160000121;9999;5.31;;;
Q21;2013;160000253;160000451;1000;1.01;;;
Q21;2013;160000253;160000451;2000;147.08;;6;54.55
Q21;2013;160000253;160000451;2100;142.44;;6;53.31
Q21;2013;160000253;160000451;2400;4.17;;;1.24
Q21;2013;160000253;160000451;2500;0.47;;;
Q21;2013;160000253;160000451;9999;148.09;;6;54.55
Q21;2013;160000261;160014411;2000;2;;;
Q21;2013;160000261;160014411;2400;2;;;
Q21;2013;160000261;160014411;9999;2;;;
Q21;2013;160000279;160000212;2000;0.94;;;
Q21;2013;160000279;160000212;2100;0.94;;;
Q21;2013;160000279;160000212;9999;0.94;;;
Q21;2013;160000303;160006037;1000;1;;;
Q21;2013;160000303;160006037;2000;19.2;;;
Q21;2013;160000303;160006037;2100;16.88;;;
Q21;2013;160000303;160006037;2400;1.05;;;
Q21;2013;160000303;160006037;2500;1.27;;;
Q21;2013;160000303;160006037;9999;20.2;;;
Q21;2013;160000311;160000485;1000;11.15;;0.2;
Q21;2013;160000311;160000485;2000;4.34;;0.02;
Q21;2013;160000311;160000485;2100;3.46;;0.02;
Q21;2013;160000311;160000485;2400;0.88;;;
