BOR;AN;FI;FI_EJ;DISCI;DIREC;DIRSI;ADMIN;DRSNI;ADMTO;CADRE;INFSP;INFNS;AIDES;ASHAU;PSYCH;SAGFE;REEDU;SOITO;EDUCS;ASSIS;EDUTO;PHLAB;TECHN;ETPPNM
Q24;2013;130024458;130804396;2300;0.87;;7.66;;8.53;2.68;10.99;;13.68;1;0.58;;0.75;29.68;0.33;0.89;1.22;;1;40.43
Q24;2013;130024458;130804396;9999;0.87;;7.66;;8.53;2.68;10.99;;13.68;1;0.58;;0.75;29.68;0.33;0.89;1.22;;1;40.43
Q24;2013;130032758;130001514;2000;0.88;;1.11;;1.99;0.4;2.75;;10.84;3.6;0.53;;1.06;19.18;0.82;;0.82;;0.8;22.79
Q24;2013;130032758;130001514;2500;0.88;;1.11;;1.99;0.4;2.75;;10.84;3.6;0.53;;1.06;19.18;0.82;;0.82;;0.8;22.79
Q24;2013;130032758;130001514;9999;0.88;;1.11;;1.99;0.4;2.75;;10.84;3.6;0.53;;1.06;19.18;0.82;;0.82;;0.8;22.79
Q24;2013;130034002;130006562;2000;0.1;;0.1;;0.2;0.2;3;;;2.5;0.05;;0.05;5.8;;0.05;0.05;0.5;;6.55
Q24;2013;130034002;130006562;2100;0.1;;0.1;;0.2;0.2;3;;;2.5;0.05;;0.05;5.8;;0.05;0.05;0.5;;6.55
Q24;2013;130034002;130006562;9999;0.1;;0.1;;0.2;0.2;3;;;2.5;0.05;;0.05;5.8;;0.05;0.05;0.5;;6.55
Q24;2013;130034044;130006562;2000;0.1;;0.1;;0.2;0.25;4.2;;;2.8;0.05;;0.05;7.35;;0.05;0.05;0.5;;8.1
Q24;2013;130034044;130006562;2100;0.1;;0.1;;0.2;0.25;4.2;;;2.8;0.05;;0.05;7.35;;0.05;0.05;0.5;;8.1
Q24;2013;130034044;130006562;9999;0.1;;0.1;;0.2;0.25;4.2;;;2.8;0.05;;0.05;7.35;;0.05;0.05;0.5;;8.1
Q24;2013;130034077;130007156;2000;;;;;;0.1;0.5;;;;;;0.05;0.65;;;;0.2;;0.85
Q24;2013;130034077;130007156;2100;;;;;;0.1;0.5;;;;;;0.05;0.65;;;;0.2;;0.85
Q24;2013;130034077;130007156;9999;;;;;;0.1;0.5;;;;;;0.05;0.65;;;;0.2;;0.85
Q24;2013;130034093;130006562;2000;0.1;;0.05;;0.15;0.1;1;;1;;0.05;;0.05;2.2;;0.05;0.05;0.1;;2.5
Q24;2013;130034093;130006562;2100;0.1;;0.05;;0.15;0.1;1;;1;;0.05;;0.05;2.2;;0.05;0.05;0.1;;2.5
Q24;2013;130034093;130006562;9999;0.1;;0.05;;0.15;0.1;1;;1;;0.05;;0.05;2.2;;0.05;0.05;0.1;;2.5
Q24;2013;130034531;130001787;2000;0.1;;1.7;;1.8;1;14;;;;0.1;;0.2;15.3;;0.2;0.2;0.5;;17.8
Q24;2013;130034531;130001787;2100;0.1;;1.7;;1.8;1;14;;;;0.1;;0.2;15.3;;0.2;0.2;0.5;;17.8
Q24;2013;130034531;130001787;9999;0.1;;1.7;;1.8;1;14;;;;0.1;;0.2;15.3;;0.2;0.2;0.5;;17.8
Q24;2013;130034556;130016058;2000;;;1.5;;1.5;;;;;;;;;;;;;;;1.5
Q24;2013;130034556;130016058;2100;;;1.5;;1.5;;;;;;;;;;;;;;;1.5
Q24;2013;130034556;130016058;9999;;;1.5;;1.5;;;;;;;;;;;;;;;1.5
Q24;2013;130034580;130034572;2000;1;;6.2;;7.2;;;;;;;;;;;;;13.8;;21
Q24;2013;130034580;130034572;2100;1;;6.2;;7.2;;;;;;;;;;;;;13.8;;21
Q24;2013;130034580;130034572;9999;1;;6.2;;7.2;;;;;;;;;;;;;13.8;;21
Q24;2013;130034614;130006810;2000;0.33;;1.06;;1.39;0.33;;;0.02;2.72;0.04;;;3.11;;0.02;0.02;0.62;0.7;5.84
Q24;2013;130034614;130006810;2100;0.33;;1.06;;1.39;0.33;;;0.02;2.72;0.04;;;3.11;;0.02;0.02;0.62;0.7;5.84
Q24;2013;130034614;130006810;9999;0.33;;1.06;;1.39;0.33;;;0.02;2.72;0.04;;;3.11;;0.02;0.02;0.62;0.7;5.84
Q24;2013;130035215;130001415;2000;;;;;;0.25;;;1.5;;;;;1.75;;;;0.5;;2.25
Q24;2013;130035215;130001415;2100;;;;;;0.25;;;1.5;;;;;1.75;;;;0.5;;2.25
Q24;2013;130035215;130001415;9999;;;;;;0.25;;;1.5;;;;;1.75;;;;0.5;;2.25
Q24;2013;130035223;130001415;2000;;;;;;;;;1;;;;;1;;;;0.3;;1.3
Q24;2013;130035223;130001415;2100;;;;;;;;;1;;;;;1;;;;0.3;;1.3
Q24;2013;130035223;130001415;9999;;;;;;;;;1;;;;;1;;;;0.3;;1.3
Q24;2013;130035793;130013139;2000;1;;4;;5;1.3;9.5;;10;9;;;5.3;35.1;;0.5;0.5;;1;41.6
Q24;2013;130035793;130013139;2400;1;;4;;5;1.3;9.5;;10;9;;;5.3;35.1;;0.5;0.5;;1;41.6
Q24;2013;130035793;130013139;9999;1;;4;;5;1.3;9.5;;10;9;;;5.3;35.1;;0.5;0.5;;1;41.6
Q24;2013;130035959;130006810;2000;0.13;;0.39;;0.52;0.13;;;;1.17;0.01;;;1.31;;;;0.25;;2.08
Q24;2013;130035959;130006810;2100;0.13;;0.39;;0.52;0.13;;;;1.17;0.01;;;1.31;;;;0.25;;2.08
Q24;2013;130035959;130006810;9999;0.13;;0.39;;0.52;0.13;;;;1.17;0.01;;;1.31;;;;0.25;;2.08
Q24;2013;130036650;130016058;2000;;;1.23;;1.23;;;;;;;;;;;;;;;1.23
Q24;2013;130036650;130016058;2100;;;1.23;;1.23;;;;;;;;;;;;;;;1.23
Q24;2013;130036650;130016058;9999;;;1.23;;1.23;;;;;;;;;;;;;;;1.23
Q24;2013;130037674;130789316;1000;;;0.3;;0.3;;;;;;;;;;;;;;0.56;0.86
Q24;2013;130037674;130789316;2000;0;0;0;0;0;0.69;7.3;0;12.8;5.29;0;0;0;26.08;0;0;0;0;0;26.08
Q24;2013;130037674;130789316;2500;0;0;0;0;0;0.69;7.3;0;12.8;5.29;0;0;0;26.08;0;0;0;0;0;26.08
Q24;2013;130037674;130789316;9999;0;0;0.3;0;0.3;0.69;7.3;0;12.8;5.29;0;0;0;26.08;0;0;0;0;0.56;26.94
Q24;2013;130037922;130037823;1000;4;2;25.8;;31.8;1.5;1;;;;;;;2.5;;;;1;8.57;43.87
Q24;2013;130037922;130037823;2000;0.4;;;;0.4;8;87.32;18.41;47.94;12;0.8;;1;175.47;;1;1;1;;177.87
Q24;2013;130037922;130037823;2100;0.4;;;;0.4;8;87.32;18.41;47.94;12;0.8;;1;175.47;;1;1;1;;177.87
Q24;2013;130037922;130037823;9999;4.4;2;25.8;;32.2;9.5;88.32;18.41;47.94;12;0.8;;1;177.97;;1;1;2;8.57;221.74
Q24;2013;130038003;130029218;2000;;;2;;2;0.31;18.06;;7.37;;;;0.25;25.99;;;;1.57;;29.56
Q24;2013;130038003;130029218;2100;;;2;;2;0.31;18.06;;7.37;;;;0.25;25.99;;;;1.57;;29.56
Q24;2013;130038003;130029218;9999;;;2;;2;0.31;18.06;;7.37;;;;0.25;25.99;;;;1.57;;29.56
Q24;2013;130038045;130006562;2000;0.05;;0.1;;0.15;0.1;1;;;1;0.05;;0.05;2.2;;0.05;0.05;0.5;;2.9
Q24;2013;130038045;130006562;2100;0.05;;0.1;;0.15;0.1;1;;;1;0.05;;0.05;2.2;;0.05;0.05;0.5;;2.9
Q24;2013;130038045;130006562;9999;0.05;;0.1;;0.15;0.1;1;;;1;0.05;;0.05;2.2;;0.05;0.05;0.5;;2.9
Q24;2013;130042096;130042062;1000;0.5;;1.8;;2.3;;;;;;;;;;;;;;;2.3
Q24;2013;130042096;130042062;2000;;;;;;1;24;;11;7.88;;;;43.88;;;;3.97;;47.85
Q24;2013;130042096;130042062;2100;;;;;;1;24;;11;7.88;;;;43.88;;;;3.97;;47.85
Q24;2013;130042096;130042062;9999;0.5;;1.8;;2.3;1;24;;11;7.88;;;;43.88;;;;3.97;;50.15
Q24;2013;130042526;310021399;2000;2;;14.5;;16.5;3;29.99;;30;23.33;1.5;;16.84;104.66;1;1;2;2.26;6;131.42
Q24;2013;130042526;310021399;2400;2;;14.5;;16.5;3;29.99;;30;23.33;1.5;;16.84;104.66;1;1;2;2.26;6;131.42
Q24;2013;130042526;310021399;9999;2;;14.5;;16.5;3;29.99;;30;23.33;1.5;;16.84;104.66;1;1;2;2.26;6;131.42
Q24;2013;130043508;250002284;2000;;;1;;1;0.5;;1;1;;0.5;;3.35;6.35;0.5;0.1;0.6;;;7.95
Q24;2013;130043508;250002284;2400;;;1;;1;0.5;;1;1;;0.5;;3.35;6.35;0.5;0.1;0.6;;;7.95
Q24;2013;130043508;250002284;9999;;;1;;1;0.5;;1;1;;0.5;;3.35;6.35;0.5;0.1;0.6;;;7.95
Q24;2013;130043664;130002157;1000;14.26;;107.74;;122;15;86.67;8;38.78;84.17;;;5.66;238.28;;1.5;1.5;26.69;15;403.47
Q24;2013;130043664;130002157;2000;;1;34.77;;35.77;13.44;174.66;2;102.14;71.48;0.37;;0.89;364.98;;;;;;400.75
Q24;2013;130043664;130002157;2100;;1;34.77;;35.77;13.44;174.66;2;102.14;71.48;0.37;;0.89;364.98;;;;;;400.75
Q24;2013;130043664;130002157;9999;14.26;1;142.51;;157.77;28.44;261.33;10;140.92;155.65;0.37;;6.55;603.26;;1.5;1.5;26.69;15;804.22
Q24;2013;130780075;310021332;2000;0.2;;7.5;;7.7;1;13.82;;11.43;6.82;0.2;;3.84;37.11;;0.4;0.4;0.26;2.5;47.97
Q24;2013;130780075;310021332;2400;0.2;;7.5;;7.7;1;13.82;;11.43;6.82;0.2;;3.84;37.11;;0.4;0.4;0.26;2.5;47.97
Q24;2013;130780075;310021332;9999;0.2;;7.5;;7.7;1;13.82;;11.43;6.82;0.2;;3.84;37.11;;0.4;0.4;0.26;2.5;47.97
Q24;2013;130780083;130000060;2000;2;;10;;12;1.11;16.36;;24.09;2.84;0.7;;2.9;48;;0.98;0.98;2.25;15.91;79.14
Q24;2013;130780083;130000060;2400;2;;10;;12;1.11;16.36;;24.09;2.84;0.7;;2.9;48;;0.98;0.98;2.25;15.91;79.14
Q24;2013;130780083;130000060;9999;2;;10;;12;1.11;16.36;;24.09;2.84;0.7;;2.9;48;;0.98;0.98;2.25;15.91;79.14
Q24;2013;130780273;130000151;2000;1.4;;3.2;;4.6;1;11.1;;9.9;5;0.1;;;27.1;;1;1;;1;33.7
Q24;2013;130780273;130000151;2200;1.4;;3.2;;4.6;1;11.1;;9.9;5;0.1;;;27.1;;1;1;;1;33.7
Q24;2013;130780273;130000151;9999;1.4;;3.2;;4.6;1;11.1;;9.9;5;0.1;;;27.1;;1;1;;1;33.7
Q24;2013;130780521;130786049;1000;13.67;1.09;357.95;;372.71;29.04;92.71;17.67;97.04;114.46;1.88;4.29;14.79;371.88;4.16;17.46;21.62;249.22;417.62;1433.05
Q24;2013;130780521;130786049;2000;;;;;;51.09;736.04;225.62;524.52;215.36;16.45;60.99;29.63;1859.7;0.45;0.79;1.24;;;1860.94
Q24;2013;130780521;130786049;2100;;;;;;50.89;736.04;225.62;523.77;214.86;16.45;60.99;27.47;1856.09;0.45;0.79;1.24;;;1857.33
Q24;2013;130780521;130786049;2400;;;;;;0.2;;;0.75;0.5;;;2.16;3.61;;;;;;3.61
Q24;2013;130780521;130786049;9999;13.67;1.09;357.95;;372.71;80.13;828.75;243.29;621.56;329.82;18.33;65.28;44.42;2231.58;4.61;18.25;22.86;249.22;417.62;3293.99
Q24;2013;130781065;130000417;1000;1;;6.09;;7.09;;;;;;;;;;;;;1;3.91;12
Q24;2013;130781065;130000417;2000;;;;;;1;11.9;;11.8;7.88;1;;1.17;34.75;0.5;0.22;0.72;;;35.47
Q24;2013;130781065;130000417;2200;;;;;;1;11.9;;11.8;7.88;1;;1.17;34.75;0.5;0.22;0.72;;;35.47
Q24;2013;130781065;130000417;9999;1;;6.09;;7.09;1;11.9;;11.8;7.88;1;;1.17;34.75;0.5;0.22;0.72;1;3.91;47.47
Q24;2013;130781255;220020739;1000;2.7;;8.51;;11.21;;;;;;;;;;;0.58;0.58;;4.73;16.52
Q24;2013;130781255;220020739;2000;;1;;;1;1.9;13.91;;16.12;4.79;2.49;;1.42;40.63;;;;;;41.63
Q24;2013;130781255;220020739;2100;;1;;;1;1.9;13.91;;16.12;4.79;2.49;;1.42;40.63;;;;;;41.63
Q24;2013;130781255;220020739;9999;2.7;1;8.51;;12.21;1.9;13.91;;16.12;4.79;2.49;;1.42;40.63;;0.58;0.58;;4.73;58.15
Q24;2013;130781289;130002447;1000;;;5;;5;;;;;2;;;;2;;;;3;1;11
Q24;2013;130781289;130002447;2000;;;1;;1;5.75;35.06;;20.66;11.83;;;0.2;73.5;;;;2;;76.5
Q24;2013;130781289;130002447;2100;;;1;;1;5.75;35.06;;20.66;11.83;;;0.2;73.5;;;;2;;76.5
Q24;2013;130781289;130002447;9999;;;6;;6;5.75;35.06;;20.66;13.83;;;0.2;75.5;;;;5;1;87.5
Q24;2013;130781370;130000532;2000;5;1.13;21.77;;27.9;5;28.53;14.85;30.63;28.56;;;0.62;108.19;;;;1;12.88;149.97
Q24;2013;130781370;130000532;2100;5;1.13;21.77;;27.9;5;28.53;14.85;30.63;28.56;;;0.62;108.19;;;;1;12.88;149.97
Q24;2013;130781370;130000532;9999;5;1.13;21.77;;27.9;5;28.53;14.85;30.63;28.56;;;0.62;108.19;;;;1;12.88;149.97
Q24;2013;130781438;130000557;2000;4;;9.94;1;14.94;2;22.89;;37.5;17.83;1.09;;31.09;112.4;2.73;;2.73;1.82;15.2;147.09
Q24;2013;130781438;130000557;2400;4;;9.94;1;14.94;2;22.89;;37.5;17.83;1.09;;31.09;112.4;2.73;;2.73;1.82;15.2;147.09
Q24;2013;130781438;130000557;9999;4;;9.94;1;14.94;2;22.89;;37.5;17.83;1.09;;31.09;112.4;2.73;;2.73;1.82;15.2;147.09
Q24;2013;130781479;130000599;1000;2.86;;71.66;;74.52;;;;;;;;;;;;;27.16;14;115.68
Q24;2013;130781479;130000599;2000;;;;;;11;174.31;17.8;68.08;6;0.3;7.6;7.5;292.59;;0.3;0.3;;;292.89
Q24;2013;130781479;130000599;2100;;;;;;9;151.31;17.8;61.08;4;0.15;7.6;0.5;251.44;;0.15;0.15;;;251.59
Q24;2013;130781479;130000599;2400;;;;;;2;23;;7;2;0.15;;7;41.15;;0.15;0.15;;;41.3
Q24;2013;130781479;130000599;9999;2.86;;71.66;;74.52;11;174.31;17.8;68.08;6;0.3;7.6;7.5;292.59;;0.3;0.3;27.16;14;408.57
Q24;2013;130781594;130010648;2000;0.5;0.4;4.05;;4.95;1;12.7;;3.94;9.86;0.9;;;28.4;1.05;0.5;1.55;1.12;1.9;37.92
Q24;2013;130781594;130010648;2200;0.5;0.4;4.05;;4.95;1;12.7;;3.94;9.86;0.9;;;28.4;1.05;0.5;1.55;1.12;1.9;37.92
Q24;2013;130781594;130010648;9999;0.5;0.4;4.05;;4.95;1;12.7;;3.94;9.86;0.9;;;28.4;1.05;0.5;1.55;1.12;1.9;37.92
Q24;2013;130781768;130000763;2000;;;6;;6;1;11.45;;4;9;0.61;;3.71;29.77;1.11;;1.11;;2;38.88
Q24;2013;130781768;130000763;2400;;;6;;6;1;11.45;;4;9;0.61;;3.71;29.77;1.11;;1.11;;2;38.88
Q24;2013;130781768;130000763;9999;;;6;;6;1;11.45;;4;9;0.61;;3.71;29.77;1.11;;1.11;;2;38.88
Q24;2013;130781834;130000805;2000;1;;11.65;;12.65;1;6;;8.75;1;;;29.9;46.65;;;;0.15;17.7;77.15
Q24;2013;130781834;130000805;2400;1;;11.65;;12.65;1;6;;8.75;1;;;29.9;46.65;;;;0.15;17.7;77.15
Q24;2013;130781834;130000805;9999;1;;11.65;;12.65;1;6;;8.75;1;;;29.9;46.65;;;;0.15;17.7;77.15
Q24;2013;130781867;130000813;1000;;;9.05;;9.05;;;;;;;;;;;;;;;9.05
Q24;2013;130781867;130000813;2000;;;1;;1;2;28.86;;13.46;11.77;;;;56.09;;;;;;57.09
Q24;2013;130781867;130000813;2100;;;1;;1;2;28.86;;13.46;11.77;;;;56.09;;;;;;57.09
Q24;2013;130781867;130000813;9999;;;10.05;;10.05;2;28.86;;13.46;11.77;;;;56.09;;;;;;66.14
Q24;2013;130781917;130000847;2000;3;;7.91;;10.91;1;12.26;;8.45;10.56;0.47;;4.26;37;0.44;0.6;1.04;1.24;9.95;60.14
Q24;2013;130781917;130000847;2400;3;;7.91;;10.91;1;12.26;;8.45;10.56;0.47;;4.26;37;0.44;0.6;1.04;1.24;9.95;60.14
Q24;2013;130781917;130000847;9999;3;;7.91;;10.91;1;12.26;;8.45;10.56;0.47;;4.26;37;0.44;0.6;1.04;1.24;9.95;60.14
Q24;2013;130781925;750043994;1000;2;;5.31;;7.31;;;;;;0.5;;1.3;1.8;;0.5;0.5;0.76;1;11.37
Q24;2013;130781925;750043994;2000;;;;;;1;16.39;;9.16;17.3;;;;43.85;;;;;;43.85
Q24;2013;130781925;750043994;2400;;;;;;1;16.39;;9.16;17.3;;;;43.85;;;;;;43.85
Q24;2013;130781925;750043994;9999;2;;5.31;;7.31;1;16.39;;9.16;17.3;0.5;;1.3;45.65;;0.5;0.5;0.76;1;55.22
Q24;2013;130782071;130002454;1000;2.75;;25.97;;28.72;;;;;1.67;;;;1.67;;;;4.01;15.29;49.69
Q24;2013;130782071;130002454;2000;;;3.82;;3.82;8;50.92;;41.88;25.23;;;0.41;126.44;;0.42;0.42;;;130.68
Q24;2013;130782071;130002454;2100;;;;;;6;42.92;;31.88;19.93;;;;100.73;;;;;;100.73
Q24;2013;130782071;130002454;2300;;;1.82;;1.82;1;;;;;;;;1;;;;;;2.82
Q24;2013;130782071;130002454;2400;;;2;;2;1;8;;10;5.3;;;0.41;24.71;;0.42;0.42;;;27.13
Q24;2013;130782071;130002454;9999;2.75;;29.79;;32.54;8;50.92;;41.88;26.9;;;0.41;128.11;;0.42;0.42;4.01;15.29;180.37
Q24;2013;130782097;130000938;2000;1.75;;8.6;;10.35;1;12.77;;18.96;8.39;0.1;;1;42.22;;0.23;0.23;2;12.5;67.3
Q24;2013;130782097;130000938;2400;1.75;;8.6;;10.35;1;12.77;;18.96;8.39;0.1;;1;42.22;;0.23;0.23;2;12.5;67.3
Q24;2013;130782097;130000938;9999;1.75;;8.6;;10.35;1;12.77;;18.96;8.39;0.1;;1;42.22;;0.23;0.23;2;12.5;67.3
Q24;2013;130782147;130000979;1000;1;1;37.16;;39.16;;;;;;;;;;;;;;6.3;45.46
Q24;2013;130782147;130000979;2000;;;;;;9;82.09;;42.81;;;;1;134.9;;;;7.12;;142.02
Q24;2013;130782147;130000979;2100;;;;;;9;82.09;;42.81;;;;1;134.9;;;;7.12;;142.02
Q24;2013;130782147;130000979;9999;1;1;37.16;;39.16;9;82.09;;42.81;;;;1;134.9;;;;7.12;6.3;187.48
Q24;2013;130782162;130000987;1000;1;;20.66;;21.66;;;;;;;;;;;;;;;21.66
Q24;2013;130782162;130000987;2000;;;;;;6;32.75;0.45;17.62;;;;0.41;57.23;;;;7.91;2;67.14
Q24;2013;130782162;130000987;2100;;;;;;6;32.75;0.45;17.62;;;;0.41;57.23;;;;7.91;2;67.14
Q24;2013;130782162;130000987;9999;1;;20.66;;21.66;6;32.75;0.45;17.62;;;;0.41;57.23;;;;7.91;2;88.8
Q24;2013;130782303;920000395;2000;1;;5;;6;1;8;;18;10;;;6;43;;0.5;0.5;1;1;51.5
Q24;2013;130782303;920000395;2400;1;;5;;6;1;8;;18;10;;;6;43;;0.5;0.5;1;1;51.5
Q24;2013;130782303;920000395;9999;1;;5;;6;1;8;;18;10;;;6;43;;0.5;0.5;1;1;51.5
Q24;2013;130782444;130001100;2000;3.5;;11.84;;15.34;1;17.29;;14.03;19.27;1;;6.3;58.89;;0.52;0.52;0.8;13.56;89.11
Q24;2013;130782444;130001100;2400;3.5;;11.84;;15.34;1;17.29;;14.03;19.27;1;;6.3;58.89;;0.52;0.52;0.8;13.56;89.11
Q24;2013;130782444;130001100;9999;3.5;;11.84;;15.34;1;17.29;;14.03;19.27;1;;6.3;58.89;;0.52;0.52;0.8;13.56;89.11
Q24;2013;130782451;130001118;2000;1.28;;9;;10.28;2;18;;18.75;22.5;0.66;;3.87;65.78;;1;1;1.5;7.14;85.7
Q24;2013;130782451;130001118;2400;1.28;;9;;10.28;2;18;;18.75;22.5;0.66;;3.87;65.78;;1;1;1.5;7.14;85.7
Q24;2013;130782451;130001118;9999;1.28;;9;;10.28;2;18;;18.75;22.5;0.66;;3.87;65.78;;1;1;1.5;7.14;85.7
Q24;2013;130782493;130001134;2000;3.19;;3.35;;6.54;1;7;;1.6;15.34;1;;5;30.94;;0.2;0.2;;2.99;40.67
Q24;2013;130782493;130001134;2400;3.19;;3.35;;6.54;1;7;;1.6;15.34;1;;5;30.94;;0.2;0.2;;2.99;40.67
Q24;2013;130782493;130001134;9999;3.19;;3.35;;6.54;1;7;;1.6;15.34;1;;5;30.94;;0.2;0.2;;2.99;40.67
Q24;2013;130782675;130001233;1000;2.25;;12.82;;15.07;;;;;1;;;;1;;;;1.9;1;18.97
Q24;2013;130782675;130001233;2000;;;;;;2;25.51;;7.8;13.79;;;;49.1;;;;;;49.1
Q24;2013;130782675;130001233;2100;;;;;;2;25.51;;7.8;13.79;;;;49.1;;;;;;49.1
Q24;2013;130782675;130001233;9999;2.25;;12.82;;15.07;2;25.51;;7.8;14.79;;;;50.1;;;;1.9;1;68.07
Q24;2013;130783152;130001365;2000;0.67;;9.62;;10.29;1.97;22.73;;26.44;;1.65;;0.5;53.29;;1;1;0.3;3.01;67.89
Q24;2013;130783152;130001365;2100;0.27;;4.29;;4.56;0.97;10.9;;11.4;;0.81;;0.2;24.28;;0.5;0.5;0.1;1.07;30.51
Q24;2013;130783152;130001365;2400;0.4;;5.33;;5.73;1;11.83;;15.04;;0.84;;0.3;29.01;;0.5;0.5;0.2;1.94;37.38
Q24;2013;130783152;130001365;9999;0.67;;9.62;;10.29;1.97;22.73;;26.44;;1.65;;0.5;53.29;;1;1;0.3;3.01;67.89
Q24;2013;130783236;130786049;1000;8.96;1;299.16;;309.12;24.3;100.66;9.66;71;58.1;2.29;3.39;9.11;278.51;5.25;12.5;17.75;185.34;221.13;1011.85
Q24;2013;130783236;130786049;2000;0;0;0;0;0;58.31;858.95;165.32;445.22;233.84;28.71;87.61;22.38;1900.34;2.36;9.8;12.16;0;0;1912.5
Q24;2013;130783236;130786049;2100;0;0;0;0;0;50.33;645.38;164.52;445.22;217.99;6.89;87.61;17.98;1635.92;1.26;1.9;3.16;0;0;1639.08
Q24;2013;130783236;130786049;2200;0;0;0;0;0;7.83;213.57;0.8;;15.85;21.82;0;1.8;261.67;1.1;7.9;9;0;0;270.67
Q24;2013;130783236;130786049;2400;0;0;0;0;0;0.15;0;0;0;0;0;0;2.6;2.75;0;0;0;0;0;2.75
Q24;2013;130783236;130786049;9999;8.96;1;299.16;0;309.12;82.61;959.61;174.98;516.22;291.94;31;91;31.49;2178.85;7.61;22.3;29.91;185.34;221.13;2924.35
Q24;2013;130783293;130786049;1000;13.7;2.9;487.47;0;504.07;31.64;67.38;12.19;99.28;94.5;4.16;4.71;18.56;332.42;4.91;16.65;21.56;487.09;608.9;1954.04
Q24;2013;130783293;130786049;2000;0;0;0;0;0;60.09;874.53;130.15;494.9;196.18;24.9;0;50.05;1830.8;1.88;1.39;3.27;0;0;1834.07
Q24;2013;130783293;130786049;2100;0;0;0;0;0;59.47;874.12;130.15;494.02;196.18;24.9;0;46.63;1825.47;1.88;1.39;3.27;0;0;1828.74
Q24;2013;130783293;130786049;2400;0;0;0;0;0;0.62;0.41;0;0.88;0;0;0;3.42;5.33;0;0;0;0;0;5.33
Q24;2013;130783293;130786049;9999;13.7;2.9;487.47;0;504.07;91.73;941.91;142.34;594.18;290.68;29.06;4.71;68.61;2163.22;6.79;18.04;24.83;487.09;608.9;3788.11
Q24;2013;130783327;130001415;1000;3;1;47.3;;51.3;1;;;;;;;;1;;;;;;52.3
Q24;2013;130783327;130001415;2000;;;;;;4;108;4.5;64.2;58.4;1;30;1;271.1;;1;1;14;8.5;294.6
Q24;2013;130783327;130001415;2100;;;;;;4;108;4.5;64.2;58.4;1;30;1;271.1;;1;1;14;8.5;294.6
Q24;2013;130783327;130001415;9999;3;1;47.3;;51.3;5;108;4.5;64.2;58.4;1;30;1;272.1;;1;1;14;8.5;346.9
Q24;2013;130783475;130001431;2000;1.98;;7.37;;9.35;0.82;15.75;;20.38;10.64;1.04;;2.16;50.79;;0.74;0.74;1.14;1.63;63.65
Q24;2013;130783475;130001431;2400;1.98;;7.37;;9.35;0.82;15.75;;20.38;10.64;1.04;;2.16;50.79;;0.74;0.74;1.14;1.63;63.65
Q24;2013;130783475;130001431;9999;1.98;;7.37;;9.35;0.82;15.75;;20.38;10.64;1.04;;2.16;50.79;;0.74;0.74;1.14;1.63;63.65
Q24;2013;130783665;130043722;1000;1;;20.76;;21.76;;;;;;;;;;;;;;;21.76
Q24;2013;130783665;130043722;2000;;;;;;1;37.8;3.8;12.94;15.5;1;;0.8;72.84;;0.5;0.5;8.86;10;92.2
Q24;2013;130783665;130043722;2100;;;;;;0.95;34.55;3.8;11.88;15;0.95;;0.75;67.88;;0.45;0.45;8.86;10;87.19
Q24;2013;130783665;130043722;2400;;;;;;0.05;3.25;;1.06;0.5;0.05;;0.05;4.96;;0.05;0.05;;;5.01
Q24;2013;130783665;130043722;9999;1;;20.76;;21.76;1;37.8;3.8;12.94;15.5;1;;0.8;72.84;;0.5;0.5;8.86;10;113.96
Q24;2013;130783723;130001456;2000;2;1;20.67;;23.67;5;49.81;;20.68;10.35;;;;85.84;;;;4.94;6;120.45
Q24;2013;130783723;130001456;2100;2;1;20.67;;23.67;5;49.81;;20.68;10.35;;;;85.84;;;;4.94;6;120.45
Q24;2013;130783723;130001456;9999;2;1;20.67;;23.67;5;49.81;;20.68;10.35;;;;85.84;;;;4.94;6;120.45
Q24;2013;130783764;750043994;2000;2;1;17.29;;20.29;3;57.25;;31.77;45.06;5.15;;6.29;148.52;;1.5;1.5;0.7;12.46;183.47
Q24;2013;130783764;750043994;2200;2;1;17.29;;20.29;3;57.25;;31.77;45.06;5.15;;6.29;148.52;;1.5;1.5;0.7;12.46;183.47
Q24;2013;130783764;750043994;9999;2;1;17.29;;20.29;3;57.25;;31.77;45.06;5.15;;6.29;148.52;;1.5;1.5;0.7;12.46;183.47
Q24;2013;130783772;130810336;2000;1;1;9.08;;11.08;2;27.19;;9.94;20.74;;;;59.87;;;;2.03;1;73.98
Q24;2013;130783772;130810336;2100;1;1;9.08;;11.08;2;27.19;;9.94;20.74;;;;59.87;;;;2.03;1;73.98
Q24;2013;130783772;130810336;9999;1;1;9.08;;11.08;2;27.19;;9.94;20.74;;;;59.87;;;;2.03;1;73.98
Q24;2013;130783830;130001514;2000;0.53;;0.61;;1.14;0.27;4;;4;3;0.27;;0.1;11.64;;0.5;0.5;0.07;0.53;13.88
Q24;2013;130783830;130001514;2400;0.53;;0.61;;1.14;0.27;4;;4;3;0.27;;0.1;11.64;;0.5;0.5;0.07;0.53;13.88
Q24;2013;130783830;130001514;9999;0.53;;0.61;;1.14;0.27;4;;4;3;0.27;;0.1;11.64;;0.5;0.5;0.07;0.53;13.88
Q24;2013;130783871;130001548;2000;3;;13.12;;16.12;2.5;16.89;;21.09;;0.5;;28.07;69.05;;1;1;;16.92;103.09
