BOR;AN;FI;FI_EJ;DISCI;DIREC;DIRSI;ADMIN;DRSNI;ADMTO;CADRE;INFSP;INFNS;AIDES;ASHAU;PSYCH;SAGFE;REEDU;SOITO;EDUCS;ASSIS;EDUTO;PHLAB;TECHN;ETPPNM
Q24;2013;840007850;840002844;2000;;;;;;1.87;13.45;;;10.19;0.48;;0.93;26.92;;0.26;0.26;1.17;5.9;34.25
Q24;2013;840007850;840002844;2100;;;;;;1.87;13.45;;;10.19;0.48;;0.93;26.92;;0.26;0.26;1.17;5.9;34.25
Q24;2013;840007850;840002844;9999;1.59;0.22;3.79;;5.6;1.87;13.45;;;10.19;0.48;;0.93;26.92;;0.26;0.26;1.17;5.9;39.85
Q24;2013;840011043;840002844;1000;2.03;0.28;4.24;;6.55;;;;;;;;;;;;;;;6.55
Q24;2013;840011043;840002844;2000;;;;;;2;32.87;;5.15;8.46;0.58;;0.37;49.43;;0.31;0.31;0.7;3.8;54.24
Q24;2013;840011043;840002844;2100;;;;;;2;32.87;;5.15;8.46;0.58;;0.37;49.43;;0.31;0.31;0.7;3.8;54.24
Q24;2013;840011043;840002844;9999;2.03;0.28;4.24;;6.55;2;32.87;;5.15;8.46;0.58;;0.37;49.43;;0.31;0.31;0.7;3.8;60.79
Q24;2013;840011340;840003164;2000;1.85;1;8.55;;11.4;1;24.8;;14.7;;1;;;41.5;;1.7;1.7;;5.5;60.1
Q24;2013;840011340;840003164;2300;1.85;1;8.55;;11.4;1;24.8;;14.7;;1;;;41.5;;1.7;1.7;;5.5;60.1
Q24;2013;840011340;840003164;9999;1.85;1;8.55;;11.4;1;24.8;;14.7;;1;;;41.5;;1.7;1.7;;5.5;60.1
Q24;2013;840012538;840002844;1000;0.14;0.02;0.48;;0.64;;;;;;;;;;;;;;;0.64
Q24;2013;840012538;840002844;2000;;;;;;0.05;0.24;;;0.57;;;0.07;0.93;;0.02;0.02;0.06;0.26;1.27
Q24;2013;840012538;840002844;2100;;;;;;0.05;0.24;;;0.57;;;0.07;0.93;;0.02;0.02;0.06;0.26;1.27
Q24;2013;840012538;840002844;9999;0.14;0.02;0.48;;0.64;0.05;0.24;;;0.57;;;0.07;0.93;;0.02;0.02;0.06;0.26;1.91
Q24;2013;840012546;840002844;1000;0.13;0.02;0.46;;0.61;;;;;;;;;;;;;;;0.61
Q24;2013;840012546;840002844;2000;;;;;;0.04;0.19;;;1.4;;;0.06;1.69;;0.02;0.02;0.05;0.25;2.01
Q24;2013;840012546;840002844;2100;;;;;;0.04;0.19;;;1.4;;;0.06;1.69;;0.02;0.02;0.05;0.25;2.01
Q24;2013;840012546;840002844;9999;0.13;0.02;0.46;;0.61;0.04;0.19;;;1.4;;;0.06;1.69;;0.02;0.02;0.05;0.25;2.62
Q24;2013;840013270;840003651;1000;1;;8.15;;9.15;;;;;12.56;;;;12.56;;;;;1.86;23.57
Q24;2013;840013270;840003651;2000;;1;;;1;2.95;24.86;;12.91;2.37;;;;43.09;;;;1.44;;45.53
Q24;2013;840013270;840003651;2100;;1;;;1;2.95;24.86;;12.91;2.37;;;;43.09;;;;1.44;;45.53
Q24;2013;840013270;840003651;9999;1;1;8.15;;10.15;2.95;24.86;;12.91;14.93;;;;55.65;;;;1.44;1.86;69.1
Q24;2013;840013312;840003685;1000;4.43;0.78;26.22;;31.43;;;;;;;;;;;;;;;31.43
Q24;2013;840013312;840003685;2000;;;0;0;0;3;59.07;1.41;40.41;23.73;0;0;0.98;128.6;0;0;0;13.2;3.85;145.65
Q24;2013;840013312;840003685;2100;;;0;0;0;3;59.07;1.41;40.41;23.73;0;0;0.98;128.6;0;0;0;13.2;3.85;145.65
Q24;2013;840013312;840003685;9999;4.43;0.78;26.22;0;31.43;3;59.07;1.41;40.41;23.73;0;0;0.98;128.6;0;0;0;13.2;3.85;177.08
Q24;2013;840013445;840014658;2000;;;11.8;;11.8;4;22;20;28;25;;;;99;;;;1;4.82;116.62
Q24;2013;840013445;840014658;2100;;;11.8;;11.8;4;22;20;28;25;;;;99;;;;1;4.82;116.62
Q24;2013;840013445;840014658;9999;;;11.8;;11.8;4;22;20;28;25;;;;99;;;;1;4.82;116.62
Q24;2013;840014088;920000395;2000;1;1;8.6;;10.6;4;23;;29.4;14.1;1.6;;15.6;87.7;;1.5;1.5;1.5;1;102.3
Q24;2013;840014088;920000395;2400;1;1;8.6;;10.6;4;23;;29.4;14.1;1.6;;15.6;87.7;;1.5;1.5;1.5;1;102.3
Q24;2013;840014088;920000395;9999;1;1;8.6;;10.6;4;23;;29.4;14.1;1.6;;15.6;87.7;;1.5;1.5;1.5;1;102.3
Q24;2013;840014849;750052342;2000;1;;4.89;;5.89;1;16.75;;13.48;12.25;;;1;44.48;1;0.5;1.5;1.5;7;60.37
Q24;2013;840014849;750052342;2400;1;;4.89;;5.89;1;16.75;;13.48;12.25;;;1;44.48;1;0.5;1.5;1.5;7;60.37
Q24;2013;840014849;750052342;9999;1;;4.89;;5.89;1;16.75;;13.48;12.25;;;1;44.48;1;0.5;1.5;1.5;7;60.37
Q24;2013;840015200;130006794;2000;;;;;;0.1;1.68;;;1;;;;2.78;;;;;;2.78
Q24;2013;840015200;130006794;2100;;;;;;0.1;1.68;;;1;;;;2.78;;;;;;2.78
Q24;2013;840015200;130006794;9999;;;;;;0.1;1.68;;;1;;;;2.78;;;;;;2.78
Q24;2013;840017172;840017164;2000;5.36;1;13.95;;20.31;3.12;43.29;1;18.29;17.22;0.26;;0.17;83.35;;1;1;6.73;3.79;115.18
Q24;2013;840017172;840017164;2100;5.36;1;13.95;;20.31;3.12;43.29;1;18.29;17.22;0.26;;0.17;83.35;;1;1;6.73;3.79;115.18
Q24;2013;840017172;840017164;9999;5.36;1;13.95;;20.31;3.12;43.29;1;18.29;17.22;0.26;;0.17;83.35;;1;1;6.73;3.79;115.18
Q24;2013;840017214;840018667;2000;1;;3.6;;4.6;2;6.83;;8;6;;;8;30.83;;0.5;0.5;;1;36.93
Q24;2013;840017214;840018667;2400;1;;3.6;;4.6;2;6.83;;8;6;;;8;30.83;;0.5;0.5;;1;36.93
Q24;2013;840017214;840018667;9999;1;;3.6;;4.6;2;6.83;;8;6;;;8;30.83;;0.5;0.5;;1;36.93
Q24;2013;840017222;840002844;1000;1.51;0.21;3.82;;5.54;;;;;;;;;;;;;;;5.54
Q24;2013;840017222;840002844;2000;;;;;;1;24.34;;5.57;3.89;0.47;;0.5;35.77;;0.2;0.2;0.51;2.91;39.39
Q24;2013;840017222;840002844;2100;;;;;;1;24.34;;5.57;3.89;0.47;;0.5;35.77;;0.2;0.2;0.51;2.91;39.39
Q24;2013;840017222;840002844;9999;1.51;0.21;3.82;;5.54;1;24.34;;5.57;3.89;0.47;;0.5;35.77;;0.2;0.2;0.51;2.91;44.93
Q24;2013;840017230;840002844;1000;0.13;0.02;0.46;;0.61;;;;;;;;;;;;;;;0.61
Q24;2013;840017230;840002844;2000;;;;;;0.04;;;;0.73;;;0.06;0.83;;0.02;0.02;0.06;0.25;1.16
Q24;2013;840017230;840002844;2100;;;;;;0.04;;;;0.73;;;0.06;0.83;;0.02;0.02;0.06;0.25;1.16
Q24;2013;840017230;840002844;9999;0.13;0.02;0.46;;0.61;0.04;;;;0.73;;;0.06;0.83;;0.02;0.02;0.06;0.25;1.77
Q24;2013;840017461;840002844;1000;1.65;0.23;3.79;;5.67;;;;;;;;;;;;;;;5.67
Q24;2013;840017461;840002844;2000;;;;;;1;21.96;;2.5;8.73;0.47;;0.5;35.16;;0.22;0.22;0.57;2.98;38.93
Q24;2013;840017461;840002844;2100;;;;;;1;21.96;;2.5;8.73;0.47;;0.5;35.16;;0.22;0.22;0.57;2.98;38.93
Q24;2013;840017461;840002844;9999;1.65;0.23;3.79;;5.67;1;21.96;;2.5;8.73;0.47;;0.5;35.16;;0.22;0.22;0.57;2.98;44.6
Q24;2013;840018337;840006597;1000;1;;;;1;;;;;;;;;;;;;;;1
Q24;2013;840018337;840006597;9999;1;;;;1;;;;;;;;;;;;;;;1
Q24;2013;850000118;850013244;1000;1.5;1;23.86;;26.36;;;;;;;;;;;;;;;26.36
Q24;2013;850000118;850013244;2000;;;;;;5.92;81.46;25.97;71.44;8.72;0.75;15.14;;209.4;;0.96;0.96;3.91;;214.27
Q24;2013;850000118;850013244;2100;;;;;;5.42;76.34;25.97;63.76;8.72;0.63;15.14;;195.98;;0.66;0.66;3.91;;200.55
Q24;2013;850000118;850013244;2400;;;;;;0.5;5.12;;7.68;;0.12;;;13.42;;0.3;0.3;;;13.72
Q24;2013;850000118;850013244;9999;1.5;1;23.86;;26.36;5.92;81.46;25.97;71.44;8.72;0.75;15.14;;209.4;;0.96;0.96;3.91;;240.63
Q24;2013;850000126;850022948;1000;1.5;;13.94;;15.44;;;;;;;;;;;;;;12.89;28.33
Q24;2013;850000126;850022948;2000;;;;;;4;50.21;1;27.8;20.85;;;;103.86;;;;3;;106.86
Q24;2013;850000126;850022948;2100;;;;;;4;50.21;1;27.8;20.85;;;;103.86;;;;3;;106.86
Q24;2013;850000126;850022948;9999;1.5;;13.94;;15.44;4;50.21;1;27.8;20.85;;;;103.86;;;;3;12.89;135.19
Q24;2013;850000134;850013269;2000;2;;13.14;;15.14;3;38.55;16.26;26.88;10.4;;;;95.09;;0.41;0.41;3;;113.64
Q24;2013;850000134;850013269;2100;2;;13.14;;15.14;3;38.55;16.26;26.88;10.4;;;;95.09;;0.41;0.41;3;;113.64
Q24;2013;850000134;850013269;9999;2;;13.14;;15.14;3;38.55;16.26;26.88;10.4;;;;95.09;;0.41;0.41;3;;113.64
Q24;2013;850000142;850000019;1000;6.67;1.33;117.49;;125.49;15.63;40.99;4.1;51.57;20.07;1.62;3.45;7.36;144.79;3.54;5.33;8.87;11.13;195.39;485.67
Q24;2013;850000142;850000019;2000;;;157.18;;157.18;36.83;628.36;90.75;593.38;113.08;11.29;47.65;17.47;1538.81;3.2;0.94;4.14;152.54;39.37;1892.04
Q24;2013;850000142;850000019;2100;;;152.71;;152.71;33.93;586.58;89.12;503.31;95.39;10.58;47.65;11.8;1378.36;2.2;0.94;3.14;150.32;35.42;1719.95
Q24;2013;850000142;850000019;2400;;;3.48;;3.48;2.07;28.27;0.04;48.06;3.44;0.71;;4.67;87.26;;;;1.82;1.3;93.86
Q24;2013;850000142;850000019;2500;;;0.99;;0.99;0.83;13.51;1.59;42.01;14.25;;;1;73.19;1;;1;0.4;2.65;78.23
Q24;2013;850000142;850000019;9999;6.67;1.33;274.67;;282.67;52.46;669.35;94.85;644.95;133.15;12.91;51.1;24.83;1683.6;6.74;6.27;13.01;163.67;234.76;2377.71
Q24;2013;850000175;850009010;1000;4.3;1;50;;55.3;2.86;2.43;;9.99;1.66;;;0.5;17.44;1.46;3.67;5.13;0.02;89.16;167.05
Q24;2013;850000175;850009010;2000;;;48.32;;48.32;12.94;220.1;16;139.29;39.2;6.41;19.29;5.72;458.95;;1.2;1.2;34.24;3.55;546.26
Q24;2013;850000175;850009010;2100;;;42.43;;42.43;8.52;146.42;16;139.29;25.25;1.55;19.29;5.72;362.04;;0.2;0.2;33.83;3.55;442.05
Q24;2013;850000175;850009010;2200;;;5.89;;5.89;4.42;73.68;;;13.95;4.86;;;96.91;;1;1;0.41;;104.21
Q24;2013;850000175;850009010;9999;4.3;1;98.32;;103.62;15.8;222.53;16;149.28;40.86;6.41;19.29;6.22;476.39;1.46;4.87;6.33;34.26;92.71;713.31
Q24;2013;850000183;850000035;2000;;;3.7;;3.7;2;37.81;;19.03;7.25;;;0.41;66.5;;1;1;;;71.2
Q24;2013;850000183;850000035;2200;;;2.7;;2.7;1;27.3;;;4.25;;;;32.55;;1;1;;;36.25
Q24;2013;850000183;850000035;2400;;;1;;1;1;10.51;;19.03;3;;;0.41;33.95;;;;;;34.95
Q24;2013;850000183;850000035;9999;;;3.7;;3.7;2;37.81;;19.03;7.25;;;0.41;66.5;;1;1;;;71.2
Q24;2013;850000191;850000043;1000;;;1.1;;1.1;;;;;;;;;;;;;;;1.1
Q24;2013;850000191;850000043;2000;;;2.52;;2.52;0.9;7.26;;4.69;1.54;;;;14.39;;;;;0.8;17.71
Q24;2013;850000191;850000043;2100;;;2.52;;2.52;0.45;3.14;;2.32;1.04;;;;6.95;;;;;;9.47
Q24;2013;850000191;850000043;2400;;;;;;0.45;4.12;;2.37;0.5;;;;7.44;;;;;0.8;8.24
Q24;2013;850000191;850000043;9999;;;3.62;;3.62;0.9;7.26;;4.69;1.54;;;;14.39;;;;;0.8;18.81
Q24;2013;850000209;850000019;1000;0.38;;18.12;;18.5;1.23;1.98;;2.35;1.05;;;1.33;7.94;;1.23;1.23;0.45;62.53;90.65
Q24;2013;850000209;850000019;2000;;;20.06;;20.06;9.3;86.17;3.23;115.5;19.26;2.59;1.5;9.69;247.24;0.54;0.96;1.5;23.67;4.89;297.36
Q24;2013;850000209;850000019;2100;;;17.69;;17.69;4.87;58.16;3.23;52.81;9.94;2.39;1.5;1;133.9;;0.96;0.96;21.81;1.11;175.47
Q24;2013;850000209;850000019;2400;;;2.35;;2.35;4.43;23.35;;50.53;3.42;0.2;;8.44;90.37;0.33;;0.33;1.73;3.66;98.44
Q24;2013;850000209;850000019;2500;;;0.02;;0.02;;4.66;;12.16;5.9;;;0.25;22.97;0.21;;0.21;0.13;0.12;23.45
Q24;2013;850000209;850000019;9999;0.38;;38.18;;38.56;10.53;88.15;3.23;117.85;20.31;2.59;1.5;11.02;255.18;0.54;2.19;2.73;24.12;67.42;388.01
Q24;2013;850000225;850000019;1000;0.21;;14.53;;14.74;1.29;;;3.07;1.81;0.06;;0.35;6.58;0.38;1.09;1.47;;23.32;46.11
Q24;2013;850000225;850000019;2000;;;8.39;;8.39;3.28;42.4;4.54;65.15;14.02;0.82;2.43;2.66;135.3;;;;5.54;1.36;150.59
Q24;2013;850000225;850000019;2100;;;7.91;;7.91;2.5;31.8;4.54;43.2;8.63;0.82;2.43;1.46;95.38;;;;5.39;1.36;110.04
Q24;2013;850000225;850000019;2400;;;0.48;;0.48;0.78;10.6;;21.95;5.39;;;1.2;39.92;;;;0.15;;40.55
Q24;2013;850000225;850000019;9999;0.21;;22.92;;23.13;4.57;42.4;4.54;68.22;15.83;0.88;2.43;3.01;141.88;0.38;1.09;1.47;5.54;24.68;196.7
Q24;2013;850000233;850009010;1000;1;;6.43;;7.43;0.94;;;;4.73;;;0.64;6.31;;;;;18.3;32.04
Q24;2013;850000233;850009010;2000;;;1.77;;1.77;1.12;14.47;;28.97;18.51;1.62;;2.09;66.78;;;;2.42;;70.97
Q24;2013;850000233;850009010;2100;;;0.91;;0.91;0.25;6.61;;5.51;3.74;;;0.5;16.61;;;;2.24;;19.76
Q24;2013;850000233;850009010;2400;;;0.86;;0.86;0.75;5.25;;9.6;4.1;0.73;;1;21.43;;;;0.15;;22.44
Q24;2013;850000233;850009010;2500;;;;;;0.12;2.61;;13.86;10.67;0.89;;0.59;28.74;;;;0.03;;28.77
Q24;2013;850000233;850009010;9999;1;;8.2;;9.2;2.06;14.47;;28.97;23.24;1.62;;2.73;73.09;;;;2.42;18.3;103.01
Q24;2013;850000241;850000084;1000;2.15;1;39.35;;42.5;1.13;1.62;0.5;1.5;9.03;;;;13.78;;;;;69.01;125.29
Q24;2013;850000241;850000084;2000;;;35.14;;35.14;7.57;132.67;10.78;127.92;1.73;3.26;16.75;5.05;305.73;;3.37;3.37;32.44;13.15;389.83
Q24;2013;850000241;850000084;2100;;;34.99;;34.99;6.57;123.48;10.78;114.28;1.73;3.22;16.75;5.05;281.86;;2.58;2.58;32.44;13.15;365.02
Q24;2013;850000241;850000084;2400;;;0.15;;0.15;1;9.19;;13.64;;0.04;;;23.87;;0.79;0.79;;;24.81
Q24;2013;850000241;850000084;9999;2.15;1;74.49;;77.64;8.7;134.29;11.28;129.42;10.76;3.26;16.75;5.05;319.51;;3.37;3.37;32.44;82.16;515.12
Q24;2013;850000258;850000092;1000;10.15;1;54.65;;65.8;5.97;17.28;;21.11;4.34;0.27;;0.6;49.57;5.4;0.36;5.76;0.01;117.27;238.41
Q24;2013;850000258;850000092;2000;;;37.54;;37.54;33.65;388.55;;79.62;102.24;31;0.15;31.21;666.42;28.91;6.03;34.94;4.9;;743.8
Q24;2013;850000258;850000092;2200;;;37.49;;37.49;33.65;387.99;;79.62;102.24;30.95;;31.13;665.58;28.91;6.03;34.94;4.9;;742.91
Q24;2013;850000258;850000092;2300;;;0.05;;0.05;;0.56;;;;0.05;0.15;0.08;0.84;;;;;;0.89
Q24;2013;850000258;850000092;9999;10.15;1;92.19;;103.34;39.62;405.83;;100.73;106.58;31.27;0.15;31.81;715.99;34.31;6.39;40.7;4.91;117.27;982.21
Q24;2013;850000357;440041895;2000;1;;12.64;;13.64;0.8;17.5;;24.58;12.91;0.7;;17.41;73.9;;0.8;0.8;1.25;8.12;97.71
Q24;2013;850000357;440041895;2400;1;;12.64;;13.64;0.8;17.5;;24.58;12.91;0.7;;17.41;73.9;;0.8;0.8;1.25;8.12;97.71
Q24;2013;850000357;440041895;9999;1;;12.64;;13.64;0.8;17.5;;24.58;12.91;0.7;;17.41;73.9;;0.8;0.8;1.25;8.12;97.71
Q24;2013;850000399;750005068;2000;1;;13.75;;14.75;4;21.35;;31.5;15.9;0.7;;8.88;82.33;;0.5;0.5;0.96;11;109.54
Q24;2013;850000399;750005068;2400;1;;13.75;;14.75;4;21.35;;31.5;15.9;0.7;;8.88;82.33;;0.5;0.5;0.96;11;109.54
Q24;2013;850000399;750005068;9999;1;;13.75;;14.75;4;21.35;;31.5;15.9;0.7;;8.88;82.33;;0.5;0.5;0.96;11;109.54
Q24;2013;850000647;850011453;1000;1;;12.49;;13.49;0.35;;;;;;;0.25;0.6;;;;;26.3;40.39
Q24;2013;850000647;850011453;2000;;;2.54;;2.54;2.7;26.8;;40;18.45;1.6;;6.5;96.05;;0.8;0.8;1.32;;100.71
Q24;2013;850000647;850011453;2100;;;1.27;;1.27;0.5;6;;4;;0.3;;1.25;12.05;;0.6;0.6;0.66;;14.58
Q24;2013;850000647;850011453;2400;;;1.27;;1.27;1.5;14;;16;8;0.65;;4;44.15;;0.2;0.2;0.66;;46.28
Q24;2013;850000647;850011453;2500;;;;;;0.7;6.8;;20;10.45;0.65;;1.25;39.85;;;;;;39.85
Q24;2013;850000647;850011453;9999;1;;15.03;;16.03;3.05;26.8;;40;18.45;1.6;;6.75;96.65;;0.8;0.8;1.32;26.3;141.1
Q24;2013;850001116;850020280;1000;0.24;;1.72;;1.96;;;;;;;;;;;;;;7.17;9.13
Q24;2013;850001116;850020280;2000;;;;;;0.47;8.7;;8.85;7.75;;;0.26;26.03;0.24;;0.24;0.45;;26.72
Q24;2013;850001116;850020280;2500;;;;;;0.47;8.7;;8.85;7.75;;;0.26;26.03;0.24;;0.24;0.45;;26.72
Q24;2013;850001116;850020280;9999;0.24;;1.72;;1.96;0.47;8.7;;8.85;7.75;;;0.26;26.03;0.24;;0.24;0.45;7.17;35.85
Q24;2013;850002130;850007048;2000;0.7;;3.95;0.28;4.93;0.4;3.72;;2.78;1.8;1.25;;;9.95;0.84;0.29;1.13;;;16.01
Q24;2013;850002130;850007048;2400;0.7;;3.95;0.28;4.93;0.4;3.72;;2.78;1.8;1.25;;;9.95;0.84;0.29;1.13;;;16.01
Q24;2013;850002130;850007048;9999;0.7;;3.95;0.28;4.93;0.4;3.72;;2.78;1.8;1.25;;;9.95;0.84;0.29;1.13;;;16.01
Q24;2013;850002395;850005042;2000;;0.1;1.21;;1.31;0.5;8;;7;;0.2;;0.11;15.81;;0.25;0.25;0.1;;17.47
Q24;2013;850002395;850005042;2400;;0.1;1.21;;1.31;0.5;8;;7;;0.2;;0.11;15.81;;0.25;0.25;0.1;;17.47
Q24;2013;850002395;850005042;9999;;0.1;1.21;;1.31;0.5;8;;7;;0.2;;0.11;15.81;;0.25;0.25;0.1;;17.47
Q24;2013;850002403;750721334;2000;1.8;;10.94;;12.74;1.8;24.4;;28.25;23.04;0.64;;21.72;99.85;1;0.6;1.6;0.99;8.4;123.58
Q24;2013;850002403;750721334;2400;1.8;;10.94;;12.74;1.8;24.4;;28.25;23.04;0.64;;21.72;99.85;1;0.6;1.6;0.99;8.4;123.58
Q24;2013;850002403;750721334;9999;1.8;;10.94;;12.74;1.8;24.4;;28.25;23.04;0.64;;21.72;99.85;1;0.6;1.6;0.99;8.4;123.58
Q24;2013;850003377;850009010;2000;;;;;;0.43;6.86;;16.5;8.49;0.1;;0.58;32.96;;0.05;0.05;0.35;;33.36
Q24;2013;850003377;850009010;2500;;;;;;0.43;6.86;;16.5;8.49;0.1;;0.58;32.96;;0.05;0.05;0.35;;33.36
Q24;2013;850003377;850009010;9999;;;;;;0.43;6.86;;16.5;8.49;0.1;;0.58;32.96;;0.05;0.05;0.35;;33.36
Q24;2013;850005224;850007048;2000;0.9;;1.75;0.42;3.07;0.15;6.95;;4.72;2;1.25;;;15.07;1.66;0.21;1.87;;;20.01
Q24;2013;850005224;850007048;2400;0.9;;1.75;0.42;3.07;0.15;6.95;;4.72;2;1.25;;;15.07;1.66;0.21;1.87;;;20.01
Q24;2013;850005224;850007048;9999;0.9;;1.75;0.42;3.07;0.15;6.95;;4.72;2;1.25;;;15.07;1.66;0.21;1.87;;;20.01
Q24;2013;850006008;850005968;2000;1;;5.27;;6.27;1;11.35;;;;0.57;;;12.92;;1;1;0.6;;20.79
Q24;2013;850006008;850005968;2300;1;;5.27;;6.27;1;11.35;;;;0.57;;;12.92;;1;1;0.6;;20.79
Q24;2013;850006008;850005968;9999;1;;5.27;;6.27;1;11.35;;;;0.57;;;12.92;;1;1;0.6;;20.79
Q24;2013;850009333;440002590;2000;;;1;;1;0.14;12.88;;;;;;;13.02;;;;;;14.02
Q24;2013;850009333;440002590;2100;;;1;;1;0.14;12.88;;;;;;;13.02;;;;;;14.02
Q24;2013;850009333;440002590;9999;;;1;;1;0.14;12.88;;;;;;;13.02;;;;;;14.02
Q24;2013;850009630;850000035;1000;3;1;37.66;;41.66;1.75;6.9;;13.56;8.02;;;3.15;33.38;;;;1;63.95;139.99
Q24;2013;850009630;850000035;2000;;;11.41;;11.41;3;74.28;9.5;93.88;6.65;4.17;16.02;2.9;210.4;1.7;1;2.7;17.89;4.38;246.78
Q24;2013;850009630;850000035;2100;;;11.41;;11.41;3;74.28;9.5;93.88;6.65;4.17;16.02;2.9;210.4;1.7;1;2.7;17.89;4.38;246.78
Q24;2013;850009630;850000035;9999;3;1;49.07;;53.07;4.75;81.18;9.5;107.44;14.67;4.17;16.02;6.05;243.78;1.7;1;2.7;18.89;68.33;386.77
Q24;2013;850009762;440002590;2000;;;;;;0.14;0.5;;;;;;;0.64;;;;;;0.64
Q24;2013;850009762;440002590;2100;;;;;;0.14;0.5;;;;;;;0.64;;;;;;0.64
Q24;2013;850009762;440002590;9999;;;;;;0.14;0.5;;;;;;;0.64;;;;;;0.64
Q24;2013;850011271;440002590;2000;;;;;;0.14;6.05;;;;;;;6.19;;;;;;6.19
Q24;2013;850011271;440002590;2100;;;;;;0.14;6.05;;;;;;;6.19;;;;;;6.19
Q24;2013;850011271;440002590;9999;;;;;;0.14;6.05;;;;;;;6.19;;;;;;6.19
Q24;2013;850013103;;2000;4;;4.98;;8.98;;8.7;;;;0.8;;;9.5;25.37;;25.37;;7.65;51.5
Q24;2013;850013103;;2200;4;;4.98;;8.98;;8.7;;;;0.8;;;9.5;25.37;;25.37;;7.65;51.5
Q24;2013;850013103;;9999;4;;4.98;;8.98;;8.7;;;;0.8;;;9.5;25.37;;25.37;;7.65;51.5
Q24;2013;850017310;850009010;1000;;;1.28;;1.28;;;;;;;;;;;;;;0.53;1.81
Q24;2013;850017310;850009010;2000;;;;;;0.75;4.69;;7.17;3.95;;;0.16;16.72;;;;0.26;;16.98
Q24;2013;850017310;850009010;2400;;;;;;0.75;4.69;;7.17;3.95;;;0.16;16.72;;;;0.26;;16.98
Q24;2013;850017310;850009010;9999;;;1.28;;1.28;0.75;4.69;;7.17;3.95;;;0.16;16.72;;;;0.26;0.53;18.79
Q24;2013;850021049;850000084;1000;0.34;;2.38;;2.72;;;;;;;;;;;;;;;2.72
Q24;2013;850021049;850000084;2000;;;;;;0.62;9.04;;32.68;4.85;0.14;;1.12;48.45;0.29;0.12;0.41;;12.76;61.62
Q24;2013;850021049;850000084;2500;;;;;;0.62;9.04;;32.68;4.85;0.14;;1.12;48.45;0.29;0.12;0.41;;12.76;61.62
Q24;2013;850021049;850000084;9999;0.34;;2.38;;2.72;0.62;9.04;;32.68;4.85;0.14;;1.12;48.45;0.29;0.12;0.41;;12.76;64.34
Q24;2013;850021866;850000092;1000;;;;;;;0.06;;0.37;;;;;0.43;;0.01;0.01;;;0.44
Q24;2013;850021866;850000092;2000;;;0.08;;0.08;1.2;5.81;;11.99;4;;;0.1;23.1;0.5;0.5;1;;;24.18
Q24;2013;850021866;850000092;2500;;;0.08;;0.08;1.2;5.81;;11.99;4;;;0.1;23.1;0.5;0.5;1;;;24.18
Q24;2013;850021866;850000092;9999;;;0.08;;0.08;1.2;5.87;;12.36;4;;;0.1;23.53;0.5;0.51;1.01;;;24.62
Q24;2013;850022013;850000100;2000;1;;5;;6;1;6.7;;12.55;7.55;;;;27.8;;;;;3;36.8
Q24;2013;850022013;850000100;2400;;;0.5;;0.5;0.5;3.1;;7;1.8;;;;12.4;;;;;;12.9
Q24;2013;850022013;850000100;2500;1;;4.5;;5.5;0.5;3.6;;5.55;5.75;;;;15.4;;;;;3;23.9
Q24;2013;850022013;850000100;9999;1;;5;;6;1;6.7;;12.55;7.55;;;;27.8;;;;;3;36.8
Q24;2013;850022047;440002590;2000;;;;;;0.14;0.2;;;;;;;0.34;;;;;;0.34
Q24;2013;850022047;440002590;2100;;;;;;0.14;0.2;;;;;;;0.34;;;;;;0.34
Q24;2013;850022047;440002590;9999;;;;;;0.14;0.2;;;;;;;0.34;;;;;;0.34
Q24;2013;850023151;440002590;2000;;;;;;0.14;2.6;;;;;;;2.74;;;;;;2.74
Q24;2013;850023151;440002590;2100;;;;;;0.14;2.6;;;;;;;2.74;;;;;;2.74
Q24;2013;850023151;440002590;9999;;;;;;0.14;2.6;;;;;;;2.74;;;;;;2.74
Q24;2013;850025156;440002590;2000;;;1.8;;1.8;1;13.26;;6.2;;;;;20.46;;;;;;22.26
Q24;2013;850025156;440002590;2100;;;1.8;;1.8;1;13.26;;6.2;;;;;20.46;;;;;;22.26
Q24;2013;850025156;440002590;9999;;;1.8;;1.8;1;13.26;;6.2;;;;;20.46;;;;;;22.26
Q24;2013;860000017;860780048;1000;4.99;1;73.08;;79.07;10.49;16.12;;18.94;9.96;0.9;;0.55;56.96;2.1;1.3;3.4;;73.92;213.35
Q24;2013;860000017;860780048;2000;;;52.68;;52.68;45.65;393.36;;138.26;130.76;41.68;;19.52;769.23;17.8;13.56;31.36;7.47;13.09;873.83
Q24;2013;860000017;860780048;2200;;;52.68;;52.68;45.65;393.36;;138.26;130.76;41.68;;19.52;769.23;17.8;13.56;31.36;7.47;13.09;873.83
Q24;2013;860000017;860780048;9999;4.99;1;125.76;;131.75;56.14;409.48;;157.2;140.72;42.58;;20.07;826.19;19.9;14.86;34.76;7.47;87.01;1087.18
Q24;2013;860000025;860780063;1000;4;1;56.42;;61.42;5.08;5.76;1.73;23.64;51.76;0.1;0.15;2.27;90.49;;1;1;0.17;107.31;260.39
Q24;2013;860000025;860780063;2000;;;44.17;;44.17;10.87;181.41;25.2;182.29;20.13;5.01;25.2;5.99;456.1;;0.75;0.75;44.88;4.93;550.83
Q24;2013;860000025;860780063;2100;;;40.67;;40.67;9.2;150.47;25.2;144.08;20.13;3.12;25.2;5.99;383.39;;0.38;0.38;44.88;4.93;474.25
