BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPAS;ETP;GAR;AST
BLOCS_P;2013;320000086;320780117;NAUT;4;1;3.64;0;
BLOCS_P;2013;320000086;320780117;N9999;45;7;48.79;;
BLOCS_P;2013;320780067;320000052;M1030;3;;3;0;1
BLOCS_P;2013;320780067;320000052;M200H;15;13;20;0;1
BLOCS_P;2013;320780067;320000052;N2200;9;2;11;0;1
BLOCS_P;2013;320780067;320000052;N2310;1;;1;0;
BLOCS_P;2013;320780067;320000052;N2510;2;2;3;0;
BLOCS_P;2013;320780067;320000052;N4160;1;;1;0;
BLOCS_P;2013;320780067;320000052;N9999;12;4;15;;
BLOCS_P;2013;320784333;320000565;M100H;1;;0.05;0;0
BLOCS_P;2013;320784333;320000565;N4160;1;;0.18;0;0
BLOCS_P;2013;330000332;330780545;M100H;2;8;0.6;0;0
BLOCS_P;2013;330000332;330780545;M1030;1;;1;0;0
BLOCS_P;2013;330000332;330780545;M200H;;2;0.1;0;0
BLOCS_P;2013;330000332;330780545;N2200;3;1;3.3;0;0
BLOCS_P;2013;330000332;330780545;N2320;;1;0.5;0;0
BLOCS_P;2013;330000332;330780545;N2510;1;;1;0;0
BLOCS_P;2013;330000332;330780545;N4160;1;;0.2;0;0
BLOCS_P;2013;330000332;330780545;NAUT;1;;0.8;0;
BLOCS_P;2013;330000332;330780545;N9999;5;2;5.6;;
BLOCS_P;2013;330000340;330780552;M100H;4;1;4.2;;
BLOCS_P;2013;330000340;330780552;M1030;17;3;17.74;1;
BLOCS_P;2013;330000340;330780552;M200H;14;7;15.7;;
BLOCS_P;2013;330000340;330780552;N2200;31;5;35.34;;
BLOCS_P;2013;330000340;330780552;N2310;11;1;11.8;;
BLOCS_P;2013;330000340;330780552;N2320;10;4;13.27;;
BLOCS_P;2013;330000340;330780552;N2510;9;1;9.8;;
BLOCS_P;2013;330000340;330780552;N4160;1;;1;;
BLOCS_P;2013;330000340;330780552;N9999;61;11;70.21;;
BLOCS_P;2013;330000555;330781204;M1030;3;3;4.96;;1
BLOCS_P;2013;330000555;330781204;M200H;7;;6.16;;1
BLOCS_P;2013;330000555;330781204;N2200;12;;9.3;;1
BLOCS_P;2013;330000555;330781204;N2310;6;;6.97;;1
BLOCS_P;2013;330000555;330781204;N2320;5;1;6.1;;1
BLOCS_P;2013;330000555;330781204;N2510;3;;2.8;;
BLOCS_P;2013;330000555;330781204;NAUT;2;;1.8;;
BLOCS_P;2013;330000555;330781204;N9999;28;1;26.97;;
BLOCS_P;2013;330000571;330781220;M100H;;;;0;1
BLOCS_P;2013;330000571;330781220;M1030;;4;4;0;1
BLOCS_P;2013;330000571;330781220;M200H;10;3;5.84;0;1
BLOCS_P;2013;330000571;330781220;N2200;12;;10.66;0;1
BLOCS_P;2013;330000571;330781220;N2310;10;;9.1;0;1
BLOCS_P;2013;330000571;330781220;N2320;2;;2;0;1
BLOCS_P;2013;330000571;330781220;N2510;2;;0.8;0;0
BLOCS_P;2013;330000571;330781220;NAUT;1;1;1.2;0;0
BLOCS_P;2013;330000571;330781220;N9999;27;1;23.76;;
BLOCS_P;2013;330000589;330027509;M1030;4;0;2.13;;
BLOCS_P;2013;330000589;330027509;M200H;3;1;1.86;;
BLOCS_P;2013;330000589;330027509;N2200;6;1;5.69;;
BLOCS_P;2013;330000589;330027509;N2310;6;2;7.6;;
BLOCS_P;2013;330000589;330027509;N2320;6;1;6.09;;
BLOCS_P;2013;330000589;330027509;N2510;5;0;4.62;;
BLOCS_P;2013;330000589;330027509;N9999;23;4;24;;
BLOCS_P;2013;330000605;330781253;M100H;3;0;0.52;0;1
BLOCS_P;2013;330000605;330781253;M1030;14;0;11.77;1;0
BLOCS_P;2013;330000605;330781253;M200H;21;2;7.76;0;1
BLOCS_P;2013;330000605;330781253;N2200;13;10;20.58;;
BLOCS_P;2013;330000605;330781253;N2310;13;11;22.41;;
BLOCS_P;2013;330000605;330781253;N2320;11;5;14.19;;
BLOCS_P;2013;330000605;330781253;N2510;11;5;12.47;;
BLOCS_P;2013;330000605;330781253;N4130;;2;1;;
BLOCS_P;2013;330000605;330781253;N4160;2;;1.47;;
BLOCS_P;2013;330000605;330781253;NAUT;19;;17.39;;
BLOCS_P;2013;330000605;330781253;N9999;67;33;88.04;;
BLOCS_P;2013;330000613;330781261;M100H;1;;0.1;0;0
BLOCS_P;2013;330000613;330781261;N2200;1;;0.1;0;0
BLOCS_P;2013;330000613;330781261;N9999;1;;0.1;;
BLOCS_P;2013;330000647;330781295;M100H;;1;0.1;0;0
BLOCS_P;2013;330000647;330781295;M1030;;5;0.15;0;0
BLOCS_P;2013;330000647;330781295;N2200;;10;;0;0
BLOCS_P;2013;330000647;330781295;N2510;;6;;0;0
BLOCS_P;2013;330000647;330781295;N4160;;1;0.2;0;0
BLOCS_P;2013;330000647;330781295;N9999;;16;;;
BLOCS_P;2013;330000662;330781329;M100H;1;2;1.6;0;1
BLOCS_P;2013;330000662;330781329;M1030;5;3;7.05;0;1
BLOCS_P;2013;330000662;330781329;M200H;4;9;6.36;0;1
BLOCS_P;2013;330000662;330781329;N2200;11;1;10.27;0;0
BLOCS_P;2013;330000662;330781329;N2310;13;3;13.43;0;0
BLOCS_P;2013;330000662;330781329;N2320;6;2;5.52;0;1
BLOCS_P;2013;330000662;330781329;N2510;1;;1;0;0
BLOCS_P;2013;330000662;330781329;N4130;1;;0.99;0;0
BLOCS_P;2013;330000662;330781329;N4160;3;;2;0;0
BLOCS_P;2013;330000662;330781329;NAUT;14;;13.41;0;0
BLOCS_P;2013;330000662;330781329;N9999;46;6;44.62;;
BLOCS_P;2013;330780040;330000027;M200H;27;;27;;
BLOCS_P;2013;330780073;330055930;M1030;2;;1;0;1
BLOCS_P;2013;330780073;330055930;M200H;;7;1.5;;1
BLOCS_P;2013;330780073;330055930;N2200;3;2;2.98;;1
BLOCS_P;2013;330780073;330055930;N2310;1;;0.7;;
BLOCS_P;2013;330780073;330055930;N2510;;1;0.33;;0
BLOCS_P;2013;330780073;330055930;N4160;;1;0.4;;0
BLOCS_P;2013;330780073;330055930;NAUT;1;1;0.49;;0
BLOCS_P;2013;330780073;330055930;N9999;5;4;4.5;;
BLOCS_P;2013;330780081;330000043;M100H;8;32;18;0;1
BLOCS_P;2013;330780081;330000043;M1030;6;7;10;0;1
BLOCS_P;2013;330780081;330000043;M200H;8;8;12;0;1
BLOCS_P;2013;330780081;330000043;N2200;26;4;29.47;0;1
BLOCS_P;2013;330780081;330000043;N2310;1;;1;0;0
BLOCS_P;2013;330780081;330000043;N2510;2;1;2.5;0;0
BLOCS_P;2013;330780081;330000043;N4130;2;;2;0;1
BLOCS_P;2013;330780081;330000043;N4160;;3;1.5;0;1
BLOCS_P;2013;330780081;330000043;NAUT;2;;2;0;1
BLOCS_P;2013;330780081;330000043;N9999;33;5;36.97;;
BLOCS_P;2013;330780115;330000076;M100H;;12;6;0;1
BLOCS_P;2013;330780115;330000076;M1030;8;;8;0;1
BLOCS_P;2013;330780115;330000076;M200H;10;38;29;0;1
BLOCS_P;2013;330780115;330000076;N2200;20;2;19.3;0;1
BLOCS_P;2013;330780115;330000076;N2310;4;3;5.5;0;1
BLOCS_P;2013;330780115;330000076;N2320;1;;1;0;1
BLOCS_P;2013;330780115;330000076;N2510;;;;0;1
BLOCS_P;2013;330780115;330000076;N4130;1;;1;0;1
BLOCS_P;2013;330780115;330000076;N4160;1;;1;0;1
BLOCS_P;2013;330780115;330000076;NAUT;6;;6;0;1
BLOCS_P;2013;330780115;330000076;N9999;32;5;32.8;;
BLOCS_P;2013;330780123;330000084;M1030;5;;5;0;0
BLOCS_P;2013;330780123;330000084;M200H;45;;45;0;0
BLOCS_P;2013;330780123;330000084;N2200;12;;11.3;0;0
BLOCS_P;2013;330780123;330000084;N2310;3;;3;0;0
BLOCS_P;2013;330780123;330000084;N4160;1;;1;0;
BLOCS_P;2013;330780123;330000084;NAUT;17;;16.9;0;0
BLOCS_P;2013;330780123;330000084;N9999;32;;31.2;;
BLOCS_P;2013;330780149;330000282;M200H;26;;26;;
BLOCS_P;2013;330780206;330000126;M100H;;14;2.8;0;1
BLOCS_P;2013;330780206;330000126;M1030;3;;3;0;1
BLOCS_P;2013;330780206;330000126;M200H;8;15;14;0;1
BLOCS_P;2013;330780206;330000126;N2200;13;;11.66;0;1
BLOCS_P;2013;330780206;330000126;N2310;2;;2;0;0
BLOCS_P;2013;330780206;330000126;N2510;7;;6.14;0;0
BLOCS_P;2013;330780206;330000126;NAUT;7;;6.29;0;0
BLOCS_P;2013;330780206;330000126;N9999;29;;26.09;;
BLOCS_P;2013;330780255;330010059;M1030;5;;5;0;1
BLOCS_P;2013;330780255;330010059;N2200;19;;10.32;0;1
BLOCS_P;2013;330780255;330010059;N2310;3;;3;0;0
BLOCS_P;2013;330780255;330010059;N2320;1;;1;0;1
BLOCS_P;2013;330780255;330010059;N2510;8;;4.61;0;0
BLOCS_P;2013;330780255;330010059;N4160;1;;1;0;1
BLOCS_P;2013;330780255;330010059;NAUT;10;;4.91;0;0
BLOCS_P;2013;330780255;330010059;N9999;41;;23.84;;
BLOCS_P;2013;330780263;330000134;M100H;;10;2;0;1
BLOCS_P;2013;330780263;330000134;M1030;;11;5.5;1;0
BLOCS_P;2013;330780263;330000134;M200H;;31;6.2;1;0
BLOCS_P;2013;330780263;330000134;N2200;20;3;21.31;0;1
BLOCS_P;2013;330780263;330000134;N2510;3;2;4;0;0
BLOCS_P;2013;330780263;330000134;N4160;1;1;1.93;0;0
BLOCS_P;2013;330780263;330000134;NAUT;7;2;7.38;0;0
BLOCS_P;2013;330780263;330000134;N9999;30;7;32.69;;
BLOCS_P;2013;330780271;330021429;M1030;4;3;6;0;1
BLOCS_P;2013;330780271;330021429;M200H;;15;4.2;0;1
BLOCS_P;2013;330780271;330021429;N2200;12;3;14.3;0;1
BLOCS_P;2013;330780271;330021429;N2310;3;;3;0;0
BLOCS_P;2013;330780271;330021429;N2510;2;;1.25;0;0
BLOCS_P;2013;330780271;330021429;N4160;1;;1;0;0
BLOCS_P;2013;330780271;330021429;NAUT;1;;1;0;0
BLOCS_P;2013;330780271;330021429;N9999;18;3;19.55;;
BLOCS_P;2013;330780297;330000175;M1030;;2;0.22;;
BLOCS_P;2013;330780297;330000175;N2200;;2;1;;
BLOCS_P;2013;330780297;330000175;N2510;;1;0.34;;
BLOCS_P;2013;330780297;330000175;N9999;;3;1.34;;
BLOCS_P;2013;330780313;330000191;M1030;;4;0.8;0;0
BLOCS_P;2013;330780313;330000191;N2200;;18;0.69;0;0
BLOCS_P;2013;330780313;330000191;N2510;;2;0.78;0;0
BLOCS_P;2013;330780313;330000191;N4160;0;1;0.1;0;0
BLOCS_P;2013;330780313;330000191;N9999;;20;1.47;;
BLOCS_P;2013;330780354;330000225;M100H;5;9;7;0;1
BLOCS_P;2013;330780354;330000225;M1030;1;13;2;0;1
BLOCS_P;2013;330780354;330000225;N2200;6;;6;0;1
BLOCS_P;2013;330780354;330000225;N2510;2;;2;0;0
BLOCS_P;2013;330780354;330000225;N4130;1;;1;0;1
BLOCS_P;2013;330780354;330000225;N4160;1;;1;0;0
BLOCS_P;2013;330780354;330000225;NAUT;1;;1;0;0
BLOCS_P;2013;330780354;330000225;N9999;10;;10;;
BLOCS_P;2013;330780479;330000274;M1030;14;;;1;
BLOCS_P;2013;330780479;330000274;M200H;37;;;;
BLOCS_P;2013;330780479;330000274;N2200;25;5;28.8;1;1
BLOCS_P;2013;330780479;330000274;N2510;12;1;12.7;;
BLOCS_P;2013;330780479;330000274;N4160;2;1;2.32;;
BLOCS_P;2013;330780479;330000274;N9999;37;6;41.5;;
BLOCS_P;2013;330780487;330000282;M1030;3;;3;0;1
BLOCS_P;2013;330780487;330000282;M200H;;19;3.8;0;1
BLOCS_P;2013;330780487;330000282;N2200;7;;6;0;1
BLOCS_P;2013;330780487;330000282;N2510;3;1;3.72;0;
BLOCS_P;2013;330780487;330000282;N4160;1;;1;0;1
BLOCS_P;2013;330780487;330000282;NAUT;4;;2.5;0;
BLOCS_P;2013;330780487;330000282;N9999;14;1;12.22;;
BLOCS_P;2013;330780495;330796392;M1030;3;;3;0;1
BLOCS_P;2013;330780495;330796392;M200H;4;9;5.62;0;1
BLOCS_P;2013;330780495;330796392;N2200;6;0;5.35;0;1
BLOCS_P;2013;330780495;330796392;N2310;5;0;5;0;1
BLOCS_P;2013;330780495;330796392;N2320;2;0;2;0;1
BLOCS_P;2013;330780495;330796392;N2510;3;0;3.06;0;0
BLOCS_P;2013;330780495;330796392;NAUT;1;1;1.97;0;0
BLOCS_P;2013;330780495;330796392;N9999;17;1;17.38;;
BLOCS_P;2013;330780503;330000308;M1030;15;;;1;0
BLOCS_P;2013;330780503;330000308;M200H;13;53;;0;1
BLOCS_P;2013;330780503;330000308;N2200;32;14;41.81;;
BLOCS_P;2013;330780503;330000308;N2510;7;;7;;
BLOCS_P;2013;330780503;330000308;N4160;2;;2;;
BLOCS_P;2013;330780503;330000308;N9999;39;14;48.81;;
BLOCS_P;2013;330780511;330000316;M100H;;4;1;0;1
BLOCS_P;2013;330780511;330000316;M1030;;4;4;0;1
BLOCS_P;2013;330780511;330000316;M200H;11;2;11.3;0;1
BLOCS_P;2013;330780511;330000316;N2200;6;3;8.15;0;1
BLOCS_P;2013;330780511;330000316;N2310;;1;0.13;0;1
BLOCS_P;2013;330780511;330000316;N2320;;;;0;1
BLOCS_P;2013;330780511;330000316;N2510;5;;4.77;0;1
BLOCS_P;2013;330780511;330000316;N4130;;;;0;1
BLOCS_P;2013;330780511;330000316;N4160;;1;0.8;0;1
BLOCS_P;2013;330780511;330000316;NAUT;3;1;3.24;0;1
BLOCS_P;2013;330780511;330000316;N9999;14;5;16.29;;
BLOCS_P;2013;330780529;330796392;M100H;0;6;1.87;0;1
BLOCS_P;2013;330780529;330796392;M1030;9;5;9.3;0;1
BLOCS_P;2013;330780529;330796392;M200H;6;19;11.55;0;1
BLOCS_P;2013;330780529;330796392;N2200;16;4;14.9;0;0
BLOCS_P;2013;330780529;330796392;N2310;8;2;8.54;0;0
BLOCS_P;2013;330780529;330796392;N2320;9;1;9.01;0;1
BLOCS_P;2013;330780529;330796392;N2510;11;2;11.93;0;0
BLOCS_P;2013;330780529;330796392;N4130;1;0;0.17;0;0
BLOCS_P;2013;330780529;330796392;N4160;1;0;0.5;0;0
BLOCS_P;2013;330780529;330796392;NAUT;8;9;7.19;0;0
BLOCS_P;2013;330780529;330796392;N9999;53;18;51.74;;
BLOCS_P;2013;330780537;330000324;N2200;8;3;10.1;;1
BLOCS_P;2013;330780537;330000324;N2310;2;;2.02;;1
BLOCS_P;2013;330780537;330000324;N4160;;1;0.6;;
BLOCS_P;2013;330780537;330000324;NAUT;4;2;5.48;;
BLOCS_P;2013;330780537;330000324;N9999;14;5;17.6;;
BLOCS_P;2013;330780560;330781386;M100H;3;;3;0;0
BLOCS_P;2013;330781303;750821092;M100H;3;0;3;0;0
BLOCS_P;2013;330781303;750821092;M1030;7;0;5.03;0;1
BLOCS_P;2013;330781303;750821092;M200H;20;2;20.42;1;0
BLOCS_P;2013;330781303;750821092;N2200;3;0;2.53;0;0
BLOCS_P;2013;330781303;750821092;N2310;;;;0;1
BLOCS_P;2013;330781303;750821092;N2320;12;0;9.69;0;1
BLOCS_P;2013;330781303;750821092;N4160;1;0;1;0;0
BLOCS_P;2013;330781303;750821092;NAUT;8;0;8.92;0;0
BLOCS_P;2013;330781303;750821092;N9999;23;0;21.14;;
BLOCS_P;2013;330781352;330781196;M1030;5;3;7.4;1;1
BLOCS_P;2013;330781352;330781196;N2200;1;1;1.75;;
BLOCS_P;2013;330781352;330781196;N2310;13;4;15.35;;
BLOCS_P;2013;330781352;330781196;N2510;7;;6.21;;
BLOCS_P;2013;330781352;330781196;NAUT;;1;0.64;;
BLOCS_P;2013;330781352;330781196;N9999;21;6;23.95;;
BLOCS_P;2013;330781360;330781196;M100H;1;;0.9;;
BLOCS_P;2013;330781360;330781196;M1030;79;12;85.2;1;
BLOCS_P;2013;330781360;330781196;M200H;56;23;48.7;1;
BLOCS_P;2013;330781360;330781196;N2200;17;8;24.37;;
BLOCS_P;2013;330781360;330781196;N2310;119;29;144.12;;
BLOCS_P;2013;330781360;330781196;N2320;1;;0.5;;
BLOCS_P;2013;330781360;330781196;N2510;34;6;39.4;;
BLOCS_P;2013;330781360;330781196;NAUT;16;4;19.07;;
BLOCS_P;2013;330781360;330781196;N9999;187;47;227.46;;
BLOCS_P;2013;330781402;330000670;M1030;4;;4;0;0
BLOCS_P;2013;330781402;330000670;N2200;9;2;10.4;;1
BLOCS_P;2013;330781402;330000670;N2310;3;1;3.5;0;0
BLOCS_P;2013;330781402;330000670;N2510;3;1;3.5;;
BLOCS_P;2013;330781402;330000670;N4160;1;;1;0;0
BLOCS_P;2013;330781402;330000670;NAUT;8;;8;0;0
BLOCS_P;2013;330781402;330000670;N9999;23;4;25.4;;
BLOCS_P;2013;330782582;330000928;M100H;41;;41;;1
BLOCS_P;2013;330782582;330000928;M1030;10;;10;1;
BLOCS_P;2013;330782582;330000928;M200H;7;;7;1;0
BLOCS_P;2013;330782582;330000928;N2320;39;;39;;1
BLOCS_P;2013;330782582;330000928;N4160;1;;1;0;0
BLOCS_P;2013;330782582;330000928;N9999;39;;39;;
BLOCS_P;2013;330783648;330781196;M100H;3;9;6.3;;
BLOCS_P;2013;330783648;330781196;M1030;32;5;35;1;1
BLOCS_P;2013;330783648;330781196;M200H;18;9;17.6;1;1
BLOCS_P;2013;330783648;330781196;N2200;2;1;2.8;;
BLOCS_P;2013;330783648;330781196;N2310;38;4;39.81;;
BLOCS_P;2013;330783648;330781196;N2510;3;;3;;
BLOCS_P;2013;330783648;330781196;NAUT;5;1;5.22;;
BLOCS_P;2013;330783648;330781196;N9999;48;6;50.83;;
BLOCS_P;2013;340000033;340780055;M100H;11;8;2.27;0;1
BLOCS_P;2013;340000033;340780055;M1030;12;1;11.66;1;
BLOCS_P;2013;340000033;340780055;M200H;20;6;8.48;0;1
BLOCS_P;2013;340000033;340780055;N2200;21;2;22.75;0;
BLOCS_P;2013;340000033;340780055;N2310;17;3;18.8;0;1
BLOCS_P;2013;340000033;340780055;N2320;14;5;16.13;0;1
BLOCS_P;2013;340000033;340780055;N2510;17;4;19.01;0;1
BLOCS_P;2013;340000033;340780055;N4160;1;;1;;
BLOCS_P;2013;340000033;340780055;NAUT;6;5;8.34;0;
BLOCS_P;2013;340000033;340780055;N9999;75;19;85.03;;
BLOCS_P;2013;340000207;340780493;M100H;3;2;1.32;0;0
BLOCS_P;2013;340000207;340780493;M1030;8;0;6.92;0;1
BLOCS_P;2013;340000207;340780493;M200H;7;6;3.53;0;1
BLOCS_P;2013;340000207;340780493;N2200;11;7;13.15;0;0
BLOCS_P;2013;340000207;340780493;N2310;13;2;13.05;0;0
BLOCS_P;2013;340000207;340780493;N2320;6;1;6.59;0;0
BLOCS_P;2013;340000207;340780493;N2510;5;0;4.74;0;0
BLOCS_P;2013;340000207;340780493;N4160;0;0;0.88;0;0
BLOCS_P;2013;340000207;340780493;NAUT;19;2;16.52;0;0
BLOCS_P;2013;340000207;340780493;N9999;54;12;54.05;;
BLOCS_P;2013;340000223;340011295;M100H;5;2;0.77;0;1
BLOCS_P;2013;340000223;340011295;M1030;7;;4.55;0;1
BLOCS_P;2013;340000223;340011295;M200H;9;1;2.97;0;1
BLOCS_P;2013;340000223;340011295;N2200;7;1;7.48;0;1
BLOCS_P;2013;340000223;340011295;N2310;9;2;11.41;0;1
BLOCS_P;2013;340000223;340011295;N2320;6;1;7.19;0;1
BLOCS_P;2013;340000223;340011295;N2510;8;3;10.64;0;0
BLOCS_P;2013;340000223;340011295;NAUT;1;;1.08;0;0
BLOCS_P;2013;340000223;340011295;N9999;31;7;37.8;;
BLOCS_P;2013;340009885;340009877;M100H;1;34;15;0;1
BLOCS_P;2013;340009885;340009877;M1030;;6;5;1;1
BLOCS_P;2013;340009885;340009877;M200H;;22;10;0;1
BLOCS_P;2013;340009885;340009877;N2200;23;;23;;
BLOCS_P;2013;340009885;340009877;N9999;23;;23;;
BLOCS_P;2013;340015502;340000512;M1030;14;;14;1;
BLOCS_P;2013;340015502;340000512;M200H;16;;16;0;1
BLOCS_P;2013;340015965;340000074;M100H;42;3;43.5;;
BLOCS_P;2013;340015965;340000074;M1030;10;0;10;;
BLOCS_P;2013;340015965;340000074;M200H;13;0;13;;
BLOCS_P;2013;340015965;340000074;N2200;19;6;22.4;0;0
BLOCS_P;2013;340015965;340000074;N2310;3;1;3.5;0;0
BLOCS_P;2013;340015965;340000074;N2320;3;1;3.8;1;1
BLOCS_P;2013;340015965;340000074;N2510;4;4;7.3;;
BLOCS_P;2013;340015965;340000074;N4160;3;0;3;1;1
BLOCS_P;2013;340015965;340000074;NAUT;5;4;6.59;0;
BLOCS_P;2013;340015965;340000074;N9999;34;16;43.59;;
BLOCS_P;2013;340780139;340000090;M1030;4;;4;;1
BLOCS_P;2013;340780139;340000090;N4160;;1;0.5;;1
BLOCS_P;2013;340780147;340000108;M100H;;4;3;0;
BLOCS_P;2013;340780147;340000108;M1030;2;;2;0;
BLOCS_P;2013;340780147;340000108;M200H;;10;5;0;
BLOCS_P;2013;340780147;340000108;N2200;5;;5;0;1
BLOCS_P;2013;340780147;340000108;N2310;1;;1;0;0
BLOCS_P;2013;340780147;340000108;N4160;1;;1;0;1
BLOCS_P;2013;340780147;340000108;NAUT;3;;3;0;0
BLOCS_P;2013;340780147;340000108;N9999;9;;9;;
BLOCS_P;2013;340780154;340000116;M100H;;2;1.5;0;1
BLOCS_P;2013;340780154;340000116;M1030;2;1;1.2;0;1
BLOCS_P;2013;340780154;340000116;M200H;;16;10;0;1
BLOCS_P;2013;340780154;340000116;N2200;6;0;6;0;1
BLOCS_P;2013;340780154;340000116;N2310;1;1;1.4;0;0
BLOCS_P;2013;340780154;340000116;N2510;2;0;2;0;0
BLOCS_P;2013;340780154;340000116;N4160;;1;0.75;0;1
BLOCS_P;2013;340780154;340000116;NAUT;1;0;1;0;0
BLOCS_P;2013;340780154;340000116;N9999;10;1;10.4;;
BLOCS_P;2013;340780436;340011295;M100H;2;;0.12;0;0
BLOCS_P;2013;340780436;340011295;N2200;2;;0.36;0;0
BLOCS_P;2013;340780436;340011295;N2310;1;;0.2;0;0
BLOCS_P;2013;340780436;340011295;N2510;2;;0.35;0;0
BLOCS_P;2013;340780436;340011295;N9999;5;;0.91;;
BLOCS_P;2013;340780568;340000256;M100H;1;;0.01;;
BLOCS_P;2013;340780568;340000256;N2200;1;;0.03;;
BLOCS_P;2013;340780568;340000256;N9999;1;;0.03;;
BLOCS_P;2013;340780634;340000272;M1030;13;;13;;1
BLOCS_P;2013;340780634;340000272;M200H;19;39;27;;1
BLOCS_P;2013;340780634;340000272;N2200;22;7;26.1;0;1
BLOCS_P;2013;340780634;340000272;N2310;3;2;4.5;;
BLOCS_P;2013;340780634;340000272;N2510;0;2;1;0;0
BLOCS_P;2013;340780634;340000272;N4160;2;0;2;0;1
BLOCS_P;2013;340780634;340000272;NAUT;15;6;18.5;0;0
BLOCS_P;2013;340780634;340000272;N9999;40;17;50.1;;
BLOCS_P;2013;340780642;340785856;M100H;8;29;20.36;0;1
BLOCS_P;2013;340780642;340785856;M1030;8;;8;0;1
BLOCS_P;2013;340780642;340785856;M200H;16;11;21.15;0;1
BLOCS_P;2013;340780642;340785856;N2200;15;6;18.75;0;0
BLOCS_P;2013;340780642;340785856;N2310;10;2;11.1;0;1
BLOCS_P;2013;340780642;340785856;N2320;3;4;5.5;0;1
BLOCS_P;2013;340780642;340785856;N2510;6;;6;0;0
BLOCS_P;2013;340780642;340785856;N4160;;;;0;1
BLOCS_P;2013;340780642;340785856;N9999;34;12;41.35;;
BLOCS_P;2013;340780667;340000280;M100H;10;;10;0;1
BLOCS_P;2013;340780667;340000280;M1030;7;;7;0;1
BLOCS_P;2013;340780667;340000280;M200H;39;;39;0;1
BLOCS_P;2013;340780667;340000280;N2200;32;3;34.5;0;1
BLOCS_P;2013;340780667;340000280;N2310;9;0;9;0;1
BLOCS_P;2013;340780667;340000280;N2320;;1;0.91;0;0
BLOCS_P;2013;340780667;340000280;N2510;3;0;3;0;0
BLOCS_P;2013;340780667;340000280;N4130;3;1;3.5;1;1
BLOCS_P;2013;340780667;340000280;N4160;3;0;3;0;0
BLOCS_P;2013;340780667;340000280;NAUT;19;1;19.5;0;0
BLOCS_P;2013;340780667;340000280;N9999;66;6;70.41;;
BLOCS_P;2013;340780675;340000298;M100H;;9;2;;
BLOCS_P;2013;340780675;340000298;M1030;;7;4;;
BLOCS_P;2013;340780675;340000298;M200H;;26;8;;
BLOCS_P;2013;340780675;340000298;N2200;11;2;12.65;0;1
BLOCS_P;2013;340780675;340000298;N2320;2;;2;0;0
BLOCS_P;2013;340780675;340000298;N2510;2;;2;0;0
BLOCS_P;2013;340780675;340000298;N4160;1;1;1.25;0;0
BLOCS_P;2013;340780675;340000298;NAUT;10;;10;0;0
BLOCS_P;2013;340780675;340000298;N9999;25;2;26.65;;
BLOCS_P;2013;340780683;340000306;M100H;;25;12.5;1;1
BLOCS_P;2013;340780683;340000306;M1030;9;4;11;1;1
BLOCS_P;2013;340780683;340000306;M200H;;58;29;1;1
BLOCS_P;2013;340780683;340000306;N2200;18;5;21.52;0;1
BLOCS_P;2013;340780683;340000306;N2310;;;;0;1
BLOCS_P;2013;340780683;340000306;N2320;4;;4;0;1
BLOCS_P;2013;340780683;340000306;N2510;1;;1;;
BLOCS_P;2013;340780683;340000306;N4160;2;;2;;1
BLOCS_P;2013;340780683;340000306;NAUT;20;1;20.8;0;1
BLOCS_P;2013;340780683;340000306;N9999;43;6;47.32;;
BLOCS_P;2013;340780717;340008150;M100H;1;2;1.75;;0
BLOCS_P;2013;340780717;340008150;M1030;3;1;3.5;;1
BLOCS_P;2013;340780717;340008150;M200H;7;1;7.5;;1
BLOCS_P;2013;340780717;340008150;N2310;1;1;1.86;;0
BLOCS_P;2013;340780717;340008150;N2320;8;7;12.41;;1
BLOCS_P;2013;340780717;340008150;N2510;5;;5;1;0
BLOCS_P;2013;340780717;340008150;N4160;1;;1;;
BLOCS_P;2013;340780717;340008150;N9999;14;8;19.27;;
BLOCS_P;2013;340780725;340000330;M100H;0;5;1;0;0
BLOCS_P;2013;340780725;340000330;M1030;4;;4;0;0
BLOCS_P;2013;340780725;340000330;M200H;0;21;7.6;0;0
BLOCS_P;2013;340780725;340000330;N2200;7;1;7.34;;
BLOCS_P;2013;340780725;340000330;N2310;;1;0.84;;
BLOCS_P;2013;340780725;340000330;N2510;1;;1;;
BLOCS_P;2013;340780725;340000330;N4160;1;1;1;;
BLOCS_P;2013;340780725;340000330;NAUT;6;;6;;
BLOCS_P;2013;340780725;340000330;N9999;14;2;15.18;;
BLOCS_P;2013;340780741;340000348;M100H;12;9;16.5;0;1
BLOCS_P;2013;340780741;340000348;M1030;3;;3;0;1
BLOCS_P;2013;340780741;340000348;M200H;8;16;16;0;1
BLOCS_P;2013;340780741;340000348;N2200;8;1;8.8;0;1
BLOCS_P;2013;340780741;340000348;N2510;;2;1;0;0
BLOCS_P;2013;340780741;340000348;N4160;1;;1;0;0
BLOCS_P;2013;340780741;340000348;NAUT;5;1;5.5;0;0
BLOCS_P;2013;340780741;340000348;N9999;13;4;15.3;;
BLOCS_P;2013;340782036;340780477;M200H;13;0;5.25;1;1
BLOCS_P;2013;340782036;340780477;N2200;8;5;10.95;0;
BLOCS_P;2013;340782036;340780477;N2320;13;3;14.85;0;1
BLOCS_P;2013;340782036;340780477;N2510;13;1;13;0;
BLOCS_P;2013;340782036;340780477;N4160;2;;1.5;0;1
