BOR;AN;FI;FI_EJ;RESTO1;RESTO2;RESTO3;RESTO4;RESTO5;BLANC1;BLANC2;BLANC3;BLANC4;BLANC5;NETTO1;NETTO2;NETTO3;NETTO4;NETTO5;INFOR1;INFOR2;INFOR3;INFOR4;INFOR5;ASSMED;ASSMED1;ASSMED2;FED;GCS;EJ_GCS1;EJ_GCS2;EJ_GCS3;EJ_GCS4;EJ_GCS5;ET1_GCS1;ET1_GCS2;ET1_GCS3;ET1_GCS4;ET1_GCS5;ET2_GCS1;ET2_GCS2;ET2_GCS3;ET2_GCS4;ET2_GCS5;ET3_GCS1;ET3_GCS2;ET3_GCS3;ET3_GCS4;ET3_GCS5;ET4_GCS1;ET4_GCS2;ET4_GCS3;ET4_GCS4;ET4_GCS5;ET5_GCS1;ET5_GCS2;ET5_GCS3;ET5_GCS4;ET5_GCS5;SITE_GCS
ORG;2013;170000061;170780118;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170000079;170780142;1;0;0;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170000087;170023279;1;0;0;0;;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170000095;170780167;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170000103;170780175;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;1;1;0;0;;;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170000111;170023279;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170000129;170780191;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ORG;2013;170000137;170780209;1;;;;;;;1;;;1;;;;;;;1;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170000152;170780225;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;0;;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ORG;2013;170000178;170780266;1;0;0;0;0;1;0;1;0;0;1;0;1;0;0;1;1;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170009419;170000988;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170021661;170020432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170021711;170000988;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170022065;170022057;;;;;;;;;;;;;;;;;;;;;;;;;1;170022057;;;;;170022065;;;;;170022826;;;;;170022818;;;;;;;;;;;;;;;
ORG;2013;170022818;170022057;;;;;;;;;;;;;;;;;;;;;;;;;1;170022057;;;;;170022818;;;;;170022065;;;;;170022826;;;;;;;;;;;;;;;
ORG;2013;170022826;170022057;1;;1;;;0;;1;;;;;1;;;1;;;;1;;;;;1;170022057;;;;;170022065;;;;;170022826;;;;;170022818;;;;;;;;;;;;;;;
ORG;2013;170023030;170000988;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170780043;750721334;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ORG;2013;170780068;170000046;;;;1;;1;;;;;1;;;;;;;1;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170780100;310021357;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ORG;2013;170780282;170000186;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170780290;170000194;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170780563;170000251;1;;1;;;0;;1;;;;;1;;;1;;;;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ORG;2013;170780613;170000277;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;;0;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170780621;170000285;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;;;;;1;170022057;;;;;170022065;;;;;170022826;;;;;170022818;;;;;;;;;;;;;;;
ORG;2013;170780647;170000301;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170780662;170000319;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170780803;170017321;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170781199;170000400;1;;;;;0;;1;;;1;;;;;1;;1;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170782981;170023279;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170783138;170000723;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170784086;330785072;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170784110;170023279;1;0;0;0;0;0;0;0;0;1;1;0;0;0;;1;0;0;0;0;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170785059;170000988;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170791321;170023279;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170792212;170000988;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170794929;170000988;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170795165;170000988;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170802656;170000988;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170803431;750043994;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;170804090;170000988;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;180000010;180000028;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;180000176;180001158;1;1;1;1;0;1;0;0;1;0;1;0;1;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;180000200;180000051;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ORG;2013;180000283;180000069;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;180000333;180000093;1;0;0;0;0;1;0;1;0;0;1;0;1;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;180000358;180000739;0;;1;;;0;;1;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;180000382;180008518;;;1;;;;;1;;;1;;;;;1;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;180000598;180000887;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;180003287;180000028;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;180003345;180000051;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;180003386;180000069;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;180004145;180000887;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;180004533;580780971;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;180005662;370001067;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;180005811;370001067;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;180005829;370001067;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;180006397;370001067;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;180007825;180001158;1;1;1;1;0;1;0;0;1;0;1;0;1;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;180008278;750047367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;180008476;330057597;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;180009177;180000028;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;190000018;190000042;1;0;0;0;0;0;1;1;0;0;1;0;1;0;0;1;1;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;190000026;190000059;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;190000034;190000067;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;190000091;190000075;1;;;;;0;1;;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ORG;2013;190000117;;1;;;;;1;1;1;;;1;;1;;;1;1;;;;;;;;1;190011668;;;;;190011676;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2013;190000224;190000901;1;0;1;0;;0;0;1;0;;1;0;1;0;;1;1;1;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;190000257;190001131;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;190002493;190000059;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;190005140;190002485;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;190005165;190002519;1;0;0;0;;1;0;0;1;;1;0;0;0;;0;1;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;190005694;920000395;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;190010512;870000700;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;190010553;870000700;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;190010629;190010579;;;;;1;;;;;1;;;1;;;;;1;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;190011197;190000059;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;190011601;190000042;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210001483;670005834;;;;;1;1;;;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210001889;670005834;;;;;1;;;1;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210001939;670005834;;;;;1;;;1;;;1;;1;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210003059;210987400;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;1;0;1;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210005559;210010773;;;;;1;;;1;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210007399;210007308;;;1;;;;;1;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210010443;210000337;1;0;0;;0;0;0;1;;0;1;0;0;0;0;0;0;0;1;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210011847;210011839;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210780110;210000022;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210780136;210000030;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210780144;750721235;1;0;0;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210780276;210003208;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210780292;210000105;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210780425;210000139;1;;;;;1;;;;;1;;;;;0;;;1;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210780789;210003208;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210780979;210000295;0;0;1;1;0;0;0;1;1;0;1;0;0;0;0;1;1;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210781621;210780581;1;0;0;0;;1;0;0;1;;1;0;1;0;;1;0;1;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210983466;210011482;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210983565;210011482;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;1;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210986089;210780581;1;0;0;0;;1;0;0;1;;1;0;0;0;;1;0;1;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210986329;750043713;1;;;;;1;;;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210986378;670005834;;0;;;;;0;1;;;;0;1;;;1;0;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210986725;210986717;1;;1;;;;;1;;;1;;;;;1;;;;;;;;;1;210007258;;;;;210986725;;;;;210011482;;;;;210010070;;;;;;;;;;;;;;;0
ORG;2013;210986741;210986733;;;1;;;;;1;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ORG;2013;210987046;210987038;;;1;;;;;1;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210987558;210780581;1;0;1;0;;1;0;0;1;;1;0;1;0;;1;0;1;0;;;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210987574;210780623;1;0;0;1;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210987582;210780631;1;0;0;0;0;1;0;;0;0;1;0;0;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210987590;210780649;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210987608;210011482;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;1;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210987616;210780656;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210987632;210780607;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210987640;210780672;1;0;0;1;;1;0;1;0;;1;0;0;0;;1;1;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210987657;210780714;1;0;0;1;0;1;0;1;1;0;1;0;1;0;0;1;0;0;1;0;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210987665;210010070;1;0;0;1;;1;0;0;1;;1;0;1;0;;1;0;0;0;;;;;;1;210007258;;;;;210011482;;;;;210780946;;;;;210986725;;;;;;;;;;;;;;;0
ORG;2013;210987673;210010070;1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;;;;;1;210007258;;;;;210011482;;;;;210780946;;;;;210986725;;;;;;;;;;;;;;;0
ORG;2013;210987681;210011482;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;1;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210987699;210780706;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210987731;210780417;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;210987939;210780607;1;;;;;;;1;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220000012;220000020;1;0;1;1;0;0;1;0;0;0;1;0;1;0;0;1;1;1;0;0;;;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220000095;220000046;1;;;;;1;;;1;;1;;1;;;1;;;;;;;;;1;220021323;;;;;220000046;;;;;220005599;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220000111;220000376;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220000194;560014748;1;0;0;1;;1;0;0;1;;1;0;1;0;;1;1;1;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220000210;;1;1;0;1;;0;0;1;0;;1;0;1;0;;1;1;0;0;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220000236;220017974;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220000269;220000640;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220000285;220000673;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220000301;220000673;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220000319;220000681;1;;;;;;;1;;;1;;;;;1;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220000327;220000699;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220000343;220000079;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;1;0;0;0;;;;;1;290023639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220000368;220000103;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;1;1;0;0;;;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220000467;750043994;0;;1;;;0;;1;;;1;;0;;;1;;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220000475;220020531;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;;;;;1;220021398;220018345;;;;220000574;220000012;;;;;220021968;;;;;220000574;;;;;220000616;;;;;;;;;0
ORG;2013;220000483;560014748;1;0;0;1;;1;0;0;1;;1;0;1;0;;1;1;1;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220000541;220000152;1;;;;;0;1;;;;1;;;;;1;;;;;;;;3;1;220021299;;;;;220000368;;;;;220000152;;;;;220001259;;;;;;;;;;;;;;;0
ORG;2013;220000566;220021968;0;0;1;0;;0;1;;;;1;;;;;1;1;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220000574;220000186;1;;;;;;1;;;;1;;;;;1;;;;;;;;;1;220021398;;;;;220000475;;;;;220000186;;;;;;;;;;;;;;;;;;;;
ORG;2013;220000590;220000202;1;0;1;0;;1;0;1;0;;1;0;1;0;;1;0;1;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220001259;220005045;1;;;;;;1;;;;1;;1;;;1;;;;;;;;;1;220005045;;;;;220000103;;;;;220000020;;;;;220000152;;;;;220000079;;;;;;;;;;
ORG;2013;220005557;220000103;;;;;1;;;1;;;;;;;1;;;;;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220005599;220017842;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;;;;;1;220005599;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ORG;2013;220006423;220000152;1;;;;;0;1;;;;1;;;;;1;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220006456;220021968;0;0;1;0;;0;1;;;;1;;;;;1;1;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220007645;220005045;1;;;;;;1;;;;1;;1;;;1;;;;;;;;;1;220005045;;;;;220000103;;;;;220000020;;;;;220000152;;;;;220000079;;;;;;;;;;0
ORG;2013;220012751;220017974;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220012884;220000103;;;;;0;;;1;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220013106;350000626;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220013122;350000626;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220013130;350000626;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
ORG;2013;220013155;350000626;0;0;0;0;0;0;0;0;0;0;;0;1;0;0;1;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
