BOR;AN;FI;FI_EJ;DIM_A1;DIM_A2;DIM_A3;DIM_A4;DIM_A5;DIM_A6;DIM_A7;DIM_A8;DIM_A9;DIM_A10;DIM_A11;DIM_A12;DIM_A13;DIM_A14;DIM_A15;DIM_A16;DIM_A17;DIM_A18;DIM_A19;DIM_A20;DIM_A21;DIM_A22;DIM_A23;DIM_A24;DIM_A25
INFOMED;2013;130781479;130000599;0;1;0;;;;0;1;0;;;;0;0;0;0;0;0;0;0;0;0;;3.3;0.6
INFOMED;2013;130781594;130010648;;;;;;;;;;;1;;0;0;0;0;0;1;1;0;0;0;;0.15;0.1
INFOMED;2013;130781768;130000763;;;;;;;0;0;1;;;;0;0;0;0;0;0;0;0;0;0;;1;0.15
INFOMED;2013;130781834;130000805;;;;;;;0;0;1;;;;0;0;0;1;1;0;;;;0;;0.5;0.25
INFOMED;2013;130781867;130000813;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;830100434;1.2;0.12
INFOMED;2013;130781917;130000847;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;1;0.13
INFOMED;2013;130781925;750043994;;;;;;;1;0;0;;;;0;0;0;0;0;1;0;0;0;0;;0.5;0.2
INFOMED;2013;130782071;130002454;;;1;;;1;0;1;;;;;1;1;1;1;1;1;1;1;1;0;;2.5;0.3
INFOMED;2013;130782097;130000938;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;0.5;0.05
INFOMED;2013;130782147;130000979;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;;1;0.4
INFOMED;2013;130782162;130000987;;;1;0;0;;0;0;;0;0;0;;;;;;0;0;0;0;0;;2;0.5
INFOMED;2013;130782444;130001100;;;;;;;0;0;1;;;;0;0;0;0;0;0;;;1;0;;1;0.2
INFOMED;2013;130782675;130001233;;1;0;;;;;;;0;1;0;0;0;0;0;0;1;1;0;;1;;1;0.1
INFOMED;2013;130783152;130001365;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;0.5;0.3
INFOMED;2013;130783236;130786049;;1;;;1;;;;;;1;;0;0;0;0;0;0;0;0;0;0;;10.5;2
INFOMED;2013;130783293;130786049;0;1;0;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;;11.3;3.9
INFOMED;2013;130783327;130001415;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;1.8;0.5
INFOMED;2013;130783475;130001431;;;;;;;1;;;;;;0;0;1;1;1;1;1;1;0;0;;0.5;0.23
INFOMED;2013;130783665;130043722;0;;1;;;;0;;1;0;;1;0;0;0;0;0;1;1;1;1;0;;1;0.9
INFOMED;2013;130783723;130001456;0;0;1;;;;;;;;;;0;0;0;0;1;1;1;0;0;0;;1;0.2
INFOMED;2013;130783772;130810336;;;1;;;;;;;;;;;;1;1;1;1;1;0;1;1;130784051;0.8;0.1
INFOMED;2013;130783830;130001514;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;;0.03;0.03
INFOMED;2013;130783871;130001548;0;0;0;0;0;0;1;;;0;0;0;0;0;0;0;0;1;0;0;0;0;;0.71;0
INFOMED;2013;130783962;130001415;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;0.8;0.2
INFOMED;2013;130784051;130037823;;;1;;;;;;1;;;;;;1;1;;1;1;0;0;0;;6.35;1
INFOMED;2013;130784234;130786049;;1;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;7.9;1.25
INFOMED;2013;130784291;130001696;;;;;;;;;;;;1;0;0;0;0;0;1;1;;0;;;;
INFOMED;2013;130784598;130001852;;;;;;;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;;1;0.3
INFOMED;2013;130784697;130001902;;;;;;;;;;0;1;0;0;0;0;0;0;1;1;0;0;0;;0.15;0.1
INFOMED;2013;130784713;130038847;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;830100434;6.5;0.12
INFOMED;2013;130784903;130002041;;;1;;;;;1;;;;;0;0;0;0;0;1;1;0;1;0;;1;0.5
INFOMED;2013;130785355;130002157;0;0;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;6;2.2
INFOMED;2013;130785363;130042930;0;0;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;4.66;1.3
INFOMED;2013;130785389;130002173;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;130785389;1.8;0.25
INFOMED;2013;130785462;130002207;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.5;0.1
INFOMED;2013;130785652;130014228;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;130784952;8.29;1.67
INFOMED;2013;130785678;130002249;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;830100434;2;0.12
INFOMED;2013;130786015;130002322;;;;;;;;;;;;1;0;0;0;0;0;1;1;1;0;0;;0;0.2
INFOMED;2013;130786296;130002421;;;;;;;0;0;1;;;;0;0;0;0;0;1;1;1;1;0;;0.5;0.26
INFOMED;2013;130786361;130002447;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;130781289;12;0.75
INFOMED;2013;130786445;130002488;1;1;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;0.2
INFOMED;2013;130786742;750821092;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;;;0;0;;3;1
INFOMED;2013;130786924;130037815;;;;;;;1;0;0;;;;0;0;0;0;0;1;0;1;0;0;;1;0.11
INFOMED;2013;130786973;130002702;;;;;;;;;;;;1;0;0;0;0;0;0;0;;0;0;;0.05;0.02
INFOMED;2013;130789357;130002843;;;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;130789357;1;0.2
INFOMED;2013;130798002;130004807;;;;;;;;;;;;;0;0;0;0;0;0;;;1;0;;0.11;0.11
INFOMED;2013;130804297;130786049;;1;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2013;130806011;130001183;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0.21;0.07
INFOMED;2013;130806078;130016058;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;;;
INFOMED;2013;130809015;130001928;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;;1;0;1;0;;1.5;0.5
INFOMED;2013;130809809;130007156;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.1;0.05
INFOMED;2013;130810740;130007362;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;2;1
INFOMED;2013;140000027;140000035;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;140000134;2;1
INFOMED;2013;140000076;140000084;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;140000159;0.8;
INFOMED;2013;140000209;140000100;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;9.25;2.28
INFOMED;2013;140000233;140000118;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;1;0;0;;2.8;1
INFOMED;2013;140000258;140000415;;;;0;0;1;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.1;
INFOMED;2013;140000290;140000449;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;0.5;0.2
INFOMED;2013;140000308;140000134;;;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;1;140000035;0.7;0.1
INFOMED;2013;140000340;140025800;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.8;0.05
INFOMED;2013;140000373;140000159;;;1;1;;;1;;;1;;;0;0;0;0;0;1;1;0;0;0;;3.01;0.7
INFOMED;2013;140000456;140000316;;;;;;;;;;0;1;0;0;0;0;0;0;1;1;0;0;0;;3;1
INFOMED;2013;140000555;140000639;;;1;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;;3.6;1.5
INFOMED;2013;140002239;140000415;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;;0.5;
INFOMED;2013;140002452;140025800;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;;0.8;0.17
INFOMED;2013;140015975;310021092;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;0.2;0.1
INFOMED;2013;140016759;140003146;1;;;;;;;;;;;;0;0;0;0;0;1;1;0;0;;;3;0.25
INFOMED;2013;140017237;140003278;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;4.8;0.3
INFOMED;2013;140017278;610787285;;;;;;;1;;;;;;0;0;0;0;0;1;1;0;;0;;0.2;0.02
INFOMED;2013;140018730;140000423;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;1;0.1
INFOMED;2013;140024886;140000092;1;0;0;;;;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;;2.88;0.92
INFOMED;2013;140025123;310021126;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;;0.2;0.05
INFOMED;2013;140025255;310020383;;;;;;;1;;;;;;0;0;0;0;0;1;0;1;0;0;;0;0.05
INFOMED;2013;140026410;140026279;;;1;;;;;;1;;;1;0;0;0;0;0;1;1;1;1;0;;2;0.2
INFOMED;2013;140026709;140000415;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;0.4;
INFOMED;2013;140027681;610004939;;;;;;;0;1;0;;;;0;0;0;0;1;0;0;;0;1;610780389;0.1;0.05
INFOMED;2013;150000024;150780047;0;0;1;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;;;
INFOMED;2013;150000032;150780088;0;1;0;;;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;;2;0.2
INFOMED;2013;150000040;150780096;;;0;1;;;1;;;1;;;0;0;0;0;0;;0;0;;0;150780096;2.3;1.5
INFOMED;2013;150000164;150780468;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;150780096;;
INFOMED;2013;150002608;660006370;;;;;;;0;0;1;;;;0;0;0;0;0;0;0;0;1;0;;0.5;0.2
INFOMED;2013;150780120;150000065;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.4;0.1
INFOMED;2013;150780708;870015336;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;;0.05;0.1
INFOMED;2013;150780732;150000271;0;0;1;;;;0;0;1;;;;0;0;0;0;0;1;0;0;0;0;;2.3;0.5
INFOMED;2013;160000170;160000204;;;1;;;;;;;;;;0;0;0;0;0;0;;;0;0;;2.5;0.5
INFOMED;2013;160000253;160000451;0;0;1;;;;0;0;1;;;;0;0;0;0;0;1;1;0;0;0;;6.5;2.32
INFOMED;2013;160000279;160000212;0;1;0;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.5;0.08
INFOMED;2013;160000303;160006037;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;1;1;160000188;2;1
INFOMED;2013;160000311;160000485;0;0;1;;;;0;0;1;;;;0;0;0;0;0;0;;;0;1;160000451;1;0.08
INFOMED;2013;160000337;160000493;1;;;;;;1;;;;;;0;0;0;0;0;0;;;1;1;160000451;2.1;0.2
INFOMED;2013;160000345;160000501;;;;;;;;;;0;1;0;0;0;0;0;0;0;;;0;0;;2.62;0.12
INFOMED;2013;160000360;160000519;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.2;
INFOMED;2013;160008231;160001038;;;;;;;;;;0;1;1;0;0;0;0;0;1;1;1;0;0;;0.2;0.08
INFOMED;2013;160009080;160001574;;;;;;;1;;;;;;0;0;0;1;0;0;0;0;0;0;;0;0.1
INFOMED;2013;160012209;160012191;;;;;;;0;1;1;;;;0;0;0;0;0;1;1;1;0;0;;0.2;0.08
INFOMED;2013;160013207;160001632;0;0;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;4.74;0.5
INFOMED;2013;160015368;160014411;0;1;0;0;0;0;0;0;1;;;;0;0;0;0;1;0;;;1;0;;1.86;0.5
INFOMED;2013;170000038;170780050;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;1;170000103;2.5;0.31
INFOMED;2013;170000079;170780142;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;;0.2;0.2
INFOMED;2013;170000087;170023279;0;1;0;0;1;0;;;;;;;0;0;0;0;0;1;1;0;0;0;;6.1;2.8
INFOMED;2013;170000095;170780167;0;1;0;;;;0;1;0;;;;0;0;0;0;0;1;0;0;1;1;170780175;2.5;0.2
INFOMED;2013;170000103;170780175;;1;;;;1;;1;;1;;;0;0;0;0;0;1;0;0;1;0;;3.96;0.57
INFOMED;2013;170000111;170023279;0;1;0;;;;0;1;0;;;;0;0;0;0;0;0;0;0;0;0;;0.2;0.05
INFOMED;2013;170000129;170780191;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;1;1;170000103;1.8;0.2
INFOMED;2013;170000152;170780225;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;;4.21;1.65
INFOMED;2013;170000178;170780266;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;;1;170000103;0.4;0.1
INFOMED;2013;170780282;170000186;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;;0.1;0.15
INFOMED;2013;170780290;170000194;0;0;0;0;0;0;0;0;0;0;1;;0;0;0;0;0;1;1;1;0;0;;0.1;0.15
INFOMED;2013;170780563;170000251;0;0;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;2.5;0.15
INFOMED;2013;170780613;170000277;0;;;;;;;;;;;;0;0;0;0;0;0;1;0;;1;;1.58;
INFOMED;2013;170780621;170000285;0;0;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;3.5;0.1
INFOMED;2013;170780647;170000301;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;2;0.3
INFOMED;2013;170780662;170000319;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;1;;2.02;
INFOMED;2013;170781199;170000400;;;;;;;;1;;;;;0;0;0;0;0;1;1;1;0;0;;0.1;0.05
INFOMED;2013;170782981;170023279;;;;;;;;;;1;0;0;0;0;0;0;0;1;1;0;0;0;;0.5;0.1
INFOMED;2013;170784086;330785072;;;;;;;;;;1;;;0;0;1;1;1;1;0;0;0;1;170000103;0.1;0.1
INFOMED;2013;170784110;170023279;;;;;;;0;1;0;;;;0;0;0;0;0;1;1;1;0;0;;0.3;0.2
INFOMED;2013;180000010;180000028;1;0;0;1;0;0;1;0;0;;;;0;0;0;0;0;1;1;0;0;0;;5;0.8
INFOMED;2013;180000176;180001158;;;;;;;;;;1;0;0;0;0;0;0;0;1;1;0;1;0;;3.02;0.2
INFOMED;2013;180000200;180000051;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2.59;1
INFOMED;2013;180000283;180000069;0;1;0;0;0;0;0;1;0;;;;0;0;0;0;0;1;0;1;1;0;;1.16;0.3
INFOMED;2013;180000333;180000093;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;;1;1
INFOMED;2013;180000358;180000739;0;0;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;1;0.5
INFOMED;2013;180004145;180000887;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;;2;0.15
INFOMED;2013;180004533;580780971;;;;;;;;;;1;;;0;0;0;0;0;0;0;0;0;0;;0;0
INFOMED;2013;190000018;190000042;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;;4;1.8
INFOMED;2013;190000026;190000059;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;;2.8;1
INFOMED;2013;190000034;190000067;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;;0;0.15
INFOMED;2013;190000091;190000075;0;0;1;;;;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;2;0.72
INFOMED;2013;190000224;190000901;;;1;;;;;;;;;;0;0;0;1;1;1;1;0;1;0;;4;0.5
INFOMED;2013;190000257;190001131;0;1;0;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;2;
INFOMED;2013;190005694;920000395;;;;;;;0;0;1;;;;0;0;0;0;0;0;0;0;0;0;;0.2;0.1
INFOMED;2013;210003059;210987400;;;;0;0;1;;;;;;;0;0;0;0;0;0;0;0;0;0;;;0.2
INFOMED;2013;210007399;210007308;;;;;;;;1;;;;;0;0;0;0;0;0;;;1;0;;0.15;0.07
INFOMED;2013;210010443;210000337;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;0.05;0.05
INFOMED;2013;210780110;210000022;0;0;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;;2;0.2
INFOMED;2013;210780136;210000030;0;0;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;;3.01;0.2
INFOMED;2013;210780144;750721235;;;;;;;1;0;0;;;;0;0;0;1;1;0;0;0;0;0;;0.3;0.05
INFOMED;2013;210780292;210000105;;;;;;;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;;1;0.5
INFOMED;2013;210780789;210003208;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;2.15;0.6
INFOMED;2013;210780979;210000295;0;0;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;;2.5;0.2
INFOMED;2013;210986725;210986717;;;;;;;0;0;1;;;;0;0;0;0;0;1;0;0;1;0;;0.05;0.1
INFOMED;2013;210987558;210780581;1;0;0;;;;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;9.02;4.5
INFOMED;2013;210987632;210780607;1;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;2.88;0.8
INFOMED;2013;210987657;210780714;0;0;1;0;0;1;0;0;1;;;;0;0;0;0;0;1;1;1;0;0;;4;1.8
INFOMED;2013;210987699;210780706;1;0;0;;;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;;1.5;1
INFOMED;2013;210987731;210780417;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;22.8;3
INFOMED;2013;220000012;220000020;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;220000020;7;2.26
INFOMED;2013;220000095;220000046;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;;5;1.5
INFOMED;2013;220000210;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;0;;;
INFOMED;2013;220000236;220017974;;;1;;;;;;1;;1;;0;0;0;0;0;1;1;0;1;0;220017974;1;0.2
INFOMED;2013;220000269;220000640;0;1;0;;;;;;;;;;0;0;0;0;0;1;0;0;0;1;;0.5;0.1
INFOMED;2013;220000285;220000673;0;1;0;;;;;;;;;;0;0;0;0;0;1;1;1;1;1;;1.5;0.46
INFOMED;2013;220000301;220000673;0;1;0;;;;;;;;;;0;0;0;0;0;1;1;1;1;1;;4;0.23
INFOMED;2013;220000343;220000079;0;1;0;;;;0;1;0;;;;0;0;0;1;0;1;1;0;1;0;;2.5;1
INFOMED;2013;220000368;220000103;1;0;0;1;0;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;;0.75;0.75
INFOMED;2013;220000467;750043994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;1.5;
INFOMED;2013;220000541;220000152;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;2.2;0
INFOMED;2013;220000566;220021968;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;;;0;0;;;
INFOMED;2013;220001259;220005045;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;1;0;;0.8;0.25
INFOMED;2013;220005599;220017842;0;0;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;1;;2.4;0
INFOMED;2013;220012751;220017974;;;;;;;;;;;1;;0;0;0;0;0;1;1;0;1;1;220017974;0.35;0.1
INFOMED;2013;220012884;220000103;1;;;1;;;1;;;;;;0;;0;0;0;0;0;0;0;0;;0.6;
INFOMED;2013;220014708;220017974;;;;;;;0;1;0;;;;0;0;0;0;0;1;1;0;1;0;220017974;0.3;0.1
INFOMED;2013;230000820;230780041;;1;;;;;;1;;;;;0;0;0;0;0;1;1;1;1;0;;3;0.9
INFOMED;2013;230000838;230780058;;;;;;;0;;1;;;;0;0;0;0;0;0;;;;1;;;0.4
INFOMED;2013;230000846;230780066;1;;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;0.18;0.3
INFOMED;2013;230000853;230780074;;;;;;;;;;0;1;0;0;0;0;0;0;1;1;0;1;1;;2.38;0
INFOMED;2013;230004657;230780058;0;;1;;;;0;;1;;;;0;0;0;0;0;0;;;;0;;;0.4
INFOMED;2013;230780082;750005068;;1;;;;;;1;;;;;0;0;0;0;0;;1;1;0;0;;1.5;0.5
INFOMED;2013;230780181;230000879;;;;;;;;;;0;0;1;0;0;0;1;0;0;0;0;0;0;;0.1;0.1
INFOMED;2013;230782617;750000218;;;;;1;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;0.5;0.3
INFOMED;2013;240000091;240000034;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.5;0.1
INFOMED;2013;240000174;240000042;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;240000083;0;0.13
INFOMED;2013;240000190;240000596;0;0;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;3.5;0.5
INFOMED;2013;240000208;240000612;;;1;;;;;;1;;;;;;;;;;;;;;;1;0.2
INFOMED;2013;240000216;240000620;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;2;0.2
INFOMED;2013;240000307;330056540;;;;;;;0;1;0;;;;0;0;0;0;1;0;1;0;0;0;;;0.1
INFOMED;2013;240000372;240000059;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;3.64;0.8
INFOMED;2013;240000414;240000067;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;0.16;0.1
INFOMED;2013;240000455;240000075;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.09;0.1
INFOMED;2013;240000463;240000083;;;1;;;;1;;;1;;;0;0;0;0;0;0;;;1;0;;2;0.53
INFOMED;2013;240000489;240000117;1;0;0;1;0;0;1;0;0;1;0;;0;0;0;0;0;1;1;0;1;0;;3;2
INFOMED;2013;240000513;240000141;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;1;240000083;0.5;0.13
INFOMED;2013;240000521;240000158;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;1;240000083;0.1;0.1
INFOMED;2013;240000539;240000166;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;1;240000463;0.08;0.08
INFOMED;2013;240000687;240000448;;1;;;;1;;;1;;;1;0;0;0;0;0;1;1;0;0;0;;0.8;1
INFOMED;2013;240008318;240002428;;;;;;;1;;;;;;1;1;1;1;1;0;;;0;0;;;0.1
INFOMED;2013;240011668;240000612;;;;;;1;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.5;0.2
INFOMED;2013;250000114;900000365;0;0;1;;;;0;1;0;;;;0;0;0;0;1;1;0;0;0;0;900000365;5.95;1
INFOMED;2013;250000270;250000643;0;1;0;;;;0;1;0;;;;0;0;0;0;0;1;1;0;1;0;;6.01;0.6
INFOMED;2013;250000288;250000643;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;1;0.2
INFOMED;2013;250000353;250000643;;;;;;;0;1;0;;;;0;0;0;0;0;1;1;0;1;1;250000270;0.88;0.1
INFOMED;2013;250000544;250002284;;;;;;;;1;;;;;0;0;0;0;0;0;;;0;0;;0;0.1
INFOMED;2013;250000635;250000239;1;0;0;;;;1;0;0;;;;0;0;1;1;0;1;1;;0;;;;
INFOMED;2013;250000700;250000452;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;1;0;;2.3;0.85
INFOMED;2013;250000718;250000460;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;0.5;1
INFOMED;2013;250000726;250000478;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;;0.8;
INFOMED;2013;250000882;250002839;;;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;;;0.4;0.1
INFOMED;2013;250005196;250001013;;;;;;;;;;;1;;0;1;1;1;0;0;;;0;1;250000460;0;0.01
INFOMED;2013;250006954;250000015;0;1;0;;;;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;;8.5;2
INFOMED;2013;250011848;250017803;0;0;1;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;;1.84;0.08
INFOMED;2013;250014008;700004096;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;;
INFOMED;2013;250016003;250006335;;;;;;;1;0;0;;;;0;0;1;1;1;0;0;0;0;1;390000172;;
INFOMED;2013;260000013;260000021;0;1;0;;;;0;1;0;;;;1;0;0;0;0;0;0;0;0;1;070780234;6.5;2
INFOMED;2013;260000120;260016910;0;0;1;0;0;0;0;0;1;;;;0;0;0;0;0;1;1;0;0;0;;3.39;1
INFOMED;2013;260000138;260000047;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;;3.98;1.6
INFOMED;2013;260000146;260000054;;1;;;1;;;;;;;;0;0;0;0;0;1;1;0;0;1;260000013;0.75;0.2
INFOMED;2013;260000153;690795331;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;;0.2;0.01
INFOMED;2013;260000195;260006770;1;;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;0.1;0.1
INFOMED;2013;260000260;260000377;0;1;0;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;3.15;0.1
INFOMED;2013;260000286;260000104;0;0;1;;;;;;1;;;;0;0;0;0;0;1;;;0;1;260000013;1;0.5
INFOMED;2013;260000302;260000161;0;0;0;0;0;0;0;0;0;;0;1;0;0;0;0;0;1;1;1;0;0;260000302;0.2;0.2
INFOMED;2013;260000682;930019484;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;260000682;0.3;0.05
INFOMED;2013;260000823;260003264;;;;;;;;;;1;0;0;0;0;0;0;0;1;1;0;1;0;;1.75;0.5
INFOMED;2013;260001631;380793802;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2013;260003017;260000781;0;0;1;;;;;;;;;;0;0;0;0;0;0;;;1;1;070780424;1.8;0.2
INFOMED;2013;260003140;380793802;0;0;1;;;;;;;;;;0;0;0;0;;0;0;0;0;0;;;
INFOMED;2013;260003215;380793802;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2013;260006267;070000245;;;1;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;3.76;0.5
INFOMED;2013;260006820;380793802;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;
