BOR;AN;FI;FI_EJ;DIM_A1;DIM_A2;DIM_A3;DIM_A4;DIM_A5;DIM_A6;DIM_A7;DIM_A8;DIM_A9;DIM_A10;DIM_A11;DIM_A12;DIM_A13;DIM_A14;DIM_A15;DIM_A16;DIM_A17;DIM_A18;DIM_A19;DIM_A20;DIM_A21;DIM_A22;DIM_A23;DIM_A24;DIM_A25
INFOMED;2013;260006838;380793802;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2013;260010418;690796552;0;0;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;;0.01;0.01
INFOMED;2013;260012760;690796552;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;;0.01;0.01
INFOMED;2013;260016993;380793802;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2013;260017454;260016761;;;;;;;1;0;0;;;;0;0;0;1;0;0;0;0;0;1;260000047;0.1;0.05
INFOMED;2013;270000045;270000060;;;1;;;;1;;;;;;0;0;0;0;1;0;;;0;0;;2;0.5
INFOMED;2013;270000326;270000680;;;1;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;;1;0.4
INFOMED;2013;270000359;270023724;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;270000185;7.37;1
INFOMED;2013;270000367;270000086;0;1;1;;;;;;1;;;;0;0;0;0;0;1;1;0;1;0;;0.6;1
INFOMED;2013;270000417;760025734;;;;;;;1;;;;;;0;0;0;0;0;0;;;0;0;;0.12;0
INFOMED;2013;270000425;270000102;1;;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;;
INFOMED;2013;270000441;270000110;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;;
INFOMED;2013;270000458;270023724;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;;1;0
INFOMED;2013;270000482;270000144;;;;;;;;1;;;;;0;0;1;1;1;0;;;0;0;;0.05;
INFOMED;2013;270000532;270000185;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;;;0;1;270023724;0.02;0.03
INFOMED;2013;270000573;270000219;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;2;1
INFOMED;2013;270000870;270000987;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.2;0.2
INFOMED;2013;270000896;930019484;;;;;;;1;0;0;;;;0;0;0;0;0;0;0;0;0;1;760781054;;
INFOMED;2013;270000912;750814030;;;;;;;1;0;0;;;;0;0;0;0;0;1;1;0;1;1;750814030;1.5;0.4
INFOMED;2013;270025984;310021175;;;;;;;;;;0;;;0;0;0;0;0;1;1;0;0;1;310021175;0.2;0.1
INFOMED;2013;280000050;280000142;;;;;;;;;;1;;;0;0;0;0;0;0;0;0;0;0;;2;0.2
INFOMED;2013;280000084;280000183;1;;;;;;1;;;1;;;0;0;0;0;0;0;0;0;1;0;;4;0.8
INFOMED;2013;280000100;280000225;;;1;;;;;1;;;;;1;1;1;1;1;1;1;0;1;0;;0.45;0.1
INFOMED;2013;280000159;280000068;0;0;1;;;;;;;;;;1;1;1;1;1;1;1;1;0;0;;1;0.25
INFOMED;2013;280000266;450018106;;;;;;;0;0;1;;;;0;0;0;0;0;1;0;0;0;0;;0.1;0.1
INFOMED;2013;280000431;310021167;;;;;;;0;0;1;;;;0;0;0;0;0;1;0;0;0;0;;0.1;0.1
INFOMED;2013;280000662;280500075;0;0;1;;;;1;;0;;;;0;0;0;0;1;1;0;0;1;0;;2;1
INFOMED;2013;280502741;280000852;;;1;;;;;;;;;;0;0;0;1;1;1;0;0;0;0;;;
INFOMED;2013;280502998;280000589;0;1;0;;;;0;1;0;;;;0;0;0;0;0;1;1;0;0;0;;1.5;0.3
INFOMED;2013;280504267;280000134;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;4.58;0.7
INFOMED;2013;280505777;280001199;0;0;1;;;;;;;;;;0;0;1;1;1;0;0;0;1;0;;2.5;0.5
INFOMED;2013;280506015;280001264;;;;;;;0;0;1;;;;0;0;0;0;0;1;1;1;1;0;;0.3;0.15
INFOMED;2013;290000025;290020700;0;1;0;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;8.3;1.8
INFOMED;2013;290000033;290021542;1;0;0;;;;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;2.4;1.5
INFOMED;2013;290000058;290000017;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;;9;0
INFOMED;2013;290000066;290020700;0;1;0;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;;8.3;1.8
INFOMED;2013;290000140;290000447;;;1;;;1;;;;;;;0;0;0;0;0;1;1;0;1;1;;2;
INFOMED;2013;290000165;290030592;;;;;;;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2013;290000173;290000041;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;1;1;1;0;;2.02;1
INFOMED;2013;290000181;290000074;;;1;;;;;;1;;;;0;0;0;1;1;1;1;0;0;0;;2.7;0.1
INFOMED;2013;290000207;290000520;0;1;0;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;2;0.33
INFOMED;2013;290000215;290029974;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;1;1;;2;0.3
INFOMED;2013;290000256;290000017;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;;1.4;0
INFOMED;2013;290000272;290000090;;;1;;;;;;1;;;;0;0;1;1;1;0;;;;1;;0.5;0
INFOMED;2013;290000363;750043994;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;;0.2;0.15
INFOMED;2013;290000371;750043994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.1;0.2
INFOMED;2013;290000389;290000116;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;;;
INFOMED;2013;290000413;290009752;;;;;;;0;0;1;;;;0;0;0;0;0;0;0;0;0;0;;0.34;0.05
INFOMED;2013;290000686;440042844;;;;;;;;;1;;;;0;0;0;0;;1;1;0;0;0;;0.25;
INFOMED;2013;290000728;750821092;1;0;0;;;;1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;;4;1
INFOMED;2013;290000744;290001007;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;;0.5;
INFOMED;2013;290000850;330031089;0;0;1;;;;;;;;;;0;0;0;0;0;0;;;;0;;0.1;0.1
INFOMED;2013;290000918;290000298;;;;;;;;;;1;0;0;0;0;0;0;0;1;1;0;0;0;;4.14;1
INFOMED;2013;290000934;290000306;1;0;0;;;;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;;1.5;0.6
INFOMED;2013;290000975;290000546;;;;;;;1;0;0;;;;0;0;0;0;0;1;1;1;0;0;;1.97;0.5
INFOMED;2013;290001015;290000751;1;;;;;;1;;;;;;1;0;0;1;1;1;1;1;;1;;0.3;0.1
INFOMED;2013;290002344;440042844;;;;;;;0;0;1;;;;0;0;0;0;0;0;;;;0;;0.5;0.25
INFOMED;2013;290003953;750043994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;
INFOMED;2013;290004142;290022508;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;;1.5;0.3
INFOMED;2013;290004324;290000017;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;;29.8;3
INFOMED;2013;290004340;290000017;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
INFOMED;2013;290004365;290000017;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;0;0
INFOMED;2013;290005826;290020700;;;;;;;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;;8.3;1.8
INFOMED;2013;290019777;290022508;0;1;0;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;3.5;0
INFOMED;2013;290023431;290001049;0;0;1;;;;;;;;;;0;0;0;1;1;1;1;0;;0;;3.8;0.1
INFOMED;2013;2A0000022;2A0000014;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;;6.8;1.83
INFOMED;2013;2A0000097;2A0000063;1;;;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;;;
INFOMED;2013;2A0000139;2A0000063;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;;2;1
INFOMED;2013;2A0000154;2A0000204;0;1;0;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;2.5;0.5
INFOMED;2013;2A0000212;2A0000170;1;;;;;;;1;;;;;1;1;1;1;1;0;;;0;1;2B0000012;0;0
INFOMED;2013;2A0000261;2A0000279;;;;;;;;1;;;;;0;0;0;0;0;0;;;0;0;;;0.11
INFOMED;2013;2A0000287;2A0000386;;1;;;;;;1;;;1;;0;0;0;0;0;1;1;0;0;0;;2;0.8
INFOMED;2013;2A0002051;2A0000303;;;;;;;0;0;1;;;;0;0;0;0;0;1;1;1;0;0;;0.5;0.25
INFOMED;2013;2B0000012;2B0000020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;2
INFOMED;2013;2B0000079;2B0000046;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;1;0.5
INFOMED;2013;2B0000145;2B0000053;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;2;1
INFOMED;2013;2B0000392;2B0000129;;;1;;;;;;;;;;0;0;0;1;1;0;0;0;0;0;;2;0.2
INFOMED;2013;2B0001739;2B0001689;;;;0;0;1;;;;;;;0;0;0;0;0;0;0;0;0;0;;0;1
INFOMED;2013;2B0003289;2B0003198;;;;;;1;;;;;;;0;0;0;0;0;1;0;1;0;0;;;0.2
INFOMED;2013;2B0003917;2B0003891;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2013;2B0004113;2B0000467;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0.2;0.1
INFOMED;2013;2B0004584;130016058;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;;;
INFOMED;2013;2B0005359;2B0005342;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;200200020;0.5;0.2
INFOMED;2013;300000023;300780046;0;1;0;;;;1;0;0;1;0;0;0;0;0;0;0;0;;;0;1;300780038;5.05;0.4
INFOMED;2013;300000031;300780053;;1;;;1;;;;;;;;0;0;0;0;0;1;1;0;0;0;;3;1
INFOMED;2013;300000056;300780079;;;1;1;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;0.5;0.05
INFOMED;2013;300000080;300780103;;;;;;;;;;1;0;0;0;0;0;0;0;1;1;0;0;0;;1.9;0.5
INFOMED;2013;300000478;300781010;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;1;0.35
INFOMED;2013;300008588;340000413;;1;;;;;;;;;;;0;0;1;1;1;1;1;0;0;1;340780667;0.1;0.02
INFOMED;2013;300008638;340000413;;1;;;;;;;;;;;0;0;1;1;1;1;1;0;0;1;340780667;0.03;0.01
INFOMED;2013;300014040;300014024;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;;1;;;
INFOMED;2013;300780137;920028396;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;;1.9;0.3
INFOMED;2013;300780152;300000114;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;;3;0.9
INFOMED;2013;300780228;300000155;0;1;1;0;0;0;0;0;0;0;0;;0;0;0;1;0;0;0;0;0;0;;;
INFOMED;2013;300780244;300000171;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;;0.4;0.2
INFOMED;2013;300780285;300000726;1;;;;;;1;;;;;;0;0;0;0;0;1;1;;0;0;;2.5;0.4
INFOMED;2013;300780442;300000254;;;;;;;;;1;;;;0;0;0;0;0;0;;;0;0;;0.4;0.2
INFOMED;2013;300780475;340015171;;;;;;;0;0;1;;;;0;0;0;0;0;1;0;0;0;0;;0.25;0.1
INFOMED;2013;300780491;340016963;;;;;;;1;;;;;;0;0;0;0;0;1;0;1;0;1;340016963;0.1;
INFOMED;2013;300781424;300000692;1;0;0;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0;0
INFOMED;2013;300781465;300000726;;;1;;;;;;;;;;1;0;0;1;1;1;1;1;0;1;;1.85;0.2
INFOMED;2013;300782117;300780038;1;;;;;1;1;;;1;;;0;0;0;0;0;0;0;0;0;1;;13.53;4
INFOMED;2013;300786274;300786266;;;;;;;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;;0;0.1
INFOMED;2013;300788502;300788486;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;;3.6;0.5
INFOMED;2013;310000310;310780671;;0;;1;;;1;;;;;;0;0;0;0;0;1;1;0;1;1;;2.8;0.8
INFOMED;2013;310000369;310780754;;;1;;;;;;;;;1;0;0;0;0;0;1;1;;0;0;;4.07;
INFOMED;2013;310013628;310786256;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;1;310781406;0.2;0.1
INFOMED;2013;310020938;920000395;;;;;;;;1;0;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2013;310780085;310000021;1;0;0;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;310780135;1;0.25
INFOMED;2013;310780101;310000039;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;;4;0.5
INFOMED;2013;310780119;310000047;;;;;;;;;;1;0;0;0;0;0;0;0;1;1;0;0;0;;0.4;0.4
INFOMED;2013;310780135;310000054;1;0;0;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;4;0.5
INFOMED;2013;310780150;310788799;;;1;;;;;;1;;;;0;0;0;0;0;1;1;1;0;0;;3;0.3
INFOMED;2013;310780234;310000591;;;;;;;0;0;1;;;;0;0;0;0;0;0;0;0;0;0;;0.4;0.13
INFOMED;2013;310780259;310000096;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;;4.68;1
INFOMED;2013;310780283;310000112;1;;;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;12;0.8
INFOMED;2013;310780309;310000120;;;1;;;;;;;;;;0;0;0;0;;1;1;0;1;1;;2.44;
INFOMED;2013;310780366;310000153;0;0;1;;;;0;1;0;;;;0;0;0;1;1;1;1;0;0;0;;1;0.33
INFOMED;2013;310780374;310000161;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;;1;0.1
INFOMED;2013;310780382;310000179;0;1;0;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;4.3;0.8
INFOMED;2013;310780390;310000187;;;;;;;;;;;;1;0;0;0;0;0;1;1;0;0;1;310780309;0.4;0.05
INFOMED;2013;310780481;340015171;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;0.25;0.05
INFOMED;2013;310781000;310788880;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;;7.35;0.64
INFOMED;2013;310781067;310788898;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;1;0;;0.85;0.5
INFOMED;2013;310781133;310000427;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;;0.2;0.1
INFOMED;2013;310781158;310000443;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;;0.2;0.1
INFOMED;2013;310781422;310781562;;;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;1.5;0.5
INFOMED;2013;310781505;310000492;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;1.64;0.37
INFOMED;2013;310781521;310000500;;;;;;;;;;0;0;1;0;0;0;0;0;0;;;0;0;;0.5;0.1
INFOMED;2013;310781695;750043994;1;0;0;;;;1;0;0;;;;0;0;0;0;0;0;;;0;0;;0.5;0.2
INFOMED;2013;310781984;310014378;;;;;;;1;0;0;;;;0;0;0;1;0;0;0;0;0;0;;0.5;0.15
INFOMED;2013;310782016;310000617;0;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;0.5;0.5
INFOMED;2013;310782347;310789136;0;0;1;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;;5.3;0.8
INFOMED;2013;310782396;920000395;;;;;;;0;1;0;;;;0;0;0;0;0;0;0;0;0;0;;0.5;0.15
INFOMED;2013;310782446;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;;0.49;0.41
INFOMED;2013;310783048;310781406;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;;19.1;6.5
INFOMED;2013;310784558;310180013;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;1;310780671;1;0.1
INFOMED;2013;310784830;310788880;;;;;;;0;0;1;;;;0;0;0;0;0;1;1;0;1;0;;1;0.2
INFOMED;2013;310786389;310001433;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;0;0;;0.5;0.4
INFOMED;2013;310786702;750043713;;;;;;;1;;;;;;0;0;0;1;1;1;1;1;1;0;;;
INFOMED;2013;310787965;310788898;;;;;;;;;1;;;;0;0;0;0;0;;;1;;0;;;
INFOMED;2013;310790472;310790464;;;;;;;1;;;;;;0;0;0;0;0;1;0;1;0;0;;1;0.25
INFOMED;2013;310794094;310780754;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2013;320000086;320780117;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;;3.86;2.6
INFOMED;2013;320000094;320780125;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;1;320780117;2;0.5
INFOMED;2013;320000102;320780133;;0;1;;;;;0;1;1;;;1;1;1;1;1;0;0;0;1;0;;0.15;
INFOMED;2013;320000110;320004310;0;1;0;;;;0;1;0;;;;0;0;1;1;1;1;0;1;0;1;460000045;0.3;0.8
INFOMED;2013;320000128;320780158;;;1;;;;;1;;;;;;;;1;1;0;0;;;0;;;0.2
INFOMED;2013;320000144;320780174;0;0;1;;;;0;0;1;;;;0;0;0;0;0;0;;;0;0;;0.3;0.2
INFOMED;2013;320000151;320780182;0;0;1;;;;0;1;0;;;;0;0;0;0;0;0;0;0;0;1;320004310;0.1;0.1
INFOMED;2013;320000169;320780190;;;;;;;0;1;0;;;;0;0;0;1;1;1;0;0;0;0;;0.1;0.1
INFOMED;2013;320000185;320780216;;;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;1;460780083;0.1;0.12
INFOMED;2013;320780067;320000052;0;0;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;2;0.2
INFOMED;2013;320780109;320000078;;;;;;;;;;;;1;;;;;;;;;;;;0;0
INFOMED;2013;320784333;320000565;;;;;;;1;0;0;;;;0;0;0;0;0;1;1;1;1;0;;2;0.38
INFOMED;2013;330000217;330780347;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;;0.5;0.1
INFOMED;2013;330000332;330780545;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;;0.72;0.8
INFOMED;2013;330000340;330780552;0;1;0;1;0;0;0;1;0;;;;0;0;0;0;0;1;1;0;1;1;330780768;2.5;1
INFOMED;2013;330000555;330781204;1;;;;;;1;;;;;;0;0;0;0;0;1;1;1;1;0;;2.8;1
INFOMED;2013;330000571;330781220;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;;;1;0;;3;0.5
INFOMED;2013;330000589;330027509;0;0;1;0;0;1;0;0;1;;;;0;0;0;0;0;1;1;1;1;0;;1.75;1.07
INFOMED;2013;330000605;330781253;;;1;;;1;;;1;;;1;0;0;0;0;0;1;1;1;1;0;;8.84;2
INFOMED;2013;330000613;330781261;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;1;0.3
INFOMED;2013;330000639;330781287;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;;0;;5.2;1
INFOMED;2013;330000647;330781295;;;;;;;;;;1;;;0;0;0;0;0;1;1;1;0;0;;3;0.5
INFOMED;2013;330000662;330781329;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;10.7;0.99
INFOMED;2013;330000779;;;;;;;;;;;0;0;1;0;0;0;0;0;1;0;1;0;0;;0.4;1
INFOMED;2013;330025958;330025859;;;;;;1;;;;;;;0;0;0;0;0;0;;;0;0;;1;0.2
INFOMED;2013;330057654;310024732;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;1;0;;0.2;0.3
INFOMED;2013;330780040;330000027;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0.2;0.11
INFOMED;2013;330780073;330055930;0;0;1;;;;;;;;;;0;0;0;0;0;0;;;0;0;;0.66;
INFOMED;2013;330780081;330000043;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;;3.5;0.6
INFOMED;2013;330780115;330000076;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;;3.5;0.2
INFOMED;2013;330780123;330000084;0;0;1;;;;;;;;;;1;0;1;1;1;0;;;0;0;;0.73;
INFOMED;2013;330780149;330000282;;;1;;;;;;;;;;0;0;0;0;0;0;;;0;0;;0.2;0.1
INFOMED;2013;330780206;330000126;0;0;1;;;;0;0;1;;;;0;0;1;1;1;1;1;0;0;0;;2;0.2
INFOMED;2013;330780255;330010059;;;1;0;0;0;0;0;0;0;0;0;;;;1;1;1;0;1;0;0;;0.5;0.2
INFOMED;2013;330780263;330000134;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;;;0;0;;3;0.4
INFOMED;2013;330780271;330021429;;;1;;;;;;;;;;1;0;1;1;1;0;;;0;0;;1;
INFOMED;2013;330780321;330000209;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;;0.3;0.02
INFOMED;2013;330780453;330000308;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;330780453;5;1
INFOMED;2013;330780479;330000274;0;0;1;;;;0;0;1;;;;0;0;0;0;0;1;1;0;0;0;;6.6;0.8
INFOMED;2013;330780487;330000282;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;;1;0.1
INFOMED;2013;330780495;330796392;;1;;;;;;1;;;0;;0;0;0;0;0;0;0;0;0;1;330780529;2;0.2
INFOMED;2013;330780503;330000308;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;330780453;6;0.9
INFOMED;2013;330780511;330000316;0;0;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;1;0.25
INFOMED;2013;330780529;330796392;;1;;;;;;1;;;;;0;0;0;0;0;0;;;1;0;;3;0.6
INFOMED;2013;330780537;330000324;0;0;1;;;;;;;;;;0;0;0;0;0;;1;0;1;0;;2.3;1
INFOMED;2013;330780560;330781386;;;;;;;0;0;1;;;;0;0;0;0;0;1;1;1;1;0;;0;0.2
INFOMED;2013;330780719;310020383;;;;;;;0;0;1;;;;0;0;0;0;0;0;0;0;0;0;;0.5;0.11
INFOMED;2013;330780735;310021035;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;;0.5;0.1
INFOMED;2013;330780743;330056540;;;;;;;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;;0.5;0.1
INFOMED;2013;330780750;330056540;;;;;;;1;;;;;;0;0;0;1;1;0;;;0;0;;0.25;0.07
INFOMED;2013;330780768;330780552;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;1;330000340;;0.2
INFOMED;2013;330781121;930019484;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;0;0;1;1;0;0;0;;0.5;0.1
INFOMED;2013;330781139;330056540;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;330056540;1;0
INFOMED;2013;330781188;330056540;;;;;;;;;;1;;;0;0;0;1;1;1;0;1;0;0;;0.05;0
INFOMED;2013;330781303;750821092;0;1;0;;;;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;;3;1
INFOMED;2013;330781360;330781196;1;;;;;;1;;;1;;;0;0;0;0;0;1;1;1;0;0;;17.08;11.5
INFOMED;2013;330782582;330000928;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;;4;0.3
INFOMED;2013;330783614;330785072;;;;;;;;;;;;1;1;1;1;1;1;0;0;0;0;;;;0.1
INFOMED;2013;330783648;330781196;1;;;;;;1;;;;;;0;0;0;0;0;1;1;1;0;;;;1.14
INFOMED;2013;330783960;750005068;;;;;;;;;;0;0;1;0;0;0;0;0;1;0;1;1;0;;0.58;0.03
INFOMED;2013;330785064;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;330000639;0;0.1
INFOMED;2013;330802752;330781196;;;;;;;;;;1;;;0;0;0;0;0;1;1;1;0;0;;;0.04
INFOMED;2013;330802778;310020383;;;;;;;0;0;1;;;;0;0;0;0;0;0;0;0;0;0;;0.6;0.2
INFOMED;2013;330804501;330781212;1;;;;;;1;;;;;;;;;;;;;;;1;330027509;1;1
INFOMED;2013;340000025;340780048;;1;;;;;1;;;;;;0;0;1;1;1;0;0;;1;0;;0.3;0.2
INFOMED;2013;340000033;340780055;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;;;0;0;;3.8;2
INFOMED;2013;340000181;340780469;0;0;1;;;;0;0;1;;;;0;0;1;1;0;1;0;1;0;1;340780220;0.5;0.07
INFOMED;2013;340000207;340780493;0;1;0;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;3.98;1
INFOMED;2013;340000215;340780519;0;0;1;;;;0;0;1;;;;1;1;1;1;1;0;0;0;0;1;340780535;;0.2
INFOMED;2013;340000223;340011295;;1;;0;0;0;;1;;1;;;0;0;0;0;0;1;1;0;0;0;;6.11;0.9
INFOMED;2013;340000231;340780535;0;0;1;;;;0;0;1;;;;0;0;0;0;0;0;;;0;0;;0;0.2
INFOMED;2013;340000249;340780543;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;1;340780535;0.5;0.2
INFOMED;2013;340000439;340780881;;;;;;;0;0;1;;;;0;0;0;0;0;0;0;0;0;0;;0.34;0.21
INFOMED;2013;340001064;340013028;;;;;;;1;;;;;;0;0;0;0;0;1;1;1;0;1;;1;0.84
INFOMED;2013;340008176;340780469;;;;;;;0;0;1;;;;0;0;1;1;0;1;0;1;0;1;340780220;0.5;0.07
INFOMED;2013;340009018;340008978;;;;;;;0;1;0;;;;0;0;0;0;0;0;;;0;0;;;0.3
INFOMED;2013;340009885;340009877;0;0;1;;;;;;;;;;0;0;0;0;0;1;1;1;1;0;;3;0.1
INFOMED;2013;340010149;340010099;;;;;;;;;;0;1;0;0;0;0;0;0;0;;;0;0;;;0.3
INFOMED;2013;340013119;340000264;0;0;1;;;;;;;;;;0;0;0;;0;0;0;0;0;0;;0;0.23
