BOR;AN;FI;FI_EJ;EMGER;EVALIH;EVALEH;FILACT;ETP;UGER;LIT_GER;PLA_GER;SEJHC_GER;SEJHP_GER;JOU_GER;EFFPL_PM;EFFPL_GER;EFFPA_PM;EFFPA_GER;ETP_PM;ETP_GER;GAR_PM;GAR_GER;AST_PM;AST_GER;EFFPL_INF;EFFPL_AID;EFFPL_ERG;EFFPL_PMT;EFFPL_APNM;EFFPA_INF;EFFPA_AID;EFFPA_ERG;EFFPA_PMT;EFFPA_APNM;ETP_INF;ETP_AID;ETP_ERG;ETP_PMT;ETP_APNM
MCOGER;2013;640780755;640780417;0;;;;;1;30;0;925;0;10698;3;;;;2.62;;0;;1;;10;12;;;5;1;1;;;;10.4;12.27;;;5.72
MCOGER;2013;650000045;650780158;1;2441;12;197;1.25;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;650000052;650780166;1;366;71;393;;1;25;2;949;20;7476;1;1;;;0.5;0.5;;;;;;;;;3;;;;;;;;;;1.33
MCOGER;2013;650000417;650783160;1;261;;238;;1;20;0;685;6;6685;8;8;1;1;8.1;8.1;;;;;;;;;;;;;;;;;;;
MCOGER;2013;650780679;650000243;1;30;1;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;650784218;650780174;1;355;290;487;2.21;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;660000084;660780180;1;835;;776;1;1;38;0;1205;3;15093;4;2;0;;4;2;0;0;1;1;19;21;;;9;4;;;;;22.28;21.96;;;8.63
MCOGER;2013;670000025;670780055;1;1663;;1446;3;1;25;;483;0;7406;3;3;;;1.13;1.13;1;1;1;1;7;11;1;0;10;3;1;0;0;2;8.35;9.78;0.39;0;9.41
MCOGER;2013;670000157;670780337;1;691;89;780;4.8;1;24;0;591;0;7068;3;2;1;1;1.86;1.62;0;0;1;1;14;14;;;2;1;7;;;4;16.39;15.92;;;6.13
MCOGER;2013;670000165;670780345;0;;;;;1;;7;0;647;0;;;;;0.33;0.33;0;0;1;1;1;1;;;3;1;;;;;1.8;1;;;2.9
MCOGER;2013;670000272;670780543;0;;;;;1;;4;0;326;0;;;1;;0.2;;0;;0;;;;;;;1;;1;;1;0.5;;0.25;;0.25
MCOGER;2013;670000306;670780584;0;;;;;1;17;8;463;1088;6349;1;1;4;4;3.04;3.04;0;0;1;1;7;9;;;7;2;2;2;0;17;8.55;10.6;1.06;0;13.93
MCOGER;2013;670014042;670013754;0;;;;;1;;4;;;;;;;2;;0.21;0;0;0;0;;;;;2;2;;;;;0.45;;;;0.25
MCOGER;2013;670780188;670014604;0;;;;;1;40;0;948;6;10841;29;;44;;40;;;;1;1;14;18;;;1;6;7;;;;14.54;14.65;;;1
MCOGER;2013;670783133;670780055;0;;;;;1;48;10;833;2090;15810;5;1;;;2.53;0.38;1;1;1;1;19;21;0;0;20;2;2;1;0;10;20.85;22.9;1.34;0;24.23
MCOGER;2013;670797539;670014604;1;;;;2.25;1;;5;0;727;0;1;;3;;2.17;;;;1;1;;;;;1;;;;;1;;;;;3.05
MCOGER;2013;670798636;670014604;0;;;;;1;;3;0;355;0;10;;12;;17.17;;0;0;1;1;;2;;;;1;;;;1;0.75;1.96;;;1.17
MCOGER;2013;680000122;680000346;1;;;;;1;;10;0;896;0;1;;2;;1.29;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;680000544;680000395;0;;;;;1;10;5;4;634;0;1;1;1;;1.6;1;;;1;1;4;3;;;1;1;1;;1;2;4.5;3.75;;0.5;1.76
MCOGER;2013;680000577;680000411;0;;;;;1;;12;0;2891;0;16;0;1;0;6.27;0;0;0;1;1;15;20;;;15;10;8;;;13;23.58;27.17;0.26;;26.84
MCOGER;2013;680000700;680001005;0;;;;;1;;4;0;474;0;1;;;;1;;0;;0;;2;3;;;2;2;;1;;3;3.3;3;0.5;;4.1
MCOGER;2013;680000882;680016011;0;;;;;1;30;7;926;1196;12465;4;4;;;2.6;2.6;0;;;;9;11;;;4;12;2;;;;12.34;11;;;2.7
MCOGER;2013;680004546;680000486;0;;;;;1;25;;559;1;9065;2;0;0;0;1.7;0;0;;1;;8;10;0;0;3;4;1;0;0;3;11.59;11.29;0;0;2.79
MCOGER;2013;680004553;680000486;1;685;213;825;6.4;1;12;6;567;1680;2118;8;2;1;0;6.4;2;0;0;1;1;4;5;1;0;6;1;1;0;0;0;6.21;5.83;0.03;0;3.1
MCOGER;2013;680004579;680000973;1;1446;494;1940;7.2;1;25;10;606;2108;9085;8;8;5;5;2.5;2.5;0;;1;;10;8;1;;8;1;4;1;;6;10.95;11.27;1.31;;10.7
MCOGER;2013;690000013;690780036;0;;;;;1;8;;57;0;810;4;;7;;10.49;;0;0;0;0;27;28;;;9;;10;;;9;26.65;12.28;;;15.08
MCOGER;2013;690000021;690780044;0;;;;;1;16;0;427;5;5584;;;9;1;2.1;0.6;0;0;0;0;4;6;;;6;4;8;;;6;5.87;7.6;;;6.32
MCOGER;2013;690000245;690780432;0;;;;;1;56;2;1890;146;17270;16;16;13;3;14.28;12.94;0;0;1;1;34;61;;;89;;8;;;10;23.45;43.98;;;41.01
MCOGER;2013;690000575;690782222;1;630;51;593;3.15;1;8;0;878;1;3265;2;;;;1.11;;0;;1;;;;;;1;;;;;;;;;;0.5
MCOGER;2013;690000583;690782230;0;;;;;1;15;0;259;7;5391;;;2;1;0.3;0.1;;1;;;3;4;0;0;1;2;3;1;0;1;3.84;5.54;0.2;0;1.38
MCOGER;2013;690000591;690782248;0;;;;;1;15;0;278;1;4204;2;;;;2;;1;1;0;0;4;8;;;3;3;6;;;6;6.8;11.65;;;4.5
MCOGER;2013;690000773;690782925;0;;;;;1;20;0;657;5;6459;3;3;0;0;2;2;1;1;1;1;11;9;;;3;;;1;2;2;9.75;8.95;0.15;0.25;2.04
MCOGER;2013;690780416;690031190;0;;;;;1;10;0;274;1;3254;0;0;2;2;1;1;0;0;1;1;3;3;;;;1;1;;;2;3.3;3.3;;;0.71
MCOGER;2013;690781737;750721334;0;;;;;1;44;0;1224;3;12902;2;;2;2;3.6;1.6;;;1;1;10;10;;;6;13;12;1;;4;14.74;12.84;0.45;;5.89
MCOGER;2013;690783154;690781810;1;1104;;887;9.41;1;65;;1493;7;13958;7;4;;1;5.33;3.53;0;0;1;1;40;39;;;17;7;11;;;6;25.02;24.75;0.53;;13.11
MCOGER;2013;690784137;690781810;1;604;;345;2.7;1;26;1;866;75;8846;4;1;2;3;3.35;3.5;;;;;11;12;;;8;2;3;;;5;12.23;15.71;;;9.04
MCOGER;2013;690784194;690781810;0;;;;;1;67;8;1272;1044;15949;2;4;3;4;1.8;7.07;;;;;31;27;;;21;10;11;;;7;35.9;34.02;0.34;0;26.43
MCOGER;2013;690787429;690781810;1;;;;;1;27;5;626;510;9067;2;2;1;1;2.56;2.43;0;0;1;1;10;18;;;10;2;1;;;3;9.53;15.27;0.15;;14.91
MCOGER;2013;690787452;690781810;0;;;;;1;31;0;970;459;14177;;1;2;3;1.82;3.64;0;0;1;1;14;17;;;4;5;2;;;4;24.65;27.75;1.35;;14
MCOGER;2013;690787460;690782222;0;;;;;1;16;0;441;2;5665;2;;;;2;;0;;1;;6;6;;;8;2;3;1;;2;7.65;8.6;0.78;;9.05
MCOGER;2013;690787478;690781810;0;;;;;1;31;0;550;1;9209;1;2;1;1;1.4;3.05;;;;;7;14;;;4;7;5;;;1;11.69;17.02;0.24;;6.04
MCOGER;2013;690805361;690805353;1;1229;65;867;2.75;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;700000011;700780026;1;651;12;312;1.75;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;700000029;700004591;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;700780208;700004591;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;710010067;710780644;1;;;;;1;25;;792;52;8629;;;;;;;;;;;5;8;;;3;7;4;;;1;9.4;10.4;;;3.5
MCOGER;2013;710010786;710781451;0;;;;;1;8;1;370;206;2597;1;1;0;0;0.75;0.75;0;;1;;0;0;0;0;0;9;11;0;0;6;2.66;3.36;0;0;1.4
MCOGER;2013;710978123;710781063;0;;;;;1;15;0;309;0;3667;1;;;;1;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;710978263;710780958;1;967;12;632;4.2;1;21;;678;1;7335;3;3;;;2.7;2.7;0;0;0;0;6;10;1;;4;4;5;0;;2;9.34;10.1;0.33;;5.2
MCOGER;2013;710978289;710780263;1;1245;;615;;1;13;0;561;1;4632;1;1;;;0.6;0.6;1;1;1;1;;2;;;;1;1;;;1;0.5;2.8;;;0.1
MCOGER;2013;710978313;710976705;1;;;;;1;15;0;453;3;4871;2;;1;;1.59;;;;;;5;6;;;3;1;;;;5;5.31;5.29;;;4.43
MCOGER;2013;710978347;710781204;0;;;;;1;15;0;786;4;9701;1;1;1;;1.45;1;0;0;0;0;10;13;;;5;3;1;;;1;11;12.53;;;5.8
MCOGER;2013;720000033;720000025;1;1474;;1250;5.9;1;60;;1663;2;21565;2;;1;;2.8;;0;0;1;1;16;19;;;3;6;13;;;2;21.48;28.14;;;4.2
MCOGER;2013;720000124;720000066;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;720000470;610780082;0;;;;;1;8;;353;0;3639;;;;;;;;;;;7;7;;;4;0;3;;;1;4.1;5.65;;;2.69
MCOGER;2013;720016179;720016724;1;41;0;41;1.21;1;12;;65;80;814;;;1;1;0.65;0.65;1;1;0;0;;;;;;;;;;1;;;0.11;;0.46
MCOGER;2013;730000031;730000015;1;467;;435;;1;20;4;624;367;7223;;;;;;;;;;;8;7;;;2;4;4;;;8;10.29;9.96;;;6.61
MCOGER;2013;730000049;730002839;1;110;0;96;1;1;12;0;382;1;4267;1;1;1;1;1;1;0;0;1;1;0;0;;;;12;14;;;9;5.96;6.02;;;3.76
MCOGER;2013;730000080;730780103;1;;;358;1.25;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;730000262;730002839;1;329;0;296;1.61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;740000237;740781133;1;1308;286;1472;7.7;1;26;5;636;1045;9773;6;0;7;0;6.98;0;1;;1;;13;18;4;0;9;6;1;0;0;8;16.24;17.91;2.54;0;12.75
MCOGER;2013;740000286;740781190;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;740000302;740781216;0;;;;;1;18;0;606;4;6337;0;0;1;1;0.8;0.8;0;0;1;1;12;13;;;0;4;4;;;3;14.8;16.5;;;0.7
MCOGER;2013;740000328;740790381;1;;;;4.48;1;36;4;803;18;8892;8;8;;;2.53;2.53;0;0;0;0;24;29;;;10;;;;;;11.62;15.27;;;3.58
MCOGER;2013;740781141;740790258;1;177;0;161;2.59;1;10;;314;1;3611;4;4;;;1.49;1.49;0;0;0;0;7;3;;;0;0;2;;;0;4.66;4.61;;;0.34
MCOGER;2013;740781224;740001839;1;218;;203;4.32;1;25;1;503;162;7890;3;3;;;1.6;1.6;0;0;0;0;9;8;;;6;2;3;;;2;10.4;10.88;;;6.45
MCOGER;2013;750000523;750150120;1;1556;0;1090;2;1;15;15;510;826;5500;4;1;3;3;2.88;2.88;1;0;1;0;11;8;;;5;1;;;;2;6.88;6.16;0.24;;5.47
MCOGER;2013;750041543;750712184;1;;;;;1;31;5;888;1047;11398;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;750100018;750712184;1;421;0;315;1.25;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;750100042;750712184;1;1343;157;423;3;1;18;1;591;1;6241;3;3;;;2.1;2.3;1;1;0;0;10;12;;;;;1;;;;10;12.42;;;
MCOGER;2013;750100083;750712184;0;;;;;1;40;6;958;1218;14135;3;3;1;0;3.5;3;0;0;0;0;20;23;0;0;3;3;2;0;0;0;20.58;23.96;0;0;3
MCOGER;2013;750100091;750712184;1;412;0;412;1.2;1;29;0;785;1;9822;3;3;1;0;3.5;3;0;;0;;12;18;0;0;2;4;1;0;0;1;15.86;18.86;0;0;2.5
MCOGER;2013;750100125;750712184;1;27;;27;1.51;1;30;2;788;415;10624;2;;7;;6.58;;;;;;19;22;;1;8;;;;2;5;19;22;;2.21;9.6
MCOGER;2013;750100216;750712184;0;;;;;1;10;2;279;276;3435;1;1;;;1;1;1;1;1;1;4;4;1;1;1;;2;;;;3.5;5.7;0.2;0.1;0.5
MCOGER;2013;750100232;750712184;1;;;;;1;18;3;443;654;6998;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;750100273;750712184;1;;;;;1;14;0;470;0;5015;1;0;0;0;1;0;0;0;0;0;6;7;0;0;1;0;1;0;0;1;6;7.86;0;0;1.5
MCOGER;2013;750100299;750712184;1;;;;1;1;29;2;727;349;10070;5;5;1;1;3.8;3.8;;;;;24;31;;;3;2;2;;;1;17.3;25.84;;;2.56
MCOGER;2013;750150146;750720609;0;;;;;1;32;;835;1;10868;;1;;4;;2.75;;;;;10;12;1;1;7;1;;;;4;10.5;12;1;1;8.77
MCOGER;2013;750150377;750721334;0;;;;;1;24;0;743;4;7299;3;;13;;3.99;;1;0;0;0;9;6;;;5;1;9;;;;9.02;8.95;;;4.17
MCOGER;2013;750801441;750712184;1;1385;178;547;4.7;1;35;10;738;3072;9637;1;1;3;3;3.1;3.1;0;0;1;1;11;10;0;0;3;27;32;6;2;56;18.7;22.6;1.05;0.1;13.1
MCOGER;2013;750803447;750712184;1;;;;1.5;1;26;6;726;1068;8837;9;9;2;2;7.35;7.35;;;;;9;6;;;3;2;1;;;;9.26;6.27;;;2.96
MCOGER;2013;760000018;760780023;1;503;20;452;2.2;1;26;4;915;4;11241;4;4;;;4;4;0;0;1;1;10;11;0;0;5;6;4;0;0;1;11.95;13.28;0;0;5.02
MCOGER;2013;760000141;760780239;0;;;;;1;63;0;1594;0;21775;;;;;;;;;;;20;28;;;19;8;9;;;5;27.59;35.77;;;20.03
MCOGER;2013;760000158;760780239;1;898;264;735;;1;58;2;1796;593;17972;10;5;;;7.01;4.79;;;;;17;26;;;13;15;12;;;6;28.96;32.97;;;16.34
MCOGER;2013;760000364;760780734;1;486;;362;1.74;1;13;0;551;2;5248;2;2;0;0;1.5;1.5;0;0;1;1;9;9;0;0;4;2;1;0;0;1;9.81;9.82;0;0;1.79
MCOGER;2013;760000463;760024042;1;739;;697;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;760805770;760780726;1;721;12;629;3.16;1;24;0;968;3;10092;2;2;1;1;2.03;2.03;0;0;1;1;10;12;0;0;7;6;8;0;0;0;12.76;16.01;0;0;6.04
MCOGER;2013;770000131;770110013;1;267;;505;2.12;1;28;1;850;23;9676;3;1;2;0;4;1;0;0;1;1;9;12;;;;3;1;;;3;10.51;13.27;;;4.81
MCOGER;2013;770000149;770110021;1;172;14;169;1.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;770000156;770110054;1;221;0;211;1.2;1;30;;;;;5;5;;;5;5;0;;1;;8;13;;;5;4;1;;;1;11.66;13.42;;;5.73
MCOGER;2013;770000164;770110062;0;;;;;1;10;1;200;79;1939;1;;;;1;;;;;;4;8;;;5;;;;;;2.67;3.83;;;1.93
MCOGER;2013;770000172;770110070;1;572;0;455;3.05;1;15;1;363;130;4083;3;2;;;1.08;1.2;;;0;0;11;4;;;;1;3;;;1;3.85;4.66;;;0.52
MCOGER;2013;770000180;770130011;0;;;;;1;33;;303;2;8602;0;;6;1;1.5;0.25;;;1;1;6;12;0;0;11;2;4;0;0;6;7.6;14.2;0;0;12.7
MCOGER;2013;770000214;770130052;1;305;;356;1;1;33;0;722;1;10927;;;;;;;;;;;14;12;;;8;4;1;;;2;16.11;13.86;;;8.78
MCOGER;2013;770000446;770700185;1;405;497;700;4.8;1;23;;567;3;7595;2;1;1;1;2.73;2.23;0;0;0;0;8;3;;;8;6;4;;;;13.01;5.77;;;6.33
MCOGER;2013;770019032;770170017;1;587;139;711;0.3;1;25;0;513;253;9082;3;2;1;1;3.01;1.76;0;0;0;0;6;9;;;2;3;;;;1;11.63;13.79;;;1.64
MCOGER;2013;780000287;780110011;1;1023;;614;2.25;1;20;;636;0;7125;3;;;;3.53;;1;;;;8;8;;;7;3;4;;;3;9.16;11.81;;;6.58
MCOGER;2013;780000295;780002697;0;;;;;1;15;5;349;21;4371;3;3;1;1;3.24;3.24;1;1;0;0;6;11;;;1;1;1;;;2;6.55;10.01;;;1.43
MCOGER;2013;780000303;780110037;1;0;255;225;0.7;1;50;3;1572;321;16534;3;1;8;6;6.47;3.73;1;1;1;1;13;24;;;1;14;21;3;2;14;20.78;35.24;0.71;0.58;3.7
MCOGER;2013;780000311;780001236;1;;;;1.55;1;0;3;712;344;6911;;;1;1;0.6;0.6;0;0;0;0;;;;;1;;;;;1;;;;;1.95
MCOGER;2013;780000329;780110052;1;1971;;621;3;1;21;2;812;295;7627;5;;1;;5.13;;0;0;0;0;10;10;;;5;3;3;1;;5;12.74;12.53;0.5;;7.15
MCOGER;2013;780000337;780001236;1;881;0;608;2.1;1;20;0;;;;3;3;;;2.35;2.35;0;0;0;0;13;14;;1;3;1;;;;;12.55;12.03;;0.5;2.5
MCOGER;2013;780000345;780110078;1;;;;1;1;1;1;20;67;127;;1;;;;0.5;;;;;;;;;;;;;;;;;;;
MCOGER;2013;780000386;780021788;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;780008298;750043994;0;;;;;1;20;0;;;;2;;;;2;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;780140018;750005068;0;;;;;1;31;;499;3;6512;5;5;1;1;5.4;5.4;1;;0;;12;18;;;5;8;;1;1;12;16.01;18;0.15;0.69;9.69
MCOGER;2013;780150066;780808614;0;;;;;1;80;2;;;;7;7;19;2;9.42;7.8;1;1;0;0;22;26;;;75;5;5;;;17;22.27;28.1;;;15.73
MCOGER;2013;780800256;780110078;0;;;;;1;8;;289;0;2924;1;;;;0.5;;0;;1;;4;3;0;0;2;1;1;0;0;0;4.18;3.27;0;0;3.04
MCOGER;2013;790000087;790000012;1;817;200;1050;4;1;30;2;1222;188;9520;;;2;1;0.7;0.5;0;0;1;1;10;17;;;4;5;3;;;3;12.65;19.07;;;4.79
MCOGER;2013;790000103;790006654;1;336;0;336;1.45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;790000111;790000046;1;;;;2.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;790000137;790000061;1;;;;2.1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;800000143;800000028;1;608;86;486;3.5;1;28;;735;3;10316;4;4;0;0;3.2;3.2;0;0;1;0;7;11;0;0;4;4;4;0;0;3;10.46;15.32;0;0;5.67
MCOGER;2013;800000390;800000085;0;;;;;1;8;;363;23;3461;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;800006124;800000044;1;127;0;127;5.29;1;102;2;2288;221;34836;10;6;6;3;8.33;5.29;1;1;0;0;32;53;;;20;6;4;;;4;36.7;55.04;0.08;;20.48
MCOGER;2013;810000448;810099945;1;;;;0.48;1;16;0;307;2;4001;;;1;1;0.3;0.3;;;1;1;;;;;;15;18;1;;8;7.07;7.66;0.1;;3.1
MCOGER;2013;810000505;810000331;1;1909;109;904;3.4;1;16;0;537;2;5507;1;0;2;0;1.65;0;;;;;8;11;0;0;6;3;1;0;0;2;9.98;9.78;0;0;3.31
MCOGER;2013;810000521;810000380;1;1490;305;888;5.5;1;22;0;769;0;7905;3;3;1;1;3.8;3.8;0;0;1;1;12;14;;;6;2;1;;;2;11.65;12.94;;;2.85
MCOGER;2013;810000539;810000398;1;399;157;482;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;810000562;810000455;1;399;157;482;1.25;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;820000032;820000016;1;1000;0;388;2.5;1;14;0;474;2;5024;3;2;;;1.9;1.15;0;0;1;1;9;11;;;4;1;;;;4;5.9;7.54;;;2.71
MCOGER;2013;830000279;830100517;1;2033;;997;2.73;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;830000287;830100525;1;1206;0;646;3.1;1;15;0;573;0;5449;1;;2;;1.73;;0;;0;;7;9;;;7;2;;;;1;7.97;9.06;;;7.24
MCOGER;2013;830000295;830100533;1;687;0;559;1.3;1;60;;1648;1;20243;10;5;;;9.4;4.4;0;0;0;0;14;17;;;7;9;6;;;7;22.93;23.86;;;13.78
MCOGER;2013;830000311;830100566;1;804;0;804;1.8;1;30;0;1058;2;11278;3;3;;;3;3;;;1;1;12;13;;;6;2;2;;;4;13.68;12.87;;;8.67
MCOGER;2013;830000345;830100616;1;940;;550;1.5;1;51;;1749;10;19409;4;3;1;1;4.6;3.6;;;;;18;21;;;10;;7;;;4;22.63;27.72;;;14.6
MCOGER;2013;830009528;830100566;0;;;;;1;0;5;0;1575;0;1;1;1;;0.95;0.55;0;;0;;12;13;;;4;2;1;;;2;13.6;13.96;;;5.61
MCOGER;2013;830100558;690781810;0;;;;;1;3;0;67;0;706;;;;;0.2;0.19;1;0;0;0;;2;;;;;;;;;0.87;2.23;;;0.32
MCOGER;2013;830100855;830000493;0;;;;;1;36;0;1219;4;12384;;;8;6;0.72;0.61;1;1;1;1;7;8;;;;2;2;;;5;7.94;9.2;;;0.48
MCOGER;2013;840000343;840000012;1;1180;85;368;3.4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;840000392;840000046;1;;;391;2.8;1;10;;;;;1;;;;1;;;;1;1;;;;;;;;;;;;;;;
MCOGER;2013;840000426;840000061;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;840000483;840000087;0;;;;;1;19;1;581;1;6681;2;2;;;1.17;1.17;0;0;0;0;7;10;;;2;7;6;;;;11.04;13.59;;;1.67
MCOGER;2013;840000525;840000111;1;1655;0;457;6;1;5;1;96;1;963;1;1;;;0.4;0.4;0;0;1;0;1;2;;;;1;;;;;1.5;2;;;
MCOGER;2013;840001861;840006597;1;1316;909;846;4.04;1;25;4;763;552;8822;1;0;0;0;1.65;0;0;;0;;13;13;;;7;1;2;;;3;12.47;12.2;;;4.97
MCOGER;2013;850000142;850000019;1;810;;679;2.34;1;;;1569;6;12793;;;4;4;0.94;0.94;0;0;1;1;;;;;;;;;;;;;;;
MCOGER;2013;850000175;850009010;1;28;0;28;0.32;1;15;;376;0;3959;2;0;1;1;1.3;0.07;0;0;0;0;4;5;;;3;4;6;;;1;5.26;9.35;;;2.02
MCOGER;2013;850000233;850009010;0;;;;;1;10;;332;0;3041;;;1;;0.65;;0;;1;;7;;0;0;5;0;8;0;0;3;7.19;5.45;0;0;5.38
MCOGER;2013;850000241;850000084;1;617;0;532;2.15;1;25;;739;0;9051;2;2;;;1.85;1.85;0;0;1;1;17;14;0;0;2;5;6;0;0;1;19.44;17.57;0;0;1.96
MCOGER;2013;850009630;850000035;1;360;0;345;;1;12;0;476;0;4220;2;2;;;1.2;1.2;0;0;1;1;2;6;;;2;5;4;;;;6.67;9.29;;;0.35
MCOGER;2013;860000025;860780063;0;;;;;1;20;1;813;119;7697;2;2;;;0.91;0.91;0;0;1;1;9;10;2;;1;2;2;;;3;10.72;11.17;1.89;;2.38
MCOGER;2013;860000223;860013077;1;742;0;641;3;1;79;0;2716;0;26617;9;9;5;4;3.85;3.7;0;0;1;1;46;92;3;;17;19;23;;;12;31.02;46.72;0.8;;12.36
MCOGER;2013;870000064;870000015;1;1931;0;1640;3.74;1;28;2;1056;475;10464;115;;76;;95.49;;;;;;21;18;;;24;2;1;;;1;20.49;16.64;;;11.68
MCOGER;2013;870000098;870000023;1;1937;162;935;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;870000270;870000031;1;130;0;130;1.1;1;17;0;654;3;5616;1;;1;;1.5;;0;;1;;2;2;;;;2;3;;;1;3.71;4.3;;;0.5
MCOGER;2013;880000021;880007059;1;792;135;700;1.7;1;24;0;641;3;6304;;;;;;;0;0;1;1;10;11;;;10;;;;;;7.9;9.27;;;2.19
MCOGER;2013;880000047;880780077;1;;0;;1.5;1;20;;515;0;6046;3;3;4;4;3.59;3.59;0;0;1;1;6;7;1;1;1;2;0;;;1;7.6;7;0.4;0.2;1.3
MCOGER;2013;880000062;880780093;1;261;22;315;2.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;880000070;880007299;0;;;;;1;12;5;486;285;4119;3;;;2;3;0.1;0;0;1;1;;;;;;17;20;;;7;4.27;5.23;;;2.56
MCOGER;2013;890975527;890000037;0;;;;;1;27;0;967;1;9652;3;2;;;3;2;0;0;1;1;10;11;;;5;3;2;;;;12.4;12.6;;;4.5
MCOGER;2013;890975535;890000409;0;;;;;1;19;;591;15;6287;3;;;;2.16;;1;0;0;0;11;12;;;8;1;;;;2;8.86;9.77;;;4.2
MCOGER;2013;890975543;890000417;1;157;50;113;1.22;1;20;;598;0;5936;2;;;;1.2;;0;;1;;12;9;1;;7;2;3;;;;8.1;7.31;0.16;;3.03
MCOGER;2013;890975550;890970569;1;1183;156;976;1.08;1;29;0;993;1;10474;5;4;2;2;5.48;5.1;0;0;1;1;7;7;0;0;6;5;4;0;0;1;11.04;6.65;0;0;6.81
MCOGER;2013;900000167;900000365;1;;;;0.8;1;8;0;543;2;2886;3;2;;;2.2;1.2;;0;;1;;;;;;;;;;;;;;;
MCOGER;2013;910000272;910110014;1;462;11;261;2.32;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;910000298;910110055;1;586;10;279;1.41;1;20;;;;;2;1;;1;1.88;1;0;0;0;0;7;11;;;1;;1;;;2;7.31;10.92;;;1.22
MCOGER;2013;910000306;910110063;1;100;0;;1.52;1;10;2;304;44;3494;1;1;;;1;1;;;;;6;8;;;2;1;;;;6;6.87;8;;;3.55
MCOGER;2013;910001973;910019447;1;184;0;113;0.3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;910018423;910019454;0;;;;;1;10;0;246;0;3168;;1;;0;;1;;1;;0;3;5;0;0;0;;1;;0;1;2.5;5;0;0;0.3
MCOGER;2013;910020254;910002773;1;790;0;347;2.3;1;28;0;806;1;10217;;;4;4;4;4;0;0;0;0;13;16;;;3;1;1;;;;13.9;16.8;;;3
MCOGER;2013;910100015;750712184;0;;;;;1;24;2;493;262;7089;3;2;2;2;3.8;2.8;1;1;1;1;13;23;;;9;1;;;;;13.8;23;;;9
MCOGER;2013;910100023;750712184;0;;;;;1;30;3;739;923;9733;;;9;8;6;5.6;1;;1;;10;18;;;3;2;4;;;2;11.6;20.6;;;4.6
MCOGER;2013;910150069;910000033;1;;29;24;2.5;1;68;4;2079;864;22341;6;;8;;10.94;;1;1;0;0;24;38;3;;42;3;2;2;;4;26.02;38.74;3.32;;44.32
MCOGER;2013;910300060;750043994;0;;;;;1;20;;;;;2;2;;;2;2;1;1;0;0;6;8;;;;2;1;;;;6.93;8.33;;;
MCOGER;2013;920000569;920026374;0;;;;;1;38;0;1330;0;12822;4;3;10;2;3.89;2.64;0;0;0;0;15;20;;;10;3;5;;;4;16.05;20.15;;;14
MCOGER;2013;920000577;920110020;1;;;;;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
