BOR;AN;FI;FI_EJ;PERSO;PRESTA;MAD;FI1;FI2
Q26;2013;530007285;530007210;N3000;0;1;530000264;
Q26;2013;530031509;530000868;N2000;1;;;
Q26;2013;530031962;530000975;N2000;1;0;;
Q26;2013;530031962;530000975;N5000;1;0;;
Q26;2013;540000015;540023264;N2000;0;1;540000015;540000031
Q26;2013;540000023;540000049;N2000;1;0;;
Q26;2013;540000072;540014081;M3000;1;0;;
Q26;2013;540000148;540019007;N2000;0;1;540000155;
Q26;2013;540000148;540019007;N5000;0;1;540000155;
Q26;2013;540000155;540000080;M1000;1;0;;
Q26;2013;540000155;540000080;M1010;1;0;;
Q26;2013;540000155;540000080;N2000;1;1;540000056;
Q26;2013;540000270;540003399;M1000;0;1;540023264;
Q26;2013;540000270;540003399;N1000;0;1;540000148;
Q26;2013;540000270;540003399;N2000;1;0;;
Q26;2013;540000585;540006707;N2000;1;0;;
Q26;2013;540000585;540006707;N4000;1;0;;
Q26;2013;540000668;540006707;N2000;1;0;;
Q26;2013;540000668;540006707;N4000;1;0;;
Q26;2013;540000726;750721334;M2000;0;1;540002078;
Q26;2013;540000726;750721334;M3000;0;1;540002078;
Q26;2013;540001070;540000767;M2000;0;1;570005165;
Q26;2013;540001070;540000767;N1000;0;1;570005165;
Q26;2013;540001070;540000767;N2000;1;1;570005165;
Q26;2013;540001096;570010181;N2000;1;0;;
Q26;2013;540001104;540000882;N2000;1;1;570009670;
Q26;2013;540001138;540002078;N2000;1;0;;
Q26;2013;540001286;540003019;N2000;1;;;
Q26;2013;540002698;540002078;N2000;1;0;;
Q26;2013;540005196;540008398;M1010;1;0;;
Q26;2013;540009412;540019726;N1000;1;;;
Q26;2013;540009412;540019726;N2000;1;;;
Q26;2013;540009586;540006707;N2000;1;0;;
Q26;2013;540009701;540019726;N2000;1;;;
Q26;2013;540009701;540019726;N5000;1;;;
Q26;2013;540009859;570010181;N2000;1;0;;
Q26;2013;540010568;540010519;N2000;1;;;
Q26;2013;540012747;540014081;N2000;1;0;;
Q26;2013;540013224;540000536;M1010;0;1;570000646;
Q26;2013;540013737;540019726;N2000;1;;;
Q26;2013;540014073;540000056;M1010;0;1;540002078;
Q26;2013;540014073;540000056;M3000;0;1;570000133;540002078
Q26;2013;540020146;540006707;N2000;1;0;;
Q26;2013;540020146;540006707;N4000;1;0;;
Q26;2013;540023256;540020963;M1000;1;0;;
Q26;2013;540023256;540020963;N2000;1;0;;
Q26;2013;540023256;540020963;N4000;1;0;;
Q26;2013;540023256;540020963;N5000;1;0;;
Q26;2013;550000012;550000020;M1000;1;;;
Q26;2013;550000012;550000020;M1010;1;;;
Q26;2013;550000038;550000046;M1010;0;1;550000434;
Q26;2013;550000038;550000046;N2000;1;0;;
Q26;2013;550000202;550000053;M1010;1;0;;
Q26;2013;550000202;550000053;N2000;1;0;;
Q26;2013;550000202;550000053;N4000;1;0;;
Q26;2013;550000434;550003354;M1000;1;0;;
Q26;2013;550000434;550003354;M2000;1;0;;
Q26;2013;550000434;550003354;M3000;1;1;550000251;
Q26;2013;550000434;550003354;N1000;0;1;550000251;
Q26;2013;550000434;550003354;N2000;1;1;550000251;
Q26;2013;550000434;550003354;N3000;0;1;550000251;
Q26;2013;550000434;550003354;N4000;0;1;550000251;
Q26;2013;550000434;550003354;N5000;1;1;550000251;
Q26;2013;550002885;540001112;N2000;0;1;550000012;
Q26;2013;560000135;560005746;M1000;1;1;290000306;
Q26;2013;560000135;560005746;M1010;1;1;290000306;
Q26;2013;560000135;560005746;M2000;1;;;
Q26;2013;560000135;560005746;M3000;1;;;
Q26;2013;560000135;560005746;N2000;;1;560000127;
Q26;2013;560000143;560014748;M1000;1;0;;
Q26;2013;560000192;560000044;M1000;1;1;560023210;
Q26;2013;560000192;560000044;M2000;1;1;560006017;
Q26;2013;560000192;560000044;M3000;1;1;560023210;
Q26;2013;560000192;560000044;N1000;0;1;560023210;
Q26;2013;560000192;560000044;N2000;0;1;560006017;560023210
Q26;2013;560000275;560005746;M3000;;1;560000697;
Q26;2013;560000283;560000077;M3000;0;1;560002065;560000192
Q26;2013;560000283;560000077;N1000;0;1;560000192;560002065
Q26;2013;560000283;560000077;N2000;0;1;560000192;
Q26;2013;560000283;560000077;N3000;0;1;560000192;
Q26;2013;560000283;560000077;N4000;0;1;560000192;
Q26;2013;560000283;560000077;N5000;0;1;560024432;
Q26;2013;560000382;560002032;M3000;;1;560000127;
Q26;2013;560000382;560002032;N1000;;1;560000127;
Q26;2013;560000382;560002032;N2000;1;1;560000127;
Q26;2013;560000382;560002032;N3000;;1;560024531;
Q26;2013;560000390;560002040;N5000;1;;;
Q26;2013;560000424;560006074;M1010;1;;;
Q26;2013;560000424;560006074;N2000;1;;;
Q26;2013;560000465;560002198;N2000;1;;;
Q26;2013;560000473;560002206;N1000;0;1;350000048;
Q26;2013;560000473;560002206;N3000;1;1;350000048;
Q26;2013;560000473;560002206;N4000;0;1;350000048;
Q26;2013;560000499;560002222;M1000;;1;560023210;560000127
Q26;2013;560000697;560002677;M3000;0;1;560000382;
Q26;2013;560000697;560002677;N2000;0;1;560000135;
Q26;2013;560002024;560006074;N4000;;1;560002933;
Q26;2013;560002024;560006074;N5000;1;;;
Q26;2013;560002511;560000689;N2000;1;0;;
Q26;2013;560002685;750043713;M1010;;1;560004368;
Q26;2013;560002933;560006074;N2000;1;;;
Q26;2013;560002933;560006074;N4000;1;;;
Q26;2013;560002933;560006074;N5000;1;;;
Q26;2013;560002974;830013678;M3000;1;;;
Q26;2013;560003055;440042844;M1010;1;1;560000127;
Q26;2013;560003055;440042844;N2000;1;0;;
Q26;2013;560003055;440042844;N3000;1;1;560000127;
Q26;2013;560003055;440042844;N5000;0;1;560024432;
Q26;2013;560004277;750721029;M3000;;1;560000242;
Q26;2013;560004277;750721029;N2000;;1;560002032;
Q26;2013;560005035;560005746;M3000;;1;290000918;
Q26;2013;560007510;560001307;N2000;1;0;;
Q26;2013;560018038;560023178;N5000;0;1;560005746;
Q26;2013;560018509;560018459;N2000;0;1;560000135;
Q26;2013;560023228;560023178;N5000;0;1;560005746;
Q26;2013;570000026;570024794;N2000;1;;;
Q26;2013;570000059;570025254;M1000;1;0;;
Q26;2013;570000059;570025254;M1010;1;0;;
Q26;2013;570000059;570025254;N2000;1;0;;
Q26;2013;570000091;750050759;M1000;1;0;;
Q26;2013;570000091;750050759;M1010;1;0;;
Q26;2013;570000091;750050759;M3000;1;0;;
Q26;2013;570000091;750050759;N2000;1;0;;
Q26;2013;570000117;570015099;M1000;1;0;;
Q26;2013;570000117;570015099;M2000;1;0;;
Q26;2013;570000166;570010173;M1010;1;;;
Q26;2013;570000216;570010173;M1000;1;0;;
Q26;2013;570000216;570010173;M1010;1;0;;
Q26;2013;570000216;570010173;M3000;1;0;;
Q26;2013;570000281;570005165;N1000;1;0;;
Q26;2013;570000281;570005165;N2000;1;0;;
Q26;2013;570000281;570005165;N5000;1;0;;
Q26;2013;570000349;570005165;N1000;1;0;;
Q26;2013;570000349;570005165;N2000;1;0;;
Q26;2013;570000349;570005165;N3000;1;0;;
Q26;2013;570000349;570005165;N5000;1;0;;
Q26;2013;570000364;570011569;M3000;1;0;;
Q26;2013;570000448;750050759;N4000;1;0;;
Q26;2013;570000547;540019726;N1000;0;1;570012633;
Q26;2013;570000547;540019726;N2000;1;1;570012633;
Q26;2013;570000596;750821092;N2000;1;0;;
Q26;2013;570000646;570001115;N1000;1;;;
Q26;2013;570000646;570001115;N2000;1;;;
Q26;2013;570000687;570025254;N2000;1;0;;
Q26;2013;570000901;570000158;N1000;;1;570000141;
Q26;2013;570000901;570000158;N2000;;1;570000141;
Q26;2013;570000950;570000398;N2000;1;;;
Q26;2013;570000950;570000398;N4000;1;;;
Q26;2013;570000950;570000398;N5000;1;;;
Q26;2013;570001016;570000513;N1000;1;0;;
Q26;2013;570001016;570000513;N2000;1;0;;
Q26;2013;570001016;570000513;N5000;1;0;;
Q26;2013;570001057;570023630;N2000;1;;;
Q26;2013;570001099;570023630;N3000;1;0;;
Q26;2013;570001867;570011387;N2000;1;0;;
Q26;2013;570003079;570010181;N2000;1;;;
Q26;2013;570003947;570023630;N2000;1;0;;
Q26;2013;570004275;750050759;N1000;0;1;570000091;
Q26;2013;570004275;750050759;N2000;0;1;570000091;
Q26;2013;570004275;750050759;N3000;0;1;570000091;
Q26;2013;570004275;750050759;N5000;0;1;570000091;
Q26;2013;570005215;570005165;N1000;1;0;;
Q26;2013;570005215;570005165;N2000;1;0;;
Q26;2013;570005256;570005165;N1000;1;0;;
Q26;2013;570005256;570005165;N2000;1;0;;
Q26;2013;570009670;570000307;N2000;1;0;;
Q26;2013;570011205;570005165;N1000;1;0;;
Q26;2013;570011205;570005165;N2000;1;0;;
Q26;2013;570011247;570005165;N1000;1;0;;
Q26;2013;570011247;570005165;N2000;1;0;;
Q26;2013;570012369;570011387;N2000;1;0;;
Q26;2013;570012633;540019726;M1010;0;1;540009701;
Q26;2013;570012633;540019726;N2000;1;1;540009701;
Q26;2013;570012633;540019726;N3000;0;1;570000547;
Q26;2013;570012633;540019726;N5000;1;0;;
Q26;2013;570013367;570000141;M1000;0;1;570000901;
Q26;2013;570013367;570000141;M1010;0;1;570000901;
Q26;2013;570015040;570010173;M1010;1;0;;
Q26;2013;570015206;570010173;N2000;1;0;;
Q26;2013;570015750;570005165;N1000;1;0;;
Q26;2013;570015750;570005165;N2000;1;0;;
Q26;2013;570016014;570015099;M1010;0;1;570000885;
Q26;2013;570022830;540001112;N2000;0;1;570015099;
Q26;2013;570026252;570023630;N3000;1;0;;
Q26;2013;570026682;570005165;M1000;1;;;
Q26;2013;570026682;570005165;M3000;1;;;
Q26;2013;570026682;570005165;N1000;1;;;
Q26;2013;570026682;570005165;N2000;1;;;
Q26;2013;570026682;570005165;N5000;1;;;
Q26;2013;580004588;630000990;N2000;1;;;
Q26;2013;580004638;630000990;N2000;1;;;
Q26;2013;580780203;580000073;N2000;1;0;;
Q26;2013;580971349;580002129;N2000;1;0;;
Q26;2013;580972008;580000628;N2000;1;;;
Q26;2013;580972610;580780054;M1000;0;1;580972693;580005668
Q26;2013;580972610;580780054;N1000;0;1;580000206;
Q26;2013;580972610;580780054;N2000;0;1;580972669;
Q26;2013;580972610;580780054;N3000;0;1;580780047;
Q26;2013;580972644;580781136;M3000;0;1;580780039;
Q26;2013;580972644;580781136;N4000;0;1;580780039;
Q26;2013;580972644;580781136;N5000;0;1;580780096;580780088
Q26;2013;580972677;580780088;M1000;1;0;;
Q26;2013;580972677;580780088;N4000;1;0;;
Q26;2013;580972685;580780096;M1000;1;1;210780417;
Q26;2013;580972685;580780096;M2000;;1;580780039;210780581
Q26;2013;580972685;580780096;M3000;;1;030780092;
Q26;2013;580972685;580780096;N1000;;1;710781568;
Q26;2013;580972685;580780096;N2000;;1;030780092;
Q26;2013;580972685;580780096;N5000;;1;710781568;
Q26;2013;580972693;580780039;M1000;1;1;210987558;580972685
Q26;2013;580972693;580780039;N2000;1;0;;
Q26;2013;580972701;580970978;N2000;1;;;
Q26;2013;590000014;590780052;M1000;0;1;590001004;
Q26;2013;590000014;590780052;M1010;0;1;590001004;
Q26;2013;590000014;590780052;M2000;0;1;590000592;
Q26;2013;590000014;590780052;M3000;0;1;590780193;590000469
Q26;2013;590000014;590780052;N5000;1;0;;
Q26;2013;590000097;590780185;N1000;0;1;620000224;
Q26;2013;590000097;590780185;N2000;0;1;620000224;
Q26;2013;590000097;590780185;N5000;0;1;620000224;590000618
Q26;2013;590000113;590053120;M3000;0;1;590000121;
Q26;2013;590000113;590053120;N2000;0;1;590000121;
Q26;2013;590000113;590053120;N5000;1;1;590000121;590780193
Q26;2013;590000121;590780227;M1000;1;1;590780193;620100669
Q26;2013;590000121;590780227;M1010;0;1;590780193;
Q26;2013;590000121;590780227;M2000;1;1;590780193;
Q26;2013;590000121;590780227;M3000;0;1;590780193;
Q26;2013;590000121;590780227;N2000;1;;;
Q26;2013;590000121;590780227;N4000;1;;;
Q26;2013;590000337;590781415;N2000;1;0;;
Q26;2013;590000337;590781415;N5000;0;1;590001749;
Q26;2013;590000428;590781605;M1010;1;;;
Q26;2013;590000428;590781605;N1000;;1;590000014;
Q26;2013;590000428;590781605;N2000;;1;590782215;590783239
Q26;2013;590000436;590781621;M1000;1;0;;
Q26;2013;590000527;590781795;M1010;1;0;;
Q26;2013;590000527;590781795;N2000;1;0;;
Q26;2013;590000535;590781803;M1000;1;1;590781639;590000618
Q26;2013;590000535;590781803;M1010;1;;;
Q26;2013;590000535;590781803;M2000;1;1;;
Q26;2013;590000535;590781803;M3000;1;1;590000618;
Q26;2013;590000535;590781803;N1000;;1;590781795;
Q26;2013;590000535;590781803;N2000;;1;590781662;590781639
Q26;2013;590000543;590781811;M1010;0;1;590781803;
Q26;2013;590000543;590781811;M3000;0;1;590781639;
Q26;2013;590000543;590781811;N1000;0;1;590781803;
Q26;2013;590000600;590782207;M2000;;1;590782215;
Q26;2013;590000600;590782207;M3000;;1;590782421;
Q26;2013;590000618;590782215;N1000;0;1;590785374;
Q26;2013;590000618;590782215;N2000;0;1;590785374;
Q26;2013;590000618;590782215;N4000;0;1;590785374;
Q26;2013;590000618;590782215;N5000;1;1;590785374;
Q26;2013;590000691;590782439;M1000;0;1;590782421;
Q26;2013;590000691;590782439;M2000;0;1;590782421;590781902
Q26;2013;590000691;590782439;M3000;0;1;590782421;590780227
Q26;2013;590000691;590782439;N1000;0;1;590782421;
Q26;2013;590000691;590782439;N2000;1;1;590781902;
Q26;2013;590000691;590782439;N5000;0;1;590782421;
Q26;2013;590000766;590782645;M1000;0;1;590782637;
Q26;2013;590000766;590782645;M3000;0;1;590782637;
Q26;2013;590000766;590782645;N1000;0;1;590782637;
Q26;2013;590000766;590782645;N2000;0;1;590782637;
Q26;2013;590000766;590782645;N4000;0;1;590782678;
Q26;2013;590000774;590782652;M1000;1;1;590051819;590000758
Q26;2013;590000774;590782652;M2000;1;1;590051819;590000758
Q26;2013;590000774;590782652;N2000;1;1;590000758;
Q26;2013;590000782;590782660;M1000;0;1;590000758;
Q26;2013;590000782;590782660;N5000;1;0;;
Q26;2013;590001418;590034740;M1010;0;1;590780193;
Q26;2013;590001418;590034740;N2000;0;1;590798930;
Q26;2013;590001442;590784245;M1000;0;1;590781415;
Q26;2013;590001442;590784245;M1010;0;1;590781415;
Q26;2013;590001442;590784245;M3000;0;1;590781415;
Q26;2013;590001442;590784245;N1000;0;1;590781415;
Q26;2013;590001442;590784245;N4000;0;1;590781415;
Q26;2013;590001442;590784245;N5000;0;1;590781415;
Q26;2013;590001582;590785663;M3000;;1;590780193;
Q26;2013;590001582;590785663;N2000;1;;;
Q26;2013;590001749;590788956;N2000;1;;;
Q26;2013;590001749;590788956;N3000;1;;;
Q26;2013;590001749;590788956;N4000;1;;;
Q26;2013;590032108;590024469;N2000;1;0;;
Q26;2013;590032199;590024469;N2000;1;0;;
Q26;2013;590043469;590024469;N2000;1;0;;
Q26;2013;590048476;590046785;N2000;;1;590000774;590000758
Q26;2013;590049565;780020715;M1010;0;1;590051819;920300845
Q26;2013;590049565;780020715;N2000;1;0;;
Q26;2013;590052049;590006268;N1000;1;0;;
Q26;2013;590053955;;N2000;1;0;;
Q26;2013;590780060;590000022;N1000;1;0;;
Q26;2013;590780060;590000022;N4000;1;0;;
Q26;2013;590780250;590053955;N2000;1;0;;
Q26;2013;590780268;590053955;N2000;1;0;;
Q26;2013;590780284;590051801;N2000;;1;590782421;620000257
Q26;2013;590780342;590053955;N2000;1;0;;
Q26;2013;590780383;590000204;N2000;1;;;
Q26;2013;590781951;590053955;N2000;1;0;;
Q26;2013;590782181;590039863;N2000;1;1;590782215;
Q26;2013;590782181;590039863;N5000;1;0;;
Q26;2013;590782256;590000659;M3000;1;0;;
Q26;2013;590782256;590000659;N2000;1;0;;
Q26;2013;590782256;590000659;N4000;1;0;;
Q26;2013;590782280;590004552;N5000;1;0;;
Q26;2013;590782496;590000139;N2000;1;0;;
Q26;2013;590782546;590000733;N2000;1;0;;
Q26;2013;590782546;590000733;N3000;1;0;;
Q26;2013;590782694;750034589;N2000;1;1;590782637;
Q26;2013;590783189;590004552;N5000;1;0;;
Q26;2013;590785374;620001834;N2000;;1;590000618;
Q26;2013;590791109;590002234;N2000;1;0;;
Q26;2013;590791323;590782637;M1000;0;1;590800009;590001004
Q26;2013;590797353;590051801;N2000;;1;590000758;590782421
Q26;2013;590797387;590805628;N1000;1;;;
Q26;2013;590797387;590805628;N2000;1;;;
Q26;2013;590797387;590805628;N4000;1;;;
Q26;2013;590797387;590805628;N5000;1;;;
Q26;2013;590801106;590782421;N1000;0;1;590780193;
Q26;2013;590801106;590782421;N2000;1;0;;
Q26;2013;590804696;590781902;M1010;1;;;
Q26;2013;590804696;590781902;M3000;1;;;
Q26;2013;590804696;590781902;N2000;1;;590804696;
Q26;2013;590804712;590003281;N2000;1;;;
Q26;2013;590804712;590003281;N3000;1;;;
Q26;2013;590806360;590003596;M1000;0;1;590780284;
Q26;2013;590806360;590003596;N1000;0;1;590780193;
Q26;2013;590806360;590003596;N2000;1;1;590780193;
Q26;2013;590809703;590004552;N5000;1;0;;
Q26;2013;590813507;590000485;N2000;1;0;;
Q26;2013;590817441;620003814;M3000;1;0;;
Q26;2013;590817441;620003814;N3000;1;0;;
Q26;2013;590817458;590053955;N2000;1;0;;
Q26;2013;590817839;590053955;N2000;1;0;;
Q26;2013;600000012;600100028;N2000;1;0;;
Q26;2013;600000046;600100127;N2000;0;1;600000467;
Q26;2013;600000046;600100127;N3000;0;1;600000467;
Q26;2013;600000053;600101984;M1000;1;0;;
Q26;2013;600000053;600101984;M1010;1;0;;
Q26;2013;600000053;600101984;N2000;1;0;;
Q26;2013;600000152;600100572;M1000;0;1;600100713;600100028
Q26;2013;600000152;600100572;M1010;0;1;600100713;
Q26;2013;600000152;600100572;M3000;0;1;950110015;270000086
Q26;2013;600000186;600100648;M1000;0;1;600100713;
Q26;2013;600000186;600100648;M2000;0;1;600100713;
Q26;2013;600000194;600100713;M1000;1;;;
Q26;2013;600000194;600100713;M1010;1;;;
Q26;2013;600000194;600100713;M3000;1;;;
Q26;2013;600000194;600100713;N2000;1;1;;
Q26;2013;600000285;600100721;M1000;1;0;;
Q26;2013;600000285;600100721;M1010;0;1;600113476;
Q26;2013;600000285;600100721;N2000;1;0;;
Q26;2013;600000467;600101984;M1000;1;1;600000194;800000192
Q26;2013;600000467;600101984;M1010;1;0;;
Q26;2013;600000467;600101984;M2000;0;1;600000186;
Q26;2013;600000467;600101984;M3000;1;0;;
Q26;2013;600000467;600101984;N2000;1;0;;
Q26;2013;600000467;600101984;N4000;0;1;750712184;
Q26;2013;600010102;600100721;M1010;0;;020000063;
Q26;2013;600010862;600010854;M1000;;1;600100168;
Q26;2013;600010862;600010854;N1000;;1;600100168;
Q26;2013;600010862;600010854;N2000;;1;600100168;
Q26;2013;600010862;600010854;N4000;;1;600100168;
Q26;2013;600010862;600010854;N5000;;1;600100168;
Q26;2013;600100101;750712184;M1010;1;;;
Q26;2013;600100101;750712184;N2000;1;;;
Q26;2013;600100168;600106629;N1000;1;0;;
Q26;2013;600100168;600106629;N2000;1;0;;
Q26;2013;600100176;600010581;N1000;;1;600100184;
Q26;2013;600100176;600010581;N2000;;1;600100184;
Q26;2013;600100176;600010581;N5000;;1;600100184;
Q26;2013;600100275;600000111;N2000;1;0;;
Q26;2013;600100275;600000111;N5000;1;0;;
Q26;2013;600100283;750710428;M3000;1;0;;
Q26;2013;600100283;750710428;N2000;1;0;;
Q26;2013;600100309;750721334;N1000;1;0;;
Q26;2013;600100309;750721334;N2000;1;0;;
Q26;2013;600100671;750034589;N2000;1;0;;
Q26;2013;600100754;600000228;N1000;1;0;;
Q26;2013;600100754;600000228;N2000;1;1;600100721;
Q26;2013;600100861;600010805;N2000;1;0;;
Q26;2013;600101679;590039863;N2000;1;;;
Q26;2013;600107049;;N5000;1;0;;
Q26;2013;600113476;600100721;M1000;1;1;;
Q26;2013;600113476;600100721;M1010;0;1;;
Q26;2013;600113476;600100721;M2000;0;1;;
Q26;2013;600113476;600100721;M3000;0;1;;
Q26;2013;600113476;600100721;N2000;1;0;;
Q26;2013;610000028;610780025;M3000;0;1;610780082;
Q26;2013;610000051;610780082;M1000;1;;610000051;
Q26;2013;610000051;610780082;M1010;1;;610000051;
Q26;2013;610000051;610780082;N1000;0;1;610780074;610780025
Q26;2013;610000051;610780082;N2000;1;0;;
Q26;2013;610000051;610780082;N5000;0;1;610780082;
Q26;2013;610000069;610780090;M1000;1;1;140000118;140000639
Q26;2013;610000069;610780090;N2000;1;0;;
Q26;2013;610000077;610780124;M1000;0;1;610000051;
Q26;2013;610000077;610780124;M2000;0;1;610000051;
Q26;2013;610000077;610780124;M3000;0;1;610000051;610784423
Q26;2013;610000077;610780124;N5000;0;1;610000085;610000044
Q26;2013;610000085;610780132;N2000;1;0;;
Q26;2013;610000093;610780140;M3000;0;1;610780157;610780025
Q26;2013;610000093;610780140;N2000;1;0;;
Q26;2013;610000119;610780165;M1000;1;1;140000159;140000100
Q26;2013;610000119;610780165;M1010;1;;;
Q26;2013;610000119;610780165;M2000;1;1;610790594;
Q26;2013;610000119;610780165;M3000;0;1;610780082;140000100
Q26;2013;610000119;610780165;N1000;;1;140000092;
Q26;2013;610000119;610780165;N2000;1;;;
Q26;2013;610000119;610780165;N3000;;1;610790594;
Q26;2013;610000119;610780165;N5000;;1;610790594;
Q26;2013;610005837;610005811;N2000;0;1;610780082;
Q26;2013;610006256;610006769;N1000;;1;610006769;
Q26;2013;610006256;610006769;N2000;;1;610780074;
Q26;2013;610006371;610000135;M3000;0;1;610780199;
Q26;2013;610006371;610000135;N1000;0;1;610780199;
Q26;2013;610006371;610000135;N2000;1;0;;
Q26;2013;610006371;610000135;N5000;0;1;610780199;
Q26;2013;610006421;610006413;N2000;1;0;;
Q26;2013;610780108;610790594;M1000;;1;610780165;
Q26;2013;610780108;610790594;M1010;;1;610780165;
Q26;2013;610780108;610790594;N2000;1;0;;
Q26;2013;610780108;610790594;N4000;1;0;;
Q26;2013;610780116;610790594;M1000;;1;610780165;140000118
Q26;2013;610780116;610790594;M1010;;1;610780165;
Q26;2013;610780116;610790594;M2000;;1;610780165;
Q26;2013;610780116;610790594;N2000;1;0;;
Q26;2013;610780116;610790594;N4000;1;1;610784423;
Q26;2013;610780199;610000135;N1000;1;0;;
Q26;2013;610780371;760025734;M1010;1;0;;
Q26;2013;610780371;760025734;M3000;1;0;;
Q26;2013;610780371;760025734;N2000;1;0;;
Q26;2013;610780371;760025734;N4000;1;0;;
Q26;2013;610780371;760025734;N5000;1;0;;
Q26;2013;610784423;610787285;N2000;1;;;
Q26;2013;620000026;620003814;M1000;1;;;
Q26;2013;620000026;620003814;M1010;1;;;
Q26;2013;620000026;620003814;M2000;1;;;
Q26;2013;620000026;620003814;N3000;1;;;
Q26;2013;620000026;620003814;N5000;1;;;
Q26;2013;620000034;620100057;M1000;0;1;590006607;620000257
Q26;2013;620000034;620100057;M1010;0;1;620000224;
Q26;2013;620000034;620100057;M2000;0;1;590001004;590800009
Q26;2013;620000059;620100073;M3000;0;1;620100057;800000028
Q26;2013;620000067;620100081;M1010;;1;620100057;
Q26;2013;620000067;620100081;N1000;;1;620100057;
Q26;2013;620000067;620100081;N3000;;1;620100073;
Q26;2013;620000067;620100081;N5000;;1;620100057;
Q26;2013;620000117;620100461;M1010;0;1;620003202;
Q26;2013;620000117;620100461;N1000;0;1;620003202;
Q26;2013;620000117;620100461;N5000;0;1;620003202;
Q26;2013;620000224;620100651;M1000;0;1;620000349;590781902
Q26;2013;620000224;620100651;M1010;1;0;620100057;
Q26;2013;620000224;620100651;M2000;0;1;620100057;590780284
Q26;2013;620000224;620100651;M3000;0;1;620100685;620000232
Q26;2013;620000224;620100651;N2000;1;1;590000691;
Q26;2013;620000224;620100651;N4000;0;1;620100685;
Q26;2013;620000224;620100651;N5000;0;1;620100057;590782215
Q26;2013;620000232;620100669;M3000;0;1;590000121;
Q26;2013;620000232;620100669;N1000;0;1;590000121;
Q26;2013;620000232;620100669;N2000;0;1;590000121;
Q26;2013;620000232;620100669;N5000;0;1;590000121;
Q26;2013;620000299;620101295;N1000;0;1;620101360;
Q26;2013;620000323;620101337;N2000;1;0;;
Q26;2013;620000653;620103440;M3000;1;0;;
Q26;2013;620003822;620003814;M1000;1;0;;
Q26;2013;620003822;620003814;M3000;1;0;;
Q26;2013;620003822;620003814;N2000;1;0;;
Q26;2013;620003822;620003814;N3000;1;0;;
Q26;2013;620003889;620003848;M1010;;1;620100651;
Q26;2013;620003889;620003848;N1000;;1;620025346;
Q26;2013;620008698;620004515;N1000;;1;529129389;
Q26;2013;620010348;620018473;M3000;1;1;620000323;
Q26;2013;620010348;620018473;N2000;1;0;;
Q26;2013;620012948;620000265;M1010;1;;;
Q26;2013;620019380;620100461;N1000;0;1;620003202;
Q26;2013;620019380;620100461;N5000;0;1;620003202;
Q26;2013;620024349;620024299;N5000;1;0;;
Q26;2013;620025387;620025361;N5000;1;0;;
Q26;2013;620026401;620024158;N4000;1;0;;
Q26;2013;620026690;620027839;N1000;1;0;;
Q26;2013;620026690;620027839;N2000;1;0;;
Q26;2013;620026690;620027839;N3000;1;0;;
Q26;2013;620026690;620027839;N5000;1;0;;
Q26;2013;620027664;620003814;M1000;1;0;;
Q26;2013;620100347;590039863;N2000;1;0;;
Q26;2013;620100495;620000133;N3000;1;1;620003202;
Q26;2013;620100735;620000265;N2000;1;;;
Q26;2013;620100750;620000273;N2000;1;;;
Q26;2013;620105973;590039863;N2000;1;0;;
Q26;2013;620105973;590039863;N5000;1;0;;
Q26;2013;630000016;630180032;M1010;1;0;;
Q26;2013;630000016;630180032;N1000;0;1;630000404;
Q26;2013;630000016;630180032;N2000;1;0;;
Q26;2013;630000131;630003168;N1000;0;1;630780526;
Q26;2013;630000131;630003168;N2000;1;1;630780526;
Q26;2013;630000149;630780302;N1000;0;1;630780989;630781011
Q26;2013;630000149;630780302;N2000;0;1;630780989;
Q26;2013;630000404;630780989;N1000;1;;;
Q26;2013;630000412;630780997;M1000;0;1;630781029;
Q26;2013;630000412;630780997;M1010;1;0;;
Q26;2013;630000412;630780997;M2000;0;1;630781029;
Q26;2013;630000412;630780997;M3000;1;0;;
Q26;2013;630000412;630780997;N1000;0;1;630781029;
Q26;2013;630000412;630780997;N2000;0;1;630781029;
Q26;2013;630000412;630780997;N4000;0;1;630781029;
Q26;2013;630000412;630780997;N5000;1;1;630781029;
Q26;2013;630000420;630781003;N1000;0;1;630781268;
Q26;2013;630000420;630781003;N2000;1;1;630781268;
Q26;2013;630000420;630781003;N3000;1;0;;
Q26;2013;630000438;630781011;M1000;1;1;630000404;
Q26;2013;630000438;630781011;M1010;1;1;630000404;
Q26;2013;630000438;630781011;M2000;;1;630000404;
Q26;2013;630000438;630781011;M3000;;1;630000404;
Q26;2013;630000438;630781011;N2000;1;;;
Q26;2013;630000438;630781011;N4000;1;;;
Q26;2013;630000446;630781029;M1000;0;1;630000446;
Q26;2013;630000446;630781029;M1010;1;0;;
Q26;2013;630000446;630781029;M2000;1;0;;
Q26;2013;630000446;630781029;M3000;1;1;630000446;
Q26;2013;630000446;630781029;N2000;1;0;;
Q26;2013;630000479;630781110;M1000;0;1;630000404;630781268
Q26;2013;630000479;630781110;M2000;0;1;630000438;
Q26;2013;630000479;630781110;M3000;0;1;630000404;630781268
Q26;2013;630000479;630781110;N2000;1;1;630000404;
Q26;2013;630000487;630781136;N2000;1;0;;
Q26;2013;630000560;630781367;M1000;0;1;630000404;
Q26;2013;630005668;630000990;N2000;1;;;
Q26;2013;630007698;630000990;N2000;;1;630000412;
