BOR;AN;FI;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2013;010000024;010780054;112AX;;;;3;3;377;;;;
DIALYSE;2013;010000024;010780054;112BA;;;;16;60;9226;;;;
DIALYSE;2013;010000024;010780054;1130X;;;;14;34;4811;;;;
DIALYSE;2013;010000024;010780054;1140X;;;;12;;1069;;;;
DIALYSE;2013;010000024;010780054;1150A;;;;1;1;240;;;;
DIALYSE;2013;010000024;010780054;121AA;;;;;2;;;238;;
DIALYSE;2013;010000024;010780054;121CA;;;;4;5;;;183;;
DIALYSE;2013;010000024;010780054;122AX;;;;2;0;;;7;;
DIALYSE;2013;010000024;010780054;122BA;;;;5;2;;;19;;
DIALYSE;2013;010000024;010780054;TOT;0;;;;;;1;;38;7
DIALYSE;2013;010006526;690796552;1130X;;;;8;7;755;;;;
DIALYSE;2013;010006526;690796552;1140X;;;;;4;467;;;;
DIALYSE;2013;010006526;690796552;TOT;1;1;11;;;;;;4;0
DIALYSE;2013;010006526;690796552;VACAN;;;;;;35;;;;
DIALYSE;2013;010780294;690000278;112AX;;;;1;1;20;;;;
DIALYSE;2013;010780294;690000278;112BA;;;;14;43;7531;;;;
DIALYSE;2013;010780294;690000278;1130X;;;;8;8;1378;;;;
DIALYSE;2013;010780294;690000278;1140X;;;;8;6;917;;;;
DIALYSE;2013;010789006;670005834;112AX;;;;3;3;377;;;;
DIALYSE;2013;010789006;670005834;1130X;;;;12;35;4811;;;;
DIALYSE;2013;010789006;670005834;1140X;;;;6;9;1069;;;;
DIALYSE;2013;010789006;670005834;1150A;;;;1;1;209;;;;
DIALYSE;2013;010789006;670005834;121AA;;;;;5;;;243;;
DIALYSE;2013;010789006;670005834;121CA;;;;5;5;;;188;;
DIALYSE;2013;010789006;670005834;TOT;0;;;;;;2;;;
DIALYSE;2013;020000162;020000063;112BA;;;;30;112;17600;;;;
DIALYSE;2013;020000162;020000063;TOT;0;;;;;;2;;58;2
DIALYSE;2013;020000394;020000253;112AX;;;;2;0;12;;;;
DIALYSE;2013;020000394;020000253;112BA;;;;10;120;5795;;;;
DIALYSE;2013;020000394;020000253;TOT;0;;;;;;1;;21;0
DIALYSE;2013;020000519;020000261;112AX;;;;1;1;1;;;;
DIALYSE;2013;020000519;020000261;112BA;;;;12;62;9087;;;;
DIALYSE;2013;020000519;020000261;1140X;;;;17;15;;;;;
DIALYSE;2013;020000519;020000261;121AA;;;;;3;;;;;
DIALYSE;2013;020000519;020000261;122AX;;;;2;3;;;3;;
DIALYSE;2013;020000519;020000261;122BA;;;;1;1;;;55;;
DIALYSE;2013;020000519;020000261;TOT;0;;;;;;1;;26;4
DIALYSE;2013;020000519;020000261;VACAN;;;;;1;;;;;
DIALYSE;2013;020001772;590799995;1130X;;;;7;20;3411;;;;
DIALYSE;2013;020001772;590799995;1140X;;;;7;5;926;;;;
DIALYSE;2013;020001913;590799995;1140X;;;;7;18;1945;;;;
DIALYSE;2013;020006441;590799995;1130X;;;;9;13;1673;;;;
DIALYSE;2013;020006441;590799995;1140X;;;;7;5;800;;;;
DIALYSE;2013;020012613;590799995;1140X;;;;6;4;635;;;;
DIALYSE;2013;020012860;590799995;1130X;;;;9;48;6469;;;;
DIALYSE;2013;020012860;590799995;1140X;;;;9;11;2453;;;;
DIALYSE;2013;030000061;030780092;112BA;;;;13;38;5798;;;;
DIALYSE;2013;030000061;030780092;TOT;0;;;;;;1;;9;
DIALYSE;2013;030000079;030780100;112BA;;;;10;41;5923;;;;
DIALYSE;2013;030000079;030780100;122BA;;;;2;1;;;169;;
DIALYSE;2013;030000079;030780100;TOT;0;;;;;;1;;33;3
DIALYSE;2013;030000087;030780118;112BA;;;;15;37;7136;;;;
DIALYSE;2013;030000087;030780118;1130X;;;;4;12;2108;;;;
DIALYSE;2013;030000087;030780118;1140X;;;;6;12;1586;;;;
DIALYSE;2013;030000087;030780118;121AA;;;;;3;;;2808;;
DIALYSE;2013;030000087;030780118;121CA;;;;;5;;;2407;;
DIALYSE;2013;030000087;030780118;122AX;;;;;;;;345;;
DIALYSE;2013;030000087;030780118;122BA;;;;;5;;;406;;
DIALYSE;2013;030000087;030780118;TOT;0;;;;;;;;28;16
DIALYSE;2013;030003669;630000990;112AX;;;;1;2;364;;;;
DIALYSE;2013;030003669;630000990;1130X;;;;9;21;3346;;;;
DIALYSE;2013;030003669;630000990;1140X;;;;6;14;2172;;;;
DIALYSE;2013;030003669;630000990;121AA;;;;;1;;;284;;
DIALYSE;2013;030003669;630000990;121CA;;;;1;6;;;93;;
DIALYSE;2013;030003669;630000990;TOT;0;;;;;;;;15;3
DIALYSE;2013;030003719;630000990;112AX;;;;1;0;93;;;;
DIALYSE;2013;030003719;630000990;1140X;;;;8;10;1609;;;;
DIALYSE;2013;030003719;630000990;TOT;0;;;;;;;;3;0
DIALYSE;2013;030003768;630000990;1130X;;;;4;12;2254;;;;
DIALYSE;2013;030003768;630000990;1140X;;;;6;12;1440;;;;
DIALYSE;2013;030003768;630000990;121AA;;;;;24;;;1206;;
DIALYSE;2013;030003768;630000990;121CA;;;;22;22;;;879;;
DIALYSE;2013;030003768;630000990;TOT;0;;;;;;;;28;19
DIALYSE;2013;040003113;330029208;1130X;;;;8;1;399;;;;
DIALYSE;2013;040003113;330029208;1140X;;;;8;0;268;;;;
DIALYSE;2013;040784860;330029208;112AX;;;;1;0;13;;;;
DIALYSE;2013;040784860;330029208;112BA;;;;28;63;10292;;;;
DIALYSE;2013;040784860;330029208;1130X;;;;28;15;2135;;;;
DIALYSE;2013;040784860;330029208;1140X;;;;7;8;1390;;;;
DIALYSE;2013;040784860;330029208;TOT;1;2;5;;;;;;;
DIALYSE;2013;040787541;330029208;1130X;;;;7;4;216;;;;
DIALYSE;2013;040787541;330029208;1140X;;;;7;6;935;;;;
DIALYSE;2013;050000231;050000116;112BA;;;;8;29;3953;;;;
DIALYSE;2013;050000231;050000116;TOT;0;;;;;;;;4;
DIALYSE;2013;050000348;050002948;112AX;;;;1;1;18;;;;
DIALYSE;2013;050000348;050002948;112BA;;;;11;490;5807;;;;
DIALYSE;2013;050000348;050002948;112BE;;;;1;1;258;;;;
DIALYSE;2013;050000348;050002948;TOT;0;;;;;;1;;13;2
DIALYSE;2013;050000348;050002948;VACAN;;;;;3;155;;;;
DIALYSE;2013;050003359;380793802;1130X;;;;3;2;276;;;;
DIALYSE;2013;050003359;380793802;1140X;;;;3;4;708;;;;
DIALYSE;2013;050003359;380793802;122BA;;;;0;0;;;1;;
DIALYSE;2013;050003359;380793802;TOT;0;;;;;;;;3;0
DIALYSE;2013;050003359;380793802;VACAN;;;;;0;247;;;;
DIALYSE;2013;050006022;380793802;1130X;;;;7;6;1012;;;;
DIALYSE;2013;050006022;380793802;1140X;;;;7;9;1312;;;;
DIALYSE;2013;050006022;380793802;TOT;0;;;;;;0;;3;0
DIALYSE;2013;050006022;380793802;VACAN;;;;;1;195;;;;
DIALYSE;2013;060000544;060780988;112BA;;;;15;52;7062;;;;
DIALYSE;2013;060000544;060780988;1140X;;;;;20;;;;;
DIALYSE;2013;060000544;060780988;121AA;;;;;1;;;25;;
DIALYSE;2013;060000544;060780988;121CA;;;;0;1;;;22;;
DIALYSE;2013;060000544;060780988;122AX;;;;0;0;;;3;;
DIALYSE;2013;060000544;060780988;122BA;;;;1;2;;;53;;
DIALYSE;2013;060000544;060780988;AUTRE;;;;;;14;;;;
DIALYSE;2013;060000544;060780988;TOT;0;;;;;;;;22;3
DIALYSE;2013;060000544;060780988;VACAN;;;;;;3;;;;
DIALYSE;2013;060010949;060790540;1130X;;;;12;29;4934;;;;
DIALYSE;2013;060019676;060790540;1140X;;;;5;9;1289;;;;
DIALYSE;2013;060019676;060790540;TOT;0;;;;;;;;72;15
DIALYSE;2013;060019684;060790540;1140X;;;;5;6;1267;;;;
DIALYSE;2013;060019684;060790540;TOT;0;;;;;;;;72;15
DIALYSE;2013;060021276;060790540;112BA;;;;15;61;9054;;;;
DIALYSE;2013;060021276;060790540;1130X;;;;16;56;9216;;;;
DIALYSE;2013;060021276;060790540;TOT;0;;;;;;;;72;15
DIALYSE;2013;060021631;060017019;1130X;;;;3;0;220;;;;
DIALYSE;2013;060021631;060017019;121CE;;;;1;0;;;;;
DIALYSE;2013;060022845;060790797;1130X;;;;14;35;4176;;;;
DIALYSE;2013;060785003;060785011;112BA;;;;30;99;15220;;;;
DIALYSE;2013;060785003;060785011;121AA;;;;;;;;52;;
DIALYSE;2013;060785003;060785011;121CA;;;;2;1;;;52;;
DIALYSE;2013;060785003;060785011;122AX;;;;2;6;;;28;;
DIALYSE;2013;060785003;060785011;TOT;0;;;;;;;;31;14
DIALYSE;2013;060789195;060785011;1130X;;;;2;0;190;;;;
DIALYSE;2013;060791860;060790797;112AX;;;;2;0;0;;;;
DIALYSE;2013;060791860;060790797;112BA;;;;35;165;25849;;;;
DIALYSE;2013;060791860;060790797;TOT;0;;;;;;2;;;0
DIALYSE;2013;060792090;060790540;1150A;;;;2;2;312;;;;
DIALYSE;2013;060792090;060790540;121AA;;;;;19;;;869;;
DIALYSE;2013;060792090;060790540;121CA;;;;18;5;;;396;;
DIALYSE;2013;060792090;060790540;TOT;0;;;;;;;;72;15
DIALYSE;2013;060792736;060790540;1140X;;;;10;23;3747;;;;
DIALYSE;2013;060792736;060790540;TOT;0;;;;;;;;72;15
DIALYSE;2013;060792736;060790540;VACAN;;;;1;;211;;;;
DIALYSE;2013;060792850;060790797;1150A;;;;1;1;152;;;;
DIALYSE;2013;060792900;060790797;1140X;;;;14;20;2949;;;;
DIALYSE;2013;060792926;060022951;112BA;;;;19;53;10386;;;;
DIALYSE;2013;060792926;060022951;1130X;;;;12;27;4262;;;;
DIALYSE;2013;060792926;060022951;TOT;0;;;;;;0;;21;0
DIALYSE;2013;060792926;060022951;VACAN;;;;0;3;3070;;;;
DIALYSE;2013;060801016;060790540;1140X;;;;5;16;2252;;;;
DIALYSE;2013;060801016;060790540;TOT;0;;;;;;;;72;15
DIALYSE;2013;070000179;070780358;112AX;;;;2;2;279;;;;
DIALYSE;2013;070000179;070780358;112BA;;;;12;0;7369;;;;
DIALYSE;2013;070000179;070780358;1130X;;;;8;0;4059;;;;
DIALYSE;2013;070000179;070780358;1140X;;;;6;;;;;;
DIALYSE;2013;070000179;070780358;122AX;;;;1;2;;;9;;
DIALYSE;2013;070000179;070780358;VACAN;;;;1;;;;;;
DIALYSE;2013;070004726;380793802;112BA;;;;11;31;4916;;;;
DIALYSE;2013;070004726;380793802;1130X;;;;6;9;1558;;;;
DIALYSE;2013;070004726;380793802;122AX;;;;;0;;;98;;
DIALYSE;2013;070004726;380793802;TOT;0;;;;;;1;;17;2
DIALYSE;2013;070004726;380793802;VACAN;;;;;1;102;;;;
DIALYSE;2013;070786231;690796552;1140X;;;;6;8;1672;;;;
DIALYSE;2013;070786231;690796552;TOT;0;;;;;;;;3;0
DIALYSE;2013;070786231;690796552;VACAN;;;;;;110;;;;
DIALYSE;2013;070786249;690796552;112AX;;;;2;4;251;;;;
DIALYSE;2013;070786249;690796552;1140X;;;;6;12;1658;;;;
DIALYSE;2013;070786249;690796552;TOT;0;;;;;;;;10;
DIALYSE;2013;080000425;080000615;112AX;;;;2;2;155;;;;
DIALYSE;2013;080000425;080000615;112BA;;;;18;86;12800;;;;
DIALYSE;2013;080005846;510000953;1140X;;;;10;9;1305;;;;
DIALYSE;2013;080006034;510000953;1140X;;;;12;21;3153;;;;
DIALYSE;2013;080008568;510000953;1130X;;;;10;18;2993;;;;
DIALYSE;2013;090000175;090781774;112BA;;;;12;47;7119;;;;
DIALYSE;2013;090000175;090781774;121AA;;;;;5;;;191;;
DIALYSE;2013;090000175;090781774;121CA;;;;;3;;;87;;
DIALYSE;2013;090000175;090781774;122BA;;;;0;0;;;38;;
DIALYSE;2013;090000175;090781774;AUTRE;;;;;;4;;;;
DIALYSE;2013;090000175;090781774;TOT;0;;;;;;2;;;9
DIALYSE;2013;090002833;310000633;1140X;;;;12;30;4583;;;;
DIALYSE;2013;090002833;310000633;TOT;0;;;;;;;;9;
DIALYSE;2013;090002833;310000633;VACAN;;;;;0;94;;;;
DIALYSE;2013;090784125;310000633;1140X;;;;6;4;729;;;;
DIALYSE;2013;090784125;310000633;TOT;0;;;;;;;;1;
DIALYSE;2013;090784125;310000633;VACAN;;;;;0;79;;;;
DIALYSE;2013;090784679;310000633;1140X;;;;6;7;1869;;;;
DIALYSE;2013;090784679;310000633;TOT;0;;;;;;;;1;
DIALYSE;2013;090784679;310000633;VACAN;;;;;0;299;;;;
DIALYSE;2013;100000090;100000017;112AX;;;;2;0;200;;;;
DIALYSE;2013;100000090;100000017;112BA;;;;17;84;10896;;;;
DIALYSE;2013;100000090;100000017;TOT;0;;;;;;0;;59;0
DIALYSE;2013;100005958;510000953;1140X;;;;16;19;2827;;;;
DIALYSE;2013;100006550;510000953;1140X;;;;19;25;3237;;;;
DIALYSE;2013;100006550;510000953;TOT;0;;;;;;;;17;
DIALYSE;2013;100009133;510000953;1130X;;;;12;31;5503;;;;
DIALYSE;2013;100009133;510000953;1150A;;;;1;1;123;;;;
DIALYSE;2013;100009133;510000953;TOT;0;;;;;;;;11;
DIALYSE;2013;110000023;110780061;112AX;;;;3;4;388;;;;
DIALYSE;2013;110000023;110780061;112BA;;;;16;76;11682;;;;
DIALYSE;2013;110000023;110780061;122AX;;;;1;0;;;73;;
DIALYSE;2013;110000023;110780061;122BA;;;;1;0;;;24;;
DIALYSE;2013;110000023;110780061;AUTRE;;;;;2;256;;;;
DIALYSE;2013;110000023;110780061;TOT;0;;;;;;2;;34;5
DIALYSE;2013;110004413;340000264;1140X;;;;13;10;1731;;;;
DIALYSE;2013;110004413;340000264;TOT;0;;;;;;;;3;
DIALYSE;2013;110004421;340000264;1140X;;;;8;8;1211;;;;
DIALYSE;2013;110004421;340000264;TOT;0;;;;;;;;1;
DIALYSE;2013;110004439;340000264;1140X;;;;19;17;2542;;;;
DIALYSE;2013;110004439;340000264;TOT;0;;;;;;;;1;
DIALYSE;2013;110005311;340000264;1130X;;;;11;27;3824;;;;
DIALYSE;2013;110005311;340000264;TOT;0;;;;;;1;;1;6
DIALYSE;2013;110780210;110000114;112AX;;;;4;3;441;;;;
DIALYSE;2013;110780210;110000114;112BA;;;;21;66;11483;;;;
DIALYSE;2013;110780210;110000114;1130X;;;;8;17;3231;;;;
DIALYSE;2013;110780210;110000114;121AA;;;;;2;;;43;;
DIALYSE;2013;110780210;110000114;121CA;;;;4;1;;;22;;
DIALYSE;2013;110780210;110000114;122AX;;;;1;0;;;13;;
DIALYSE;2013;110780210;110000114;122BA;;;;3;2;;;52;;
DIALYSE;2013;110780210;110000114;TOT;0;;;;;;2;;30;9
DIALYSE;2013;110780210;110000114;VACAN;;;;1;0;867;;;;
DIALYSE;2013;120000039;120780044;112BA;;;;18;58;8755;;;;
DIALYSE;2013;120000039;120780044;1150A;;;;1;1;;;;;
DIALYSE;2013;120000039;120780044;121AA;;;;;17;;;764;;
DIALYSE;2013;120000039;120780044;121CA;;;;;1;;;52;;
DIALYSE;2013;120000039;120780044;122BA;;;;;2;;;347;;
DIALYSE;2013;120000039;120780044;TOT;0;;;;;;2;;45;9
DIALYSE;2013;120000039;120780044;VACAN;;;;;;33;;;;
DIALYSE;2013;120001748;340000264;1130X;;;;12;32;4593;;;;
DIALYSE;2013;120001748;340000264;TOT;1;1;;;;;0;;;
DIALYSE;2013;120005228;310000633;1140X;;;;12;17;2842;;;;
DIALYSE;2013;120005228;310000633;TOT;0;;;;;;;;4;
DIALYSE;2013;120787254;340000264;1140X;;;;12;1;224;;;;
DIALYSE;2013;120787429;310000633;1140X;;;;7;15;2202;;;;
DIALYSE;2013;120787429;310000633;TOT;0;;;;;;;;3;
DIALYSE;2013;120788088;310000633;1140X;;;;6;8;1305;;;;
DIALYSE;2013;120788088;310000633;TOT;0;;;;;;;;5;
DIALYSE;2013;130000409;130041916;112BA;;;;16;55;7722;;;;
DIALYSE;2013;130000409;130041916;AUTRE;;;;;19;;;;;
DIALYSE;2013;130000409;130041916;TOT;0;;;;;;2;;25;
DIALYSE;2013;130000409;130041916;VACAN;;;;3;;;;;;
DIALYSE;2013;130002835;130789316;112BA;;;;10;40;6130;;;;
DIALYSE;2013;130002835;130789316;1130X;;;;12;11;1745;;;;
DIALYSE;2013;130002835;130789316;122AX;;;;2;0;;;21;;
DIALYSE;2013;130002835;130789316;TOT;0;;;;;;1;;24;4
DIALYSE;2013;130008287;130006810;1140X;;;;18;42;6345;;;;
DIALYSE;2013;130024268;130006794;112AX;;;;1;0;0;;;;
DIALYSE;2013;130024268;130006794;112BA;;;;18;26;3895;;;;
DIALYSE;2013;130024268;130006794;1130X;;;;18;15;2075;;;;
DIALYSE;2013;130024268;130006794;TOT;0;;;;;;2;;13;0
DIALYSE;2013;130034002;130006562;1130X;;;;8;8;1227;;;;
DIALYSE;2013;130034002;130006562;1140X;;;;6;23;3432;;;;
DIALYSE;2013;130034002;130006562;TOT;0;;;;;;;;7;
DIALYSE;2013;130034044;130006562;1130X;;;;12;10;4132;;;;
DIALYSE;2013;130034044;130006562;1140X;;;;6;30;1179;;;;
DIALYSE;2013;130034044;130006562;TOT;0;;;;;;0;;17;
DIALYSE;2013;130034077;130007156;1140X;;;;12;6;867;;;;
DIALYSE;2013;130034077;130007156;TOT;0;;;;;;2;;;
DIALYSE;2013;130034093;130006562;1140X;;;;6;6;877;;;;
DIALYSE;2013;130034093;130006562;TOT;0;;;;;;1;;1;
DIALYSE;2013;130034531;130001787;112BA;;;;16;77;12039;;;;
DIALYSE;2013;130034531;130001787;1130X;;;;16;16;2114;;;;
DIALYSE;2013;130034531;130001787;121CA;;;;2;1;;;70;;
DIALYSE;2013;130034531;130001787;122AX;;;;1;1;;;12;;
DIALYSE;2013;130034531;130001787;TOT;0;;;;;;1;;24;1
DIALYSE;2013;130034556;130016058;1140X;;;;12;14;2259;;;;
DIALYSE;2013;130034614;130006810;1140X;;;;15;34;5428;;;;
DIALYSE;2013;130034614;130006810;121AA;;;;;5;;;303;;
DIALYSE;2013;130034614;130006810;121CA;;;;11;11;;;577;;
DIALYSE;2013;130034614;130006810;121CE;;;;1;1;;;31;;
DIALYSE;2013;130034614;130006810;TOT;0;;;;;;;;;22
DIALYSE;2013;130035215;130001415;112BA;;;;14;68;3467;;;;
DIALYSE;2013;130035223;130001415;1140X;;;;16;19;2712;;;;
DIALYSE;2013;130035223;130001415;TOT;0;;;;;;1;;;
DIALYSE;2013;130035959;130006810;1130X;;;;8;20;2532;;;;
DIALYSE;2013;130036650;130016058;1140X;;;;12;16;2535;;;;
DIALYSE;2013;130038003;130029218;112BA;;;;24;104;16641;;;;
DIALYSE;2013;130038003;130029218;1130X;;;;10;26;3330;;;;
DIALYSE;2013;130038003;130029218;TOT;0;;;;;;2;;37;0
DIALYSE;2013;130038045;130006562;1140X;;;;6;9;1570;;;;
DIALYSE;2013;130038045;130006562;TOT;0;;;;;;;;;5
DIALYSE;2013;130781867;130000813;1140X;;;;18;17;2609;;;;
DIALYSE;2013;130781867;130000813;TOT;0;;;;;;;;8;
DIALYSE;2013;130783236;130786049;112BA;;;;72;191;29937;;;;
DIALYSE;2013;130783236;130786049;122AX;;;;1;10;;;508;;
DIALYSE;2013;130783236;130786049;TOT;0;;;;;;;;76;19
DIALYSE;2013;130783327;130001415;112BA;;;;32;139;22175;;;;
DIALYSE;2013;130783327;130001415;1130X;;;;20;13;2074;;;;
DIALYSE;2013;130783327;130001415;121AA;;;;;4;;;105;;
DIALYSE;2013;130783327;130001415;122AX;;;;1;0;;;34;;
DIALYSE;2013;130783327;130001415;122BA;;;;1;0;;;31;;
DIALYSE;2013;130783327;130001415;TOT;0;;;;;;1;;6;5
DIALYSE;2013;130783327;130001415;VACAN;;;;;;16;;;;
DIALYSE;2013;130784481;130001787;112AX;;;;1;4;552;;;;
DIALYSE;2013;130784481;130001787;112BA;;;;64;332;51284;;;;
DIALYSE;2013;130784481;130001787;1130X;;;;5;9;1243;;;;
DIALYSE;2013;130784481;130001787;121CA;;;;1;6;;;229;;
DIALYSE;2013;130784481;130001787;122AX;;;;1;6;;;52;;
DIALYSE;2013;130784481;130001787;122BA;;;;6;6;;;1604;;
DIALYSE;2013;130784481;130001787;TOT;0;;;;;;4;;112;5
DIALYSE;2013;130802549;130006562;1150A;;;;1;1;376;;;;
DIALYSE;2013;130804297;130786049;112BE;;;;6;;1254;;;;
DIALYSE;2013;130804297;130786049;121CE;;;;4;;;;;;
DIALYSE;2013;130804297;130786049;122AX;;;;30;;;;0;;
DIALYSE;2013;130804297;130786049;122BE;;;;2;10;;;;;
DIALYSE;2013;130804297;130786049;TOT;0;;;;;;;;8;2
DIALYSE;2013;130806029;130006794;1130X;;;;24;30;4707;;;;
DIALYSE;2013;130806029;130006794;1140X;;;;10;9;2080;;;;
DIALYSE;2013;130806029;130006794;TOT;0;;;;;;2;;9;0
DIALYSE;2013;130806078;130016058;1130X;;;;0;23;4282;;;;
DIALYSE;2013;130806078;130016058;1140X;;;;24;46;5886;;;;
DIALYSE;2013;130806318;130006794;121AA;;;;;2;;;104;;
DIALYSE;2013;130806318;130006794;121CA;;;;4;1;;;91;;
DIALYSE;2013;130806417;130006810;1140X;;;;8;10;1783;;;;
DIALYSE;2013;130809809;130007156;112AX;;;;1;1;18;;;;
DIALYSE;2013;130809809;130007156;112BA;;;;24;86;16597;;;;
DIALYSE;2013;130809809;130007156;1130X;;;;12;21;3180;;;;
DIALYSE;2013;130809809;130007156;TOT;0;;;;;;2;;43;0
DIALYSE;2013;130810104;130001415;1150A;;;;1;1;181;;;;
DIALYSE;2013;130810104;130001415;TOT;0;;;;;;1;;;
DIALYSE;2013;130811680;130029218;1140X;;;;10;4;709;;;;
DIALYSE;2013;130811680;130029218;TOT;0;;;;;;2;;;
DIALYSE;2013;130811797;130006562;1140X;;;;6;17;2334;;;;
DIALYSE;2013;130811797;130006562;TOT;0;;;;;;0;;6;0
DIALYSE;2013;140000027;140000035;112BA;;;;15;52;7446;;;;
DIALYSE;2013;140000027;140000035;1130X;;;;8;8;1100;;;;
DIALYSE;2013;140000027;140000035;1140X;;;;;;57;;;;
DIALYSE;2013;140000027;140000035;121AA;;;;;4;;;;;
DIALYSE;2013;140000027;140000035;121CA;;;;;12;;;;;
DIALYSE;2013;140000027;140000035;122AX;;;;1;1;;;41;;
DIALYSE;2013;140000027;140000035;122BA;;;;1;1;;;406;;
DIALYSE;2013;140000027;140000035;AUTRE;;;;;37;;;;;
DIALYSE;2013;140000027;140000035;TOT;0;;;;;;1;;19;4
DIALYSE;2013;140002254;140000852;1140X;;;;12;62;8559;;;;
DIALYSE;2013;140002254;140000852;1150A;;;;7;7;1700;;;;
DIALYSE;2013;140002254;140000852;121AA;;;;;26;;;1226;;
DIALYSE;2013;140002254;140000852;121CA;;;;20;20;;;1147;;
DIALYSE;2013;140004383;140000100;112AX;;;;2;4;359;;;;
DIALYSE;2013;140004383;140000100;112BA;;;;17;83;11646;;;;
DIALYSE;2013;140004383;140000100;1130X;;;;12;16;2855;;;;
DIALYSE;2013;140004383;140000100;1140X;;;;24;36;8600;;;;
DIALYSE;2013;140004383;140000100;1150A;;;;1;8;1700;;;;
DIALYSE;2013;140004383;140000100;121AA;;;;;0;;;10;;
DIALYSE;2013;140004383;140000100;121CA;;;;1;2;;;7;;
DIALYSE;2013;140004383;140000100;122AX;;;;1;2;;;120;;
DIALYSE;2013;140004383;140000100;122BA;;;;1;1;;;95;;
DIALYSE;2013;140004383;140000100;AUTRE;;;;;1;1;;;;
DIALYSE;2013;140017237;140003278;112BA;;;;18;88;12779;;;;
DIALYSE;2013;140017237;140003278;1130X;;;;4;2;314;;;;
DIALYSE;2013;140027434;140000852;1140X;;;;10;22;2909;;;;
DIALYSE;2013;140027434;140000852;121AA;;;;;6;;;311;;
DIALYSE;2013;140027434;140000852;121CA;;;;13;13;;;546;;
DIALYSE;2013;150001758;630000990;112AX;;;;;0;48;;;;
DIALYSE;2013;150001758;630000990;1140X;;;;10;15;3019;;;;
DIALYSE;2013;150001758;630000990;TOT;0;;;;;;;;3;0
DIALYSE;2013;150780732;150000271;112BA;;;;18;58;9643;;;;
DIALYSE;2013;150780732;150000271;1140X;;;;17;12;2459;;;;
DIALYSE;2013;160000253;160000451;112AX;;;;2;2;253;;;;
DIALYSE;2013;160000253;160000451;112BA;;;;21;77;10847;;;;
DIALYSE;2013;160000253;160000451;1140X;;;;;5;731;;;;
DIALYSE;2013;160000253;160000451;122AX;;;;1;1;;;33;;
DIALYSE;2013;160000253;160000451;122BA;;;;6;0;;;188;;
DIALYSE;2013;160000253;160000451;TOT;0;;;;;;0;;36;2
DIALYSE;2013;160000253;160000451;VACAN;;;;;;106;;;;
DIALYSE;2013;160006110;860000348;112AX;;;;1;1;435;;;;
DIALYSE;2013;160006110;860000348;1130X;;;;11;39;5708;;;;
DIALYSE;2013;160006110;860000348;1140X;;;;6;11;1627;;;;
DIALYSE;2013;160006110;860000348;121AA;;;;;10;;;557;;
DIALYSE;2013;160006110;860000348;121CA;;;;7;7;;;242;;
DIALYSE;2013;160006110;860000348;TOT;0;;;;;;;;32;10
DIALYSE;2013;160012159;860000348;1140X;;;;5;10;1552;;;;
DIALYSE;2013;170000087;170023279;112AX;;;;4;2;149;;;;
DIALYSE;2013;170000087;170023279;112BA;;;;18;87;13630;;;;
DIALYSE;2013;170000087;170023279;122AX;;;;;10;;;16;;
DIALYSE;2013;170000103;170780175;112AX;;;;2;2;107;;;;
DIALYSE;2013;170000103;170780175;112BA;;;;14;59;10068;;;;
DIALYSE;2013;170000103;170780175;121CA;;;;2;0;;;2;;
DIALYSE;2013;170000103;170780175;122AX;;;;2;2;;;2;;
DIALYSE;2013;170000103;170780175;122BA;;;;3;76;;;53;;
DIALYSE;2013;170000103;170780175;TOT;0;;;;;;1;;80;
DIALYSE;2013;170009419;170000988;1130X;;;;9;27;4039;;;;
DIALYSE;2013;170009419;170000988;TOT;0;;;;;;;;12;
DIALYSE;2013;170009419;170000988;VACAN;;;;;0;32;;;;
DIALYSE;2013;170021711;170000988;1130X;;;;9;18;2346;;;;
DIALYSE;2013;170021711;170000988;TOT;0;;;;;;;;10;
DIALYSE;2013;170021711;170000988;VACAN;;;;;1;391;;;;
DIALYSE;2013;170023030;170000988;1130X;;;;9;15;1719;;;;
DIALYSE;2013;170023030;170000988;TOT;0;;;;;;;;6;
DIALYSE;2013;170023030;170000988;VACAN;;;;;;291;;;;
DIALYSE;2013;170785059;170000988;1140X;;;;8;17;2481;;;;
DIALYSE;2013;170785059;170000988;1150A;;;;1;1;154;;;;
DIALYSE;2013;170785059;170000988;121AA;;;;;17;;;852;;
DIALYSE;2013;170785059;170000988;121CA;;;;8;7;;;277;;
DIALYSE;2013;170785059;170000988;122BA;;;;20;2;;;30;;
DIALYSE;2013;170785059;170000988;TOT;0;;;;;;;;5;
DIALYSE;2013;170785059;170000988;VACAN;;;;;;105;;;;
DIALYSE;2013;170792212;170000988;1140X;;;;8;20;3133;;;;
DIALYSE;2013;170792212;170000988;TOT;0;;;;;;;;4;
DIALYSE;2013;170792212;170000988;VACAN;;;;;0;109;;;;
DIALYSE;2013;170794929;170000988;1140X;;;;8;14;2351;;;;
DIALYSE;2013;170794929;170000988;TOT;0;;;;;;;;3;
DIALYSE;2013;170794929;170000988;VACAN;;;;;0;362;;;;
DIALYSE;2013;170795165;170000988;1140X;;;;7;9;1591;;;;
DIALYSE;2013;170795165;170000988;TOT;0;;;;;;;;1;
DIALYSE;2013;170795165;170000988;VACAN;;;;;;19;;;;
