BOR;AN;FI;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTNUI;ACTINT
IMAGES;2013;420000226;420013831;SCAN;1;1;7114;;;10261;22;1
IMAGES;2013;420000234;420780652;RADIO;3;3;9970;755;0;16294;433;
IMAGES;2013;420000234;420780652;SCAN;1;1;5317;416;0;5367;45;
IMAGES;2013;420000242;420780660;RADIO;1;1;722;;;;;0
IMAGES;2013;420000267;420013831;MAMM;1;1;;;;1330;;
IMAGES;2013;420000267;420013831;RADIO;2;2;5635;;;13073;118;0
IMAGES;2013;420000267;420013831;SCAN;1;1;1943;;;2926;17;0
IMAGES;2013;420010241;420013492;MAMM;1;1;;;;1644;;
IMAGES;2013;420010241;420013492;RADIO;2;2;2997;;;2725;;1
IMAGES;2013;420011413;420011405;CAM;1;1;;;;;;
IMAGES;2013;420011413;420011405;IRM;1;1;300;;;70;;
IMAGES;2013;420011413;420011405;LITHO;1;1;67;;;;;
IMAGES;2013;420011413;420011405;MAMM;1;1;;;;;;
IMAGES;2013;420011413;420011405;RADIO;3;3;6476;;;8660;;
IMAGES;2013;420011413;420011405;SCAN;2;2;2137;;;1640;;
IMAGES;2013;420011413;420011405;TOMO;1;1;;;;;;
IMAGES;2013;420011413;420011405;VASC;1;1;124;;;;;
IMAGES;2013;420780579;690029723;RADIO;1;;;;;;;
IMAGES;2013;420780637;420002495;RADIO;4;4;12418;837;;16983;;0
IMAGES;2013;420780637;420002495;SCAN;1;1;7400;;;6728;631;0
IMAGES;2013;420780678;420002495;RADIO;1;;;;;;;0
IMAGES;2013;420782559;420784878;RADIO;1;1;3709;;;;;0
IMAGES;2013;420782567;420784878;RADIO;1;1;4030;;;;;0
IMAGES;2013;420785354;420784878;CAM;4;4;4588;;472;2656;;0
IMAGES;2013;420785354;420784878;IRM;4;4;2150;59;246;5628;195;
IMAGES;2013;420785354;420784878;RADIO;11;11;43795;70;;33715;785;0
IMAGES;2013;420785354;420784878;SCAN;3;3;17750;342;;7460;364;1
IMAGES;2013;420785354;420784878;TOMO;1;1;2001;;61;133;;0
IMAGES;2013;420785354;420784878;VASC;4;4;5563;161;;154;8;1
IMAGES;2013;420785354;420784878;dtIRM2;1;1;402;9;41;1837;;0
IMAGES;2013;430000117;430000018;IRM;1;1;473;;;3228;;0
IMAGES;2013;430000117;430000018;RADIO;2;2;31312;;434;36504;419;1
IMAGES;2013;430000117;430000018;SCAN;1;1;8440;;278;8098;86;1
IMAGES;2013;430000190;430000034;MAMM;1;1;;;;0;;
IMAGES;2013;430000190;430000034;RADIO;2;2;1652;0;0;9869;67;
IMAGES;2013;430000307;430000067;RADIO;1;1;169;125;0;278;0;0
IMAGES;2013;440000016;440000057;IRM;1;1;1274;;;11333;78;0
IMAGES;2013;440000016;440000057;MAMM;1;1;;;;1507;;
IMAGES;2013;440000016;440000057;RADIO;5;5;26168;;;36294;7330;1
IMAGES;2013;440000016;440000057;SCAN;1;1;15297;;;17012;1792;1
IMAGES;2013;440000016;440000057;VASC;2;1;516;;;404;4;1
IMAGES;2013;440000180;440000263;RADIO;1;1;1200;0;0;0;0;1
IMAGES;2013;440000271;440000289;CAM;3;3;2027;318;9;3862;3;
IMAGES;2013;440000271;440000289;IRM;2;2;1178;173;;6567;107;
IMAGES;2013;440000271;440000289;MAMM;1;1;;;;;;
IMAGES;2013;440000271;440000289;RADIO;11;11;57143;2726;35;74131;1890;
IMAGES;2013;440000271;440000289;SCAN;3;3;14811;2197;10;12350;679;
IMAGES;2013;440000271;440000289;VASC;1;1;889;55;12;49;4;1
IMAGES;2013;440000396;440000297;RADIO;7;7;2996;;;11370;176;0
IMAGES;2013;440000412;440000941;MAMM;1;;;;;;;
IMAGES;2013;440000412;440000941;RADIO;2;;;;;;;
IMAGES;2013;440000453;440000289;RADIO;1;1;;;;;;0
IMAGES;2013;440000487;440001014;LITHO;1;;;;;;;1
IMAGES;2013;440000487;440001014;RADIO;2;;;;;;;0
IMAGES;2013;440000503;440000313;RADIO;2;2;6241;0;1715;18181;;0
IMAGES;2013;440000503;440000313;SCAN;1;0;;;;;;
IMAGES;2013;440000560;850009010;RADIO;1;1;1086;49;0;2448;0;0
IMAGES;2013;440001113;490017258;CAM;2;2;878;;;5207;;0
IMAGES;2013;440001113;490017258;IRM;1;1;156;;;2938;;0
IMAGES;2013;440001113;490017258;MAMM;2;2;;;;7107;;
IMAGES;2013;440001113;490017258;RADIO;5;5;1774;;;1321;;0
IMAGES;2013;440001113;490017258;SCAN;1;1;635;;;5180;;0
IMAGES;2013;440001113;490017258;TOMO;2;2;108;;2186;2128;;0
IMAGES;2013;440001188;440018661;RADIO;1;1;584;;;;;0
IMAGES;2013;440002020;440001386;IRM;1;;;;;;;
IMAGES;2013;440002020;440001386;RADIO;2;;;;;;;
IMAGES;2013;440002020;440001386;SCAN;1;;;;;;;
IMAGES;2013;440003291;440000289;RADIO;2;2;3373;910;;894;;
IMAGES;2013;440017598;440000289;CAM;3;3;876;60;6;9527;18;
IMAGES;2013;440017598;440000289;IRM;1;1;1939;143;2;3658;76;
IMAGES;2013;440017598;440000289;RADIO;2;2;36553;115;48;3327;1088;
IMAGES;2013;440017598;440000289;SCAN;1;1;5080;148;7;3919;63;
IMAGES;2013;440017598;440000289;TOMO;2;2;93;389;;1752;;
IMAGES;2013;440017598;440000289;VASC;1;1;4161;134;354;312;15;1
IMAGES;2013;440023364;440006377;CAM;3;3;30;0;195;8637;;0
IMAGES;2013;440023364;440006377;IRM;2;;;;;;;
IMAGES;2013;440023364;440006377;MAMM;3;;;;;;;
IMAGES;2013;440023364;440006377;RADIO;8;;;;;;;
IMAGES;2013;440023364;440006377;SCAN;3;;;;;;;
IMAGES;2013;440023364;440006377;TOMO;1;;;;;;;
IMAGES;2013;440023364;440006377;VASC;3;;;;;;;
IMAGES;2013;440029338;440041895;IRM;1;;;;;;;
IMAGES;2013;440029338;440041895;LITHO;1;1;82;;;;;
IMAGES;2013;440029338;440041895;MAMM;1;;;;;;;
IMAGES;2013;440029338;440041895;RADIO;4;;;;;;;
IMAGES;2013;440029338;440041895;SCAN;1;;;;;;;
IMAGES;2013;440029379;440000974;IRM;1;;;;;;;
IMAGES;2013;440029379;440000974;MAMM;1;;;;;;;
IMAGES;2013;440029379;440000974;RADIO;4;;;;;;;
IMAGES;2013;440029379;440000974;SCAN;1;;;;;;;
IMAGES;2013;440041580;440041572;CAM;3;0;;;;;;
IMAGES;2013;440041580;440041572;IRM;2;0;;;;;;
IMAGES;2013;440041580;440041572;MAMM;3;0;;;;;;
IMAGES;2013;440041580;440041572;RADIO;8;0;;;;;;
IMAGES;2013;440041580;440041572;SCAN;3;0;;;;;;
IMAGES;2013;440041580;440041572;TOMO;1;0;;;;;;
IMAGES;2013;440041580;440041572;VASC;3;3;6287;0;0;0;0;1
IMAGES;2013;440050433;440041895;IRM;1;0;;;;;;
IMAGES;2013;440050433;440041895;LITHO;1;1;131;;;0;0;1
IMAGES;2013;440050433;440041895;MAMM;1;0;;;;;;
IMAGES;2013;440050433;440041895;SCAN;1;0;;;;;;
IMAGES;2013;450000021;450000088;MAMM;1;1;;;;3985;;
IMAGES;2013;450000021;450000088;RADIO;4;4;21580;38;7;9145;368;0
IMAGES;2013;450000047;450000096;RADIO;2;1;15058;;;;;
IMAGES;2013;450000047;450000096;SCAN;1;1;2850;;;;;
IMAGES;2013;450000062;450000104;IRM;1;1;449;0;0;1877;0;0
IMAGES;2013;450000062;450000104;MAMM;1;1;;;;78;;
IMAGES;2013;450000062;450000104;RADIO;4;4;12962;;;19432;4819;0
IMAGES;2013;450000062;450000104;SCAN;1;1;4835;0;0;3646;780;1
IMAGES;2013;450000070;450000112;RADIO;2;2;2005;;;8647;;0
IMAGES;2013;450000070;450000112;SCAN;1;1;1631;;;3629;;0
IMAGES;2013;450000294;450000591;SCAN;1;1;4299;;;2723;;0
IMAGES;2013;450002613;450000088;CAM;3;3;1177;348;1;3341;0;0
IMAGES;2013;450002613;450000088;IRM;2;2;1615;7;390;7122;9;0
IMAGES;2013;450002613;450000088;RADIO;7;7;70869;245;86;87665;7699;1
IMAGES;2013;450002613;450000088;SCAN;3;3;18281;52;567;17300;176;1
IMAGES;2013;450002613;450000088;TOMO;1;1;210;31;6;2544;0;0
IMAGES;2013;450002613;450000088;VASC;1;1;81;0;0;41;0;1
IMAGES;2013;460000045;460780083;MAMM;1;1;;;;978;;
IMAGES;2013;460000045;460780083;RADIO;1;1;4130;;;14138;;0
IMAGES;2013;460000045;460780083;SCAN;1;1;2526;;;3941;;0
IMAGES;2013;460000052;460780091;RADIO;2;2;2074;;;4334;88;0
IMAGES;2013;460000052;460780091;SCAN;1;1;576;;;406;11;0
IMAGES;2013;460000052;460780091;TOMO;;;;;;;88;
IMAGES;2013;460000060;460780117;RADIO;1;1;1313;;;;;
IMAGES;2013;460000102;460780208;RADIO;2;2;2520;;;2787;47;
IMAGES;2013;460000110;460780216;IRM;1;1;466;0;9;4290;0;0
IMAGES;2013;460000110;460780216;MAMM;1;1;;;;720;;
IMAGES;2013;460000110;460780216;RADIO;4;3;9741;30;60;22231;284;0
IMAGES;2013;460000110;460780216;SCAN;1;1;3269;19;125;8579;51;0
IMAGES;2013;470000027;470014069;IRM;1;;;;;;;0
IMAGES;2013;470000027;470014069;LITHO;1;1;277;;;;;1
IMAGES;2013;470000027;470014069;MAMM;2;;;;;;;
IMAGES;2013;470000027;470014069;RADIO;4;;;;;;;0
IMAGES;2013;470000027;470014069;SCAN;2;;;;;;;0
IMAGES;2013;470000027;470014069;VASC;2;2;2107;;;;;1
IMAGES;2013;470000423;470000316;CAM;3;3;1200;46;248;9188;0;0
IMAGES;2013;470000423;470000316;IRM;1;1;973;15;40;2687;8;0
IMAGES;2013;470000423;470000316;RADIO;4;4;15173;361;85;21374;437;0
IMAGES;2013;470000423;470000316;SCAN;1;1;5642;572;197;4740;87;1
IMAGES;2013;470000431;470000324;IRM;1;1;362;;2818;2384;0;0
IMAGES;2013;470000431;470000324;RADIO;2;2;6197;;;24515;364;0
IMAGES;2013;470000431;470000324;SCAN;1;1;3029;;4511;6679;164;0
IMAGES;2013;470000480;470001660;IRM;1;1;25;2;;5193;0;0
IMAGES;2013;470000480;470001660;RADIO;1;1;10474;192;;22272;432;0
IMAGES;2013;470000480;470001660;SCAN;1;1;3997;72;;9283;104;0
IMAGES;2013;470000522;470000340;RADIO;1;1;801;;;2471;10;0
IMAGES;2013;470000555;470001660;RADIO;1;1;269;;;463;;0
IMAGES;2013;480000017;480780097;IRM;1;1;62;;;832;;
IMAGES;2013;480000017;480780097;MAMM;1;1;;;;919;;
IMAGES;2013;480000017;480780097;RADIO;3;3;7192;;;15163;;
IMAGES;2013;480000017;480780097;SCAN;1;1;2667;;;3309;;
IMAGES;2013;480000074;480780162;RADIO;1;1;116;42;0;524;0;1
IMAGES;2013;480783034;480782101;RADIO;1;1;70;0;0;0;0;0
IMAGES;2013;490000049;490000031;CAM;4;4;1059;0;62;4703;0;0
IMAGES;2013;490000049;490000031;IRM;1;1;4817;10;1439;8796;27;0
IMAGES;2013;490000049;490000031;LITHO;1;1;75;0;0;0;0;
IMAGES;2013;490000049;490000031;RADIO;11;11;29748;818;0;67241;947;1
IMAGES;2013;490000049;490000031;SCAN;3;3;13624;188;0;22514;337;1
IMAGES;2013;490000049;490000031;TOMO;2;2;448;0;7;1505;0;0
IMAGES;2013;490000049;490000031;VASC;2;2;2738;24;0;292;12;1
IMAGES;2013;490000049;490000031;dtIRM2;1;1;1088;2;0;1562;;0
IMAGES;2013;490000106;490000163;RADIO;2;2;506;;;;;0
IMAGES;2013;490000155;490017258;CAM;2;2;536;;4;3998;;0
IMAGES;2013;490000155;490017258;IRM;1;1;72;;3;1366;;0
IMAGES;2013;490000155;490017258;MAMM;3;3;;;;9057;;
IMAGES;2013;490000155;490017258;RADIO;1;1;2873;;84;3038;;0
IMAGES;2013;490000155;490017258;SCAN;1;1;701;;111;3579;;1
IMAGES;2013;490000155;490017258;TOMO;2;2;44;;8;2087;;0
IMAGES;2013;490000262;490000171;IRM;1;;;;;;;
IMAGES;2013;490000262;490000171;SCAN;1;;;;;;;
IMAGES;2013;490000262;490000171;VASC;1;1;1214;;;;;
IMAGES;2013;490000635;490000676;IRM;1;1;618;;;1618;6;0
IMAGES;2013;490000635;490000676;MAMM;1;1;;;;729;;
IMAGES;2013;490000635;490000676;RADIO;5;5;15838;;;53273;678;0
IMAGES;2013;490000635;490000676;SCAN;1;1;3967;;;7277;57;0
IMAGES;2013;490001765;490528452;RADIO;4;4;7282;;;12539;279;0
IMAGES;2013;490001765;490528452;SCAN;1;1;2394;;;5235;19;0
IMAGES;2013;490014909;490008109;IRM;1;0;;;;;;
IMAGES;2013;490014909;490008109;LITHO;1;1;184;;;;;
IMAGES;2013;490014909;490008109;SCAN;1;0;;;;;;
IMAGES;2013;490532173;530000025;RADIO;1;1;303;;;1685;;
IMAGES;2013;490540440;490004330;RADIO;1;1;1402;;;12974;;0
IMAGES;2013;500000021;500000054;IRM;1;1;541;;;2325;;0
IMAGES;2013;500000021;500000054;MAMM;1;1;;;;1653;;
IMAGES;2013;500000021;500000054;RADIO;3;3;6392;;;19715;281;
IMAGES;2013;500000021;500000054;SCAN;1;1;2200;;;5988;68;0
IMAGES;2013;500000146;500000500;MAMM;1;1;;;;;;
IMAGES;2013;500000146;500000500;RADIO;2;2;1764;;;;;
IMAGES;2013;500000146;500000500;SCAN;1;1;634;;;;;
IMAGES;2013;500000187;500000013;IRM;1;1;4474;78;;13011;0;0
IMAGES;2013;500000187;500000013;MAMM;1;1;;;;1108;;
IMAGES;2013;500000187;500000013;RADIO;6;6;44854;161;;44854;494;0
IMAGES;2013;500000187;500000013;SCAN;1;1;13302;94;;25296;70;0
IMAGES;2013;500000260;500000054;RADIO;2;2;3278;;;12439;171;0
IMAGES;2013;500000260;500000054;SCAN;1;1;1791;;2632;3502;40;1
IMAGES;2013;500000401;500000609;MAMM;1;;;;;;;
IMAGES;2013;500000401;500000609;RADIO;2;0;1604;;;;;
IMAGES;2013;500000401;500000609;SCAN;1;0;231;;;;;
IMAGES;2013;500000427;500000096;MAMM;1;1;;;;624;;
IMAGES;2013;500000427;500000096;RADIO;2;2;1198;;;6806;;0
IMAGES;2013;500000450;500000112;IRM;1;1;622;;2511;4712;1;0
IMAGES;2013;500000450;500000112;RADIO;4;4;;;;;;1
IMAGES;2013;500000450;500000112;SCAN;1;1;6119;;3823;8764;116;0
IMAGES;2013;500000450;500000112;VASC;1;1;;;;;;0
IMAGES;2013;500000468;500000013;RADIO;2;2;15604;1344;;15604;129;0
IMAGES;2013;500000468;500000013;SCAN;1;1;2572;;;17352;25;0
IMAGES;2013;500000591;500000393;RADIO;2;;;;;;;0
IMAGES;2013;500002357;500002233;CAM;1;1;19;;;;;0
IMAGES;2013;500002357;500002233;LITHO;1;1;50;;;;;1
IMAGES;2013;500002357;500002233;MAMM;1;0;;;;;;
IMAGES;2013;500002357;500002233;RADIO;2;2;4103;;;;;0
IMAGES;2013;500002357;500002233;SCAN;1;1;318;;;;;0
IMAGES;2013;510000169;510000037;IRM;1;1;473;5;50;2757;33;0
IMAGES;2013;510000169;510000037;RADIO;4;4;13111;410;328;15954;506;0
IMAGES;2013;510000169;510000037;SCAN;1;1;3637;44;342;1178;86;1
IMAGES;2013;510000169;510000037;dtIRM2;1;1;473;5;50;2757;;0
IMAGES;2013;510000177;100006279;RADIO;1;1;847;0;0;3306;0;0
IMAGES;2013;510000193;510000557;IRM;1;;;;;;;
IMAGES;2013;510000193;510000557;SCAN;1;;;;;;;
IMAGES;2013;510000193;510000557;VASC;1;;;;;;;
IMAGES;2013;510000227;510000565;RADIO;2;;;;;;;
IMAGES;2013;510000235;510000060;IRM;1;1;289;;;2657;0;0
IMAGES;2013;510000235;510000060;RADIO;3;3;7878;;;21389;150;0
IMAGES;2013;510000235;510000060;SCAN;1;1;1763;;;2025;29;0
IMAGES;2013;510000250;510000078;MAMM;1;1;;;;316;;
IMAGES;2013;510000250;510000078;RADIO;3;2;5421;;;13760;122;0
IMAGES;2013;510000250;510000078;SCAN;1;1;936;;;3825;10;0
IMAGES;2013;510000466;510000102;RADIO;1;1;610;;0;3598;15;0
IMAGES;2013;510000516;510000136;CAM;3;3;1821;0;798;4683;0;0
IMAGES;2013;510000516;510000136;IRM;1;1;186;0;12;1673;0;0
IMAGES;2013;510000516;510000136;MAMM;2;2;;;;6018;;
IMAGES;2013;510000516;510000136;RADIO;1;1;1694;;19;487;;0
IMAGES;2013;510000516;510000136;SCAN;1;1;736;0;16;1708;0;0
IMAGES;2013;510000516;510000136;TOMO;1;1;90;0;55;1572;0;0
IMAGES;2013;510002447;510000029;IRM;1;1;1627;;;4395;35;0
IMAGES;2013;510002447;510000029;LITHO;1;0;;;;;;
IMAGES;2013;510002447;510000029;MAMM;1;1;;;;80;;
IMAGES;2013;510002447;510000029;RADIO;5;5;9763;;;29644;;1
IMAGES;2013;510002447;510000029;SCAN;1;1;8535;;;6974;32;1
IMAGES;2013;510002447;510000029;VASC;1;1;794;;;125;11;1
IMAGES;2013;510002470;510000029;RADIO;2;2;2455;;;9376;;0
IMAGES;2013;510004302;510000029;IRM;1;1;2110;;;2910;46;0
IMAGES;2013;510004302;510000029;RADIO;6;6;16998;;;29644;;1
IMAGES;2013;510004302;510000029;SCAN;1;1;8449;;;4091;341;1
IMAGES;2013;510004302;510000029;VASC;1;1;610;;;5;1;1
IMAGES;2013;510004302;510000029;dtIRM2;1;1;2110;;;2910;;
IMAGES;2013;510012040;510000557;IRM;1;;;;;;;
IMAGES;2013;510012040;510000557;LITHO;2;;;;;;;
IMAGES;2013;510012040;510000557;SCAN;1;;;;;;;
IMAGES;2013;520000019;520780024;RADIO;1;1;22;0;0;33;0;0
IMAGES;2013;520000027;520780032;CAM;1;1;513;168;0;2214;0;0
IMAGES;2013;520000068;520780073;IRM;2;2;224;0;47;1868;2;0
IMAGES;2013;520000068;520780073;LITHO;1;1;64;;0;0;;0
IMAGES;2013;520000068;520780073;MAMM;1;1;;;;1761;;
IMAGES;2013;520000068;520780073;RADIO;3;3;5048;0;298;23834;320;0
IMAGES;2013;520000068;520780073;SCAN;1;1;1891;0;151;3160;12;0
IMAGES;2013;520780180;520000100;RADIO;2;;;;;;;1
IMAGES;2013;520780214;520000118;MAMM;1;;;;;;;
IMAGES;2013;520780214;520000118;RADIO;5;;;;;;;
IMAGES;2013;530000017;530000025;MAMM;1;1;;;;;;
IMAGES;2013;530000017;530000025;RADIO;3;4;2044;;;13585;191;0
IMAGES;2013;530000017;530000025;SCAN;1;1;3167;;467;2827;36;0
IMAGES;2013;530000165;530000066;RADIO;1;1;126;0;0;75;0;0
IMAGES;2013;530000173;530000074;MAMM;1;1;;;;309;;
IMAGES;2013;530000173;530000074;RADIO;3;3;9584;0;0;15577;220;0
IMAGES;2013;530000173;530000074;SCAN;1;1;3096;0;0;3654;36;0
IMAGES;2013;530000264;530000371;MAMM;1;1;;;;2126;;
IMAGES;2013;530000264;530000371;RADIO;7;7;19363;256;;28111;447;1
IMAGES;2013;530000264;530000371;SCAN;1;1;5468;55;2162;3422;29;1
IMAGES;2013;530000264;530000371;VASC;1;1;818;;;;;1
IMAGES;2013;530031962;530000975;CAM;1;;;;;;;
IMAGES;2013;530031962;530000975;IRM;1;;;;;;;
IMAGES;2013;530031962;530000975;MAMM;1;;;;;;;
IMAGES;2013;530031962;530000975;RADIO;4;;;;;;;
IMAGES;2013;530031962;530000975;SCAN;1;;;;;;;
IMAGES;2013;540000015;540023264;IRM;1;1;253;;4519;880;6;0
IMAGES;2013;540000015;540023264;MAMM;1;1;;;;1640;;
IMAGES;2013;540000015;540023264;RADIO;1;1;2557;;;404;25;
IMAGES;2013;540000023;540000049;RADIO;2;2;3975;97;4;11789;197;0
IMAGES;2013;540000023;540000049;SCAN;1;1;2455;46;11;6498;23;0
IMAGES;2013;540000155;540000080;MAMM;1;;;;;;;
IMAGES;2013;540000155;540000080;RADIO;2;2;4154;;;7461;161;0
IMAGES;2013;540000155;540000080;SCAN;1;1;2847;1;;742;29;1
IMAGES;2013;540000163;540020112;RADIO;4;4;4232;0;0;36201;170;1
IMAGES;2013;540000296;540000106;MAMM;1;1;;;;;;
IMAGES;2013;540000296;540000106;RADIO;1;1;;;;;;0
IMAGES;2013;540000296;540000106;SCAN;1;1;;;;;;0
IMAGES;2013;540000361;540003928;RADIO;1;;;;;;;
IMAGES;2013;540000478;540003449;IRM;1;0;;;;;;0
IMAGES;2013;540000478;540003449;SCAN;1;0;;;;;;0
IMAGES;2013;540000478;540003449;VASC;3;3;7675;;;;57;1
IMAGES;2013;540000668;540006707;RADIO;2;2;1908;;;;;0
IMAGES;2013;540001070;540000767;IRM;1;1;766;;;;;0
IMAGES;2013;540001070;540000767;RADIO;3;3;9622;;;18300;340;0
IMAGES;2013;540001070;540000767;SCAN;1;1;6853;;;15888;58;0
IMAGES;2013;540001138;540002078;CAM;2;2;521;82;313;2906;;0
IMAGES;2013;540001138;540002078;IRM;3;3;5873;3145;1438;25546;62;0
IMAGES;2013;540001138;540002078;RADIO;9;9;18653;332;1842;34756;779;1
IMAGES;2013;540001138;540002078;SCAN;3;3;30670;5880;4347;37595;738;1
IMAGES;2013;540001138;540002078;VASC;2;2;1220;49;5;20;4;1
IMAGES;2013;540001138;540002078;dtIRM2;1;1;1046;683;206;9660;;0
IMAGES;2013;540001286;540003019;MAMM;2;2;;;;2892;;
IMAGES;2013;540001286;540003019;RADIO;7;7;6184;;;1944;;0
IMAGES;2013;540001286;540003019;SCAN;1;1;1300;;;3856;;0
IMAGES;2013;540002698;540002078;CAM;4;4;2819;40;148;7619;2;0
IMAGES;2013;540002698;540002078;IRM;2;2;3089;68;61;13102;25;0
IMAGES;2013;540002698;540002078;LITHO;1;1;78;;;;;0
IMAGES;2013;540002698;540002078;RADIO;9;9;31019;78;6;32705;285;0
IMAGES;2013;540002698;540002078;SCAN;2;1;25234;205;6;26549;202;1
IMAGES;2013;540002698;540002078;TOMO;2;2;514;154;164;5668;;0
IMAGES;2013;540002698;540002078;VASC;1;1;1598;25;10;276;4;1
IMAGES;2013;540002698;540002078;dtIRM2;1;1;570;23;27;5917;;0
IMAGES;2013;540009412;540019726;RADIO;1;1;590;0;0;0;0;0
IMAGES;2013;540013737;540019726;RADIO;1;1;1225;0;0;1501;0;0
IMAGES;2013;550000012;550000020;IRM;1;1;685;;;4166;;
IMAGES;2013;550000012;550000020;MAMM;1;1;;;;;;
IMAGES;2013;550000012;550000020;RADIO;4;4;8332;;88;26024;259;1
IMAGES;2013;550000012;550000020;SCAN;1;1;3738;;30;10215;56;1
IMAGES;2013;550000038;550000046;MAMM;1;1;;;;821;;
IMAGES;2013;550000038;550000046;RADIO;3;3;455;;;7306;0;0
IMAGES;2013;550000202;550000053;RADIO;1;1;236;170;0;3156;0;0
IMAGES;2013;550000434;550003354;IRM;1;1;6621;;;;5;0
IMAGES;2013;550000434;550003354;MAMM;1;1;;;;1611;;
IMAGES;2013;550000434;550003354;RADIO;3;3;7973;;;17927;;0
IMAGES;2013;550000434;550003354;SCAN;1;1;11633;;;;61;
IMAGES;2013;560000127;560023210;IRM;2;2;5211;307;112;19567;171;0
IMAGES;2013;560000127;560023210;MAMM;1;1;;;;;;
IMAGES;2013;560000127;560023210;RADIO;6;6;14970;158;38;55480;908;0
IMAGES;2013;560000127;560023210;SCAN;2;2;15880;1542;243;37125;608;1
IMAGES;2013;560000127;560023210;VASC;1;1;89;1;0;16;1;1
IMAGES;2013;560000135;560005746;IRM;1;1;2481;134;368;8089;60;0
IMAGES;2013;560000135;560005746;MAMM;1;1;;;;;;
IMAGES;2013;560000135;560005746;RADIO;4;4;13589;812;267;34987;671;1
IMAGES;2013;560000135;560005746;SCAN;2;2;12346;846;681;23666;289;1
IMAGES;2013;560000135;560005746;VASC;2;2;241;2;7;71;;1
IMAGES;2013;560000143;560014748;IRM;1;1;737;;;6338;;
IMAGES;2013;560000143;560014748;MAMM;1;1;;;;132;;
IMAGES;2013;560000143;560014748;SCAN;1;1;2850;;;8410;;
IMAGES;2013;560000184;560006017;MAMM;1;1;;;;495;;
IMAGES;2013;560000184;560006017;RADIO;3;3;2874;0;0;1786;;0
IMAGES;2013;560000192;560000044;MAMM;1;1;;;;307;;
IMAGES;2013;560000192;560000044;RADIO;3;3;9065;37;;16681;290;0
IMAGES;2013;560000192;560000044;SCAN;1;1;2763;8;;2904;39;0
IMAGES;2013;560000200;560023210;MAMM;1;1;;;;805;;
IMAGES;2013;560000200;560023210;RADIO;3;3;2007;4;0;2906;0;0
IMAGES;2013;560000382;560002032;RADIO;3;3;652;14;156;443;0;0
IMAGES;2013;560000697;560002677;RADIO;1;1;499;272;;;;0
IMAGES;2013;560002024;560006074;RADIO;1;1;1722;;;479;0;0
IMAGES;2013;560002511;560000689;CAM;2;;;;;;;
IMAGES;2013;560002511;560000689;IRM;1;;;;;;;
IMAGES;2013;560002511;560000689;LITHO;1;1;85;;;;;
IMAGES;2013;560002511;560000689;MAMM;1;;;;;;;
IMAGES;2013;560002511;560000689;RADIO;5;;;;;;;
IMAGES;2013;560002511;560000689;SCAN;1;;;;;;;
IMAGES;2013;560002511;560000689;dtIRM2;1;;;;;;;
IMAGES;2013;560002933;560006074;IRM;1;1;42;;;;;
IMAGES;2013;560002933;560006074;LITHO;1;1;107;;;;;
IMAGES;2013;560002933;560006074;RADIO;1;1;808;;;;;
IMAGES;2013;560002933;560006074;SCAN;1;1;852;;;;;
IMAGES;2013;560012122;560002677;RADIO;1;1;18;;;;;0
IMAGES;2013;570000059;570025254;RADIO;4;4;6733;36;139;19513;102;0
IMAGES;2013;570000059;570025254;SCAN;1;1;4346;684;30;2110;66;0
IMAGES;2013;570000091;750050759;CAM;2;2;82;;355;4631;0;0
IMAGES;2013;570000091;750050759;IRM;1;1;893;;6;3574;5;0
IMAGES;2013;570000091;750050759;RADIO;3;3;1487;;3467;;;0
IMAGES;2013;570000091;750050759;SCAN;1;1;799;;66;4041;4;0
IMAGES;2013;570000091;750050759;VASC;1;1;5;;;;;0
IMAGES;2013;570000117;570015099;IRM;1;1;374;;116;1279;;0
IMAGES;2013;570000117;570015099;RADIO;3;3;6546;;78;14635;175;1
IMAGES;2013;570000117;570015099;SCAN;1;1;420;;393;3724;112;1
IMAGES;2013;570000125;570015099;RADIO;1;1;1407;;;1889;;
IMAGES;2013;570000216;570010173;IRM;1;1;109;1;5;3924;;0
IMAGES;2013;570000216;570010173;MAMM;1;1;;;;328;;
IMAGES;2013;570000216;570010173;RADIO;2;2;9645;42;;35667;448;0
IMAGES;2013;570000216;570010173;SCAN;1;1;5916;27;76;10128;68;0
IMAGES;2013;570000281;570005165;MAMM;1;1;;;;515;;
IMAGES;2013;570000281;570005165;RADIO;2;2;79;;;429;;
IMAGES;2013;570000349;570005165;CAM;2;2;636;88;143;5373;;
IMAGES;2013;570000349;570005165;IRM;2;2;791;17;;11462;47;
IMAGES;2013;570000349;570005165;LITHO;1;1;135;4;;;;1
IMAGES;2013;570000349;570005165;MAMM;1;1;;;;113;;
IMAGES;2013;570000349;570005165;RADIO;4;4;12974;24;;41763;1155;
IMAGES;2013;570000349;570005165;SCAN;1;1;3456;103;;9328;138;
IMAGES;2013;570000349;570005165;VASC;1;1;207;;;;;1
IMAGES;2013;570000356;570000919;LITHO;1;1;86;;;;;1
IMAGES;2013;570000356;570000919;RADIO;1;;;;;;;0
IMAGES;2013;570000356;570000919;SCAN;1;;;;;;;1
IMAGES;2013;570000380;570000034;RADIO;1;1;3602;7;;;0;0
IMAGES;2013;570000562;570011353;RADIO;2;2;1500;;;;0;1
