BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2013;430000117;430000018;M1030;6;1;0.29;1;1;0;0
PERINAT_P;2013;430000117;430000018;M1140;4;0;1.14;0;1;;
PERINAT_P;2013;430000117;430000018;M2050;4;1;1.41;0;1;;
PERINAT_P;2013;430000117;430000018;MIVG;1;1;0.09;;;;
PERINAT_P;2013;430000117;430000018;N2340;3;0;2.7;;;;
PERINAT_P;2013;430000117;430000018;N2700;0;1;0.5;;;;
PERINAT_P;2013;430000117;430000018;N2800;9;17;23.79;;;;
PERINAT_P;2013;430000117;430000018;N280H;9;17;11.2;;;;
PERINAT_P;2013;430000190;430000034;M1140;1;;0.2;;;;
PERINAT_P;2013;440000016;440000057;M1030;13;9;3.61;1;0;1;0
PERINAT_P;2013;440000016;440000057;M1140;9;;1.98;1;0;;
PERINAT_P;2013;440000016;440000057;M2050;11;;4.98;1;0;;
PERINAT_P;2013;440000016;440000057;MIVG;0;4;0.5;;;;
PERINAT_P;2013;440000016;440000057;N2340;7;15;17.2;;;;
PERINAT_P;2013;440000016;440000057;N2700;;2;0.6;;;;
PERINAT_P;2013;440000016;440000057;N2800;8;15;18.86;;;;
PERINAT_P;2013;440000016;440000057;N3120;;2;0.55;;;;
PERINAT_P;2013;440000271;440000289;M1140;10;;6.43;1;0;;
PERINAT_P;2013;440000271;440000289;M2050;11;;2.7;1;1;;
PERINAT_P;2013;440000271;440000289;MIVG;;15;3.11;;;;
PERINAT_P;2013;440000271;440000289;N2340;45;47;79.21;;;;
PERINAT_P;2013;440000271;440000289;N2800;30;25;45.52;;;;
PERINAT_P;2013;440000271;440000289;N280H;23;19;34.92;;;;
PERINAT_P;2013;440000271;440000289;N3120;1;1;1.75;;;;
PERINAT_P;2013;440000396;440000297;M1030;1;;1;1;0;0;0
PERINAT_P;2013;440000396;440000297;M1140;;1;0.5;0;0;;
PERINAT_P;2013;440000396;440000297;M2050;4;;3.14;0;1;;
PERINAT_P;2013;440000396;440000297;MIVG;;1;0.2;;;;
PERINAT_P;2013;440000396;440000297;N2700;;1;0.5;;;;
PERINAT_P;2013;440000396;440000297;N2800;11;7;14.67;;;;
PERINAT_P;2013;440000396;440000297;N280H;;12;3.68;;;;
PERINAT_P;2013;440000412;440000941;M1030;6;;6;1;0;0;
PERINAT_P;2013;440000412;440000941;M1140;;3;1;0;1;;
PERINAT_P;2013;440000412;440000941;M2050;8;;7.75;1;0;;
PERINAT_P;2013;440000412;440000941;MIVG;1;;0.25;;;;
PERINAT_P;2013;440000412;440000941;N2340;5;;5;;;;
PERINAT_P;2013;440000412;440000941;N2700;;1;0.5;;;;
PERINAT_P;2013;440000412;440000941;N2800;3;12;11.35;;;;
PERINAT_P;2013;440000412;440000941;N280H;3;10;10.2;;;;
PERINAT_P;2013;440000503;440000313;M1030;1;1;0.7;0;1;0;0
PERINAT_P;2013;440000503;440000313;M1140;3;1;1.17;0;1;;
PERINAT_P;2013;440000503;440000313;M2050;4;3;2.98;0;1;;
PERINAT_P;2013;440000503;440000313;MIVG;;2;0.3;;;;
PERINAT_P;2013;440029338;440041895;M1030;11;;11;1;0;0;0
PERINAT_P;2013;440029338;440041895;M1140;;6;3.64;0;1;;
PERINAT_P;2013;440029338;440041895;M2050;11;1;11;1;0;;
PERINAT_P;2013;440033819;440006344;M1030;;17;;1;1;1;1
PERINAT_P;2013;440033819;440006344;M1140;;7;;1;0;;
PERINAT_P;2013;440033819;440006344;M2050;;17;;1;1;;
PERINAT_P;2013;440033819;440006344;N2340;4;2;5.61;;;;
PERINAT_P;2013;440033819;440006344;N2700;;2;1.16;;;;
PERINAT_P;2013;440033819;440006344;N2800;11;29;26.24;;;;
PERINAT_P;2013;440033819;440006344;N280H;9;20;20.24;;;;
PERINAT_P;2013;450000021;450000088;M1140;9;2;5.41;1;0;;
PERINAT_P;2013;450000021;450000088;M2050;9;1;3.3;1;0;;
PERINAT_P;2013;450000021;450000088;N2340;26;10;31.43;;;;
PERINAT_P;2013;450000021;450000088;N2700;;6;2.24;;;;
PERINAT_P;2013;450000021;450000088;N2800;77;20;73.6;;;;
PERINAT_P;2013;450000021;450000088;N3120;1;1;1.24;;;;
PERINAT_P;2013;450000047;450000096;M1030;4;;4;0;1;0;1
PERINAT_P;2013;450000047;450000096;M1140;2;2;3.8;0;1;;
PERINAT_P;2013;450000047;450000096;M2050;4;1;4.3;0;1;;
PERINAT_P;2013;450000047;450000096;MIVG;4;0;3.7;;;;
PERINAT_P;2013;450000047;450000096;N2340;4;1;4.8;;;;
PERINAT_P;2013;450000047;450000096;N2700;1;;0.8;;;;
PERINAT_P;2013;450000047;450000096;N2800;8;4;11.2;;;;
PERINAT_P;2013;450000047;450000096;N280H;6;;6;;;;
PERINAT_P;2013;450000047;450000096;N3120;1;;0.25;;;;
PERINAT_P;2013;450000062;450000104;M1030;6;1;0.94;1;0;0;
PERINAT_P;2013;450000062;450000104;M1140;7;;1.04;1;0;;
PERINAT_P;2013;450000062;450000104;M2050;7;1;2.27;1;0;;
PERINAT_P;2013;450000062;450000104;MIVG;1;;0.2;;;;
PERINAT_P;2013;450000062;450000104;N2340;4;1;4.87;;;;
PERINAT_P;2013;450000062;450000104;N2700;;1;0.55;;;;
PERINAT_P;2013;450000062;450000104;N2800;21;3;20.77;;;;
PERINAT_P;2013;450000062;450000104;N280H;12;;12;;;;
PERINAT_P;2013;450000070;450000112;N2340;3;2;4.32;;;;
PERINAT_P;2013;450000070;450000112;N2800;7;5;10.05;;;;
PERINAT_P;2013;450000070;450000112;N280H;7;5;10.05;;;;
PERINAT_P;2013;450010079;450000195;N2340;1;4;3.71;;;;
PERINAT_P;2013;450010079;450000195;N2800;10;8;14.69;;;;
PERINAT_P;2013;460000045;460780083;M2050;1;0;1;;;;
PERINAT_P;2013;460000045;460780083;N2800;2;0;2;;;;
PERINAT_P;2013;460000045;460780083;N280H;2;0;2;;;;
PERINAT_P;2013;460000052;460780091;N2800;1;2;2.62;;;;
PERINAT_P;2013;460000102;460780208;M1140;1;;0.2;0;0;;
PERINAT_P;2013;460000102;460780208;M2050;2;1;0.7;0;0;;
PERINAT_P;2013;460000102;460780208;MIVG;2;;0.4;;;;
PERINAT_P;2013;460000102;460780208;N2800;1;2;2.12;;;;
PERINAT_P;2013;460000110;460780216;M1140;1;0;0.2;0;1;;
PERINAT_P;2013;460000110;460780216;M2050;5;0;5;0;1;;
PERINAT_P;2013;460000110;460780216;N2340;4;3;6.42;;;;
PERINAT_P;2013;460000110;460780216;N2700;0;1;0.5;;;;
PERINAT_P;2013;460000110;460780216;N2800;11;7;15.13;;;;
PERINAT_P;2013;460000110;460780216;N280H;11;7;15.13;;;;
PERINAT_P;2013;470000027;470014069;M1030;10;1;10.5;1;0;0;0
PERINAT_P;2013;470000027;470014069;M1140;2;;2;0;1;;
PERINAT_P;2013;470000027;470014069;M2050;5;;5;0;1;;
PERINAT_P;2013;470000027;470014069;MIVG;5;;5;;;;
PERINAT_P;2013;470000027;470014069;N2340;3;;2.87;;;;
PERINAT_P;2013;470000027;470014069;N2800;11;4;13.84;;;;
PERINAT_P;2013;470000027;470014069;N280H;11;4;13.84;;;;
PERINAT_P;2013;470000423;470000316;M1030;1;;0.65;0;0;;
PERINAT_P;2013;470000423;470000316;M1140;6;1;6.78;1;0;;
PERINAT_P;2013;470000423;470000316;M2050;4;1;3.9;0;1;;
PERINAT_P;2013;470000423;470000316;MIVG;4;;0.35;;;;
PERINAT_P;2013;470000423;470000316;N2340;14;4;17.45;;;;
PERINAT_P;2013;470000423;470000316;N2700;;2;0.6;;;;
PERINAT_P;2013;470000423;470000316;N2800;14;8;18.84;;;;
PERINAT_P;2013;470000423;470000316;N280H;8;15;6.56;;;;
PERINAT_P;2013;470000431;470000324;M1030;;;;;1;;0
PERINAT_P;2013;470000431;470000324;M1140;2;;2.2;;1;;
PERINAT_P;2013;470000431;470000324;M2050;4;;4.28;;1;;
PERINAT_P;2013;470000431;470000324;MIVG;4;;4;;;;
PERINAT_P;2013;470000431;470000324;N2340;3;1;4.05;;;;
PERINAT_P;2013;470000431;470000324;N2700;1;;0.5;;;;
PERINAT_P;2013;470000431;470000324;N2800;15;3;15.81;;;;
PERINAT_P;2013;470000431;470000324;N280H;15;3;15.81;;;;
PERINAT_P;2013;470000431;470000324;N3120;1;;0.1;;;;
PERINAT_P;2013;470000480;470001660;M1030;0;0;0;0;1;0;0
PERINAT_P;2013;470000480;470001660;M1140;0;0;0;0;1;;
PERINAT_P;2013;470000480;470001660;M2050;3;1;1.5;0;1;;
PERINAT_P;2013;470000480;470001660;N2700;0;1;0.5;;;;
PERINAT_P;2013;470000480;470001660;N2800;10;10;18.5;;;;
PERINAT_P;2013;470000480;470001660;N280H;10;10;18.5;;;;
PERINAT_P;2013;480000017;480780097;M1030;5;1;5;1;1;0;0
PERINAT_P;2013;480000017;480780097;M1140;2;;2;0;1;;
PERINAT_P;2013;480000017;480780097;M2050;1;2;2;0;1;;
PERINAT_P;2013;480000017;480780097;MIVG;;2;1;;;;
PERINAT_P;2013;480000017;480780097;N2340;7;5;11.13;;;;
PERINAT_P;2013;480000017;480780097;N2700;;1;0.5;;;;
PERINAT_P;2013;480000017;480780097;N2800;12;4;13.76;;;;
PERINAT_P;2013;490000049;490000031;M1030;3;1;3.5;1;0;;
PERINAT_P;2013;490000049;490000031;M1140;4;3;5.9;1;1;;
PERINAT_P;2013;490000049;490000031;M2050;6;0;6;1;1;;
PERINAT_P;2013;490000049;490000031;MIVG;1;11;4.1;;;;
PERINAT_P;2013;490000049;490000031;N2340;54;31;69.78;;;;
PERINAT_P;2013;490000049;490000031;N2700;1;3;0.82;;;;
PERINAT_P;2013;490000049;490000031;N2800;49;34;72.85;;;;
PERINAT_P;2013;490000049;490000031;N280H;18;12;25.62;;;;
PERINAT_P;2013;490000635;490000676;M1030;5;4;2.09;1;;;
PERINAT_P;2013;490000635;490000676;M1140;4;3;2.02;1;;;
PERINAT_P;2013;490000635;490000676;M2050;6;;0.7;1;;;
PERINAT_P;2013;490000635;490000676;MIVG;;5;0.7;;;;
PERINAT_P;2013;490000635;490000676;N2340;4;16;16.82;;;;
PERINAT_P;2013;490000635;490000676;N2700;;1;0.5;;;;
PERINAT_P;2013;490000635;490000676;N2800;22;14;31.06;;;;
PERINAT_P;2013;490000635;490000676;N280H;8;7;12;;;;
PERINAT_P;2013;490001765;490528452;M2050;5;8;9.41;1;0;;
PERINAT_P;2013;490001765;490528452;N2340;1;1;1.99;;;;
PERINAT_P;2013;490001765;490528452;N2700;;1;0.75;;;;
PERINAT_P;2013;490001765;490528452;N2800;13;6;16.91;;;;
PERINAT_P;2013;490001765;490528452;N3120;;;0.01;;;;
PERINAT_P;2013;490002037;490000890;M1030;8;;8;0;0;;
PERINAT_P;2013;490002037;490000890;M1140;2;;2;0;0;;
PERINAT_P;2013;490002037;490000890;M2050;4;;4;0;0;;
PERINAT_P;2013;490002037;490000890;N2800;12;2;11.61;;;;
PERINAT_P;2013;490002037;490000890;N280H;12;2;11.61;;;;
PERINAT_P;2013;490014909;490008109;M1030;;16;2.5;1;;1;
PERINAT_P;2013;490014909;490008109;M1140;4;;3.4;0;1;;
PERINAT_P;2013;490014909;490008109;M2050;10;;10;1;;;
PERINAT_P;2013;490014909;490008109;N2340;2;2;2.47;;;;
PERINAT_P;2013;490014909;490008109;N2800;14;18;23.78;;;;
PERINAT_P;2013;500000021;500000054;M1030;;;;1;;0;
PERINAT_P;2013;500000021;500000054;M1140;;2;1;1;;;
PERINAT_P;2013;500000021;500000054;M2050;5;;5;1;;;
PERINAT_P;2013;500000021;500000054;N2340;3;2;3.26;;;;
PERINAT_P;2013;500000021;500000054;N2700;;;0.15;;;;
PERINAT_P;2013;500000021;500000054;N2800;16;13;24.09;;;;
PERINAT_P;2013;500000187;500000013;M1140;5;0;4.4;1;1;;
PERINAT_P;2013;500000187;500000013;M2050;8;3;8.25;1;;;
PERINAT_P;2013;500000187;500000013;N2340;16;8;21.35;;;;
PERINAT_P;2013;500000187;500000013;N2700;;1;1;;;;
PERINAT_P;2013;500000187;500000013;N2800;28;15;38.58;;;;
PERINAT_P;2013;500000187;500000013;N280H;28;15;38.58;;;;
PERINAT_P;2013;500000401;500000609;M1030;3;;3;;1;;0
PERINAT_P;2013;500000401;500000609;M1140;2;;1;;1;;
PERINAT_P;2013;500000401;500000609;M2050;3;;3;;1;;
PERINAT_P;2013;500000401;500000609;N2700;;1;0.5;;;;
PERINAT_P;2013;500000401;500000609;N2800;8;;8;;;;
PERINAT_P;2013;500000401;500000609;N280H;1;;1;;;;
PERINAT_P;2013;500000450;500000112;M1140;2;3;4.4;0;1;;
PERINAT_P;2013;500000450;500000112;M2050;5;1;5.6;0;1;;
PERINAT_P;2013;500000450;500000112;N2800;11;9;18.23;;;;
PERINAT_P;2013;500000450;500000112;N280H;3;4;6.2;;;;
PERINAT_P;2013;500000468;500000013;M2050;1;;1;;;;
PERINAT_P;2013;500000468;500000013;N2800;1;;1;;;;
PERINAT_P;2013;500002357;500002233;M1030;;6;0.06;;;;
PERINAT_P;2013;500002357;500002233;M2050;;2;0.06;;;;
PERINAT_P;2013;510000169;510000037;M1030;;;;1;0;0;0
PERINAT_P;2013;510000169;510000037;M1140;1;2;0.85;0;1;;
PERINAT_P;2013;510000169;510000037;M2050;4;1;3.26;0;1;;
PERINAT_P;2013;510000169;510000037;MIVG;3;0;0.13;;;;
PERINAT_P;2013;510000169;510000037;N2340;1;0;1;;;;
PERINAT_P;2013;510000169;510000037;N2800;16;7;20.71;;;;
PERINAT_P;2013;510000169;510000037;N280H;16;7;20.71;;;;
PERINAT_P;2013;510000185;510000532;M1030;12;12;;;;;
PERINAT_P;2013;510000185;510000532;M1140;5;;;;;;
PERINAT_P;2013;510000185;510000532;M2050;11;;;;;;
PERINAT_P;2013;510000185;510000532;N2340;3;1;4;;;;
PERINAT_P;2013;510000185;510000532;N2700;;1;0.8;;;;
PERINAT_P;2013;510000185;510000532;N2800;14;15;25.66;;;;
PERINAT_P;2013;510000185;510000532;N3120;;1;0.75;;;;
PERINAT_P;2013;510000193;510000557;M1030;;17;3.4;1;;0;
PERINAT_P;2013;510000193;510000557;M1140;;3;0.6;0;1;;
PERINAT_P;2013;510000193;510000557;M2050;10;1;10.2;1;;;
PERINAT_P;2013;510000193;510000557;MIVG;9;;9;;;;
PERINAT_P;2013;510000193;510000557;N2340;2;;1.98;;;;
PERINAT_P;2013;510000193;510000557;N2800;23;3;22.92;;;;
PERINAT_P;2013;510000227;510000565;M2050;;1;0.2;0;1;;
PERINAT_P;2013;510000235;510000060;M1030;0;;0.05;0;0;;
PERINAT_P;2013;510000235;510000060;M2050;1;;0.1;0;0;;
PERINAT_P;2013;510000235;510000060;MIVG;1;;0.1;;;;
PERINAT_P;2013;510000243;510000573;M1030;;;;0;1;0;1
PERINAT_P;2013;510000243;510000573;M1140;;;;0;1;;
PERINAT_P;2013;510000243;510000573;M2050;;;;0;1;;
PERINAT_P;2013;510000250;510000078;M1030;0;1;0.3;0;1;0;1
PERINAT_P;2013;510000250;510000078;M1140;0;1;0.3;0;1;;
PERINAT_P;2013;510000250;510000078;M2050;2;0;2;0;1;;
PERINAT_P;2013;510000250;510000078;MIVG;0;1;0.3;;;;
PERINAT_P;2013;510000250;510000078;N2800;7;3;8.6;;;;
PERINAT_P;2013;510000250;510000078;N280H;6;3;7.6;;;;
PERINAT_P;2013;510000250;510000078;N3120;0;0;0.05;;;;
PERINAT_P;2013;510004302;510000029;M1030;5;0;5;1;0;1;
PERINAT_P;2013;510004302;510000029;M1140;18;1;8.4;1;0;;
PERINAT_P;2013;510004302;510000029;M2050;14;0;7.89;1;0;;
PERINAT_P;2013;510004302;510000029;MIVG;0;1;0.1;;;;
PERINAT_P;2013;510004302;510000029;N2340;17;15;27.61;;;;
PERINAT_P;2013;510004302;510000029;N2700;0;1;0.15;;;;
PERINAT_P;2013;510004302;510000029;N2800;2;16;11.72;;;;
PERINAT_P;2013;510004302;510000029;N280H;33;14;42.51;;;;
PERINAT_P;2013;510024300;510024284;M1030;4;;2;;0;;
PERINAT_P;2013;510024300;510024284;M1140;3;1;1.5;;0;;
PERINAT_P;2013;510024300;510024284;M2050;5;;3;;0;;
PERINAT_P;2013;510024300;510024284;N2800;8;3;10.2;;;;
PERINAT_P;2013;510024300;510024284;N280H;8;3;10.2;;;;
PERINAT_P;2013;520000027;520780032;M1030;3;;1;0;1;;
PERINAT_P;2013;520000027;520780032;M1140;1;1;1;0;1;;
PERINAT_P;2013;520000027;520780032;M2050;2;2;3.35;0;1;;
PERINAT_P;2013;520000027;520780032;MIVG;2;2;3.35;;;;
PERINAT_P;2013;520000027;520780032;N2340;1;1;1.74;;;;
PERINAT_P;2013;520000027;520780032;N2800;16;;14.91;;;;
PERINAT_P;2013;520000027;520780032;N3120;;1;0.5;;;;
PERINAT_P;2013;520000043;520780057;M1030;;3;1.5;0;1;;0
PERINAT_P;2013;520000043;520780057;M1140;1;1;1.1;;1;;
PERINAT_P;2013;520000043;520780057;M2050;2;;2;0;1;;
PERINAT_P;2013;520000043;520780057;MIVG;2;;2;;;;
PERINAT_P;2013;520000043;520780057;N2800;10;2;11.1;;;;
PERINAT_P;2013;520000043;520780057;N280H;10;2;11.1;;;;
PERINAT_P;2013;520000068;520780073;M1030;4;1;3.02;1;0;1;0
PERINAT_P;2013;520000068;520780073;M1140;3;2;3.71;1;0;;
PERINAT_P;2013;520000068;520780073;M2050;4;1;2.99;0;1;;
PERINAT_P;2013;520000068;520780073;MIVG;5;4;8.01;;;;
PERINAT_P;2013;520000068;520780073;N2340;5;2;6.47;;;;
PERINAT_P;2013;520000068;520780073;N2800;11;3;12.48;;;;
PERINAT_P;2013;530000017;530000025;M1140;;2;1.3;1;1;;
PERINAT_P;2013;530000017;530000025;M2050;5;;4.29;1;1;;
PERINAT_P;2013;530000017;530000025;N2800;;;14.6;;;;
PERINAT_P;2013;530000173;530000074;M1030;1;5;5.1;1;0;0;0
PERINAT_P;2013;530000173;530000074;M1140;2;;1.52;0;0;;
PERINAT_P;2013;530000173;530000074;M2050;4;;3.86;1;0;;
PERINAT_P;2013;530000173;530000074;MIVG;4;;0.08;;;;
PERINAT_P;2013;530000173;530000074;N2340;1;;1;;;;
PERINAT_P;2013;530000173;530000074;N2700;1;;0.49;;;;
PERINAT_P;2013;530000173;530000074;N2800;14;5;16.95;;;;
PERINAT_P;2013;530000173;530000074;N280H;14;5;16.95;;;;
PERINAT_P;2013;530000264;530000371;M1030;;;;1;0;0;
PERINAT_P;2013;530000264;530000371;M1140;6;;2;;;;
PERINAT_P;2013;530000264;530000371;M2050;7;1;6.56;1;0;;
PERINAT_P;2013;530000264;530000371;MIVG;1;1;0.17;;;;
PERINAT_P;2013;530000264;530000371;N2340;8;9;15.45;;;;
PERINAT_P;2013;530000264;530000371;N2800;18;9;24.67;;;;
PERINAT_P;2013;530000264;530000371;N280H;18;9;24.67;;;;
PERINAT_P;2013;540000015;540023264;M1030;16;;20.52;1;1;1;1
PERINAT_P;2013;540000015;540023264;M1140;6;4;15.86;1;1;;
PERINAT_P;2013;540000015;540023264;M2050;3;;4.06;1;1;;
PERINAT_P;2013;540000015;540023264;N2340;43;10;52.46;;;;
PERINAT_P;2013;540000015;540023264;N2700;2;;2.5;;;;
PERINAT_P;2013;540000015;540023264;N2800;22;14;34.91;;;;
PERINAT_P;2013;540000015;540023264;N280H;13;12;19.96;;;;
PERINAT_P;2013;540000023;540000049;M1140;0;0;0;0;1;;
PERINAT_P;2013;540000023;540000049;M2050;3;0;2.68;0;1;;
PERINAT_P;2013;540000023;540000049;N2800;12;5;10.12;;;;
PERINAT_P;2013;540000023;540000049;N280H;12;5;10.12;;;;
PERINAT_P;2013;540000155;540000080;M1030;;5;1.25;1;0;0;
PERINAT_P;2013;540000155;540000080;M1140;;2;0.8;0;1;;
PERINAT_P;2013;540000155;540000080;M2050;;4;2.2;0;1;;
PERINAT_P;2013;540000155;540000080;MIVG;;1;0.2;;;;
PERINAT_P;2013;540000155;540000080;N2700;;1;0.24;;;;
PERINAT_P;2013;540000155;540000080;N2800;11;3;13.93;;;;
PERINAT_P;2013;540000155;540000080;N280H;;13;5.9;;;;
PERINAT_P;2013;540000296;540000106;M1140;;1;0.15;0;0;;
PERINAT_P;2013;540000296;540000106;N2800;1;1;1.8;;;;
PERINAT_P;2013;540001070;540000767;M1140;4;;3.03;0;1;;
PERINAT_P;2013;540001070;540000767;M2050;3;4;4.33;0;1;;
PERINAT_P;2013;540001070;540000767;N2700;;2;0.73;;;;
PERINAT_P;2013;540001070;540000767;N2800;19;5;20.24;;;;
PERINAT_P;2013;540001070;540000767;N280H;19;3;17.22;;;;
PERINAT_P;2013;540001070;540000767;N3120;;2;1.1;;;;
PERINAT_P;2013;540001096;570010181;M1140;0;4;1.91;;;;
PERINAT_P;2013;540001096;570010181;N2800;;23;9.75;;;;
PERINAT_P;2013;540001096;570010181;N280H;;22;8.75;;;;
PERINAT_P;2013;540013224;540000536;M1030;6;;6;1;0;0;0
PERINAT_P;2013;540013224;540000536;M1140;4;;4;1;0;;
PERINAT_P;2013;540013224;540000536;M2050;15;;15;1;0;;
PERINAT_P;2013;540013224;540000536;MIVG;;3;1;;;;
PERINAT_P;2013;540013224;540000536;N2340;2;;2;;;;
PERINAT_P;2013;540013224;540000536;N2700;;1;0.8;;;;
PERINAT_P;2013;540013224;540000536;N2800;35;;35;;;;
PERINAT_P;2013;540013224;540000536;N280H;17;;14;;;;
PERINAT_P;2013;550000012;550000020;M1140;3;3;3.52;0;1;;
PERINAT_P;2013;550000012;550000020;M2050;6;4;5.95;0;1;;
PERINAT_P;2013;550000012;550000020;N2340;1;1;1.74;;;;
PERINAT_P;2013;550000012;550000020;N2800;20;2;22.22;;;;
PERINAT_P;2013;550000012;550000020;N280H;19;2;20.52;;;;
PERINAT_P;2013;550000038;550000046;N2800;1;1;1.34;;;;
PERINAT_P;2013;550000178;550000293;M1030;;4;3;;;;
PERINAT_P;2013;550000178;550000293;M2050;;3;0.6;;;;
PERINAT_P;2013;550000434;550003354;M1030;;4;0.45;1;0;0;0
PERINAT_P;2013;550000434;550003354;M1140;;4;1.08;0;1;;
PERINAT_P;2013;550000434;550003354;M2050;;13;4.63;0;1;;
PERINAT_P;2013;550000434;550003354;MIVG;;3;0.04;;;;
PERINAT_P;2013;550000434;550003354;N2800;;18;12.57;;;;
PERINAT_P;2013;550000434;550003354;N280H;;18;6.24;;;;
PERINAT_P;2013;550000434;550003354;N3120;;1;0.05;;;;
PERINAT_P;2013;560000127;560023210;M1030;16;2;1;1;0;1;0
PERINAT_P;2013;560000127;560023210;M1140;7;1;3.7;1;1;;
PERINAT_P;2013;560000127;560023210;M2050;9;1;7.2;1;0;;
PERINAT_P;2013;560000127;560023210;MIVG;1;5;0.6;;;;
PERINAT_P;2013;560000127;560023210;N2340;27;18;39.53;;;;
PERINAT_P;2013;560000127;560023210;N2700;0;1;0.11;;;;
PERINAT_P;2013;560000127;560023210;N2800;26;15;36.3;;;;
PERINAT_P;2013;560000127;560023210;N280H;26;15;14.52;;;;
PERINAT_P;2013;560000135;560005746;M1030;13;2;1;1;0;1;0
PERINAT_P;2013;560000135;560005746;M1140;3;2;1.78;1;0;;
PERINAT_P;2013;560000135;560005746;M2050;9;3;6.83;1;0;;
PERINAT_P;2013;560000135;560005746;MIVG;1;4;0.49;;;;
PERINAT_P;2013;560000135;560005746;N2340;25;10;32.87;;;;
PERINAT_P;2013;560000135;560005746;N2700;;3;1.4;;;;
PERINAT_P;2013;560000135;560005746;N2800;29;34;52.45;;;;
PERINAT_P;2013;560000135;560005746;N280H;27;20;17.53;;;;
PERINAT_P;2013;560000135;560005746;N3120;2;;1;;;;
PERINAT_P;2013;560000143;560014748;M1140;4;1;4.6;1;;;
PERINAT_P;2013;560000143;560014748;M2050;4;0;4;1;;;
PERINAT_P;2013;560000143;560014748;MIVG;5;1;4.4;;;;
PERINAT_P;2013;560000143;560014748;N2700;0;1;0.6;;;;
PERINAT_P;2013;560000143;560014748;N2800;17;12;26.4;;;;
PERINAT_P;2013;560000143;560014748;N280H;11;8;17.2;;;;
PERINAT_P;2013;560000143;560014748;N3120;0;1;0.4;;;;
PERINAT_P;2013;560000192;560000044;M1030;3;2;3.2;1;0;0;0
PERINAT_P;2013;560000192;560000044;M1140;;4;0.9;;;;
PERINAT_P;2013;560000192;560000044;M2050;4;1;4.35;0;1;;
PERINAT_P;2013;560000192;560000044;MIVG;1;1;0.25;;;;
PERINAT_P;2013;560000192;560000044;N2340;;2;1.6;;;;
PERINAT_P;2013;560000192;560000044;N2700;;1;0.25;;;;
PERINAT_P;2013;560000192;560000044;N2800;12;7;16.88;;;;
PERINAT_P;2013;560000192;560000044;N280H;12;7;16.88;;;;
PERINAT_P;2013;560000200;560023210;M2050;5;1;2.9;0;0;;
PERINAT_P;2013;560000200;560023210;MIVG;0;2;0.2;;;;
PERINAT_P;2013;560000200;560023210;N2800;24;14;2.34;;;;
PERINAT_P;2013;560008799;560013989;M1030;15;;15;1;0;0;0
PERINAT_P;2013;560008799;560013989;M1140;3;;3;0;1;;
PERINAT_P;2013;560008799;560013989;M2050;7;;6.5;0;1;;
PERINAT_P;2013;560008799;560013989;N2340;1;;1;;;;
PERINAT_P;2013;560008799;560013989;N2700;;1;0.1;;;;
PERINAT_P;2013;560008799;560013989;N2800;7;14;16.12;;;;
PERINAT_P;2013;560008799;560013989;N280H;2;2;3;;;;
PERINAT_P;2013;570000059;570025254;M1140;2;1;2.5;1;0;;
PERINAT_P;2013;570000059;570025254;M2050;5;1;5.9;1;0;;
PERINAT_P;2013;570000059;570025254;N2340;10;14;19.45;;;;
PERINAT_P;2013;570000059;570025254;N2800;17;3;19.1;;;;
PERINAT_P;2013;570000083;570000729;M1030;;8;4;0;1;0;1
PERINAT_P;2013;570000083;570000729;M1140;1;1;1.2;0;1;;
PERINAT_P;2013;570000083;570000729;M2050;3;;3;0;1;;
PERINAT_P;2013;570000083;570000729;N2700;;1;0.5;;;;
PERINAT_P;2013;570000083;570000729;N2800;12;3;13.8;;;;
PERINAT_P;2013;570000083;570000729;N280H;11;2;12.3;;;;
PERINAT_P;2013;570000117;570015099;M1030;;4;0.35;;;;
PERINAT_P;2013;570000117;570015099;M1140;;2;0.48;0;1;;
PERINAT_P;2013;570000117;570015099;M2050;;4;1;0;1;;
PERINAT_P;2013;570000117;570015099;MIVG;;4;0.1;;;;
PERINAT_P;2013;570000117;570015099;N2340;3;3;3;;;;
PERINAT_P;2013;570000117;570015099;N2800;4;8;10.15;;;;
PERINAT_P;2013;570000117;570015099;N280H;4;8;10.15;;;;
PERINAT_P;2013;570000117;570015099;N3120;;2;0.02;;;;
PERINAT_P;2013;570000349;570005165;M1030;14;;14;1;1;1;0
PERINAT_P;2013;570000349;570005165;M1140;3;3;4.9;1;0;;
PERINAT_P;2013;570000349;570005165;M2050;6;6;8.9;1;0;;
PERINAT_P;2013;570000349;570005165;N2340;19;8;24.81;;;;
PERINAT_P;2013;570000349;570005165;N2700;1;1;1.5;;;;
PERINAT_P;2013;570000349;570005165;N2800;37;25;54.26;;;;
PERINAT_P;2013;570000349;570005165;N280H;16;12;22.8;;;;
PERINAT_P;2013;570000364;570011569;M2050;;4;0.8;;;;
PERINAT_P;2013;570000646;570001115;M1030;8;0;8;1;0;;
PERINAT_P;2013;570000646;570001115;M1140;2;2;2;1;0;;
PERINAT_P;2013;570000646;570001115;M2050;7;0;7;1;0;;
PERINAT_P;2013;570000646;570001115;N2340;15;4;17.67;;;;
PERINAT_P;2013;570000646;570001115;N2700;;1;0.76;;;;
