BOR;AN;FI;FI_EJ;PHARMA_A1;PHARMA_A2;PHARMA_A3;PHARMA_A4;PHARMA_A5;PHARMA_A6;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A8;PHARMA_B8;PHARMA_C8;PHARMA_D8;PHARMA_E8;PHARMA_A9;PHARMA_B9;PHARMA_C9;PHARMA_D9;PHARMA_E9;PHARMA_A10;PHARMA_A11;PHARMA_A12;PHARMA_A13;PHARMA_A14;PHARMA_A15;PHARMA_A16;PHARMA_A17;PHARMA_A18;PHARMA_A19;PHARMA_A20;PHARMA_A21;PHARMA_A22;PHARMA_A23;PHARMA_A24;PHARMA_A25;PHARMA_A26;PHARMA_A27;PHARMA_A28;PHARMA_A29;PHARMA_A30;PHARMA_A31;PHARMA_A32;PHARMA_A33;PHARMA_A34;PHARMA_A35;PHARMA_B29;PHARMA_B30;PHARMA_B31;PHARMA_B32;PHARMA_B33;PHARMA_B34;PHARMA_B35;PHARMA_C29;PHARMA_C30;PHARMA_C31;PHARMA_C32;PHARMA_C33;PHARMA_C34;PHARMA_C35;PHARMA_D29;PHARMA_E29
PHARMA;2013;600101679;590039863;0;;;;0;0;;;100;;;0;0;0;0;0;0;0;0;0;0;110005;1;100;100;100;0;0;;;0;0;0;0;;;0;0;0;2;;;;;2;;;1;0;0;;;;;0.5;0;0;;2;;;0;0
PHARMA;2013;600101687;600010037;0;;;;0;0;;;40;;;0;0;0;0;0;0;0;0;0;0;;1;100;40;40;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.5;;;;;;;0;0
PHARMA;2013;600101943;750720609;0;;;;1;0;;;53;;;1;1;1;1;1;0;0;0;0;0;57051;1;100;53;0;0;0;0;0;1;1;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.68;;;;;;;0;0
PHARMA;2013;600105381;600106611;0;;;;1;1;;;;51;;0;0;0;1;0;0;0;0;1;0;29830;1;51;51;51;0;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;;;1;;;;1;;;0.4;;;;0.8;;;0;0
PHARMA;2013;600109748;590799995;0;;;;0;0;14;;;;;1;1;1;1;1;0;0;0;0;0;112855;1;14;14;14;1;0;0;0;0;1;0;0;;;0;0;0;1;2;;;;3;;;1;;;;;;;2.5;;;;3;;;0;0
PHARMA;2013;600110175;600001234;0;;;;0;0;88;;;;;0;0;0;0;0;0;0;0;0;0;155651;1;19090;88;72;1;0;0;0;1;1;0;0;;;1;0;0;1;1;1;;;1;;;;;;;;1;;0.7;0.15;;;1;0.5;;0;1
PHARMA;2013;600111124;600106611;0;;;;1;1;;;30;;;0;0;1;0;0;0;0;1;0;0;20510;1;30;30;30;0;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;;;1;;;;1;;;0.6;;;;0.45;;;0;0
PHARMA;2013;600113476;600100721;1;3;0;;1;0;;;;;;0;1;0;1;0;0;0;0;0;0;16189082;1;100;;;1;;;;1;1;1;1;43;0;0;1;0;;5;2;0;0;21;20;2;0;0;0;0;6;1;2;5;0.6;0;0;21.73;20.42;3.64;0;1
PHARMA;2013;610000028;610780025;0;;;;1;0;;179;;;30;0;0;1;0;0;0;0;0;0;0;215198;1;100;209;182;1;0;0;0;0;1;0;0;;;0;0;0;0;;;;;3;;;2;;;;;;1;1;;;;2.7;;0.5;0;1
PHARMA;2013;610000044;610780074;0;;;;0;0;105;;29;30;158;0;0;0;0;0;0;0;0;0;0;2006300;1;18;322;158;1;0;0;0;1;1;1;0;;;1;0;0;2;1;0;0;0;7;4;2;0;0;0;0;0;1;0;1;0;0;0;5.76;4.9;2.02;0;1
PHARMA;2013;610000051;610780082;0;;;;0;1;250;0;33;110;60;0;0;1;0;0;0;1;0;0;0;5588529;1;27;436;156;1;1;0;0;1;1;1;0;;;1;1;1;2;5;;;;4;;4;1;;;;4;;1;5.3;;;;7.17;;4.95;0;1
PHARMA;2013;610000069;610780090;0;;;;1;0;203;;25;;120;0;0;0;0;0;0;0;0;0;0;1966966;1;99;364;120;1;1;0;1;1;1;1;0;;;1;1;0;2;2;2;2;2;5;2;;2;;;;5;4;1;2.35;0.25;0.25;0.8;7.08;5.04;0.5;0;1
PHARMA;2013;610000077;610780124;0;;;;1;0;44;;56;;227;0;0;0;0;0;0;0;0;0;0;246472;1;100;327;283;1;0;0;0;0;1;1;0;;;0;0;0;;1;;;;2;1;;;;;;;;;1;;;;2;1;;0;0
PHARMA;2013;610000085;610780132;0;;;;1;0;;;22;;215;0;0;0;0;0;0;0;0;0;0;104381;1;100;237;237;1;0;0;0;0;1;0;0;;;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0.29;0;0;0;0.16;0;0;0;0
PHARMA;2013;610000093;610780140;0;;;;1;0;25;;8;;204;1;1;1;1;1;0;0;0;0;0;240887;1;100;100;100;1;0;0;0;0;0;1;0;;;0;0;0;0;1;;;;1;;;;;;;1;;;1;;;;1.5;;;0;0
PHARMA;2013;610000101;610780157;1;3;0;;0;0;;;30;;;1;1;1;1;1;0;0;0;0;0;133527;1;100;175;175;1;0;0;0;0;1;0;0;;;0;0;0;2;;;;;;;;1;;;;1;;;0.6;;;;0.8;;;0;0
PHARMA;2013;610000119;610780165;0;;;;1;0;;;;;;0;0;0;0;0;0;0;0;0;0;2789000;1;70;300;30;1;1;0;0;1;0;1;0;;;1;0;0;0;2;2;0;0;6;9;1;3;2;0;0;0;0;1;4.77;3.97;0;0;6;8.08;1.8;0;1
PHARMA;2013;610006371;610000135;0;;;;0;0;;;20;;;0;0;0;0;0;0;0;0;0;0;24400;1;100;20;0;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;1;0.14;;;;0.13;;0.03;0;0
PHARMA;2013;610006421;610006413;0;;;;1;0;36;0;28;0;0;0;1;0;0;0;0;0;0;0;0;154031;0;;;;1;0;0;0;1;1;0;0;;;1;0;0;2;;;;;;;1;1;;;;1;;;0.75;;;;0.8;;1;0;0
PHARMA;2013;610780116;610790594;0;;;;1;1;98;;80;;348;0;0;0;0;0;0;0;0;0;0;743525;1;100;526;526;1;0;0;0;0;1;1;0;;;0;0;0;0;2;;;;8;1;3;1;;;;;;;1.3;;;;5.52;0.39;1.22;0;1
PHARMA;2013;610780199;610000135;0;;;;0;0;75;;;;;0;0;0;0;0;0;0;0;0;0;101900;1;100;95;;1;0;0;0;1;1;0;0;;;1;0;0;0;;;;;;;;1;;;;1;;1;0.61;;;;0.87;;0.11;0;0
PHARMA;2013;610780371;760025734;0;;;;0;0;;;130;;;1;1;1;1;1;0;0;0;0;0;94641;1;100;130;130;1;;;;0;1;0;0;;;0;0;0;1;;;;;1;;;3;;;;3;;;0.54;;;;2.41;;;0;0
PHARMA;2013;610780389;610004939;0;;;;1;1;;;42;;;0;0;0;0;0;0;0;0;0;0;37317;1;100;42;;0;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;;;1;;;;1;;;0.6;;;;0.03;;;0;0
PHARMA;2013;610784423;610787285;0;;;;;;;;;;;;;;;;;;;;;92871;1;100;80;80;;0;0;0;0;1;0;0;;;0;;;;;;;;;;;1;;;;1;;;0.61;;;;0.17;;;0;0
PHARMA;2013;620000026;620003814;0;;;;0;0;185;;258;;;0;0;0;0;0;0;0;0;0;0;1924311;1;96;426;0;1;0;0;0;1;1;1;0;;;1;1;0;1;2;;;1;10;9;2;;;;;;;1;2;;;1;10;9;2.8;0;0
PHARMA;2013;620000034;620100057;0;;;;0;0;445;123;51;110;340;0;0;0;0;0;0;0;0;0;0;12604300;1;81;268;0;1;1;0;0;1;1;1;0;;;0;1;0;2;7;1;2;;11;7;2;1;;;2;5;2;1;7.1;0.3;1;1;12.5;7.9;2.4;0;1
PHARMA;2013;620000059;620100073;1;3;0;;0;0;0;20;55;0;159;1;1;1;1;1;0;0;0;0;0;264711;1;100;234;0;0;0;0;0;0;1;1;0;;;0;0;0;0;;;;1;1;;;2;;;;1;;;0.6;;;1;2.17;;;0;0
PHARMA;2013;620000067;620100081;0;;;;1;0;;;40;30;406;0;0;0;0;0;0;0;0;0;0;416400;1;100;380;436;0;;0;0;0;1;0;0;;;0;0;0;1;1;;;;1;;;1;;;;2;;1;1.5;;;;2.6;;0.3;0;1
PHARMA;2013;620000117;620100461;0;;;;1;0;25;;20;30;170;1;1;1;1;1;0;0;0;0;0;54095;0;;;;0;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;;;2;;;;2;;;1;;;;1.3;;;0;0
PHARMA;2013;620000224;620100651;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;8170300;1;56;335;230;1;1;0;1;1;1;1;0;;;0;0;0;1;3;0;1;1;12;9;2;4;;;3;;;2;6;;1;1.35;12;9;3.1;0;1
PHARMA;2013;620000232;620100669;1;3;;;0;0;;;50;;120;1;1;1;1;1;0;0;0;0;0;117000;1;100;100;100;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;2;3;;1;;;;;;;0.6;;;;2;3;;0;0
PHARMA;2013;620000240;620100677;0;;;;1;0;62;102;30;60;;1;1;1;1;1;0;0;0;0;0;312200;1;100;254;122;1;0;0;0;0;1;1;0;;;0;0;0;0;1;;;;4;;1;1;;;;;1;;1;;;;4.14;0.5;1.1;0;0
PHARMA;2013;620000257;620100685;0;;;;1;0;615;105;106;48;120;0;0;0;0;0;0;0;0;0;0;15970161;1;69;608;500;1;1;0;0;1;1;1;0;;;1;1;0;2;8;2;0;1;6;28;2;2;1;0;0;1;3;0;9.12;2.93;0;1;6.95;29.27;2;0;1
PHARMA;2013;620000281;620101287;0;;;;0;0;0;386;0;0;0;0;0;0;0;0;0;0;0;0;0;542013;0;;346;386;0;0;0;0;0;1;0;0;;;0;0;0;2;2;;;;4;;;1;;;;2;3;2;2.5;;;;5.4;2.4;1.4;0;1
PHARMA;2013;620000299;620101295;0;;;;1;0;20;;;30;260;1;1;1;1;1;0;0;0;0;0;239893;1;100;310;310;0;0;0;0;0;1;0;0;;;0;0;0;1;;;;;2;;;1;;;;;;;0.6;;;;2;;;0;1
PHARMA;2013;620000323;620101337;0;;;;0;1;373;100;108;30;344;0;0;0;0;0;0;0;0;0;0;8272474;1;37;425;582;1;1;1;1;1;1;1;0;;;0;0;0;0;7;;;;11;9;1;;;;;6;;1;7;;;0.83;14.55;11.07;1.85;1;1
PHARMA;2013;620000349;620101360;0;;;;1;0;341;;107;50;70;0;0;0;0;0;0;0;0;0;0;;0;;;;1;;;;0;1;0;0;;;1;1;0;;5;1;;1;7;15;1;1;;;;3;1;1;5.5;1;;1;9.21;15.86;1.86;1;1
PHARMA;2013;620000653;620103440;0;;;;1;1;506;100;90;60;310;0;0;0;0;0;0;0;0;0;0;13871000;1;58;984;984;1;1;0;1;1;1;1;0;;;1;0;1;1;6;1;;1;14;28;3;1;;;;13;12;0;6.5;0.5;;1;22.31;32.05;3;0;1
PHARMA;2013;620001834;;0;;;;1;0;;72;;;;1;1;1;1;1;0;0;0;0;0;90302;1;100;72;72;;0;0;0;0;1;0;0;;;0;0;0;2;;;;;;;;1;;;;2;;;0.9;;;;1.55;;;0;1
PHARMA;2013;620002154;620112607;0;;;;1;1;;40;;;174;0;0;0;0;0;0;0;0;0;0;151000;1;;214;214;0;;;;0;1;0;0;;;0;0;0;;1;;;;1;;1;;;;;;;;0.3;;;;0.35;;1;0;0
PHARMA;2013;620003202;620103432;0;;;;1;0;248;45;40;30;517;0;0;0;0;0;0;0;0;0;0;3304963;1;50;163;3;1;1;0;0;1;1;1;0;;;1;0;0;0;3;1;1;0;6;3;0;2;;;0;1;0;2;3.9;0.4;0.4;0;6.25;3.32;1.6;0;1
PHARMA;2013;620003350;620001834;0;;;;0;0;173;;30;;;1;1;1;1;1;0;0;0;0;0;2805460;0;;43;178;1;1;0;0;0;1;1;0;;;0;0;0;0;1;;;;3;1;;;;1;;2;2;;0.9;;0.5;;5;2;;1;0
PHARMA;2013;620003376;620001834;1;3;0;;0;0;250;;;;;1;1;1;1;1;0;0;0;0;0;4321624;0;;;;1;0;0;0;1;1;1;0;;;0;1;0;0;1;;;;5;1;;;;;;1;1;;1;;;;6;1;;0;1
PHARMA;2013;620003822;620003814;0;;;;0;0;;;103;;;0;0;0;0;0;0;0;0;0;0;223710;1;100;103;103;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;2;;;;3;;;0.6;;;;2;;;0;0
PHARMA;2013;620006049;620000331;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;519200;1;52;61;35;1;0;0;0;1;1;0;0;;;1;1;0;1;1;1;;;2;4;;;;;;1;3;;1;0.2;;;2.47;6.13;;0;0
PHARMA;2013;620012948;620000265;0;;;;1;1;;;;;;0;0;0;0;0;0;0;0;0;0;94240;1;100;64;64;1;0;0;0;0;1;0;0;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;0;0
PHARMA;2013;620024208;620002352;0;;;;0;0;;;;;;0;0;1;0;0;0;0;0;0;0;226043;1;100;34;34;1;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;1;;1;;;;;;;0.5;;;;;1;;0;0
PHARMA;2013;620025346;620001834;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;;1;89;121;89;1;0;0;0;1;1;1;0;;;0;0;0;;2;;;;6;1;;;;;;;;;2;;;;6;1;;0;1
PHARMA;2013;620026401;620024158;0;;;;0;0;;;39;;;0;0;0;0;0;0;0;0;0;0;40211;0;;;;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.3;;;;0.3;;;0;0
PHARMA;2013;620100016;750712184;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;;1;;200;40;1;0;0;0;0;1;0;0;;;0;0;0;0;2;;;;2;;;1;;;;0;;;2.77;;;;2;;;0;0
PHARMA;2013;620100099;620014779;0;;;;0;0;259;;30;;;1;1;1;1;1;0;0;0;0;0;6317497;1;54;141;91;1;1;0;0;1;1;1;0;;;1;1;0;1;2;;;;5;1;;1;1;1;;1;1;2;2.5;0.5;0.8;;5.8;1.6;1;0;1
PHARMA;2013;620100487;620000125;0;;;;0;0;63;;30;;;1;1;1;1;1;0;0;0;0;0;224089;1;100;100;93;1;0;0;0;1;1;0;0;;;1;0;0;0;1;;;;;;;;;;;1;1;;1;;;;0.8;0.5;;0;1
PHARMA;2013;620100495;620000133;0;;;;0;0;;;66;;;1;1;1;1;1;0;0;0;0;0;;1;66;66;66;0;0;0;0;0;0;0;0;;;0;0;0;0;;;;;1;;;1;;;;;;;0.5;;;;1;;;0;0
PHARMA;2013;620100735;620000265;0;;;;1;0;187;;64;;;1;1;1;1;1;0;0;0;0;0;792636;1;75;141;141;1;1;0;0;1;1;0;0;;;1;1;0;2;1;;;;2;;;1;;;;3;;2;1.5;;;;2.96;;1.28;0;0
PHARMA;2013;620100750;620000273;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;1939776;1;64;57;17;1;1;0;0;1;1;0;0;;;1;0;0;2;;;;;2;4;;3;1;1;;1;0;;1.59;0.2;0.6;;2.5;4;;0;0
PHARMA;2013;620100842;620001834;0;;;;0;0;;;140;;;1;1;0;1;1;0;0;0;0;0;216000;0;;40;40;0;0;0;0;0;1;0;0;;;0;0;0;1;1;;;;2;;;;;;;;;;1;;;;2;;;1;1
PHARMA;2013;620101311;620027763;0;;;;0;0;106;;30;;;0;0;0;0;0;0;0;0;0;0;1089650;1;100;116;34;1;1;0;0;1;1;0;0;;;0;1;1;0;;;;;1;;;2;;;;1;1;;1.01;;;;1.75;0.46;;0;0
PHARMA;2013;620101501;620000364;0;;;;0;0;276;;;;;1;1;1;1;1;0;0;0;0;0;2029556;1;50;138;88;1;0;0;0;1;1;0;0;;;1;1;0;1;1;;;;2;10;3;1;;;;1;;;1.05;;;;2.8;10;2.7;0;1
PHARMA;2013;620105940;620000950;0;;;;1;0;72;;39;;;0;0;0;0;0;0;0;0;0;0;87841;0;;;;1;0;0;0;1;1;0;0;;;1;1;0;2;;;;;;;;1;;;;2;;;0.99;;;;1.4;;;0;0
PHARMA;2013;620105973;590039863;0;;;;0;0;;26;94;;;1;1;1;1;1;0;0;0;0;0;195000;1;100;120;0;0;0;0;0;0;1;0;0;;;0;0;0;1;1;;;;;;;;;;;1;;;1;;;;0.82;;;0;0
PHARMA;2013;620105981;620000968;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;;0;;;;1;0;0;0;0;0;0;0;;;0;0;0;0;;;;;2;;;;;;;;;;;;;;2;;;0;0
PHARMA;2013;620106088;620000976;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;66172;1;95;95;95;1;0;0;0;1;1;0;0;;;1;0;0;0;;;;;;;;1;;;;1;;1;0.5;;;;0.71;;0.5;0;0
PHARMA;2013;620106625;620020859;0;;;;0;0;;;45;40;40;1;1;1;1;1;0;0;0;0;0;29286;1;100;40;40;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.06;;;;0.14;;;0;0
PHARMA;2013;620116046;620002311;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;19300;1;100;15;15;1;0;0;0;1;1;0;0;;;1;0;0;1;;;;;;2;;1;;;;;;;0.5;;;;;2;;0;0
PHARMA;2013;620116558;620001834;0;;;;1;1;;;;;;1;1;1;1;1;0;0;0;0;0;38753;0;;;40;1;1;0;0;0;1;1;0;;;0;0;0;0;;;;;1;;;;;;;;;;;;;;0.04;;;1;1
PHARMA;2013;620117309;620112581;0;;;;1;0;141;;;;;1;1;1;1;1;0;0;0;0;0;;1;100;141;141;1;0;0;0;0;1;0;1;0;85;0;0;0;0;;;;;3;1;;1;;;;;;;0.8;;;;3;1;;0;0
PHARMA;2013;620117606;620020859;0;;;;0;0;;;45;40;40;1;1;1;1;1;0;0;0;0;0;49979;1;100;45;45;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.94;;;;;;;0;0
PHARMA;2013;620118513;620002915;0;;;;0;0;213;;10;;;0;0;0;0;0;0;0;0;0;0;3327320;1;100;178;8;1;1;0;0;1;1;0;0;;;1;1;0;0;2;;;;1;;;1;;;;4;1;;2.81;;;;3.19;0.74;;0;0
PHARMA;2013;630000016;630180032;0;;;;;;20;0;24;20;30;0;0;0;0;0;0;0;0;0;0;139118;0;;94;50;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;1;1;1;0.4;;;;1.8;0.1;0.25;0;0
PHARMA;2013;630000131;630003168;0;;;;0;0;;;100;;;0;0;0;0;0;0;0;0;0;0;155000;1;100;100;100;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;2;;;;1;;;0.62;;;;1.1;;;0;0
PHARMA;2013;630000149;630780302;0;;;;0;0;;;159;;;1;1;0;1;0;0;0;0;0;0;180000;0;;160;0;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;2;;;0.66;;;;1.37;;;0;0
PHARMA;2013;630000404;630780989;0;;;;1;0;804;300;67;270;;0;0;0;0;0;0;0;1;0;0;16631595;1;13;9;1;1;1;1;1;1;1;1;0;;;1;1;1;0;11;;;1;22;51;10;7;;;1;12;4;2;15.5;0.3;;1;29.31;46.26;11.52;0;1
PHARMA;2013;630000412;630780997;0;;;;1;0;50;;44;40;164;1;1;1;1;1;0;0;0;0;0;891419;0;;10;10;1;1;0;0;1;1;1;1;10;0;1;0;0;1;;;;;1;;;1;;;1;1;;;0.8;;;0.1;1.7;;;0;0
PHARMA;2013;630000420;630781003;0;;;;1;0;110;;;29;114;0;0;0;0;0;0;0;0;0;0;1400000;1;139;139;154;1;0;0;0;1;1;1;0;;;1;0;0;2;1;;;;4;;;;;;;;;;1;;;;4;;;0;0
PHARMA;2013;630000438;630781011;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;1317300;1;44;149;78;1;0;0;0;1;1;1;0;;;1;0;0;0;2;;;1;4;;1;1;;;;;;;2.3;;;1;3.86;;1;0;0
PHARMA;2013;630000446;630781029;1;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;;0;;118;193;1;1;0;0;1;1;1;1;10;;1;0;0;1;2;;;;4;2;;1;;;;2;0;;2.8;;;;5.6;2;;0;0
PHARMA;2013;630000479;630781110;0;;;;0;0;106;;;;;0;0;0;0;0;0;0;1;0;0;8609222;1;86;86;86;1;1;0;1;1;1;1;0;;;0;0;0;0;2;0;2;1;16;3;1;3;0;3;;;;;3.54;0;1.47;1;15.32;3.03;1;0;1
PHARMA;2013;630000560;630781367;1;1;1;;1;0;20;;26;66;530;1;0;1;1;1;0;0;0;0;0;594194;1;61;389;473;0;0;0;0;0;1;1;0;;;0;0;0;2;;;;;4;;;2;0;0;;;;1;1.2;0;0;;4;;0.5;0;0
PHARMA;2013;630008118;630011153;0;;;;0;0;;;;;;1;1;1;1;1;0;0;0;0;0;174724;0;;50;50;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;;;;;;;1;;;;1;;;0.9;;;;0.78;;;0;0
PHARMA;2013;630009678;750043994;0;;;;0;0;;;;24;;0;0;0;0;0;0;0;0;0;0;5008;1;100;24;24;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.1;;;;0.2;;;0;0
PHARMA;2013;630010510;750043994;0;;;;0;0;;;100;;;1;1;1;1;1;0;0;0;0;0;22637;1;100;100;100;0;0;0;0;0;1;0;0;;;0;0;0;;1;;;;;;;;;;;;;;0.5;;;;;;;0;0
PHARMA;2013;630780179;630011534;1;1;1;;0;0;;;121;;;0;0;0;0;0;1;1;1;1;1;183460;1;100;121;121;0;0;0;0;0;1;0;0;;;0;0;0;2;;;;;;;;2;;;;3;;1;1.1;;;;1.25;;0.4;0;0
PHARMA;2013;630780195;630786754;0;;;;0;0;;320;;;;1;1;1;1;1;0;0;0;0;0;421300;1;100;320;320;0;0;0;0;0;1;0;0;;;0;0;0;0;2;;;;4;;;;;;;1;;;2;;;;4.5;;;0;0
PHARMA;2013;630780211;630000107;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;6699906;1;99;160;90;1;1;1;0;1;1;0;0;;;1;1;1;0;1;;1;;5;6;;1;1;;;3;1;;1.5;0.5;1;;7;6.5;;0;0
PHARMA;2013;630780369;630000164;0;;;;0;0;56;;;;;0;0;0;0;0;0;0;0;0;0;135334;1;100;100;0;1;0;0;0;1;1;0;0;;;0;0;0;;;;;;;;;1;;;;2;;;0.5;;;;0.72;;;0;0
PHARMA;2013;630780401;630000172;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;;1;100;100;100;0;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;;;2;;;;2;;;0.5;;;;0.5;;;0;0
PHARMA;2013;630780526;630009991;0;;;;0;0;;;0;;;0;0;0;0;0;0;0;0;0;0;110000;1;100;60;60;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.59;;;;0.56;;;0;0
PHARMA;2013;630780559;870015336;0;;;;0;0;;;52;;;0;0;1;1;1;1;1;1;0;0;4086;1;;;52;1;;0;0;0;0;0;0;;;0;0;0;;;;;;3;;;1;;;;;;;0.2;;;;2.87;;;0;0
PHARMA;2013;630781268;630780989;0;;;;0;0;538;;;;;0;0;0;0;0;0;0;1;0;0;16495403;1;27;22;12;1;;;;1;1;1;0;;;1;1;1;0;2;;;0;5;3;0;;;;1;3;;0;1.3;;;0.8;6.95;3;0;0;1
PHARMA;2013;630781417;630000578;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;;1;100;68;68;0;0;0;0;0;1;0;0;;;0;0;0;;;;;;;;;1;;;;1;;;0.5;;;;0.37;;;0;0
PHARMA;2013;630781755;630011518;0;;;;0;0;;;102;;;0;0;0;0;0;0;0;0;0;0;174360;1;102;102;73;1;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;;;3;;;;1;;;0.48;;;;0.83;;;0;0
PHARMA;2013;630781821;750043994;0;;;;0;0;;108;;;;0;0;0;0;0;0;0;0;0;0;128020;1;100;108;108;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;;;;0.4;;;;0.8;;;0;0
PHARMA;2013;630781839;630000826;0;;;;1;0;291;;;;;0;1;0;0;0;0;0;0;0;0;944320;1;;;;1;0;0;0;1;1;0;0;;;1;1;0;0;2;1;;;2;1;;;;;;;;;2;1;;;2;1;;0;1
PHARMA;2013;630783108;630000867;0;;;;0;0;56;;;;;0;0;0;0;0;0;0;0;0;0;131500;0;0;9;5;1;0;0;0;0;1;0;0;;;1;0;0;1;;;;;;;;1;;;;2;;;0.7;0.2;;;1.12;;;0;0
PHARMA;2013;630785756;630001188;1;1;1;;1;1;;;100;;;0;1;1;1;1;0;0;0;0;0;89100;1;100;100;100;0;0;0;0;0;1;0;1;70;120;0;0;0;2;2;;;;8;8;0;1;;;;;;3;2.5;;;;8;8;1.5;0;0
PHARMA;2013;630790384;630786754;0;;;;0;0;;;;44;31;1;1;1;1;1;0;0;0;0;0;98700;1;;;;0;;;;0;1;0;0;;;0;0;0;;2;;;;4;;;;;;;1;;;2;;;;4.5;;;0;0
PHARMA;2013;640000162;640780417;0;;;;1;1;510;131;60;150;264;0;0;0;0;0;1;1;1;1;1;14716200;1;40;500;300;1;1;1;1;1;1;1;1;12;0;1;0;0;0;6;;;1;19;24;5;3;;;;3;1;2;8;;;1;19.24;25.86;5.46;0;1
PHARMA;2013;640000402;640780813;0;;;;1;0;80;;38;55;110;1;1;0;0;0;0;0;0;0;0;1362600;1;0;209;209;1;0;0;0;1;1;1;1;30;0;1;0;0;1;3;1;;1;4;;2;;;;;;;;2.59;0.1;;0.2;3.6;;2;0;0
PHARMA;2013;640000410;640780821;0;;;;1;0;145;0;19;67;100;0;0;0;0;0;0;0;0;0;0;1000000;1;61;311;311;1;1;0;1;1;1;1;0;;;1;0;0;0;2;1;1;;6;5;1;;;;;3;;1;2;0.2;0.3;;8;5;1.5;0;0
PHARMA;2013;640000428;640780839;0;;;;1;0;5;;25;;156;0;0;0;0;0;1;1;1;1;1;191986;1;100;186;186;1;0;0;0;0;1;0;1;30;0;0;0;0;0;1;;;;1;;;;;;;;;;1;;;;1;;;0;0
PHARMA;2013;640000436;640780862;0;;;;0;0;;320;;;;0;0;0;0;0;0;0;0;0;0;391197;1;100;320;320;0;0;0;0;0;1;0;0;;;0;0;0;0;2;;;;6;;1;;;;;;;;2;;;;5.7;;0.4;0;1
PHARMA;2013;640000600;640781290;0;;;;0;0;476;;131;80;;0;0;0;0;0;0;0;0;0;0;12440200;0;;20;20;1;1;1;1;1;1;1;1;20;0;1;0;1;1;7;1;5;2;23;27;5;;;;;7;1;;7;0.65;1.3;2;21.03;20.99;4.67;0;1
PHARMA;2013;640003836;640791976;0;;;;1;0;;;;80;206;1;1;1;1;1;0;0;0;0;0;63610;1;100;286;78;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;2;;;;2;;;1;;;;1.5;;;0;0
PHARMA;2013;640005591;750043994;0;;;;0;0;;;68;;;1;1;1;1;1;0;0;0;0;0;32100;1;100;68;68;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.5;;;;0.8;;;0;1
PHARMA;2013;640010518;640010468;0;;;;0;0;;;101;;;0;0;0;0;0;0;0;0;0;0;166560;1;100;101;101;0;0;0;0;0;1;0;0;;;0;0;0;;;;;;1;;;1;;;;;;;0.6;;;;1;;;0;0
