BOR;AN;FI;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;PCON;PACT;PDEN
MCO;2013;750803454;750712184;271;98915;10654;1313;68174;55;18619;4872;584;14422;60;21535;4773;265;20936;386;139069;20299;2162;103532;19;5783;;;5710;15;2701;2;660;;;36;9144;;;5710;1;1;1;1;1;1;1;1;1;120;100;30;60;167766;200639;44144
MCO;2013;750808578;750813032;4;17;10;0;17;17;5295;182;0;5295;;;;;;21;5312;192;0;5312;3;161;;;0;;;;;;;3;161;;;0;1;1;0;0;0;0;0;1;1;;;;30;2815;74;313
MCO;2013;750829053;750000655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;335;0;0;3578;0;0;0;0;0;0;16;335;0;0;3578;;;;;;;;;;;;;;;;
MCO;2013;760000018;760780023;198;70986;9919;325;64360;69;24325;3298;104;17456;30;10950;1605;158;5910;297;106261;14822;587;87726;36;927;0;;10781;8;1284;2;219;;;46;2430;0;;10781;1;0;1;1;;1;1;1;0;2;;60;;87329;28678;18452
MCO;2013;760000042;760780056;38;13870;976;26;10000;;;0;0;0;;;0;0;0;38;13870;976;26;10000;;0;;;0;;0;;0;;;;0;;;0;1;0;0;0;0;0;0;0;0;;;;;11734;;
MCO;2013;760000059;760780064;15;5475;428;1;4398;;;0;0;0;;;0;0;0;15;5475;428;1;4398;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;760000141;760780239;63;22963;4360;1948;22860;;;0;0;0;;;0;0;0;63;22963;4360;1948;22860;;0;;;4;;0;;0;;;;0;;;4;1;1;1;0;0;1;1;1;1;;;;;6621;4475;8109
MCO;2013;760000158;760780239;626;220332;41259;7986;199270;450;160299;21194;891;119540;92;31457;6988;623;29144;1168;412088;69441;9500;347954;67;13034;;;11526;40;8500;11;1916;;;118;23450;;;11526;1;1;1;1;1;1;1;1;1;;;;;284347;58547;1082
MCO;2013;760000166;760780247;81;29565;2402;53;24969;37;13505;1569;61;8796;;0;0;0;0;118;43070;3971;114;33765;36;649;;;55997;8;906;0;0;;;44;1555;;;55997;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;760000174;760780254;15;4669;323;64;4506;;;0;0;0;;;0;0;0;15;4669;323;64;4506;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;760000182;760780262;14;4018;441;11;3602;6;2190;1250;485;3059;70;25550;4963;976;18559;90;31758;6654;1472;25220;;0;;;0;;0;2;940;;;2;940;;;0;;;;;;;;;;;;;;;;
MCO;2013;760000356;760780726;20;7296;371;2;5841;;;0;0;0;;;0;0;0;20;7296;371;2;5841;4;779;;;0;;0;;0;;;4;779;;;0;0;0;0;0;0;0;0;0;0;;;;;1132;3391;13685
MCO;2013;760000364;760780734;93;33945;5127;368;29681;;;0;0;0;21;7665;1699;249;5549;114;41610;6826;617;35230;;0;;;1372;;0;1;90;;;1;90;;;1372;1;0;0;0;0;1;1;1;0;;;15;;53240;12035;
MCO;2013;760000372;760780742;44;16060;3194;772;16482;0;0;0;0;0;24;8760;1569;358;5271;68;24820;4763;1130;21753;0;0;0;0;818;0;0;0;0;0;0;0;0;0;0;818;1;0;0;0;0;0;0;1;0;;;;;23909;36355;0
MCO;2013;760000463;760024042;176;62001;11053;832;53653;63;22975;4513;480;17511;44;16060;3060;450;10888;283;101036;18626;1762;82052;4;384;0;0;9631;12;1868;3;322;0;0;19;2574;0;0;9631;1;0;1;1;1;1;1;1;1;;;40;;117063;35344;1080
MCO;2013;760021329;760000448;118;43070;7793;1992;39555;156;51340;7735;60;30665;20;7300;1238;90;4685;294;101710;16766;2142;74905;20;6350;;;25933;47;10044;;0;;;67;16394;;;25933;;;;;;;;;;;;;;;;
MCO;2013;760025312;760000315;21;7665;856;32;7697;116;42340;7510;1070;19287;62;22630;3385;1;16275;199;72635;11751;1103;43259;8;1451;;;5757;27;18145;1;163;;;36;19759;;;5757;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;760027292;760027300;5;1825;532;26;3720;90;32850;3256;28;12939;0;0;0;0;0;95;34675;3788;54;16659;;0;0;;1432;18;4474;0;0;;;18;4474;0;;1432;;;;;;;;;;;;;;;;
MCO;2013;760780197;760000117;;;0;0;0;;;0;0;0;30;10220;2009;640;5502;30;10220;2009;640;5502;;0;;;315;;0;2;0;;;2;0;;;315;;;;;;;;;;;;;;;;
MCO;2013;760780205;760000125;;;0;0;0;44;16060;1762;0;6693;;;0;0;0;44;16060;1762;0;6693;;0;;;0;7;1840;;0;;;7;1840;;;0;;;;;;;;;;;;;;;;
MCO;2013;760780510;760000257;21;7665;2000;121;7712;133;48545;6549;249;28030;;;0;0;0;154;56210;8549;370;35742;6;86;;;1783;18;6519;;0;;;24;6605;;;1783;;;;;;;;;;;;;;;;
MCO;2013;760780619;760000307;52;18980;5812;876;20749;84;30660;4248;0;14615;;;0;0;0;136;49640;10060;876;35364;40;1766;;;6041;17;9012;;0;;;57;10778;;;6041;;;;;;;;;;;;;;;;
MCO;2013;760780668;760000331;;;0;0;0;26;9490;622;6;1385;;;0;0;0;26;9490;622;6;1385;;0;;;17;16;2248;;0;;;16;2248;;;17;;;;;;;;;;;;;;;;
MCO;2013;760780783;760000406;4;1460;179;5;1414;54;19710;1835;98;7127;;;0;0;0;58;21170;2014;103;8541;;0;;;22;6;2126;;0;;;6;2126;;;22;;;;;;;;;;;;;;;;
MCO;2013;760780791;760000414;34;12410;1201;850;9332;90;32850;6474;1;19387;;;0;0;0;124;45260;7675;851;28719;21;712;;;5158;41;4827;;204;;;62;5743;;;5158;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;760780825;760000430;;;0;0;0;69;25185;2964;218;13327;;;0;0;0;69;25185;2964;218;13327;;0;;;0;6;2531;;0;;;6;2531;;;0;;;;;;;;;;;;;;1177;;
MCO;2013;760783035;750721334;6;2190;214;5;1957;;;0;0;0;;;0;0;0;6;2190;214;5;1957;0;780;;;9272;;0;;0;;;0;780;;;9272;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;760783159;760000851;20;7300;1076;1;6108;0;0;0;0;0;0;0;0;0;0;20;7300;1076;1;6108;0;0;0;0;0;;0;;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;760783522;760780239;283;97838;10350;107;82980;;;0;0;0;;;0;0;0;283;97838;10350;107;82980;34;7910;4;854;17334;;0;;0;;;34;7910;4;854;17334;;;1;;;;1;1;;;;;;33794;10724;0
MCO;2013;760805770;760780726;447;164051;24014;2563;132506;109;40235;6364;621;28343;64;23360;4344;166;18009;620;227646;34722;3350;178858;33;2872;4;504;18071;21;4148;4;161;;;58;7181;4;504;18071;1;1;1;1;1;1;1;1;1;;;;;125578;39553;3179
MCO;2013;760921809;760000273;22;8030;2376;551;10599;137;50005;8323;188;34502;;;0;0;0;159;58035;10699;739;45101;2;1426;;;17879;36;11512;;0;;;38;12938;;;17879;;;;;;;;;;;;;;;;
MCO;2013;770000131;770110013;162;57160;6509;312;50998;44;15700;1973;106;9393;16;5840;1438;227;4332;222;78700;9920;645;64723;10;1593;;;1864;10;1450;;142;;;20;3185;;;1864;;;;;;;;;;;;;;;;
MCO;2013;770000149;770110021;148;53656;6789;802;44299;45;16425;1969;120;10777;34;12410;2827;478;9845;227;82491;11585;1400;64921;7;824;;;3048;9;1468;;0;;;16;2292;;;3048;1;0;1;1;1;1;1;1;1;48;30;30;63;116567;18667;
MCO;2013;770000156;770110054;211;77015;12119;2104;66406;44;16060;2147;66;12089;55;20075;3825;346;14597;310;113150;18091;2516;93092;14;1549;;;11826;6;632;1;608;;;21;2789;;;11826;1;1;1;1;0;1;1;0;1;;;;;27106;6468;2765
MCO;2013;770000164;770110062;117;40635;5399;707;33007;42;15108;2135;393;8335;23;8395;1776;398;5503;182;64138;9310;1498;46845;5;487;;;1195;10;1362;;2;;;15;1851;;;1195;1;1;1;1;1;1;1;1;1;;;;;;;
MCO;2013;770000172;770110070;107;39055;5142;698;28134;51;18615;2163;349;9975;15;5475;1024;72;4289;173;63145;8329;1119;42398;9;774;;;618;10;1675;3;116;;;22;2565;;;618;1;0;0;1;0;1;1;1;1;;;;;56160;6863;0
MCO;2013;770000180;770130011;33;12045;305;2;8602;;;0;0;0;;;0;0;0;33;12045;305;2;8602;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;770000214;770130052;96;25492;3741;626;26043;;;0;0;0;;;0;0;0;96;25492;3741;626;26043;;0;;;553;;0;;0;;;;0;;;553;1;0;0;1;0;1;0;1;1;;;5;40;22808;23068;168
MCO;2013;770000446;770700185;291;106215;12485;446;90923;89;32485;4130;105;25510;48;17520;4390;401;17351;428;156220;21005;952;133784;12;1684;;;17522;10;2455;;738;;;22;4877;;;17522;1;0;1;1;1;1;1;1;1;;6;;150;;;
MCO;2013;770016087;770016137;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;913;;;10884;;0;;0;;;;913;;;10884;;;;;;;;;;;;;;;;
MCO;2013;770019032;770170017;265;96725;14058;2015;82972;60;21900;3092;172;15985;42;15330;5865;142;21021;367;133955;23015;2329;119978;26;3125;;;4495;18;1560;0;1105;;;44;5790;;;4495;1;1;1;1;1;1;1;1;1;;;;;213250;8768;32
MCO;2013;770150019;770019792;65;23725;2265;14;18090;;;0;0;0;;;0;0;0;65;23725;2265;14;18090;13;987;0;0;17060;;0;;0;;;13;987;0;0;17060;1;1;1;1;1;0;1;1;0;;;;;22828;;427
MCO;2013;770300010;770004299;40;14600;1297;12;13085;59;21535;9098;6828;12695;;;0;0;0;99;36135;10395;6840;25780;4;0;;;888;26;0;0;308;;;30;308;;;888;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;770300093;770000271;0;0;0;0;0;0;;954;697;727;0;;0;0;0;0;0;954;697;727;0;1356;;;14714;0;10;;0;;;0;1366;;;14714;0;0;0;0;0;0;0;0;0;;;;;3;0;0
MCO;2013;770300135;770000289;35;12775;2306;199;10180;89;32485;2567;583;9899;;;0;0;0;124;45260;4873;782;20079;3;649;;;0;6;1804;;0;;;9;2453;;;0;;;;;;;;;;;;;;;;
MCO;2013;770300143;770000362;7;2555;357;0;3926;89;32485;3670;0;15213;26;9490;633;0;2775;122;44530;4660;0;21914;9;0;;;4726;19;5189;;47;;;28;5236;;;4726;;;;;;;;;;;;;;;;
MCO;2013;770300192;770000313;;;24;1;359;44;16060;1483;36;4405;;;0;0;0;44;16060;1507;37;4764;;1753;;;1;20;2020;;0;;;20;3773;;;1;;;;;;;;;;;;;;;;
MCO;2013;770300275;770000354;0;0;124;0;1177;69;25185;3148;28;10503;16;5840;585;22;2814;85;31025;3857;50;14494;8;2;0;0;1757;35;5996;0;46;0;0;43;6044;0;0;1757;0;0;0;0;0;0;0;0;;;;;;0;0;0
MCO;2013;770300283;770000362;;;0;0;0;75;27375;2572;30;9085;;;0;0;0;75;27375;2572;30;9085;;0;;;61;21;7015;;0;;;21;7015;;;61;;;;;;;;;;;;;;;;
MCO;2013;770790707;770000719;24;8760;1222;134;8778;58;21170;2628;32;12061;25;9125;1024;18;4682;107;39055;4874;184;25521;;1167;;;11262;27;5174;;0;;;27;6341;;;11262;;;;;;;;;;;;;;;;
MCO;2013;770813400;770001014;8;2920;214;4;2198;64;23360;2755;28;9302;;;0;0;0;72;26280;2969;32;11500;8;0;;;2670;16;5820;;0;;;24;5820;;;2670;;;;;;;;;;;;;;;;
MCO;2013;780000287;780110011;245;87073;12076;1673;68529;56;20440;2462;112;11656;55;20075;4957;1177;14735;356;127588;19495;2962;94920;38;4581;;;5126;15;175;0;0;;;53;4756;;;5126;1;1;1;1;1;1;1;1;1;15;90;10;110;90764;59982;3194
MCO;2013;780000295;780002697;98;35017;4042;305;30040;64;22499;2827;197;13053;30;10266;1466;71;5619;192;67782;8335;573;48712;13;432;0;0;2003;7;1958;1;239;0;0;21;2629;0;0;2003;0;0;1;1;1;1;1;1;1;;;;;45817;5217;1299
MCO;2013;780000303;780110037;50;18250;1579;7;16534;;;0;0;0;;;0;0;0;50;18250;1579;7;16534;3;314;;;0;;0;;0;;;3;314;;;0;1;1;0;0;1;0;0;0;1;;5;;5;509;0;61
MCO;2013;780000311;780001236;230;83950;18813;6167;78681;78;28470;4803;1551;20581;97;35405;9533;1305;36680;405;147825;33149;9023;135942;25;616;;;9338;5;0;3;0;;;33;616;;;9338;1;0;0;1;1;1;0;1;1;;;;;134700;;
MCO;2013;780000329;780110052;146;50664;8466;1463;41077;56;20859;2862;319;10500;25;9125;1744;45;6702;227;80648;13072;1827;58279;19;2992;;;7662;15;2219;0;802;;;34;6013;;;7662;1;1;1;1;0;1;1;1;1;40;;40;150;62244;14566;50520
MCO;2013;780000337;780001236;137;50005;6230;1413;32966;30;10950;2980;1868;3012;0;0;2016;2014;2;167;60955;11226;5295;35980;23;28;;;22463;16;0;6;0;;;45;28;;;22463;0;1;1;1;1;0;1;0;1;;;;;51409;;
MCO;2013;780000345;780110078;1;365;22;2;127;;;0;0;0;;;0;0;0;1;365;22;2;127;1;65;;;0;;0;;0;;;1;65;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;780000378;780130027;20;7300;393;6;5068;;;0;0;0;;;0;0;0;20;7300;393;6;5068;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;780000386;780021788;30;10950;466;3;7251;0;0;0;0;0;0;0;0;0;0;30;10950;466;3;7251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2013;780000436;780150041;62;13267;1689;212;13267;27;4223;1367;382;4223;;;0;0;0;89;17490;3056;594;17490;12;648;0;0;1028;0;0;0;0;;;12;648;0;0;1028;0;0;0;0;0;0;0;0;0;;;;;21478;;
MCO;2013;780008298;750043994;20;7300;449;0;5812;;;0;0;0;;;0;0;0;20;7300;449;0;5812;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;780017802;780002010;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;32;2868;;;13480;;0;;0;;;32;2868;;;13480;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2013;780018727;780018719;20;7300;489;0;4769;40;14600;2074;0;7412;26;9490;1319;11;6236;86;31390;3882;11;18417;3;968;;;11281;14;3770;1;4;;;18;4742;;;11281;;;;;;;;;;;;;;;;
MCO;2013;780140018;750005068;31;11315;625;3;9658;0;;0;0;0;;;0;0;0;31;11315;625;3;9658;;0;;;0;;0;;0;;;;0;;;0;0;1;0;0;1;0;0;0;0;;;;;2084;;
MCO;2013;780150017;750005068;2;730;46;1;312;0;0;0;0;0;0;0;0;0;0;2;730;46;1;312;0;65;0;0;10054;0;0;0;0;0;0;0;65;0;0;10054;1;0;0;0;0;0;0;0;0;;;;;1012;0;0
MCO;2013;780150033;780020715;16;5840;257;1;4696;;;0;0;0;;;0;0;0;16;5840;257;1;4696;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;780150066;780808614;90;32820;2645;0;28094;;;0;0;0;;;0;0;0;90;32820;2645;0;28094;6;36;;;1081;;0;;0;;;6;36;;;1081;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;780300075;780000485;136;49640;3765;101;22713;0;;0;0;0;0;;0;0;0;136;49640;3765;101;22713;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;24300;;
MCO;2013;780300125;780000535;0;;16;0;350;63;22995;2789;37;14260;;;0;0;0;63;22995;2805;37;14610;;0;;;0;14;6599;;0;;;14;6599;;;0;;;;;;;;;;;;;;;;
MCO;2013;780300208;780000576;25;7962;359;0;2366;52;17200;1762;37;7424;26;9490;1186;227;3779;103;34652;3307;264;13569;0;0;;;552;22;6621;;0;;;22;6621;;;552;;;;;;;;;;;;;;;;
MCO;2013;780300323;780003679;30;10950;1519;351;7311;55;20075;5774;1718;16229;57;20805;3348;12;15210;142;51830;10641;2081;38750;5;954;;;1;16;1195;;0;;;21;2149;;;1;;;;;;;;;;;;;;;;
MCO;2013;780300364;780003679;0;;264;1;365;28;10220;1048;6;1678;;;0;0;0;28;10220;1312;7;2043;25;10146;;;0;12;3726;;0;;;37;13872;;;0;;;;;;;;;;;;;;;;
MCO;2013;780300406;780018032;59;21535;3813;88;20772;129;42698;4232;24;20576;26;9490;1526;104;6623;214;73723;9571;216;47971;;0;;;0;35;7868;;0;;;35;7868;;;0;;;;;;;;;;;;;;;;
MCO;2013;780300414;780000675;88;32120;4494;1203;33018;111;39960;4597;27;19713;0;0;0;0;0;199;72080;9091;1230;52731;37;0;;;15837;30;9796;;0;;;67;9796;;;15837;;;;;;;;;;;;;;;;
MCO;2013;780300422;780002259;69;22995;4947;1054;18920;104;37960;5531;82;24403;26;9490;1376;42;6826;199;70445;11854;1178;50149;11;1778;;;15801;44;12564;0;8;;;55;14350;;;15801;;;;;;;;;;;;;;;;
MCO;2013;780300455;780000717;25;9125;916;276;3242;45;16425;2532;82;7623;;;0;0;0;70;25550;3448;358;10865;;0;;;2;15;7389;1;1;;;16;7390;;;2;;;;;;;;;;;;;;;;
MCO;2013;780630026;750803900;1;365;46;0;448;;;0;0;0;;;0;0;0;1;365;46;0;448;8;1412;;;0;;0;;0;;;8;1412;;;0;1;;;;;1;;;;;;;;295;2120;
MCO;2013;780800256;780110078;325;118172;21815;4710;98901;115;41975;5250;159;27952;34;12410;3906;208;15431;474;172557;30971;5077;142284;23;2163;2;239;6359;11;2626;4;1325;;;38;6114;2;239;6359;1;1;1;1;1;1;1;1;1;;;;;135836;86308;94
MCO;2013;790000087;790000012;326;118866;18163;1923;94386;128;44686;6987;332;35222;47;17155;2958;334;11046;501;180707;28108;2589;140654;72;1728;;;35658;21;4602;4;330;;;97;6660;;;35658;1;1;1;1;1;1;1;1;1;40;120;40;20;147157;17216;141
MCO;2013;790000095;790006654;42;15291;2085;149;14574;55;22114;2803;203;12536;32;11680;1523;4;5778;129;49085;6411;356;32888;3;1988;0;0;336;6;0;1;594;0;0;10;2582;0;0;336;1;0;1;1;1;1;0;1;0;63;126;42;0;33203;1386;0
MCO;2013;790000103;790006654;40;14600;1907;139;13508;0;0;0;0;0;0;0;0;0;0;40;14600;1907;139;13508;2;1465;0;0;10;7;0;0;0;0;0;9;1465;0;0;10;0;0;1;1;0;0;0;0;1;23;;;23;14989;113;0
MCO;2013;790000111;790000046;15;5128;399;7;5106;;;0;0;0;;;0;0;0;15;5128;399;7;5106;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;790000137;790000061;10;3434;222;1;3801;;;0;0;0;;;0;0;0;10;3434;222;1;3801;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;790003537;790006654;73;27175;3678;267;25723;32;11370;1619;264;5478;;;0;0;0;105;38545;5297;531;31201;5;1046;;;948;6;766;;0;;;11;1812;;;948;1;0;1;1;0;0;0;1;1;63;;;;17661;0;91
MCO;2013;790009948;790001242;25;9125;1588;22;8806;114;41610;5770;95;26726;16;5840;834;18;3376;155;56575;8192;135;38908;;0;;;119;39;8125;;0;;;39;8125;;;119;;;;;;;;;;;;;;;;
MCO;2013;800000143;800000028;209;76285;11341;774;67805;62;22630;3746;143;17276;30;10950;1966;382;7549;301;109865;17053;1299;92630;12;571;;;2810;5;1597;;0;;;17;2168;;;2810;1;0;1;1;1;1;1;1;1;88;57;53;48;71778;23525;
MCO;2013;800000184;800000036;20;7300;620;21;5668;;;0;0;0;;;0;0;0;20;7300;620;21;5668;;0;;;11;;0;;0;;;;0;;;11;1;0;1;1;0;0;1;;0;4;;;;0;382;0
MCO;2013;800000192;800000044;296;107876;18188;2328;99661;248;90520;15038;2576;66587;;;0;0;0;544;198396;33226;4904;166248;31;4022;;;6761;14;1211;;0;;;45;5233;;;6761;;;;1;1;1;;1;;;120;37;;166449;57693;
MCO;2013;800000200;800000051;19;6570;651;145;5957;;;0;0;0;;;0;0;0;19;6570;651;145;5957;;0;;;23;;0;;0;;;;0;;;23;;;;;;;;;;;;;;;;
MCO;2013;800000226;800000069;38;13870;2438;266;14595;0;0;0;0;0;1;260;31;31;0;39;14130;2469;297;14595;10;550;0;0;417;0;0;0;0;0;0;10;550;0;0;417;1;1;1;1;1;0;1;1;1;;;;;20;21;22
MCO;2013;800000275;800000077;29;10585;846;10;7713;;;0;0;0;;;0;0;0;29;10585;846;10;7713;5;498;;;0;;0;;0;;;5;498;;;0;1;1;1;1;0;0;1;0;1;24;;;47;7809;495;
MCO;2013;800000390;800000085;53;16940;2393;252;16649;0;0;0;0;0;0;0;0;0;0;53;16940;2393;252;16649;0;0;;;39;0;0;0;0;;;0;0;;;39;1;1;1;1;0;1;1;0;1;90;;60;30;30015;;
MCO;2013;800000432;800000093;34;12410;2766;846;11989;23;8395;2064;944;5122;15;5475;1214;153;4457;72;26280;6044;1943;21568;4;0;;;180;2;0;;0;;;6;0;;;180;1;0;1;1;1;1;1;1;1;30;55;10;110;;;
MCO;2013;800000507;800000135;24;8750;326;2;5771;0;0;0;0;0;0;0;0;0;0;24;8750;326;2;5771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;;;;509;0;0
MCO;2013;800000614;800000044;10;3650;157;5;2971;22;8030;1368;75;2782;;;0;0;0;32;11680;1525;80;5753;;0;;;0;10;2656;;0;;;10;2656;;;0;;;;;;;;;1;;;;89;22753;1682;
MCO;2013;800002503;800001141;6;2190;214;4;1423;73;26645;2969;66;11735;0;;67;0;225;79;28835;3250;70;13383;28;442;;;18489;29;5114;0;119;;;57;5675;;;18489;;;;;;;;;;;;;;;;
MCO;2013;800002610;800000044;10;3650;0;0;0;;;0;0;0;74;27010;4948;586;20782;84;30660;4948;586;20782;2;1;;;6524;5;0;7;2389;;;14;2390;;;6524;0;0;0;0;0;0;0;0;0;;;;;26798;9243;
MCO;2013;800006124;800000044;398;145270;14478;552;126427;111;40515;4383;77;25841;;;0;0;0;509;185785;18861;629;152268;26;2774;;;40614;7;1172;;0;;;33;3946;;;40614;1;1;1;0;0;0;1;0;0;160;;;;85463;39440;
MCO;2013;800009466;800002982;20;7300;611;4;4969;167;60955;6163;0;23996;;;0;0;0;187;68255;6774;4;28965;;0;;;659;17;8492;;0;;;17;8492;;;659;;;;;;;;;;;;;;;;
MCO;2013;800009920;800003071;42;15330;2493;6;14519;102;37230;5731;0;20388;86;31390;4793;0;22093;230;83950;13017;6;57000;1;5;;;169;54;9230;5;906;;;60;10141;;;169;;;;;;;;;;;;;;;;
MCO;2013;800013179;800013138;38;13870;3167;553;10627;;;0;0;0;;;0;0;0;38;13870;3167;553;10627;4;3047;;;9499;4;0;;0;;;8;3047;;;9499;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;800015729;800015679;56;20440;5213;889;14339;;;0;0;0;;;0;0;0;56;20440;5213;889;14339;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;810000224;810000471;141;51465;8720;519;44454;47;17155;4759;1856;11054;18;6570;1376;170;5012;206;75190;14855;2545;60520;9;5505;2;243;28354;10;450;1;318;;;20;6273;2;243;28354;;;;;;;;;;;;;;;;
MCO;2013;810000448;810099945;21;6721;374;3;5430;;;0;0;0;;;0;0;0;21;6721;374;3;5430;;0;;;0;;0;;0;;;;0;;;0;0;0;1;0;0;0;0;0;0;60;;;;3822;2795;0
MCO;2013;810000505;810000331;163;57099;8202;495;43764;56;19738;2737;303;14880;24;8760;1691;65;7310;243;85597;12630;863;65954;24;1152;;;2486;6;1879;;0;;;30;3031;;;2486;1;;1;1;1;1;1;0;0;18;;30;;68377;20585;
MCO;2013;810000513;810000349;28;10220;679;10;7739;;;0;0;0;;;0;0;0;28;10220;679;10;7739;;0;;;1;;0;;0;;;;0;;;1;;;;;;;;;;;;;;50;;
MCO;2013;810000521;810000380;208;73671;10837;1280;60868;110;35988;4611;154;23881;30;10950;2239;504;8234;348;120609;17687;1938;92983;10;0;0;0;5073;15;2451;;0;0;0;25;2451;0;0;5073;1;1;1;1;1;1;1;1;1;120;90;40;120;161285;24564;0
MCO;2013;810000539;810000398;18;6570;311;23;4495;;;0;0;0;;;0;0;0;18;6570;311;23;4495;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;810000562;810000455;42;15330;2571;434;12691;;;2;2;0;16;5840;974;216;2967;58;21170;3547;652;15658;2;85;;;84;5;715;;0;;;7;800;;;84;1;1;1;1;1;1;1;1;1;;;;;24236;13919;234
MCO;2013;810101170;810101162;21;7665;192;3;1905;104;37837;4846;0;22156;;;0;0;0;125;45502;5038;3;24061;;0;;;263;15;5914;;0;;;15;5914;;;263;;;;;;;;;;;;;;;;
MCO;2013;810101444;810000992;39;13140;2122;180;10397;107;31755;10035;6443;16011;;;0;0;0;146;44895;12157;6623;26408;;0;;;228;;0;;0;;;;0;;;228;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;820000032;820000016;208;74048;11610;2235;59034;50;18250;2423;180;13747;25;9125;1332;118;5316;283;101423;15365;2533;78097;10;795;0;0;3293;8;1790;0;201;0;0;18;2786;0;0;3293;1;1;1;1;1;1;1;1;1;90;47;41;110;82557;6564;1072
MCO;2013;820000040;820000081;16;5840;1760;232;7502;51;18615;2636;144;9689;15;5475;1055;68;4083;82;29930;5451;444;21274;5;2309;;;1;11;2216;1;324;;;17;4849;;;1;;;;;;;;;;;;;;;;
MCO;2013;820000057;820000131;117;41220;6676;231;34944;97;35405;5122;46;24576;20;7300;1276;234;4144;234;83925;13074;511;63664;11;1300;;;21750;21;7129;;0;;;32;8429;;;21750;;;;;;;;;;;;;;;;
MCO;2013;820000065;820000156;;;0;0;0;33;12045;2268;21;4918;;;0;0;0;33;12045;2268;21;4918;;0;;;0;3;4184;;0;;;3;4184;;;0;;;;;;;;;;;;;;;;
MCO;2013;820000883;820004950;42;15330;2131;322;13560;34;12410;1496;419;5517;;;0;0;0;76;27740;3627;741;19077;1;23;;;17;1;491;;0;;;2;514;;;17;1;1;1;1;1;1;1;1;1;;;;;19159;25128;96
MCO;2013;830000279;830100517;67;24455;4857;816;21251;38;13870;2392;106;10975;19;6935;1044;35;3906;124;45260;8293;957;36132;;1231;;;517;;1266;;0;;;;2497;;;517;1;1;0;0;0;1;1;1;0;;;;;;;
MCO;2013;830000287;830100525;155;55162;8259;660;44403;41;15335;2237;73;12650;21;8717;1654;94;5757;217;79214;12150;827;62810;12;1154;1;91;4302;10;1227;2;948;;;24;3329;1;91;4302;1;0;0;1;1;1;1;0;1;;10;26;;57727;28143;5126
