BOR;AN;FI;FI_EJ;GDE;AUT;LIT;PLA;APEC;SEJHC;JOUHC;SEJHP;JOUHP
SSR;2013;750000507;750040628;SSR_A50;1;22;20;0;91;4303;5700;7300
SSR;2013;750000507;750040628;SSR_A51;1;23;;;185;7366;;
SSR;2013;750000507;750040628;SSR_A52;1;45;10;0;325;15076;3500;3650
SSR;2013;750000507;750040628;SSR_A59;1;71;10;0;825;24510;2300;2540
SSR;2013;750000507;750040628;SSR_TOT;0;161;40;0;1426;51255;11500;13490
SSR;2013;750003378;310021191;SSR_A;;91;;;740;33058;;
SSR;2013;750003378;310021191;SSR_A50;1;61;;0;399;19574;;
SSR;2013;750003378;310021191;SSR_A59;1;30;;0;341;13484;;
SSR;2013;750003378;310021191;SSR_TOT;0;91;;0;740;33058;;
SSR;2013;750014128;750014078;SSR_A;;125;;;1103;43860;;
SSR;2013;750014128;750014078;SSR_A50;1;125;;0;400;13414;;
SSR;2013;750014128;750014078;SSR_A51;1;;;;298;10982;;
SSR;2013;750014128;750014078;SSR_A52;1;;;0;101;7284;;
SSR;2013;750014128;750014078;SSR_A59;1;;;0;304;12180;;
SSR;2013;750014128;750014078;SSR_TOT;0;125;;0;1103;43860;;
SSR;2013;750014169;750043994;SSR_A;;100;;;999;35721;;
SSR;2013;750014169;750043994;SSR_A50;1;64;;0;613;21460;;
SSR;2013;750014169;750043994;SSR_A59;1;36;;0;386;14261;;
SSR;2013;750014169;750043994;SSR_TOT;0;100;;0;999;35721;;
SSR;2013;750032229;750827933;SSR_A;;23;;;121;7463;;
SSR;2013;750032229;750827933;SSR_A50;1;23;;0;121;7463;;
SSR;2013;750032229;750827933;SSR_E;;17;;;86;6331;;
SSR;2013;750032229;750827933;SSR_E50;1;17;;0;86;6331;;
SSR;2013;750032229;750827933;SSR_TOT;0;40;;0;207;13794;;
SSR;2013;750038739;750043994;SSR_A;;100;10;;945;35920;129;2357
SSR;2013;750038739;750043994;SSR_A51;1;40;10;;607;21603;129;2357
SSR;2013;750038739;750043994;SSR_A52;1;20;;0;12;298;;
SSR;2013;750038739;750043994;SSR_A59;1;40;;0;326;14019;;
SSR;2013;750038739;750043994;SSR_TOT;0;100;10;0;945;35920;129;2357
SSR;2013;750041543;750712184;SSR_A;;91;25;;534;30792;3378;3378
SSR;2013;750041543;750712184;SSR_A50;1;;;0;;;;
SSR;2013;750041543;750712184;SSR_A59;1;91;25;0;534;30792;3378;3378
SSR;2013;750041543;750712184;SSR_TOT;0;91;25;0;534;30792;3378;3378
SSR;2013;750042830;750710428;SSR_A;;60;;;582;21182;;
SSR;2013;750042830;750710428;SSR_A50;1;;;0;;;;
SSR;2013;750042830;750710428;SSR_A59;1;60;;0;582;21182;;
SSR;2013;750042830;750710428;SSR_TOT;0;60;;0;582;21182;;
SSR;2013;750047128;750047110;SSR_A;;90;15;;962;32927;176;4453
SSR;2013;750047128;750047110;SSR_A50;1;;;0;;;;
SSR;2013;750047128;750047110;SSR_A51;1;40;15;;438;14915;176;4453
SSR;2013;750047128;750047110;SSR_A52;1;20;;0;166;7094;;
SSR;2013;750047128;750047110;SSR_A59;1;30;;0;358;10918;;
SSR;2013;750047128;750047110;SSR_TOT;0;90;15;0;962;32927;176;4453
SSR;2013;750100042;750712184;SSR_A;;104;18;;858;34756;7865;7865
SSR;2013;750100042;750712184;SSR_A50;1;;;0;;;;
SSR;2013;750100042;750712184;SSR_A51;1;;3;;;;757;757
SSR;2013;750100042;750712184;SSR_A52;1;44;5;0;296;13187;1277;1277
SSR;2013;750100042;750712184;SSR_A53;1;;10;0;;;5831;5831
SSR;2013;750100042;750712184;SSR_A59;1;60;;0;562;21569;;
SSR;2013;750100042;750712184;SSR_TOT;0;104;18;0;858;34756;7865;7865
SSR;2013;750100083;750712184;SSR_A;;234;5;;1911;75226;850;2514
SSR;2013;750100083;750712184;SSR_A50;1;0;0;0;0;0;0;0
SSR;2013;750100083;750712184;SSR_A51;1;30;0;;257;10129;0;0
SSR;2013;750100083;750712184;SSR_A52;1;60;5;0;659;20618;850;2514
SSR;2013;750100083;750712184;SSR_A59;1;144;0;0;995;44479;0;0
SSR;2013;750100083;750712184;SSR_TOT;0;234;5;0;1911;75226;850;2514
SSR;2013;750100109;750712184;SSR_A50;1;;;0;;;;
SSR;2013;750100109;750712184;SSR_A51;1;;;;;;;
SSR;2013;750100109;750712184;SSR_A52;1;;;0;;;;
SSR;2013;750100109;750712184;SSR_A59;1;;;0;;;;
SSR;2013;750100109;750712184;SSR_E;;80;;;509;25108;;
SSR;2013;750100109;750712184;SSR_E52;1;80;;0;509;25108;;
SSR;2013;750100109;750712184;SSR_TOT;0;80;;0;509;25108;;
SSR;2013;750100125;750712184;SSR_A;;98;12;;503;24196;276;3091
SSR;2013;750100125;750712184;SSR_A52;1;85;12;0;487;23808;276;3091
SSR;2013;750100125;750712184;SSR_A54;1;13;;0;16;388;;
SSR;2013;750100125;750712184;SSR_TOT;0;98;12;0;503;24196;276;3091
SSR;2013;750100166;750712184;SSR_A;;;10;;;;3171;5567
SSR;2013;750100166;750712184;SSR_A50;1;;;1;;;143;168
SSR;2013;750100166;750712184;SSR_A51;1;;10;;;;2986;5328
SSR;2013;750100166;750712184;SSR_A52;1;;;1;;;42;71
SSR;2013;750100166;750712184;SSR_A59;1;;;1;;;;
SSR;2013;750100166;750712184;SSR_TOT;0;;10;1;;;3171;5567
SSR;2013;750100216;750712184;SSR_A;;124;9;;680;39842;2981;2996
SSR;2013;750100216;750712184;SSR_A59;1;124;9;0;680;39842;2981;2996
SSR;2013;750100216;750712184;SSR_TOT;0;124;9;0;680;39842;2981;2996
SSR;2013;750100232;750712184;SSR_A;;40;5;;221;13388;2356;2356
SSR;2013;750100232;750712184;SSR_A50;1;;;0;;;;
SSR;2013;750100232;750712184;SSR_A52;1;;;0;;;;
SSR;2013;750100232;750712184;SSR_A54;1;;;0;;;;
SSR;2013;750100232;750712184;SSR_A59;1;40;5;0;221;13388;2356;2356
SSR;2013;750100232;750712184;SSR_TOT;0;40;5;0;221;13388;2356;2356
SSR;2013;750100299;750712184;SSR_A;;155;4;;1259;53086;1417;1417
SSR;2013;750100299;750712184;SSR_A59;1;155;4;0;1259;53086;1417;1417
SSR;2013;750100299;750712184;SSR_TOT;0;155;4;0;1259;53086;1417;1417
SSR;2013;750150088;750000515;SSR_A;;53;10;;492;16391;164;2532
SSR;2013;750150088;750000515;SSR_A50;1;19;;0;164;4814;;
SSR;2013;750150088;750000515;SSR_A51;1;34;10;;328;11577;164;2532
SSR;2013;750150088;750000515;SSR_TOT;0;53;10;0;492;16391;164;2532
SSR;2013;750150146;750720609;SSR_A;;27;3;;285;7918;279;279
SSR;2013;750150146;750720609;SSR_A52;1;;3;0;;;279;279
SSR;2013;750150146;750720609;SSR_A59;1;27;;0;285;7918;;
SSR;2013;750150146;750720609;SSR_TOT;0;27;3;0;285;7918;279;279
SSR;2013;750150252;750720575;SSR_A;;85;5;;644;19694;54;1237
SSR;2013;750150252;750720575;SSR_A50;1;25;;0;248;6984;;
SSR;2013;750150252;750720575;SSR_A51;1;12;2;;76;2663;25;476
SSR;2013;750150252;750720575;SSR_A52;1;14;3;0;54;2827;18;633
SSR;2013;750150252;750720575;SSR_A54;1;16;;0;131;3799;7;103
SSR;2013;750150252;750720575;SSR_A55;0;;;0;;;4;25
SSR;2013;750150252;750720575;SSR_A56;1;18;;0;135;3421;;
SSR;2013;750150252;750720575;SSR_E;;61;9;;532;15617;48;1197
SSR;2013;750150252;750720575;SSR_E50;1;1;1;0;15;449;3;35
SSR;2013;750150252;750720575;SSR_E51;1;22;4;0;139;5131;4;72
SSR;2013;750150252;750720575;SSR_E52;1;6;1;0;24;1417;7;402
SSR;2013;750150252;750720575;SSR_E55;1;24;3;0;227;5807;34;688
SSR;2013;750150252;750720575;SSR_E56;1;8;;0;127;2813;;
SSR;2013;750150252;750720575;SSR_TOT;0;146;14;0;1176;35311;102;2434
SSR;2013;750150286;750015968;SSR_A;;110;;;1028;37054;0;0
SSR;2013;750150286;750015968;SSR_A50;1;53;;0;496;17979;0;0
SSR;2013;750150286;750015968;SSR_A56;1;30;;0;320;10435;;
SSR;2013;750150286;750015968;SSR_A59;1;27;;0;212;8640;;
SSR;2013;750150286;750015968;SSR_TOT;0;110;;0;1028;37054;0;0
SSR;2013;750150310;750806853;SSR_A;;12;;;158;4337;;
SSR;2013;750150310;750806853;SSR_A50;1;12;;0;158;4337;;
SSR;2013;750150310;750806853;SSR_TOT;0;12;;0;158;4337;;
SSR;2013;750150344;750720468;SSR_A;;104;;;1475;33130;;
SSR;2013;750150344;750720468;SSR_A50;1;104;;0;1475;33130;;
SSR;2013;750150344;750720468;SSR_TOT;0;104;;0;1475;33130;;
SSR;2013;750150377;750721334;SSR_A;;56;;;456;18705;;
SSR;2013;750150377;750721334;SSR_A50;1;56;;0;456;18705;;
SSR;2013;750150377;750721334;SSR_A59;1;;;0;;;;
SSR;2013;750150377;750721334;SSR_TOT;0;56;;0;456;18705;;
SSR;2013;750300360;750026569;SSR_A;;64;15;;644;20837;160;4525
SSR;2013;750300360;750026569;SSR_A50;1;36;;0;328;9616;;
SSR;2013;750300360;750026569;SSR_A51;1;28;15;;316;11221;160;4525
SSR;2013;750300360;750026569;SSR_TOT;0;64;15;0;644;20837;160;4525
SSR;2013;750300766;920028180;SSR_A;;30;;;497;10128;;
SSR;2013;750300766;920028180;SSR_A53;1;30;;0;497;10128;;
SSR;2013;750300766;920028180;SSR_TOT;0;30;;0;497;10128;;
SSR;2013;750700015;750720609;SSR_A;;;100;;;;1017;20612
SSR;2013;750700015;750720609;SSR_A51;1;;56;;;;545;12067
SSR;2013;750700015;750720609;SSR_A52;1;;24;0;;;202;3953
SSR;2013;750700015;750720609;SSR_A53;1;;20;0;;;270;4592
SSR;2013;750700015;750720609;SSR_TOT;0;;100;0;;;1017;20612
SSR;2013;750801441;750712184;SSR_A;;133;;;995;46431;;
SSR;2013;750801441;750712184;SSR_A59;1;133;;0;995;46431;;
SSR;2013;750801441;750712184;SSR_TOT;0;133;;0;995;46431;;
SSR;2013;750808578;750813032;SSR_A;;53;10;;589;16061;3494;3494
SSR;2013;750808578;750813032;SSR_A50;1;53;10;0;589;16061;3494;3494
SSR;2013;750808578;750813032;SSR_TOT;0;53;10;0;589;16061;3494;3494
SSR;2013;750825184;950000760;SSR_A;;;83;;;;1308;
SSR;2013;750825184;950000760;SSR_A50;1;;;0;;;;
SSR;2013;750825184;950000760;SSR_A51;1;;66;;;;1088;
SSR;2013;750825184;950000760;SSR_A52;1;;17;0;;;220;
SSR;2013;750825184;950000760;SSR_TOT;0;;83;0;;;1308;
SSR;2013;760000018;760780023;SSR_A;;80;10;;786;28305;116;116
SSR;2013;760000018;760780023;SSR_A50;1;25;;0;209;8592;;
SSR;2013;760000018;760780023;SSR_A51;1;25;;;248;8559;;
SSR;2013;760000018;760780023;SSR_A52;1;;;0;;;;
SSR;2013;760000018;760780023;SSR_A53;1;;10;0;;;116;116
SSR;2013;760000018;760780023;SSR_A59;1;30;;0;329;11154;;
SSR;2013;760000018;760780023;SSR_TOT;0;80;10;0;786;28305;116;116
SSR;2013;760000026;760780031;SSR_A;;19;0;;240;6373;0;0
SSR;2013;760000026;760780031;SSR_A50;1;19;0;0;240;6373;0;0
SSR;2013;760000026;760780031;SSR_TOT;0;19;0;0;240;6373;0;0
SSR;2013;760000034;760780049;SSR_A;;26;;;279;9149;;
SSR;2013;760000034;760780049;SSR_A50;1;26;;0;279;9149;;
SSR;2013;760000034;760780049;SSR_TOT;0;26;;0;279;9149;;
SSR;2013;760000042;760780056;SSR_A;;17;;;153;6056;;
SSR;2013;760000042;760780056;SSR_A50;1;17;;0;153;6056;;
SSR;2013;760000042;760780056;SSR_TOT;0;17;;0;153;6056;;
SSR;2013;760000059;760780064;SSR_A;;30;;;343;9077;;
SSR;2013;760000059;760780064;SSR_A50;1;30;;0;343;9077;;
SSR;2013;760000059;760780064;SSR_TOT;0;30;;0;343;9077;;
SSR;2013;760000133;760780213;SSR_A;;50;;;312;16993;;
SSR;2013;760000133;760780213;SSR_A50;1;10;;0;62;3377;;
SSR;2013;760000133;760780213;SSR_A59;1;40;;0;250;13616;;
SSR;2013;760000133;760780213;SSR_TOT;0;50;;0;312;16993;;
SSR;2013;760000141;760780239;SSR_A;;50;;;326;17817;;
SSR;2013;760000141;760780239;SSR_A50;1;50;;0;326;17817;;
SSR;2013;760000141;760780239;SSR_TOT;0;50;;0;326;17817;;
SSR;2013;760000174;760780254;SSR_A;;11;;;140;3894;;
SSR;2013;760000174;760780254;SSR_A50;1;11;;0;140;3894;;
SSR;2013;760000174;760780254;SSR_TOT;0;11;;0;140;3894;;
SSR;2013;760000182;760780262;SSR_E;;3;;;3;920;;
SSR;2013;760000182;760780262;SSR_E50;1;3;;0;3;920;;
SSR;2013;760000182;760780262;SSR_TOT;0;3;;0;3;920;;
SSR;2013;760000356;760780726;SSR_A;;91;20;;739;31243;418;6517
SSR;2013;760000356;760780726;SSR_A50;1;;;0;;;;
SSR;2013;760000356;760780726;SSR_A51;1;23;20;;49;1708;125;2050
SSR;2013;760000356;760780726;SSR_A52;1;;;0;121;5646;293;4467
SSR;2013;760000356;760780726;SSR_A59;1;68;;0;569;23889;;
SSR;2013;760000356;760780726;SSR_TOT;0;91;20;0;739;31243;418;6517
SSR;2013;760000364;760780734;SSR_A;;60;;;620;21298;;
SSR;2013;760000364;760780734;SSR_A50;1;30;;1;340;10078;;
SSR;2013;760000364;760780734;SSR_A59;1;30;;1;280;11220;;
SSR;2013;760000364;760780734;SSR_TOT;0;60;;0;620;21298;;
SSR;2013;760000380;760780759;SSR_A;;20;0;;198;5599;;
SSR;2013;760000380;760780759;SSR_A50;1;20;0;0;198;5599;;
SSR;2013;760000380;760780759;SSR_TOT;0;20;0;0;198;5599;;
SSR;2013;760000398;760780742;SSR_A;;52;;;582;17770;;
SSR;2013;760000398;760780742;SSR_A50;1;52;;0;582;17770;;
SSR;2013;760000398;760780742;SSR_TOT;0;52;;0;582;17770;;
SSR;2013;760000463;760024042;SSR_A;;;8;;;;1217;1217
SSR;2013;760000463;760024042;SSR_A53;1;;8;0;;;1217;1217
SSR;2013;760000463;760024042;SSR_TOT;0;;8;0;;;1217;1217
SSR;2013;760000620;760782227;SSR_A;;60;0;;519;18895;;
SSR;2013;760000620;760782227;SSR_A50;1;;;0;;;;
SSR;2013;760000620;760782227;SSR_A59;1;60;0;0;519;18895;;
SSR;2013;760000620;760782227;SSR_TOT;0;60;0;0;519;18895;;
SSR;2013;760000802;760782425;SSR_A;;30;;;227;10223;;
SSR;2013;760000802;760782425;SSR_A50;1;30;;0;227;10223;;
SSR;2013;760000802;760782425;SSR_A59;1;;;0;;;;
SSR;2013;760000802;760782425;SSR_TOT;0;30;;0;227;10223;;
SSR;2013;760017079;760017038;SSR_A;;68;20;;576;22600;170;6328
SSR;2013;760017079;760017038;SSR_A50;1;68;20;0;576;22600;170;6328
SSR;2013;760017079;760017038;SSR_A51;1;;;;;;;
SSR;2013;760017079;760017038;SSR_A52;1;;;0;;;;
SSR;2013;760017079;760017038;SSR_TOT;0;68;20;0;576;22600;170;6328
SSR;2013;760027292;760027300;SSR_A;;30;;;353;8697;;
SSR;2013;760027292;760027300;SSR_A50;1;30;;0;353;8697;;
SSR;2013;760027292;760027300;SSR_TOT;0;30;;0;353;8697;;
SSR;2013;760780130;760000091;SSR_A;;36;;;262;13300;;
SSR;2013;760780130;760000091;SSR_A50;1;36;;1;262;13300;;
SSR;2013;760780130;760000091;SSR_TOT;0;36;;0;262;13300;;
SSR;2013;760780619;760000307;SSR_A;;20;10;;;;;
SSR;2013;760780619;760000307;SSR_A53;1;20;10;1;;;;
SSR;2013;760780619;760000307;SSR_TOT;0;20;10;0;;;;
SSR;2013;760780676;750808529;SSR_A;;36;;;222;11841;;
SSR;2013;760780676;750808529;SSR_A50;1;36;;0;222;11841;;
SSR;2013;760780676;750808529;SSR_TOT;;36;;0;222;11841;;
SSR;2013;760780692;760025734;SSR_A;;152;40;;1140;40171;812;10630
SSR;2013;760780692;760025734;SSR_A51;1;53;15;;638;13499;253;3880
SSR;2013;760780692;760025734;SSR_A52;1;99;16;0;502;26672;416;4293
SSR;2013;760780692;760025734;SSR_A53;1;;8;0;;;118;2103
SSR;2013;760780692;760025734;SSR_A54;1;;1;0;;;25;354
SSR;2013;760780692;760025734;SSR_E;;0;0;;18;660;12;214
SSR;2013;760780692;760025734;SSR_E51;0;0;0;0;1;17;1;19
SSR;2013;760780692;760025734;SSR_E52;0;0;0;0;17;643;11;195
SSR;2013;760780692;760025734;SSR_TOT;0;152;40;0;1158;40831;824;10844
SSR;2013;760780981;760027342;SSR_A;;93;10;;658;24350;29;471
SSR;2013;760780981;760027342;SSR_A50;1;73;;0;546;21164;;
SSR;2013;760780981;760027342;SSR_A55;1;20;10;0;112;3186;29;471
SSR;2013;760780981;760027342;SSR_TOT;0;93;10;0;658;24350;29;471
SSR;2013;760781054;930019484;SSR_A50;1;;;0;;;;
SSR;2013;760781054;930019484;SSR_A52;1;;;0;;;;
SSR;2013;760781054;930019484;SSR_E;;30;20;;411;6739;3655;7300
SSR;2013;760781054;930019484;SSR_E50;1;3;;0;0;0;0;
SSR;2013;760781054;930019484;SSR_E51;1;;5;0;47;698;725;1825
SSR;2013;760781054;930019484;SSR_E52;1;12;10;0;120;2913;2480;3650
SSR;2013;760781054;930019484;SSR_E54;1;3;;0;22;156;16;
SSR;2013;760781054;930019484;SSR_E55;1;12;5;0;220;2963;434;1825
SSR;2013;760781054;930019484;SSR_E56;0;;;0;2;9;0;
SSR;2013;760781054;930019484;SSR_TOT;0;30;20;0;411;6739;3655;7300
SSR;2013;760783035;750721334;SSR_A;;53;15;;526;16266;138;3407
SSR;2013;760783035;750721334;SSR_A50;1;;;0;;;;
SSR;2013;760783035;750721334;SSR_A54;1;20;;0;188;6477;;
SSR;2013;760783035;750721334;SSR_A55;1;33;15;1;338;9789;138;3407
SSR;2013;760783035;750721334;SSR_TOT;0;53;15;0;526;16266;138;3407
SSR;2013;760783159;760000851;SSR_A;;68;0;;1016;22702;;
SSR;2013;760783159;760000851;SSR_A50;1;;;0;;;;
SSR;2013;760783159;760000851;SSR_A58;1;68;0;0;1016;22702;;
SSR;2013;760783159;760000851;SSR_TOT;0;68;0;0;1016;22702;;
SSR;2013;760783522;760780239;SSR_A;;198;5;;1226;66124;639;634
SSR;2013;760783522;760780239;SSR_A50;1;154;5;0;983;51182;639;634
SSR;2013;760783522;760780239;SSR_A52;1;44;;0;243;14942;;
SSR;2013;760783522;760780239;SSR_A54;1;;;0;;;;
SSR;2013;760783522;760780239;SSR_A59;1;;;0;;;;
SSR;2013;760783522;760780239;SSR_TOT;0;198;5;0;1226;66124;639;634
SSR;2013;760783530;760780239;SSR_A;;30;11;;162;10369;1413;1413
SSR;2013;760783530;760780239;SSR_A59;1;30;11;0;162;10369;1413;1413
SSR;2013;760783530;760780239;SSR_TOT;0;30;11;0;162;10369;1413;1413
SSR;2013;760805770;760780726;SSR_A;;17;5;;371;4015;180;1762
SSR;2013;760805770;760780726;SSR_A53;1;11;5;0;268;2547;180;1762
SSR;2013;760805770;760780726;SSR_A54;1;6;;0;103;1468;;
SSR;2013;760805770;760780726;SSR_TOT;0;17;5;0;371;4015;180;1762
SSR;2013;760920603;760920587;SSR_A;;83;15;;600;28314;89;4086
SSR;2013;760920603;760920587;SSR_A50;1;83;15;0;600;28314;89;4086
SSR;2013;760920603;760920587;SSR_TOT;0;83;15;0;600;28314;89;4086
SSR;2013;760920918;760000273;SSR_A;;93;10;;1104;32602;460;8323
SSR;2013;760920918;760000273;SSR_A50;1;40;2;0;503;15309;26;220
SSR;2013;760920918;760000273;SSR_A51;1;46;8;;517;14020;411;7739
SSR;2013;760920918;760000273;SSR_A52;1;7;;0;84;3273;23;364
SSR;2013;760920918;760000273;SSR_TOT;0;93;10;0;1104;32602;460;8323
SSR;2013;770000131;770110013;SSR_A;;67;;;435;23123;0;0
SSR;2013;770000131;770110013;SSR_A50;1;33;;0;229;11079;0;0
SSR;2013;770000131;770110013;SSR_A58;1;;;0;;;;
SSR;2013;770000131;770110013;SSR_A59;1;34;;0;206;12044;0;0
SSR;2013;770000131;770110013;SSR_TOT;0;67;;0;435;23123;0;0
SSR;2013;770000149;770110021;SSR_A;;30;;;339;10324;;
SSR;2013;770000149;770110021;SSR_A50;1;30;;0;339;10324;;
SSR;2013;770000149;770110021;SSR_TOT;0;30;;0;339;10324;;
SSR;2013;770000156;770110054;SSR_A;;30;;;297;9813;;
SSR;2013;770000156;770110054;SSR_A59;1;30;;0;297;9813;;
SSR;2013;770000156;770110054;SSR_TOT;0;30;;0;297;9813;;
SSR;2013;770000164;770110062;SSR_A;;30;;;298;9539;;
SSR;2013;770000164;770110062;SSR_A50;1;20;;1;183;7178;;
SSR;2013;770000164;770110062;SSR_A58;1;10;;1;115;2361;;
SSR;2013;770000164;770110062;SSR_A59;1;;;0;;;;
SSR;2013;770000164;770110062;SSR_TOT;0;30;;0;298;9539;;
SSR;2013;770000172;770110070;SSR_A;;52;2;;522;17710;86;1340
SSR;2013;770000172;770110070;SSR_A50;1;7;2;0;77;2077;86;1340
SSR;2013;770000172;770110070;SSR_A51;1;14;;;140;5008;;
SSR;2013;770000172;770110070;SSR_A52;1;4;;0;47;1591;;
SSR;2013;770000172;770110070;SSR_A59;1;27;;0;258;9034;;
SSR;2013;770000172;770110070;SSR_TOT;0;52;2;0;522;17710;86;1340
SSR;2013;770000180;770130011;SSR_A;;30;;;200;8774;;
SSR;2013;770000180;770130011;SSR_A59;1;30;;0;200;8774;;
SSR;2013;770000180;770130011;SSR_TOT;0;30;;0;200;8774;;
SSR;2013;770000214;770130052;SSR_A;;60;;;541;18912;;
SSR;2013;770000214;770130052;SSR_A50;1;60;;0;541;18912;;
SSR;2013;770000214;770130052;SSR_TOT;0;60;;0;541;18912;;
SSR;2013;770000420;770700029;SSR_E;;60;5;;467;14936;1341;2785
SSR;2013;770000420;770700029;SSR_E50;1;3;1;0;61;1444;115;414
SSR;2013;770000420;770700029;SSR_E51;1;30;1;0;162;6633;150;265
SSR;2013;770000420;770700029;SSR_E52;1;27;3;0;244;6859;1076;2106
SSR;2013;770000420;770700029;SSR_TOT;0;60;5;0;467;14936;1341;2785
SSR;2013;770016467;750043994;SSR_A;;;;;741;38803;;
SSR;2013;770016467;750043994;SSR_A50;1;;;0;251;10644;;
SSR;2013;770016467;750043994;SSR_A51;1;;;;18;3345;;
SSR;2013;770016467;750043994;SSR_A59;1;;;0;472;24814;;
SSR;2013;770016467;750043994;SSR_TOT;0;;;0;741;38803;;
SSR;2013;770016491;770016483;SSR_A;;90;20;;660;32193;184;4095
SSR;2013;770016491;770016483;SSR_A50;1;30;;1;119;4849;;
SSR;2013;770016491;770016483;SSR_A51;1;30;10;;352;15475;108;2351
SSR;2013;770016491;770016483;SSR_A52;1;30;10;1;189;11869;76;1744
SSR;2013;770016491;770016483;SSR_TOT;0;90;20;1;660;32193;184;4095
SSR;2013;770019032;770170017;SSR_A;;16;;;141;4183;;
SSR;2013;770019032;770170017;SSR_A58;1;16;;0;141;4183;;
SSR;2013;770019032;770170017;SSR_TOT;0;16;;0;141;4183;;
SSR;2013;770150019;770019792;SSR_A;;203;0;;1694;52812;;
SSR;2013;770150019;770019792;SSR_A50;1;73;0;0;823;24932;;
SSR;2013;770150019;770019792;SSR_A54;1;24;0;0;102;2196;;
SSR;2013;770150019;770019792;SSR_A55;1;106;0;0;769;25684;;
SSR;2013;770150019;770019792;SSR_TOT;0;203;0;0;1694;52812;;
SSR;2013;770150027;750720575;SSR_E;;115;13;;1082;22105;383;2988
SSR;2013;770150027;750720575;SSR_E50;1;15;13;0;31;493;383;2988
SSR;2013;770150027;750720575;SSR_E51;1;15;;0;199;4448;;
SSR;2013;770150027;750720575;SSR_E52;1;35;;0;391;8098;;
SSR;2013;770150027;750720575;SSR_E55;1;50;;0;461;9066;;
SSR;2013;770150027;750720575;SSR_TOT;0;115;13;0;1082;22105;383;2988
SSR;2013;770150043;750808529;SSR_A;;70;6;;594;22555;123;2190
SSR;2013;770150043;750808529;SSR_A50;0;;6;0;;;123;2190
SSR;2013;770150043;750808529;SSR_A51;1;34;;;345;10697;;
SSR;2013;770150043;750808529;SSR_A52;1;18;;0;123;6012;;
SSR;2013;770150043;750808529;SSR_A59;1;18;;0;126;5846;;
SSR;2013;770150043;750808529;SSR_TOT;0;70;6;0;594;22555;123;2190
SSR;2013;770300135;770000289;SSR_A;;;15;;;;215;3309
SSR;2013;770300135;770000289;SSR_A53;1;;15;0;;;215;3309
SSR;2013;770300135;770000289;SSR_TOT;0;;15;0;;;215;3309
SSR;2013;770300218;770017390;SSR_A;;90;;;695;33312;;
SSR;2013;770300218;770017390;SSR_A50;1;60;;0;451;20964;;
SSR;2013;770300218;770017390;SSR_A59;1;30;;0;244;12348;;
SSR;2013;770300218;770017390;SSR_TOT;0;90;;0;695;33312;;
SSR;2013;770300259;770000347;SSR_A;;142;30;;1263;48808;11352;660
SSR;2013;770300259;770000347;SSR_A50;1;;30;0;;;;
SSR;2013;770300259;770000347;SSR_A51;1;99;;;954;33180;8471;339
SSR;2013;770300259;770000347;SSR_A52;1;43;;0;309;15628;2881;321
SSR;2013;770300259;770000347;SSR_TOT;0;142;30;0;1263;48808;11352;660
SSR;2013;770420024;750042590;SSR_A;;135;2;;1107;40848;25;390
SSR;2013;770420024;750042590;SSR_A50;1;35;2;0;310;11622;25;390
SSR;2013;770420024;750042590;SSR_A59;1;100;;0;797;29226;;
SSR;2013;770420024;750042590;SSR_TOT;0;135;2;0;1107;40848;25;390
SSR;2013;770630028;750042590;SSR_E;;40;10;;157;5646;150;4046
SSR;2013;770630028;750042590;SSR_E50;1;2;10;0;5;57;150;4046
SSR;2013;770630028;750042590;SSR_E51;1;18;;0;86;3385;;
SSR;2013;770630028;750042590;SSR_E52;1;20;;0;66;2204;;
SSR;2013;770630028;750042590;SSR_TOT;0;40;10;0;157;5646;150;4046
SSR;2013;770700011;750042590;SSR_A;;235;25;;1460;76200;914;13756
SSR;2013;770700011;750042590;SSR_A50;1;;25;0;;;914;13756
SSR;2013;770700011;750042590;SSR_A51;1;61;;;406;17946;;
SSR;2013;770700011;750042590;SSR_A52;1;58;;0;228;19101;;
SSR;2013;770700011;750042590;SSR_A57;1;20;;0;145;6872;;
SSR;2013;770700011;750042590;SSR_A59;1;96;;0;681;32281;;
SSR;2013;770700011;750042590;SSR_TOT;0;235;25;0;1460;76200;914;13756
SSR;2013;770701225;750721334;SSR_A;;20;5;;117;5467;5;415
SSR;2013;770701225;750721334;SSR_A50;1;0;0;0;;;;
SSR;2013;770701225;750721334;SSR_A52;1;20;5;0;117;5467;5;415
SSR;2013;770701225;750721334;SSR_E;;20;5;;62;2897;14;1162
SSR;2013;770701225;750721334;SSR_E50;1;;;0;;;;
SSR;2013;770701225;750721334;SSR_E51;0;;5;0;;;;
SSR;2013;770701225;750721334;SSR_E52;1;20;;0;62;2897;14;1162
SSR;2013;770701225;750721334;SSR_TOT;0;40;10;0;179;8364;19;1577
SSR;2013;770803989;770000925;SSR_A;;65;15;;1242;22471;374;6956
SSR;2013;770803989;770000925;SSR_A50;1;;;0;;;;
SSR;2013;770803989;770000925;SSR_A53;1;65;15;0;1242;22471;374;6956
SSR;2013;770803989;770000925;SSR_TOT;0;65;15;0;1242;22471;374;6956
SSR;2013;770814622;770700185;SSR_A;;117;5;;962;38575;1477;1477
SSR;2013;770814622;770700185;SSR_A50;1;97;;0;253;5222;503;503
SSR;2013;770814622;770700185;SSR_A51;1;;;;76;1942;824;824
