BOR;AN;FI;FI_EJ;GDE;AUT;LIT;PLA;APEC;SEJHC;JOUHC;SEJHP;JOUHP
SSR;2013;230000820;230780041;SSR_A;;39;;;280;7982;;
SSR;2013;230000820;230780041;SSR_A50;1;24;;0;245;7490;;
SSR;2013;230000820;230780041;SSR_A59;1;15;;0;35;492;;
SSR;2013;230000820;230780041;SSR_TOT;0;39;;0;280;7982;;
SSR;2013;230000838;230780058;SSR_A;;32;2;;352;8792;42;366
SSR;2013;230000838;230780058;SSR_A50;1;;;0;;;;
SSR;2013;230000838;230780058;SSR_A51;1;12;;;140;3157;;
SSR;2013;230000838;230780058;SSR_A59;1;20;2;0;212;5635;42;366
SSR;2013;230000838;230780058;SSR_TOT;0;32;2;0;352;8792;42;366
SSR;2013;230000846;230780066;SSR_A;;33;;;439;10744;;
SSR;2013;230000846;230780066;SSR_A50;1;33;;0;439;10744;;
SSR;2013;230000846;230780066;SSR_A59;1;;;0;;;;
SSR;2013;230000846;230780066;SSR_TOT;0;33;;0;439;10744;;
SSR;2013;230000952;230780512;SSR_A;;25;;;306;8324;;
SSR;2013;230000952;230780512;SSR_A50;1;25;;0;306;8324;;
SSR;2013;230000952;230780512;SSR_TOT;0;25;;0;306;8324;;
SSR;2013;230000960;230780520;SSR_A;;27;;;277;8021;;
SSR;2013;230000960;230780520;SSR_A50;1;27;;0;277;8021;;
SSR;2013;230000960;230780520;SSR_TOT;0;27;;0;277;8021;;
SSR;2013;230780082;750005068;SSR_A;;131;5;;1779;35884;107;1804
SSR;2013;230780082;750005068;SSR_A50;1;5;;0;67;1531;;
SSR;2013;230780082;750005068;SSR_A53;1;73;3;0;1067;20032;51;781
SSR;2013;230780082;750005068;SSR_A54;1;53;2;0;645;14321;56;1023
SSR;2013;230780082;750005068;SSR_TOT;0;131;5;0;1779;35884;107;1804
SSR;2013;230782617;750000218;SSR_A;;57;7;;538;18546;2694;
SSR;2013;230782617;750000218;SSR_A50;1;57;7;0;538;18546;2694;
SSR;2013;230782617;750000218;SSR_A51;1;;;;;;;
SSR;2013;230782617;750000218;SSR_A52;1;;;0;;;;
SSR;2013;230782617;750000218;SSR_E50;1;;;0;;;;
SSR;2013;230782617;750000218;SSR_E51;1;;;0;;;;
SSR;2013;230782617;750000218;SSR_E52;1;;;0;;;;
SSR;2013;230782617;750000218;SSR_TOT;0;57;7;0;538;18546;2694;
SSR;2013;240000091;240000034;SSR_A;;120;;;1141;42643;;
SSR;2013;240000091;240000034;SSR_A50;1;70;;0;414;14757;;
SSR;2013;240000091;240000034;SSR_A51;1;;;;;;;
SSR;2013;240000091;240000034;SSR_A52;1;;;0;;;;
SSR;2013;240000091;240000034;SSR_A54;1;16;;0;11;204;;
SSR;2013;240000091;240000034;SSR_A59;1;34;;0;716;27682;;
SSR;2013;240000091;240000034;SSR_TOT;0;120;;0;1141;42643;;
SSR;2013;240000174;240000042;SSR_A;;25;;;294;8224;;
SSR;2013;240000174;240000042;SSR_A50;1;25;;0;294;8224;;
SSR;2013;240000174;240000042;SSR_TOT;0;25;;0;294;8224;;
SSR;2013;240000208;240000612;SSR_A;;30;;;473;9970;;
SSR;2013;240000208;240000612;SSR_A50;1;30;;1;473;9970;;
SSR;2013;240000208;240000612;SSR_TOT;0;30;;0;473;9970;;
SSR;2013;240000273;750043994;SSR_A;;50;;;639;18213;;
SSR;2013;240000273;750043994;SSR_A50;1;50;;1;639;18213;;
SSR;2013;240000273;750043994;SSR_TOT;0;50;;0;639;18213;;
SSR;2013;240000307;330056540;SSR_A;;80;;;733;25365;;
SSR;2013;240000307;330056540;SSR_A50;1;45;;0;442;14141;;
SSR;2013;240000307;330056540;SSR_A59;1;35;;0;291;11224;;
SSR;2013;240000307;330056540;SSR_TOT;0;80;;0;733;25365;;
SSR;2013;240000414;240000067;SSR_A;;21;;;369;7159;;
SSR;2013;240000414;240000067;SSR_A50;1;21;;0;369;7159;;
SSR;2013;240000414;240000067;SSR_TOT;0;21;;0;369;7159;;
SSR;2013;240000455;240000075;SSR_A;;34;;;285;11911;;
SSR;2013;240000455;240000075;SSR_A50;1;34;;0;285;11911;;
SSR;2013;240000455;240000075;SSR_TOT;0;34;;0;285;11911;;
SSR;2013;240000463;240000083;SSR_A;;20;;;37;914;0;0
SSR;2013;240000463;240000083;SSR_A50;1;;;0;;;;
SSR;2013;240000463;240000083;SSR_A58;1;20;;0;37;914;0;0
SSR;2013;240000463;240000083;SSR_TOT;0;20;;0;37;914;0;0
SSR;2013;240000471;240000109;SSR_A;;28;;;212;9220;;
SSR;2013;240000471;240000109;SSR_A50;1;28;;0;212;9220;;
SSR;2013;240000471;240000109;SSR_TOT;0;28;;0;212;9220;;
SSR;2013;240000489;240000117;SSR_A;;60;0;;467;20093;0;0
SSR;2013;240000489;240000117;SSR_A50;1;60;0;1;467;20093;0;0
SSR;2013;240000489;240000117;SSR_A59;1;;;1;;;;
SSR;2013;240000489;240000117;SSR_TOT;0;60;0;0;467;20093;0;0
SSR;2013;240000505;240000133;SSR_A;;18;;;259;7910;;
SSR;2013;240000505;240000133;SSR_A50;1;18;;0;259;7910;;
SSR;2013;240000505;240000133;SSR_TOT;0;18;;0;259;7910;;
SSR;2013;240000513;240000141;SSR_A;;25;;;209;6816;;193
SSR;2013;240000513;240000141;SSR_A50;1;25;;0;209;6816;;193
SSR;2013;240000513;240000141;SSR_TOT;0;25;;0;209;6816;;193
SSR;2013;240000521;240000158;SSR_A;;20;;;232;7928;;
SSR;2013;240000521;240000158;SSR_A50;1;20;;0;232;7928;;
SSR;2013;240000521;240000158;SSR_TOT;0;20;;0;232;7928;;
SSR;2013;240000539;240000166;SSR_A;;35;0;;384;10331;;
SSR;2013;240000539;240000166;SSR_A50;1;35;0;0;384;10331;;
SSR;2013;240000539;240000166;SSR_A59;1;;;0;;;;
SSR;2013;240000539;240000166;SSR_TOT;0;35;0;0;384;10331;;
SSR;2013;240000661;240000281;SSR_A;;30;;;336;9823;;
SSR;2013;240000661;240000281;SSR_A50;1;30;;0;336;9823;;
SSR;2013;240000661;240000281;SSR_TOT;0;30;;0;336;9823;;
SSR;2013;240000687;240000448;SSR_A;;30;0;;308;10917;0;0
SSR;2013;240000687;240000448;SSR_A50;1;30;0;0;308;10917;0;0
SSR;2013;240000687;240000448;SSR_A59;1;;;0;;;;
SSR;2013;240000687;240000448;SSR_TOT;0;30;0;0;308;10917;0;0
SSR;2013;240002402;240003251;SSR_A;;96;;;1122;35040;;
SSR;2013;240002402;240003251;SSR_A50;1;96;;0;1122;35040;;
SSR;2013;240002402;240003251;SSR_A51;1;;;;;;;
SSR;2013;240002402;240003251;SSR_A52;1;;;0;;;;
SSR;2013;240002402;240003251;SSR_A53;1;;;0;;;;
SSR;2013;240002402;240003251;SSR_A55;1;;;0;;;;
SSR;2013;240002402;240003251;SSR_TOT;0;96;;0;1122;35040;;
SSR;2013;240008318;240002428;SSR_A;;12;;;208;4308;;
SSR;2013;240008318;240002428;SSR_A59;1;12;;0;208;4308;;
SSR;2013;240008318;240002428;SSR_TOT;0;12;;0;208;4308;;
SSR;2013;250000270;250000643;SSR_A;;83;;;323;7228;;
SSR;2013;250000270;250000643;SSR_A50;1;83;;0;323;7228;;
SSR;2013;250000270;250000643;SSR_A59;1;;;0;;;;
SSR;2013;250000270;250000643;SSR_TOT;0;83;;0;323;7228;;
SSR;2013;250000288;250000643;SSR_A;;63;5;;570;22119;1298;1298
SSR;2013;250000288;250000643;SSR_A59;1;63;5;0;570;22119;1298;1298
SSR;2013;250000288;250000643;SSR_TOT;0;63;5;0;570;22119;1298;1298
SSR;2013;250000353;250000643;SSR_A;;0;;;897;24180;;
SSR;2013;250000353;250000643;SSR_A50;1;0;;0;;;;
SSR;2013;250000353;250000643;SSR_A59;1;;;0;897;24180;;
SSR;2013;250000353;250000643;SSR_TOT;0;0;;0;897;24180;;
SSR;2013;250000544;250002284;SSR_A;;37;12;;173;9895;196;5822
SSR;2013;250000544;250002284;SSR_A50;1;;;0;3;70;196;5822
SSR;2013;250000544;250002284;SSR_A51;1;5;3;;2;320;;
SSR;2013;250000544;250002284;SSR_A52;1;32;9;0;168;9505;;
SSR;2013;250000544;250002284;SSR_E;;15;3;;66;1621;39;853
SSR;2013;250000544;250002284;SSR_E50;1;;1;0;55;1214;39;853
SSR;2013;250000544;250002284;SSR_E51;1;2;;0;;;;
SSR;2013;250000544;250002284;SSR_E52;1;13;2;0;11;407;;
SSR;2013;250000544;250002284;SSR_TOT;0;52;15;0;239;11516;235;6675
SSR;2013;250000627;250000221;SSR_A;;20;;;269;7003;;
SSR;2013;250000627;250000221;SSR_A50;1;20;;0;269;7003;;
SSR;2013;250000627;250000221;SSR_TOT;0;20;;0;269;7003;;
SSR;2013;250000635;250000239;SSR_A;;28;;;323;8924;;
SSR;2013;250000635;250000239;SSR_A50;1;28;;0;323;8924;;
SSR;2013;250000635;250000239;SSR_TOT;0;28;;0;323;8924;;
SSR;2013;250000726;250000478;SSR_A;;35;0;;373;11611;0;0
SSR;2013;250000726;250000478;SSR_A50;1;35;0;0;373;11611;0;0
SSR;2013;250000726;250000478;SSR_TOT;0;35;0;0;373;11611;0;0
SSR;2013;250000734;250000452;SSR_A;;7;0;;116;3546;0;0
SSR;2013;250000734;250000452;SSR_A50;1;7;0;0;116;3546;0;0
SSR;2013;250000734;250000452;SSR_TOT;0;7;0;0;116;3546;0;0
SSR;2013;250000759;250000569;SSR_A;;143;4;;792;46897;1382;
SSR;2013;250000759;250000569;SSR_A50;1;143;4;0;792;46897;1382;
SSR;2013;250000759;250000569;SSR_TOT;0;143;4;0;792;46897;1382;
SSR;2013;250000882;250002839;SSR_A;;75;5;;724;22617;120;1887
SSR;2013;250000882;250002839;SSR_A50;1;5;1;0;20;1307;7;147
SSR;2013;250000882;250002839;SSR_A51;1;55;2;;618;17319;80;1197
SSR;2013;250000882;250002839;SSR_A52;1;15;2;0;86;3991;33;543
SSR;2013;250000882;250002839;SSR_TOT;0;75;5;0;724;22617;120;1887
SSR;2013;250004009;900000365;SSR_A;;140;;;829;50001;;
SSR;2013;250004009;900000365;SSR_A52;1;18;;0;120;6170;;
SSR;2013;250004009;900000365;SSR_A59;1;122;;0;709;43831;;
SSR;2013;250004009;900000365;SSR_TOT;0;140;;0;829;50001;;
SSR;2013;250006954;250000015;SSR_A;;14;;;45;825;;
SSR;2013;250006954;250000015;SSR_A50;1;;;0;;;;
SSR;2013;250006954;250000015;SSR_A51;1;14;;;45;825;;
SSR;2013;250006954;250000015;SSR_TOT;0;14;;0;45;825;;
SSR;2013;250016003;250006335;SSR_A;;;40;;;;569;10952
SSR;2013;250016003;250006335;SSR_A53;1;;27;0;;;333;6236
SSR;2013;250016003;250006335;SSR_A54;1;;13;0;;;236;4716
SSR;2013;250016003;250006335;SSR_TOT;0;;40;0;;;569;10952
SSR;2013;260000013;260000021;SSR_A;;53;14;;729;18104;426;2120
SSR;2013;260000013;260000021;SSR_A58;1;18;6;0;307;5265;78;493
SSR;2013;260000013;260000021;SSR_A59;1;35;8;0;422;12839;348;1627
SSR;2013;260000013;260000021;SSR_TOT;0;53;14;0;729;18104;426;2120
SSR;2013;260000120;260016910;SSR_A;;30;;;405;8754;;
SSR;2013;260000120;260016910;SSR_A50;1;30;;0;405;8754;;
SSR;2013;260000120;260016910;SSR_A53;1;;;0;;;;
SSR;2013;260000120;260016910;SSR_TOT;0;30;;0;405;8754;;
SSR;2013;260000138;260000047;SSR_A;;46;;;457;16221;;
SSR;2013;260000138;260000047;SSR_A50;1;46;;1;457;16221;;
SSR;2013;260000138;260000047;SSR_A59;1;;;1;;;;
SSR;2013;260000138;260000047;SSR_TOT;0;46;;0;457;16221;;
SSR;2013;260000153;690795331;SSR_A;;64;;;682;15590;;
SSR;2013;260000153;690795331;SSR_A50;1;64;;0;682;15590;;
SSR;2013;260000153;690795331;SSR_TOT;0;64;;0;682;15590;;
SSR;2013;260000195;260006770;SSR_A;;61;;;668;16931;;
SSR;2013;260000195;260006770;SSR_A50;1;;;0;;;;
SSR;2013;260000195;260006770;SSR_A54;1;61;;0;668;16931;;
SSR;2013;260000195;260006770;SSR_TOT;0;61;;0;668;16931;;
SSR;2013;260000203;260016910;SSR_A;;59;5;;367;14917;112;1897
SSR;2013;260000203;260016910;SSR_A50;1;;5;0;;;112;1897
SSR;2013;260000203;260016910;SSR_A51;1;30;;;189;8047;;
SSR;2013;260000203;260016910;SSR_A52;1;29;;0;178;6870;;
SSR;2013;260000203;260016910;SSR_TOT;0;59;5;0;367;14917;112;1897
SSR;2013;260000229;260000070;SSR_A;;12;;;129;3835;0;0
SSR;2013;260000229;260000070;SSR_A50;1;12;;0;129;3835;0;0
SSR;2013;260000229;260000070;SSR_TOT;0;12;;0;129;3835;0;0
SSR;2013;260000237;260000088;SSR_A;;25;;;302;8723;;
SSR;2013;260000237;260000088;SSR_A50;1;25;;0;302;8723;;
SSR;2013;260000237;260000088;SSR_TOT;0;25;;0;302;8723;;
SSR;2013;260000278;260000096;SSR_A;;19;;;210;6343;;
SSR;2013;260000278;260000096;SSR_A50;1;19;;0;210;6343;;
SSR;2013;260000278;260000096;SSR_TOT;0;19;;0;210;6343;;
SSR;2013;260000286;260000104;SSR_A;;15;;;198;5169;;
SSR;2013;260000286;260000104;SSR_A50;1;15;;0;198;5169;;
SSR;2013;260000286;260000104;SSR_TOT;0;15;;0;198;5169;;
SSR;2013;260000682;930019484;SSR_A;;65;19;;582;18381;158;4381
SSR;2013;260000682;930019484;SSR_A51;1;32;12;;289;7994;91;2178
SSR;2013;260000682;930019484;SSR_A52;1;33;7;0;293;10387;67;2203
SSR;2013;260000682;930019484;SSR_E;;;1;;1;20;4;158
SSR;2013;260000682;930019484;SSR_E51;1;;;0;1;20;3;107
SSR;2013;260000682;930019484;SSR_E52;1;;1;0;;;1;51
SSR;2013;260000682;930019484;SSR_TOT;0;65;20;0;583;18401;162;4539
SSR;2013;260006267;070000245;SSR_A;;67;10;;567;24242;1640;1640
SSR;2013;260006267;070000245;SSR_A50;1;10;2;0;85;2635;820;820
SSR;2013;260006267;070000245;SSR_A51;1;42;5;;355;15265;492;492
SSR;2013;260006267;070000245;SSR_A52;1;15;3;0;127;6342;328;328
SSR;2013;260006267;070000245;SSR_TOT;0;67;10;0;567;24242;1640;1640
SSR;2013;260017454;260016761;SSR_A;;81;3;;1193;26570;151;2230
SSR;2013;260017454;260016761;SSR_A50;1;0;;0;0;0;;
SSR;2013;260017454;260016761;SSR_A53;1;41;2;0;713;14294;138;2054
SSR;2013;260017454;260016761;SSR_A54;1;40;1;0;480;12276;13;176
SSR;2013;260017454;260016761;SSR_E;;20;1;;208;5352;37;37
SSR;2013;260017454;260016761;SSR_E50;1;0;;0;0;0;;
SSR;2013;260017454;260016761;SSR_E53;1;1;;0;2;55;;
SSR;2013;260017454;260016761;SSR_E54;1;9;;0;83;1601;;
SSR;2013;260017454;260016761;SSR_E55;1;10;1;0;123;3696;37;37
SSR;2013;260017454;260016761;SSR_TOT;0;101;4;0;1401;31922;188;2267
SSR;2013;270000045;270000060;SSR_A;;21;;;266;6866;;
SSR;2013;270000045;270000060;SSR_A50;1;21;;0;266;6866;;
SSR;2013;270000045;270000060;SSR_TOT;0;21;;0;266;6866;;
SSR;2013;270000342;270000698;SSR_A;;45;10;;314;15253;186;3759
SSR;2013;270000342;270000698;SSR_A51;1;35;5;;256;10873;129;2462
SSR;2013;270000342;270000698;SSR_A52;1;10;5;0;58;4380;57;1297
SSR;2013;270000342;270000698;SSR_TOT;0;45;10;0;314;15253;186;3759
SSR;2013;270000367;270000086;SSR_A;;33;;;434;10984;;
SSR;2013;270000367;270000086;SSR_A50;1;13;;0;57;1550;;
SSR;2013;270000367;270000086;SSR_A59;1;20;;0;377;9434;;
SSR;2013;270000367;270000086;SSR_TOT;0;33;;0;434;10984;;
SSR;2013;270000391;760024042;SSR_A;;50;;;492;17922;;
SSR;2013;270000391;760024042;SSR_A50;1;30;;0;275;10570;;
SSR;2013;270000391;760024042;SSR_A59;1;20;;0;217;7352;;
SSR;2013;270000391;760024042;SSR_TOT;0;50;;0;492;17922;;
SSR;2013;270000417;760025734;SSR_A;;82;;;560;24159;;
SSR;2013;270000417;760025734;SSR_A50;1;82;;0;560;24159;;
SSR;2013;270000417;760025734;SSR_TOT;0;82;;0;560;24159;;
SSR;2013;270000425;270000102;SSR_A;;36;;;367;11689;;
SSR;2013;270000425;270000102;SSR_A50;1;36;;0;367;11689;;
SSR;2013;270000425;270000102;SSR_TOT;0;36;;0;367;11689;;
SSR;2013;270000433;750043994;SSR_A;;80;0;;659;27262;0;0
SSR;2013;270000433;750043994;SSR_A50;1;80;0;0;659;27262;0;0
SSR;2013;270000433;750043994;SSR_TOT;0;80;0;0;659;27262;0;0
SSR;2013;270000441;270000110;SSR_A;;30;;;256;9027;0;0
SSR;2013;270000441;270000110;SSR_A50;1;30;;0;256;9027;0;0
SSR;2013;270000441;270000110;SSR_TOT;0;30;0;0;256;9027;0;0
SSR;2013;270000458;270023724;SSR_A;;22;0;;292;7574;0;0
SSR;2013;270000458;270023724;SSR_A50;1;22;0;0;292;7574;0;0
SSR;2013;270000458;270023724;SSR_TOT;0;22;0;0;292;7574;0;0
SSR;2013;270000474;270000136;SSR_A;;20;;;163;7058;;
SSR;2013;270000474;270000136;SSR_A50;1;20;;0;163;7058;;
SSR;2013;270000474;270000136;SSR_TOT;0;20;;0;163;7058;;
SSR;2013;270000482;270000144;SSR_A;;15;;;168;4993;0;0
SSR;2013;270000482;270000144;SSR_A50;1;15;;0;168;4993;0;0
SSR;2013;270000482;270000144;SSR_TOT;0;15;;0;168;4993;0;0
SSR;2013;270000516;270000177;SSR_A;;20;;;205;6917;;
SSR;2013;270000516;270000177;SSR_A50;1;20;;0;205;6917;;
SSR;2013;270000516;270000177;SSR_TOT;0;20;;0;205;6917;;
SSR;2013;270000870;270000987;SSR_A;;53;;;383;10157;;
SSR;2013;270000870;270000987;SSR_A58;1;53;;0;383;10157;;
SSR;2013;270000870;270000987;SSR_TOT;0;53;;0;383;10157;;
SSR;2013;270000896;930019484;SSR_A;;50;5;;348;13804;126;2112
SSR;2013;270000896;930019484;SSR_A50;1;1;;0;2;33;0;0
SSR;2013;270000896;930019484;SSR_A51;1;23;3;;219;6013;83;1638
SSR;2013;270000896;930019484;SSR_A52;1;26;2;0;126;7722;43;474
SSR;2013;270000896;930019484;SSR_A55;0;;;0;1;36;;
SSR;2013;270000896;930019484;SSR_E50;1;;;0;;;;
SSR;2013;270000896;930019484;SSR_E51;1;;;0;;;;
SSR;2013;270000896;930019484;SSR_E52;1;;;0;;;;
SSR;2013;270000896;930019484;SSR_E54;1;;;0;;;;
SSR;2013;270000896;930019484;SSR_E55;1;;;0;;;;
SSR;2013;270000896;930019484;SSR_TOT;0;50;5;0;348;13804;126;2112
SSR;2013;270000912;750814030;SSR_A;;377;19;;3180;119352;898;7551
SSR;2013;270000912;750814030;SSR_A50;1;57;;0;512;20098;;
SSR;2013;270000912;750814030;SSR_A51;1;62;10;;718;21464;636;4362
SSR;2013;270000912;750814030;SSR_A52;1;46;;0;267;13922;;
SSR;2013;270000912;750814030;SSR_A53;1;22;5;0;195;6980;125;2506
SSR;2013;270000912;750814030;SSR_A54;1;37;1;0;264;10563;39;582
SSR;2013;270000912;750814030;SSR_A55;1;44;1;0;364;11018;19;20
SSR;2013;270000912;750814030;SSR_A56;1;35;;0;294;11882;;
SSR;2013;270000912;750814030;SSR_A57;1;7;;0;32;1304;;
SSR;2013;270000912;750814030;SSR_A59;1;67;2;0;534;22121;79;81
SSR;2013;270000912;750814030;SSR_E;;3;3;;11;279;134;907
SSR;2013;270000912;750814030;SSR_E50;1;;;0;;;;
SSR;2013;270000912;750814030;SSR_E51;1;;2;0;;;110;734
SSR;2013;270000912;750814030;SSR_E52;1;1;;0;5;155;;
SSR;2013;270000912;750814030;SSR_E53;1;;;0;;;;
SSR;2013;270000912;750814030;SSR_E54;1;;;0;;;;
SSR;2013;270000912;750814030;SSR_E55;1;1;1;0;5;105;24;173
SSR;2013;270000912;750814030;SSR_E56;1;;;0;;;;
SSR;2013;270000912;750814030;SSR_E57;;1;;0;1;19;;
SSR;2013;270000912;750814030;SSR_E58;1;;;0;;;;
SSR;2013;270000912;750814030;SSR_TOT;0;380;22;0;3191;119631;1032;8458
SSR;2013;270003924;760024042;SSR_A;;70;;;1142;49864;;
SSR;2013;270003924;760024042;SSR_A50;1;70;;0;282;11830;;
SSR;2013;270003924;760024042;SSR_A51;0;;;;289;13102;;
SSR;2013;270003924;760024042;SSR_A52;0;;;0;571;24932;;
SSR;2013;270003924;760024042;SSR_TOT;0;70;;0;1142;49864;;
SSR;2013;280000035;750043994;SSR_A;;72;;;608;25476;;
SSR;2013;280000035;750043994;SSR_A50;1;47;;0;551;22806;;
SSR;2013;280000035;750043994;SSR_A59;1;25;;0;57;2670;;
SSR;2013;280000035;750043994;SSR_TOT;0;72;;0;608;25476;;
SSR;2013;280000043;280000134;SSR_A;;80;0;;502;27065;;
SSR;2013;280000043;280000134;SSR_A50;1;80;0;0;502;27065;;
SSR;2013;280000043;280000134;SSR_TOT;0;80;0;0;502;27065;;
SSR;2013;280000084;280000183;SSR_A;;110;6;;839;32706;124;3083
SSR;2013;280000084;280000183;SSR_A50;1;52;6;1;;;;
SSR;2013;280000084;280000183;SSR_A51;1;;;;282;9085;69;1921
SSR;2013;280000084;280000183;SSR_A52;1;8;;1;123;8463;37;768
SSR;2013;280000084;280000183;SSR_A54;1;;;0;;;18;394
SSR;2013;280000084;280000183;SSR_A59;1;50;;0;434;15158;;
SSR;2013;280000084;280000183;SSR_TOT;0;110;6;1;839;32706;124;3083
SSR;2013;280000100;280000225;SSR_A;;17;;;183;5555;;
SSR;2013;280000100;280000225;SSR_A59;1;17;;0;183;5555;;
SSR;2013;280000100;280000225;SSR_TOT;0;17;;0;183;5555;;
SSR;2013;280000266;450018106;SSR_A;;130;15;;745;31485;143;2221
SSR;2013;280000266;450018106;SSR_A50;1;33;;0;232;8774;;
SSR;2013;280000266;450018106;SSR_A51;1;48;9;;353;12931;76;1522
SSR;2013;280000266;450018106;SSR_A52;1;32;6;0;90;6530;67;699
SSR;2013;280000266;450018106;SSR_A59;1;17;;0;70;3250;;
SSR;2013;280000266;450018106;SSR_TOT;0;130;15;0;745;31485;143;2221
SSR;2013;280000431;310021167;SSR_A;;68;5;;869;22137;90;1392
SSR;2013;280000431;310021167;SSR_A53;1;68;5;1;869;22137;90;1392
SSR;2013;280000431;310021167;SSR_TOT;0;68;5;0;869;22137;90;1392
SSR;2013;280000449;280000464;SSR_A;;52;10;;975;17802;2539;2300
SSR;2013;280000449;280000464;SSR_A50;1;52;10;0;975;17802;2539;2300
SSR;2013;280000449;280000464;SSR_A53;1;;;0;;;;
SSR;2013;280000449;280000464;SSR_A55;1;;;0;;;;
SSR;2013;280000449;280000464;SSR_TOT;0;52;10;0;975;17802;2539;2300
SSR;2013;280000662;280500075;SSR_A;;50;;;2524;15476;;
SSR;2013;280000662;280500075;SSR_A59;1;50;;0;2524;15476;;
SSR;2013;280000662;280500075;SSR_TOT;0;50;;0;2524;15476;;
SSR;2013;280502998;280000589;SSR_A;;30;;;297;10440;;
SSR;2013;280502998;280000589;SSR_A50;1;30;;0;297;10440;;
SSR;2013;280502998;280000589;SSR_TOT;0;30;;0;297;10440;;
SSR;2013;280504267;280000134;SSR_A;;0;5;;0;0;73;533
SSR;2013;280504267;280000134;SSR_A54;1;0;5;0;0;0;73;533
SSR;2013;280504267;280000134;SSR_TOT;0;0;5;0;0;0;73;533
SSR;2013;280505223;280001132;SSR_A;;40;0;;558;13425;0;0
SSR;2013;280505223;280001132;SSR_A50;1;0;0;0;0;0;0;0
SSR;2013;280505223;280001132;SSR_A55;1;40;0;0;558;13425;0;0
SSR;2013;280505223;280001132;SSR_TOT;0;40;0;0;558;13425;0;0
SSR;2013;280505264;280006370;SSR_A;;64;;;655;23237;;
SSR;2013;280505264;280006370;SSR_A50;1;34;;0;340;12312;;
SSR;2013;280505264;280006370;SSR_A59;1;30;;0;315;10925;;
SSR;2013;280505264;280006370;SSR_TOT;0;64;;0;655;23237;;
SSR;2013;280506015;280001264;SSR_A;;43;;;582;15754;0;0
SSR;2013;280506015;280001264;SSR_A58;1;43;;0;582;15754;0;0
SSR;2013;280506015;280001264;SSR_TOT;0;43;;0;582;15754;0;0
SSR;2013;290000033;290021542;SSR_A;;74;0;;794;27186;;
SSR;2013;290000033;290021542;SSR_A50;1;28;0;0;264;10228;;
SSR;2013;290000033;290021542;SSR_A59;1;46;0;0;530;16958;;
SSR;2013;290000033;290021542;SSR_TOT;0;74;0;0;794;27186;;
SSR;2013;290000058;290000017;SSR_A;;20;5;;151;6624;147;1427
SSR;2013;290000058;290000017;SSR_A52;1;20;5;0;151;6624;147;1427
SSR;2013;290000058;290000017;SSR_TOT;0;20;5;0;151;6624;147;1427
SSR;2013;290000066;290020700;SSR_A;;72;9;;876;22973;226;2908
SSR;2013;290000066;290020700;SSR_A51;1;26;3;;322;7740;105;1668
SSR;2013;290000066;290020700;SSR_A54;1;;6;0;;;121;1240
SSR;2013;290000066;290020700;SSR_A58;1;15;;0;192;4135;;
SSR;2013;290000066;290020700;SSR_A59;1;31;;0;362;11098;;
SSR;2013;290000066;290020700;SSR_E;;;4;;;;32;440
SSR;2013;290000066;290020700;SSR_E51;1;;1;0;;;10;112
SSR;2013;290000066;290020700;SSR_E52;1;;3;0;;;22;328
SSR;2013;290000066;290020700;SSR_TOT;0;72;13;0;876;22973;258;3348
SSR;2013;290000165;290030592;SSR_A;;67;;;881;24175;;
SSR;2013;290000165;290030592;SSR_A50;1;67;;0;881;24175;;
SSR;2013;290000165;290030592;SSR_TOT;0;67;;0;881;24175;;
SSR;2013;290000173;290000041;SSR_A;;30;;;415;9934;;
SSR;2013;290000173;290000041;SSR_A50;1;30;;0;415;9934;;
SSR;2013;290000173;290000041;SSR_TOT;0;30;;0;415;9934;;
SSR;2013;290000181;290000074;SSR_A;;43;8;;596;15866;154;1375
SSR;2013;290000181;290000074;SSR_A50;1;23;;0;272;6398;;
SSR;2013;290000181;290000074;SSR_A53;1;;6;0;;;121;1120
SSR;2013;290000181;290000074;SSR_A59;1;20;2;0;324;9468;33;255
SSR;2013;290000181;290000074;SSR_TOT;0;43;8;0;596;15866;154;1375
SSR;2013;290000256;290000017;SSR_A;;45;0;;611;14943;;
SSR;2013;290000256;290000017;SSR_A50;1;45;0;0;611;14943;;
SSR;2013;290000256;290000017;SSR_A59;1;0;0;0;;;;
SSR;2013;290000256;290000017;SSR_TOT;0;45;0;0;611;14943;;
SSR;2013;290000272;290000090;SSR_A;;10;;;153;3471;;
SSR;2013;290000272;290000090;SSR_A50;1;10;;0;153;3471;;
SSR;2013;290000272;290000090;SSR_TOT;0;10;;0;153;3471;;
SSR;2013;290000322;290000108;SSR_A;;33;;;495;11704;;
SSR;2013;290000322;290000108;SSR_A50;1;33;;0;495;11704;;
SSR;2013;290000322;290000108;SSR_TOT;0;33;;0;495;11704;;
SSR;2013;290000371;750043994;SSR_A;;124;;;1415;45298;;
SSR;2013;290000371;750043994;SSR_A50;1;48;;0;396;13054;;
SSR;2013;290000371;750043994;SSR_A59;1;76;;0;1019;32244;;
SSR;2013;290000371;750043994;SSR_TOT;0;124;;0;1415;45298;;
SSR;2013;290000389;290000116;SSR_A;;15;;;190;5090;;
SSR;2013;290000389;290000116;SSR_A50;1;15;;1;190;5090;;
SSR;2013;290000389;290000116;SSR_TOT;0;15;;0;190;5090;;
SSR;2013;290000413;290009752;SSR_A;;50;;;553;14584;;
SSR;2013;290000413;290009752;SSR_A50;1;50;;0;553;14584;;
