BOR;AN;FI;FI_EJ;PERSO;EFFPLS;EFFPAS;ETPS;NBLIB
HAD_P;2013;160002036;160009908;Mcoor;1;1;1.5;
HAD_P;2013;160002036;160009908;N2120;1;0;1;
HAD_P;2013;160002036;160009908;N2210;0;0;0;532
HAD_P;2013;160002036;160009908;N2410;0;0;0;166
HAD_P;2013;160002036;160009908;N2510;13;17;27.38;
HAD_P;2013;160002036;160009908;N2710;1;0;1;0
HAD_P;2013;160002036;160009908;N3120;1;0;1;
HAD_P;2013;160002036;160009908;N9999;27;30;48.98;698
HAD_P;2013;160002036;160009908;NAUT;5;8;9.6;0
HAD_P;2013;160002036;160009908;Ncoor;6;5;9;
HAD_P;2013;160002036;160009908;M9999;2;1;2.5;164
HAD_P;2013;170000087;170023279;M9999;;2;1.1;
HAD_P;2013;170000087;170023279;MAUT;;1;0.7;
HAD_P;2013;170000087;170023279;Mcoor;;1;0.4;
HAD_P;2013;170000087;170023279;N2120;1;;1;
HAD_P;2013;170000087;170023279;N2210;5;8;10.35;
HAD_P;2013;170000087;170023279;N2510;4;;3.56;
HAD_P;2013;170000087;170023279;N2710;1;;1;
HAD_P;2013;170000087;170023279;N3120;1;;0.5;
HAD_P;2013;170000087;170023279;N9999;17;8;20.59;
HAD_P;2013;170000087;170023279;NAUT;5;;4.18;
HAD_P;2013;170000087;170023279;M9999;;2;1.1;
HAD_P;2013;170000103;170780175;M9999;1;0;0.22;0
HAD_P;2013;170000103;170780175;MAUT;1;0;0.22;0
HAD_P;2013;170000103;170780175;N2120;2;;0.85;
HAD_P;2013;170000103;170780175;N2210;6;4;9.2;
HAD_P;2013;170000103;170780175;N3120;1;;0.3;
HAD_P;2013;170000103;170780175;N9999;9;4;10.35;
HAD_P;2013;170000103;170780175;M9999;1;0;0.22;0
HAD_P;2013;170021661;170020432;M9999;;2;1;
HAD_P;2013;170021661;170020432;Mcoor;;2;1;
HAD_P;2013;170021661;170020432;N2120;1;;1;
HAD_P;2013;170021661;170020432;N2510;2;;1.58;
HAD_P;2013;170021661;170020432;N2710;;1;0.3;
HAD_P;2013;170021661;170020432;N3120;;1;0.5;
HAD_P;2013;170021661;170020432;N9999;6;2;5.63;
HAD_P;2013;170021661;170020432;Ncoor;3;;2.25;
HAD_P;2013;170021661;170020432;M9999;;2;1;
HAD_P;2013;180000010;180000028;M9999;;2;1;
HAD_P;2013;180000010;180000028;MAUT;;1;0.5;
HAD_P;2013;180000010;180000028;Mcoor;;1;0.5;
HAD_P;2013;180000010;180000028;N2120;1;;1;
HAD_P;2013;180000010;180000028;N2210;9;3;9.56;
HAD_P;2013;180000010;180000028;N2510;8;2;7.38;
HAD_P;2013;180000010;180000028;N3120;;1;1;
HAD_P;2013;180000010;180000028;N9999;18;7;19.94;
HAD_P;2013;180000010;180000028;NAUT;;1;1;
HAD_P;2013;180000010;180000028;M9999;;2;1;
HAD_P;2013;180008278;750047367;M9999;;1;0.5;
HAD_P;2013;180008278;750047367;Mcoor;;1;0.5;
HAD_P;2013;180008278;750047367;N2510;;4;4;
HAD_P;2013;180008278;750047367;N2710;;1;0.3;
HAD_P;2013;180008278;750047367;N3120;;1;0.5;
HAD_P;2013;180008278;750047367;N9999;;11;9.8;
HAD_P;2013;180008278;750047367;NAUT;;2;2;
HAD_P;2013;180008278;750047367;Ncoor;;3;3;
HAD_P;2013;180008278;750047367;M9999;;1;0.5;
HAD_P;2013;190000026;190000059;M9999;1;;0.2;
HAD_P;2013;190000026;190000059;Mcoor;1;;0.2;
HAD_P;2013;190000026;190000059;N2120;1;;0.5;
HAD_P;2013;190000026;190000059;N2210;10;;9.18;
HAD_P;2013;190000026;190000059;N9999;13;1;11.19;
HAD_P;2013;190000026;190000059;NAUT;2;1;1.51;
HAD_P;2013;190000026;190000059;M9999;1;;0.2;
HAD_P;2013;190010629;190010579;M9999;;2;1.3;
HAD_P;2013;190010629;190010579;Mcoor;;2;1.3;
HAD_P;2013;190010629;190010579;N2120;1;1;1.8;
HAD_P;2013;190010629;190010579;N2710;;1;0.7;
HAD_P;2013;190010629;190010579;N3120;1;;1;
HAD_P;2013;190010629;190010579;N9999;4;4;7;
HAD_P;2013;190010629;190010579;Ncoor;2;2;3.5;
HAD_P;2013;190010629;190010579;M9999;;2;1.3;
HAD_P;2013;210003059;210987400;M9999;;3;1.45;
HAD_P;2013;210003059;210987400;Mcoor;;3;1.45;
HAD_P;2013;210003059;210987400;N2120;;1;0.56;
HAD_P;2013;210003059;210987400;N2210;24;1;22.4;
HAD_P;2013;210003059;210987400;N2410;;1;0.58;
HAD_P;2013;210003059;210987400;N2510;11;5;10.77;
HAD_P;2013;210003059;210987400;N2710;;1;0.6;
HAD_P;2013;210003059;210987400;N3120;;1;0.8;
HAD_P;2013;210003059;210987400;N9999;42;17;46.8;
HAD_P;2013;210003059;210987400;NAUT;5;7;9.09;
HAD_P;2013;210003059;210987400;Ncoor;2;;2;
HAD_P;2013;210003059;210987400;M9999;;3;1.45;
HAD_P;2013;210780789;210003208;M3050;;1;0.1;74
HAD_P;2013;210780789;210003208;M9999;1;1;1.1;74
HAD_P;2013;210780789;210003208;Mcoor;1;;1;
HAD_P;2013;210780789;210003208;N2210;1;;1;96
HAD_P;2013;210780789;210003208;N2410;;;;58
HAD_P;2013;210780789;210003208;N2510;8;;8;
HAD_P;2013;210780789;210003208;N9999;11;;11;154
HAD_P;2013;210780789;210003208;NAUT;1;;1;
HAD_P;2013;210780789;210003208;Ncoor;1;;1;
HAD_P;2013;210780789;210003208;M9999;1;1;1.1;74
HAD_P;2013;210987657;210780714;M9999;;1;0.1;
HAD_P;2013;210987657;210780714;Mcoor;;1;0.1;
HAD_P;2013;210987657;210780714;N2120;1;;1;
HAD_P;2013;210987657;210780714;N2210;5;;5;
HAD_P;2013;210987657;210780714;N9999;6;;6;
HAD_P;2013;210987657;210780714;M9999;;1;0.1;
HAD_P;2013;210987731;210780417;M9999;;1;0.2;
HAD_P;2013;210987731;210780417;Mcoor;;1;0.2;
HAD_P;2013;210987731;210780417;N2120;1;;1;
HAD_P;2013;210987731;210780417;N2210;5;;5;
HAD_P;2013;210987731;210780417;N2510;1;2;2.2;
HAD_P;2013;210987731;210780417;N9999;7;3;8.95;
HAD_P;2013;210987731;210780417;NAUT;;1;0.75;
HAD_P;2013;210987731;210780417;M9999;;1;0.2;
HAD_P;2013;220000368;220000103;M9999;1;;0.2;
HAD_P;2013;220000368;220000103;Mcoor;1;;0.2;
HAD_P;2013;220000368;220000103;N2120;1;1;0.19;
HAD_P;2013;220000368;220000103;N2210;1;2;2.55;
HAD_P;2013;220000368;220000103;N2510;7;4;10.57;
HAD_P;2013;220000368;220000103;N2710;;2;0.22;
HAD_P;2013;220000368;220000103;N9999;11;10;15.35;
HAD_P;2013;220000368;220000103;NAUT;2;1;1.82;
HAD_P;2013;220000368;220000103;M9999;1;;0.2;
HAD_P;2013;220000541;220000152;M9999;1;;0.4;28
HAD_P;2013;220000541;220000152;MAUT;;;;28
HAD_P;2013;220000541;220000152;Mcoor;1;;0.4;
HAD_P;2013;220000541;220000152;N2120;2;;0.27;
HAD_P;2013;220000541;220000152;N2210;1;;1;49
HAD_P;2013;220000541;220000152;N2410;;;;15
HAD_P;2013;220000541;220000152;N2510;3;1;3.45;
HAD_P;2013;220000541;220000152;N9999;8;1;6.32;64
HAD_P;2013;220000541;220000152;NAUT;1;;0.6;
HAD_P;2013;220000541;220000152;Ncoor;1;;1;
HAD_P;2013;220000541;220000152;M9999;1;;0.4;28
HAD_P;2013;220019616;220019608;M3050;;1;0.1;
HAD_P;2013;220019616;220019608;M9999;1;1;1.1;
HAD_P;2013;220019616;220019608;Mcoor;1;;1;
HAD_P;2013;220019616;220019608;N2510;6;2;7.3;
HAD_P;2013;220019616;220019608;N3120;;1;0.5;
HAD_P;2013;220019616;220019608;N9999;8;3;9.8;
HAD_P;2013;220019616;220019608;Ncoor;2;;2;
HAD_P;2013;220019616;220019608;M9999;1;1;1.1;
HAD_P;2013;220020341;350000626;M3050;;1;0.1;
HAD_P;2013;220020341;350000626;M9999;;2;0.7;
HAD_P;2013;220020341;350000626;Mcoor;;1;0.6;
HAD_P;2013;220020341;350000626;N2510;3;;3;
HAD_P;2013;220020341;350000626;N2710;;1;0.2;
HAD_P;2013;220020341;350000626;N3120;;1;0.3;
HAD_P;2013;220020341;350000626;N9999;4;2;4.5;
HAD_P;2013;220020341;350000626;Ncoor;1;;1;
HAD_P;2013;220020341;350000626;M9999;;2;0.7;
HAD_P;2013;230782617;750000218;M3050;;;;14
HAD_P;2013;230782617;750000218;M9999;;1;0.6;139
HAD_P;2013;230782617;750000218;MAUT;;;;125
HAD_P;2013;230782617;750000218;Mcoor;;1;0.6;
HAD_P;2013;230782617;750000218;N2210;2;;2;220
HAD_P;2013;230782617;750000218;N2410;;;;68
HAD_P;2013;230782617;750000218;N2510;13;3;11.1;
HAD_P;2013;230782617;750000218;N2710;;1;0.4;
HAD_P;2013;230782617;750000218;N3120;;1;0.5;
HAD_P;2013;230782617;750000218;N9999;16;5;15;290
HAD_P;2013;230782617;750000218;NAUT;;;;2
HAD_P;2013;230782617;750000218;Ncoor;1;;1;
HAD_P;2013;230782617;750000218;M9999;;1;0.6;139
HAD_P;2013;240000489;240000117;M9999;;1;0.5;
HAD_P;2013;240000489;240000117;Mcoor;;1;0.5;
HAD_P;2013;240000489;240000117;N2120;1;0;1;
HAD_P;2013;240000489;240000117;N2210;9;4;11.97;
HAD_P;2013;240000489;240000117;N2510;8;0;8;
HAD_P;2013;240000489;240000117;N3120;1;0;1;
HAD_P;2013;240000489;240000117;N9999;21;4;23.05;
HAD_P;2013;240000489;240000117;NAUT;2;0;1.08;
HAD_P;2013;240000489;240000117;M9999;;1;0.5;
HAD_P;2013;240000687;240000448;M3050;;;;20
HAD_P;2013;240000687;240000448;M9999;1;;0.5;20
HAD_P;2013;240000687;240000448;Mcoor;1;;0.5;
HAD_P;2013;240000687;240000448;N2120;1;;1;
HAD_P;2013;240000687;240000448;N2210;7;1;7.62;26
HAD_P;2013;240000687;240000448;N2410;;;;8
HAD_P;2013;240000687;240000448;N2510;2;;2;
HAD_P;2013;240000687;240000448;N2710;;;;1
HAD_P;2013;240000687;240000448;N3120;1;;0.5;
HAD_P;2013;240000687;240000448;N9999;13;1;12.62;35
HAD_P;2013;240000687;240000448;NAUT;2;;1.5;
HAD_P;2013;240000687;240000448;M9999;1;;0.5;20
HAD_P;2013;240011668;240000612;M9999;1;1;1.68;
HAD_P;2013;240011668;240000612;MAUT;1;;1.18;
HAD_P;2013;240011668;240000612;Mcoor;;1;0.5;
HAD_P;2013;240011668;240000612;N2120;1;;0.87;
HAD_P;2013;240011668;240000612;N2210;4;3;7.35;
HAD_P;2013;240011668;240000612;N2510;2;1;2.72;
HAD_P;2013;240011668;240000612;N2710;;1;0.5;
HAD_P;2013;240011668;240000612;N3120;;1;0.5;
HAD_P;2013;240011668;240000612;N9999;7;7;12.96;
HAD_P;2013;240011668;240000612;NAUT;;1;1.02;
HAD_P;2013;240011668;240000612;M9999;1;1;1.68;
HAD_P;2013;250012069;250017803;M9999;;1;0.3;
HAD_P;2013;250012069;250017803;Mcoor;;1;0.3;
HAD_P;2013;250012069;250017803;N2210;3;3;5.38;
HAD_P;2013;250012069;250017803;N2510;;5;2.66;
HAD_P;2013;250012069;250017803;N2710;;1;0.29;
HAD_P;2013;250012069;250017803;N3120;;1;0.5;
HAD_P;2013;250012069;250017803;N9999;3;11;9.53;
HAD_P;2013;250012069;250017803;Ncoor;;1;0.7;
HAD_P;2013;250012069;250017803;M9999;;1;0.3;
HAD_P;2013;250012838;250017803;M9999;;1;0.3;
HAD_P;2013;250012838;250017803;Mcoor;;1;0.3;
HAD_P;2013;250012838;250017803;N2710;;1;0.28;
HAD_P;2013;250012838;250017803;N9999;1;10;4.9;
HAD_P;2013;250012838;250017803;NAUT;1;9;4.62;
HAD_P;2013;250012838;250017803;M9999;;1;0.3;
HAD_P;2013;250016037;250017803;M9999;1;2;1.01;
HAD_P;2013;250016037;250017803;Mcoor;1;2;1.01;
HAD_P;2013;250016037;250017803;N2210;4;5;6.64;
HAD_P;2013;250016037;250017803;N2510;4;2;5.26;
HAD_P;2013;250016037;250017803;N2710;;1;0.41;
HAD_P;2013;250016037;250017803;N3120;;1;0.39;
HAD_P;2013;250016037;250017803;N9999;9;10;14.58;
HAD_P;2013;250016037;250017803;Ncoor;1;1;1.88;
HAD_P;2013;250016037;250017803;M9999;1;2;1.01;
HAD_P;2013;250016045;250017803;M9999;1;;0.89;
HAD_P;2013;250016045;250017803;Mcoor;1;;0.89;
HAD_P;2013;250016045;250017803;N2210;5;5;7.56;
HAD_P;2013;250016045;250017803;N2510;6;4;7.56;
HAD_P;2013;250016045;250017803;N2710;;1;0.5;
HAD_P;2013;250016045;250017803;N3120;;1;0.5;
HAD_P;2013;250016045;250017803;N9999;12;12;17.23;
HAD_P;2013;250016045;250017803;Ncoor;1;1;1.11;
HAD_P;2013;250016045;250017803;M9999;1;;0.89;
HAD_P;2013;260000138;260000047;M9999;1;;1;
HAD_P;2013;260000138;260000047;Mcoor;1;;1;
HAD_P;2013;260000138;260000047;N2120;;1;0.8;
HAD_P;2013;260000138;260000047;N2210;2;5;4.59;
HAD_P;2013;260000138;260000047;N2710;;1;0.5;
HAD_P;2013;260000138;260000047;N3120;1;;1;
HAD_P;2013;260000138;260000047;N9999;6;8;10.02;
HAD_P;2013;260000138;260000047;NAUT;3;1;3.13;
HAD_P;2013;260000138;260000047;M9999;1;;1;
HAD_P;2013;260000146;260000054;M9999;3;;2.8;
HAD_P;2013;260000146;260000054;Mcoor;3;;2.8;
HAD_P;2013;260000146;260000054;N2120;1;0;1;
HAD_P;2013;260000146;260000054;N2210;13;11;21.2;
HAD_P;2013;260000146;260000054;N2510;3;4;5.75;
HAD_P;2013;260000146;260000054;N2710;;1;0.5;
HAD_P;2013;260000146;260000054;N3120;;2;1.65;
HAD_P;2013;260000146;260000054;N9999;24;21;39.3;
HAD_P;2013;260000146;260000054;NAUT;7;3;9.2;
HAD_P;2013;260000146;260000054;M9999;3;;2.8;
HAD_P;2013;260013388;260007018;M9999;0;2;1;0
HAD_P;2013;260013388;260007018;Mcoor;0;2;1;
HAD_P;2013;260013388;260007018;N2120;0;1;0.75;
HAD_P;2013;260013388;260007018;N2210;0;5;4;
HAD_P;2013;260013388;260007018;N2710;0;1;0.42;0
HAD_P;2013;260013388;260007018;N3120;0;1;0.5;
HAD_P;2013;260013388;260007018;N9999;1;9;7.17;0
HAD_P;2013;260013388;260007018;Ncoor;1;1;1.5;
HAD_P;2013;260013388;260007018;M9999;0;2;1;
HAD_P;2013;270000441;270000110;M9999;1;;0.2;
HAD_P;2013;270000441;270000110;Mcoor;1;;0.2;
HAD_P;2013;270000441;270000110;N2120;1;;0.67;
HAD_P;2013;270000441;270000110;N2210;2;;0.82;
HAD_P;2013;270000441;270000110;N2510;6;;5.23;
HAD_P;2013;270000441;270000110;N9999;10;;7.24;
HAD_P;2013;270000441;270000110;NAUT;1;;0.52;
HAD_P;2013;270000441;270000110;M9999;1;;0.2;
HAD_P;2013;270016058;270016009;M9999;1;;1;
HAD_P;2013;270016058;270016009;Mcoor;1;;1;
HAD_P;2013;270016058;270016009;N2120;1;;1;
HAD_P;2013;270016058;270016009;N2210;3;3;3;
HAD_P;2013;270016058;270016009;N2510;5;5;5;
HAD_P;2013;270016058;270016009;N3120;;1;0.5;
HAD_P;2013;270016058;270016009;N9999;13;13;13.5;
HAD_P;2013;270016058;270016009;Ncoor;4;4;4;
HAD_P;2013;270016058;270016009;M9999;1;;1;
HAD_P;2013;270019649;270019508;M9999;;2;1;
HAD_P;2013;270019649;270019508;Mcoor;;2;1;
HAD_P;2013;270019649;270019508;N2120;;2;1;
HAD_P;2013;270019649;270019508;N2210;7;4;11;
HAD_P;2013;270019649;270019508;N2510;5;6;11;
HAD_P;2013;270019649;270019508;N2710;;2;0.5;
HAD_P;2013;270019649;270019508;N3120;;2;0.5;
HAD_P;2013;270019649;270019508;N9999;12;22;27.3;
HAD_P;2013;270019649;270019508;NAUT;;4;2.3;
HAD_P;2013;270019649;270019508;Ncoor;;2;1;
HAD_P;2013;270019649;270019508;M9999;;2;1;
HAD_P;2013;280001678;450011150;M9999;;3;0.69;
HAD_P;2013;280001678;450011150;Mcoor;;3;0.69;
HAD_P;2013;280001678;450011150;N2210;7;;7;
HAD_P;2013;280001678;450011150;N2510;3;;3;
HAD_P;2013;280001678;450011150;N2710;;2;0.47;
HAD_P;2013;280001678;450011150;N3120;1;1;0.77;
HAD_P;2013;280001678;450011150;N9999;28;12;19.91;
HAD_P;2013;280001678;450011150;NAUT;9;9;5.23;
HAD_P;2013;280001678;450011150;Ncoor;8;;3.44;
HAD_P;2013;280001678;450011150;M9999;;3;0.69;
HAD_P;2013;280003898;450011150;M9999;;3;0.19;
HAD_P;2013;280003898;450011150;Mcoor;;3;0.19;
HAD_P;2013;280003898;450011150;N2210;5;;3.5;
HAD_P;2013;280003898;450011150;N2510;3;;2;
HAD_P;2013;280003898;450011150;N2710;;2;0.13;
HAD_P;2013;280003898;450011150;N3120;1;1;0.22;
HAD_P;2013;280003898;450011150;N9999;26;12;7.67;
HAD_P;2013;280003898;450011150;NAUT;9;9;0.86;
HAD_P;2013;280003898;450011150;Ncoor;8;;0.96;
HAD_P;2013;280003898;450011150;M9999;;3;0.19;
HAD_P;2013;280003948;450011150;M9999;;3;0.13;
HAD_P;2013;280003948;450011150;Mcoor;;3;0.13;
HAD_P;2013;280003948;450011150;N2210;5;;1.5;
HAD_P;2013;280003948;450011150;N2510;2;1;0.8;
HAD_P;2013;280003948;450011150;N2710;;2;0.09;
HAD_P;2013;280003948;450011150;N3120;1;1;0.14;
HAD_P;2013;280003948;450011150;N9999;25;13;3.75;
HAD_P;2013;280003948;450011150;NAUT;9;9;0.58;
HAD_P;2013;280003948;450011150;Ncoor;8;;0.64;
HAD_P;2013;280003948;450011150;M9999;;3;0.13;
HAD_P;2013;290000025;290020700;M3050;10;1;0.3;
HAD_P;2013;290000025;290020700;M9999;11;2;1.3;
HAD_P;2013;290000025;290020700;Mcoor;1;1;1;
HAD_P;2013;290000025;290020700;N2120;1;0;1;
HAD_P;2013;290000025;290020700;N2210;2;0;2;
HAD_P;2013;290000025;290020700;N2510;8;3;10.76;
HAD_P;2013;290000025;290020700;N9999;14;3;16.43;
HAD_P;2013;290000025;290020700;NAUT;3;0;2.67;
HAD_P;2013;290000025;290020700;M9999;11;2;1.3;
HAD_P;2013;290000140;290000447;M9999;1;;1;1
HAD_P;2013;290000140;290000447;MAUT;;;;1
HAD_P;2013;290000140;290000447;Mcoor;1;;1;
HAD_P;2013;290000140;290000447;N2120;1;;1;
HAD_P;2013;290000140;290000447;N2210;8;;8;
HAD_P;2013;290000140;290000447;N2510;11;1;11.95;
HAD_P;2013;290000140;290000447;N2710;;1;0.5;
HAD_P;2013;290000140;290000447;N3120;;1;0.5;
HAD_P;2013;290000140;290000447;N9999;26;4;28.75;
HAD_P;2013;290000140;290000447;NAUT;2;1;2.8;
HAD_P;2013;290000140;290000447;Ncoor;4;;4;
HAD_P;2013;290000140;290000447;M9999;1;;1;1
HAD_P;2013;290032838;290032820;M3050;;1;0.1;
HAD_P;2013;290032838;290032820;M9999;;2;0.9;
HAD_P;2013;290032838;290032820;Mcoor;;1;0.8;
HAD_P;2013;290032838;290032820;N9999;2;;2;
HAD_P;2013;290032838;290032820;Ncoor;2;;2;
HAD_P;2013;290032838;290032820;M9999;;2;0.9;
HAD_P;2013;290033679;350000626;M9999;;1;0.5;
HAD_P;2013;290033679;350000626;Mcoor;;1;0.5;
HAD_P;2013;290033679;350000626;N2510;2;;2;
HAD_P;2013;290033679;350000626;N2710;;1;0.1;
HAD_P;2013;290033679;350000626;N3120;;1;0.2;
HAD_P;2013;290033679;350000626;N9999;3;2;3.3;
HAD_P;2013;290033679;350000626;Ncoor;1;;1;
HAD_P;2013;290033679;350000626;M9999;;1;0.5;
HAD_P;2013;2A0001988;2A0001848;M9999;0;1;0.07;
HAD_P;2013;2A0001988;2A0001848;MAUT;0;1;0.07;
HAD_P;2013;2A0001988;2A0001848;N2210;7;;7;20
HAD_P;2013;2A0001988;2A0001848;N2410;;;;10
HAD_P;2013;2A0001988;2A0001848;N2510;2;;2;
HAD_P;2013;2A0001988;2A0001848;N2710;;1;0.33;
HAD_P;2013;2A0001988;2A0001848;N9999;12;1;12.33;30
HAD_P;2013;2A0001988;2A0001848;NAUT;2;;2;
HAD_P;2013;2A0001988;2A0001848;Ncoor;1;;1;
HAD_P;2013;2A0001988;2A0001848;M9999;0;1;0.07;
HAD_P;2013;2A0002614;2A0002606;M9999;1;;0.75;
HAD_P;2013;2A0002614;2A0002606;Mcoor;1;;0.75;
HAD_P;2013;2A0002614;2A0002606;N9999;3;;1.63;
HAD_P;2013;2A0002614;2A0002606;NAUT;1;;0.63;
HAD_P;2013;2A0002614;2A0002606;Ncoor;2;;1;
HAD_P;2013;2A0002614;2A0002606;M9999;1;;0.75;
HAD_P;2013;2B0000038;2B0004246;M9999;0;1;0.1;
HAD_P;2013;2B0000038;2B0004246;Mcoor;0;1;0.1;
HAD_P;2013;2B0000038;2B0004246;N9999;1;;1;
HAD_P;2013;2B0000038;2B0004246;Ncoor;1;;1;
HAD_P;2013;2B0000038;2B0004246;M9999;0;1;0.1;
HAD_P;2013;2B0001739;2B0001689;M3050;1;;1;
HAD_P;2013;2B0001739;2B0001689;M9999;1;;1;
HAD_P;2013;2B0001739;2B0001689;N2210;12;;12;
HAD_P;2013;2B0001739;2B0001689;N2510;6;;5.4;
HAD_P;2013;2B0001739;2B0001689;N3120;1;;1;
HAD_P;2013;2B0001739;2B0001689;N9999;22;;21.4;
HAD_P;2013;2B0001739;2B0001689;Ncoor;3;;3;
HAD_P;2013;2B0001739;2B0001689;M9999;1;;1;
HAD_P;2013;2B0003289;2B0003198;M3050;1;;1;
HAD_P;2013;2B0003289;2B0003198;M9999;1;;1;
HAD_P;2013;2B0003289;2B0003198;N2120;1;;1;
HAD_P;2013;2B0003289;2B0003198;N2210;;;;126
HAD_P;2013;2B0003289;2B0003198;N2410;;;;43
HAD_P;2013;2B0003289;2B0003198;N2460;;;;1
HAD_P;2013;2B0003289;2B0003198;N2510;1;;1;
HAD_P;2013;2B0003289;2B0003198;N2710;1;;1;
HAD_P;2013;2B0003289;2B0003198;N9999;14;;12;170
HAD_P;2013;2B0003289;2B0003198;NAUT;8;;6;
HAD_P;2013;2B0003289;2B0003198;Ncoor;3;;3;
HAD_P;2013;2B0003289;2B0003198;M9999;1;;1;
HAD_P;2013;300000031;300780053;M9999;;3;1.11;
HAD_P;2013;300000031;300780053;MAUT;;2;0.01;
HAD_P;2013;300000031;300780053;Mcoor;;1;1.1;
HAD_P;2013;300000031;300780053;N2210;3;3;4.75;
HAD_P;2013;300000031;300780053;N2510;1;1;1.86;
HAD_P;2013;300000031;300780053;N9999;5;6;8.58;
HAD_P;2013;300000031;300780053;NAUT;1;2;1.97;
HAD_P;2013;300000031;300780053;M9999;;3;1.11;
HAD_P;2013;300000056;300780079;N2210;1;1;1.37;
HAD_P;2013;300000056;300780079;N2510;2;1;2.8;
HAD_P;2013;300000056;300780079;N9999;4;2;4.32;
HAD_P;2013;300000056;300780079;Ncoor;1;;0.15;
HAD_P;2013;300000056;300780079;N9999;4;2;4.32;
HAD_P;2013;300000064;300780087;M9999;1;;0.25;
HAD_P;2013;300000064;300780087;Mcoor;1;;0.25;
HAD_P;2013;300000064;300780087;N2120;;1;0.08;
HAD_P;2013;300000064;300780087;N2210;3;1;3.66;
HAD_P;2013;300000064;300780087;N2510;3;;2.65;
HAD_P;2013;300000064;300780087;N9999;6;2;6.39;
HAD_P;2013;300000064;300780087;M9999;1;;0.25;
HAD_P;2013;300012309;340784933;M3050;1;;1;
HAD_P;2013;300012309;340784933;M9999;1;1;1.8;
HAD_P;2013;300012309;340784933;Mcoor;;1;0.8;
HAD_P;2013;300012309;340784933;N2120;1;;1;
HAD_P;2013;300012309;340784933;N2710;1;;0.6;
HAD_P;2013;300012309;340784933;N3120;2;;1;
HAD_P;2013;300012309;340784933;N9999;10;;8.6;
HAD_P;2013;300012309;340784933;Ncoor;6;;6;
HAD_P;2013;300012309;340784933;M9999;1;1;1.8;
HAD_P;2013;300013745;340784933;M3050;1;;1;
HAD_P;2013;300013745;340784933;M9999;1;1;1.5;
HAD_P;2013;300013745;340784933;Mcoor;;1;0.5;
HAD_P;2013;300013745;340784933;N2120;1;;1;
HAD_P;2013;300013745;340784933;N2710;;1;0.4;
HAD_P;2013;300013745;340784933;N3120;;1;0.2;
HAD_P;2013;300013745;340784933;N9999;1;6;4.8;
HAD_P;2013;300013745;340784933;Ncoor;;4;3.2;
HAD_P;2013;300013745;340784933;M9999;1;1;1.5;
HAD_P;2013;300013778;300013760;M9999;1;0;0.71;0
HAD_P;2013;300013778;300013760;Mcoor;1;0;0.71;
HAD_P;2013;300013778;300013760;N2120;1;0;1;
HAD_P;2013;300013778;300013760;N2210;2;1;1.76;0
HAD_P;2013;300013778;300013760;N3120;0;1;0.4;
HAD_P;2013;300013778;300013760;N9999;5;3;4.56;0
HAD_P;2013;300013778;300013760;Ncoor;2;1;1.4;
HAD_P;2013;300013778;300013760;M9999;1;0;0.71;
HAD_P;2013;300013786;300780038;M9999;2;3;3;3
HAD_P;2013;300013786;300780038;MAUT;2;2;2.4;3
HAD_P;2013;300013786;300780038;Mcoor;;1;0.6;
HAD_P;2013;300013786;300780038;N2120;2;;1.42;
HAD_P;2013;300013786;300780038;N2210;8;;8.67;
HAD_P;2013;300013786;300780038;N2510;4;;4.5;
HAD_P;2013;300013786;300780038;N2710;1;;0.5;
HAD_P;2013;300013786;300780038;N3120;;1;0.38;
HAD_P;2013;300013786;300780038;N9999;20;1;18.5;
HAD_P;2013;300013786;300780038;NAUT;5;;3.03;
HAD_P;2013;300013786;300780038;M9999;2;3;3;3
HAD_P;2013;310000310;310780671;M9999;;2;0.5;
HAD_P;2013;310000310;310780671;Mcoor;;2;0.5;
HAD_P;2013;310000310;310780671;N2120;;1;0.28;
HAD_P;2013;310000310;310780671;N2510;6;;5.78;
HAD_P;2013;310000310;310780671;N3120;;1;0.56;
HAD_P;2013;310000310;310780671;N9999;10;2;10.52;
HAD_P;2013;310000310;310780671;NAUT;1;;1;
HAD_P;2013;310000310;310780671;Ncoor;3;;2.9;
HAD_P;2013;310000310;310780671;M9999;;2;0.5;
HAD_P;2013;310005459;310021886;M3050;;1;0.11;
HAD_P;2013;310005459;310021886;M9999;;5;1.83;395
HAD_P;2013;310005459;310021886;MAUT;;;;395
HAD_P;2013;310005459;310021886;Mcoor;;4;1.72;
HAD_P;2013;310005459;310021886;N2120;3;1;3.19;
HAD_P;2013;310005459;310021886;N2210;21;6;21.32;901
HAD_P;2013;310005459;310021886;N2410;;;;470
HAD_P;2013;310005459;310021886;N2510;7;2;9.78;
HAD_P;2013;310005459;310021886;N2710;;1;0.8;1
HAD_P;2013;310005459;310021886;N3120;;3;2.57;
HAD_P;2013;310005459;310021886;N9999;31;19;47.57;1427
HAD_P;2013;310005459;310021886;NAUT;;6;9.91;55
HAD_P;2013;310005459;310021886;M9999;;5;1.83;395
HAD_P;2013;310016977;310781406;M9999;;1;0.3;
HAD_P;2013;310016977;310781406;Mcoor;;1;0.3;
HAD_P;2013;310016977;310781406;N2120;;1;0.1;
HAD_P;2013;310016977;310781406;N2210;;5;3.7;
HAD_P;2013;310016977;310781406;N9999;;6;3.8;
HAD_P;2013;310016977;310781406;M9999;;1;0.3;
HAD_P;2013;310780259;310000096;M3050;;1;0.25;
