BOR;AN;FI;FI_EJ;PERSO;EFFPLS;EFFPAS;ETPS;NBLIB
HAD_P;2013;310780259;310000096;M9999;1;4;2.25;
HAD_P;2013;310780259;310000096;Mcoor;1;3;2;
HAD_P;2013;310780259;310000096;N2120;1;1;1.5;
HAD_P;2013;310780259;310000096;N2210;18;;18;
HAD_P;2013;310780259;310000096;N2510;9;;8.57;
HAD_P;2013;310780259;310000096;N2710;;1;0.5;
HAD_P;2013;310780259;310000096;N3120;1;;1;
HAD_P;2013;310780259;310000096;N9999;43;4;40.73;
HAD_P;2013;310780259;310000096;NAUT;10;2;7.28;
HAD_P;2013;310780259;310000096;Ncoor;4;;3.88;
HAD_P;2013;310780259;310000096;M9999;1;4;2.25;
HAD_P;2013;320004328;750721334;M9999;;1;0.2;
HAD_P;2013;320004328;750721334;Mcoor;;1;0.2;
HAD_P;2013;320004328;750721334;N2120;1;;1;
HAD_P;2013;320004328;750721334;N2210;3;;3;
HAD_P;2013;320004328;750721334;N2510;1;;1;
HAD_P;2013;320004328;750721334;N3120;;1;0.2;
HAD_P;2013;320004328;750721334;N9999;6;2;7;
HAD_P;2013;320004328;750721334;NAUT;1;1;1.8;
HAD_P;2013;320004328;750721334;M9999;;1;0.2;
HAD_P;2013;330000332;330780545;M3050;;;;50
HAD_P;2013;330000332;330780545;M9999;;2;1;221
HAD_P;2013;330000332;330780545;MAUT;;;;171
HAD_P;2013;330000332;330780545;Mcoor;;2;1;
HAD_P;2013;330000332;330780545;N2120;1;;0.6;
HAD_P;2013;330000332;330780545;N2210;18;1;16.9;121
HAD_P;2013;330000332;330780545;N2410;;;;77
HAD_P;2013;330000332;330780545;N2510;8;1;10;
HAD_P;2013;330000332;330780545;N2710;;1;0.3;2
HAD_P;2013;330000332;330780545;N3120;1;;0.2;
HAD_P;2013;330000332;330780545;N9999;32;4;32.1;209
HAD_P;2013;330000332;330780545;NAUT;1;1;1.1;9
HAD_P;2013;330000332;330780545;Ncoor;3;;3;
HAD_P;2013;330000332;330780545;M9999;;2;1;221
HAD_P;2013;330000340;330780552;M3050;1;;0.5;
HAD_P;2013;330000340;330780552;M9999;4;7;8;0
HAD_P;2013;330000340;330780552;MAUT;2;3;3.9;0
HAD_P;2013;330000340;330780552;Mcoor;1;4;3.6;
HAD_P;2013;330000340;330780552;N2120;1;;1;
HAD_P;2013;330000340;330780552;N2210;65;28;83.41;0
HAD_P;2013;330000340;330780552;N2460;1;;0.04;
HAD_P;2013;330000340;330780552;N2510;9;5;12.25;
HAD_P;2013;330000340;330780552;N2710;3;;1.6;
HAD_P;2013;330000340;330780552;N3120;2;2;3.8;
HAD_P;2013;330000340;330780552;N9999;85;35;106.1;0
HAD_P;2013;330000340;330780552;Ncoor;4;;4;
HAD_P;2013;330000340;330780552;M9999;4;7;8;0
HAD_P;2013;330000589;330027509;M9999;0;1;0.5;
HAD_P;2013;330000589;330027509;Mcoor;0;1;0.5;
HAD_P;2013;330000589;330027509;N2210;13;3;15.52;
HAD_P;2013;330000589;330027509;N2710;0;1;0.5;
HAD_P;2013;330000589;330027509;N3120;0;1;0.5;
HAD_P;2013;330000589;330027509;N9999;14;9;20.54;
HAD_P;2013;330000589;330027509;NAUT;1;4;4.02;
HAD_P;2013;330000589;330027509;M9999;0;1;0.5;
HAD_P;2013;330025958;330025859;M9999;;1;0.66;
HAD_P;2013;330025958;330025859;Mcoor;;1;0.66;
HAD_P;2013;330025958;330025859;N2120;1;;1;
HAD_P;2013;330025958;330025859;N2210;18;1;14.69;43
HAD_P;2013;330025958;330025859;N2410;;;;37
HAD_P;2013;330025958;330025859;N2510;2;4;2.73;
HAD_P;2013;330025958;330025859;N2710;;1;0.6;
HAD_P;2013;330025958;330025859;N3120;2;;1.58;
HAD_P;2013;330025958;330025859;N9999;31;8;29.33;88
HAD_P;2013;330025958;330025859;NAUT;6;1;4.76;8
HAD_P;2013;330025958;330025859;Ncoor;2;1;3.97;
HAD_P;2013;330025958;330025859;M9999;;1;0.66;
HAD_P;2013;340016476;340016468;M3050;;1;0.09;125
HAD_P;2013;340016476;340016468;M9999;;4;1.4;125
HAD_P;2013;340016476;340016468;MAUT;;1;0.18;
HAD_P;2013;340016476;340016468;Mcoor;;2;1.13;
HAD_P;2013;340016476;340016468;N2120;1;;1;
HAD_P;2013;340016476;340016468;N2210;;;;400
HAD_P;2013;340016476;340016468;N2410;;;;50
HAD_P;2013;340016476;340016468;N2460;;;;5
HAD_P;2013;340016476;340016468;N2710;;1;0.51;
HAD_P;2013;340016476;340016468;N3120;;1;0.34;
HAD_P;2013;340016476;340016468;N9999;6;5;7.39;455
HAD_P;2013;340016476;340016468;NAUT;2;3;2.54;
HAD_P;2013;340016476;340016468;Ncoor;3;;3;
HAD_P;2013;340016476;340016468;M9999;;4;1.4;125
HAD_P;2013;340017839;340784933;M3050;1;1;1.2;0
HAD_P;2013;340017839;340784933;M9999;1;3;1.9;8
HAD_P;2013;340017839;340784933;MAUT;0;1;0.2;8
HAD_P;2013;340017839;340784933;Mcoor;0;1;0.5;
HAD_P;2013;340017839;340784933;N2120;1;0;1;
HAD_P;2013;340017839;340784933;N2210;4;0;4;300
HAD_P;2013;340017839;340784933;N2710;0;1;0.4;
HAD_P;2013;340017839;340784933;N3120;0;1;0.4;
HAD_P;2013;340017839;340784933;N9999;9;5;12.3;300
HAD_P;2013;340017839;340784933;NAUT;0;3;2.5;
HAD_P;2013;340017839;340784933;Ncoor;4;0;4;
HAD_P;2013;340017839;340784933;M9999;1;3;1.9;8
HAD_P;2013;340017847;340018175;M3050;0;0;0;130
HAD_P;2013;340017847;340018175;M9999;0;1;0.53;260
HAD_P;2013;340017847;340018175;MAUT;;;;130
HAD_P;2013;340017847;340018175;Mcoor;0;1;0.53;
HAD_P;2013;340017847;340018175;N2120;1;0;1;
HAD_P;2013;340017847;340018175;N2210;;;;180
HAD_P;2013;340017847;340018175;N2410;;;;36
HAD_P;2013;340017847;340018175;N2710;;;;1
HAD_P;2013;340017847;340018175;N3120;0;1;0.18;
HAD_P;2013;340017847;340018175;N9999;4;1;4.18;217
HAD_P;2013;340017847;340018175;Ncoor;3;0;3;
HAD_P;2013;340017847;340018175;M9999;0;1;0.53;260
HAD_P;2013;340019173;340019165;M9999;1;;1;
HAD_P;2013;340019173;340019165;Mcoor;1;;1;
HAD_P;2013;340019173;340019165;N2120;1;;1;
HAD_P;2013;340019173;340019165;N9999;1;;1;
HAD_P;2013;340019173;340019165;M9999;1;;1;
HAD_P;2013;340021211;340780055;M9999;;1;0.4;
HAD_P;2013;340021211;340780055;Mcoor;;1;0.4;
HAD_P;2013;340021211;340780055;N2120;1;;1;
HAD_P;2013;340021211;340780055;N2210;6;1;6.77;
HAD_P;2013;340021211;340780055;N2410;;1;0.5;
HAD_P;2013;340021211;340780055;N2460;;1;0.6;
HAD_P;2013;340021211;340780055;N2510;;1;0.86;
HAD_P;2013;340021211;340780055;N2710;;1;0.5;
HAD_P;2013;340021211;340780055;N9999;8;6;11.73;
HAD_P;2013;340021211;340780055;NAUT;1;1;1.5;
HAD_P;2013;340021211;340780055;M9999;;1;0.4;
HAD_P;2013;340780154;340000116;M3050;;1;0.5;
HAD_P;2013;340780154;340000116;M9999;;2;1;
HAD_P;2013;340780154;340000116;Mcoor;;1;0.5;
HAD_P;2013;340780154;340000116;N2210;18;;18;77
HAD_P;2013;340780154;340000116;N2410;;;;28
HAD_P;2013;340780154;340000116;N2460;;;;1
HAD_P;2013;340780154;340000116;N2470;;;;1
HAD_P;2013;340780154;340000116;N2510;2;;2;
HAD_P;2013;340780154;340000116;N3120;1;;0.5;
HAD_P;2013;340780154;340000116;N9999;24;1;24.3;113
HAD_P;2013;340780154;340000116;NAUT;1;1;1.8;6
HAD_P;2013;340780154;340000116;Ncoor;2;;2;
HAD_P;2013;340780154;340000116;M9999;;2;1;
HAD_P;2013;340782036;340780477;M9999;1;2;3;
HAD_P;2013;340782036;340780477;MAUT;;2;2;
HAD_P;2013;340782036;340780477;Mcoor;1;;1;
HAD_P;2013;340782036;340780477;N2120;1;;1;
HAD_P;2013;340782036;340780477;N2210;6;3;8.2;
HAD_P;2013;340782036;340780477;N2510;3;;3;
HAD_P;2013;340782036;340780477;N9999;16;5;18.06;
HAD_P;2013;340782036;340780477;NAUT;5;2;4.86;
HAD_P;2013;340782036;340780477;Ncoor;1;;1;
HAD_P;2013;340782036;340780477;M9999;1;2;3;
HAD_P;2013;350042628;350042578;M3050;;1;0.5;
HAD_P;2013;350042628;350042578;M9999;2;3;3.5;
HAD_P;2013;350042628;350042578;Mcoor;2;2;3;
HAD_P;2013;350042628;350042578;N2120;5;;5;
HAD_P;2013;350042628;350042578;N2210;40;;39;
HAD_P;2013;350042628;350042578;N2510;13;;12.6;
HAD_P;2013;350042628;350042578;N2710;;2;1.4;
HAD_P;2013;350042628;350042578;N3120;;3;1.6;
HAD_P;2013;350042628;350042578;N9999;58;5;59.6;
HAD_P;2013;350042628;350042578;M9999;2;3;3.5;
HAD_P;2013;350044772;350000626;M3050;;1;0.1;
HAD_P;2013;350044772;350000626;M9999;1;1;1.1;
HAD_P;2013;350044772;350000626;Mcoor;1;;1;
HAD_P;2013;350044772;350000626;N2210;5;1;5.9;
HAD_P;2013;350044772;350000626;N2510;5;1;5.9;
HAD_P;2013;350044772;350000626;N2710;;1;0.5;
HAD_P;2013;350044772;350000626;N3120;;1;0.5;
HAD_P;2013;350044772;350000626;N9999;13;4;15.8;
HAD_P;2013;350044772;350000626;NAUT;1;;1;
HAD_P;2013;350044772;350000626;Ncoor;2;;2;
HAD_P;2013;350044772;350000626;M9999;1;1;1.1;
HAD_P;2013;360000137;360000053;M9999;;;0.5;
HAD_P;2013;360000137;360000053;Mcoor;;;0.5;
HAD_P;2013;360000137;360000053;N2210;7;1;7.27;
HAD_P;2013;360000137;360000053;N2510;4;;3.58;
HAD_P;2013;360000137;360000053;N3120;2;;1.43;
HAD_P;2013;360000137;360000053;N9999;13;1;12.28;
HAD_P;2013;360000137;360000053;M9999;;;0.5;
HAD_P;2013;370009938;370001299;M3050;2;;0.5;
HAD_P;2013;370009938;370001299;M9999;4;3;4;
HAD_P;2013;370009938;370001299;Mcoor;2;3;3.5;
HAD_P;2013;370009938;370001299;N2120;1;;1;
HAD_P;2013;370009938;370001299;N2210;18;;18;4
HAD_P;2013;370009938;370001299;N2410;1;;0.4;2
HAD_P;2013;370009938;370001299;N2460;1;;0.2;0
HAD_P;2013;370009938;370001299;N2510;12;2;13.6;
HAD_P;2013;370009938;370001299;N2710;1;;0.5;0
HAD_P;2013;370009938;370001299;N3120;1;;0.5;
HAD_P;2013;370009938;370001299;N9999;40;3;39.5;6
HAD_P;2013;370009938;370001299;NAUT;3;;2.5;0
HAD_P;2013;370009938;370001299;Ncoor;2;1;2.8;
HAD_P;2013;370009938;370001299;M9999;4;3;4;
HAD_P;2013;370103673;370001638;M3050;;1;0.8;
HAD_P;2013;370103673;370001638;M9999;;5;1.99;
HAD_P;2013;370103673;370001638;Mcoor;;4;1.19;
HAD_P;2013;370103673;370001638;N2120;2;;2;
HAD_P;2013;370103673;370001638;N2210;15;8;22.21;
HAD_P;2013;370103673;370001638;N2410;1;;1;
HAD_P;2013;370103673;370001638;N2510;11;9;19.4;
HAD_P;2013;370103673;370001638;N2710;;1;0.8;
HAD_P;2013;370103673;370001638;N3120;1;;1;
HAD_P;2013;370103673;370001638;N9999;37;47;60.36;
HAD_P;2013;370103673;370001638;NAUT;4;29;10.95;
HAD_P;2013;370103673;370001638;Ncoor;3;;3;
HAD_P;2013;370103673;370001638;M9999;;5;1.99;
HAD_P;2013;380000067;380780080;M9999;1;;1.2;
HAD_P;2013;380000067;380780080;MAUT;1;;1.2;
HAD_P;2013;380000067;380780080;N2120;1;;1;
HAD_P;2013;380000067;380780080;N2210;6;9;14.77;
HAD_P;2013;380000067;380780080;N2410;1;;1;
HAD_P;2013;380000067;380780080;N2510;8;1;9.08;
HAD_P;2013;380000067;380780080;N3120;;3;2.56;
HAD_P;2013;380000067;380780080;N9999;24;19;40.53;
HAD_P;2013;380000067;380780080;NAUT;8;6;12.12;
HAD_P;2013;380000067;380780080;M9999;1;;1.2;
HAD_P;2013;380000174;380781435;M9999;2;0;1.1;53
HAD_P;2013;380000174;380781435;MAUT;1;;0.1;53
HAD_P;2013;380000174;380781435;Mcoor;1;0;1;
HAD_P;2013;380000174;380781435;N2120;1;0;1;
HAD_P;2013;380000174;380781435;N2210;3;4;5.87;326
HAD_P;2013;380000174;380781435;N2410;;;;64
HAD_P;2013;380000174;380781435;N2710;1;;0.5;
HAD_P;2013;380000174;380781435;N3120;1;;0.5;
HAD_P;2013;380000174;380781435;N9999;12;5;11.82;402
HAD_P;2013;380000174;380781435;NAUT;6;1;3.95;12
HAD_P;2013;380000174;380781435;M9999;2;0;1.1;53
HAD_P;2013;380007468;380017723;M9999;0;2;1;
HAD_P;2013;380007468;380017723;Mcoor;0;2;1;
HAD_P;2013;380007468;380017723;N2210;4;1;4.8;
HAD_P;2013;380007468;380017723;N2510;2;2;3.6;
HAD_P;2013;380007468;380017723;N3120;0;1;0.91;
HAD_P;2013;380007468;380017723;N9999;7;5;11.01;
HAD_P;2013;380007468;380017723;Ncoor;1;1;1.7;
HAD_P;2013;380007468;380017723;M9999;0;2;1;
HAD_P;2013;390004349;390004299;M3050;1;;0.28;
HAD_P;2013;390004349;390004299;M9999;3;;1.28;
HAD_P;2013;390004349;390004299;Mcoor;2;;1;
HAD_P;2013;390004349;390004299;N2120;2;;2;
HAD_P;2013;390004349;390004299;N2210;6;;5.75;
HAD_P;2013;390004349;390004299;N2710;1;;0.5;
HAD_P;2013;390004349;390004299;N3120;1;;0.5;
HAD_P;2013;390004349;390004299;N9999;13;;11.75;
HAD_P;2013;390004349;390004299;Ncoor;3;;3;
HAD_P;2013;390004349;390004299;M9999;3;;1.28;
HAD_P;2013;400008199;400008108;M3050;;1;0.5;
HAD_P;2013;400008199;400008108;M9999;0;4;1.7;
HAD_P;2013;400008199;400008108;Mcoor;0;3;1.2;
HAD_P;2013;400008199;400008108;N2120;2;;2;
HAD_P;2013;400008199;400008108;N2210;14;7;18.5;100
HAD_P;2013;400008199;400008108;N2460;;1;0.5;
HAD_P;2013;400008199;400008108;N2510;4;1;4.8;
HAD_P;2013;400008199;400008108;N2710;;2;0.31;
HAD_P;2013;400008199;400008108;N3120;;1;0.5;
HAD_P;2013;400008199;400008108;N9999;24;16;32.71;100
HAD_P;2013;400008199;400008108;NAUT;4;2;4.7;
HAD_P;2013;400008199;400008108;Ncoor;;2;1.4;
HAD_P;2013;400008199;400008108;M9999;0;4;1.7;
HAD_P;2013;400780888;400000535;M3050;1;;0.4;92
HAD_P;2013;400780888;400000535;M9999;3;1;2.94;92
HAD_P;2013;400780888;400000535;Mcoor;2;1;2.54;
HAD_P;2013;400780888;400000535;N2120;2;;2;
HAD_P;2013;400780888;400000535;N2210;;84;54.87;13
HAD_P;2013;400780888;400000535;N2410;;;;125
HAD_P;2013;400780888;400000535;N2510;;111;37.05;
HAD_P;2013;400780888;400000535;N2710;1;1;1.16;
HAD_P;2013;400780888;400000535;N3120;2;1;2.8;
HAD_P;2013;400780888;400000535;N9999;5;208;105.95;200
HAD_P;2013;400780888;400000535;NAUT;;;;62
HAD_P;2013;400780888;400000535;Ncoor;;11;8.07;
HAD_P;2013;400780888;400000535;M9999;3;1;2.94;92
HAD_P;2013;420000010;420780033;M3050;0;0;0;9
HAD_P;2013;420000010;420780033;M9999;0;1;0.77;62
HAD_P;2013;420000010;420780033;MAUT;0;0;0;53
HAD_P;2013;420000010;420780033;Mcoor;;1;0.77;
HAD_P;2013;420000010;420780033;N2120;1;0;0.96;
HAD_P;2013;420000010;420780033;N2210;9;2;10.24;28
HAD_P;2013;420000010;420780033;N2410;0;0;0;26
HAD_P;2013;420000010;420780033;N2510;2;1;2.51;
HAD_P;2013;420000010;420780033;N3120;1;0;0.25;
HAD_P;2013;420000010;420780033;N9999;17;4;16.38;55
HAD_P;2013;420000010;420780033;NAUT;4;1;2.42;1
HAD_P;2013;420000010;420780033;M9999;0;1;0.77;62
HAD_P;2013;420002479;420002438;M3050;1;1;1;
HAD_P;2013;420002479;420002438;M9999;3;6;3.93;32
HAD_P;2013;420002479;420002438;MAUT;;2;0.9;32
HAD_P;2013;420002479;420002438;Mcoor;2;3;2.03;
HAD_P;2013;420002479;420002438;N2120;2;;2;
HAD_P;2013;420002479;420002438;N2210;6;;6;307
HAD_P;2013;420002479;420002438;N2410;;;;42
HAD_P;2013;420002479;420002438;N2710;;2;0.96;
HAD_P;2013;420002479;420002438;N3120;1;1;1.8;
HAD_P;2013;420002479;420002438;N9999;16;3;17.76;351
HAD_P;2013;420002479;420002438;NAUT;;;;2
HAD_P;2013;420002479;420002438;Ncoor;7;;7;
HAD_P;2013;420002479;420002438;M9999;3;6;3.93;32
HAD_P;2013;420010258;420010209;M3050;;;;139
HAD_P;2013;420010258;420010209;M9999;1;3;1.95;233
HAD_P;2013;420010258;420010209;MAUT;;;;94
HAD_P;2013;420010258;420010209;Mcoor;1;3;1.95;
HAD_P;2013;420010258;420010209;N2120;1;2;1.5;
HAD_P;2013;420010258;420010209;N2210;6;2;6;339
HAD_P;2013;420010258;420010209;N2410;1;2;1.2;128
HAD_P;2013;420010258;420010209;N2510;3;;2.8;
HAD_P;2013;420010258;420010209;N2710;;2;0.6;
HAD_P;2013;420010258;420010209;N3120;1;1;1.3;
HAD_P;2013;420010258;420010209;N9999;21;13;20.9;497
HAD_P;2013;420010258;420010209;NAUT;7;4;6;30
HAD_P;2013;420010258;420010209;Ncoor;2;;1.5;
HAD_P;2013;420010258;420010209;M9999;1;3;1.95;233
HAD_P;2013;420010308;420010209;M3050;;;;18
HAD_P;2013;420010308;420010209;M9999;1;3;0.4;32
HAD_P;2013;420010308;420010209;MAUT;;;;14
HAD_P;2013;420010308;420010209;Mcoor;1;3;0.4;
HAD_P;2013;420010308;420010209;N2120;1;2;0.7;
HAD_P;2013;420010308;420010209;N2210;6;2;1.9;61
HAD_P;2013;420010308;420010209;N2410;1;2;0.5;21
HAD_P;2013;420010308;420010209;N2510;3;;0.2;
HAD_P;2013;420010308;420010209;N2710;;2;0.34;
HAD_P;2013;420010308;420010209;N3120;1;1;0.6;
HAD_P;2013;420010308;420010209;N9999;21;12;8.64;91
HAD_P;2013;420010308;420010209;NAUT;7;3;3.9;9
HAD_P;2013;420010308;420010209;Ncoor;2;;0.5;
HAD_P;2013;420010308;420010209;M9999;1;3;0.4;32
HAD_P;2013;420013005;690007182;M3050;0;0;0;57
HAD_P;2013;420013005;690007182;M9999;0;1;0.2;87
HAD_P;2013;420013005;690007182;MAUT;0;0;0;30
HAD_P;2013;420013005;690007182;Mcoor;0;1;0.2;
HAD_P;2013;420013005;690007182;N2120;1;0;1;
HAD_P;2013;420013005;690007182;N2210;1;3;3.1;55
HAD_P;2013;420013005;690007182;N2410;0;0;0;34
HAD_P;2013;420013005;690007182;N2710;0;1;0.3;0
HAD_P;2013;420013005;690007182;N3120;0;1;0.5;
HAD_P;2013;420013005;690007182;N9999;2;5;4.9;93
HAD_P;2013;420013005;690007182;NAUT;0;0;0;4
HAD_P;2013;420013005;690007182;M9999;0;1;0.2;87
HAD_P;2013;430000117;430000018;M9999;1;0;0.63;
HAD_P;2013;430000117;430000018;Mcoor;1;0;0.63;
HAD_P;2013;430000117;430000018;N2120;0;1;0.5;
HAD_P;2013;430000117;430000018;N2210;2;3;3.76;
HAD_P;2013;430000117;430000018;N2510;0;0;0.04;
HAD_P;2013;430000117;430000018;N3120;0;1;0.25;
HAD_P;2013;430000117;430000018;N9999;6;5;6.78;
HAD_P;2013;430000117;430000018;NAUT;4;0;2.23;
HAD_P;2013;430000117;430000018;M9999;1;0;0.63;
HAD_P;2013;440000271;440000289;M9999;1;;0.4;
HAD_P;2013;440000271;440000289;Mcoor;1;;0.4;
HAD_P;2013;440000271;440000289;N2210;2;3;3.96;
HAD_P;2013;440000271;440000289;N9999;2;3;3.96;
HAD_P;2013;440000271;440000289;M9999;1;;0.4;
HAD_P;2013;440012128;440003960;M3050;0;1;0.34;0
HAD_P;2013;440012128;440003960;M9999;0;7;3.24;0
HAD_P;2013;440012128;440003960;Mcoor;0;6;2.9;
HAD_P;2013;440012128;440003960;N2120;1;2;2.6;
HAD_P;2013;440012128;440003960;N2210;29;6;33.33;
HAD_P;2013;440012128;440003960;N2410;1;5;3.91;
HAD_P;2013;440012128;440003960;N2510;27;6;28;
HAD_P;2013;440012128;440003960;N2710;0;1;0.53;
HAD_P;2013;440012128;440003960;N3120;2;3;4.99;
HAD_P;2013;440012128;440003960;N9999;94;32;111.6;0
HAD_P;2013;440012128;440003960;NAUT;15;9;21.57;0
HAD_P;2013;440012128;440003960;Ncoor;19;0;16.67;
HAD_P;2013;440012128;440003960;M9999;0;7;3.24;0
HAD_P;2013;440017440;440000057;M9999;1;1;1.3;
HAD_P;2013;440017440;440000057;MAUT;;1;0.3;
HAD_P;2013;440017440;440000057;Mcoor;1;;1;
HAD_P;2013;440017440;440000057;N2120;;1;0.5;
HAD_P;2013;440017440;440000057;N2210;1;3;3.2;
HAD_P;2013;440017440;440000057;N2510;4;8;10;
HAD_P;2013;440017440;440000057;N2710;;1;0.5;
HAD_P;2013;440017440;440000057;N3120;;2;0.8;
HAD_P;2013;440017440;440000057;N9999;10;15;20;
HAD_P;2013;440017440;440000057;NAUT;1;;1;
HAD_P;2013;440017440;440000057;Ncoor;4;;4;
HAD_P;2013;440017440;440000057;M9999;1;1;1.3;
HAD_P;2013;450005798;370001299;M3050;1;;0.2;
HAD_P;2013;450005798;370001299;M9999;1;3;1.95;
HAD_P;2013;450005798;370001299;Mcoor;0;3;1.75;
HAD_P;2013;450005798;370001299;N2120;1;;1;
HAD_P;2013;450005798;370001299;N2210;12;;12;
HAD_P;2013;450005798;370001299;N2510;10;;10;
HAD_P;2013;450005798;370001299;N2710;0;1;0.4;
HAD_P;2013;450005798;370001299;N3120;1;;1;
HAD_P;2013;450005798;370001299;N9999;28;1;28.4;
HAD_P;2013;450005798;370001299;NAUT;2;;2;
HAD_P;2013;450005798;370001299;Ncoor;2;;2;
HAD_P;2013;450005798;370001299;M9999;1;3;1.95;
HAD_P;2013;450013719;450011150;M9999;;3;0.14;
HAD_P;2013;450013719;450011150;Mcoor;;3;0.14;
HAD_P;2013;450013719;450011150;N2210;1;;0.3;
HAD_P;2013;450013719;450011150;N2510;4;;1;
HAD_P;2013;450013719;450011150;N2710;;2;0.1;
HAD_P;2013;450013719;450011150;N3120;1;1;0.16;
HAD_P;2013;450013719;450011150;N9999;23;12;2.82;
HAD_P;2013;450013719;450011150;NAUT;9;9;0.54;
HAD_P;2013;450013719;450011150;Ncoor;8;;0.72;
HAD_P;2013;450013719;450011150;M9999;;3;0.14;
HAD_P;2013;450014048;450011150;M9999;;3;0.22;
HAD_P;2013;450014048;450011150;Mcoor;;3;0.22;
HAD_P;2013;450014048;450011150;N2210;1;;0.7;
HAD_P;2013;450014048;450011150;N2510;4;;3;
HAD_P;2013;450014048;450011150;N2710;;2;0.15;
HAD_P;2013;450014048;450011150;N3120;1;1;0.25;
HAD_P;2013;450014048;450011150;N9999;23;12;6.45;
HAD_P;2013;450014048;450011150;NAUT;9;9;1.23;
HAD_P;2013;450014048;450011150;Ncoor;8;;1.12;
HAD_P;2013;450014048;450011150;M9999;;3;0.22;
HAD_P;2013;450018528;450011150;M9999;;3;0.22;
HAD_P;2013;450018528;450011150;Mcoor;;3;0.22;
HAD_P;2013;450018528;450011150;N2210;6;;6;
HAD_P;2013;450018528;450011150;N2510;4;;4;
HAD_P;2013;450018528;450011150;N2710;;2;0.15;
HAD_P;2013;450018528;450011150;N3120;1;1;0.25;
HAD_P;2013;450018528;450011150;N9999;28;12;16.88;
HAD_P;2013;450018528;450011150;NAUT;9;9;5.36;
HAD_P;2013;450018528;450011150;Ncoor;8;;1.12;
HAD_P;2013;450018528;450011150;M9999;;3;0.22;
HAD_P;2013;450018536;370001299;M3050;;1;0.2;
HAD_P;2013;450018536;370001299;M9999;2;4;3.4;
HAD_P;2013;450018536;370001299;Mcoor;2;3;3.2;
HAD_P;2013;450018536;370001299;N2120;1;0;1;
HAD_P;2013;450018536;370001299;N2210;29;0;29;
HAD_P;2013;450018536;370001299;N2460;0;1;0.2;
HAD_P;2013;450018536;370001299;N2510;17;0;17;
HAD_P;2013;450018536;370001299;N2710;0;1;0.5;
HAD_P;2013;450018536;370001299;N3120;1;0;1;
HAD_P;2013;450018536;370001299;N9999;55;2;55.7;
HAD_P;2013;450018536;370001299;NAUT;3;0;3;
HAD_P;2013;450018536;370001299;Ncoor;4;0;4;
HAD_P;2013;450018536;370001299;M9999;2;4;3.4;
HAD_P;2013;460000102;460780208;M3050;1;;0.18;
HAD_P;2013;460000102;460780208;M9999;4;;0.6;
HAD_P;2013;460000102;460780208;MAUT;2;;0.02;
HAD_P;2013;460000102;460780208;Mcoor;1;;0.4;
HAD_P;2013;460000102;460780208;N2210;3;;1.71;
HAD_P;2013;460000102;460780208;N2510;5;2;5.94;
HAD_P;2013;460000102;460780208;N9999;8;3;7.7;
HAD_P;2013;460000102;460780208;NAUT;;1;0.05;
HAD_P;2013;460000102;460780208;M9999;4;;0.6;
HAD_P;2013;460000110;460780216;M9999;1;0;1;
HAD_P;2013;460000110;460780216;Mcoor;1;0;1;
HAD_P;2013;460000110;460780216;N2120;1;0;1;
HAD_P;2013;460000110;460780216;N2210;5;0;5.26;
HAD_P;2013;460000110;460780216;N2460;0;0;0.46;
HAD_P;2013;460000110;460780216;N2510;2;0;2.09;
HAD_P;2013;460000110;460780216;N9999;9;0;9.81;
HAD_P;2013;460000110;460780216;NAUT;1;0;1;
HAD_P;2013;460000110;460780216;M9999;1;0;1;
HAD_P;2013;460006075;460006067;M3050;;1;0.24;18
HAD_P;2013;460006075;460006067;M9999;;2;0.74;43
HAD_P;2013;460006075;460006067;MAUT;;;;25
HAD_P;2013;460006075;460006067;Mcoor;;1;0.5;
HAD_P;2013;460006075;460006067;N2210;3;;3;6
HAD_P;2013;460006075;460006067;N2410;;;;18
HAD_P;2013;460006075;460006067;N2510;4;;4;
HAD_P;2013;460006075;460006067;N2710;;1;0.1;1
HAD_P;2013;460006075;460006067;N3120;;1;0.4;
HAD_P;2013;460006075;460006067;N9999;8;22;13.5;25
HAD_P;2013;460006075;460006067;NAUT;;20;5;
HAD_P;2013;460006075;460006067;Ncoor;1;;1;
HAD_P;2013;460006075;460006067;M9999;;2;0.74;43
HAD_P;2013;460006091;460785090;M9999;;2;0.78;1
HAD_P;2013;460006091;460785090;MAUT;;2;0.78;1
HAD_P;2013;460006091;460785090;N2120;6;2;5.59;
HAD_P;2013;460006091;460785090;N2210;;1;0.02;
HAD_P;2013;460006091;460785090;N2510;11;5;13.65;
HAD_P;2013;460006091;460785090;N9999;17;11;21.69;
HAD_P;2013;460006091;460785090;NAUT;;3;2.43;
HAD_P;2013;460006091;460785090;M9999;;2;0.78;1
HAD_P;2013;470009358;470009309;M3050;1;1;1.5;
HAD_P;2013;470009358;470009309;M9999;2;7;5.1;0
HAD_P;2013;470009358;470009309;MAUT;0;1;0.5;0
HAD_P;2013;470009358;470009309;Mcoor;1;5;3.1;
HAD_P;2013;470009358;470009309;N2120;1;;1;
HAD_P;2013;470009358;470009309;N2210;20;8;22.54;17
HAD_P;2013;470009358;470009309;N2410;;;;73
HAD_P;2013;470009358;470009309;N2510;16;6;17.76;
HAD_P;2013;470009358;470009309;N2710;;;;6
HAD_P;2013;470009358;470009309;N3120;1;2;1.94;
HAD_P;2013;470009358;470009309;N9999;53;17;58.51;96
