BOR;AN;FI;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_A5;CANCERO_A6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_A10;CANCERO_B10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B17;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2013;570000349;570005165;1;0;1;5419;4564;8643;1;;;;4975;0;4526;0;474;0;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;15;10;;;590;4639;0;0;0;0;0;0;4569;0;0;0;3;;;;3;;13;9;;;;3;5;1;;7;15.51;14.69;0.53;;4.38
CANCERO;2013;570000356;570000919;0;0;0;649;80;4193;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;570000596;750821092;1;0;0;1007;778;1686;1;;;;863;0;730;0;91;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;570000646;570001115;1;0;1;13890;12659;8795;1;;;;12679;0;12432;0;1134;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;17;6;;;808;12533;0;0;0;0;0;0;6298;0;0;0;3;;0;;3;;14;7;0;;0;3;3;1;;1;16.3;8.3;0.5;;0.52
CANCERO;2013;570000901;570000158;1;0;0;2207;1742;4006;1;;;;1761;0;1594;0;228;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;570001057;570023630;1;0;1;8570;7835;4036;1;;;;8499;0;7782;0;908;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;24;21;;;906;8538;0;0;0;1;0;0;5623;0;0;0;4;;;;4;;14;7;;;1;2;3;1;;;15.3;9.1;0.5;;1
CANCERO;2013;570005256;570005165;1;0;0;98;88;135;1;;;;52;0;39;;16;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;570015248;570002204;0;1;0;0;0;0;0;;;;;;;;;;;;3;0;0;2051;47699;2384;0;0;2051;0;4;4;19;0;10;0;1;0;1;0;2;4.8;4;18.8;0;11.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;570026252;570023630;1;0;0;3018;1512;13660;1;;;;1794;0;1417;0;351;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;570026682;570005165;1;1;1;27359;25747;15630;1;;;;7157;0;6051;0;851;0;0;0;3;0;4;973;18449;235;98;15;967;50;5;4;12;;9;0;;1;8;;5;5;4.8;17.97;;12.83;20;25;;;591;8009;0;0;0;0;0;0;5063;0;0;0;4;;;;4;;9;7;;;3;13;12;1;;6;19.19;14.26;0.86;;5.58
CANCERO;2013;580780138;580000024;1;1;1;9078;8515;3957;1;;;;8606;0;8479;0;613;0;0;0;2;0;0;684;17089;;0;;684;0;2;2;7;1;6;0;;;;;1;2;2;7;1;6.68;14;10;66;35;425;8368;3312;8493;0;0;0;0;0;0;0;0;;1;3;;3;1;8;6;;;3;2;2;1;;;9.25;7.17;0.3;;3
CANCERO;2013;580972685;580780096;1;0;0;649;568;470;0;210780417;;;487;;452;;52;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;580972693;580780039;1;0;1;2837;2523;4023;1;;;;2679;0;2517;0;342;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;0;3785;0;0;0;0;0;0;0;0;0;0;;1;3;;0.4;0.2;0;;;;;7;;;;;5.2;;;;
CANCERO;2013;590000188;590780334;1;1;1;62193;55981;121161;1;;;;16133;0;14151;0;2061;0;124;0;7;0;10;2583;41874;1470;551;258;2325;471;6;7;48;;;68;1;0;3;;;7.1;6.83;48.47;;;93;40;57;9;3727;15514;2836;1742;520;1284;3;0;15010;11708;1990;12;9;;0;;9;;;;;;;;;;;;;;;;
CANCERO;2013;590000337;590781415;1;0;1;5206;4949;2654;1;;;;5213;;4973;;500;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;0;3132;0;0;0;0;0;0;0;0;0;0;1;;1;;1.43;;;;;;;;;;;;;;;;
CANCERO;2013;590000428;590781605;1;0;0;163;99;387;0;590052056;;;138;;91;;22;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590000535;590781803;1;0;0;129;79;981;0;590000618;;;78;;71;;13;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590000592;590782165;1;0;1;583;460;1624;1;;;;482;;448;;90;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;0;309;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.4;1;;;;;0;;;;;1;;;;
CANCERO;2013;590000618;590782215;1;0;1;8651;7315;12115;1;;;;7479;0;6998;0;783;0;14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;20;14;;;1021;2678;0;0;0;0;0;0;6405;0;0;0;3;;1;;3.08;;11;8;0;1;0;4;4;1;1;1;13.46;8.8;1.28;0.57;0.08
CANCERO;2013;590000758;590782637;1;0;1;578;514;1005;1;;;;506;;495;;66;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;464;0;0;0;0;0;0;0;0;0;0;;;1;1;0.3;0.01;;;1;;;;;;;1;;;1;;0.5
CANCERO;2013;590000774;590782652;1;0;1;70;6;224;1;;;;1308;;1298;;128;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;1276;;;;;;;;;;;1;;;;1;;4;;;;;;;;;;1.87;;;;
CANCERO;2013;590001004;590783239;1;0;0;1265;1127;1494;1;;;;1134;0;1117;0;161;0;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590006607;590780193;1;0;1;2264;1443;4808;0;;;;1695;0;1275;0;15;0;130;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4352;0;0;0;4253;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590006896;590000519;0;0;0;260;119;1076;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590008041;590008033;1;0;0;845;142;6200;0;590052049;;;22;0;0;0;18;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590025458;590782652;1;0;0;103;0;390;0;590000774;;;0;115;0;116;0;14;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590046520;590046512;1;0;0;487;74;3179;0;0;;;85;0;64;0;38;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590047957;590008629;0;1;0;16522;16522;16522;;;;;;;;;;;;;2;1;0;431;16522;0;0;0;831;0;2;2;6;1;6;2;1;;1;;5;2.5;2;6.5;1;7.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590048476;590046785;1;0;0;79;79;79;1;;;;0;79;0;79;0;16;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590052049;590006268;0;1;0;6318;6318;255;0;;;;;;;;;;;;3;0;;1885;29984;;;;1302;;4;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590052056;590051801;1;0;1;2341;2047;2017;1;;;;2058;0;2024;0;223;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;155;2;0;0;0;0;0;0;1236;0;0;0;;;1;;1;;4;;;;1;;;1;;2;4.04;;0.52;;2.08
CANCERO;2013;590780094;590000055;1;0;1;8281;7677;2014;1;;;;8217;0;7667;0;968;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;10;15;;;778;7911;0;0;0;0;0;0;2411;0;0;0;;;;;;;9;1;;;14;2;;1;;2;10.55;1;0.5;;15.6
CANCERO;2013;590780268;590053955;1;1;1;6882;5480;10223;1;;;;5468;0;5322;0;792;0;1;0;2;0;3;0;0;9;0;72;9;61;4;3;;;;0;;;;;;;;;;;11;23;;;483;5304;0;0;0;1;0;0;3919;0;0;0;5;;;;;;11;7;1;1;;3;1;;;;13.4;7.64;1;1;
CANCERO;2013;590780284;590051801;0;0;0;322;15;4095;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590780383;590000204;1;1;1;4392;3306;7802;1;;;;3470;0;3292;0;485;0;0;0;2;1;;0;0;10;0;0;9;0;3;;;;;0;;;;;;3;;;;;;10;;;0;3163;0;0;0;0;0;0;0;0;0;0;2;;;;2;;;;;;;;;;;;;;;;
CANCERO;2013;590781951;590053955;0;0;0;38;2;334;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590782256;590000659;1;0;1;7197;7197;250;1;;;;7197;0;7197;0;846;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;0;7197;0;0;0;0;0;0;0;0;0;0;2;;;;2;;8;2;1;;3;;;;;2;5.93;2;0.79;;2.01
CANCERO;2013;590782298;590000675;0;0;0;479;75;2461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590782553;590000741;1;0;1;2106;1658;3344;1;;;;1622;0;1619;0;202;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;1612;0;0;0;0;0;0;0;0;0;0;1;;1;;1.5;;2;;1;;;;;;1;1;2;;1;0.1;0.07
CANCERO;2013;590784864;590780193;1;0;1;2531;1636;6710;0;;;;2046;0;1604;0;306;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;425;5;0;0;1;0;0;0;560;0;1;0;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590785374;620001834;1;0;0;1071;1010;408;1;;;;1069;0;1009;0;194;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590787586;590780193;1;0;0;61;8;375;0;;;;30;0;0;0;28;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590788964;590001756;1;0;1;4169;3993;2724;1;;;;3279;0;3972;0;462;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;0;2570;0;0;0;0;0;0;0;0;0;0;2;;;;1;;4;3;;;;2;;1;;;5.04;3;0.17;;
CANCERO;2013;590791562;590782421;1;0;0;252;57;1005;0;590801106;;;41;0;35;0;10;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590796975;590780193;1;1;0;3075;1238;10405;0;;;;1304;0;1074;0;280;0;14;0;;;;0;0;689;0;460;656;444;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590797353;590051801;1;0;1;4396;4057;2515;1;;;;4146;0;3910;0;510;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;14;20;;;669;5535;0;0;0;0;0;0;3514;0;0;0;7;;2;;7.46;;12;4;;;;9;11;;;;16.51;7.14;;;
CANCERO;2013;590801106;590782421;1;0;0;5075;4054;7440;1;;;;4781;0;3908;0;601;0;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590804696;590781902;1;0;1;1232;937;2199;1;;;;1096;;925;;172;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;;;159;970;0;0;0;0;0;0;231;0;0;0;1;;;;1;;5;;1;;2;2;;;;1;5.27;;0.5;;0.5
CANCERO;2013;590804712;590003281;0;1;0;642;642;642;0;;;;;;;;;;;;2;0;0;1144;14200;0;0;0;642;0;2;2;7;2;8;0;0;0;1;0;3;2;2;7.8;2;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590811279;590780193;1;0;1;13042;9366;34174;1;;;;10445;0;8777;0;1542;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;334;4171;0;0;0;1;0;0;2697;0;0;0;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590812509;590799995;1;0;0;6;1;236;1;;;;0;21;0;28;0;14;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590813176;590005278;0;0;0;101;42;951;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590813382;590000386;0;0;0;219;21;1303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590813507;590000485;0;0;0;220;54;780;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590815056;590005492;1;0;1;4015;3750;1761;1;;;;3747;0;3740;0;479;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;3769;0;0;0;0;0;0;0;0;0;0;2;;1;;2.5;;3;;;;;1;;;;;3.53;;;;
CANCERO;2013;590816310;590000048;0;0;0;852;170;3671;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;590817458;590053955;1;0;1;2660;2198;2416;1;;;;2149;0;2145;0;294;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;0;2029;0;0;0;0;0;0;0;0;0;0;;;5;6;;;2;;;;;;;1;;;2;;0.5;;
CANCERO;2013;590817755;590006318;0;1;0;0;0;0;0;;;;;;;;;;;;2;0;;;20070;;;;894;;2;2;7;1;6;;;;;;;2;2;7;1;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;600000053;600101984;1;0;1;2072;1743;4013;1;;;;1905;0;1718;0;289;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;29;5;;;865;2047;0;0;0;1;0;0;9925;0;0;0;4;0;0;0;3.5;0;10;10;0;0;5;2;6;1;0;1;11.03;16.35;0.13;0;6.25
CANCERO;2013;600000194;600100713;1;1;1;14739;13746;12371;1;;;;4863;15;4240;18;642;7;1;0;2;0;;381;9064;96;0;0;417;0;;2;7;;6;0;;1;4;;1;;3.68;10.37;;7.87;11;20;;;640;4820;0;0;1;0;0;0;4201;0;3;0;;;;;;;14;11;2;;6;3;4;;;3;16.29;14.23;1.12;;8.21
CANCERO;2013;600000285;600100721;1;0;1;116;92;230;0;600100721;;;85;0;70;0;24;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0;76;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;600000467;600101984;1;0;1;3854;2975;4222;1;;;;3536;0;2943;0;490;0;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;9;7;;;328;4363;0;0;0;2;0;0;661;0;0;0;2;0;0;0;2;0;4;3;0;0;1;0;1;0;0;1;3.81;3.99;0;0;0.92
CANCERO;2013;600002158;600002109;0;1;0;;;;0;;;;;;;;;;;;2;0;0;668;14280;247;0;0;668;0;;2;7;1;3;0;3;;;;2;1.4;2;7;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;600003008;600113278;1;0;0;0;0;0;0;;;;0;7;0;14;0;7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;600011183;600011175;0;1;0;40827;0;167726;0;;;;;;;;;;;;1;0;;;10502;0;0;276;;;2;2;5;;4;;;;;;;2;2;5;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;600012330;600011175;0;1;0;0;0;0;0;;;;;;;;;;;;1;0;0;439;9179;216;0;0;439;0;;1;4;0;5;0;2;1;0;0;1;1.3;1.2;4;0;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;600100168;600106629;1;0;1;1401;1122;1983;1;;;;1115;0;1035;0;153;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;;0;1395;169;0;0;1;0;0;0;0;0;0;0;;3;1;0.67;0.27;1;0;0;;2;;;;1;;1;0;;0.5;2
CANCERO;2013;600100754;600000228;1;0;1;4745;4161;5311;1;;;;4019;0;3957;0;431;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;23;12;;;3709;3957;0;0;0;0;0;0;0;0;0;0;2;;;;2;;3;0;0;0;0;0;0;1;1;2;3;0;0.25;0.15;0.25
CANCERO;2013;600110175;600001234;0;0;0;355;104;1957;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;600113476;600100721;1;1;1;10046;8898;22615;1;;;;4255;0;3484;0;583;0;6;0;1;0;;244;5099;64;0;0;248;0;;;;;;0;;;;;;;;;;;;;;;790;3849;0;0;0;1;0;0;5464;0;0;0;0;2;0;0;0;1.95;0;0;0;0;11;0;0;0;0;2;0;0;0;0;11.87
CANCERO;2013;610000051;610780082;1;0;1;2395;1910;4641;1;;;;2028;0;1828;0;252;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;8;12;;;24;1093;0;0;0;0;0;0;32;0;0;0;;1;;;;1;10;3;0;0;2;2;1;0;0;0;9.22;3.65;0;0;3.96
CANCERO;2013;610000069;610780090;1;0;0;746;584;1620;1;;;;680;;602;;93;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;610000119;610780165;1;0;0;1979;1731;2536;1;;;;1749;;1652;;224;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;610006421;610006413;0;0;0;231;84;774;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;610780199;610000135;1;0;0;300;28;1884;1;;;;20;;20;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;620000034;620100057;1;0;1;3007;2581;3629;1;;;;2680;0;2505;0;304;0;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;17;10;;;51;1586;0;0;0;0;0;0;80;0;0;0;1;;;8;1;3.68;9;5;;;1;4;;1;1;1;12.2;5;0.8;0.3;1.5
CANCERO;2013;620000224;620100651;1;0;0;1655;1459;2067;1;;;;1511;;1444;;213;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;620000257;620100685;1;1;1;9526;8946;9026;1;;;;6081;0;5734;0;734;0;13;0;1;1;;154;2962;11;0;0;9;0;0;;4;;;0;4;;2;;;1.73;;5.73;;;;10;;;0;3441;0;0;0;0;0;0;0;0;0;0;1;;1;;1.1;;5;0;1;1;2;0;0;0;;0;4.4;0.91;0.5;0.4;1.83
CANCERO;2013;620000323;620101337;1;0;1;2625;2280;2467;1;;;;2267;;2233;;291;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;0;2275;0;0;0;0;0;0;0;0;0;0;1;;4;;2.4;;;;;;;;;;;;;;;;
CANCERO;2013;620000349;620101360;1;0;1;2156;1977;1854;1;;;;1975;;1897;;246;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;4;;;300;8;0;0;0;0;0;0;2337;0;0;0;;;1;6;0.3;2.9;5;4;;;1;7;;1;;4;10.46;4;0.5;;3.23
CANCERO;2013;620000653;620103440;1;0;1;5560;4357;8885;1;;;;4932;0;4230;0;643;0;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;1481;0;0;0;0;0;0;0;0;0;0;2;19;1;5;2.5;2.61;50;31;1;0;11;19;13;3;1;15;63.99;41.5;2.5;0.64;20.6
CANCERO;2013;620003202;620103432;1;0;1;1838;1571;2386;1;;;;1557;;1555;;178;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;0;1509;0;0;0;0;0;0;0;0;0;0;;;3;;0.2;;;;;;;;;;;;;;;;
CANCERO;2013;620003350;620001834;1;0;1;1294;1193;756;1;;;;1294;0;1190;0;207;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;620003376;620001834;0;0;0;754;157;5480;1;;;;90;0;90;0;17;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;620006049;620000331;1;0;0;373;88;1925;0;620000653;;;51;0;66;0;8;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;620008698;620004515;0;1;0;;;;0;;;;;;;;;;;;2;0;;759;19263;;;;808;;3;3;8;2;8;;;;;;;3;3;7.7;2;7.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;620009738;620003269;0;1;0;;;;0;;;;;;;;;;;;2;0;;782;17740;;0;;791;;3;3;8;2;8;;;;;;;3;3;7.7;2;7.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;620010389;590799995;1;0;0;22;1;282;1;;;;0;6;0;10;0;5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;620026690;620027839;0;1;0;29416;29416;48658;;;;;;;;;;;;;3;0;0;1287;28129;0;0;0;1301;0;3;1;10;2;8;1;3;1;0;0;3;4.5;2;10;2;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;620100099;620014779;1;0;1;7406;6070;9718;1;;;;6079;0;5683;0;766;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;0;5784;0;0;0;0;0;0;0;0;0;0;4;;;2;4;1;5;7;;;1;3;;1;1;3;7;7;0.5;0.5;2
CANCERO;2013;620100487;620000125;0;0;0;246;63;1294;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;620100735;620000265;1;0;0;3278;2851;3292;1;;;;2842;0;2838;0;300;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;620100750;620000273;1;0;1;2728;2541;1877;1;;;;2525;0;2521;0;297;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;2525;0;0;0;0;0;0;0;0;0;0;;;3;;0.6;;3;;1;;;;;;;;2.2;;0.35;;
CANCERO;2013;620101311;620027763;1;0;1;1210;947;2059;1;;;;941;0;935;0;146;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;1003;0;0;0;0;0;0;0;0;0;0;;;6;2;1.2;0.4;;;;;;2;;1;1;;0.86;;0.2;0.2;
CANCERO;2013;620101501;620000364;0;0;0;484;171;2634;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;620105981;620000968;1;0;0;0;0;0;0;620000257;;;0;6;0;8;0;6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;620106088;620000976;0;0;0;95;12;578;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;620118513;620002915;1;0;1;4067;3648;4500;1;;;;3687;0;3630;0;531;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;3563;0;0;0;0;0;0;0;0;0;0;;;6;1;1.2;0.2;2;;;;;;;1;1;;2;;0.2;0.2;
CANCERO;2013;630000404;630780989;1;0;1;5502;4367;10337;1;;;;4664;0;4324;0;533;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;3088;0;0;0;0;0;0;0;0;0;0;;1;;;;0.7;;;;;;;;;;;;;;;
CANCERO;2013;630000412;630780997;1;0;1;958;925;176;1;;;;966;;932;;79;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;;;0;1124;0;0;0;0;0;0;;0;0;0;0;;1;;0.95;;1;;;;;2;1;;;;2.6;0.5;;;
