BOR;AN;FI;FI_EJ;EQUIPSSR;EQPL;EQAU
SSR2;2013;590000121;590780227;EXPURO;1;
SSR2;2013;590000121;590780227;PISCIN;1;
SSR2;2013;590000543;590781811;APTAUT;;1
SSR2;2013;590000543;590781811;ASSMAR;;1
SSR2;2013;590000543;590781811;ASSMEM;;1
SSR2;2013;590000543;590781811;EXPEQU;;1
SSR2;2013;590000543;590781811;EXPURO;1;
SSR2;2013;590000543;590781811;IDRACH;;1
SSR2;2013;590000543;590781811;ISOCIN;1;
SSR2;2013;590000543;590781811;LABMAR;;1
SSR2;2013;590000543;590781811;PISCIN;1;
SSR2;2013;590000543;590781811;SALINT;;1
SSR2;2013;590000543;590781811;SIMESP;1;
SSR2;2013;590000543;590781811;STICON;;1
SSR2;2013;590000543;590781811;VEHADP;1;
SSR2;2013;590000600;590782207;EXPEQU;1;
SSR2;2013;590000600;590782207;EXPURO;1;
SSR2;2013;590000600;590782207;ISOCIN;1;
SSR2;2013;590000600;590782207;LABMAR;;1
SSR2;2013;590000600;590782207;PISCIN;1;
SSR2;2013;590000600;590782207;SIMESP;1;
SSR2;2013;590000600;590782207;STICON;;1
SSR2;2013;590000618;590782215;APTAUT;1;
SSR2;2013;590000618;590782215;EXPEQU;;1
SSR2;2013;590000618;590782215;EXPURO;1;
SSR2;2013;590000618;590782215;LABMAR;;1
SSR2;2013;590000618;590782215;PISCIN;1;
SSR2;2013;590000618;590782215;SALINT;1;
SSR2;2013;590000618;590782215;SIMESP;1;
SSR2;2013;590000691;590782439;EXPEQU;1;
SSR2;2013;590000691;590782439;EXPURO;;1
SSR2;2013;590000691;590782439;ISOCIN;1;
SSR2;2013;590000691;590782439;LABMAR;;1
SSR2;2013;590000691;590782439;PISCIN;1;
SSR2;2013;590000691;590782439;SALINT;1;
SSR2;2013;590000691;590782439;SIMESP;1;
SSR2;2013;590000691;590782439;STICON;;1
SSR2;2013;590001442;590784245;EXPEQU;1;
SSR2;2013;590001442;590784245;EXPURO;;1
SSR2;2013;590001442;590784245;LABMAR;;1
SSR2;2013;590001442;590784245;PISCIN;1;
SSR2;2013;590001442;590784245;SIMESP;1;
SSR2;2013;590001442;590784245;STICON;;1
SSR2;2013;590001442;590784245;VEHADP;;1
SSR2;2013;590033429;590782421;APTAUT;1;
SSR2;2013;590033429;590782421;ASSMAR;1;
SSR2;2013;590033429;590782421;EXPEQU;1;
SSR2;2013;590033429;590782421;EXPURO;;1
SSR2;2013;590033429;590782421;SIMESP;1;
SSR2;2013;590034732;590000675;EXPEQU;1;
SSR2;2013;590034732;590000675;ISOCIN;1;
SSR2;2013;590034732;590000675;LABMAR;1;
SSR2;2013;590034732;590000675;PISCIN;1;
SSR2;2013;590034732;590000675;SIMESP;1;
SSR2;2013;590040267;590782678;PISCIN;;1
SSR2;2013;590780128;590000063;APTAUT;1;
SSR2;2013;590780128;590000063;ASSMAR;;1
SSR2;2013;590780128;590000063;ASSMEM;;1
SSR2;2013;590780128;590000063;EXPEQU;;1
SSR2;2013;590780128;590000063;EXPURO;1;
SSR2;2013;590780128;590000063;IDRACH;;1
SSR2;2013;590780128;590000063;ISOCIN;1;
SSR2;2013;590780128;590000063;LABMAR;;1
SSR2;2013;590780128;590000063;PISCIN;1;
SSR2;2013;590780128;590000063;SALINT;;1
SSR2;2013;590780128;590000063;SIMESP;1;
SSR2;2013;590780128;590000063;STICON;;1
SSR2;2013;590780128;590000063;VEHADP;;1
SSR2;2013;590781951;590053955;APTAUT;;1
SSR2;2013;590781951;590053955;ASSMAR;;1
SSR2;2013;590781951;590053955;ASSMEM;;1
SSR2;2013;590781951;590053955;EXPEQU;;1
SSR2;2013;590781951;590053955;EXPURO;;1
SSR2;2013;590781951;590053955;IDRACH;;1
SSR2;2013;590781951;590053955;ISOCIN;;1
SSR2;2013;590781951;590053955;LABMAR;;1
SSR2;2013;590781951;590053955;PISCIN;;1
SSR2;2013;590781951;590053955;SALINT;;1
SSR2;2013;590781951;590053955;SIMESP;;1
SSR2;2013;590781951;590053955;STICON;;1
SSR2;2013;590781951;590053955;VEHADP;;1
SSR2;2013;590782181;590039863;LABMAR;;1
SSR2;2013;590782181;590039863;PISCIN;1;
SSR2;2013;590782181;590039863;SIMESP;1;
SSR2;2013;590782280;590004552;EXPEQU;;1
SSR2;2013;590782280;590004552;ISOCIN;;1
SSR2;2013;590782280;590004552;LABMAR;;1
SSR2;2013;590782280;590004552;PISCIN;;1
SSR2;2013;590782280;590004552;SIMESP;1;
SSR2;2013;590782496;590000139;APTAUT;;1
SSR2;2013;590782496;590000139;ASSMAR;;1
SSR2;2013;590782496;590000139;ASSMEM;;1
SSR2;2013;590782496;590000139;EXPEQU;;1
SSR2;2013;590782496;590000139;EXPURO;;1
SSR2;2013;590782496;590000139;IDRACH;;1
SSR2;2013;590782496;590000139;ISOCIN;;1
SSR2;2013;590782496;590000139;LABMAR;;1
SSR2;2013;590782496;590000139;PISCIN;;1
SSR2;2013;590782496;590000139;SALINT;;1
SSR2;2013;590782496;590000139;SIMESP;;1
SSR2;2013;590782496;590000139;STICON;;1
SSR2;2013;590782496;590000139;VEHADP;;1
SSR2;2013;590782546;590000733;EXPEQU;1;
SSR2;2013;590782546;590000733;ISOCIN;1;
SSR2;2013;590782546;590000733;LABMAR;1;
SSR2;2013;590782546;590000733;PISCIN;1;
SSR2;2013;590782546;590000733;SALINT;1;
SSR2;2013;590782546;590000733;SIMESP;1;
SSR2;2013;590782611;750719239;ASSMEM;1;
SSR2;2013;590782611;750719239;PISCIN;1;
SSR2;2013;590783171;590000980;APTAUT;;1
SSR2;2013;590783171;590000980;ASSMAR;;1
SSR2;2013;590783171;590000980;ASSMEM;;1
SSR2;2013;590783171;590000980;EXPEQU;;1
SSR2;2013;590783171;590000980;EXPURO;;1
SSR2;2013;590783171;590000980;IDRACH;;1
SSR2;2013;590783171;590000980;ISOCIN;;1
SSR2;2013;590783171;590000980;LABMAR;;1
SSR2;2013;590783171;590000980;PISCIN;1;
SSR2;2013;590783171;590000980;SALINT;;1
SSR2;2013;590783171;590000980;SIMESP;1;
SSR2;2013;590783171;590000980;STICON;;1
SSR2;2013;590783171;590000980;VEHADP;;1
SSR2;2013;590783189;590004552;EXPEQU;;1
SSR2;2013;590783189;590004552;ISOCIN;;1
SSR2;2013;590783189;590004552;LABMAR;;1
SSR2;2013;590783189;590004552;PISCIN;;1
SSR2;2013;590783189;590004552;SIMESP;1;
SSR2;2013;590784898;590780193;APTAUT;;1
SSR2;2013;590784898;590780193;ASSMAR;1;
SSR2;2013;590784898;590780193;ASSMEM;1;
SSR2;2013;590784898;590780193;EXPEQU;1;
SSR2;2013;590784898;590780193;EXPURO;;1
SSR2;2013;590784898;590780193;IDRACH;;1
SSR2;2013;590784898;590780193;ISOCIN;1;
SSR2;2013;590784898;590780193;LABMAR;1;
SSR2;2013;590784898;590780193;PISCIN;1;
SSR2;2013;590784898;590780193;SALINT;;1
SSR2;2013;590784898;590780193;SIMESP;1;
SSR2;2013;590784898;590780193;STICON;1;
SSR2;2013;590784898;590780193;VEHADP;1;
SSR2;2013;590785424;930019484;EXPURO;1;
SSR2;2013;590785424;930019484;PISCIN;1;
SSR2;2013;590785424;930019484;STICON;1;
SSR2;2013;590788865;590782421;APTAUT;;1
SSR2;2013;590788865;590782421;EXPEQU;1;
SSR2;2013;590788865;590782421;EXPURO;;1
SSR2;2013;590788865;590782421;SIMESP;1;
SSR2;2013;590790473;620020859;PISCIN;1;
SSR2;2013;590791091;590780193;APTAUT;1;
SSR2;2013;590791091;590780193;EXPEQU;1;
SSR2;2013;590791091;590780193;PISCIN;1;
SSR2;2013;590791091;590780193;SIMESP;1;
SSR2;2013;590791729;590781902;EXPEQU;1;
SSR2;2013;590791729;590781902;LABMAR;1;
SSR2;2013;590797387;590805628;APTAUT;1;
SSR2;2013;590797387;590805628;ASSMAR;1;
SSR2;2013;590797387;590805628;EXPEQU;1;
SSR2;2013;590797387;590805628;EXPURO;1;
SSR2;2013;590797387;590805628;IDRACH;;1
SSR2;2013;590797387;590805628;ISOCIN;1;
SSR2;2013;590797387;590805628;LABMAR;;1
SSR2;2013;590797387;590805628;PISCIN;1;
SSR2;2013;590797387;590805628;SALINT;;1
SSR2;2013;590797387;590805628;SIMESP;1;
SSR2;2013;590797387;590805628;STICON;1;
SSR2;2013;590797387;590805628;VEHADP;;1
SSR2;2013;590801106;590782421;APTAUT;1;
SSR2;2013;590801106;590782421;EXPEQU;;1
SSR2;2013;590801106;590782421;EXPURO;;1
SSR2;2013;590806360;590003596;PISCIN;1;
SSR2;2013;590806360;590003596;SIMESP;1;
SSR2;2013;590809703;590004552;APTAUT;1;
SSR2;2013;590809703;590004552;EXPEQU;1;
SSR2;2013;590809703;590004552;EXPURO;1;
SSR2;2013;590809703;590004552;ISOCIN;1;
SSR2;2013;590809703;590004552;LABMAR;1;
SSR2;2013;590809703;590004552;PISCIN;1;
SSR2;2013;590809703;590004552;SIMESP;1;
SSR2;2013;590809703;590004552;STICON;;1
SSR2;2013;590809703;590004552;VEHADP;;1
SSR2;2013;590810784;590004685;APTAUT;;1
SSR2;2013;590810784;590004685;ASSMAR;;1
SSR2;2013;590810784;590004685;ASSMEM;;1
SSR2;2013;590810784;590004685;EXPEQU;;1
SSR2;2013;590810784;590004685;EXPURO;;1
SSR2;2013;590810784;590004685;IDRACH;;1
SSR2;2013;590810784;590004685;ISOCIN;1;
SSR2;2013;590810784;590004685;LABMAR;;1
SSR2;2013;590810784;590004685;PISCIN;1;
SSR2;2013;590810784;590004685;SALINT;1;
SSR2;2013;590810784;590004685;SIMESP;1;
SSR2;2013;590810784;590004685;STICON;;1
SSR2;2013;590810784;590004685;VEHADP;;1
SSR2;2013;590813507;590000485;ASSMAR;;1
SSR2;2013;590813507;590000485;EXPEQU;1;
SSR2;2013;590813507;590000485;ISOCIN;1;
SSR2;2013;590813507;590000485;LABMAR;;1
SSR2;2013;590813507;590000485;PISCIN;1;
SSR2;2013;590817441;620003814;EXPEQU;1;
SSR2;2013;590817441;620003814;ISOCIN;1;
SSR2;2013;590817441;620003814;LABMAR;;1
SSR2;2013;590817441;620003814;PISCIN;1;
SSR2;2013;590817441;620003814;STICON;;1
SSR2;2013;590817839;590053955;APTAUT;;1
SSR2;2013;590817839;590053955;ASSMAR;;1
SSR2;2013;590817839;590053955;ASSMEM;;1
SSR2;2013;590817839;590053955;EXPEQU;;1
SSR2;2013;590817839;590053955;EXPURO;;1
SSR2;2013;590817839;590053955;IDRACH;;1
SSR2;2013;590817839;590053955;ISOCIN;;1
SSR2;2013;590817839;590053955;LABMAR;;1
SSR2;2013;590817839;590053955;PISCIN;;1
SSR2;2013;590817839;590053955;SALINT;;1
SSR2;2013;590817839;590053955;SIMESP;;1
SSR2;2013;590817839;590053955;STICON;;1
SSR2;2013;590817839;590053955;VEHADP;;1
SSR2;2013;600000053;600101984;SIMESP;1;
SSR2;2013;600000186;600100648;APTAUT;;1
SSR2;2013;600000186;600100648;ASSMAR;;1
SSR2;2013;600000186;600100648;ASSMEM;;1
SSR2;2013;600000186;600100648;EXPEQU;;1
SSR2;2013;600000186;600100648;EXPURO;;1
SSR2;2013;600000186;600100648;IDRACH;;1
SSR2;2013;600000186;600100648;ISOCIN;;1
SSR2;2013;600000186;600100648;LABMAR;;1
SSR2;2013;600000186;600100648;PISCIN;;1
SSR2;2013;600000186;600100648;SALINT;;1
SSR2;2013;600000186;600100648;SIMESP;;1
SSR2;2013;600000186;600100648;STICON;;1
SSR2;2013;600000186;600100648;VEHADP;;1
SSR2;2013;600100283;750710428;APTAUT;1;
SSR2;2013;600100283;750710428;LABMAR;;1
SSR2;2013;600100283;750710428;PISCIN;1;
SSR2;2013;600100283;750710428;SIMESP;1;
SSR2;2013;600100309;750721334;EXPEQU;1;
SSR2;2013;600100309;750721334;LABMAR;1;
SSR2;2013;600100671;750034589;EXPEQU;1;
SSR2;2013;600100671;750034589;LABMAR;;1
SSR2;2013;600100671;750034589;PISCIN;1;
SSR2;2013;600100754;600000228;ASSMAR;;1
SSR2;2013;600100754;600000228;ASSMEM;;1
SSR2;2013;600100754;600000228;EXPEQU;;1
SSR2;2013;600100754;600000228;EXPURO;1;
SSR2;2013;600100754;600000228;IDRACH;;1
SSR2;2013;600100754;600000228;ISOCIN;;1
SSR2;2013;600100754;600000228;LABMAR;;1
SSR2;2013;600100754;600000228;PISCIN;1;
SSR2;2013;600100754;600000228;SALINT;1;
SSR2;2013;600100754;600000228;SIMESP;1;
SSR2;2013;600100754;600000228;STICON;;1
SSR2;2013;600100754;600000228;VEHADP;;1
SSR2;2013;600100796;750720609;APTAUT;1;
SSR2;2013;600100796;750720609;ASSMAR;;1
SSR2;2013;600100796;750720609;ASSMEM;1;
SSR2;2013;600100796;750720609;EXPEQU;1;
SSR2;2013;600100796;750720609;EXPURO;;1
SSR2;2013;600100796;750720609;IDRACH;;1
SSR2;2013;600100796;750720609;ISOCIN;1;
SSR2;2013;600100796;750720609;LABMAR;;1
SSR2;2013;600100796;750720609;PISCIN;1;
SSR2;2013;600100796;750720609;SALINT;;1
SSR2;2013;600100796;750720609;SIMESP;1;
SSR2;2013;600100796;750720609;STICON;;1
SSR2;2013;600100796;750720609;VEHADP;;1
SSR2;2013;600100861;600010805;ISOCIN;1;
SSR2;2013;600100861;600010805;PISCIN;1;
SSR2;2013;600101679;590039863;PISCIN;1;
SSR2;2013;600101679;590039863;SIMESP;1;
SSR2;2013;600101687;600010037;APTAUT;;1
SSR2;2013;600101687;600010037;ASSMAR;;1
SSR2;2013;600101687;600010037;ASSMEM;;1
SSR2;2013;600101687;600010037;EXPEQU;;1
SSR2;2013;600101687;600010037;EXPURO;;1
SSR2;2013;600101687;600010037;IDRACH;;1
SSR2;2013;600101687;600010037;ISOCIN;;1
SSR2;2013;600101687;600010037;LABMAR;;1
SSR2;2013;600101687;600010037;PISCIN;;1
SSR2;2013;600101687;600010037;SALINT;;1
SSR2;2013;600101687;600010037;SIMESP;;1
SSR2;2013;600101687;600010037;STICON;;1
SSR2;2013;600101687;600010037;VEHADP;;1
SSR2;2013;600111124;600106611;SIMESP;1;
SSR2;2013;600111124;600106611;VEHADP;1;
SSR2;2013;600113476;600100721;EXPEQU;1;
SSR2;2013;600113476;600100721;EXPURO;1;
SSR2;2013;600113476;600100721;PISCIN;1;
SSR2;2013;600113476;600100721;SIMESP;1;
SSR2;2013;610000051;610780082;EXPURO;;1
SSR2;2013;610000069;610780090;EXPURO;1;
SSR2;2013;610000069;610780090;SALINT;1;
SSR2;2013;610000077;610780124;APTAUT;;1
SSR2;2013;610000077;610780124;ASSMAR;;1
SSR2;2013;610000077;610780124;ASSMEM;;1
SSR2;2013;610000077;610780124;EXPEQU;;1
SSR2;2013;610000077;610780124;EXPURO;;1
SSR2;2013;610000077;610780124;IDRACH;;1
SSR2;2013;610000077;610780124;ISOCIN;;1
SSR2;2013;610000077;610780124;LABMAR;;1
SSR2;2013;610000077;610780124;PISCIN;;1
SSR2;2013;610000077;610780124;SALINT;;1
SSR2;2013;610000077;610780124;SIMESP;1;
SSR2;2013;610000077;610780124;STICON;;1
SSR2;2013;610000077;610780124;VEHADP;;1
SSR2;2013;610006371;610000135;APTAUT;1;
SSR2;2013;610006371;610000135;SIMESP;1;
SSR2;2013;610780108;610790594;APTAUT;;1
SSR2;2013;610780108;610790594;ASSMAR;;1
SSR2;2013;610780108;610790594;ASSMEM;;1
SSR2;2013;610780108;610790594;EXPEQU;;1
SSR2;2013;610780108;610790594;EXPURO;;1
SSR2;2013;610780108;610790594;IDRACH;;1
SSR2;2013;610780108;610790594;ISOCIN;;1
SSR2;2013;610780108;610790594;LABMAR;;1
SSR2;2013;610780108;610790594;PISCIN;;1
SSR2;2013;610780108;610790594;SALINT;;1
SSR2;2013;610780108;610790594;SIMESP;;1
SSR2;2013;610780108;610790594;STICON;;1
SSR2;2013;610780108;610790594;VEHADP;;1
SSR2;2013;610780207;610787061;PISCIN;;1
SSR2;2013;610780389;610004939;EXPEQU;1;
SSR2;2013;610780389;610004939;PISCIN;1;
SSR2;2013;610780389;610004939;SIMESP;1;
SSR2;2013;610784423;610787285;APTAUT;1;
SSR2;2013;610784423;610787285;EXPEQU;1;
SSR2;2013;610784423;610787285;EXPURO;1;
SSR2;2013;610784423;610787285;ISOCIN;1;
SSR2;2013;610784423;610787285;PISCIN;1;
SSR2;2013;610784423;610787285;SIMESP;1;
SSR2;2013;620000026;620003814;APTAUT;1;
SSR2;2013;620000026;620003814;ASSMAR;1;
SSR2;2013;620000026;620003814;ASSMEM;1;
SSR2;2013;620000026;620003814;EXPEQU;1;
SSR2;2013;620000026;620003814;EXPURO;1;
SSR2;2013;620000026;620003814;ISOCIN;1;
SSR2;2013;620000026;620003814;LABMAR;;1
SSR2;2013;620000026;620003814;PISCIN;;1
SSR2;2013;620000026;620003814;SIMESP;1;
SSR2;2013;620000026;620003814;STICON;;1
SSR2;2013;620000026;620003814;VEHADP;;1
SSR2;2013;620000034;620100057;PISCIN;1;
SSR2;2013;620000240;620100677;APTAUT;;1
SSR2;2013;620000240;620100677;ASSMAR;;1
SSR2;2013;620000240;620100677;ASSMEM;;1
SSR2;2013;620000240;620100677;EXPEQU;;1
SSR2;2013;620000240;620100677;EXPURO;;1
SSR2;2013;620000240;620100677;IDRACH;;1
SSR2;2013;620000240;620100677;ISOCIN;;1
SSR2;2013;620000240;620100677;LABMAR;;1
SSR2;2013;620000240;620100677;PISCIN;;1
SSR2;2013;620000240;620100677;SALINT;;1
SSR2;2013;620000240;620100677;SIMESP;;1
SSR2;2013;620000240;620100677;STICON;;1
SSR2;2013;620000240;620100677;VEHADP;;1
SSR2;2013;620000257;620100685;EXPURO;1;
SSR2;2013;620000257;620100685;PISCIN;1;
SSR2;2013;620000257;620100685;SALINT;1;
SSR2;2013;620000257;620100685;SIMESP;1;
SSR2;2013;620000323;620101337;EXPURO;1;
SSR2;2013;620000323;620101337;PISCIN;;1
SSR2;2013;620000323;620101337;SALINT;1;
SSR2;2013;620000323;620101337;SIMESP;1;
SSR2;2013;620003202;620103432;EXPURO;1;
SSR2;2013;620003822;620003814;APTAUT;;1
SSR2;2013;620003822;620003814;ASSMAR;;1
SSR2;2013;620003822;620003814;ASSMEM;;1
SSR2;2013;620003822;620003814;EXPEQU;;1
SSR2;2013;620003822;620003814;EXPURO;1;
SSR2;2013;620003822;620003814;IDRACH;;1
SSR2;2013;620003822;620003814;ISOCIN;;1
SSR2;2013;620003822;620003814;LABMAR;;1
SSR2;2013;620003822;620003814;PISCIN;;1
SSR2;2013;620003822;620003814;SALINT;;1
SSR2;2013;620003822;620003814;SIMESP;1;
SSR2;2013;620003822;620003814;STICON;;1
SSR2;2013;620003822;620003814;VEHADP;;1
SSR2;2013;620026401;620024158;APTAUT;1;
SSR2;2013;620026401;620024158;ASSMAR;;1
SSR2;2013;620026401;620024158;ASSMEM;;1
SSR2;2013;620026401;620024158;EXPEQU;1;
SSR2;2013;620026401;620024158;EXPURO;;1
SSR2;2013;620026401;620024158;IDRACH;;1
SSR2;2013;620026401;620024158;ISOCIN;1;
SSR2;2013;620026401;620024158;LABMAR;;1
SSR2;2013;620026401;620024158;PISCIN;;1
SSR2;2013;620026401;620024158;SALINT;;1
SSR2;2013;620026401;620024158;SIMESP;1;
SSR2;2013;620026401;620024158;STICON;;1
SSR2;2013;620026401;620024158;VEHADP;;1
SSR2;2013;620027664;620003814;APTAUT;1;
SSR2;2013;620027664;620003814;ASSMAR;1;
SSR2;2013;620027664;620003814;ASSMEM;1;
SSR2;2013;620027664;620003814;EXPEQU;1;
SSR2;2013;620027664;620003814;EXPURO;1;
SSR2;2013;620027664;620003814;ISOCIN;1;
SSR2;2013;620027664;620003814;LABMAR;1;
SSR2;2013;620027664;620003814;PISCIN;1;
SSR2;2013;620027664;620003814;SIMESP;1;
SSR2;2013;620027664;620003814;STICON;1;
SSR2;2013;620027664;620003814;VEHADP;1;
SSR2;2013;620100016;750712184;PISCIN;1;
SSR2;2013;620100099;620014779;EXPURO;1;
SSR2;2013;620100487;620000125;APTAUT;;1
SSR2;2013;620100487;620000125;ASSMAR;;1
SSR2;2013;620100487;620000125;ASSMEM;;1
SSR2;2013;620100487;620000125;EXPEQU;;1
SSR2;2013;620100487;620000125;EXPURO;;1
SSR2;2013;620100487;620000125;IDRACH;;1
SSR2;2013;620100487;620000125;ISOCIN;;1
SSR2;2013;620100487;620000125;LABMAR;;1
SSR2;2013;620100487;620000125;PISCIN;;1
SSR2;2013;620100487;620000125;SALINT;1;
SSR2;2013;620100487;620000125;SIMESP;;1
SSR2;2013;620100487;620000125;STICON;;1
SSR2;2013;620100487;620000125;VEHADP;;1
SSR2;2013;620100842;620001834;APTAUT;;1
SSR2;2013;620100842;620001834;ASSMAR;1;
SSR2;2013;620100842;620001834;ASSMEM;;1
SSR2;2013;620100842;620001834;EXPEQU;1;
SSR2;2013;620100842;620001834;EXPURO;;1
SSR2;2013;620100842;620001834;IDRACH;;1
SSR2;2013;620100842;620001834;ISOCIN;1;
SSR2;2013;620100842;620001834;LABMAR;;1
SSR2;2013;620100842;620001834;PISCIN;1;
SSR2;2013;620100842;620001834;SALINT;;1
SSR2;2013;620100842;620001834;SIMESP;1;
SSR2;2013;620100842;620001834;STICON;;1
SSR2;2013;620100842;620001834;VEHADP;;1
SSR2;2013;620101311;620027763;SALINT;1;
SSR2;2013;620102053;620103440;EXPURO;;1
SSR2;2013;620102053;620103440;SALINT;;1
SSR2;2013;620102053;620103440;SIMESP;1;
SSR2;2013;620105973;590039863;PISCIN;1;
SSR2;2013;620118513;620002915;APTAUT;;1
SSR2;2013;620118513;620002915;ASSMAR;;1
SSR2;2013;620118513;620002915;ASSMEM;;1
SSR2;2013;620118513;620002915;EXPEQU;;1
SSR2;2013;620118513;620002915;EXPURO;;1
SSR2;2013;620118513;620002915;IDRACH;;1
SSR2;2013;620118513;620002915;ISOCIN;;1
SSR2;2013;620118513;620002915;LABMAR;;1
SSR2;2013;620118513;620002915;PISCIN;1;
SSR2;2013;620118513;620002915;SALINT;1;
SSR2;2013;620118513;620002915;SIMESP;;1
SSR2;2013;620118513;620002915;STICON;;1
SSR2;2013;620118513;620002915;VEHADP;;1
SSR2;2013;630000149;630780302;ASSMEM;1;
SSR2;2013;630000149;630780302;PISCIN;1;
SSR2;2013;630000149;630780302;VEHADP;1;
SSR2;2013;630000412;630780997;APTAUT;;1
SSR2;2013;630000412;630780997;ASSMAR;;1
SSR2;2013;630000412;630780997;ASSMEM;;1
SSR2;2013;630000412;630780997;EXPEQU;;1
SSR2;2013;630000412;630780997;EXPURO;;1
SSR2;2013;630000412;630780997;IDRACH;;1
SSR2;2013;630000412;630780997;ISOCIN;;1
SSR2;2013;630000412;630780997;LABMAR;;1
SSR2;2013;630000412;630780997;PISCIN;;1
SSR2;2013;630000412;630780997;SALINT;;1
SSR2;2013;630000412;630780997;SIMESP;;1
SSR2;2013;630000412;630780997;STICON;;1
SSR2;2013;630000412;630780997;VEHADP;;1
SSR2;2013;630000420;630781003;EXPURO;1;
SSR2;2013;630000420;630781003;SALINT;1;
SSR2;2013;630000487;630781136;EXPEQU;1;
SSR2;2013;630000487;630781136;ISOCIN;1;
SSR2;2013;630000487;630781136;PISCIN;1;
SSR2;2013;630000487;630781136;SIMESP;1;
SSR2;2013;630780179;630011534;APTAUT;;1
SSR2;2013;630780179;630011534;ASSMAR;;1
SSR2;2013;630780179;630011534;ASSMEM;;1
SSR2;2013;630780179;630011534;EXPEQU;;1
SSR2;2013;630780179;630011534;EXPURO;;1
SSR2;2013;630780179;630011534;IDRACH;;1
SSR2;2013;630780179;630011534;ISOCIN;;1
SSR2;2013;630780179;630011534;LABMAR;;1
SSR2;2013;630780179;630011534;PISCIN;;1
SSR2;2013;630780179;630011534;SALINT;;1
SSR2;2013;630780179;630011534;SIMESP;;1
SSR2;2013;630780179;630011534;STICON;;1
SSR2;2013;630780179;630011534;VEHADP;;1
SSR2;2013;630780559;870015336;PISCIN;;1
SSR2;2013;630781755;630011518;APTAUT;1;
SSR2;2013;630781755;630011518;PISCIN;1;
SSR2;2013;630781755;630011518;SIMESP;1;
SSR2;2013;630783348;750050916;APTAUT;;1
SSR2;2013;630783348;750050916;ASSMAR;;1
SSR2;2013;630783348;750050916;ASSMEM;1;
SSR2;2013;630783348;750050916;EXPEQU;1;
SSR2;2013;630783348;750050916;EXPURO;;1
SSR2;2013;630783348;750050916;IDRACH;;1
SSR2;2013;630783348;750050916;ISOCIN;1;
SSR2;2013;630783348;750050916;LABMAR;;1
SSR2;2013;630783348;750050916;PISCIN;1;
SSR2;2013;630783348;750050916;SALINT;;1
SSR2;2013;630783348;750050916;SIMESP;1;
SSR2;2013;630783348;750050916;STICON;;1
SSR2;2013;630783348;750050916;VEHADP;;1
SSR2;2013;630785756;630001188;APTAUT;1;
SSR2;2013;630785756;630001188;PISCIN;1;
SSR2;2013;640000600;640781290;EXPEQU;1;
SSR2;2013;640000600;640781290;EXPURO;1;
SSR2;2013;640000600;640781290;PISCIN;1;
SSR2;2013;640000600;640781290;SIMESP;1;
SSR2;2013;640005591;750043994;ASSMAR;;1
SSR2;2013;640005591;750043994;ASSMEM;;1
SSR2;2013;640005591;750043994;EXPEQU;;1
SSR2;2013;640005591;750043994;IDRACH;;1
SSR2;2013;640005591;750043994;ISOCIN;;1
SSR2;2013;640005591;750043994;LABMAR;;1
SSR2;2013;640005591;750043994;PISCIN;;1
SSR2;2013;640005591;750043994;SALINT;;1
SSR2;2013;640005591;750043994;STICON;;1
SSR2;2013;640005591;750043994;VEHADP;;1
SSR2;2013;640010518;640010468;PISCIN;1;
SSR2;2013;640780185;640000089;APTAUT;1;
SSR2;2013;640780185;640000089;ASSMAR;1;
SSR2;2013;640780185;640000089;ASSMEM;1;
SSR2;2013;640780185;640000089;EXPEQU;1;
SSR2;2013;640780185;640000089;EXPURO;1;
SSR2;2013;640780185;640000089;LABMAR;1;
SSR2;2013;640780185;640000089;PISCIN;1;
SSR2;2013;640780649;640000303;APTAUT;;1
SSR2;2013;640780649;640000303;ASSMAR;;1
SSR2;2013;640780649;640000303;ASSMEM;;1
SSR2;2013;640780649;640000303;EXPEQU;;1
SSR2;2013;640780649;640000303;EXPURO;;1
SSR2;2013;640780649;640000303;IDRACH;;1
SSR2;2013;640780649;640000303;ISOCIN;;1
SSR2;2013;640780649;640000303;LABMAR;;1
SSR2;2013;640780649;640000303;PISCIN;;1
SSR2;2013;640780649;640000303;SALINT;;1
SSR2;2013;640780649;640000303;SIMESP;;1
SSR2;2013;640780649;640000303;STICON;;1
SSR2;2013;640780649;640000303;VEHADP;;1
SSR2;2013;640780672;640000337;APTAUT;1;
SSR2;2013;640780672;640000337;ASSMAR;1;
SSR2;2013;640780672;640000337;ASSMEM;1;
SSR2;2013;640780672;640000337;EXPEQU;1;
SSR2;2013;640780672;640000337;EXPURO;1;
SSR2;2013;640780672;640000337;ISOCIN;1;
SSR2;2013;640780672;640000337;LABMAR;;1
SSR2;2013;640780672;640000337;PISCIN;1;
SSR2;2013;640780672;640000337;SALINT;1;
SSR2;2013;640780672;640000337;STICON;1;
SSR2;2013;640780672;640000337;VEHADP;1;
SSR2;2013;640780755;640780417;EXPEQU;1;
SSR2;2013;640780755;640780417;EXPURO;;1
SSR2;2013;640780755;640780417;PISCIN;1;
SSR2;2013;640780755;640780417;SALINT;;1
SSR2;2013;640780755;640780417;SIMESP;1;
SSR2;2013;640780904;750721334;PISCIN;1;
SSR2;2013;640780904;750721334;VEHADP;1;
SSR2;2013;640787149;640001681;APTAUT;;1
SSR2;2013;640787149;640001681;ASSMAR;;1
SSR2;2013;640787149;640001681;ASSMEM;;1
